Date,Adj Close_NAVKARURB.NS,Close_NAVKARURB.NS,High_NAVKARURB.NS,Low_NAVKARURB.NS,Open_NAVKARURB.NS,Volume_NAVKARURB.NS,Date
2025-01-13,3.052000045776367,3.052000045776367,3.1500000953674316,2.878000020980835,2.890000104904175,11831640,2025-01-13
2025-01-20,3.625999927520752,3.625999927520752,3.625999927520752,2.9059998989105225,2.9820001125335693,71681214,2025-01-20
2025-01-27,3.76200008392334,3.76200008392334,4.28000020980835,3.444000005722046,3.803999900817871,46815152,2025-01-27
2025-02-03,3.5339999198913574,3.5339999198913574,3.880000114440918,3.3919999599456787,3.6019999980926514,19824412,2025-02-03
2025-02-10,3.819999933242798,3.819999933242798,4.138000011444092,3.3559999465942383,3.5999999046325684,25074862,2025-02-10
2025-02-17,3.4100000858306885,3.4100000858306885,3.799999952316284,3.2839999198913574,3.799999952316284,6839580,2025-02-17
2025-02-24,3.2799999713897705,3.2799999713897705,3.5199999809265137,3.131999969482422,3.5199999809265137,5423148,2025-02-24
2025-03-03,3.2720000743865967,3.2720000743865967,3.740000009536743,3.115999937057495,3.2760000228881836,9455554,2025-03-03
2025-03-10,2.9000000953674316,2.9000000953674316,3.3399999141693115,2.8519999980926514,3.25,4361338,2025-03-10
2025-03-17,2.874000072479248,2.874000072479248,3.0380001068115234,2.6500000953674316,3.009999990463257,5661576,2025-03-17
2025-03-24,2.747999906539917,2.747999906539917,3.01200008392334,2.624000072479248,2.9679999351501465,7749794,2025-03-24
2025-03-31,2.9179999828338623,2.9179999828338623,3.059999942779541,2.618000030517578,2.618000030517578,5037468,2025-03-31
2025-04-07,2.927999973297119,2.927999973297119,3.059999942779541,2.7720000743865967,2.859999895095825,4160570,2025-04-07
2025-04-14,2.7960000038146973,2.7960000038146973,2.9800000190734863,2.6600000858306885,2.818000078201294,3219604,2025-04-14
2025-04-21,3.1549999713897705,3.1549999713897705,3.174999952316284,2.700000047683716,2.931999921798706,22045880,2025-04-21
2025-04-28,2.8949999809265137,2.8949999809265137,3.109999895095825,2.7149999141693115,2.994999885559082,9517188,2025-04-28
2025-05-05,3.190000057220459,3.190000057220459,3.2750000953674316,2.815000057220459,3.015000104904175,14529068,2025-05-05
2025-05-12,3.380000114440918,3.380000114440918,3.440000057220459,3.1600000858306885,3.309999942779541,19598103,2025-05-12
2025-05-19,3.109999895095825,3.109999895095825,3.5899999141693115,3.109999895095825,3.4600000381469727,16989362,2025-05-19
2025-05-26,2.4200000762939453,2.4200000762939453,3.059999942779541,2.4200000762939453,3.059999942779541,13146342,2025-05-26
2025-06-02,2.049999952316284,2.049999952316284,2.569999933242798,2.049999952316284,2.2899999618530273,16073580,2025-06-02
2025-06-09,1.9500000476837158,1.9500000476837158,2.25,1.940000057220459,2.119999885559082,8965227,2025-06-09
2025-06-16,1.590000033378601,1.590000033378601,1.9900000095367432,1.590000033378601,1.9900000095367432,8824415,2025-06-16
2025-06-23,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.4700000286102295,1.559999942779541,5974729,2025-06-23
2025-06-30,2.0399999618530273,2.0399999618530273,2.049999952316284,1.8899999856948853,1.8899999856948853,1969105,2025-06-30
2025-07-07,2.059999942779541,2.059999942779541,2.1600000858306885,2.0,2.0399999618530273,10461110,2025-07-07
2025-07-14,2.130000114440918,2.130000114440918,2.130000114440918,2.059999942779541,2.059999942779541,561888,2025-07-14
