Date,Adj Close_APEX.NS,Close_APEX.NS,High_APEX.NS,Low_APEX.NS,Open_APEX.NS,Volume_APEX.NS,Date
2021-01-25,264.1834716796875,273.54998779296875,285.0,272.0,282.3500061035156,242193,2021-01-25
2021-02-01,269.1088562011719,278.6499938964844,287.79998779296875,271.8500061035156,274.8999938964844,663060,2021-02-01
2021-02-08,251.3388671875,260.25,282.8500061035156,254.3000030517578,280.3999938964844,714180,2021-02-08
2021-02-15,243.9025421142578,252.5500030517578,260.0,250.0,259.0,335959,2021-02-15
2021-02-22,233.52061462402344,241.8000030517578,259.0,239.75,251.0500030517578,373605,2021-02-22
2021-03-01,240.5223846435547,249.0500030517578,257.0,240.0,244.0,649574,2021-03-01
2021-03-08,232.65142822265625,240.89999389648438,255.9499969482422,238.1999969482422,250.85000610351562,342686,2021-03-08
2021-03-15,214.9297637939453,222.5500030517578,243.39999389648438,217.5,240.89999389648438,304549,2021-03-15
2021-03-22,197.3046417236328,204.3000030517578,228.75,203.0,217.60000610351562,393115,2021-03-22
2021-03-29,212.6602020263672,220.1999969482422,226.89999389648438,199.9499969482422,204.3000030517578,480259,2021-03-29
2021-04-05,207.92799377441406,215.3000030517578,234.10000610351562,206.60000610351562,221.0,801745,2021-04-05
2021-04-12,207.1071014404297,214.4499969482422,218.75,200.10000610351562,210.89999389648438,437385,2021-04-12
2021-04-19,206.67250061035156,214.0,217.5,205.0,214.3000030517578,350024,2021-04-19
2021-04-26,207.01052856445312,214.35000610351562,219.89999389648438,209.0500030517578,214.25,274494,2021-04-26
2021-05-03,235.7901611328125,244.14999389648438,252.89999389648438,211.0500030517578,214.9499969482422,1923524,2021-05-03
2021-05-10,240.7155303955078,249.25,265.0,237.10000610351562,245.1999969482422,1802817,2021-05-10
2021-05-17,242.6470489501953,251.25,260.0,249.0500030517578,251.25,594158,2021-05-17
2021-05-24,260.8033142089844,270.04998779296875,283.0,250.9499969482422,251.25,1604599,2021-05-24
2021-05-31,263.0728759765625,272.3999938964844,287.3500061035156,261.5,270.04998779296875,2186625,2021-05-31
2021-06-07,262.10711669921875,271.3999938964844,282.20001220703125,262.6000061035156,274.5,1270032,2021-06-07
2021-06-14,253.7050018310547,262.70001220703125,276.79998779296875,258.0,268.0,660750,2021-06-14
2021-06-21,262.10711669921875,271.3999938964844,287.8500061035156,257.1000061035156,259.8999938964844,2077990,2021-06-21
2021-06-28,318.79718017578125,330.1000061035156,361.75,269.54998779296875,274.0,9278160,2021-06-28
2021-07-05,390.69793701171875,404.54998779296875,434.8500061035156,332.0,332.0,8340213,2021-07-05
2021-07-12,371.575927734375,384.75,413.0,382.6499938964844,408.75,934555,2021-07-12
2021-07-19,358.4898986816406,371.20001220703125,394.25,359.0,378.20001220703125,578446,2021-07-19
2021-07-26,364.4293212890625,377.3500061035156,393.8500061035156,365.6000061035156,371.0,844984,2021-07-26
2021-08-02,342.8445739746094,355.0,392.0,323.25,380.3999938964844,908356,2021-08-02
2021-08-09,317.9280090332031,329.20001220703125,356.8999938964844,307.29998779296875,356.8999938964844,835276,2021-08-09
2021-08-16,244.1922607421875,252.85000610351562,305.0,250.0,281.04998779296875,3323540,2021-08-16
2021-08-23,253.8981475830078,262.8999938964844,270.0,236.0,255.0,963577,2021-08-23
2021-08-30,265.0526428222656,274.45001220703125,284.0,262.29998779296875,265.70001220703125,633703,2021-08-30
2021-09-06,265.5838317871094,275.0,281.75,270.5,276.3999938964844,392533,2021-09-06
2021-09-13,295.03948974609375,305.5,319.5,273.54998779296875,275.0,1446980,2021-09-13
2021-09-20,284.5963134765625,292.6499938964844,308.8500061035156,284.0,302.20001220703125,758843,2021-09-20
2021-09-27,282.06781005859375,290.04998779296875,301.54998779296875,285.79998779296875,295.3999938964844,389871,2021-09-27
2021-10-04,301.5660705566406,310.1000061035156,327.54998779296875,290.0,292.0,1344280,2021-10-04
2021-10-11,296.314697265625,304.70001220703125,320.6499938964844,301.20001220703125,311.70001220703125,571476,2021-10-11
2021-10-18,271.37054443359375,279.04998779296875,309.79998779296875,277.79998779296875,307.3999938964844,660989,2021-10-18
2021-10-25,255.9081268310547,263.1499938964844,283.70001220703125,259.6499938964844,280.20001220703125,611121,2021-10-25
2021-11-01,277.30267333984375,285.1499938964844,286.3999938964844,265.0,265.0,268040,2021-11-01
2021-11-08,284.64495849609375,292.70001220703125,305.20001220703125,280.3999938964844,285.1499938964844,694433,2021-11-08
2021-11-15,282.60272216796875,290.6000061035156,304.0,282.5,300.0,549529,2021-11-15
2021-11-22,264.27142333984375,271.75,293.79998779296875,267.1000061035156,291.79998779296875,450280,2021-11-22
2021-11-29,297.1412658691406,305.54998779296875,330.0,241.60000610351562,265.0,3056842,2021-11-29
2021-12-06,303.8514099121094,312.45001220703125,322.04998779296875,293.1000061035156,304.8999938964844,1518677,2021-12-06
2021-12-13,276.8164367675781,284.6499938964844,315.45001220703125,282.45001220703125,313.0,522312,2021-12-13
2021-12-20,280.025634765625,287.95001220703125,309.5,270.0,282.0,760559,2021-12-20
2021-12-27,290.1394348144531,298.3500061035156,308.0,281.1499938964844,287.8999938964844,539892,2021-12-27
2022-01-03,287.17333984375,295.29998779296875,312.0,292.1000061035156,298.79998779296875,464078,2022-01-03
2022-01-10,328.6982727050781,338.0,361.3999938964844,295.70001220703125,297.6000061035156,4221348,2022-01-10
2022-01-17,307.0605773925781,315.75,341.29998779296875,309.20001220703125,337.5,1079176,2022-01-17
2022-01-24,306.5257568359375,315.20001220703125,341.70001220703125,283.25,316.0,1227632,2022-01-24
2022-01-31,308.32476806640625,317.04998779296875,333.95001220703125,313.70001220703125,313.70001220703125,803663,2022-01-31
2022-02-07,310.1725158691406,318.95001220703125,322.54998779296875,299.1000061035156,319.5,588450,2022-02-07
2022-02-14,280.70635986328125,288.6499938964844,315.8999938964844,281.70001220703125,309.0,826816,2022-02-14
2022-02-21,260.6732482910156,268.04998779296875,291.3999938964844,251.0,288.3500061035156,482457,2022-02-21
2022-02-28,261.645751953125,269.04998779296875,277.0,260.75,273.0,227422,2022-02-28
2022-03-07,267.8210144042969,275.3999938964844,285.0,257.54998779296875,261.0,474989,2022-03-07
2022-03-14,274.1907653808594,281.95001220703125,287.79998779296875,273.25,279.0,331510,2022-03-14
2022-03-21,284.74212646484375,292.79998779296875,312.45001220703125,284.0,290.8999938964844,483399,2022-03-21
2022-03-28,284.69354248046875,292.75,299.04998779296875,277.0,292.79998779296875,351267,2022-03-28
2022-04-04,302.4413146972656,311.0,319.0,293.1000061035156,294.95001220703125,760142,2022-04-04
2022-04-11,307.4981994628906,316.20001220703125,328.25,301.8500061035156,312.3999938964844,501976,2022-04-11
2022-04-18,303.5596618652344,312.1499938964844,316.8999938964844,297.0,314.8999938964844,347775,2022-04-18
2022-04-25,303.99725341796875,312.6000061035156,322.5,299.3999938964844,308.0,477855,2022-04-25
2022-05-02,280.025634765625,287.95001220703125,335.0,285.5,303.25,893208,2022-05-02
2022-05-09,259.7494201660156,267.1000061035156,292.0,251.0,287.54998779296875,577145,2022-05-09
2022-05-16,272.634765625,280.3500061035156,284.0,266.1000061035156,270.6000061035156,204704,2022-05-16
2022-05-23,248.56590270996094,255.60000610351562,284.95001220703125,245.0,283.3999938964844,316777,2022-05-23
2022-05-30,254.7411651611328,261.95001220703125,272.0,258.70001220703125,259.45001220703125,174570,2022-05-30
2022-06-06,260.2843017578125,267.6499938964844,269.8999938964844,255.0,261.95001220703125,143795,2022-06-06
2022-06-13,241.02919006347656,247.85000610351562,264.95001220703125,245.0500030517578,261.0,192736,2022-06-13
2022-06-20,236.3126678466797,243.0,249.8000030517578,236.9499969482422,248.0,141174,2022-06-20
2022-06-27,257.5126953125,264.79998779296875,267.0,244.0,245.35000610351562,194784,2022-06-27
2022-07-04,268.161376953125,275.75,284.6499938964844,259.3999938964844,268.0,167803,2022-07-04
2022-07-11,283.5751953125,291.6000061035156,294.79998779296875,272.0,274.70001220703125,219758,2022-07-11
2022-07-18,314.96832275390625,321.1000061035156,323.79998779296875,293.0,293.6499938964844,420317,2022-07-18
2022-07-25,323.943603515625,330.25,336.3999938964844,308.45001220703125,321.0,532887,2022-07-25
2022-08-01,315.2626037597656,321.3999938964844,345.0,315.1499938964844,330.25,469225,2022-08-01
2022-08-08,317.02825927734375,323.20001220703125,365.0,320.0,345.0,1168632,2022-08-08
2022-08-15,313.5460205078125,319.6499938964844,347.70001220703125,318.0,323.20001220703125,467696,2022-08-15
2022-08-22,325.61114501953125,331.95001220703125,361.70001220703125,307.3500061035156,320.8500061035156,1033460,2022-08-22
2022-08-29,321.0989990234375,327.3500061035156,342.79998779296875,321.3500061035156,324.0,401959,2022-08-29
2022-09-05,322.32513427734375,328.6000061035156,336.25,325.04998779296875,329.45001220703125,372151,2022-09-05
2022-09-12,324.2378845214844,330.54998779296875,359.79998779296875,328.1499938964844,331.0,1142810,2022-09-12
2022-09-19,299.0286560058594,304.8500061035156,333.1499938964844,303.79998779296875,332.54998779296875,367260,2022-09-19
2022-09-26,292.3584899902344,298.04998779296875,301.3500061035156,281.3500061035156,300.0,442999,2022-09-26
2022-10-03,304.7669372558594,310.70001220703125,336.79998779296875,302.79998779296875,305.25,358202,2022-10-03
2022-10-10,294.6145935058594,300.3500061035156,309.79998779296875,294.04998779296875,306.04998779296875,237244,2022-10-10
2022-10-17,291.7209167480469,297.3999938964844,305.0,295.6000061035156,299.3999938964844,154717,2022-10-17
2022-10-24,311.0937805175781,317.1499938964844,319.45001220703125,297.6000061035156,297.6000061035156,204885,2022-10-24
2022-10-31,273.525146484375,278.8500061035156,297.0,274.0,292.0,375742,2022-10-31
2022-11-07,266.07025146484375,271.25,287.5,268.3500061035156,279.8999938964844,204453,2022-11-07
2022-11-14,265.2364807128906,270.3999938964844,283.0,268.6000061035156,271.0,169175,2022-11-14
2022-11-21,262.53900146484375,267.6499938964844,273.70001220703125,260.0,270.0,321642,2022-11-21
2022-11-28,262.53900146484375,267.6499938964844,272.0,257.3500061035156,267.6499938964844,509762,2022-11-28
2022-12-05,258.81158447265625,263.8500061035156,276.79998779296875,260.8999938964844,269.1000061035156,537718,2022-12-05
2022-12-12,252.87709045410156,257.79998779296875,268.0,255.60000610351562,264.0,243260,2022-12-12
2022-12-19,234.58323669433594,239.14999389648438,262.0,237.5,260.95001220703125,269580,2022-12-19
2022-12-26,241.5476531982422,246.25,251.89999389648438,238.3000030517578,243.0,213604,2022-12-26
2023-01-02,240.37059020996094,245.0500030517578,253.89999389648438,243.60000610351562,247.5,206204,2023-01-02
2023-01-09,240.86102294921875,245.5500030517578,248.5,242.0500030517578,246.35000610351562,143727,2023-01-09
2023-01-16,240.46865844726562,245.14999389648438,250.0,243.0,247.0,117405,2023-01-16
2023-01-23,226.4907684326172,230.89999389648438,246.39999389648438,229.25,245.0,101052,2023-01-23
2023-01-30,220.7524871826172,225.0500030517578,240.60000610351562,222.0,231.1999969482422,509022,2023-01-30
2023-02-06,220.85057067871094,225.14999389648438,228.8000030517578,216.0500030517578,223.9499969482422,242134,2023-02-06
2023-02-13,216.0441436767578,220.25,231.25,213.10000610351562,227.0,231775,2023-02-13
2023-02-20,208.78546142578125,212.85000610351562,222.4499969482422,204.5,222.4499969482422,294833,2023-02-20
2023-02-27,211.28675842285156,215.39999389648438,217.5,208.5,213.89999389648438,119644,2023-02-27
2023-03-06,211.9243621826172,216.0500030517578,221.8000030517578,213.89999389648438,214.10000610351562,102443,2023-03-06
2023-03-13,206.13702392578125,210.14999389648438,217.9499969482422,207.0,217.9499969482422,160695,2023-03-13
2023-03-20,190.68777465820312,194.39999389648438,215.9499969482422,193.1999969482422,210.89999389648438,240525,2023-03-20
2023-03-27,189.02024841308594,192.6999969482422,200.0,184.0,196.8000030517578,325912,2023-03-27
2023-04-03,196.1808319091797,200.0,205.14999389648438,192.89999389648438,195.5,117416,2023-04-03
2023-04-10,195.34707641601562,199.14999389648438,202.8000030517578,198.0500030517578,200.10000610351562,107778,2023-04-10
2023-04-17,196.03370666503906,199.85000610351562,208.89999389648438,196.25,196.25,341597,2023-04-17
2023-04-24,190.98204040527344,194.6999969482422,201.39999389648438,192.5,200.0,252376,2023-04-24
2023-05-01,195.59228515625,199.39999389648438,203.0500030517578,193.14999389648438,194.6999969482422,399531,2023-05-01
2023-05-08,195.73944091796875,199.5500030517578,204.5,196.5,200.0,188947,2023-05-08
2023-05-15,193.58145141601562,197.35000610351562,201.60000610351562,195.8000030517578,199.5,156400,2023-05-15
2023-05-22,203.39048767089844,207.35000610351562,216.60000610351562,197.0,197.39999389648438,541596,2023-05-22
2023-05-29,195.3961181640625,199.1999969482422,212.0,194.14999389648438,207.5,427966,2023-05-29
2023-06-05,204.07711791992188,208.0500030517578,221.64999389648438,199.5,201.0,1352504,2023-06-05
2023-06-12,213.93521118164062,218.10000610351562,226.3000030517578,208.0500030517578,209.6999969482422,1106911,2023-06-12
2023-06-19,210.40394592285156,214.5,225.85000610351562,213.5,218.39999389648438,410324,2023-06-19
2023-06-26,208.78546142578125,212.85000610351562,218.0,211.0,215.39999389648438,245647,2023-06-26
2023-07-03,208.00074768066406,212.0500030517578,221.60000610351562,209.4499969482422,214.5500030517578,1020024,2023-07-03
2023-07-10,211.87530517578125,216.0,220.3000030517578,205.5,213.0,645760,2023-07-10
2023-07-17,225.01942443847656,229.39999389648438,235.64999389648438,214.25,216.60000610351562,1612382,2023-07-17
2023-07-24,214.32757568359375,218.5,230.6999969482422,217.5500030517578,230.39999389648438,543408,2023-07-24
2023-07-31,219.23208618164062,223.5,227.39999389648438,214.60000610351562,219.9499969482422,571344,2023-07-31
2023-08-07,214.47470092773438,218.64999389648438,225.0,214.4499969482422,224.5500030517578,606023,2023-08-07
2023-08-14,211.531982421875,215.64999389648438,226.8000030517578,214.0,218.0,520788,2023-08-14
2023-08-21,221.6352996826172,225.9499969482422,233.64999389648438,210.0,215.64999389648438,1305114,2023-08-21
2023-08-28,228.35450744628906,232.8000030517578,239.6999969482422,211.64999389648438,227.60000610351562,2807024,2023-08-28
2023-09-04,235.0736846923828,239.64999389648438,252.10000610351562,225.4499969482422,235.89999389648438,3992137,2023-09-04
2023-09-11,231.93479919433594,236.4499969482422,248.0,218.5500030517578,240.8000030517578,2129410,2023-09-11
2023-09-18,220.1639404296875,224.4499969482422,237.4499969482422,222.35000610351562,236.0,523778,2023-09-18
2023-09-25,224.07821655273438,225.89999389648438,231.89999389648438,221.8000030517578,224.10000610351562,376042,2023-09-25
2023-10-02,222.59031677246094,224.39999389648438,226.3000030517578,220.5500030517578,225.89999389648438,291719,2023-10-02
2023-10-09,220.55686950683594,222.35000610351562,232.39999389648438,217.0,222.1999969482422,495816,2023-10-09
2023-10-16,217.4322509765625,219.1999969482422,227.5,218.6999969482422,223.1999969482422,369503,2023-10-16
2023-10-23,210.63751220703125,212.35000610351562,220.6999969482422,201.5500030517578,220.1999969482422,328472,2023-10-23
2023-10-30,216.83709716796875,218.60000610351562,219.85000610351562,207.0500030517578,214.0,311935,2023-10-30
2023-11-06,212.9189453125,214.64999389648438,225.89999389648438,214.0,220.35000610351562,312763,2023-11-06
2023-11-13,210.43910217285156,212.14999389648438,219.10000610351562,208.35000610351562,216.0,299842,2023-11-13
2023-11-20,214.70443725585938,216.4499969482422,224.0,209.10000610351562,213.0,586225,2023-11-20
2023-11-27,212.81976318359375,214.5500030517578,225.10000610351562,214.0,216.4499969482422,334472,2023-11-27
2023-12-04,216.58912658691406,218.35000610351562,224.6999969482422,214.0,218.0,516999,2023-12-04
2023-12-11,221.2016143798828,223.0,228.4499969482422,217.25,219.0,765717,2023-12-11
2023-12-18,214.70443725585938,216.4499969482422,226.3000030517578,213.3000030517578,222.0,395481,2023-12-18
2023-12-25,221.94557189941406,223.75,227.5,216.4499969482422,216.4499969482422,545591,2023-12-25
2024-01-01,233.10484313964844,235.0,242.60000610351562,220.75,224.6999969482422,2591033,2024-01-01
2024-01-08,264.64837646484375,266.79998779296875,285.79998779296875,229.0,236.0,9232901,2024-01-08
2024-01-15,264.2516174316406,266.3999938964844,280.3500061035156,250.39999389648438,268.6000061035156,3826638,2024-01-15
2024-01-22,252.10040283203125,254.14999389648438,268.5,249.64999389648438,266.3999938964844,805743,2024-01-22
2024-01-29,272.2862854003906,274.5,285.0,245.0,256.0,4417682,2024-01-29
2024-02-05,258.4983825683594,260.6000061035156,279.79998779296875,254.0500030517578,275.0,1711583,2024-02-05
2024-02-12,222.68951416015625,224.5,242.0,204.14999389648438,231.0,2426597,2024-02-12
2024-02-19,228.938720703125,230.8000030517578,239.0,222.10000610351562,224.0,1002764,2024-02-19
2024-02-26,221.598388671875,223.39999389648438,231.64999389648438,214.35000610351562,229.89999389648438,608540,2024-02-26
2024-03-04,213.36532592773438,215.10000610351562,224.5500030517578,209.6999969482422,223.60000610351562,393531,2024-03-04
2024-03-11,199.52781677246094,201.14999389648438,217.89999389648438,188.3000030517578,216.89999389648438,791940,2024-03-11
2024-03-18,201.46209716796875,203.10000610351562,206.5,196.10000610351562,202.0,531307,2024-03-18
2024-03-25,195.90725708007812,197.5,205.0,194.0,203.10000610351562,560641,2024-03-25
2024-04-01,214.1588592529297,215.89999389648438,217.3000030517578,196.9499969482422,197.0,707271,2024-04-01
2024-04-08,206.42178344726562,208.10000610351562,217.0500030517578,206.0,217.0500030517578,221014,2024-04-08
2024-04-15,210.63751220703125,212.35000610351562,214.89999389648438,198.14999389648438,205.0,325249,2024-04-15
2024-04-22,216.73789978027344,218.5,222.64999389648438,210.60000610351562,214.4499969482422,533330,2024-04-22
2024-04-29,233.3528289794922,235.25,238.0,215.0,219.1999969482422,1243976,2024-04-29
2024-05-06,214.40684509277344,216.14999389648438,236.6999969482422,214.1999969482422,234.8000030517578,409765,2024-05-06
2024-05-13,215.25,217.0,223.5,211.5,216.0,241051,2024-05-13
2024-05-20,214.10928344726562,215.85000610351562,222.4499969482422,213.0,219.10000610351562,241114,2024-05-20
2024-05-27,205.3802490234375,207.0500030517578,215.60000610351562,204.60000610351562,214.5,364575,2024-05-27
2024-06-03,231.91452026367188,233.8000030517578,238.0,191.0,212.5500030517578,1524464,2024-06-03
2024-06-10,227.43096923828125,229.27999877929688,248.88999938964844,228.05999755859375,248.88999938964844,1006890,2024-06-10
2024-06-17,230.92259216308594,232.8000030517578,244.89999389648438,224.1199951171875,229.27999877929688,1153845,2024-06-17
2024-06-24,220.41799926757812,222.2100067138672,236.8000030517578,220.00999450683594,232.0,440231,2024-06-24
2024-07-01,231.2598419189453,233.13999938964844,235.64999389648438,220.5,223.10000610351562,569982,2024-07-01
2024-07-08,226.92507934570312,228.77000427246094,238.0,222.41000366210938,234.6999969482422,580233,2024-07-08
2024-07-15,235.75331115722656,237.6699981689453,259.0,222.50999450683594,229.0,3040822,2024-07-15
2024-07-22,287.3339538574219,289.6700134277344,324.0,237.14999389648438,241.4499969482422,19187264,2024-07-22
2024-07-29,281.9080810546875,284.20001220703125,298.0,274.0,292.9800109863281,2698403,2024-07-29
2024-08-05,281.66009521484375,283.95001220703125,292.0,263.25,275.0,2649475,2024-08-05
2024-08-12,263.16046142578125,265.29998779296875,282.8999938964844,258.29998779296875,277.0,899094,2024-08-12
2024-08-19,270.15362548828125,272.3500061035156,284.0,267.04998779296875,267.75,860637,2024-08-19
2024-08-26,257.4072570800781,259.5,286.0,256.25,274.29998779296875,1198612,2024-08-26
2024-09-02,259.2423400878906,261.3500061035156,268.8999938964844,256.95001220703125,259.6499938964844,657357,2024-09-02
2024-09-09,251.25726318359375,253.3000030517578,263.3500061035156,249.89999389648438,258.6499938964844,648487,2024-09-09
2024-09-16,249.42218017578125,251.4499969482422,261.95001220703125,243.60000610351562,254.60000610351562,786763,2024-09-16
2024-09-23,249.6999969482422,249.6999969482422,262.25,244.10000610351562,251.85000610351562,690020,2024-09-23
2024-09-30,239.05999755859375,239.05999755859375,252.0,233.14999389648438,248.5,478111,2024-09-30
2024-10-07,244.22999572753906,244.22999572753906,252.58999633789062,226.00999450683594,238.8000030517578,462344,2024-10-07
2024-10-14,265.29998779296875,265.29998779296875,267.29998779296875,243.11000061035156,243.50999450683594,986461,2024-10-14
2024-10-21,238.6300048828125,238.6300048828125,269.70001220703125,235.64999389648438,267.0,374135,2024-10-21
2024-10-28,247.10000610351562,247.10000610351562,248.0,235.50999450683594,238.63999938964844,262747,2024-10-28
2024-11-04,255.99000549316406,255.99000549316406,272.0199890136719,240.38999938964844,249.0,857973,2024-11-04
2024-11-11,230.2899932861328,230.2899932861328,259.3500061035156,219.0,255.97999572753906,491760,2024-11-11
2024-11-18,243.24000549316406,243.24000549316406,245.19000244140625,227.0,229.75999450683594,343858,2024-11-18
2024-11-25,235.75,235.75,245.5800018310547,222.85000610351562,244.89999389648438,526687,2024-11-25
2024-12-02,256.0799865722656,256.0799865722656,265.0,233.0500030517578,235.82000732421875,518558,2024-12-02
2024-12-09,258.8999938964844,258.8999938964844,269.70001220703125,252.02000427246094,254.14999389648438,620864,2024-12-09
2024-12-16,246.83999633789062,246.83999633789062,279.54998779296875,245.10000610351562,259.79998779296875,1044862,2024-12-16
2024-12-23,240.10000610351562,240.10000610351562,250.5,235.22999572753906,248.85000610351562,312574,2024-12-23
2024-12-30,264.29998779296875,264.29998779296875,281.70001220703125,236.00999450683594,240.8000030517578,3872193,2024-12-30
2025-01-06,242.75,242.75,264.95001220703125,238.0,264.0,636334,2025-01-06
2025-01-13,239.39999389648438,239.39999389648438,247.0,223.10000610351562,239.89999389648438,437086,2025-01-13
2025-01-20,250.1999969482422,250.1999969482422,260.3999938964844,235.0,238.0,681498,2025-01-20
2025-01-27,261.20001220703125,261.20001220703125,273.0,225.0,246.5500030517578,1467696,2025-01-27
2025-02-03,234.0500030517578,234.0500030517578,257.95001220703125,231.39999389648438,257.95001220703125,432586,2025-02-03
2025-02-10,206.5,206.5,237.5,205.0,237.5,301058,2025-02-10
2025-02-17,213.64999389648438,213.64999389648438,224.4499969482422,197.6999969482422,203.39999389648438,293103,2025-02-17
2025-02-24,196.75,196.75,215.6999969482422,192.75,210.0,216699,2025-02-24
2025-03-03,220.55999755859375,220.55999755859375,229.8000030517578,188.22999572753906,200.0,648214,2025-03-03
2025-03-10,222.41000366210938,222.41000366210938,232.67999267578125,214.3300018310547,219.91000366210938,390540,2025-03-10
2025-03-17,231.80999755859375,231.80999755859375,246.0,218.3000030517578,222.41000366210938,523995,2025-03-17
2025-03-24,210.38999938964844,210.38999938964844,245.0,210.0,233.89999389648438,681340,2025-03-24
2025-03-31,206.4600067138672,206.4600067138672,217.64999389648438,199.11000061035156,210.38999938964844,955287,2025-03-31
2025-04-07,209.75999450683594,209.75999450683594,215.97000122070312,186.5500030517578,192.6999969482422,380808,2025-04-07
2025-04-14,216.02999877929688,216.02999877929688,221.35000610351562,209.75999450683594,209.75999450683594,239923,2025-04-14
2025-04-21,215.94000244140625,215.94000244140625,228.0,213.10000610351562,215.5,339573,2025-04-21
2025-04-28,206.0,206.0,216.60000610351562,205.6699981689453,213.0,125965,2025-04-28
2025-05-05,203.08999633789062,203.08999633789062,219.4499969482422,198.0,207.6699981689453,291233,2025-05-05
2025-05-12,222.64999389648438,222.64999389648438,228.89999389648438,207.83999633789062,211.99000549316406,382571,2025-05-12
2025-05-19,221.05999755859375,221.05999755859375,226.5,214.10000610351562,223.60000610351562,227208,2025-05-19
2025-05-26,231.3699951171875,231.3699951171875,246.41000366210938,219.0,221.05999755859375,752774,2025-05-26
2025-06-02,222.3699951171875,222.3699951171875,235.77999877929688,221.10000610351562,233.22000122070312,315254,2025-06-02
2025-06-09,242.0,242.0,251.7899932861328,223.0,223.0,801977,2025-06-09
2025-06-16,230.67999267578125,230.67999267578125,245.99000549316406,227.0,240.1999969482422,237902,2025-06-16
2025-06-23,242.99000549316406,242.99000549316406,244.4499969482422,227.0,229.3000030517578,262911,2025-06-23
2025-06-30,246.67999267578125,246.67999267578125,265.0,241.8000030517578,244.0,728842,2025-06-30
2025-07-07,240.6699981689453,240.6699981689453,254.0,240.0,245.0,209117,2025-07-07
2025-07-14,242.35000610351562,242.35000610351562,245.47999572753906,237.52000427246094,240.1999969482422,42981,2025-07-14
