Date,Adj Close_GREENPOWER.NS,Close_GREENPOWER.NS,High_GREENPOWER.NS,Low_GREENPOWER.NS,Open_GREENPOWER.NS,Volume_GREENPOWER.NS,Date
2024-08-26,20.739999771118164,20.739999771118164,21.829999923706055,20.59000015258789,21.75,34860634,2024-08-26
2024-09-02,19.989999771118164,19.989999771118164,21.0,19.600000381469727,20.809999465942383,28086820,2024-09-02
2024-09-09,20.190000534057617,20.190000534057617,20.649999618530273,19.399999618530273,19.989999771118164,28498240,2024-09-09
2024-09-16,21.020000457763672,21.020000457763672,22.700000762939453,20.299999237060547,20.450000762939453,67087292,2024-09-16
2024-09-23,19.510000228881836,19.510000228881836,20.690000534057617,18.899999618530273,20.0,38054236,2024-09-23
2024-09-30,20.18000030517578,20.18000030517578,21.350000381469727,19.100000381469727,19.510000228881836,64990474,2024-09-30
2024-10-07,20.81999969482422,20.81999969482422,22.389999389648438,18.510000228881836,20.209999084472656,95152284,2024-10-07
2024-10-14,19.739999771118164,19.739999771118164,21.079999923706055,19.200000762939453,21.0,36062484,2024-10-14
2024-10-21,17.68000030517578,17.68000030517578,20.450000762939453,17.5,19.959999084472656,40515970,2024-10-21
2024-10-28,19.3799991607666,19.3799991607666,19.43000030517578,17.299999237060547,17.950000762939453,24428714,2024-10-28
2024-11-04,18.690000534057617,18.690000534057617,19.700000762939453,18.5,19.690000534057617,25657396,2024-11-04
2024-11-11,17.889999389648438,17.889999389648438,19.299999237060547,17.510000228881836,18.649999618530273,27111258,2024-11-11
2024-11-18,16.959999084472656,16.959999084472656,18.200000762939453,16.850000381469727,18.200000762939453,21812931,2024-11-18
2024-11-25,17.540000915527344,17.540000915527344,18.209999084472656,17.0,17.0,26483372,2024-11-25
2024-12-02,18.260000228881836,18.260000228881836,18.700000762939453,17.200000762939453,17.6299991607666,37362453,2024-12-02
2024-12-09,18.25,18.25,19.399999618530273,17.950000762939453,18.5,27710309,2024-12-09
