Date,Adj Close_AGI.NS,Close_AGI.NS,High_AGI.NS,Low_AGI.NS,Open_AGI.NS,Volume_AGI.NS,Date
2020-07-13,49.13689041137695,53.900001525878906,55.349998474121094,52.5,54.349998474121094,467236,2020-07-13
2020-07-20,51.05131530761719,56.0,59.650001525878906,53.20000076293945,53.20000076293945,2850452,2020-07-20
2020-07-27,50.185264587402344,55.04999923706055,59.5,53.04999923706055,55.54999923706055,3574833,2020-07-27
2020-08-03,51.64387512207031,56.650001525878906,57.79999923706055,53.5,54.5,1008952,2020-08-03
2020-08-10,54.19643783569336,59.45000076293945,63.0,56.5,57.0,2592474,2020-08-10
2020-08-17,58.48110580444336,64.1500015258789,69.5,58.79999923706055,60.29999923706055,3905115,2020-08-17
2020-08-24,59.11924743652344,64.8499984741211,68.44999694824219,64.3499984741211,66.0,2007235,2020-08-24
2020-08-31,56.74900436401367,62.25,67.5,60.0,67.5,1251344,2020-08-31
2020-09-07,55.746212005615234,61.150001525878906,63.900001525878906,58.25,63.0,974262,2020-09-07
2020-09-14,70.4113540649414,73.55000305175781,75.0,61.25,61.5,4785434,2020-09-14
2020-09-21,78.93155670166016,82.44999694824219,83.5,69.1500015258789,75.55000305175781,8471037,2020-09-21
2020-09-28,76.53823852539062,79.94999694824219,83.3499984741211,78.44999694824219,82.55000305175781,2429172,2020-09-28
2020-10-05,68.25736999511719,71.30000305175781,80.3499984741211,69.9000015258789,79.94999694824219,2201298,2020-10-05
2020-10-12,68.78389739990234,71.8499984741211,77.9000015258789,69.30000305175781,71.94999694824219,2175218,2020-10-12
2020-10-19,70.74642181396484,73.9000015258789,76.9000015258789,71.30000305175781,73.1500015258789,2060827,2020-10-19
2020-10-26,74.19279479980469,77.5,81.80000305175781,73.5999984741211,74.3499984741211,2170625,2020-10-26
2020-11-02,79.02729797363281,82.55000305175781,84.4000015258789,72.0999984741211,76.5999984741211,3143610,2020-11-02
2020-11-09,94.48812103271484,98.69999694824219,99.5,80.5,83.6500015258789,3759797,2020-11-09
2020-11-16,99.65767669677734,104.0999984741211,108.0,90.75,90.75,5135253,2020-11-16
2020-11-23,98.60462188720703,103.0,106.0,98.0,104.8499984741211,1567756,2020-11-23
2020-11-30,104.34857940673828,109.0,112.9000015258789,101.8499984741211,103.0,2271211,2020-11-30
2020-12-07,100.51927185058594,105.0,112.4000015258789,103.19999694824219,108.0,1394595,2020-12-07
2020-12-14,99.75341033935547,104.19999694824219,110.80000305175781,103.19999694824219,107.0,772431,2020-12-14
2020-12-21,106.07176971435547,110.80000305175781,114.8499984741211,95.0,104.19999694824219,1366412,2020-12-21
2020-12-28,114.83129119873047,119.94999694824219,124.44999694824219,112.0,112.69999694824219,2194787,2020-12-28
2021-01-04,117.08101654052734,122.30000305175781,124.19999694824219,117.1500015258789,121.0,1176437,2021-01-04
2021-01-11,110.71480560302734,115.6500015258789,123.80000305175781,114.0,123.4000015258789,711982,2021-01-11
2021-01-18,128.71253967285156,134.4499969482422,137.89999389648438,110.30000305175781,115.0999984741211,1824958,2021-01-18
2021-01-25,129.28692626953125,135.0500030517578,147.0,132.89999389648438,139.4499969482422,1487021,2021-01-25
2021-02-01,165.473876953125,172.85000610351562,188.1999969482422,131.1999969482422,137.0,4309161,2021-02-01
2021-02-08,186.00852966308594,194.3000030517578,200.0,174.0,175.85000610351562,1988532,2021-02-08
2021-02-15,175.6215362548828,183.4499969482422,200.0,181.35000610351562,195.85000610351562,1160347,2021-02-15
2021-02-22,166.9098663330078,174.35000610351562,185.0,167.5500030517578,184.89999389648438,813162,2021-02-22
2021-03-01,168.39369201660156,175.89999389648438,188.10000610351562,170.0500030517578,175.75,822108,2021-03-01
2021-03-08,161.97962951660156,169.1999969482422,180.0,166.75,178.6999969482422,410550,2021-03-08
2021-03-15,157.33660888671875,164.35000610351562,175.8000030517578,148.5,172.0,873732,2021-03-15
2021-03-22,153.65089416503906,160.5,168.9499969482422,147.14999389648438,163.89999389648438,1026697,2021-03-22
2021-03-29,152.4063720703125,159.1999969482422,162.5500030517578,152.35000610351562,160.5,418562,2021-03-29
2021-04-05,160.30430603027344,167.4499969482422,176.75,151.85000610351562,157.0,1512335,2021-04-05
2021-04-12,144.50840759277344,150.9499969482422,163.64999389648438,147.85000610351562,162.0,800053,2021-04-12
2021-04-19,147.81118774414062,154.39999389648438,155.0,142.5,149.0,772851,2021-04-19
2021-04-26,146.6145477294922,153.14999389648438,161.5500030517578,150.75,155.10000610351562,791032,2021-04-26
2021-05-03,168.1065216064453,175.60000610351562,180.0,149.85000610351562,151.5,3383831,2021-05-03
2021-05-10,190.65155029296875,199.14999389648438,226.60000610351562,168.0,179.6999969482422,14318410,2021-05-10
2021-05-17,194.9116668701172,203.60000610351562,212.0,199.25,203.0,3414329,2021-05-17
2021-05-24,224.97169494628906,235.0,247.89999389648438,204.10000610351562,204.6999969482422,6117371,2021-05-24
2021-05-31,218.2225341796875,227.9499969482422,245.9499969482422,213.0,236.8000030517578,1875847,2021-05-31
2021-06-07,218.2704315185547,228.0,237.0,222.10000610351562,228.0,910355,2021-06-07
2021-06-14,205.96875,215.14999389648438,237.5500030517578,213.5,229.3000030517578,904145,2021-06-14
2021-06-21,239.85812377929688,250.5500030517578,256.3999938964844,215.0500030517578,219.89999389648438,3029200,2021-06-21
2021-06-28,241.72491455078125,252.5,264.75,240.0,253.5,1669367,2021-06-28
2021-07-05,231.8165740966797,242.14999389648438,262.3999938964844,236.0,254.0,880995,2021-07-05
2021-07-12,236.84255981445312,247.39999389648438,264.5,240.1999969482422,242.25,1465253,2021-07-12
2021-07-19,264.7964782714844,276.6000061035156,287.5,247.8000030517578,247.8000030517578,3213270,2021-07-19
2021-07-26,238.6136016845703,249.25,284.5,247.5,278.70001220703125,2678776,2021-07-26
2021-08-02,235.69374084472656,246.1999969482422,259.8500061035156,244.10000610351562,250.0,941668,2021-08-02
2021-08-09,231.6251220703125,241.9499969482422,251.5,212.85000610351562,246.1999969482422,1250339,2021-08-09
2021-08-16,212.52645874023438,222.0,241.60000610351562,221.0,240.0,568463,2021-08-16
2021-08-23,209.79808044433594,219.14999389648438,230.5500030517578,204.75,224.89999389648438,1118418,2021-08-23
2021-08-30,213.9624481201172,223.5,228.0,215.4499969482422,221.9499969482422,718771,2021-08-30
2021-09-06,213.72311401367188,223.25,229.89999389648438,220.0500030517578,226.5,476684,2021-09-06
2021-09-13,221.66893005371094,231.5500030517578,244.3000030517578,224.0,224.0,992153,2021-09-13
2021-09-20,223.23519897460938,229.35000610351562,237.6999969482422,219.0,234.4499969482422,710851,2021-09-20
2021-09-27,221.92120361328125,228.0,240.35000610351562,225.3000030517578,230.89999389648438,841072,2021-09-27
2021-10-04,224.1598663330078,230.3000030517578,243.9499969482422,227.4499969482422,228.0,862012,2021-10-04
2021-10-11,220.80186462402344,226.85000610351562,231.89999389648438,225.8000030517578,231.0,620846,2021-10-11
2021-10-18,244.7459716796875,251.4499969482422,264.0,214.25,228.0,3588559,2021-10-18
2021-10-25,231.65457153320312,238.0,265.8500061035156,234.9499969482422,252.0,2326195,2021-10-25
2021-11-01,229.31857299804688,235.60000610351562,239.4499969482422,225.14999389648438,226.9499969482422,637500,2021-11-01
2021-11-08,236.52127075195312,243.0,251.89999389648438,235.0500030517578,236.0,798709,2021-11-08
2021-11-15,218.61184692382812,224.60000610351562,244.4499969482422,222.8000030517578,243.0,392863,2021-11-15
2021-11-22,207.9537811279297,213.64999389648438,229.0,197.89999389648438,224.0,1188689,2021-11-22
2021-11-29,207.07778930664062,212.75,219.60000610351562,201.10000610351562,213.60000610351562,624322,2021-11-29
2021-12-06,213.6964874267578,219.5500030517578,224.0,208.0,213.0,442142,2021-12-06
2021-12-13,202.64907836914062,208.1999969482422,225.10000610351562,207.3000030517578,223.0,413691,2021-12-13
2021-12-20,201.4810791015625,207.0,212.0500030517578,190.10000610351562,204.10000610351562,464251,2021-12-20
2021-12-27,205.0337677001953,210.64999389648438,222.9499969482422,203.3000030517578,205.10000610351562,640154,2021-12-27
2022-01-03,215.69183349609375,221.60000610351562,227.89999389648438,212.0,212.0,1023254,2022-01-03
2022-01-10,226.5932159423828,232.8000030517578,241.6999969482422,222.10000610351562,222.10000610351562,1262434,2022-01-10
2022-01-17,309.6189880371094,318.1000061035156,349.8999938964844,249.9499969482422,251.10000610351562,12240450,2022-01-17
2022-01-24,294.8728942871094,302.95001220703125,339.0,286.95001220703125,321.0,1507559,2022-01-24
2022-01-31,323.8297424316406,332.70001220703125,352.3999938964844,305.0,306.8500061035156,1791073,2022-01-31
2022-02-07,306.6502990722656,315.04998779296875,338.0,311.1000061035156,331.0,701239,2022-02-07
2022-02-14,294.5322265625,302.6000061035156,320.0,285.0,301.0,694181,2022-02-14
2022-02-21,276.6714782714844,284.25,308.0,258.0,302.0,761008,2022-02-21
2022-02-28,274.14080810546875,281.6499938964844,300.0,271.54998779296875,279.0,556824,2022-02-28
2022-03-07,286.59954833984375,294.45001220703125,306.8500061035156,268.95001220703125,279.5,914468,2022-03-07
2022-03-14,301.63763427734375,309.8999938964844,329.0,285.0,298.79998779296875,1079519,2022-03-14
2022-03-21,301.1509704589844,309.3999938964844,317.45001220703125,300.0,313.0,608533,2022-03-21
2022-03-28,290.54156494140625,298.5,322.70001220703125,293.25,311.20001220703125,668176,2022-03-28
2022-04-04,319.49835205078125,328.25,341.5,299.8999938964844,299.8999938964844,2363178,2022-04-04
2022-04-11,306.5043029785156,314.8999938964844,328.8999938964844,306.0,328.0,410867,2022-04-11
2022-04-18,338.5758361816406,347.8500061035156,385.70001220703125,310.0,315.0,5448700,2022-04-18
2022-04-25,310.73834228515625,319.25,353.8999938964844,315.04998779296875,343.1000061035156,1246185,2022-04-25
2022-05-02,283.2415466308594,291.0,324.0,284.20001220703125,315.0,643921,2022-05-02
2022-05-09,250.68333435058594,257.54998779296875,316.45001220703125,239.8000030517578,285.0,1164038,2022-05-09
2022-05-16,226.25254821777344,232.4499969482422,261.5,229.0,246.0,1219073,2022-05-16
2022-05-23,213.40447998046875,219.25,234.5,201.0,230.0,749369,2022-05-23
2022-05-30,223.9652099609375,230.10000610351562,242.5500030517578,218.10000610351562,220.0,694849,2022-05-30
2022-06-06,213.64781188964844,219.5,238.3000030517578,218.9499969482422,234.0,433613,2022-06-06
2022-06-13,193.06170654296875,198.35000610351562,217.0,195.3000030517578,217.0,388668,2022-06-13
2022-06-20,189.84967041015625,195.0500030517578,205.75,178.25,199.8000030517578,702557,2022-06-20
2022-06-27,197.97706604003906,203.39999389648438,215.10000610351562,197.64999389648438,197.64999389648438,512759,2022-06-27
2022-07-04,199.7290802001953,205.1999969482422,214.0,199.35000610351562,204.0,343600,2022-07-04
2022-07-11,199.53440856933594,205.0,213.25,201.3000030517578,203.0,306147,2022-07-11
2022-07-18,241.09596252441406,247.6999969482422,252.8000030517578,205.1999969482422,206.5,2429955,2022-07-18
2022-07-25,276.08746337890625,283.6499938964844,293.0,238.0500030517578,247.6999969482422,2636303,2022-07-25
2022-08-01,265.8674011230469,273.1499938964844,289.95001220703125,261.20001220703125,283.95001220703125,1480360,2022-08-01
2022-08-08,296.4789123535156,304.6000061035156,309.0,270.1000061035156,274.1000061035156,1247053,2022-08-08
2022-08-15,278.76416015625,286.3999938964844,307.6499938964844,282.0,304.6000061035156,639000,2022-08-15
2022-08-22,281.87884521484375,289.6000061035156,305.20001220703125,260.6000061035156,283.0,829428,2022-08-22
2022-08-29,332.5411071777344,341.6499938964844,346.20001220703125,278.29998779296875,285.0,2565619,2022-08-29
2022-09-05,356.679931640625,366.45001220703125,378.0,327.3500061035156,343.0,1936455,2022-09-05
2022-09-12,329.3291320800781,338.3500061035156,373.75,331.1000061035156,368.29998779296875,1389991,2022-09-12
2022-09-19,382.02630615234375,387.04998779296875,407.70001220703125,340.6499938964844,353.0,4187550,2022-09-19
2022-09-26,329.6648864746094,334.0,385.0,313.04998779296875,381.25,2461283,2022-09-26
2022-10-03,325.5193786621094,329.79998779296875,338.8500061035156,318.70001220703125,333.54998779296875,954806,2022-10-03
2022-10-10,320.0907897949219,324.29998779296875,347.20001220703125,317.6000061035156,326.5,1074274,2022-10-10
2022-10-17,316.7348937988281,320.8999938964844,334.70001220703125,315.0,324.29998779296875,462339,2022-10-17
2022-10-24,312.0959167480469,316.20001220703125,334.0,310.5,327.0,379661,2022-10-24
2022-10-31,311.01019287109375,315.1000061035156,347.0,311.1000061035156,316.5,1658203,2022-10-31
2022-11-07,311.3063049316406,315.3999938964844,324.79998779296875,311.3999938964844,317.8999938964844,471268,2022-11-07
2022-11-14,299.2646484375,303.20001220703125,320.0,301.1499938964844,316.75,389080,2022-11-14
2022-11-21,282.5346374511719,286.25,323.0,280.5,303.20001220703125,684578,2022-11-21
2022-11-28,312.5400390625,316.6499938964844,318.8999938964844,287.45001220703125,288.0,667018,2022-11-28
2022-12-05,305.4828796386719,309.5,326.8999938964844,306.54998779296875,318.6000061035156,448244,2022-12-05
2022-12-12,316.1427001953125,320.29998779296875,323.0,308.0,310.0,560128,2022-12-12
2022-12-19,281.498291015625,285.20001220703125,325.0,283.45001220703125,321.6000061035156,611454,2022-12-19
2022-12-26,322.85443115234375,327.1000061035156,337.0,284.04998779296875,287.95001220703125,1034959,2022-12-26
2023-01-02,321.66998291015625,325.8999938964844,343.0,322.1499938964844,329.0,702663,2023-01-02
