Date,Adj Close_VIKASECO.NS,Close_VIKASECO.NS,High_VIKASECO.NS,Low_VIKASECO.NS,Open_VIKASECO.NS,Volume_VIKASECO.NS,Date
2020-07-13,2.873634099960327,2.873634099960327,2.873634099960327,2.623753070831299,2.623753070831299,1510159,2020-07-13
2020-07-20,3.592042922973633,3.592042922973633,3.592042922973633,2.99857497215271,2.99857497215271,2760735,2020-07-20
2020-07-27,4.123041152954102,4.123041152954102,4.497862815856934,3.7482190132141113,3.7482190132141113,7140479,2020-07-27
2020-08-03,5.153800964355469,5.153800964355469,5.153800964355469,3.9356300830841064,3.9356300830841064,4692415,2020-08-03
2020-08-10,6.496912956237793,6.496912956237793,6.496912956237793,5.403682231903076,5.403682231903076,1127251,2020-08-10
2020-08-17,6.184560775756836,6.184560775756836,7.121615886688232,6.184560775756836,6.809264183044434,15587053,2020-08-17
2020-08-24,6.090856075286865,6.090856075286865,7.090381145477295,5.99714994430542,6.4656782150268555,6736500,2020-08-24
2020-08-31,4.7789788246154785,4.7789788246154785,5.809739112854004,4.7789788246154785,5.809739112854004,679705,2020-08-31
2020-09-07,4.154275894165039,4.154275894165039,4.560332775115967,3.966865062713623,4.560332775115967,8984705,2020-09-07
2020-09-14,3.592042922973633,3.592042922973633,3.966865062713623,3.279690980911255,3.966865062713623,2985416,2020-09-14
2020-09-21,3.4983370304107666,3.4983370304107666,3.966865062713623,3.4358670711517334,3.560807943344116,2672229,2020-09-21
2020-09-28,3.279690980911255,3.279690980911255,3.8106889724731445,3.279690980911255,3.4983370304107666,2109062,2020-09-28
2020-10-05,2.6549880504608154,2.6549880504608154,3.404632091522217,2.6549880504608154,3.404632091522217,1572269,2020-10-05
2020-10-12,2.9673399925231934,2.9673399925231934,3.123516082763672,2.5300469398498535,2.5300469398498535,2254529,2020-10-12
2020-10-19,2.9048690795898438,2.9048690795898438,2.9673399925231934,2.5300469398498535,2.9673399925231934,1318549,2020-10-19
2020-10-26,3.0922799110412598,3.0922799110412598,3.279690980911255,2.811163902282715,2.9673399925231934,1719036,2020-10-26
2020-11-02,2.9673399925231934,2.9673399925231934,3.185986042022705,2.8423988819122314,3.185986042022705,1516498,2020-11-02
2020-11-09,3.3421618938446045,3.3421618938446045,3.3421618938446045,2.7799289226531982,3.0298099517822266,19161072,2020-11-09
2020-11-16,3.6232779026031494,3.6232779026031494,3.9981000423431396,3.185986042022705,3.185986042022705,34632821,2020-11-16
2020-11-23,3.2484560012817383,3.2484560012817383,3.592042922973633,3.1547510623931885,3.5295729637145996,43576334,2020-11-23
2020-11-30,2.9673399925231934,2.9673399925231934,3.3733971118927,2.8423988819122314,3.2484560012817383,11118673,2020-11-30
2020-12-07,2.99857497215271,2.99857497215271,3.0298099517822266,2.7799289226531982,2.9048690795898438,9853406,2020-12-07
2020-12-14,2.811163902282715,2.811163902282715,3.3733971118927,2.811163902282715,3.0298099517822266,17450850,2020-12-14
2020-12-21,2.7486939430236816,2.7486939430236816,2.9048690795898438,2.4675769805908203,2.873634099960327,26565793,2020-12-21
2020-12-28,2.5612831115722656,2.5612831115722656,2.873634099960327,2.3738720417022705,2.811163902282715,45900903,2020-12-28
2021-01-04,2.405107021331787,2.405107021331787,2.7486939430236816,2.342637062072754,2.6549880504608154,82942246,2021-01-04
2021-01-11,2.405107021331787,2.405107021331787,2.623753070831299,2.217695951461792,2.4363420009613037,102889436,2021-01-11
2021-01-18,2.123990058898926,2.123990058898926,2.4363420009613037,2.123990058898926,2.342637062072754,47688073,2021-01-18
2021-01-25,1.780403971672058,1.780403971672058,2.0615200996398926,1.780403971672058,2.030284881591797,8452216,2021-01-25
2021-02-01,1.7179330587387085,1.7179330587387085,1.8116389513015747,1.5929930210113525,1.7179330587387085,40533121,2021-02-01
2021-02-08,1.5929930210113525,1.5929930210113525,1.780403971672058,1.561758041381836,1.749168038368225,19791346,2021-02-08
2021-02-15,1.561758041381836,1.561758041381836,1.6242280006408691,1.5305219888687134,1.5305219888687134,11161880,2021-02-15
2021-02-22,1.6242280006408691,1.6242280006408691,1.6242280006408691,1.4055819511413574,1.561758041381836,10382929,2021-02-22
2021-03-01,1.6866979598999023,1.6866979598999023,1.8116389513015747,1.5929930210113525,1.6866979598999023,24296227,2021-03-01
2021-03-08,1.561758041381836,1.561758041381836,1.7179330587387085,1.561758041381836,1.6554629802703857,37958100,2021-03-08
2021-03-15,1.5305219888687134,1.5305219888687134,1.5929930210113525,1.4368170499801636,1.4992870092391968,16190811,2021-03-15
2021-03-22,1.4055819511413574,1.4055819511413574,1.5305219888687134,1.3431110382080078,1.5305219888687134,8057693,2021-03-22
2021-03-29,1.4680520296096802,1.4680520296096802,1.4680520296096802,1.3118760585784912,1.4055819511413574,25784902,2021-03-29
2021-04-05,1.3743469715118408,1.3743469715118408,1.4992870092391968,1.280640959739685,1.4680520296096802,17221132,2021-04-05
2021-04-12,1.2494059801101685,1.2494059801101685,1.3431110382080078,1.2181710004806519,1.3431110382080078,8047949,2021-04-12
2021-04-19,1.2494059801101685,1.2494059801101685,1.2494059801101685,0.9995250105857849,1.1869360208511353,28884194,2021-04-19
2021-04-26,1.1869360208511353,1.1869360208511353,1.4992870092391968,1.124464988708496,1.3118760585784912,121144060,2021-04-26
2021-05-03,1.1869360208511353,1.1869360208511353,1.2494059801101685,1.124464988708496,1.1869360208511353,24356032,2021-05-03
2021-05-10,1.561758041381836,1.561758041381836,1.561758041381836,1.1556999683380127,1.1869360208511353,41791157,2021-05-10
2021-05-17,1.4368170499801636,1.4368170499801636,1.6242280006408691,1.3743469715118408,1.6242280006408691,26126473,2021-05-17
2021-05-24,1.4055819511413574,1.4055819511413574,1.5305219888687134,1.4055819511413574,1.4368170499801636,12551806,2021-05-24
2021-05-31,1.5305219888687134,1.5305219888687134,1.5305219888687134,1.3431110382080078,1.4368170499801636,11019778,2021-05-31
2021-06-07,1.8151839971542358,1.8151839971542358,1.8151839971542358,1.5929930210113525,1.5929930210113525,3086962,2021-06-07
2021-06-14,1.9448399543762207,1.9448399543762207,2.074496030807495,1.858402967453003,1.9016220569610596,18204815,2021-06-14
2021-06-21,1.9448399543762207,1.9448399543762207,1.9448399543762207,1.7719659805297852,1.858402967453003,13567825,2021-06-21
2021-06-28,1.8151839971542358,1.8151839971542358,1.9448399543762207,1.685528039932251,1.9448399543762207,11136879,2021-06-28
