Date,Adj Close_CHEMFAB.NS,Close_CHEMFAB.NS,High_CHEMFAB.NS,Low_CHEMFAB.NS,Open_CHEMFAB.NS,Volume_CHEMFAB.NS,Date
2022-06-20,155.7808380126953,157.14999389648438,163.0,150.1999969482422,158.0,17435,2022-06-20
2022-06-27,155.6817169189453,157.0500030517578,172.6999969482422,154.1999969482422,161.25,35259,2022-06-27
2022-07-04,163.66159057617188,165.10000610351562,169.85000610351562,157.0500030517578,158.0,26730,2022-07-04
2022-07-11,166.1398162841797,167.60000610351562,173.3000030517578,162.0500030517578,169.85000610351562,18041,2022-07-11
2022-07-18,172.18666076660156,173.6999969482422,175.0,165.0,168.25,42157,2022-07-18
2022-07-25,192.309814453125,194.0,194.0,172.5,179.0,62933,2022-07-25
2022-08-01,224.5266571044922,226.5,231.8000030517578,203.6999969482422,203.6999969482422,520559,2022-08-01
2022-08-08,240.08985900878906,242.1999969482422,242.1999969482422,216.0,229.0,163006,2022-08-08
2022-08-15,241.9237518310547,244.0500030517578,254.3000030517578,232.0500030517578,242.1999969482422,244020,2022-08-15
2022-08-22,278.15533447265625,280.6000061035156,296.6000061035156,243.0500030517578,247.85000610351562,407273,2022-08-22
2022-08-29,337.9795227050781,340.95001220703125,340.95001220703125,266.6000061035156,266.6000061035156,218502,2022-08-29
2022-09-05,388.73345947265625,392.1499938964844,392.1499938964844,328.79998779296875,357.95001220703125,619430,2022-09-05
2022-09-12,421.70721435546875,423.8500061035156,476.54998779296875,393.0,404.0,763204,2022-09-12
2022-09-19,459.8633728027344,462.20001220703125,468.0,417.04998779296875,417.04998779296875,498629,2022-09-19
2022-09-26,408.126220703125,410.20001220703125,465.0,396.29998779296875,464.0,245935,2022-09-26
2022-10-03,424.7915344238281,426.95001220703125,451.29998779296875,382.79998779296875,407.95001220703125,152177,2022-10-03
2022-10-10,416.1355285644531,418.25,430.6499938964844,397.29998779296875,408.5,166246,2022-10-10
2022-10-17,348.4295654296875,350.20001220703125,423.95001220703125,350.20001220703125,415.0,182618,2022-10-17
2022-10-24,383.1033630371094,385.04998779296875,385.04998779296875,316.1000061035156,340.0,145465,2022-10-24
2022-10-31,335.5947570800781,337.29998779296875,392.95001220703125,337.29998779296875,392.95001220703125,222174,2022-10-31
2022-11-07,295.00103759765625,296.5,345.79998779296875,295.3500061035156,337.0,109992,2022-11-07
2022-11-14,293.6081237792969,295.1000061035156,311.29998779296875,282.70001220703125,291.5,200482,2022-11-14
2022-11-21,299.8265075683594,301.3500061035156,325.79998779296875,290.70001220703125,298.3500061035156,125811,2022-11-21
2022-11-28,308.0348205566406,309.6000061035156,316.3500061035156,295.0,304.95001220703125,95991,2022-11-28
2022-12-05,302.2143859863281,303.75,318.0,292.6000061035156,314.29998779296875,76155,2022-12-05
2022-12-12,298.8315734863281,300.3500061035156,318.8999938964844,300.0,306.0,79478,2022-12-12
2022-12-19,256.3971862792969,257.70001220703125,311.6499938964844,257.70001220703125,301.29998779296875,87204,2022-12-19
2022-12-26,280.82305908203125,282.25,288.0,245.35000610351562,252.0,98582,2022-12-26
2023-01-02,276.4453430175781,277.8500061035156,295.0,274.1000061035156,282.29998779296875,35904,2023-01-02
2023-01-09,273.3112487792969,274.70001220703125,284.95001220703125,273.0,277.3999938964844,27118,2023-01-09
2023-01-16,265.94866943359375,267.29998779296875,282.5,264.95001220703125,272.0,29440,2023-01-16
2023-01-23,252.21841430664062,253.5,275.0,244.0,265.20001220703125,25097,2023-01-23
2023-01-30,247.74118041992188,249.0,262.3500061035156,245.0,245.25,41770,2023-01-30
2023-02-06,289.1308898925781,290.6000061035156,302.0,245.60000610351562,255.0,218477,2023-02-06
2023-02-13,281.1215515136719,282.54998779296875,306.0,278.1000061035156,306.0,103149,2023-02-13
2023-02-20,271.3213806152344,272.70001220703125,286.25,270.0,285.3999938964844,63820,2023-02-20
2023-02-27,265.94866943359375,267.29998779296875,281.95001220703125,260.0,276.0,40669,2023-02-27
2023-03-06,262.6156005859375,263.95001220703125,277.45001220703125,259.0,270.0,47306,2023-03-06
2023-03-13,240.42832946777344,241.64999389648438,266.3999938964844,234.0,265.95001220703125,63878,2023-03-13
2023-03-20,221.275634765625,222.39999389648438,241.1999969482422,218.10000610351562,241.1999969482422,123570,2023-03-20
2023-03-27,225.10618591308594,226.25,229.4499969482422,213.0500030517578,225.0,104243,2023-03-27
2023-04-03,267.4908142089844,268.8500061035156,288.0,224.85000610351562,226.0,115447,2023-04-03
2023-04-10,294.9512939453125,296.45001220703125,300.0,256.6000061035156,273.3999938964844,177969,2023-04-10
2023-04-17,275.64935302734375,277.04998779296875,301.95001220703125,273.04998779296875,296.45001220703125,97279,2023-04-17
2023-04-24,275.5001220703125,276.8999938964844,284.20001220703125,265.04998779296875,277.70001220703125,50529,2023-04-24
2023-05-01,270.8736267089844,272.25,280.8999938964844,265.1499938964844,276.8999938964844,42240,2023-05-01
2023-05-08,290.47406005859375,291.95001220703125,305.5,271.0,275.0,167217,2023-05-08
2023-05-15,313.1090393066406,314.70001220703125,314.70001220703125,282.95001220703125,290.6000061035156,431490,2023-05-15
2023-05-22,315.0491638183594,316.6499938964844,342.20001220703125,298.0,332.3500061035156,699050,2023-05-22
2023-05-29,335.3460388183594,337.04998779296875,353.0,301.0,321.3999938964844,393685,2023-05-29
2023-06-05,331.66473388671875,333.3500061035156,349.70001220703125,318.5,342.1000061035156,184164,2023-06-05
2023-06-12,324.3518981933594,326.0,341.8500061035156,321.75,336.70001220703125,142579,2023-06-12
2023-06-19,315.7456359863281,317.3500061035156,333.8999938964844,314.04998779296875,330.0,202233,2023-06-19
2023-06-26,307.78607177734375,309.3500061035156,323.75,307.0,319.0,93534,2023-06-26
2023-07-03,320.3223876953125,321.95001220703125,341.70001220703125,312.0,312.0,166490,2023-07-03
2023-07-10,306.9901123046875,308.54998779296875,325.0,304.3999938964844,325.0,128655,2023-07-10
2023-07-17,362.20953369140625,364.04998779296875,398.29998779296875,336.29998779296875,349.95001220703125,1119221,2023-07-17
2023-07-24,321.96405029296875,323.6000061035156,377.95001220703125,310.0,369.6000061035156,435868,2023-07-24
2023-07-31,328.18243408203125,329.8500061035156,339.0,316.0,323.6000061035156,216312,2023-07-31
2023-08-07,323.7549133300781,325.3999938964844,341.6499938964844,323.04998779296875,328.0,132776,2023-08-07
2023-08-14,335.2962951660156,337.0,340.3999938964844,318.29998779296875,320.5,120951,2023-08-14
2023-08-21,342.45989990234375,344.20001220703125,349.0,329.45001220703125,339.1000061035156,172793,2023-08-21
2023-08-28,365.40411376953125,365.8999938964844,402.79998779296875,339.95001220703125,349.3500061035156,692682,2023-08-28
2023-09-04,385.0774230957031,385.6000061035156,395.0,363.0,368.8500061035156,249441,2023-09-04
2023-09-11,380.3837890625,380.8999938964844,409.8500061035156,357.29998779296875,393.29998779296875,343363,2023-09-11
2023-09-18,366.6025085449219,367.1000061035156,383.5,358.95001220703125,383.5,139743,2023-09-18
2023-09-25,367.7010192871094,368.20001220703125,378.45001220703125,363.0,363.0,96723,2023-09-25
2023-10-02,367.60113525390625,368.1000061035156,377.70001220703125,357.54998779296875,368.20001220703125,78699,2023-10-02
2023-10-09,378.1368408203125,378.6499938964844,381.8999938964844,355.0,365.0,122765,2023-10-09
2023-10-16,389.5213928222656,390.04998779296875,399.0,373.54998779296875,382.3999938964844,139036,2023-10-16
2023-10-23,353.4203796386719,353.8999938964844,390.75,337.45001220703125,390.54998779296875,152758,2023-10-23
2023-10-30,364.90478515625,365.3999938964844,374.79998779296875,337.6000061035156,352.1000061035156,119535,2023-10-30
2023-11-06,358.2638244628906,358.75,372.0,356.1000061035156,365.0,48142,2023-11-06
2023-11-13,366.45269775390625,366.95001220703125,377.0,358.3999938964844,362.1000061035156,45742,2023-11-13
2023-11-20,370.0977478027344,370.6000061035156,381.45001220703125,365.5,377.95001220703125,72306,2023-11-20
2023-11-27,367.1517333984375,367.6499938964844,379.3500061035156,364.04998779296875,370.6000061035156,50149,2023-11-27
2023-12-04,377.3878479003906,377.8999938964844,412.0,363.25,368.0,178576,2023-12-04
2023-12-11,356.6659851074219,357.1499938964844,379.0,355.0,371.45001220703125,96763,2023-12-11
2023-12-18,381.8817443847656,382.3999938964844,384.0,353.6000061035156,358.6000061035156,153071,2023-12-18
2023-12-25,368.1004638671875,368.6000061035156,395.0,366.29998779296875,382.3999938964844,109966,2023-12-25
2024-01-01,385.47686767578125,386.0,400.0,370.25,370.25,101574,2024-01-01
2024-01-08,399.9572448730469,400.5,448.0,393.75,394.79998779296875,485477,2024-01-08
2024-01-15,406.6481628417969,407.20001220703125,413.6000061035156,385.8500061035156,400.5,167804,2024-01-15
2024-01-22,401.95452880859375,402.5,407.20001220703125,380.45001220703125,407.20001220703125,37304,2024-01-22
2024-01-29,414.18792724609375,414.75,432.3999938964844,394.20001220703125,404.70001220703125,107594,2024-01-29
2024-02-05,414.48748779296875,415.04998779296875,425.3999938964844,385.6000061035156,413.45001220703125,167863,2024-02-05
2024-02-12,435.45904541015625,436.04998779296875,468.0,398.04998779296875,419.04998779296875,562628,2024-02-12
2024-02-19,585.1559448242188,585.9500122070312,607.0999755859375,413.54998779296875,441.20001220703125,2270011,2024-02-19
2024-02-26,568.178955078125,568.9500122070312,593.5,540.9500122070312,574.8499755859375,643422,2024-02-26
2024-03-04,631.8924560546875,632.75,632.75,521.25,570.0,264735,2024-03-04
2024-03-11,612.4188842773438,613.25,734.7000122070312,544.0499877929688,660.0,1558779,2024-03-11
2024-03-18,659.1055297851562,660.0,700.0,580.5,628.2999877929688,199725,2024-03-18
2024-03-25,651.3161010742188,652.2000122070312,679.0,631.2999877929688,679.0,59708,2024-03-25
2024-04-01,696.5048217773438,697.4500122070312,744.0,642.0,643.0,187693,2024-04-01
2024-04-08,664.9475708007812,665.8499755859375,719.7999877929688,651.0499877929688,708.0,81525,2024-04-08
2024-04-15,622.55517578125,623.4000244140625,665.0999755859375,606.0,616.5,103277,2024-04-15
2024-04-22,613.1679077148438,614.0,649.4500122070312,604.0499877929688,641.9500122070312,69096,2024-04-22
2024-04-29,590.5985107421875,591.4000244140625,621.0,586.0,610.0,43747,2024-04-29
2024-05-06,559.8402099609375,560.5999755859375,612.0,549.0,597.2000122070312,49859,2024-05-06
2024-05-13,602.8818359375,603.7000122070312,619.9500122070312,528.4000244140625,579.7999877929688,53770,2024-05-13
2024-05-20,587.0532836914062,587.8499755859375,659.9000244140625,585.0,605.0499877929688,97822,2024-05-20
2024-05-27,538.569091796875,539.2999877929688,606.9000244140625,514.0,593.75,82128,2024-05-27
2024-06-03,574.1708374023438,574.9500122070312,593.9500122070312,500.45001220703125,551.0,50971,2024-06-03
2024-06-10,649.9180297851562,650.7999877929688,708.0499877929688,565.0,568.0,277153,2024-06-10
2024-06-17,634.0396118164062,634.9000244140625,671.0,613.0499877929688,650.7999877929688,67930,2024-06-17
2024-06-24,605.7279663085938,606.5499877929688,648.5999755859375,580.0,648.5999755859375,78461,2024-06-24
2024-07-01,608.3743896484375,609.2000122070312,644.4500122070312,593.1500244140625,607.2000122070312,59116,2024-07-01
2024-07-08,653.5631103515625,654.4500122070312,669.9500122070312,601.8499755859375,615.4500122070312,139847,2024-07-08
2024-07-15,701.9973754882812,702.9500122070312,719.7999877929688,637.9500122070312,672.8499755859375,180559,2024-07-15
2024-07-22,875.8613891601562,877.0499877929688,898.9500122070312,698.3499755859375,732.9000244140625,483576,2024-07-22
2024-07-29,904.32275390625,905.5499877929688,940.0,856.6500244140625,877.0499877929688,123180,2024-07-29
2024-08-05,886.7466430664062,887.9500122070312,968.7000122070312,860.2999877929688,874.0,140762,2024-08-05
2024-08-12,888.4942626953125,889.7000122070312,897.4500122070312,825.75,843.5499877929688,163146,2024-08-12
2024-08-19,903.6237182617188,904.8499755859375,977.5999755859375,895.5499877929688,899.7000122070312,76485,2024-08-19
2024-08-26,900.87744140625,902.0999755859375,934.9000244140625,876.6500244140625,904.8499755859375,51113,2024-08-26
2024-09-02,988.0591430664062,989.4000244140625,991.5,878.25,910.0,135941,2024-09-02
2024-09-09,912.8112182617188,914.0499877929688,1002.9000244140625,894.0999755859375,994.0,109803,2024-09-09
2024-09-16,1003.5999755859375,1003.5999755859375,1003.5999755859375,905.0499877929688,932.0,106620,2024-09-16
2024-09-23,1024.949951171875,1024.949951171875,1106.4000244140625,971.0,1045.0,185414,2024-09-23
2024-09-30,1017.4500122070312,1017.4500122070312,1074.6500244140625,996.0499877929688,1015.0,73913,2024-09-30
2024-10-07,1115.5999755859375,1115.5999755859375,1143.0,970.5,1015.0,103762,2024-10-07
2024-10-14,1118.449951171875,1118.449951171875,1230.0,1099.550048828125,1138.0,139474,2024-10-14
2024-10-21,1085.949951171875,1085.949951171875,1174.949951171875,1026.199951171875,1118.300048828125,77912,2024-10-21
2024-10-28,1132.8499755859375,1132.8499755859375,1150.0,1026.0,1104.550048828125,41655,2024-10-28
2024-11-04,1014.6500244140625,1014.6500244140625,1130.0,1000.0,1130.0,157737,2024-11-04
2024-11-11,981.1500244140625,981.1500244140625,1034.5999755859375,957.0,1007.0,43046,2024-11-11
2024-11-18,926.7999877929688,926.7999877929688,999.0,912.0499877929688,982.1500244140625,38346,2024-11-18
2024-11-25,937.0999755859375,937.0999755859375,944.5999755859375,891.0499877929688,926.7999877929688,59605,2024-11-25
2024-12-02,1121.5,1121.5,1194.0,904.0,937.0999755859375,391612,2024-12-02
2024-12-09,1125.449951171875,1125.449951171875,1174.0,1030.050048828125,1100.0,135642,2024-12-09
2024-12-16,1074.75,1074.75,1135.0,1054.949951171875,1135.0,51812,2024-12-16
2024-12-23,1045.050048828125,1045.050048828125,1099.0,1009.5499877929688,1074.75,57446,2024-12-23
2024-12-30,1030.0,1030.0,1068.800048828125,1011.2999877929688,1043.949951171875,26398,2024-12-30
2025-01-06,1021.7999877929688,1021.7999877929688,1063.75,985.25,1033.050048828125,37043,2025-01-06
2025-01-13,971.6500244140625,971.6500244140625,1025.949951171875,953.8499755859375,981.0,35061,2025-01-13
2025-01-20,948.6500244140625,948.6500244140625,1020.75,945.0,952.1500244140625,21872,2025-01-20
2025-01-27,945.5,945.5,1052.699951171875,869.9500122070312,940.0,102043,2025-01-27
2025-02-03,955.7000122070312,955.7000122070312,999.0,892.6500244140625,935.3499755859375,26031,2025-02-03
2025-02-10,897.7999877929688,897.7999877929688,961.4000244140625,868.0999755859375,950.0499877929688,27739,2025-02-10
2025-02-17,854.7000122070312,854.7000122070312,914.9500122070312,816.0499877929688,909.0,33320,2025-02-17
2025-02-24,785.5999755859375,785.5999755859375,856.75,763.5999755859375,831.5999755859375,23241,2025-02-24
2025-03-03,784.4000244140625,784.4000244140625,809.1500244140625,738.75,785.6500244140625,23895,2025-03-03
2025-03-10,739.5,739.5,815.7999877929688,724.5999755859375,794.4000244140625,33911,2025-03-10
2025-03-17,762.2000122070312,762.2000122070312,791.9500122070312,732.0499877929688,732.0499877929688,23439,2025-03-17
2025-03-24,701.9500122070312,701.9500122070312,782.2000122070312,700.0,773.5,83547,2025-03-24
2025-03-31,708.4000244140625,708.4000244140625,761.9500122070312,700.0,701.9500122070312,25295,2025-03-31
2025-04-07,835.5,835.5,850.1500244140625,650.0499877929688,668.4000244140625,146766,2025-04-07
2025-04-14,863.8499755859375,863.8499755859375,875.0,808.5,835.5,32691,2025-04-14
2025-04-21,785.75,785.75,887.0,780.0499877929688,863.8499755859375,46781,2025-04-21
2025-04-28,800.1500244140625,800.1500244140625,823.9000244140625,781.0999755859375,781.0999755859375,15902,2025-04-28
2025-05-05,796.1500244140625,796.1500244140625,811.7000122070312,741.0499877929688,781.6500244140625,23557,2025-05-05
2025-05-12,856.9500122070312,856.9500122070312,905.5499877929688,801.0,844.4000244140625,41937,2025-05-12
2025-05-19,819.9000244140625,819.9000244140625,880.0,780.9000244140625,854.9000244140625,34102,2025-05-19
2025-05-26,789.4500122070312,789.4500122070312,841.75,786.0,836.2999877929688,32998,2025-05-26
2025-06-02,758.9500122070312,758.9500122070312,798.9500122070312,750.0,798.9500122070312,31682,2025-06-02
2025-06-09,760.1500244140625,760.1500244140625,819.0,753.0,769.4500122070312,44163,2025-06-09
2025-06-16,731.5499877929688,731.5499877929688,765.0,721.0499877929688,756.5999755859375,24443,2025-06-16
2025-06-23,767.1500244140625,767.1500244140625,776.0,691.5499877929688,711.6500244140625,26825,2025-06-23
2025-06-30,808.2999877929688,808.2999877929688,849.5999755859375,750.0999755859375,750.0999755859375,55510,2025-06-30
2025-07-07,775.9000244140625,775.9000244140625,814.4000244140625,767.4500122070312,812.25,20066,2025-07-07
2025-07-14,743.7000122070312,743.7000122070312,779.2999877929688,739.0,777.6500244140625,14465,2025-07-14
