Date,Adj Close_SFL.NS,Close_SFL.NS,High_SFL.NS,Low_SFL.NS,Open_SFL.NS,Volume_SFL.NS,Date
2020-07-13,731.4249877929688,731.4249877929688,735.9749755859375,711.0250244140625,719.0250244140625,22936,2020-07-13
2020-07-20,738.0750122070312,738.0750122070312,773.9749755859375,719.4749755859375,727.5,313344,2020-07-20
2020-07-27,700.125,700.125,748.5,668.0499877929688,748.5,1120470,2020-07-27
2020-08-03,709.8499755859375,709.8499755859375,729.2999877929688,681.0,695.0,74510,2020-08-03
2020-08-10,680.6500244140625,680.6500244140625,737.0,663.5,710.5,702930,2020-08-10
2020-08-17,682.2750244140625,682.2750244140625,719.4000244140625,679.9749755859375,694.9749755859375,194230,2020-08-17
2020-08-24,689.375,689.375,702.375,658.0,682.0,246212,2020-08-24
2020-08-31,714.1500244140625,714.1500244140625,722.0,673.5250244140625,697.0,157186,2020-08-31
2020-09-07,702.5750122070312,702.5750122070312,733.9749755859375,691.25,733.9749755859375,157902,2020-09-07
2020-09-14,762.875,762.875,814.0,720.0,720.0,545000,2020-09-14
2020-09-21,679.1749877929688,679.1749877929688,769.0,655.5999755859375,769.0,1206962,2020-09-21
2020-09-28,668.1500244140625,668.1500244140625,692.9749755859375,659.5,682.5,355572,2020-09-28
2020-10-05,661.0,661.0,681.8250122070312,651.1500244140625,679.25,70078,2020-10-05
2020-10-12,643.6749877929688,643.6749877929688,667.5,639.0,661.0,70574,2020-10-12
2020-10-19,638.625,638.625,680.25,611.0750122070312,646.875,314758,2020-10-19
2020-10-26,654.125,654.125,662.4749755859375,629.9749755859375,643.4500122070312,123294,2020-10-26
2020-11-02,654.8250122070312,654.8250122070312,699.4749755859375,622.4749755859375,685.0,245914,2020-11-02
2020-11-09,678.2750244140625,678.2750244140625,680.0,636.1749877929688,674.875,98256,2020-11-09
2020-11-16,674.1749877929688,674.1749877929688,689.1500244140625,663.9749755859375,673.5750122070312,91820,2020-11-16
2020-11-23,765.9249877929688,765.9249877929688,792.0,661.1749877929688,681.4000244140625,632838,2020-11-23
2020-11-30,826.0499877929688,826.0499877929688,837.5,763.0750122070312,765.9249877929688,295750,2020-11-30
2020-12-07,850.3499755859375,850.3499755859375,891.2000122070312,819.0,837.0,275752,2020-12-07
2020-12-14,810.1749877929688,810.1749877929688,854.5,802.0,842.0250244140625,128002,2020-12-14
2020-12-21,839.9749755859375,839.9749755859375,850.0,784.125,810.9749755859375,82130,2020-12-21
2020-12-28,898.3250122070312,898.3250122070312,912.5,837.9000244140625,847.0,229824,2020-12-28
2021-01-04,983.9500122070312,983.9500122070312,1051.699951171875,892.6749877929688,900.0,821356,2021-01-04
2021-01-11,990.75,990.75,1024.925048828125,963.7000122070312,1007.5,249004,2021-01-11
2021-01-18,1027.9749755859375,1027.9749755859375,1087.0,952.5750122070312,995.7249755859375,250338,2021-01-18
2021-01-25,976.9000244140625,976.9000244140625,1036.25,967.5,1030.125,187108,2021-01-25
2021-02-01,1038.3499755859375,1038.3499755859375,1191.0,967.5,981.7999877929688,322462,2021-02-01
2021-02-08,1006.8499755859375,1006.8499755859375,1042.5250244140625,1000.0,1027.5250244140625,142750,2021-02-08
2021-02-15,1033.175048828125,1033.175048828125,1054.875,1001.6749877929688,1011.9000244140625,129244,2021-02-15
2021-02-22,1014.0999755859375,1014.0999755859375,1049.0,986.8499755859375,1012.3499755859375,179280,2021-02-22
2021-03-01,1014.9000244140625,1014.9000244140625,1035.0,996.625,1025.0,167866,2021-03-01
2021-03-08,1046.4000244140625,1046.4000244140625,1108.0,1007.0750122070312,1020.25,180716,2021-03-08
2021-03-15,989.75,989.75,1067.3499755859375,965.1500244140625,1052.4749755859375,112602,2021-03-15
2021-03-22,994.0,994.0,1027.5,965.0,991.7249755859375,91090,2021-03-22
2021-03-29,994.0750122070312,994.0750122070312,1012.5,965.0,994.0,68052,2021-03-29
2021-04-05,1054.125,1054.125,1098.5,975.8499755859375,991.6500244140625,210428,2021-04-05
2021-04-12,995.7000122070312,995.7000122070312,1054.0,966.375,1054.0,109618,2021-04-12
2021-04-19,1030.699951171875,1030.699951171875,1085.5,970.0,990.0,128660,2021-04-19
2021-04-26,1018.3499755859375,1018.3499755859375,1064.0,996.0,1027.5,79916,2021-04-26
2021-05-03,1010.0999755859375,1010.0999755859375,1034.074951171875,1000.5,1002.5,174046,2021-05-03
2021-05-10,1002.2249755859375,1002.2249755859375,1032.5,987.9749755859375,1002.5,94074,2021-05-10
2021-05-17,1012.0499877929688,1012.0499877929688,1024.5,1001.0,1007.25,87824,2021-05-17
2021-05-24,1050.9000244140625,1050.9000244140625,1087.5,995.1500244140625,1010.0,508074,2021-05-24
2021-05-31,1075.9000244140625,1075.9000244140625,1142.425048828125,984.2750244140625,1049.0,1565214,2021-05-31
2021-06-07,1113.699951171875,1113.699951171875,1137.5,1070.5250244140625,1084.5250244140625,559556,2021-06-07
2021-06-14,1104.300048828125,1104.300048828125,1125.0,1075.1500244140625,1122.5999755859375,160082,2021-06-14
2021-06-21,1122.324951171875,1122.324951171875,1219.5,1075.300048828125,1075.300048828125,794472,2021-06-21
2021-06-28,1138.375,1138.375,1174.8499755859375,1106.0250244140625,1130.0,146258,2021-06-28
2021-07-05,1169.699951171875,1169.699951171875,1217.0,1108.7249755859375,1133.5,192832,2021-07-05
2021-07-12,1183.2750244140625,1183.2750244140625,1249.050048828125,1145.0250244140625,1180.0,207382,2021-07-12
2021-07-19,1185.699951171875,1185.699951171875,1214.75,1172.5,1183.2750244140625,118338,2021-07-19
2021-07-26,1193.0,1193.0,1212.2750244140625,1165.300048828125,1190.0,202118,2021-07-26
2021-08-02,1196.550048828125,1196.550048828125,1224.5,1166.0,1199.300048828125,92582,2021-08-02
2021-08-09,1163.675048828125,1163.675048828125,1204.324951171875,1126.7249755859375,1202.550048828125,78598,2021-08-09
2021-08-16,1148.3499755859375,1148.3499755859375,1182.2750244140625,1111.9749755859375,1149.5,107644,2021-08-16
2021-08-23,1170.375,1170.375,1184.0,1092.800048828125,1154.0999755859375,88428,2021-08-23
2021-08-30,1153.4000244140625,1153.4000244140625,1218.0250244140625,1144.5999755859375,1170.5,146166,2021-08-30
2021-09-06,1145.699951171875,1145.699951171875,1171.7750244140625,1140.0,1159.175048828125,163224,2021-09-06
2021-09-13,1127.75,1127.75,1160.050048828125,1113.0250244140625,1139.0,222536,2021-09-13
2021-09-20,1221.5999755859375,1221.5999755859375,1259.5,1123.125,1133.4000244140625,305256,2021-09-20
2021-09-27,1193.2249755859375,1193.2249755859375,1245.0,1152.550048828125,1227.7249755859375,225870,2021-09-27
2021-10-04,1207.675048828125,1207.675048828125,1248.5,1167.125,1225.5,857948,2021-10-04
2021-10-11,1230.175048828125,1230.175048828125,1259.9000244140625,1185.75,1213.7249755859375,532136,2021-10-11
2021-10-18,1219.699951171875,1219.699951171875,1315.0,1190.75,1244.5,638852,2021-10-18
2021-10-25,1235.449951171875,1235.449951171875,1279.1500244140625,1191.300048828125,1250.0,266338,2021-10-25
2021-11-01,1356.5999755859375,1356.5999755859375,1367.5,1220.0,1220.0,238624,2021-11-01
2021-11-08,1558.675048828125,1558.675048828125,1623.8499755859375,1316.324951171875,1374.9749755859375,499778,2021-11-08
2021-11-15,1593.9000244140625,1593.9000244140625,1611.425048828125,1494.0999755859375,1520.0,368824,2021-11-15
2021-11-22,1572.4000244140625,1572.4000244140625,1687.2249755859375,1534.1500244140625,1625.0,553392,2021-11-22
2021-11-29,1670.2750244140625,1670.2750244140625,1743.5,1479.949951171875,1580.050048828125,975546,2021-11-29
