Date,Adj Close_TORNTPOWER.NS,Close_TORNTPOWER.NS,High_TORNTPOWER.NS,Low_TORNTPOWER.NS,Open_TORNTPOWER.NS,Volume_TORNTPOWER.NS,Date
2020-07-13,289.38653564453125,318.8999938964844,329.5,312.8999938964844,325.04998779296875,3128879,2020-07-13
2020-07-20,288.66058349609375,318.1000061035156,324.8999938964844,315.8999938964844,319.0,5608325,2020-07-20
2020-07-27,295.33038330078125,325.45001220703125,328.5,315.04998779296875,318.8500061035156,3994338,2020-07-27
2020-08-03,305.9021301269531,337.1000061035156,357.75,325.3999938964844,329.0,17564241,2020-08-03
2020-08-10,311.1199951171875,342.8500061035156,348.29998779296875,331.75,340.0,8598429,2020-08-10
2020-08-17,322.28167724609375,355.1499938964844,368.8999938964844,342.0,343.8500061035156,12965603,2020-08-17
2020-08-24,312.70806884765625,344.6000061035156,359.95001220703125,342.25,358.5,5403711,2020-08-24
2020-08-31,302.363037109375,333.20001220703125,347.8999938964844,329.70001220703125,345.0,5582028,2020-08-31
2020-09-07,294.7404479980469,324.79998779296875,334.45001220703125,317.0,332.6499938964844,2889052,2020-09-07
2020-09-14,295.6479187011719,325.79998779296875,338.0,323.1000061035156,325.3500061035156,4536681,2020-09-14
2020-09-21,282.44451904296875,311.25,333.75,305.1000061035156,327.0,6137864,2020-09-21
2020-09-28,280.8564453125,309.5,324.29998779296875,308.04998779296875,312.25,3749346,2020-09-28
2020-10-05,275.23028564453125,303.29998779296875,313.3999938964844,302.3500061035156,311.0,3370287,2020-10-05
2020-10-12,274.64044189453125,302.6499938964844,304.75,293.20001220703125,304.0,2868195,2020-10-12
2020-10-19,292.0634765625,321.8500061035156,327.1000061035156,300.29998779296875,304.0,5641922,2020-10-19
2020-10-26,283.3066101074219,312.20001220703125,324.0,302.45001220703125,321.0,6528978,2020-10-26
2020-11-02,292.4264831542969,322.25,325.0,303.8999938964844,312.3999938964844,6934539,2020-11-02
2020-11-09,276.5460205078125,304.75,323.8999938964844,302.6499938964844,323.1000061035156,6063990,2020-11-09
2020-11-16,278.86004638671875,307.29998779296875,309.8999938964844,302.0,303.1000061035156,5563136,2020-11-16
2020-11-23,286.7549133300781,316.0,317.0,305.04998779296875,308.95001220703125,8100185,2020-11-23
2020-11-30,293.1070556640625,323.0,331.3999938964844,313.0,316.0,8864311,2020-11-30
2020-12-07,293.65155029296875,323.6000061035156,335.29998779296875,320.70001220703125,325.0,6777762,2020-12-07
2020-12-14,299.3685302734375,329.8999938964844,337.3500061035156,323.04998779296875,325.20001220703125,9037796,2020-12-14
2020-12-21,289.2503967285156,318.75,332.5,293.0,331.29998779296875,5454635,2020-12-21
2020-12-28,291.15606689453125,320.8500061035156,323.29998779296875,313.20001220703125,321.0,3041195,2020-12-28
2021-01-04,304.85858154296875,335.95001220703125,348.75,316.79998779296875,322.0,9976477,2021-01-04
2021-01-11,301.31951904296875,332.04998779296875,343.79998779296875,326.6499938964844,339.3999938964844,8362426,2021-01-11
2021-01-18,289.65875244140625,319.20001220703125,343.70001220703125,316.6000061035156,334.0,8404251,2021-01-18
2021-01-25,280.22125244140625,308.79998779296875,322.25,296.5,321.0,5774057,2021-01-25
2021-02-01,289.0235290527344,318.5,327.0,304.1499938964844,314.70001220703125,8931664,2021-02-01
2021-02-08,298.86944580078125,329.3500061035156,337.0,315.1000061035156,319.8500061035156,9344424,2021-02-08
2021-02-15,331.5830383300781,365.3999938964844,378.0,327.54998779296875,331.0,19083726,2021-02-15
2021-02-22,352.2775573730469,381.79998779296875,395.75,362.04998779296875,371.0,22292423,2021-02-22
2021-03-01,372.3457336425781,403.54998779296875,429.70001220703125,379.6499938964844,385.0,14052813,2021-03-01
2021-03-08,380.373046875,412.25,426.3999938964844,406.75,407.0,6243768,2021-03-08
2021-03-15,392.8752746582031,425.79998779296875,434.45001220703125,403.79998779296875,411.0,10233586,2021-03-15
2021-03-22,383.0026550292969,415.1000061035156,430.79998779296875,407.04998779296875,425.79998779296875,5956039,2021-03-22
2021-03-29,394.4899597167969,427.54998779296875,429.3999938964844,413.79998779296875,415.1000061035156,2437033,2021-03-29
2021-04-05,389.7381286621094,422.3999938964844,428.54998779296875,412.95001220703125,425.0,4144721,2021-04-05
2021-04-12,377.0975036621094,408.70001220703125,418.0,388.45001220703125,418.0,4645752,2021-04-12
2021-04-19,363.5341491699219,394.0,404.95001220703125,375.5,404.95001220703125,4917784,2021-04-19
2021-04-26,365.6563415527344,396.29998779296875,403.0,384.3999938964844,397.0,3288454,2021-04-26
2021-05-03,383.87921142578125,416.04998779296875,419.8500061035156,388.25,397.0,4625882,2021-05-03
2021-05-10,395.1819152832031,428.29998779296875,457.0,417.6499938964844,418.20001220703125,8212875,2021-05-10
2021-05-17,415.7575988769531,450.6000061035156,465.8999938964844,422.54998779296875,430.6000061035156,20194239,2021-05-17
2021-05-24,396.0585021972656,429.25,450.6000061035156,421.0,450.6000061035156,5910153,2021-05-24
2021-05-31,398.0422668457031,431.3999938964844,441.8999938964844,424.6000061035156,429.0,3355495,2021-05-31
2021-06-07,428.72125244140625,464.6499938964844,508.70001220703125,432.0,433.75,32220469,2021-06-07
2021-06-14,420.14031982421875,455.3500061035156,472.25,439.45001220703125,464.6499938964844,8765003,2021-06-14
2021-06-21,417.04937744140625,452.0,471.3999938964844,443.0,449.75,6062338,2021-06-21
2021-06-28,433.9379577636719,464.6499938964844,465.75,445.1000061035156,453.5,4169934,2021-06-28
2021-07-05,443.79058837890625,475.20001220703125,475.95001220703125,461.20001220703125,469.6499938964844,4645013,2021-07-05
2021-07-12,448.7403259277344,480.5,483.8500061035156,468.0,476.1499938964844,4441228,2021-07-12
2021-07-19,442.15631103515625,473.45001220703125,482.70001220703125,467.1000061035156,476.0,2874113,2021-07-19
2021-07-26,425.1125793457031,455.20001220703125,471.95001220703125,446.0,468.95001220703125,3103574,2021-07-26
2021-08-02,443.6505432128906,475.04998779296875,480.0,453.25,460.8500061035156,5471257,2021-08-02
2021-08-09,433.56439208984375,464.25,474.29998779296875,445.1000061035156,470.0,6074352,2021-08-09
2021-08-16,423.1513366699219,453.1000061035156,466.3999938964844,443.8500061035156,463.95001220703125,2871459,2021-08-16
2021-08-23,455.8846435546875,488.1499938964844,496.75,437.25,452.1000061035156,9112428,2021-08-23
2021-08-30,454.1102600097656,486.25,499.79998779296875,478.5,490.0,5385495,2021-08-30
2021-09-06,445.8919372558594,477.45001220703125,487.79998779296875,464.8999938964844,485.04998779296875,3914961,2021-09-06
2021-09-13,450.04779052734375,481.8999938964844,500.0,471.8500061035156,477.0,5392128,2021-09-13
2021-09-20,465.5972595214844,498.54998779296875,505.0,474.6000061035156,481.0,6347924,2021-09-20
2021-09-27,468.2588195800781,501.3999938964844,527.3499755859375,485.25,502.0,11715480,2021-09-27
2021-10-04,470.6870422363281,504.0,522.6500244140625,498.79998779296875,501.5,4102262,2021-10-04
2021-10-11,481.33355712890625,515.4000244140625,544.9000244140625,502.79998779296875,512.0,8038972,2021-10-11
2021-10-18,464.2431640625,497.1000061035156,527.9000244140625,490.04998779296875,516.7000122070312,6208020,2021-10-18
2021-10-25,466.90472412109375,499.95001220703125,536.0,482.25,497.1000061035156,11059731,2021-10-25
2021-11-01,481.47357177734375,515.5499877929688,525.5,494.5,505.0,3364943,2021-11-01
2021-11-08,503.65374755859375,539.2999877929688,547.0,515.6500244140625,515.7999877929688,4519975,2021-11-08
2021-11-15,491.7465515136719,526.5499877929688,550.9500122070312,520.8499755859375,540.0,3568177,2021-11-15
2021-11-22,502.5330505371094,538.0999755859375,560.75,501.79998779296875,525.0,7448105,2021-11-22
2021-11-29,527.935302734375,565.2999877929688,571.0,521.6500244140625,533.5,5070335,2021-11-29
2021-12-06,541.3834838867188,579.7000122070312,591.7000122070312,551.5499877929688,566.7999877929688,5710157,2021-12-06
2021-12-13,508.46337890625,544.4500122070312,606.5499877929688,539.0999755859375,580.2000122070312,7211449,2021-12-13
2021-12-20,498.1437683105469,533.4000244140625,548.2000122070312,526.0,539.9000244140625,2772256,2021-12-20
2021-12-27,516.9618530273438,553.5499877929688,555.0,527.2999877929688,530.1500244140625,2963621,2021-12-27
2022-01-03,536.8073120117188,574.7999877929688,579.0,552.0,554.0999755859375,3288776,2022-01-03
2022-01-10,540.5895385742188,578.8499755859375,589.7999877929688,567.9500122070312,577.9500122070312,2940310,2022-01-10
2022-01-17,514.16015625,550.5499877929688,583.8499755859375,548.0,580.1500244140625,3169999,2022-01-17
2022-01-24,506.17535400390625,542.0,554.2999877929688,521.5499877929688,549.0,2500640,2022-01-24
2022-01-31,541.9905395507812,580.3499755859375,589.9000244140625,532.2000122070312,548.4500122070312,10186462,2022-01-31
2022-02-07,462.6554870605469,495.3999938964844,578.0,491.20001220703125,577.0,10415473,2022-02-07
2022-02-14,455.81329345703125,479.5,494.04998779296875,471.45001220703125,481.29998779296875,5673151,2022-02-14
2022-02-21,441.88702392578125,464.8500061035156,484.95001220703125,433.0,478.79998779296875,2700058,2022-02-21
2022-02-28,445.5943603515625,468.75,486.6499938964844,457.04998779296875,458.0,1394726,2022-02-28
2022-03-07,457.09661865234375,480.8500061035156,490.3999938964844,448.45001220703125,460.0,2705784,2022-03-07
2022-03-14,459.3305358886719,483.20001220703125,494.04998779296875,474.6000061035156,480.8500061035156,1710019,2022-03-14
2022-03-21,461.9447021484375,485.95001220703125,499.20001220703125,478.54998779296875,485.6000061035156,1901622,2022-03-21
2022-03-28,477.6771240234375,502.5,504.54998779296875,479.8500061035156,489.8999938964844,1488494,2022-03-28
2022-04-04,515.7488403320312,542.5499877929688,553.0,502.54998779296875,504.0,6244804,2022-04-04
2022-04-11,520.97705078125,548.0499877929688,570.8499755859375,541.2000122070312,541.9500122070312,3970736,2022-04-11
2022-04-18,514.8455810546875,541.5999755859375,577.8499755859375,532.0,549.4000244140625,3312982,2022-04-18
2022-04-25,506.8130798339844,533.1500244140625,554.4000244140625,530.0,541.7999877929688,2532499,2022-04-25
2022-05-02,469.0741882324219,493.45001220703125,545.5999755859375,486.8500061035156,529.1500244140625,2688656,2022-05-02
2022-05-09,410.3270263671875,431.6499938964844,496.79998779296875,428.0,488.0,6242226,2022-05-09
2022-05-16,408.4258117675781,429.6499938964844,446.1000061035156,415.25,431.25,2152780,2022-05-16
2022-05-23,411.7054138183594,433.1000061035156,443.8500061035156,419.6000061035156,430.95001220703125,2998109,2022-05-23
