Date,Adj Close_DSSL.NS,Close_DSSL.NS,High_DSSL.NS,Low_DSSL.NS,Open_DSSL.NS,Volume_DSSL.NS,Date
2023-10-02,764.05517578125,764.2999877929688,764.9000244140625,681.3499755859375,695.4000244140625,273088,2023-10-02
2023-10-09,722.2685546875,722.5,760.9000244140625,710.0,744.0,295848,2023-10-09
2023-10-16,665.8865966796875,666.0999755859375,736.9000244140625,655.2999877929688,720.0999755859375,201432,2023-10-16
2023-10-23,726.8670654296875,727.0999755859375,782.0,628.0499877929688,667.0,400964,2023-10-23
2023-10-30,664.2871704101562,664.5,849.0,641.0,748.0,1254509,2023-10-30
2023-11-06,666.2864990234375,666.5,684.0,656.0,682.0,97252,2023-11-06
2023-11-13,661.8379516601562,662.0499877929688,679.0,660.0,679.0,65070,2023-11-13
2023-11-20,663.4374389648438,663.6500244140625,670.5499877929688,638.0499877929688,667.7999877929688,76321,2023-11-20
2023-11-27,661.9879150390625,662.2000122070312,682.0,592.9500122070312,663.6500244140625,242833,2023-11-27
2023-12-04,631.4976806640625,631.7000122070312,691.9500122070312,629.0,674.0,108856,2023-12-04
2023-12-11,644.6934814453125,644.9000244140625,650.0,615.0499877929688,631.7000122070312,83263,2023-12-11
2023-12-18,629.9481811523438,630.1500244140625,658.0,617.2000122070312,645.4500122070312,78390,2023-12-18
2023-12-25,619.6514282226562,619.8499755859375,641.9500122070312,605.4500122070312,630.1500244140625,45377,2023-12-25
2024-01-01,647.4425659179688,647.6500244140625,678.0,617.0999755859375,623.0,168946,2024-01-01
2024-01-08,694.2275390625,694.4500122070312,713.8499755859375,635.0499877929688,647.6500244140625,297051,2024-01-08
2024-01-15,671.5348510742188,671.75,708.0,636.5499877929688,708.0,167537,2024-01-15
2024-01-22,660.938232421875,661.1500244140625,686.0,623.9000244140625,671.75,73095,2024-01-22
2024-01-29,651.141357421875,651.3499755859375,676.7999877929688,641.5499877929688,672.8499755859375,83990,2024-01-29
2024-02-05,719.3695068359375,719.5999755859375,761.5,658.8499755859375,670.0,469654,2024-02-05
2024-02-12,752.1090087890625,752.3499755859375,815.0,695.0999755859375,725.9500122070312,720807,2024-02-12
2024-02-19,895.6630249023438,895.9500122070312,955.0,723.0499877929688,756.0,1680598,2024-02-19
2024-02-26,892.8639526367188,893.1500244140625,930.9500122070312,850.0,889.75,294827,2024-02-26
2024-03-04,857.225341796875,857.5,925.0,793.1500244140625,914.9000244140625,144636,2024-03-04
2024-03-11,787.8475341796875,788.0999755859375,875.0,695.0,875.0,256128,2024-03-11
2024-03-18,800.193603515625,800.4500122070312,838.2999877929688,780.0,819.9000244140625,100133,2024-03-18
2024-03-25,1027.4708251953125,1027.800048828125,1087.0,778.0999755859375,800.4500122070312,2865184,2024-03-25
2024-04-01,1026.571044921875,1026.9000244140625,1078.0,993.5,1032.0,663423,2024-04-01
2024-04-08,980.5357666015625,980.8499755859375,1065.0,970.0,1029.949951171875,198091,2024-04-08
2024-04-15,1440.4884033203125,1440.949951171875,1468.800048828125,923.8499755859375,935.0,2932560,2024-04-15
2024-04-22,1342.6697998046875,1343.0999755859375,1467.0,1306.6500244140625,1440.949951171875,559053,2024-04-22
2024-04-29,1252.5986328125,1253.0,1369.949951171875,1235.0999755859375,1359.0,159003,2024-04-29
2024-05-06,1200.46533203125,1200.8499755859375,1338.0,1115.050048828125,1253.0,283619,2024-05-06
2024-05-13,1236.3038330078125,1236.699951171875,1310.0,1129.300048828125,1185.699951171875,178062,2024-05-13
2024-05-20,1238.103271484375,1238.5,1433.949951171875,1206.0,1234.75,317071,2024-05-20
2024-05-27,1193.9674072265625,1194.3499755859375,1280.949951171875,1142.199951171875,1244.949951171875,142261,2024-05-27
2024-06-03,1184.870361328125,1185.25,1267.949951171875,1051.050048828125,1230.0,219272,2024-06-03
2024-06-10,1186.4698486328125,1186.8499755859375,1244.9000244140625,1174.0999755859375,1211.949951171875,128751,2024-06-10
2024-06-17,1111.8936767578125,1112.25,1195.0,1092.75,1185.0,138438,2024-06-17
2024-06-24,1133.4368896484375,1133.800048828125,1223.449951171875,1105.0,1110.0,235740,2024-06-24
2024-07-01,1208.61279296875,1209.0,1285.949951171875,1123.5,1144.9000244140625,263605,2024-07-01
2024-07-08,1327.7745361328125,1328.199951171875,1397.949951171875,1173.1500244140625,1220.050048828125,388157,2024-07-08
2024-07-15,1273.9417724609375,1274.3499755859375,1358.0,1265.0,1358.0,82607,2024-07-15
2024-07-22,1342.4197998046875,1342.8499755859375,1407.449951171875,1181.0,1259.0,190258,2024-07-22
2024-07-29,1325.1754150390625,1325.5999755859375,1410.0,1300.0,1369.0,283491,2024-07-29
2024-08-05,1279.4400634765625,1279.8499755859375,1295.949951171875,1191.949951171875,1265.0,241091,2024-08-05
2024-08-12,1406.3494873046875,1406.800048828125,1506.800048828125,1260.0,1297.0,909959,2024-08-12
2024-08-19,1539.5567626953125,1540.050048828125,1658.0,1420.550048828125,1423.800048828125,852174,2024-08-19
2024-08-26,1526.5999755859375,1526.5999755859375,1736.9000244140625,1500.9000244140625,1574.75,400037,2024-08-26
2024-09-02,1522.050048828125,1522.050048828125,1591.0,1473.050048828125,1553.6500244140625,376397,2024-09-02
2024-09-09,1483.550048828125,1483.550048828125,1549.0,1431.0,1549.0,172158,2024-09-09
2024-09-16,1446.5999755859375,1446.5999755859375,1498.4000244140625,1405.5,1496.3499755859375,163860,2024-09-16
2024-09-23,1419.25,1419.25,1476.5,1377.300048828125,1447.300048828125,168932,2024-09-23
2024-09-30,1341.550048828125,1341.550048828125,1423.6500244140625,1327.9000244140625,1405.0,100396,2024-09-30
2024-10-07,1405.300048828125,1405.300048828125,1447.449951171875,1246.3499755859375,1321.449951171875,119617,2024-10-07
2024-10-14,1315.300048828125,1315.300048828125,1432.0,1287.5,1412.699951171875,109336,2024-10-14
2024-10-21,1183.0999755859375,1183.0999755859375,1332.949951171875,1155.1500244140625,1324.949951171875,155749,2024-10-21
2024-10-28,1298.800048828125,1298.800048828125,1345.9000244140625,1170.0,1206.050048828125,225773,2024-10-28
2024-11-04,1310.0999755859375,1310.0999755859375,1383.0,1235.5,1297.0,140927,2024-11-04
2024-11-11,1292.0,1292.0,1428.0,1269.1500244140625,1380.949951171875,270778,2024-11-11
2024-11-18,1264.1500244140625,1264.1500244140625,1338.0,1247.550048828125,1290.0,100006,2024-11-18
2024-11-25,1336.1500244140625,1336.1500244140625,1388.0,1273.0,1273.0,146542,2024-11-25
2024-12-02,1503.9000244140625,1503.9000244140625,1540.949951171875,1350.0,1396.0,758365,2024-12-02
2024-12-09,1449.8499755859375,1449.8499755859375,1525.0,1411.0,1514.0,160501,2024-12-09
2024-12-16,1395.800048828125,1395.800048828125,1534.0,1390.0,1460.0,204982,2024-12-16
2024-12-23,1356.3499755859375,1356.3499755859375,1430.0,1329.75,1416.75,90364,2024-12-23
2024-12-30,1552.5999755859375,1552.5999755859375,1618.199951171875,1316.1500244140625,1370.0,795399,2024-12-30
2025-01-06,1407.1500244140625,1407.1500244140625,1610.0,1401.0,1573.9000244140625,334123,2025-01-06
2025-01-13,1325.4000244140625,1325.4000244140625,1409.949951171875,1301.949951171875,1386.0999755859375,179783,2025-01-13
2025-01-20,1197.9000244140625,1197.9000244140625,1339.1500244140625,1190.0,1334.949951171875,167889,2025-01-20
2025-01-27,1262.6500244140625,1262.6500244140625,1321.949951171875,1064.0,1197.9000244140625,405112,2025-01-27
2025-02-03,1219.550048828125,1219.550048828125,1274.949951171875,1203.0,1262.6500244140625,156099,2025-02-03
2025-02-10,1081.3499755859375,1081.3499755859375,1256.6500244140625,1065.050048828125,1221.949951171875,176519,2025-02-10
2025-02-17,1088.550048828125,1088.550048828125,1151.949951171875,1018.4000244140625,1081.3499755859375,133920,2025-02-17
2025-02-24,1051.1500244140625,1051.1500244140625,1090.0,976.0,1090.0,122315,2025-02-24
2025-03-03,1089.5999755859375,1089.5999755859375,1111.5999755859375,956.5499877929688,1049.6500244140625,186589,2025-03-03
2025-03-10,1002.5,1002.5,1109.0,987.75,1090.0,134234,2025-03-10
2025-03-17,1042.550048828125,1042.550048828125,1083.8499755859375,966.0,997.5,128554,2025-03-17
2025-03-24,1031.3499755859375,1031.3499755859375,1124.9000244140625,1011.7000122070312,1048.3499755859375,216523,2025-03-24
2025-03-31,1022.2999877929688,1022.2999877929688,1079.3499755859375,1000.0,1031.3499755859375,87466,2025-03-31
2025-04-07,1003.6500244140625,1003.6500244140625,1024.949951171875,926.9000244140625,988.0,113666,2025-04-07
2025-04-14,1104.9000244140625,1104.9000244140625,1129.0,1003.6500244140625,1003.6500244140625,72422,2025-04-14
2025-04-21,1099.0,1099.0,1212.0999755859375,1081.199951171875,1104.9000244140625,252609,2025-04-21
2025-04-28,1053.199951171875,1053.199951171875,1143.0,1035.199951171875,1082.5,95957,2025-04-28
2025-05-05,1002.2000122070312,1002.2000122070312,1079.0,980.0,1064.9000244140625,106586,2025-05-05
2025-05-12,1133.699951171875,1133.699951171875,1175.0,1022.0,1050.0,148766,2025-05-12
2025-05-19,1179.5999755859375,1179.5999755859375,1215.0,1120.0,1130.0,186829,2025-05-19
2025-05-26,1090.300048828125,1090.300048828125,1198.699951171875,1072.0,1198.699951171875,186611,2025-05-26
2025-06-02,1095.4000244140625,1095.4000244140625,1119.4000244140625,1063.4000244140625,1095.0,103129,2025-06-02
2025-06-09,1055.9000244140625,1055.9000244140625,1130.0999755859375,1046.0999755859375,1090.0,164127,2025-06-09
2025-06-16,1078.699951171875,1078.699951171875,1159.0999755859375,1025.699951171875,1055.800048828125,342579,2025-06-16
2025-06-23,1085.800048828125,1085.800048828125,1110.0,1058.0,1078.4000244140625,116020,2025-06-23
2025-06-30,1056.199951171875,1056.199951171875,1114.4000244140625,1050.199951171875,1090.5999755859375,119626,2025-06-30
2025-07-07,1058.0,1058.0,1082.5,1044.4000244140625,1055.0,113874,2025-07-07
2025-07-14,1074.199951171875,1074.199951171875,1109.0,1025.199951171875,1068.5999755859375,134908,2025-07-14
