Date,Adj Close_GULFOILLUB.NS,Close_GULFOILLUB.NS,High_GULFOILLUB.NS,Low_GULFOILLUB.NS,Open_GULFOILLUB.NS,Volume_GULFOILLUB.NS,Date
2021-03-22,641.340087890625,720.7000122070312,764.1500244140625,719.8499755859375,723.9000244140625,83397,2021-03-22
2021-03-29,660.47265625,742.2000122070312,745.0,710.0,720.7000122070312,39156,2021-03-29
2021-04-05,643.787353515625,723.4500122070312,746.0999755859375,719.6500244140625,746.0999755859375,48136,2021-04-05
2021-04-12,626.8795166015625,704.4500122070312,727.0999755859375,687.25,725.0,40064,2021-04-12
2021-04-19,610.63916015625,686.2000122070312,717.0,680.0,703.0,46239,2021-04-19
2021-04-26,629.3267211914062,707.2000122070312,748.75,685.0,700.9500122070312,250615,2021-04-26
2021-05-03,617.0018310546875,693.3499755859375,716.0,686.9500122070312,716.0,63523,2021-05-03
2021-05-10,636.0007934570312,714.7000122070312,727.0,680.0499877929688,693.0,208500,2021-05-10
2021-05-17,627.7249145507812,705.4000244140625,724.8499755859375,692.0,724.8499755859375,127004,2021-05-17
2021-05-24,632.88623046875,711.2000122070312,729.8499755859375,702.0,714.0,153075,2021-05-24
2021-05-31,622.2520751953125,699.25,724.9000244140625,680.75,724.9000244140625,554279,2021-05-31
2021-06-07,639.6048583984375,718.75,745.0,709.2999877929688,719.9000244140625,1006102,2021-06-07
2021-06-14,614.6435546875,690.7000122070312,728.9500122070312,683.1500244140625,728.9500122070312,508279,2021-06-14
2021-06-21,613.7538452148438,689.7000122070312,704.7999877929688,684.0499877929688,690.7000122070312,142794,2021-06-21
2021-06-28,616.1119384765625,692.3499755859375,714.0,684.0499877929688,694.9000244140625,408517,2021-06-28
2021-07-05,609.8826904296875,685.3499755859375,699.9500122070312,680.4500122070312,696.0999755859375,171052,2021-07-05
2021-07-12,594.6212158203125,668.2000122070312,692.0,665.0,687.0,303357,2021-07-12
2021-07-19,577.535400390625,649.0,672.5499877929688,647.0,669.9000244140625,163014,2021-07-19
2021-07-26,577.7578735351562,649.25,659.0,635.4000244140625,655.9000244140625,198903,2021-07-26
2021-08-02,557.4684448242188,626.4500122070312,669.0,624.0999755859375,655.0,207738,2021-08-02
2021-08-09,533.5305786132812,599.5499877929688,642.2999877929688,598.0,642.2999877929688,309511,2021-08-09
2021-08-16,509.01422119140625,572.0,609.7999877929688,570.0,599.9500122070312,248411,2021-08-16
2021-08-23,547.6797485351562,615.4500122070312,625.8499755859375,551.5499877929688,582.0,297148,2021-08-23
2021-08-30,541.7620239257812,608.7999877929688,619.9000244140625,598.0,619.9000244140625,196324,2021-08-30
2021-09-06,544.8320922851562,612.25,619.9500122070312,604.5499877929688,613.9500122070312,138309,2021-09-06
2021-09-13,556.2617797851562,615.8499755859375,623.7999877929688,600.0,613.0,269777,2021-09-13
2021-09-20,532.0097045898438,589.0,616.4500122070312,587.0,615.0,161009,2021-09-20
2021-09-27,527.0870361328125,583.5499877929688,595.0,579.2999877929688,589.0,202190,2021-09-27
2021-10-04,531.4677734375,588.4000244140625,599.9000244140625,583.0999755859375,586.5,352303,2021-10-04
2021-10-11,536.34521484375,593.7999877929688,598.0,585.0,593.9500122070312,175844,2021-10-11
2021-10-18,521.0352172851562,576.8499755859375,606.0,570.0,599.0,302097,2021-10-18
2021-10-25,522.7514038085938,578.75,620.0,568.9000244140625,585.75,408036,2021-10-25
2021-11-01,540.6807861328125,598.5999755859375,617.5499877929688,570.0,582.0,146194,2021-11-01
2021-11-08,533.816162109375,591.0,615.0,586.0,601.25,218413,2021-11-08
2021-11-15,541.583984375,599.5999755859375,606.0,576.2999877929688,592.5,144665,2021-11-15
2021-11-22,510.1964111328125,564.8499755859375,600.0,562.0,599.5999755859375,117902,2021-11-22
2021-11-29,467.6085205078125,517.7000122070312,565.2999877929688,499.75,564.8499755859375,550571,2021-11-29
2021-12-06,442.90484619140625,490.3500061035156,528.0999755859375,489.0,518.5,778892,2021-12-06
2021-12-13,414.5881652832031,459.0,505.0,457.0,505.0,1921257,2021-12-13
2021-12-20,396.9749450683594,439.5,458.3999938964844,425.0,458.0,511802,2021-12-20
2021-12-27,407.4977111816406,451.1499938964844,457.0,430.04998779296875,445.0,357092,2021-12-27
2022-01-03,415.76239013671875,460.29998779296875,469.0,452.6000061035156,454.5,408617,2022-01-03
2022-01-10,414.5881652832031,459.0,468.8500061035156,451.45001220703125,462.6499938964844,307219,2022-01-10
2022-01-17,421.13665771484375,466.25,503.0,464.1499938964844,465.8999938964844,1138963,2022-01-17
2022-01-24,414.5429992675781,458.95001220703125,475.45001220703125,445.5,473.70001220703125,353771,2022-01-24
2022-01-31,422.1754455566406,467.3999938964844,480.20001220703125,446.75,464.95001220703125,298760,2022-01-31
2022-02-07,446.4726257324219,494.29998779296875,499.5,472.0,489.95001220703125,911599,2022-02-07
2022-02-14,446.96942138671875,494.8500061035156,522.0,480.04998779296875,494.0,839095,2022-02-14
2022-02-21,383.42633056640625,424.5,491.70001220703125,416.8500061035156,490.04998779296875,383577,2022-02-21
2022-02-28,427.6852111816406,473.5,484.8999938964844,423.5,427.75,251345,2022-02-28
2022-03-07,416.3043518066406,460.8999938964844,472.1499938964844,451.04998779296875,469.0,174462,2022-03-07
2022-03-14,413.5042724609375,457.79998779296875,475.1499938964844,453.1499938964844,461.0,208455,2022-03-14
2022-03-21,397.7878723144531,440.3999938964844,459.8999938964844,436.1000061035156,457.79998779296875,354060,2022-03-21
2022-03-28,386.36187744140625,427.75,444.95001220703125,417.0,444.95001220703125,422107,2022-03-28
2022-04-04,412.284912109375,456.45001220703125,471.6499938964844,430.6499938964844,434.6000061035156,325758,2022-04-04
2022-04-11,408.0396728515625,451.75,464.95001220703125,450.54998779296875,459.8999938964844,75580,2022-04-11
2022-04-18,401.1298828125,444.1000061035156,459.8999938964844,440.04998779296875,454.04998779296875,257595,2022-04-18
2022-04-25,385.4134521484375,426.70001220703125,444.75,425.0,444.0,213547,2022-04-25
2022-05-02,375.52294921875,415.75,441.8999938964844,411.04998779296875,426.0,240145,2022-05-02
2022-05-09,351.7677001953125,389.45001220703125,416.6000061035156,377.6000061035156,410.0,269283,2022-05-09
2022-05-16,369.7421875,409.3500061035156,414.29998779296875,384.0,390.0,251101,2022-05-16
2022-05-23,371.8648376464844,411.70001220703125,421.8500061035156,397.0,419.8500061035156,399470,2022-05-23
2022-05-30,378.68426513671875,419.25,424.75,412.54998779296875,415.0,95393,2022-05-30
2022-06-06,383.96826171875,425.1000061035156,434.0,415.0,415.0,350278,2022-06-06
2022-06-13,356.46453857421875,394.6499938964844,423.8500061035156,388.0,423.0,101530,2022-06-13
2022-06-20,361.2517395019531,399.95001220703125,404.0,381.04998779296875,395.04998779296875,85370,2022-06-20
2022-06-27,360.3936462402344,399.0,409.8999938964844,392.54998779296875,401.95001220703125,52273,2022-06-27
2022-07-04,369.15509033203125,408.70001220703125,410.0,397.04998779296875,399.95001220703125,127209,2022-07-04
2022-07-11,371.1874084472656,410.95001220703125,419.3999938964844,407.04998779296875,410.75,66310,2022-07-11
2022-07-18,386.09088134765625,427.45001220703125,435.0,409.8500061035156,412.0,90672,2022-07-18
2022-07-25,379.09075927734375,419.70001220703125,429.3999938964844,412.54998779296875,428.0,40898,2022-07-25
2022-08-01,392.6845703125,434.75,455.0,423.0,425.0,223783,2022-08-01
2022-08-08,398.1943359375,440.8500061035156,452.25,438.1000061035156,440.0,154530,2022-08-08
2022-08-15,414.949462890625,459.3999938964844,469.95001220703125,440.8500061035156,440.8500061035156,147762,2022-08-15
2022-08-22,415.3559265136719,459.8500061035156,467.6499938964844,439.0,460.0,96352,2022-08-22
2022-08-29,440.01446533203125,487.1499938964844,499.95001220703125,448.6000061035156,455.04998779296875,333631,2022-08-29
2022-09-05,422.2657165527344,467.5,497.04998779296875,463.8999938964844,491.95001220703125,144892,2022-09-05
2022-09-12,394.74755859375,432.5,478.95001220703125,429.04998779296875,469.95001220703125,187994,2022-09-12
2022-09-19,390.9141845703125,428.29998779296875,450.0,426.04998779296875,433.0,106138,2022-09-19
2022-09-26,391.37054443359375,428.79998779296875,444.0,410.25,427.6000061035156,111971,2022-09-26
2022-10-03,393.9261779785156,431.6000061035156,434.95001220703125,425.6499938964844,428.79998779296875,46273,2022-10-03
2022-10-10,402.9163818359375,441.45001220703125,448.1499938964844,424.1499938964844,431.6000061035156,81291,2022-10-10
2022-10-17,373.3901672363281,409.1000061035156,443.6499938964844,403.25,443.0,146474,2022-10-17
2022-10-24,376.8128356933594,412.8500061035156,416.95001220703125,406.1000061035156,414.1000061035156,65557,2022-10-24
2022-10-31,380.4636535644531,416.8500061035156,418.45001220703125,410.29998779296875,413.0,66421,2022-10-31
2022-11-07,383.6125183105469,420.29998779296875,432.0,416.3999938964844,424.0,117529,2022-11-07
2022-11-14,384.0688171386719,420.79998779296875,430.8999938964844,416.20001220703125,416.20001220703125,90028,2022-11-14
2022-11-21,401.22784423828125,439.6000061035156,450.0,420.04998779296875,423.0,305871,2022-11-21
2022-11-28,416.01373291015625,455.79998779296875,462.3999938964844,440.0,440.0,373034,2022-11-28
2022-12-05,417.83917236328125,457.79998779296875,465.8500061035156,446.1000061035156,459.95001220703125,214008,2022-12-05
2022-12-12,416.6982421875,456.54998779296875,469.0,449.0,457.0,190060,2022-12-12
2022-12-19,374.3484802246094,410.1499938964844,461.70001220703125,409.0,456.54998779296875,148007,2022-12-19
2022-12-26,386.35064697265625,423.29998779296875,429.3999938964844,411.6499938964844,412.25,75038,2022-12-26
2023-01-02,389.9558410644531,427.25,434.6000061035156,421.6000061035156,425.45001220703125,59438,2023-01-02
2023-01-09,384.0232238769531,420.75,431.75,412.5,429.3999938964844,59680,2023-01-09
2023-01-16,376.4020690917969,412.3999938964844,423.0,411.04998779296875,423.0,67422,2023-01-16
2023-01-23,389.49951171875,426.75,434.3500061035156,415.0,416.70001220703125,101186,2023-01-23
2023-01-30,392.0094299316406,429.5,456.25,416.1000061035156,427.6000061035156,240413,2023-01-30
2023-02-06,398.44403076171875,436.54998779296875,438.70001220703125,424.0,431.6499938964844,101546,2023-02-06
2023-02-13,395.4321594238281,433.25,443.8999938964844,430.6000061035156,439.79998779296875,68793,2023-02-13
2023-02-20,390.00146484375,427.29998779296875,444.0,426.0,431.29998779296875,512879,2023-02-20
2023-02-27,378.04498291015625,414.20001220703125,429.70001220703125,410.0,429.3999938964844,110968,2023-02-27
2023-03-06,379.14019775390625,415.3999938964844,425.0,410.0,416.29998779296875,84226,2023-03-06
2023-03-13,368.0507507324219,403.25,417.5,401.8500061035156,417.5,70317,2023-03-13
2023-03-20,368.3245849609375,403.54998779296875,408.1499938964844,398.5,401.70001220703125,306883,2023-03-20
2023-03-27,369.14605712890625,404.45001220703125,409.0,400.1000061035156,404.95001220703125,160777,2023-03-27
2023-04-03,376.6759033203125,412.70001220703125,414.95001220703125,405.04998779296875,409.0,19789,2023-04-03
2023-04-10,381.3763732910156,417.8500061035156,420.0,410.04998779296875,415.95001220703125,39051,2023-04-10
2023-04-17,374.1202697753906,409.8999938964844,420.95001220703125,409.04998779296875,420.95001220703125,62309,2023-04-17
2023-04-24,372.38616943359375,408.0,413.20001220703125,402.0,413.20001220703125,84985,2023-04-24
2023-05-01,378.5469665527344,414.75,424.6000061035156,407.0,408.0,254551,2023-05-01
2023-05-08,381.3763732910156,417.8500061035156,425.8999938964844,413.04998779296875,420.79998779296875,181482,2023-05-08
2023-05-15,402.0036315917969,440.45001220703125,447.70001220703125,415.1000061035156,420.95001220703125,398802,2023-05-15
2023-05-22,419.1169738769531,459.20001220703125,461.1000061035156,436.8500061035156,442.3999938964844,258350,2023-05-22
2023-05-29,418.021728515625,458.0,467.6000061035156,447.6499938964844,460.0,194969,2023-05-29
2023-06-05,415.46612548828125,455.20001220703125,465.0,453.95001220703125,464.0,131737,2023-06-05
2023-06-12,422.35711669921875,462.75,473.25,453.8999938964844,457.5,222396,2023-06-12
2023-06-19,418.021728515625,458.0,469.70001220703125,454.0,464.8999938964844,136444,2023-06-19
2023-06-26,422.9960021972656,463.45001220703125,470.45001220703125,455.1000061035156,458.8999938964844,95280,2023-06-26
2023-07-03,435.40887451171875,477.04998779296875,487.8500061035156,461.0,465.0,271712,2023-07-03
2023-07-10,438.4664611816406,480.3999938964844,489.0,474.6499938964844,475.0,145804,2023-07-10
2023-07-17,449.6471252441406,492.6499938964844,494.79998779296875,478.1499938964844,481.20001220703125,163012,2023-07-17
2023-07-24,472.3280334472656,517.5,521.9500122070312,481.8500061035156,490.04998779296875,373589,2023-07-24
2023-07-31,520.4735717773438,570.25,607.4000244140625,522.2999877929688,522.6500244140625,1744451,2023-07-31
2023-08-07,564.3292236328125,618.2999877929688,620.0,571.25,575.0,1002136,2023-08-07
2023-08-14,561.91064453125,615.6500244140625,622.0,600.0,618.0,482796,2023-08-14
2023-08-21,517.1422119140625,566.5999755859375,644.7000122070312,564.2999877929688,615.6500244140625,1586580,2023-08-21
2023-08-28,556.2284545898438,585.0999755859375,603.0,560.1500244140625,575.0,879012,2023-08-28
2023-09-04,541.8260498046875,569.9500122070312,591.4000244140625,557.5,585.9500122070312,605638,2023-09-04
2023-09-11,524.5241088867188,551.75,578.0,542.25,572.7000122070312,337065,2023-09-11
2023-09-18,508.4105224609375,534.7999877929688,562.0,526.5,551.75,194758,2023-09-18
2023-09-25,504.3702392578125,530.5499877929688,542.7000122070312,522.4000244140625,535.0999755859375,235808,2023-09-25
2023-10-02,523.0506591796875,550.2000122070312,558.0,530.0999755859375,530.5499877929688,165064,2023-10-02
2023-10-09,539.7821655273438,567.7999877929688,572.0,522.0499877929688,531.0999755859375,339749,2023-10-09
2023-10-16,539.3068237304688,567.2999877929688,585.0,554.7000122070312,570.0,290582,2023-10-16
2023-10-23,581.4683837890625,611.6500244140625,618.0,530.0499877929688,567.2999877929688,1782581,2023-10-23
2023-10-30,585.9364624023438,616.3499755859375,638.4000244140625,600.0499877929688,617.75,1251569,2023-10-30
2023-11-06,581.5634765625,611.75,625.9500122070312,600.0,622.0,493119,2023-11-06
2023-11-13,584.653076171875,615.0,643.75,610.0,624.0,744668,2023-11-13
2023-11-20,602.8582153320312,634.1500244140625,658.9500122070312,612.1500244140625,615.0,1207727,2023-11-20
2023-11-27,654.621337890625,688.5999755859375,709.7999877929688,634.1500244140625,634.1500244140625,1894091,2023-11-27
2023-12-04,630.2845458984375,663.0,704.0,656.0,697.9500122070312,588644,2023-12-04
2023-12-11,622.441650390625,654.75,686.5999755859375,640.0999755859375,666.2999877929688,924381,2023-12-11
2023-12-18,676.1061401367188,711.2000122070312,722.7999877929688,632.0499877929688,655.0,1658635,2023-12-18
2023-12-25,682.9984130859375,718.4500122070312,749.7999877929688,706.75,711.2000122070312,1344822,2023-12-25
2024-01-01,681.4298095703125,716.7999877929688,735.5499877929688,713.0,717.7999877929688,483386,2024-01-01
2024-01-08,699.7299194335938,736.0499877929688,746.2000122070312,703.0499877929688,715.0,919414,2024-01-08
2024-01-15,728.8674926757812,766.7000122070312,774.9000244140625,724.0999755859375,733.0,857081,2024-01-15
2024-01-22,735.33203125,773.5,778.7000122070312,741.4000244140625,766.7000122070312,347653,2024-01-22
2024-01-29,841.1873779296875,884.8499755859375,895.0,770.0999755859375,770.0999755859375,1280453,2024-01-29
2024-02-05,840.5695190429688,884.2000122070312,935.0,856.2000122070312,894.0,1578564,2024-02-05
2024-02-12,842.42333984375,886.1500244140625,916.9000244140625,812.0,899.0,999153,2024-02-12
2024-02-19,958.7094116210938,989.5999755859375,1010.0,865.4500122070312,890.0,1906097,2024-02-19
2024-02-26,976.486572265625,1007.9500122070312,1075.0,990.5999755859375,993.9000244140625,1446434,2024-02-26
2024-03-04,998.0905151367188,1030.25,1077.0,1015.0499877929688,1015.0499877929688,809650,2024-03-04
2024-03-11,871.2765502929688,899.3499755859375,1039.800048828125,851.2000122070312,1030.0,1191871,2024-03-11
2024-03-18,914.1937866210938,943.6500244140625,955.3499755859375,855.7999877929688,875.0999755859375,694334,2024-03-18
2024-03-25,908.6232299804688,937.9000244140625,971.3499755859375,928.0,943.6500244140625,284809,2024-03-25
2024-04-01,1043.2843017578125,1076.9000244140625,1120.0,945.9500122070312,947.0999755859375,1844397,2024-04-01
2024-04-08,1028.7525634765625,1061.9000244140625,1103.0,1050.300048828125,1087.3499755859375,589728,2024-04-08
2024-04-15,961.470458984375,992.4500122070312,1049.0,951.0,1042.0,786520,2024-04-15
2024-04-22,999.8826904296875,1032.0999755859375,1053.0,982.5499877929688,992.5499877929688,551972,2024-04-22
2024-04-29,971.4004516601562,1002.7000122070312,1070.300048828125,993.0499877929688,1038.300048828125,287457,2024-04-29
2024-05-06,909.7857055664062,939.0999755859375,1011.6500244140625,912.5499877929688,1005.3499755859375,470903,2024-05-06
2024-05-13,897.14306640625,926.0499877929688,962.1500244140625,914.0499877929688,942.4500122070312,285107,2024-05-13
2024-05-20,980.6524047851562,1012.25,1075.699951171875,919.2999877929688,933.25,2194324,2024-05-20
2024-05-27,905.6199951171875,934.7999877929688,1016.75,927.3499755859375,1016.75,418760,2024-05-27
2024-06-03,934.73193359375,964.8499755859375,995.0999755859375,849.1500244140625,954.0,939261,2024-06-03
2024-06-10,934.24755859375,964.3499755859375,991.8499755859375,945.0499877929688,970.0,533131,2024-06-10
2024-06-17,980.9913940429688,1012.5999755859375,1027.0,964.3499755859375,964.3499755859375,555636,2024-06-17
2024-06-24,1179.3017578125,1217.300048828125,1255.0,998.0,1012.6500244140625,4696721,2024-06-24
2024-07-01,1250.846435546875,1291.1500244140625,1349.0,1214.800048828125,1240.0,3175209,2024-07-01
2024-07-08,1175.184326171875,1213.050048828125,1302.0,1159.949951171875,1291.0,1763690,2024-07-08
2024-07-15,1118.2197265625,1154.25,1269.9000244140625,1147.4000244140625,1219.949951171875,744561,2024-07-15
2024-07-22,1206.815185546875,1245.699951171875,1261.949951171875,990.0,1145.0,1597847,2024-07-22
2024-07-29,1172.18115234375,1209.949951171875,1257.0,1185.199951171875,1250.0,881880,2024-07-29
2024-08-05,1197.41796875,1236.0,1255.949951171875,1065.449951171875,1125.0,1973527,2024-08-05
2024-08-12,1301.0294189453125,1342.949951171875,1388.0,1225.050048828125,1247.75,1940558,2024-08-12
2024-08-19,1363.855224609375,1407.800048828125,1437.949951171875,1313.8499755859375,1345.050048828125,1639824,2024-08-19
2024-08-26,1371.508544921875,1415.699951171875,1469.0999755859375,1360.050048828125,1414.75,1466498,2024-08-26
2024-09-02,1346.513916015625,1389.9000244140625,1513.550048828125,1375.1500244140625,1425.0,1683069,2024-09-02
2024-09-09,1340.6158447265625,1364.550048828125,1399.949951171875,1322.5,1392.0,535774,2024-09-09
2024-09-16,1409.9774169921875,1435.1500244140625,1463.5,1360.0999755859375,1368.949951171875,804243,2024-09-16
2024-09-23,1367.093017578125,1391.5,1473.6500244140625,1358.6500244140625,1440.1500244140625,1249508,2024-09-23
2024-09-30,1303.3804931640625,1326.6500244140625,1391.800048828125,1294.75,1379.5,469214,2024-09-30
2024-10-07,1290.4119873046875,1313.449951171875,1327.800048828125,1238.0999755859375,1315.050048828125,497037,2024-10-07
2024-10-14,1259.3663330078125,1281.8499755859375,1362.0,1255.199951171875,1317.949951171875,466872,2024-10-14
2024-10-21,1103.25341796875,1122.949951171875,1289.5,1084.25,1280.0,546702,2024-10-21
2024-10-28,1162.446533203125,1183.199951171875,1195.0,1097.550048828125,1118.0,658098,2024-10-28
2024-11-04,1172.07470703125,1193.0,1280.0,1140.3499755859375,1185.800048828125,626667,2024-11-04
2024-11-11,1069.75146484375,1088.8499755859375,1207.300048828125,1067.0,1194.0,385251,2024-11-11
2024-11-18,1011.786376953125,1029.8499755859375,1109.75,999.7999877929688,1095.0,542665,2024-11-18
2024-11-25,1085.8638916015625,1105.25,1143.550048828125,1029.0,1050.4000244140625,1004466,2024-11-25
2024-12-02,1137.050048828125,1157.3499755859375,1187.5,1103.9000244140625,1105.25,838516,2024-12-02
2024-12-09,1099.3726806640625,1119.0,1185.0,1097.199951171875,1166.0,412926,2024-12-09
2024-12-16,1150.4605712890625,1171.0,1228.3499755859375,1130.5999755859375,1130.5999755859375,1264618,2024-12-16
2024-12-23,1188.1871337890625,1209.4000244140625,1232.0,1136.9000244140625,1175.300048828125,560791,2024-12-23
2024-12-30,1157.681640625,1178.3499755859375,1223.75,1175.0,1214.0,314722,2024-12-30
2025-01-06,1077.2181396484375,1096.449951171875,1189.5,1091.199951171875,1175.0,355192,2025-01-06
2025-01-13,1030.9935302734375,1049.4000244140625,1104.949951171875,1021.2000122070312,1090.0,470820,2025-01-13
2025-01-20,1031.68115234375,1050.0999755859375,1107.0,1036.6500244140625,1049.4000244140625,309971,2025-01-20
2025-01-27,989.4845581054688,1007.1500244140625,1049.0,948.0,1040.0,389356,2025-01-27
2025-02-03,1144.2711181640625,1164.699951171875,1177.0,977.5,1000.0,1219090,2025-02-03
2025-02-10,1076.7269287109375,1095.949951171875,1200.0,1072.25,1138.0,976660,2025-02-10
2025-02-17,1123.800048828125,1123.800048828125,1173.699951171875,1052.0999755859375,1067.699951171875,483021,2025-02-17
2025-02-24,1098.449951171875,1098.449951171875,1143.949951171875,1074.4000244140625,1095.0999755859375,337360,2025-02-24
2025-03-03,1225.5999755859375,1225.5999755859375,1255.0,1055.550048828125,1103.0,960600,2025-03-03
2025-03-10,1200.1500244140625,1200.1500244140625,1260.0,1143.3499755859375,1233.550048828125,443800,2025-03-10
2025-03-17,1256.949951171875,1256.949951171875,1310.449951171875,1201.550048828125,1212.1500244140625,626417,2025-03-17
2025-03-24,1146.1500244140625,1146.1500244140625,1285.199951171875,1139.0,1260.0,761125,2025-03-24
2025-03-31,1089.75,1089.75,1151.25,1075.0999755859375,1146.1500244140625,459066,2025-03-31
2025-04-07,1131.550048828125,1131.550048828125,1149.0,911.0,911.0,455227,2025-04-07
2025-04-14,1176.800048828125,1176.800048828125,1194.199951171875,1131.0999755859375,1134.9000244140625,207463,2025-04-14
2025-04-21,1191.5999755859375,1191.5999755859375,1239.800048828125,1172.300048828125,1176.699951171875,388143,2025-04-21
2025-04-28,1195.0,1195.0,1216.0,1172.699951171875,1191.5999755859375,250745,2025-04-28
2025-05-05,1178.800048828125,1178.800048828125,1219.800048828125,1138.0,1191.0,526675,2025-05-05
2025-05-12,1230.5,1230.5,1253.0999755859375,1195.199951171875,1214.5,571938,2025-05-12
2025-05-19,1236.9000244140625,1236.9000244140625,1265.0,1160.5,1235.0,1071383,2025-05-19
2025-05-26,1186.199951171875,1186.199951171875,1255.699951171875,1155.5999755859375,1244.0,616503,2025-05-26
2025-06-02,1147.699951171875,1147.699951171875,1218.5999755859375,1145.0,1188.0,753727,2025-06-02
2025-06-09,1212.0,1212.0,1254.9000244140625,1150.0999755859375,1155.199951171875,719077,2025-06-09
2025-06-16,1202.699951171875,1202.699951171875,1238.9000244140625,1183.9000244140625,1205.0,378509,2025-06-16
2025-06-23,1220.9000244140625,1220.9000244140625,1230.199951171875,1171.0999755859375,1185.0,312543,2025-06-23
2025-06-30,1266.5999755859375,1266.5999755859375,1331.9000244140625,1222.300048828125,1226.0,841891,2025-06-30
2025-07-07,1240.9000244140625,1240.9000244140625,1281.800048828125,1231.5,1262.0,510348,2025-07-07
2025-07-14,1231.199951171875,1231.199951171875,1249.0,1220.0,1242.0999755859375,101972,2025-07-14
