Date,Adj Close_BALAMINES.NS,Close_BALAMINES.NS,High_BALAMINES.NS,Low_BALAMINES.NS,Open_BALAMINES.NS,Volume_BALAMINES.NS,Date
2021-08-30,4006.0087890625,4050.550048828125,4264.89990234375,3788.699951171875,3818.0,727069,2021-08-30
2021-09-06,4272.14990234375,4319.64990234375,4410.0,4001.300048828125,4065.0,532479,2021-09-06
2021-09-13,4728.37744140625,4780.9501953125,5223.5498046875,4345.0,4345.7998046875,1602465,2021-09-13
2021-09-20,4565.24072265625,4616.0,4748.0,4352.0,4698.75,487304,2021-09-20
2021-09-27,4499.818359375,4549.85009765625,4684.7001953125,4444.0,4660.0,233428,2021-09-27
2021-10-04,4469.9501953125,4519.64990234375,4805.0,4500.85009765625,4575.0,394486,2021-10-04
2021-10-11,4415.60498046875,4464.7001953125,4645.0,4445.0,4525.0,151058,2021-10-11
2021-10-18,3507.995849609375,3547.0,4588.7998046875,3502.10009765625,4465.25,595432,2021-10-18
2021-10-25,3421.853759765625,3459.89990234375,4048.949951171875,3399.0,3550.0,694962,2021-10-25
2021-11-01,3415.02978515625,3453.0,3498.0,3025.199951171875,3390.0,444445,2021-11-01
2021-11-08,2945.500244140625,2978.25,3500.0,2960.0,3492.89990234375,623838,2021-11-08
2021-11-15,3124.16357421875,3158.89990234375,3380.39990234375,2885.199951171875,2980.64990234375,683445,2021-11-15
2021-11-22,3051.521240234375,3085.449951171875,3325.0,2950.60009765625,3165.0,402164,2021-11-22
2021-11-29,3044.202880859375,3078.050048828125,3200.0,2902.0,2995.0,391332,2021-11-29
2021-12-06,3258.173583984375,3294.39990234375,3356.0,3000.0,3118.0,399720,2021-12-06
2021-12-13,3092.16943359375,3126.550048828125,3335.0,3075.0,3325.0,204343,2021-12-13
2021-12-20,3092.762939453125,3127.14990234375,3250.0,2950.449951171875,3060.0,248898,2021-12-20
2021-12-27,3372.3046875,3409.800048828125,3435.0,3082.25,3148.0,498190,2021-12-27
2022-01-03,3592.358154296875,3632.300048828125,3935.0,3465.25,3479.699951171875,977373,2022-01-03
2022-01-10,3602.989990234375,3643.050048828125,3758.949951171875,3580.550048828125,3665.39990234375,262361,2022-01-10
2022-01-17,3313.804931640625,3350.64990234375,3725.0,3333.75,3620.0,266173,2022-01-17
2022-01-24,3153.9326171875,3189.0,3344.60009765625,3012.14990234375,3340.0,277812,2022-01-24
2022-01-31,3470.512939453125,3509.10009765625,3714.75,3201.14990234375,3250.0,619332,2022-01-31
2022-02-07,2963.104736328125,2996.050048828125,3546.800048828125,2959.0,3500.0,584462,2022-02-07
2022-02-14,2972.69775390625,3005.75,3091.89990234375,2726.0,2935.0,653441,2022-02-14
2022-02-21,2796.3583984375,2827.449951171875,2975.75,2696.64990234375,2975.75,534386,2022-02-21
2022-02-28,2748.836669921875,2779.39990234375,2991.25,2730.0,2814.0,251806,2022-02-28
2022-03-07,2850.704345703125,2882.39990234375,2995.0,2692.75,2698.0,266365,2022-03-07
2022-03-14,3078.02685546875,3112.25,3164.199951171875,2828.050048828125,2900.0,643920,2022-03-14
2022-03-21,2960.97802734375,2993.89990234375,3159.25,2982.35009765625,3114.5,249171,2022-03-21
2022-03-28,2957.56591796875,2990.449951171875,3021.0,2850.0,2993.89990234375,518096,2022-03-28
2022-04-04,3366.469482421875,3403.89990234375,3504.0,3035.0,3050.0,1142470,2022-04-04
2022-04-11,3208.22900390625,3243.89990234375,3449.0,3209.050048828125,3415.449951171875,252320,2022-04-11
2022-04-18,3203.58056640625,3239.199951171875,3338.60009765625,3148.0,3232.0,293761,2022-04-18
2022-04-25,3196.113525390625,3231.64990234375,3335.800048828125,3167.0,3224.64990234375,298484,2022-04-25
2022-05-02,2950.296875,2983.10009765625,3237.550048828125,2956.10009765625,3180.0,148102,2022-05-02
2022-05-09,2941.49462890625,2974.199951171875,3175.0,2700.0,2971.10009765625,1045200,2022-05-09
2022-05-16,2911.082763671875,2943.449951171875,3073.050048828125,2900.0,3025.0,330129,2022-05-16
2022-05-23,2797.2978515625,2828.39990234375,2997.64990234375,2701.0,2974.0,234167,2022-05-23
2022-05-30,3165.948974609375,3201.14990234375,3457.0,2854.60009765625,2859.0,952249,2022-05-30
2022-06-06,2928.43994140625,2961.0,3222.199951171875,2937.64990234375,3200.0,242345,2022-06-06
2022-06-13,2774.50146484375,2805.35009765625,3043.89990234375,2775.0,2923.949951171875,231321,2022-06-13
2022-06-20,2827.95703125,2859.39990234375,2867.949951171875,2716.0,2802.0,159118,2022-06-20
2022-06-27,2861.9619140625,2887.449951171875,2971.85009765625,2831.699951171875,2909.800048828125,113231,2022-06-27
2022-07-04,2890.309326171875,2916.050048828125,2998.0,2851.0,2935.0,120096,2022-07-04
2022-07-11,2973.02294921875,2999.5,3189.0,2881.0,2881.0,389138,2022-07-11
2022-07-18,3290.29736328125,3319.60009765625,3334.0,3006.25,3024.89990234375,571531,2022-07-18
2022-07-25,3370.978759765625,3401.0,3449.550048828125,3205.050048828125,3350.0,637882,2022-07-25
2022-08-01,3544.8798828125,3576.449951171875,3815.949951171875,3405.64990234375,3420.10009765625,1137478,2022-08-01
2022-08-08,3522.132568359375,3553.5,3824.800048828125,3510.0,3580.89990234375,869634,2022-08-08
2022-08-15,3551.86767578125,3583.5,3700.0,3506.550048828125,3553.5,380138,2022-08-15
2022-08-22,3500.871826171875,3532.050048828125,3599.0,3401.0,3579.0,239920,2022-08-22
2022-08-29,3398.681884765625,3428.949951171875,3575.0,3366.60009765625,3400.550048828125,243450,2022-08-29
2022-09-05,3576.250732421875,3608.10009765625,3668.60009765625,3377.0,3440.0,465531,2022-09-05
2022-09-12,3547.209228515625,3578.800048828125,3844.0,3560.0,3645.0,853419,2022-09-12
2022-09-19,3517.721923828125,3549.050048828125,3662.64990234375,3494.300048828125,3579.0,307554,2022-09-19
2022-09-26,3139.539794921875,3167.5,3519.0,3113.89990234375,3519.0,454853,2022-09-26
2022-10-03,3190.58544921875,3219.0,3265.0,3105.10009765625,3183.89990234375,195525,2022-10-03
2022-10-10,3015.04833984375,3041.89990234375,3210.0,3006.050048828125,3178.0,279289,2022-10-10
2022-10-17,3036.50732421875,3063.550048828125,3099.0,3006.050048828125,3046.949951171875,186890,2022-10-17
2022-10-24,2986.304443359375,3012.89990234375,3148.14990234375,2951.0,3086.64990234375,369664,2022-10-24
2022-10-31,3043.842041015625,3070.949951171875,3114.89990234375,2995.199951171875,3028.0,158091,2022-10-31
2022-11-07,2997.058837890625,3023.75,3090.0,3010.0,3072.0,102464,2022-11-07
2022-11-14,2873.955078125,2899.550048828125,3046.550048828125,2871.5,3037.39990234375,179952,2022-11-14
2022-11-21,2899.180419921875,2925.0,3013.14990234375,2890.050048828125,2910.0,182988,2022-11-21
2022-11-28,2973.568115234375,3000.050048828125,3125.0,2922.0,2926.5,238897,2022-11-28
2022-12-05,2818.697265625,2843.800048828125,3027.64990234375,2830.0,3015.10009765625,238243,2022-12-05
2022-12-12,2842.237548828125,2867.550048828125,2887.449951171875,2795.10009765625,2843.800048828125,166676,2022-12-12
2022-12-19,2608.66748046875,2631.89990234375,2880.0,2623.0,2874.75,166691,2022-12-19
2022-12-26,2684.888916015625,2708.800048828125,2774.5,2593.75,2645.050048828125,148551,2022-12-26
2023-01-02,2528.08544921875,2550.60009765625,2729.85009765625,2512.0,2729.85009765625,263755,2023-01-02
2023-01-09,2538.29443359375,2560.89990234375,2622.449951171875,2543.699951171875,2566.60009765625,135184,2023-01-09
2023-01-16,2359.437255859375,2380.449951171875,2575.0,2374.14990234375,2560.0,237707,2023-01-16
2023-01-23,2260.6669921875,2280.800048828125,2435.0,2250.0,2371.0,249550,2023-01-23
2023-01-30,2310.621826171875,2331.199951171875,2435.0,2251.0,2281.300048828125,240484,2023-01-30
2023-02-06,2150.1015625,2169.25,2384.35009765625,2152.0,2344.800048828125,410290,2023-02-06
2023-02-13,2198.272705078125,2217.85009765625,2254.449951171875,2125.0,2169.89990234375,213807,2023-02-13
2023-02-20,2136.62158203125,2155.64990234375,2228.89990234375,2148.699951171875,2228.89990234375,134065,2023-02-20
2023-02-27,2163.928466796875,2183.199951171875,2220.0,2135.14990234375,2158.0,115500,2023-02-27
2023-03-06,2240.9423828125,2260.89990234375,2288.0,2176.0,2194.300048828125,210265,2023-03-06
2023-03-13,1988.738525390625,2006.449951171875,2270.0,1998.0,2269.949951171875,291544,2023-03-13
2023-03-20,2004.300048828125,2022.1500244140625,2093.0,1975.0,1976.199951171875,254342,2023-03-20
2023-03-27,1926.1461181640625,1943.300048828125,2037.550048828125,1932.0999755859375,2030.0,197710,2023-03-27
2023-04-03,2129.2373046875,2148.199951171875,2170.0,1943.5,1943.5,434043,2023-04-03
2023-04-10,2472.331787109375,2494.35009765625,2546.949951171875,2150.050048828125,2163.949951171875,843025,2023-04-10
2023-04-17,2165.16748046875,2184.449951171875,2468.449951171875,2165.699951171875,2461.0,556828,2023-04-17
2023-04-24,2081.76025390625,2100.300048828125,2207.0,2085.0,2194.0,402061,2023-04-24
2023-05-01,2209.32421875,2229.0,2333.0,2100.300048828125,2100.300048828125,703388,2023-05-01
2023-05-08,2350.417724609375,2371.35009765625,2416.85009765625,2229.0,2229.0,507078,2023-05-08
2023-05-15,2286.14013671875,2306.5,2450.0,2297.35009765625,2387.300048828125,275756,2023-05-15
2023-05-22,2139.694091796875,2158.75,2282.0,1880.0,1999.949951171875,1669238,2023-05-22
2023-05-29,2125.02490234375,2143.949951171875,2183.0,2098.550048828125,2183.0,243813,2023-05-29
2023-06-05,2137.315673828125,2156.35009765625,2197.050048828125,2146.800048828125,2169.949951171875,206161,2023-06-05
2023-06-12,2241.1904296875,2261.14990234375,2275.0,2149.0,2160.050048828125,310228,2023-06-12
2023-06-19,2268.893798828125,2289.10009765625,2458.89990234375,2266.050048828125,2284.60009765625,542053,2023-06-19
2023-06-26,2296.101318359375,2316.550048828125,2358.0,2239.0,2304.050048828125,206997,2023-06-26
2023-07-03,2279.301025390625,2299.60009765625,2350.0,2263.0,2329.0,213697,2023-07-03
2023-07-10,2205.2646484375,2215.300048828125,2304.89990234375,2150.0,2299.60009765625,267947,2023-07-10
2023-07-17,2183.115478515625,2193.050048828125,2279.699951171875,2180.35009765625,2239.0,180898,2023-07-17
2023-07-24,2167.635986328125,2177.5,2223.85009765625,2165.0,2193.050048828125,149987,2023-07-24
2023-07-31,2223.08349609375,2233.199951171875,2269.949951171875,2178.60009765625,2200.0,273914,2023-07-31
2023-08-07,2191.477294921875,2201.449951171875,2275.0,2191.10009765625,2260.0,120023,2023-08-07
2023-08-14,2068.337646484375,2077.75,2205.0,2002.25,2204.949951171875,482544,2023-08-14
2023-08-21,2117.663330078125,2127.300048828125,2139.0,2055.35009765625,2087.949951171875,177305,2023-08-21
2023-08-28,2216.712646484375,2226.800048828125,2356.64990234375,2113.85009765625,2141.949951171875,930129,2023-08-28
2023-09-04,2225.6220703125,2235.75,2277.14990234375,2202.10009765625,2239.949951171875,262841,2023-09-04
2023-09-11,2197.350830078125,2207.35009765625,2324.0,2178.0,2250.0,379902,2023-09-11
2023-09-18,2223.08349609375,2233.199951171875,2259.0,2201.0,2212.550048828125,211475,2023-09-18
2023-09-25,2164.400634765625,2174.25,2259.60009765625,2170.0,2245.14990234375,196988,2023-09-25
2023-10-02,2206.857421875,2216.89990234375,2230.0,2155.0,2174.25,181785,2023-10-02
2023-10-09,2187.147216796875,2197.10009765625,2250.0,2166.89990234375,2195.050048828125,172532,2023-10-09
2023-10-16,2116.020751953125,2125.64990234375,2214.64990234375,2120.0,2199.949951171875,121000,2023-10-16
2023-10-23,2083.568603515625,2093.050048828125,2139.0,2008.6500244140625,2129.89990234375,131540,2023-10-23
2023-10-30,2032.4510498046875,2041.699951171875,2099.89990234375,2020.0,2099.89990234375,105768,2023-10-30
2023-11-06,2015.8267822265625,2025.0,2110.0,2000.0,2061.85009765625,237736,2023-11-06
2023-11-13,2036.8311767578125,2046.0999755859375,2079.0,2005.0999755859375,2041.0,159917,2023-11-13
2023-11-20,2010.2520751953125,2019.4000244140625,2067.949951171875,2015.0,2050.0,133285,2023-11-20
2023-11-27,2008.5596923828125,2017.699951171875,2040.0,2005.050048828125,2019.4000244140625,120034,2023-11-27
2023-12-04,2286.3955078125,2296.800048828125,2375.0,2019.0,2041.949951171875,2342549,2023-12-04
2023-12-11,2334.7255859375,2345.35009765625,2390.0,2203.25,2299.89990234375,736437,2023-12-11
2023-12-18,2354.485595703125,2365.199951171875,2462.0,2229.0,2358.800048828125,780821,2023-12-18
2023-12-25,2656.41162109375,2668.5,2725.0,2365.199951171875,2365.199951171875,2674961,2023-12-25
2024-01-01,2618.4345703125,2630.35009765625,2735.0,2580.25,2675.0,918275,2024-01-01
2024-01-08,2542.77880859375,2554.35009765625,2649.89990234375,2480.699951171875,2649.89990234375,425903,2024-01-08
2024-01-15,2464.43505859375,2475.64990234375,2587.699951171875,2334.0,2580.0,357799,2024-01-15
2024-01-22,2355.72998046875,2366.449951171875,2475.64990234375,2317.550048828125,2475.64990234375,168136,2024-01-22
2024-01-29,2316.110107421875,2326.64990234375,2494.949951171875,2279.0,2378.60009765625,426993,2024-01-29
2024-02-05,2190.830322265625,2200.800048828125,2337.85009765625,2173.0,2321.0,299016,2024-02-05
2024-02-12,2256.03369140625,2266.300048828125,2336.949951171875,2132.39990234375,2202.35009765625,289314,2024-02-12
2024-02-19,2227.91162109375,2238.050048828125,2345.0,2225.0,2268.85009765625,205634,2024-02-19
2024-02-26,2185.90283203125,2195.85009765625,2265.0,2152.0,2259.0,166040,2024-02-26
2024-03-04,2326.5625,2337.14990234375,2431.949951171875,2186.0,2205.14990234375,1634479,2024-03-04
2024-03-11,2091.4326171875,2100.949951171875,2337.85009765625,2009.199951171875,2337.85009765625,447168,2024-03-11
2024-03-18,2097.156494140625,2106.699951171875,2165.0,2032.0,2105.0,333011,2024-03-18
2024-03-25,2035.9849853515625,2045.25,2106.699951171875,2033.300048828125,2106.699951171875,276401,2024-03-25
2024-04-01,2228.260009765625,2238.39990234375,2317.050048828125,2049.0,2050.0,861559,2024-04-01
2024-04-08,2258.87060546875,2269.14990234375,2327.75,2171.0,2255.89990234375,648126,2024-04-08
2024-04-15,2163.1064453125,2172.949951171875,2259.949951171875,2153.5,2250.0,198987,2024-04-15
2024-04-22,2211.287353515625,2221.35009765625,2280.0,2175.050048828125,2194.949951171875,200310,2024-04-22
2024-04-29,2143.69482421875,2153.449951171875,2242.449951171875,2140.39990234375,2211.050048828125,139295,2024-04-29
2024-05-06,2175.599609375,2185.5,2424.0,2070.300048828125,2156.89990234375,1290196,2024-05-06
2024-05-13,2266.98388671875,2277.300048828125,2301.0,2142.35009765625,2150.0,326779,2024-05-13
2024-05-20,2181.37353515625,2191.300048828125,2292.89990234375,2185.10009765625,2211.60009765625,149433,2024-05-20
2024-05-27,2083.767578125,2093.25,2204.800048828125,2081.300048828125,2191.300048828125,165827,2024-05-27
2024-06-03,2143.993408203125,2153.75,2185.0,1960.0,2139.0,259585,2024-06-03
2024-06-10,2214.174072265625,2224.25,2267.5,2160.25,2170.949951171875,254915,2024-06-10
2024-06-17,2387.734375,2398.60009765625,2507.0,2214.89990234375,2224.25,1195075,2024-06-17
2024-06-24,2279.178466796875,2289.550048828125,2435.0,2266.25,2412.0,396619,2024-06-24
2024-07-01,2367.078369140625,2377.85009765625,2460.0,2289.60009765625,2300.0,524006,2024-07-01
2024-07-08,2360.949951171875,2360.949951171875,2420.85009765625,2280.0,2399.949951171875,310901,2024-07-08
2024-07-15,2263.949951171875,2263.949951171875,2430.0,2248.0,2368.0,241510,2024-07-15
2024-07-22,2368.60009765625,2368.60009765625,2448.0,2173.39990234375,2173.39990234375,560882,2024-07-22
2024-07-29,2439.64990234375,2439.64990234375,2549.75,2384.0,2394.0,712831,2024-07-29
2024-08-05,2222.35009765625,2222.35009765625,2415.0,2206.050048828125,2342.050048828125,783073,2024-08-05
2024-08-12,2174.0,2174.0,2234.0,2089.25,2234.0,296721,2024-08-12
2024-08-19,2180.550048828125,2180.550048828125,2237.5,2125.0,2174.0,356184,2024-08-19
2024-08-26,2224.35009765625,2224.35009765625,2249.0,2165.0,2209.0,297330,2024-08-26
2024-09-02,2235.0,2235.0,2293.5,2181.0,2245.199951171875,325706,2024-09-02
2024-09-09,2274.35009765625,2274.35009765625,2350.050048828125,2205.14990234375,2250.0,267707,2024-09-09
2024-09-16,2306.25,2306.25,2433.0,2266.85009765625,2286.050048828125,815451,2024-09-16
2024-09-23,2284.75,2284.75,2385.300048828125,2275.050048828125,2309.949951171875,259630,2024-09-23
2024-09-30,2247.800048828125,2247.800048828125,2374.0,2200.25,2284.75,280059,2024-09-30
2024-10-07,2226.25,2226.25,2269.89990234375,2130.14990234375,2247.800048828125,195935,2024-10-07
2024-10-14,2173.60009765625,2173.60009765625,2262.0,2157.050048828125,2242.0,140863,2024-10-14
2024-10-21,2020.75,2020.75,2189.949951171875,2001.050048828125,2179.85009765625,201617,2024-10-21
2024-10-28,2153.550048828125,2153.550048828125,2160.800048828125,2000.5,2050.0,153101,2024-10-28
2024-11-04,2074.10009765625,2074.10009765625,2169.0,2061.5,2153.0,176325,2024-11-04
2024-11-11,2031.6500244140625,2031.6500244140625,2089.949951171875,1990.0,2079.89990234375,118182,2024-11-11
2024-11-18,1985.199951171875,1985.199951171875,2033.0,1950.050048828125,2031.6500244140625,153252,2024-11-18
2024-11-25,2064.35009765625,2064.35009765625,2084.0,1997.0,1997.0,141905,2024-11-25
2024-12-02,2078.699951171875,2078.699951171875,2119.89990234375,2024.4000244140625,2051.0,190733,2024-12-02
2024-12-09,2016.0,2016.0,2084.60009765625,1990.0,2080.0,190202,2024-12-09
2024-12-16,1973.8499755859375,1973.8499755859375,2025.0,1971.0999755859375,2017.4000244140625,140681,2024-12-16
2024-12-23,1944.949951171875,1944.949951171875,1988.0,1940.0,1974.050048828125,77579,2024-12-23
2024-12-30,1772.300048828125,1772.300048828125,1966.9000244140625,1711.4000244140625,1944.949951171875,643826,2024-12-30
2025-01-06,1798.050048828125,1798.050048828125,1980.0,1698.699951171875,1772.300048828125,3890632,2025-01-06
2025-01-13,1711.0,1711.0,1779.0,1677.449951171875,1764.8499755859375,311826,2025-01-13
2025-01-20,1680.0,1680.0,1779.9000244140625,1677.0,1707.0999755859375,223244,2025-01-20
2025-01-27,1709.0999755859375,1709.0999755859375,1737.550048828125,1557.0,1675.0,344821,2025-01-27
2025-02-03,1721.300048828125,1721.300048828125,1792.1500244140625,1687.0,1700.0,296917,2025-02-03
2025-02-10,1433.1500244140625,1433.1500244140625,1717.0,1425.1500244140625,1715.0,472802,2025-02-10
2025-02-17,1410.050048828125,1410.050048828125,1465.0,1331.75,1433.1500244140625,316095,2025-02-17
2025-02-24,1293.3499755859375,1293.3499755859375,1421.800048828125,1279.25,1395.050048828125,237398,2025-02-24
2025-03-03,1337.8499755859375,1337.8499755859375,1364.9000244140625,1230.300048828125,1297.050048828125,302821,2025-03-03
2025-03-10,1206.949951171875,1206.949951171875,1375.0,1205.199951171875,1340.0,295200,2025-03-10
2025-03-17,1263.25,1263.25,1284.9000244140625,1171.0,1213.75,324785,2025-03-17
2025-03-24,1207.1500244140625,1207.1500244140625,1397.300048828125,1204.0,1265.75,958700,2025-03-24
2025-03-31,1218.550048828125,1218.550048828125,1292.0,1203.800048828125,1207.1500244140625,273241,2025-03-31
2025-04-07,1205.3499755859375,1205.3499755859375,1214.9000244140625,1127.550048828125,1175.0,316739,2025-04-07
2025-04-14,1321.0999755859375,1321.0999755859375,1341.0,1204.800048828125,1280.5999755859375,464860,2025-04-14
2025-04-21,1300.5999755859375,1300.5999755859375,1380.0,1289.5,1325.0999755859375,285704,2025-04-21
2025-04-28,1261.4000244140625,1261.4000244140625,1314.9000244140625,1237.0,1296.0,175910,2025-04-28
2025-05-05,1244.199951171875,1244.199951171875,1287.5,1192.300048828125,1260.0,207390,2025-05-05
2025-05-12,1403.5,1403.5,1417.0,1260.0,1260.0,306595,2025-05-12
2025-05-19,1448.9000244140625,1448.9000244140625,1474.9000244140625,1405.0,1414.4000244140625,327384,2025-05-19
2025-05-26,1450.699951171875,1450.699951171875,1502.0,1394.4000244140625,1448.0,391232,2025-05-26
2025-06-02,1480.0999755859375,1480.0999755859375,1531.9000244140625,1428.199951171875,1452.699951171875,369045,2025-06-02
2025-06-09,1453.5999755859375,1453.5999755859375,1524.0,1426.4000244140625,1480.0999755859375,251980,2025-06-09
2025-06-16,1386.5999755859375,1386.5999755859375,1469.0,1380.0,1459.0,389159,2025-06-16
2025-06-23,1789.0,1789.0,1799.0,1372.0999755859375,1379.699951171875,4075989,2025-06-23
2025-06-30,1798.9000244140625,1798.9000244140625,1879.9000244140625,1743.5999755859375,1799.0,886686,2025-06-30
2025-07-07,1794.699951171875,1794.699951171875,1945.0,1786.800048828125,1798.9000244140625,904479,2025-07-07
2025-07-14,1782.5,1782.5,1811.5999755859375,1747.699951171875,1794.0999755859375,171152,2025-07-14
