Date,Adj Close_PSPPROJECT.NS,Close_PSPPROJECT.NS,High_PSPPROJECT.NS,Low_PSPPROJECT.NS,Open_PSPPROJECT.NS,Volume_PSPPROJECT.NS,Date
2020-07-13,400.09674072265625,408.1499938964844,424.0,402.3500061035156,417.70001220703125,48723,2020-07-13
2020-07-20,406.5664978027344,414.75,429.79998779296875,405.0,411.0,104789,2020-07-20
2020-07-27,392.4506530761719,400.3500061035156,419.8999938964844,395.0,414.0,77997,2020-07-27
2020-08-03,395.3424072265625,403.29998779296875,419.8999938964844,390.1000061035156,400.3500061035156,100490,2020-08-03
2020-08-10,394.852294921875,402.79998779296875,424.95001220703125,400.0,404.0,76706,2020-08-10
2020-08-17,403.2825927734375,411.3999938964844,419.45001220703125,391.20001220703125,400.79998779296875,97512,2020-08-17
2020-08-24,423.9172668457031,432.45001220703125,478.79998779296875,410.0,410.0,799954,2020-08-24
2020-08-31,424.946533203125,433.5,463.79998779296875,404.0,433.0,125069,2020-08-31
2020-09-07,408.281982421875,416.5,443.0,411.5,443.0,49699,2020-09-07
2020-09-14,419.5060729980469,427.95001220703125,442.70001220703125,416.0,416.1000061035156,59898,2020-09-14
2020-09-21,398.52825927734375,406.54998779296875,431.5,387.25,431.5,80836,2020-09-21
2020-09-28,407.59576416015625,415.79998779296875,424.79998779296875,400.5,410.0,49042,2020-09-28
2020-10-05,391.96051025390625,399.8500061035156,422.95001220703125,380.04998779296875,419.0,118154,2020-10-05
2020-10-12,388.7255859375,396.54998779296875,405.1000061035156,388.95001220703125,400.25,57459,2020-10-12
2020-10-19,379.56011962890625,387.20001220703125,404.95001220703125,381.0,398.54998779296875,57203,2020-10-19
2020-10-26,379.41302490234375,387.04998779296875,399.79998779296875,385.0,389.1499938964844,39858,2020-10-26
2020-11-02,387.1571960449219,394.95001220703125,399.0,382.0,389.0,78184,2020-11-02
2020-11-09,391.12725830078125,399.0,400.04998779296875,385.5,396.95001220703125,139024,2020-11-09
2020-11-16,381.17755126953125,388.8500061035156,399.0,378.04998779296875,388.1499938964844,220765,2020-11-16
2020-11-23,400.7829284667969,408.8500061035156,438.29998779296875,382.20001220703125,388.8500061035156,179312,2020-11-23
2020-11-30,406.9096374511719,415.1000061035156,423.0,402.8999938964844,408.8500061035156,193321,2020-11-30
2020-12-07,392.1075439453125,400.0,425.0,398.0,421.95001220703125,200477,2020-12-07
2020-12-14,410.9287414550781,419.20001220703125,428.5,395.0,405.0,590583,2020-12-14
2020-12-21,406.6155090332031,414.79998779296875,421.70001220703125,391.0,421.20001220703125,335709,2020-12-21
2020-12-28,409.4582824707031,417.70001220703125,421.70001220703125,409.0,421.70001220703125,512619,2020-12-28
2021-01-04,410.2915344238281,418.54998779296875,424.70001220703125,410.0,424.70001220703125,694109,2021-01-04
2021-01-11,418.5747985839844,427.0,442.70001220703125,414.45001220703125,419.79998779296875,1220522,2021-01-11
2021-01-18,407.5467834472656,415.75,430.0,398.0,426.0,737490,2021-01-18
2021-01-25,406.51751708984375,414.70001220703125,428.0,398.45001220703125,420.0,716677,2021-01-25
2021-02-01,465.7747497558594,475.1499938964844,531.2999877929688,412.54998779296875,416.70001220703125,1998762,2021-02-01
2021-02-08,465.5296936035156,474.8999938964844,506.0,449.04998779296875,493.0,1118415,2021-02-08
2021-02-15,455.4819030761719,464.6499938964844,484.8999938964844,457.29998779296875,477.29998779296875,718794,2021-02-15
2021-02-22,461.5596008300781,470.8500061035156,484.8500061035156,460.0,460.0,571560,2021-02-22
2021-03-01,470.0879211425781,479.54998779296875,495.04998779296875,466.95001220703125,477.04998779296875,686046,2021-03-01
2021-03-08,467.1470947265625,476.54998779296875,509.29998779296875,471.04998779296875,482.0,603329,2021-03-08
2021-03-15,460.7263488769531,470.0,478.8999938964844,458.25,478.8999938964844,552431,2021-03-15
2021-03-22,460.2362365722656,469.5,478.3500061035156,459.0,474.8999938964844,595395,2021-03-22
2021-03-29,456.95233154296875,466.1499938964844,469.5,451.75,469.5,161034,2021-03-29
2021-04-05,429.1126708984375,437.75,468.6000061035156,436.0,468.6000061035156,213143,2021-04-05
2021-04-12,405.7823181152344,413.95001220703125,435.25,408.1499938964844,431.0,129109,2021-04-12
2021-04-19,419.30999755859375,427.75,431.70001220703125,401.0,413.95001220703125,160323,2021-04-19
2021-04-26,404.5079345703125,412.6499938964844,429.8500061035156,410.0,429.8500061035156,65043,2021-04-26
2021-05-03,404.3609313964844,412.5,446.6499938964844,411.0,412.0,387362,2021-05-03
2021-05-10,392.0585632324219,399.95001220703125,416.8999938964844,397.1499938964844,414.8999938964844,200874,2021-05-10
2021-05-17,392.15655517578125,400.04998779296875,411.0,398.54998779296875,401.95001220703125,209911,2021-05-17
2021-05-24,392.15655517578125,400.04998779296875,417.3999938964844,399.0,403.3999938964844,388334,2021-05-24
2021-05-31,414.21258544921875,422.54998779296875,429.3999938964844,397.0,401.0,572397,2021-05-31
2021-06-07,448.1789245605469,457.20001220703125,473.95001220703125,422.04998779296875,430.5,1125717,2021-06-07
2021-06-14,427.6423034667969,436.25,457.5,413.0,457.5,923131,2021-06-14
2021-06-21,410.9287414550781,419.20001220703125,438.25,415.3500061035156,429.0,456791,2021-06-21
2021-06-28,437.4939880371094,446.29998779296875,476.5,412.20001220703125,429.0,2941060,2021-06-28
2021-07-05,435.1413269042969,443.8999938964844,470.79998779296875,441.0,448.79998779296875,723148,2021-07-05
2021-07-12,461.6576232910156,470.95001220703125,484.3999938964844,445.0,448.75,1501138,2021-07-12
2021-07-19,471.0191650390625,480.5,489.95001220703125,446.0,470.0,1219856,2021-07-19
2021-07-26,453.2273254394531,462.3500061035156,488.45001220703125,455.0,482.8999938964844,815925,2021-07-26
2021-08-02,442.2483215332031,451.1499938964844,474.0,447.5,468.0,473824,2021-08-02
