Date,Adj Close_IRCON.NS,Close_IRCON.NS,High_IRCON.NS,Low_IRCON.NS,Open_IRCON.NS,Volume_IRCON.NS,Date
2020-07-13,37.717472076416016,45.974998474121094,46.45000076293945,42.5,45.29999923706055,13117054,2020-07-13
2020-07-20,38.373779296875,46.775001525878906,47.70000076293945,45.5,46.54999923706055,33005460,2020-07-20
2020-07-27,37.47134780883789,45.67499923706055,48.400001525878906,45.349998474121094,47.0,9329332,2020-07-27
2020-08-03,39.13264465332031,47.70000076293945,49.400001525878906,45.67499923706055,45.67499923706055,14439760,2020-08-03
2020-08-10,38.88652420043945,47.400001525878906,50.349998474121094,47.125,47.82500076293945,20668886,2020-08-10
2020-08-17,39.07110595703125,47.625,48.849998474121094,47.0,47.75,9577526,2020-08-17
2020-08-24,38.80448913574219,47.29999923706055,48.875,46.875,48.0,14495160,2020-08-24
2020-08-31,35.9741325378418,43.849998474121094,47.45000076293945,43.75,47.150001525878906,6562060,2020-08-31
2020-09-07,34.16927719116211,41.650001525878906,43.82500076293945,40.025001525878906,43.599998474121094,8648114,2020-09-07
2020-09-14,36.507389068603516,44.5,45.224998474121094,41.5,42.07500076293945,11483494,2020-09-14
2020-09-21,32.38493347167969,39.474998474121094,44.400001525878906,38.724998474121094,44.400001525878906,9216822,2020-09-21
2020-09-28,33.63517379760742,40.04999923706055,40.45000076293945,39.54999923706055,40.25,4176736,2020-09-28
2020-10-05,31.451623916625977,37.45000076293945,40.349998474121094,37.29999923706055,40.349998474121094,4351992,2020-10-05
2020-10-12,31.136688232421875,37.07500076293945,37.849998474121094,36.375,37.75,2946858,2020-10-12
2020-10-19,33.86613082885742,40.32500076293945,41.25,36.5,37.45000076293945,12676282,2020-10-19
2020-10-26,31.871536254882812,37.95000076293945,40.849998474121094,37.5,40.849998474121094,1970154,2020-10-26
2020-11-02,32.732357025146484,38.974998474121094,39.375,37.0,37.599998474121094,1733708,2020-11-02
2020-11-09,34.60097885131836,41.20000076293945,41.82500076293945,37.0,39.54999923706055,8525226,2020-11-09
2020-11-16,34.97890090942383,41.650001525878906,43.29999923706055,40.75,40.775001525878906,5205726,2020-11-16
2020-11-23,35.9447021484375,42.79999923706055,43.474998474121094,41.349998474121094,42.400001525878906,7132878,2020-11-23
2020-11-30,38.56917190551758,45.92499923706055,46.79999923706055,42.32500076293945,42.79999923706055,16193714,2020-11-30
2020-12-07,38.149261474609375,45.42499923706055,48.0,43.67499923706055,45.875,14908878,2020-12-07
2020-12-14,36.9734992980957,44.025001525878906,45.79999923706055,43.75,45.70000076293945,6111102,2020-12-14
2020-12-21,36.574581146240234,43.54999923706055,45.275001525878906,40.0,44.17499923706055,12374094,2020-12-21
2020-12-28,36.7215461730957,43.724998474121094,45.67499923706055,42.70000076293945,43.375,11213046,2020-12-28
2021-01-04,37.96030044555664,45.20000076293945,47.07500076293945,43.525001525878906,43.974998474121094,37135852,2021-01-04
2021-01-11,38.338218688964844,45.650001525878906,46.849998474121094,45.0,45.974998474121094,21906316,2021-01-11
2021-01-18,36.448604583740234,43.400001525878906,45.625,42.95000076293945,45.5,6137256,2021-01-18
2021-01-25,35.251853942871094,41.974998474121094,44.0,41.275001525878906,44.0,4121806,2021-01-25
2021-02-01,35.965702056884766,42.82500076293945,44.0,41.599998474121094,41.75,10172892,2021-02-01
2021-02-08,44.65793991088867,53.17499923706055,54.25,42.650001525878906,43.0,123114396,2021-02-08
2021-02-15,40.122859954833984,47.775001525878906,53.95000076293945,46.17499923706055,53.849998474121094,37941776,2021-02-15
2021-02-22,39.576969146728516,47.125,48.82500076293945,46.5,47.849998474121094,9851340,2021-02-22
