Date,Adj Close_AARVI.NS,Close_AARVI.NS,High_AARVI.NS,Low_AARVI.NS,Open_AARVI.NS,Volume_AARVI.NS,Date
2021-07-05,69.05157470703125,74.44999694824219,77.30000305175781,66.75,67.5,995960,2021-07-05
2021-07-12,65.48075103759766,70.5999984741211,78.4000015258789,64.3499984741211,75.19999694824219,539542,2021-07-12
2021-07-19,68.4429702758789,72.30000305175781,75.69999694824219,68.0,71.3499984741211,335270,2021-07-19
2021-07-26,66.21833038330078,69.94999694824219,73.5,68.1500015258789,71.8499984741211,173158,2021-07-26
2021-08-02,64.84568786621094,68.5,71.9000015258789,67.0,69.05000305175781,185318,2021-08-02
2021-08-09,63.33103942871094,66.9000015258789,71.0,60.0,68.55000305175781,164420,2021-08-09
2021-08-16,50.21990966796875,53.04999923706055,69.25,52.04999923706055,69.25,253372,2021-08-16
2021-08-23,52.91787338256836,55.900001525878906,57.0,50.29999923706055,52.0,142128,2021-08-23
2021-08-30,53.76985549926758,56.79999923706055,57.75,52.599998474121094,57.0,126116,2021-08-30
2021-09-06,53.9118537902832,56.95000076293945,59.0,55.29999923706055,57.25,55329,2021-09-06
2021-09-13,54.71651077270508,57.79999923706055,59.29999923706055,56.04999923706055,58.650001525878906,81982,2021-09-13
2021-09-20,54.24318313598633,57.29999923706055,59.349998474121094,54.349998474121094,58.5,89540,2021-09-20
2021-09-27,57.083133697509766,60.29999923706055,61.20000076293945,56.0,57.5,92655,2021-09-27
2021-10-04,60.680416107177734,64.0999984741211,67.0,60.900001525878906,61.54999923706055,168423,2021-10-04
2021-10-11,58.550445556640625,61.849998474121094,65.0999984741211,59.29999923706055,64.0999984741211,75953,2021-10-11
2021-10-18,56.89380645751953,60.099998474121094,66.0,59.400001525878906,61.849998474121094,62446,2021-10-18
2021-10-25,53.20186233520508,56.20000076293945,61.29999923706055,55.849998474121094,60.099998474121094,36798,2021-10-25
2021-11-01,53.48585891723633,56.5,58.79999923706055,51.95000076293945,57.849998474121094,51559,2021-11-01
2021-11-08,56.70447540283203,59.900001525878906,61.900001525878906,54.5,57.95000076293945,95310,2021-11-08
2021-11-15,55.0004997253418,58.099998474121094,64.0,58.0,60.599998474121094,92964,2021-11-15
2021-11-22,56.65714645385742,59.849998474121094,65.44999694824219,55.0,59.849998474121094,139312,2021-11-22
2021-11-29,55.43019104003906,58.04999923706055,60.29999923706055,55.650001525878906,60.0,73933,2021-11-29
2021-12-06,70.32616424560547,73.6500015258789,77.69999694824219,57.400001525878906,60.0,727863,2021-12-06
2021-12-13,67.07960510253906,70.25,88.3499984741211,69.5,74.5,1130004,2021-12-13
2021-12-20,82.35752868652344,86.25,86.25,65.30000305175781,70.5999984741211,415675,2021-12-20
2021-12-27,91.04682922363281,95.3499984741211,103.9000015258789,86.25,87.69999694824219,638308,2021-12-27
2022-01-03,88.2777099609375,92.44999694824219,100.44999694824219,90.3499984741211,98.75,246512,2022-01-03
2022-01-10,87.13187408447266,91.25,95.0,87.4000015258789,92.4000015258789,159879,2022-01-10
2022-01-17,94.19791412353516,98.6500015258789,104.0,90.30000305175781,92.0,234548,2022-01-17
2022-01-24,86.74993133544922,90.8499984741211,98.0,87.30000305175781,95.69999694824219,95481,2022-01-24
2022-01-31,85.17439270019531,89.19999694824219,94.0,86.6500015258789,90.05000305175781,89129,2022-01-31
2022-02-07,82.73947143554688,86.6500015258789,98.0999984741211,86.0,89.19999694824219,177601,2022-02-07
2022-02-14,86.74993133544922,90.8499984741211,95.30000305175781,84.3499984741211,85.75,160112,2022-02-14
2022-02-21,83.88530731201172,87.8499984741211,93.5,83.4000015258789,91.69999694824219,112430,2022-02-21
2022-02-28,85.60408020019531,89.6500015258789,93.9000015258789,84.3499984741211,87.0999984741211,42113,2022-02-28
2022-03-07,89.08935546875,93.30000305175781,93.9000015258789,84.0,90.19999694824219,93444,2022-03-07
2022-03-14,85.46085357666016,89.5,95.0,88.0,94.9000015258789,334276,2022-03-14
2022-03-21,85.98603057861328,90.05000305175781,94.05000305175781,86.5999984741211,90.0,75228,2022-03-21
2022-03-28,115.730224609375,121.19999694824219,121.6500015258789,89.5,90.19999694824219,465662,2022-03-28
2022-04-04,107.04090118408203,112.0999984741211,127.25,109.6500015258789,127.0,241312,2022-04-04
2022-04-11,108.23448944091797,113.3499984741211,119.9000015258789,110.5,115.0,69673,2022-04-11
2022-04-18,109.28485107421875,114.44999694824219,115.5,108.0,114.0,96786,2022-04-18
2022-04-25,103.3169174194336,108.19999694824219,119.94999694824219,108.0,114.0,80906,2022-04-25
2022-05-02,98.92451477050781,103.5999984741211,113.0,102.4000015258789,113.0,32839,2022-05-02
2022-05-09,92.71785736083984,97.0999984741211,107.0,90.69999694824219,99.0,50154,2022-05-09
2022-05-16,97.87416076660156,102.5,106.44999694824219,92.19999694824219,97.75,41913,2022-05-16
2022-05-23,100.54779815673828,105.30000305175781,116.75,104.05000305175781,105.0999984741211,68853,2022-05-23
2022-05-30,97.82640838623047,102.44999694824219,110.0,102.0,108.0,30347,2022-05-30
2022-06-06,97.39672088623047,102.0,106.75,100.0999984741211,100.0999984741211,28652,2022-06-06
2022-06-13,92.9088363647461,97.30000305175781,103.69999694824219,95.44999694824219,102.94999694824219,28432,2022-06-13
2022-06-20,83.74208068847656,87.69999694824219,103.8499984741211,84.5999984741211,96.19999694824219,55936,2022-06-20
2022-06-27,85.7950439453125,89.8499984741211,91.30000305175781,86.19999694824219,91.30000305175781,26626,2022-06-27
2022-07-04,87.13187408447266,91.25,93.5,87.55000305175781,89.8499984741211,20726,2022-07-04
2022-07-11,86.41571807861328,90.5,93.5,86.5999984741211,93.5,33527,2022-07-11
2022-07-18,99.25871276855469,103.94999694824219,105.5,92.94999694824219,92.94999694824219,251516,2022-07-18
2022-07-25,94.69154357910156,97.69999694824219,106.75,96.0,105.9000015258789,63195,2022-07-25
2022-08-01,97.30841064453125,100.4000015258789,120.4000015258789,98.0,98.0,44472,2022-08-01
2022-08-08,99.052978515625,102.19999694824219,105.0,97.0999984741211,102.9000015258789,64016,2022-08-08
2022-08-15,110.0534896850586,113.55000305175781,123.69999694824219,102.19999694824219,102.19999694824219,465187,2022-08-15
2022-08-22,105.49820709228516,108.8499984741211,117.80000305175781,107.30000305175781,112.19999694824219,83217,2022-08-22
2022-08-29,103.60826110839844,106.9000015258789,110.80000305175781,97.3499984741211,104.1500015258789,117420,2022-08-29
2022-09-05,106.22511291503906,109.5999984741211,114.30000305175781,106.0,106.05000305175781,80968,2022-09-05
2022-09-12,160.2099609375,165.3000030517578,174.1999969482422,107.19999694824219,109.5999984741211,1511151,2022-09-12
2022-09-19,155.50929260253906,160.4499969482422,178.6999969482422,134.5500030517578,165.9499969482422,825565,2022-09-19
2022-09-26,148.5794677734375,153.3000030517578,158.89999389648438,140.35000610351562,158.89999389648438,297507,2022-09-26
2022-10-03,148.240234375,152.9499969482422,158.0,141.60000610351562,157.6999969482422,112518,2022-10-03
2022-10-10,153.71627807617188,158.60000610351562,175.5,143.0,148.10000610351562,390886,2022-10-10
2022-10-17,148.04640197753906,152.75,168.0,150.5500030517578,155.3000030517578,129554,2022-10-17
2022-10-24,151.77786254882812,156.60000610351562,161.64999389648438,151.5,154.0,61362,2022-10-24
2022-10-31,150.66326904296875,155.4499969482422,172.14999389648438,153.39999389648438,172.14999389648438,157111,2022-10-31
2022-11-07,150.66326904296875,155.4499969482422,158.89999389648438,148.25,155.4499969482422,71175,2022-11-07
2022-11-14,151.48709106445312,156.3000030517578,164.8000030517578,146.60000610351562,157.5,135839,2022-11-14
2022-11-21,163.7960205078125,169.0,173.0,148.10000610351562,158.89999389648438,247389,2022-11-21
2022-11-28,176.8803253173828,182.5,203.0,169.0500030517578,169.60000610351562,462183,2022-11-28
2022-12-05,178.8671875,184.5500030517578,197.85000610351562,182.5500030517578,182.9499969482422,157825,2022-12-05
2022-12-12,177.8979949951172,183.5500030517578,191.25,182.0,183.0,104760,2022-12-12
2022-12-19,134.33212280273438,138.60000610351562,196.0,137.5500030517578,196.0,292634,2022-12-19
2022-12-26,172.17965698242188,177.64999389648438,184.1999969482422,140.0500030517578,142.8000030517578,441688,2022-12-26
2023-01-02,162.8268280029297,168.0,184.8000030517578,162.35000610351562,178.4499969482422,174877,2023-01-02
2023-01-09,158.4169158935547,163.4499969482422,175.5,159.0500030517578,173.8000030517578,69607,2023-01-09
2023-01-16,154.68548583984375,159.60000610351562,167.5500030517578,159.0,165.39999389648438,77931,2023-01-16
2023-01-23,161.90606689453125,167.0500030517578,180.0,159.10000610351562,163.4499969482422,60125,2023-01-23
2023-01-30,158.22308349609375,163.25,170.0,158.4499969482422,170.0,70481,2023-01-30
2023-02-06,155.50929260253906,160.4499969482422,166.85000610351562,158.5,165.9499969482422,37749,2023-02-06
2023-02-13,122.6047134399414,126.5,164.75,121.69999694824219,163.0,355201,2023-02-13
2023-02-20,113.00955963134766,116.5999984741211,127.19999694824219,115.0,126.94999694824219,119439,2023-02-20
2023-02-27,115.0448989868164,118.69999694824219,119.69999694824219,108.4000015258789,115.3499984741211,72469,2023-02-27
2023-03-06,114.94798278808594,118.5999984741211,121.9000015258789,116.55000305175781,121.5,47740,2023-03-06
2023-03-13,108.35737609863281,111.80000305175781,118.94999694824219,107.1500015258789,118.94999694824219,38169,2023-03-13
2023-03-20,107.92121887207031,111.3499984741211,117.0,111.0,117.0,47008,2023-03-20
2023-03-27,100.11911010742188,103.30000305175781,111.9000015258789,100.5,111.0,113587,2023-03-27
2023-04-03,131.9091033935547,136.10000610351562,153.6999969482422,102.0999984741211,102.0999984741211,434865,2023-04-03
2023-04-10,126.8207778930664,130.85000610351562,138.8000030517578,128.0,135.10000610351562,98132,2023-04-10
2023-04-17,128.61380004882812,132.6999969482422,135.75,124.80000305175781,131.39999389648438,123848,2023-04-17
2023-04-24,123.23470306396484,127.1500015258789,134.0,125.0,134.0,83268,2023-04-24
2023-05-01,122.45933532714844,126.3499984741211,132.0,126.0,127.1500015258789,44053,2023-05-01
2023-05-08,123.28316497802734,127.19999694824219,131.8000030517578,123.5,128.10000610351562,82551,2023-05-08
2023-05-15,124.64005279541016,128.60000610351562,131.9499969482422,123.25,128.89999389648438,75208,2023-05-15
2023-05-22,123.23470306396484,127.1500015258789,133.0,125.25,130.0,86272,2023-05-22
2023-05-29,134.08982849121094,138.35000610351562,149.0,128.5,130.89999389648438,421080,2023-05-29
2023-06-05,133.07215881347656,137.3000030517578,147.9499969482422,135.0,140.0,141667,2023-06-05
2023-06-12,134.38058471679688,138.64999389648438,146.8000030517578,137.5500030517578,139.35000610351562,179378,2023-06-12
2023-06-19,136.70669555664062,141.0500030517578,142.0,138.0,140.0,86341,2023-06-19
2023-06-26,135.6405487060547,139.9499969482422,142.64999389648438,138.0,142.64999389648438,47333,2023-06-26
2023-07-03,130.30990600585938,134.4499969482422,141.8000030517578,132.35000610351562,141.39999389648438,58698,2023-07-03
2023-07-10,136.70669555664062,141.0500030517578,160.0,133.0,137.0500030517578,296584,2023-07-10
2023-07-17,126.3846206665039,130.39999389648438,143.10000610351562,129.5500030517578,143.10000610351562,158617,2023-07-17
2023-07-24,123.86469268798828,127.80000305175781,132.0,126.55000305175781,129.5,87895,2023-07-24
2023-07-31,127.78997802734375,131.85000610351562,135.0,125.8499984741211,130.0,122067,2023-07-31
2023-08-07,128.41995239257812,132.5,134.5500030517578,128.64999389648438,134.4499969482422,46984,2023-08-07
2023-08-14,122.07164764404297,125.94999694824219,134.1999969482422,125.0,134.1999969482422,54937,2023-08-14
2023-08-21,122.31394958496094,126.19999694824219,127.9000015258789,122.3499984741211,127.80000305175781,57139,2023-08-21
2023-08-28,125.02774047851562,129.0,133.5,127.0,129.75,135727,2023-08-28
2023-09-04,123.91314697265625,127.8499984741211,131.89999389648438,124.75,126.4000015258789,110399,2023-09-04
2023-09-11,122.89547729492188,126.80000305175781,134.0,122.5,130.39999389648438,136835,2023-09-11
2023-09-18,123.78252410888672,125.69999694824219,128.85000610351562,123.4000015258789,127.6500015258789,35496,2023-09-18
2023-09-25,122.9947280883789,124.9000015258789,128.85000610351562,123.19999694824219,126.1500015258789,36456,2023-09-25
2023-10-02,129.6909942626953,131.6999969482422,136.10000610351562,123.69999694824219,124.9000015258789,161148,2023-10-02
2023-10-09,135.8948974609375,138.0,141.60000610351562,127.0,130.0,199911,2023-10-09
2023-10-16,133.82691955566406,135.89999389648438,144.0,135.3000030517578,139.35000610351562,86224,2023-10-16
2023-10-23,134.2700653076172,136.35000610351562,139.4499969482422,125.55000305175781,139.4499969482422,56346,2023-10-23
2023-10-30,129.24786376953125,131.25,138.14999389648438,130.0,138.0,65529,2023-10-30
2023-11-06,112.99955749511719,114.75,134.25,113.0,130.0500030517578,174069,2023-11-06
2023-11-13,118.12023162841797,119.94999694824219,125.0,117.3499984741211,119.3499984741211,105336,2023-11-13
2023-11-20,116.59387969970703,118.4000015258789,122.3499984741211,116.6500015258789,120.8499984741211,62890,2023-11-20
2023-11-27,144.31446838378906,146.5500030517578,161.0,117.0,118.4000015258789,933711,2023-11-27
2023-12-04,141.01556396484375,143.1999969482422,170.0,141.64999389648438,169.8000030517578,505181,2023-12-04
2023-12-11,140.5724334716797,142.75,152.0,141.4499969482422,147.39999389648438,113617,2023-12-11
2023-12-18,135.7471923828125,137.85000610351562,146.85000610351562,130.10000610351562,143.0,128467,2023-12-18
2023-12-25,155.3436279296875,157.75,183.89999389648438,136.0,137.85000610351562,1134089,2023-12-25
2024-01-01,158.44557189941406,160.89999389648438,166.35000610351562,152.3000030517578,160.0,282570,2024-01-01
2024-01-08,158.2486114501953,160.6999969482422,173.0,155.5500030517578,164.6999969482422,277615,2024-01-08
2024-01-15,151.7000732421875,154.0500030517578,161.9499969482422,151.10000610351562,160.6999969482422,116507,2024-01-15
2024-01-22,151.60159301757812,153.9499969482422,161.0,144.0500030517578,154.0500030517578,110851,2024-01-22
2024-01-29,148.2042236328125,150.5,156.10000610351562,147.5500030517578,153.89999389648438,105405,2024-01-29
2024-02-05,134.1715850830078,136.25,152.85000610351562,135.39999389648438,152.85000610351562,143419,2024-02-05
2024-02-12,134.91015625,137.0,140.5,132.0,137.25,66501,2024-02-12
2024-02-19,137.9136199951172,140.0500030517578,142.4499969482422,134.39999389648438,137.0,74333,2024-02-19
2024-02-26,134.7132110595703,136.8000030517578,146.0,134.0,141.0,79202,2024-02-26
2024-03-04,127.27837371826172,129.25,140.60000610351562,125.0,140.60000610351562,68618,2024-03-04
2024-03-11,123.93023681640625,125.8499984741211,130.89999389648438,116.1500015258789,129.5,87948,2024-03-11
2024-03-18,123.63481903076172,125.55000305175781,128.85000610351562,122.30000305175781,126.0,59481,2024-03-18
2024-03-25,117.38167572021484,119.19999694824219,125.55000305175781,116.5999984741211,125.55000305175781,77744,2024-03-25
2024-04-01,135.40252685546875,137.5,139.75,119.25,119.6500015258789,103626,2024-04-01
2024-04-08,158.6425323486328,161.10000610351562,161.10000610351562,132.10000610351562,138.0,501701,2024-04-08
2024-04-15,142.8373565673828,145.0500030517578,184.25,143.60000610351562,184.25,1247304,2024-04-15
2024-04-22,151.158447265625,153.5,157.39999389648438,143.5500030517578,150.8000030517578,245152,2024-04-22
2024-04-29,143.8220977783203,146.0500030517578,154.1999969482422,145.10000610351562,152.1999969482422,112012,2024-04-29
2024-05-06,138.11058044433594,140.25,149.85000610351562,137.0,146.0,97014,2024-05-06
2024-05-13,139.24302673339844,141.39999389648438,148.25,138.1999969482422,140.25,105753,2024-05-13
2024-05-20,138.06134033203125,140.1999969482422,144.5500030517578,139.0,141.5,83109,2024-05-20
2024-05-27,135.50100708007812,137.60000610351562,141.64999389648438,134.35000610351562,140.1999969482422,52230,2024-05-27
2024-06-03,132.2021026611328,134.25,141.10000610351562,112.94999694824219,138.60000610351562,200932,2024-06-03
2024-06-10,136.46604919433594,138.5800018310547,141.89999389648438,134.0,135.0,85933,2024-06-10
2024-06-17,139.15440368652344,141.30999755859375,141.89999389648438,135.3000030517578,138.5800018310547,51211,2024-06-17
2024-06-24,138.4749298095703,140.6199951171875,144.89999389648438,136.25999450683594,141.30999755859375,72986,2024-06-24
2024-07-01,135.59947204589844,137.6999969482422,148.6999969482422,137.49000549316406,140.6199951171875,133709,2024-07-01
2024-07-08,131.2764434814453,133.30999755859375,138.25,132.61000061035156,137.0,162754,2024-07-08
2024-07-15,127.65258026123047,129.6300048828125,136.0,128.30999755859375,133.30999755859375,130219,2024-07-15
2024-07-22,147.01266479492188,149.2899932861328,154.92999267578125,127.72000122070312,131.64999389648438,334887,2024-07-22
2024-07-29,140.77000427246094,140.77000427246094,152.0,135.89999389648438,152.0,187097,2024-07-29
2024-08-05,144.75,144.75,149.75,132.6199951171875,140.0,144264,2024-08-05
2024-08-12,139.07000732421875,139.07000732421875,145.8300018310547,134.00999450683594,143.4600067138672,67468,2024-08-12
2024-08-19,153.88999938964844,153.88999938964844,165.0,137.05999755859375,141.0,479440,2024-08-19
2024-08-26,144.41000366210938,144.41000366210938,158.0,141.64999389648438,154.0,131934,2024-08-26
2024-09-02,149.52000427246094,149.52000427246094,156.3800048828125,143.0,145.99000549316406,180598,2024-09-02
2024-09-09,145.13999938964844,145.13999938964844,152.6999969482422,143.0399932861328,152.6999969482422,87834,2024-09-09
2024-09-16,143.6199951171875,143.6199951171875,148.1999969482422,141.0,145.07000732421875,95278,2024-09-16
2024-09-23,138.9600067138672,138.9600067138672,146.69000244140625,138.0,142.1999969482422,85973,2024-09-23
2024-09-30,136.05999755859375,136.05999755859375,141.10000610351562,135.0,138.9600067138672,62676,2024-09-30
2024-10-07,143.77000427246094,143.77000427246094,160.1199951171875,129.25,136.05999755859375,1064670,2024-10-07
2024-10-14,154.97000122070312,154.97000122070312,168.0,140.92999267578125,144.86000061035156,965904,2024-10-14
2024-10-21,138.47000122070312,138.47000122070312,156.19000244140625,137.60000610351562,153.4499969482422,120604,2024-10-21
2024-10-28,146.75999450683594,146.75999450683594,149.75999450683594,138.42999267578125,138.47000122070312,70090,2024-10-28
2024-11-04,148.52000427246094,148.52000427246094,154.5,144.0,149.0,81941,2024-11-04
2024-11-11,137.92999267578125,137.92999267578125,147.67999267578125,137.0,147.33999633789062,49916,2024-11-11
2024-11-18,133.52999877929688,133.52999877929688,137.92999267578125,130.0,136.60000610351562,51044,2024-11-18
2024-11-25,137.85000610351562,137.85000610351562,140.64999389648438,131.35000610351562,135.0,57357,2024-11-25
2024-12-02,142.39999389648438,142.39999389648438,146.94000244140625,137.41000366210938,137.85000610351562,76399,2024-12-02
2024-12-09,149.42999267578125,149.42999267578125,155.0,140.52000427246094,144.6999969482422,103793,2024-12-09
2024-12-16,138.3300018310547,138.3300018310547,149.3000030517578,136.6199951171875,146.44000244140625,50974,2024-12-16
2024-12-23,135.1699981689453,135.1699981689453,143.89999389648438,133.35000610351562,143.89999389648438,33840,2024-12-23
2024-12-30,134.52000427246094,134.52000427246094,138.0,131.8000030517578,132.0,47828,2024-12-30
2025-01-06,129.0399932861328,129.0399932861328,136.99000549316406,129.0,135.0,33066,2025-01-06
2025-01-13,129.74000549316406,129.74000549316406,132.89999389648438,119.9800033569336,126.93000030517578,40305,2025-01-13
2025-01-20,126.44999694824219,126.44999694824219,131.74000549316406,123.01000213623047,129.74000549316406,18813,2025-01-20
2025-01-27,127.87000274658203,127.87000274658203,136.22999572753906,115.0,126.44999694824219,224067,2025-01-27
2025-02-03,121.80999755859375,121.80999755859375,129.6699981689453,121.11000061035156,127.87000274658203,31323,2025-02-03
2025-02-10,117.55999755859375,117.55999755859375,125.9000015258789,116.0,121.80999755859375,70748,2025-02-10
2025-02-17,113.31999969482422,113.31999969482422,121.91999816894531,112.19999694824219,113.1500015258789,59911,2025-02-17
2025-02-24,103.69999694824219,103.69999694824219,113.30999755859375,102.0,109.8499984741211,40911,2025-02-24
2025-03-03,105.05000305175781,105.05000305175781,107.0,96.0,102.05999755859375,72723,2025-03-03
2025-03-10,103.12000274658203,103.12000274658203,108.45999908447266,101.0,103.0999984741211,32381,2025-03-10
2025-03-17,104.08000183105469,104.08000183105469,109.25,101.12000274658203,102.5,84777,2025-03-17
2025-03-24,102.12000274658203,102.12000274658203,108.19999694824219,99.0,105.0,44518,2025-03-24
2025-03-31,105.16000366210938,105.16000366210938,107.6500015258789,99.0,102.12000274658203,35241,2025-03-31
2025-04-07,98.91000366210938,98.91000366210938,103.44000244140625,88.0,88.0,22600,2025-04-07
2025-04-14,103.30999755859375,103.30999755859375,104.87999725341797,98.91000366210938,98.91000366210938,27433,2025-04-14
2025-04-21,111.08000183105469,111.08000183105469,115.94000244140625,100.30000305175781,100.30000305175781,42466,2025-04-21
2025-04-28,105.25,105.25,115.9000015258789,104.01000213623047,109.0999984741211,10641,2025-04-28
2025-05-05,102.9000015258789,102.9000015258789,107.16000366210938,98.81999969482422,105.0,16745,2025-05-05
2025-05-12,112.4800033569336,112.4800033569336,115.0,102.9000015258789,102.9000015258789,45194,2025-05-12
2025-05-19,109.87999725341797,109.87999725341797,115.94999694824219,108.41999816894531,115.94999694824219,32981,2025-05-19
2025-05-26,118.91000366210938,118.91000366210938,129.9499969482422,109.31999969482422,109.87999725341797,116412,2025-05-26
2025-06-02,112.62000274658203,112.62000274658203,121.98999786376953,111.0,119.0,39426,2025-06-02
2025-06-09,109.87000274658203,109.87000274658203,115.29000091552734,108.05000305175781,113.4000015258789,31839,2025-06-09
2025-06-16,109.80000305175781,109.80000305175781,113.6500015258789,108.0999984741211,109.55000305175781,25947,2025-06-16
2025-06-23,110.80000305175781,110.80000305175781,113.06999969482422,107.61000061035156,113.0,35279,2025-06-23
2025-06-30,109.7699966430664,109.7699966430664,116.69000244140625,109.0,110.0,49974,2025-06-30
2025-07-07,108.3499984741211,108.3499984741211,112.91000366210938,108.0,112.44000244140625,36820,2025-07-07
2025-07-14,106.83999633789062,106.83999633789062,111.9800033569336,106.04000091552734,108.94999694824219,43594,2025-07-14
