Date,Adj Close_SYNCOMF.NS,Close_SYNCOMF.NS,High_SYNCOMF.NS,Low_SYNCOMF.NS,Open_SYNCOMF.NS,Volume_SYNCOMF.NS,Date
2022-11-14,8.100000381469727,8.100000381469727,8.75,7.900000095367432,8.75,1150616,2022-11-14
2022-11-21,7.800000190734863,7.800000190734863,8.25,7.699999809265137,8.100000381469727,2790608,2022-11-21
2022-11-28,7.900000095367432,7.900000095367432,8.0,7.699999809265137,7.849999904632568,3088793,2022-11-28
2022-12-05,7.949999809265137,7.949999809265137,8.5,7.900000095367432,8.0,4484769,2022-12-05
2022-12-12,7.849999904632568,7.849999904632568,8.050000190734863,7.800000190734863,7.949999809265137,3812969,2022-12-12
2022-12-19,9.699999809265137,9.699999809265137,9.699999809265137,7.650000095367432,7.849999904632568,26415067,2022-12-19
2022-12-26,8.850000381469727,8.850000381469727,11.600000381469727,8.800000190734863,11.0,44102866,2022-12-26
2023-01-02,8.850000381469727,8.850000381469727,9.75,8.5,8.899999618530273,21965895,2023-01-02
2023-01-09,8.350000381469727,8.350000381469727,9.0,8.300000190734863,9.0,8425043,2023-01-09
2023-01-16,8.0,8.0,9.25,7.099999904632568,9.25,6213614,2023-01-16
2023-01-23,7.75,7.75,8.149999618530273,7.400000095367432,8.0,6372301,2023-01-23
2023-01-30,7.5,7.5,8.050000190734863,7.400000095367432,7.75,6431121,2023-01-30
2023-02-06,7.449999809265137,7.449999809265137,7.800000190734863,7.199999809265137,7.550000190734863,5318039,2023-02-06
2023-02-13,7.099999904632568,7.099999904632568,7.800000190734863,7.0,7.349999904632568,5918543,2023-02-13
2023-02-20,6.5,6.5,7.150000095367432,6.199999809265137,7.150000095367432,5874997,2023-02-20
2023-02-27,6.550000190734863,6.550000190734863,7.099999904632568,6.099999904632568,6.550000190734863,5714207,2023-02-27
2023-03-06,6.349999904632568,6.349999904632568,6.800000190734863,6.199999809265137,6.599999904632568,4778341,2023-03-06
2023-03-13,6.0,6.0,6.400000095367432,5.949999809265137,6.349999904632568,4391457,2023-03-13
2023-03-20,5.949999809265137,5.949999809265137,6.5,5.800000190734863,5.949999809265137,4643654,2023-03-20
2023-03-27,5.900000095367432,5.900000095367432,6.400000095367432,4.599999904632568,6.050000190734863,14135161,2023-03-27
2023-04-03,6.550000190734863,6.550000190734863,6.900000095367432,5.800000190734863,5.900000095367432,7310346,2023-04-03
2023-04-10,6.400000095367432,6.400000095367432,6.849999904632568,6.300000190734863,6.599999904632568,2687677,2023-04-10
2023-04-17,6.199999809265137,6.199999809265137,6.449999809265137,5.900000095367432,6.400000095367432,3485100,2023-04-17
2023-04-24,6.099999904632568,6.099999904632568,6.300000190734863,5.900000095367432,6.050000190734863,4162061,2023-04-24
2023-05-01,6.099999904632568,6.099999904632568,6.199999809265137,6.050000190734863,6.099999904632568,3112822,2023-05-01
2023-05-08,6.699999809265137,6.699999809265137,7.099999904632568,6.050000190734863,6.150000095367432,8298266,2023-05-08
2023-05-15,6.5,6.5,7.199999809265137,6.349999904632568,6.800000190734863,6585823,2023-05-15
2023-05-22,6.300000190734863,6.300000190734863,6.75,6.25,6.5,5378581,2023-05-22
2023-05-29,6.75,6.75,7.449999809265137,6.300000190734863,6.349999904632568,10967364,2023-05-29
2023-06-05,7.400000095367432,7.400000095367432,7.949999809265137,6.800000190734863,6.900000095367432,12342050,2023-06-05
2023-06-12,7.949999809265137,7.949999809265137,8.300000190734863,7.449999809265137,7.650000095367432,14824254,2023-06-12
2023-06-19,7.599999904632568,7.599999904632568,8.300000190734863,7.599999904632568,8.149999618530273,10215639,2023-06-19
2023-06-26,7.550000190734863,7.550000190734863,8.0,7.5,7.699999809265137,6520241,2023-06-26
2023-07-03,7.599999904632568,7.599999904632568,7.849999904632568,7.449999809265137,7.650000095367432,8134063,2023-07-03
2023-07-10,7.5,7.5,7.699999809265137,7.099999904632568,7.599999904632568,6124670,2023-07-10
2023-07-17,7.449999809265137,7.449999809265137,7.650000095367432,7.199999809265137,7.550000190734863,5175703,2023-07-17
2023-07-24,8.050000190734863,8.050000190734863,8.25,7.150000095367432,7.400000095367432,12985381,2023-07-24
2023-07-31,9.25,9.25,9.600000381469727,7.650000095367432,8.25,34626943,2023-07-31
2023-08-07,9.149999618530273,9.149999618530273,9.850000381469727,8.550000190734863,9.5,36336281,2023-08-07
2023-08-14,8.199999809265137,8.199999809265137,9.25,8.149999618530273,9.199999809265137,15326155,2023-08-14
2023-08-21,8.75,8.75,9.25,7.199999809265137,8.300000190734863,14721643,2023-08-21
2023-08-28,8.600000381469727,8.600000381469727,9.0,8.5,8.850000381469727,7064362,2023-08-28
2023-09-04,8.800000190734863,8.800000190734863,9.0,8.600000381469727,8.699999809265137,9841991,2023-09-04
2023-09-11,8.649999618530273,8.649999618530273,8.850000381469727,8.0,8.75,9745173,2023-09-11
2023-09-18,8.600000381469727,8.600000381469727,8.75,8.350000381469727,8.75,4569282,2023-09-18
2023-09-25,8.399999618530273,8.399999618530273,8.800000190734863,8.350000381469727,8.75,6206750,2023-09-25
2023-10-02,9.399999618530273,9.399999618530273,9.850000381469727,8.399999618530273,8.399999618530273,32083511,2023-10-02
2023-10-09,8.949999809265137,8.949999809265137,9.649999618530273,8.800000190734863,9.399999618530273,19459215,2023-10-09
2023-10-16,8.800000190734863,8.800000190734863,9.25,8.600000381469727,9.0,12989445,2023-10-16
2023-10-23,8.350000381469727,8.350000381469727,9.0,7.25,8.850000381469727,15548064,2023-10-23
2023-10-30,8.850000381469727,8.850000381469727,9.100000381469727,8.25,8.399999618530273,10679142,2023-10-30
2023-11-06,10.100000381469727,10.100000381469727,10.699999809265137,9.050000190734863,9.050000190734863,47378750,2023-11-06
2023-11-13,9.949999809265137,9.949999809265137,10.699999809265137,9.800000190734863,10.300000190734863,27963383,2023-11-13
2023-11-20,12.449999809265137,12.449999809265137,13.699999809265137,9.800000190734863,10.0,100233619,2023-11-20
2023-11-27,11.75,11.75,12.800000190734863,10.5,12.449999809265137,24140327,2023-11-27
2023-12-04,11.550000190734863,11.550000190734863,12.100000381469727,11.0,12.0,22030987,2023-12-04
2023-12-11,12.0,12.0,12.649999618530273,11.5,11.699999809265137,23613168,2023-12-11
2023-12-18,11.800000190734863,11.800000190734863,12.300000190734863,10.550000190734863,12.100000381469727,30310592,2023-12-18
2023-12-25,15.050000190734863,15.050000190734863,16.899999618530273,11.800000190734863,11.800000190734863,154835682,2023-12-25
2024-01-01,15.649999618530273,15.649999618530273,16.25,15.25,15.350000381469727,37480964,2024-01-01
