Date,Adj Close_SYNCOMF.NS,Close_SYNCOMF.NS,High_SYNCOMF.NS,Low_SYNCOMF.NS,Open_SYNCOMF.NS,Volume_SYNCOMF.NS,Date
2024-01-08,16.350000381469727,16.350000381469727,18.649999618530273,15.550000190734863,15.800000190734863,80149346,2024-01-08
2024-01-15,15.75,15.75,16.350000381469727,14.699999809265137,16.350000381469727,22128186,2024-01-15
2024-01-22,15.25,15.25,16.200000762939453,14.75,15.75,12141355,2024-01-22
2024-01-29,15.850000381469727,15.850000381469727,17.200000762939453,15.350000381469727,15.399999618530273,28381539,2024-01-29
2024-02-05,15.800000190734863,15.800000190734863,16.25,15.199999809265137,16.25,10171123,2024-02-05
2024-02-12,15.300000190734863,15.300000190734863,16.200000762939453,14.449999809265137,16.0,8123620,2024-02-12
2024-02-19,15.100000381469727,15.100000381469727,16.549999237060547,14.75,16.0,12503247,2024-02-19
2024-02-26,14.25,14.25,15.5,13.449999809265137,15.449999809265137,7379348,2024-02-26
2024-03-04,13.5,13.5,14.449999809265137,12.800000190734863,14.449999809265137,5313588,2024-03-04
2024-03-11,12.300000190734863,12.300000190734863,14.0,11.5,13.949999809265137,7682995,2024-03-11
2024-03-18,11.899999618530273,11.899999618530273,12.699999809265137,11.399999618530273,12.600000381469727,4983074,2024-03-18
2024-03-25,11.149999618530273,11.149999618530273,12.199999809265137,11.0,11.899999618530273,5086499,2024-03-25
2024-04-01,13.600000381469727,13.600000381469727,13.899999618530273,11.300000190734863,11.449999809265137,5345652,2024-04-01
2024-04-08,12.899999618530273,12.899999618530273,14.25,12.850000381469727,14.199999809265137,5414330,2024-04-08
2024-04-15,12.550000190734863,12.550000190734863,12.949999809265137,12.0,12.25,4256074,2024-04-15
2024-04-22,13.800000190734863,13.800000190734863,14.449999809265137,12.800000190734863,13.100000381469727,10639647,2024-04-22
2024-04-29,13.949999809265137,13.949999809265137,14.25,13.600000381469727,14.100000381469727,9295706,2024-04-29
2024-05-06,13.050000190734863,13.050000190734863,14.0,12.800000190734863,13.949999809265137,7700741,2024-05-06
2024-05-13,13.600000381469727,13.600000381469727,13.949999809265137,12.800000190734863,13.300000190734863,10292030,2024-05-13
2024-05-20,12.899999618530273,12.899999618530273,13.75,12.850000381469727,13.399999618530273,10459586,2024-05-20
2024-05-27,11.949999809265137,11.949999809265137,13.0,11.899999618530273,12.949999809265137,12800294,2024-05-27
2024-06-03,12.0,12.0,12.5,10.949999809265137,12.199999809265137,15609939,2024-06-03
2024-06-10,12.569999694824219,12.569999694824219,13.0,11.989999771118164,12.100000381469727,13149724,2024-06-10
2024-06-17,12.670000076293945,12.670000076293945,12.949999809265137,12.390000343322754,12.569999694824219,13255008,2024-06-17
2024-06-24,12.479999542236328,12.479999542236328,13.359999656677246,12.3100004196167,12.819999694824219,21070057,2024-06-24
2024-07-01,12.84000015258789,12.84000015258789,13.359999656677246,12.449999809265137,12.539999961853027,16502081,2024-07-01
2024-07-08,14.5600004196167,14.5600004196167,14.710000038146973,12.8100004196167,13.100000381469727,39052153,2024-07-08
2024-07-15,15.300000190734863,15.300000190734863,17.389999389648438,14.819999694824219,14.899999618530273,73483198,2024-07-15
2024-07-22,15.1899995803833,15.1899995803833,15.84000015258789,13.989999771118164,15.399999618530273,28303119,2024-07-22
2024-07-29,15.739999771118164,15.739999771118164,16.649999618530273,15.170000076293945,15.3100004196167,28711927,2024-07-29
2024-08-05,15.479999542236328,15.479999542236328,16.479999542236328,14.670000076293945,15.369999885559082,31604727,2024-08-05
2024-08-12,15.520000457763672,15.520000457763672,17.0,15.069999694824219,15.300000190734863,27980424,2024-08-12
2024-08-19,19.020000457763672,19.020000457763672,19.84000015258789,15.399999618530273,15.649999618530273,132238480,2024-08-19
2024-08-26,20.6299991607666,20.6299991607666,23.049999237060547,19.1200008392334,19.5,149560196,2024-08-26
2024-09-02,23.1299991607666,23.1299991607666,24.280000686645508,19.5,20.950000762939453,98024330,2024-09-02
2024-09-09,25.600000381469727,25.600000381469727,27.899999618530273,21.670000076293945,23.559999465942383,161282509,2024-09-09
2024-09-16,22.709999084472656,22.709999084472656,26.290000915527344,21.75,25.690000534057617,56046746,2024-09-16
2024-09-23,21.969999313354492,21.969999313354492,23.06999969482422,20.920000076293945,22.860000610351562,31691914,2024-09-23
2024-09-30,20.860000610351562,20.860000610351562,22.700000762939453,20.34000015258789,21.950000762939453,22735813,2024-09-30
2024-10-07,21.610000610351562,21.610000610351562,22.790000915527344,19.049999237060547,20.5,32617969,2024-10-07
2024-10-14,20.65999984741211,20.65999984741211,21.790000915527344,19.8700008392334,21.719999313354492,15159177,2024-10-14
2024-10-21,18.290000915527344,18.290000915527344,20.8799991607666,18.020000457763672,20.719999313354492,19407484,2024-10-21
2024-10-28,20.829999923706055,20.829999923706055,21.0,17.84000015258789,18.290000915527344,18401446,2024-10-28
2024-11-04,20.489999771118164,20.489999771118164,21.729999542236328,19.969999313354492,21.100000381469727,14944350,2024-11-04
2024-11-11,20.75,20.75,22.079999923706055,19.809999465942383,20.469999313354492,15708883,2024-11-11
2024-11-18,19.5,19.5,20.969999313354492,19.450000762939453,20.75,9968223,2024-11-18
2024-11-25,20.110000610351562,20.110000610351562,20.6299991607666,19.450000762939453,20.25,9014460,2024-11-25
2024-12-02,22.3700008392334,22.3700008392334,22.700000762939453,19.850000381469727,20.100000381469727,23130395,2024-12-02
2024-12-09,21.780000686645508,21.780000686645508,23.8700008392334,21.309999465942383,22.510000228881836,19495807,2024-12-09
2024-12-16,20.40999984741211,20.40999984741211,22.31999969482422,20.31999969482422,21.899999618530273,13306210,2024-12-16
2024-12-23,19.860000610351562,19.860000610351562,20.739999771118164,19.639999389648438,20.559999465942383,9022241,2024-12-23
2024-12-30,20.719999313354492,20.719999313354492,21.049999237060547,19.469999313354492,19.899999618530273,10436132,2024-12-30
2025-01-06,18.079999923706055,18.079999923706055,21.0,18.0,20.790000915527344,14048666,2025-01-06
2025-01-13,18.780000686645508,18.780000686645508,19.0,17.100000381469727,17.93000030517578,13235836,2025-01-13
2025-01-20,17.81999969482422,17.81999969482422,19.299999237060547,17.399999618530273,19.209999084472656,7478394,2025-01-20
2025-01-27,18.40999984741211,18.40999984741211,18.670000076293945,16.149999618530273,18.079999923706055,10820331,2025-01-27
2025-02-03,18.450000762939453,18.450000762939453,18.649999618530273,17.399999618530273,18.200000762939453,7877252,2025-02-03
2025-02-10,17.59000015258789,17.59000015258789,19.329999923706055,17.149999618530273,18.450000762939453,16193590,2025-02-10
2025-02-17,17.0,17.0,17.709999084472656,16.260000228881836,17.5,8996219,2025-02-17
2025-02-24,15.34000015258789,15.34000015258789,17.049999237060547,15.229999542236328,16.809999465942383,6673388,2025-02-24
2025-03-03,17.110000610351562,17.110000610351562,17.420000076293945,14.100000381469727,15.199999809265137,13431001,2025-03-03
2025-03-10,15.579999923706055,15.579999923706055,17.5,15.529999732971191,17.100000381469727,8182790,2025-03-10
2025-03-17,16.950000762939453,16.950000762939453,17.40999984741211,15.210000038146973,15.600000381469727,8908797,2025-03-17
2025-03-24,16.459999084472656,16.459999084472656,18.459999084472656,16.31999969482422,17.100000381469727,16216724,2025-03-24
2025-03-31,17.139999389648438,17.139999389648438,18.100000381469727,16.049999237060547,16.459999084472656,9657934,2025-03-31
2025-04-07,16.760000228881836,16.760000228881836,17.600000381469727,14.5,15.0,8306576,2025-04-07
2025-04-14,17.559999465942383,17.559999465942383,17.790000915527344,16.760000228881836,16.760000228881836,5091616,2025-04-14
2025-04-21,17.040000915527344,17.040000915527344,18.399999618530273,16.850000381469727,17.639999389648438,11107136,2025-04-21
2025-04-28,16.309999465942383,16.309999465942383,17.260000228881836,16.209999084472656,16.950000762939453,7260982,2025-04-28
2025-05-05,15.100000381469727,15.100000381469727,16.600000381469727,14.729999542236328,16.1299991607666,13787031,2025-05-05
2025-05-12,17.489999771118164,17.489999771118164,17.600000381469727,15.800000190734863,15.899999618530273,11171258,2025-05-12
2025-05-19,19.520000457763672,19.520000457763672,21.420000076293945,17.56999969482422,18.0,43589143,2025-05-19
2025-05-26,22.079999923706055,22.079999923706055,23.489999771118164,19.59000015258789,19.59000015258789,51177210,2025-05-26
2025-06-02,20.739999771118164,20.739999771118164,22.719999313354492,20.25,22.079999923706055,22043802,2025-06-02
2025-06-09,21.5,21.5,22.639999389648438,20.709999084472656,20.84000015258789,25779024,2025-06-09
2025-06-16,19.15999984741211,19.15999984741211,21.489999771118164,18.399999618530273,21.149999618530273,12777865,2025-06-16
2025-06-23,19.229999542236328,19.229999542236328,20.1299991607666,18.309999465942383,18.799999237060547,6434406,2025-06-23
2025-06-30,19.290000915527344,19.290000915527344,19.5,18.600000381469727,19.31999969482422,4890440,2025-06-30
2025-07-07,18.799999237060547,18.799999237060547,19.420000076293945,18.700000762939453,19.350000381469727,4594327,2025-07-07
2025-07-14,18.889999389648438,18.889999389648438,19.200000762939453,18.5,18.860000610351562,1892033,2025-07-14
