Date,Adj Close_PARACABLES.NS,Close_PARACABLES.NS,High_PARACABLES.NS,Low_PARACABLES.NS,Open_PARACABLES.NS,Volume_PARACABLES.NS,Date
2021-03-22,8.300000190734863,8.300000190734863,9.25,8.199999809265137,8.399999618530273,1415919,2021-03-22
2021-03-29,8.5,8.5,8.649999618530273,8.149999618530273,8.300000190734863,545500,2021-03-29
2021-04-05,9.25,9.25,9.5,8.199999809265137,8.75,1261566,2021-04-05
2021-04-12,8.800000190734863,8.800000190734863,9.300000190734863,8.300000190734863,9.300000190734863,540529,2021-04-12
2021-04-19,8.75,8.75,9.149999618530273,8.149999618530273,8.449999809265137,630786,2021-04-19
2021-04-26,9.0,9.0,9.449999809265137,8.75,8.949999809265137,1267596,2021-04-26
2021-05-03,10.199999809265137,10.199999809265137,10.899999618530273,8.649999618530273,9.100000381469727,3778358,2021-05-03
2021-05-10,9.75,9.75,11.199999809265137,9.350000381469727,10.300000190734863,3845376,2021-05-10
2021-05-17,10.75,10.75,11.399999618530273,9.5,10.0,3475248,2021-05-17
2021-05-24,11.600000381469727,11.600000381469727,13.100000381469727,10.800000190734863,10.800000190734863,6718715,2021-05-24
2021-05-31,14.199999809265137,14.199999809265137,14.25,10.850000381469727,11.600000381469727,13729524,2021-05-31
2021-06-07,13.399999618530273,13.399999618530273,15.600000381469727,13.0,14.899999618530273,9121342,2021-06-07
2021-06-14,13.550000190734863,13.550000190734863,14.449999809265137,12.600000381469727,13.800000190734863,6944059,2021-06-14
2021-06-21,15.0,15.0,16.5,13.050000190734863,13.350000381469727,13109707,2021-06-21
2021-06-28,17.25,17.25,17.75,14.449999809265137,15.25,14835175,2021-06-28
2021-07-05,17.399999618530273,17.399999618530273,18.600000381469727,15.600000381469727,17.649999618530273,8569906,2021-07-05
2021-07-12,20.299999237060547,20.299999237060547,24.399999618530273,18.5,18.850000381469727,26170086,2021-07-12
2021-07-19,18.100000381469727,18.100000381469727,21.5,18.100000381469727,19.600000381469727,3636186,2021-07-19
2021-07-26,17.649999618530273,17.649999618530273,18.950000762939453,17.200000762939453,18.100000381469727,2414206,2021-07-26
2021-08-02,16.299999237060547,16.299999237060547,17.899999618530273,15.149999618530273,17.600000381469727,1361723,2021-08-02
2021-08-09,15.350000381469727,15.350000381469727,16.75,13.699999809265137,16.75,1492051,2021-08-09
2021-08-16,12.600000381469727,12.600000381469727,15.75,12.600000381469727,15.5,781101,2021-08-16
2021-08-23,12.199999809265137,12.199999809265137,13.199999809265137,11.399999618530273,13.100000381469727,1327081,2021-08-23
2021-08-30,12.949999809265137,12.949999809265137,12.949999809265137,12.0,12.149999618530273,707301,2021-08-30
2021-09-06,13.5,13.5,14.25,13.050000190734863,13.050000190734863,511912,2021-09-06
2021-09-13,12.800000190734863,12.800000190734863,13.5,12.550000190734863,13.050000190734863,838561,2021-09-13
2021-09-20,12.149999618530273,12.149999618530273,13.399999618530273,12.100000381469727,12.75,750687,2021-09-20
2021-09-27,12.199999809265137,12.199999809265137,12.649999618530273,11.649999618530273,12.449999809265137,598854,2021-09-27
2021-10-04,13.199999809265137,13.199999809265137,14.300000190734863,12.050000190734863,12.350000381469727,992700,2021-10-04
2021-10-11,13.5,13.5,13.649999618530273,12.5,13.199999809265137,1225099,2021-10-11
2021-10-18,12.449999809265137,12.449999809265137,13.850000381469727,12.399999618530273,13.699999809265137,1394491,2021-10-18
2021-10-25,11.449999809265137,11.449999809265137,12.699999809265137,11.300000190734863,12.699999809265137,1254798,2021-10-25
2021-11-01,11.449999809265137,11.449999809265137,12.199999809265137,11.300000190734863,11.300000190734863,563693,2021-11-01
2021-11-08,11.850000381469727,11.850000381469727,12.149999618530273,11.399999618530273,11.649999618530273,898778,2021-11-08
2021-11-15,11.100000381469727,11.100000381469727,12.350000381469727,11.0,12.350000381469727,838970,2021-11-15
2021-11-22,10.600000381469727,10.600000381469727,11.649999618530273,10.5,11.399999618530273,1412810,2021-11-22
2021-11-29,10.449999809265137,10.449999809265137,10.75,9.949999809265137,10.75,1169985,2021-11-29
2021-12-06,13.75,13.75,13.75,10.050000190734863,10.600000381469727,3416304,2021-12-06
2021-12-13,12.199999809265137,12.199999809265137,14.399999618530273,12.0,14.300000190734863,3522644,2021-12-13
2021-12-20,12.949999809265137,12.949999809265137,13.25,11.600000381469727,12.199999809265137,779170,2021-12-20
2021-12-27,13.949999809265137,13.949999809265137,13.949999809265137,12.399999618530273,13.199999809265137,1454075,2021-12-27
2022-01-03,14.0,14.0,15.25,13.25,14.399999618530273,1854638,2022-01-03
2022-01-10,14.75,14.75,16.149999618530273,13.300000190734863,14.350000381469727,2432759,2022-01-10
2022-01-17,13.550000190734863,13.550000190734863,15.25,13.399999618530273,15.0,894426,2022-01-17
2022-01-24,13.899999618530273,13.899999618530273,14.350000381469727,12.350000381469727,13.449999809265137,614574,2022-01-24
2022-01-31,13.399999618530273,13.399999618530273,14.199999809265137,13.0,14.199999809265137,775591,2022-01-31
2022-02-07,12.800000190734863,12.800000190734863,13.699999809265137,12.350000381469727,13.399999618530273,537766,2022-02-07
2022-02-14,12.449999809265137,12.449999809265137,13.050000190734863,11.850000381469727,12.850000381469727,664703,2022-02-14
2022-02-21,11.550000190734863,11.550000190734863,12.449999809265137,10.600000381469727,12.050000190734863,561130,2022-02-21
2022-02-28,12.350000381469727,12.350000381469727,12.550000190734863,11.0,11.449999809265137,549296,2022-02-28
2022-03-07,12.300000190734863,12.300000190734863,12.800000190734863,11.5,12.300000190734863,456801,2022-03-07
2022-03-14,12.199999809265137,12.199999809265137,12.800000190734863,11.800000190734863,12.0,284959,2022-03-14
2022-03-21,11.050000190734863,11.050000190734863,12.5,10.899999618530273,12.199999809265137,753579,2022-03-21
2022-03-28,10.0,10.0,11.600000381469727,9.649999618530273,11.300000190734863,2146876,2022-03-28
2022-04-04,13.199999809265137,13.199999809265137,13.949999809265137,10.199999809265137,10.350000381469727,1305477,2022-04-04
2022-04-11,12.449999809265137,12.449999809265137,13.550000190734863,12.050000190734863,13.25,965600,2022-04-11
2022-04-18,12.800000190734863,12.800000190734863,13.300000190734863,11.350000381469727,12.399999618530273,2268790,2022-04-18
2022-04-25,12.449999809265137,12.449999809265137,13.199999809265137,12.100000381469727,12.699999809265137,956422,2022-04-25
2022-05-02,12.149999618530273,12.149999618530273,13.5,11.800000190734863,12.25,921282,2022-05-02
2022-05-09,10.899999618530273,10.899999618530273,12.149999618530273,10.25,11.75,812547,2022-05-09
2022-05-16,11.399999618530273,11.399999618530273,11.850000381469727,10.649999618530273,11.100000381469727,580809,2022-05-16
2022-05-23,11.0,11.0,11.949999809265137,10.699999809265137,11.949999809265137,478203,2022-05-23
2022-05-30,12.0,12.0,12.350000381469727,11.199999809265137,11.899999618530273,976690,2022-05-30
2022-06-06,11.449999809265137,11.449999809265137,12.199999809265137,11.300000190734863,12.050000190734863,585074,2022-06-06
2022-06-13,10.5,10.5,11.600000381469727,10.399999618530273,11.25,502119,2022-06-13
2022-06-20,10.899999618530273,10.899999618530273,11.899999618530273,9.800000190734863,10.350000381469727,808021,2022-06-20
2022-06-27,10.949999809265137,10.949999809265137,11.399999618530273,10.550000190734863,11.0,305057,2022-06-27
2022-07-04,10.949999809265137,10.949999809265137,11.149999618530273,10.5,10.800000190734863,382114,2022-07-04
2022-07-11,11.0,11.0,12.899999618530273,10.800000190734863,11.050000190734863,720127,2022-07-11
2022-07-18,11.25,11.25,11.550000190734863,11.0,11.0,513914,2022-07-18
2022-07-25,10.850000381469727,10.850000381469727,11.449999809265137,10.75,11.399999618530273,603600,2022-07-25
2022-08-01,11.949999809265137,11.949999809265137,13.149999618530273,10.850000381469727,10.850000381469727,2114548,2022-08-01
2022-08-08,13.149999618530273,13.149999618530273,13.949999809265137,11.800000190734863,11.949999809265137,3598026,2022-08-08
2022-08-15,14.600000381469727,14.600000381469727,14.949999809265137,12.899999618530273,13.149999618530273,3103301,2022-08-15
2022-08-22,16.549999237060547,16.549999237060547,17.350000381469727,14.25,14.899999618530273,8088888,2022-08-22
2022-08-29,23.549999237060547,23.549999237060547,24.299999237060547,15.5,16.100000381469727,17501337,2022-08-29
2022-09-05,20.100000381469727,20.100000381469727,25.5,19.549999237060547,23.5,8640811,2022-09-05
2022-09-12,18.549999237060547,18.549999237060547,20.899999618530273,17.100000381469727,20.25,2954777,2022-09-12
2022-09-19,17.149999618530273,17.149999618530273,18.850000381469727,17.0,18.799999237060547,1442147,2022-09-19
2022-09-26,17.950000762939453,17.950000762939453,18.200000762939453,15.5,17.0,1474527,2022-09-26
2022-10-03,18.0,18.0,18.700000762939453,17.25,17.5,693421,2022-10-03
2022-10-10,16.75,16.75,18.100000381469727,16.25,18.0,849685,2022-10-10
2022-10-17,16.25,16.25,16.950000762939453,16.0,16.75,450712,2022-10-17
2022-10-24,18.149999618530273,18.149999618530273,18.149999618530273,16.049999237060547,16.799999237060547,517585,2022-10-24
2022-10-31,23.149999618530273,23.149999618530273,23.149999618530273,18.149999618530273,18.450000762939453,5497388,2022-10-31
2022-11-07,25.450000762939453,25.450000762939453,28.0,23.600000381469727,24.0,4858224,2022-11-07
2022-11-14,22.149999618530273,22.149999618530273,25.399999618530273,21.299999237060547,24.200000762939453,3375468,2022-11-14
2022-11-21,23.700000762939453,23.700000762939453,25.299999237060547,21.25,22.149999618530273,2446707,2022-11-21
2022-11-28,22.049999237060547,22.049999237060547,23.950000762939453,20.450000762939453,23.25,2816381,2022-11-28
2022-12-05,21.299999237060547,21.299999237060547,22.299999237060547,20.100000381469727,22.200000762939453,1437687,2022-12-05
2022-12-12,27.049999237060547,27.049999237060547,27.049999237060547,22.350000381469727,22.350000381469727,6389303,2022-12-12
2022-12-19,27.450000762939453,27.450000762939453,30.799999237060547,27.149999618530273,28.399999618530273,13065458,2022-12-19
2022-12-26,34.900001525878906,34.900001525878906,34.900001525878906,26.100000381469727,26.100000381469727,5852888,2022-12-26
2023-01-02,44.099998474121094,44.099998474121094,44.20000076293945,34.45000076293945,34.95000076293945,8832295,2023-01-02
2023-01-09,37.95000076293945,37.95000076293945,44.849998474121094,35.150001525878906,44.400001525878906,4405683,2023-01-09
2023-01-16,39.150001525878906,39.150001525878906,42.900001525878906,39.0,39.79999923706055,3689567,2023-01-16
2023-01-23,38.099998474121094,38.099998474121094,41.099998474121094,37.75,39.45000076293945,2399480,2023-01-23
2023-01-30,37.650001525878906,37.650001525878906,39.79999923706055,35.04999923706055,36.20000076293945,3031121,2023-01-30
2023-02-06,35.29999923706055,35.29999923706055,38.0,32.29999923706055,38.0,1550638,2023-02-06
2023-02-13,37.79999923706055,37.79999923706055,38.25,32.599998474121094,35.70000076293945,2389105,2023-02-13
2023-02-20,34.54999923706055,34.54999923706055,38.900001525878906,33.20000076293945,38.5,846665,2023-02-20
2023-02-27,36.0,36.0,36.599998474121094,32.849998474121094,34.54999923706055,2320569,2023-02-27
2023-03-06,36.0,36.0,37.79999923706055,35.95000076293945,36.599998474121094,972295,2023-03-06
2023-03-13,28.799999237060547,28.799999237060547,36.45000076293945,28.299999237060547,36.45000076293945,2775924,2023-03-13
2023-03-20,33.349998474121094,33.349998474121094,34.70000076293945,27.899999618530273,29.700000762939453,2184558,2023-03-20
2023-03-27,31.100000381469727,31.100000381469727,34.0,29.200000762939453,34.0,1445949,2023-03-27
2023-04-03,34.04999923706055,34.04999923706055,34.04999923706055,30.5,31.299999237060547,858023,2023-04-03
2023-04-10,35.20000076293945,35.20000076293945,36.54999923706055,34.0,35.75,3428578,2023-04-10
2023-04-17,34.5,34.5,36.5,33.900001525878906,36.099998474121094,1342185,2023-04-17
2023-04-24,39.75,39.75,39.75,32.849998474121094,32.849998474121094,4225250,2023-04-24
2023-05-01,38.54999923706055,38.54999923706055,41.70000076293945,38.0,39.75,3184572,2023-05-01
2023-05-08,38.45000076293945,38.45000076293945,39.849998474121094,37.150001525878906,39.79999923706055,1638000,2023-05-08
2023-05-15,37.70000076293945,37.70000076293945,42.25,37.650001525878906,38.45000076293945,4029511,2023-05-15
2023-05-22,39.20000076293945,39.20000076293945,40.349998474121094,35.849998474121094,37.04999923706055,2790625,2023-05-22
2023-05-29,38.150001525878906,38.150001525878906,40.0,37.5,39.75,1005534,2023-05-29
2023-06-05,36.599998474121094,36.599998474121094,39.45000076293945,36.45000076293945,38.599998474121094,1674385,2023-06-05
2023-06-12,36.099998474121094,36.099998474121094,37.349998474121094,34.150001525878906,36.650001525878906,1858656,2023-06-12
2023-06-19,36.54999923706055,36.54999923706055,39.0,36.150001525878906,37.29999923706055,2340477,2023-06-19
2023-06-26,35.20000076293945,35.20000076293945,36.95000076293945,34.400001525878906,36.0,1240327,2023-06-26
2023-07-03,35.599998474121094,35.599998474121094,36.599998474121094,34.900001525878906,35.79999923706055,1244647,2023-07-03
2023-07-10,34.650001525878906,34.650001525878906,36.5,34.150001525878906,36.29999923706055,3272150,2023-07-10
2023-07-17,40.0,40.0,40.0,34.650001525878906,34.650001525878906,6967029,2023-07-17
2023-07-24,37.849998474121094,37.849998474121094,43.900001525878906,37.099998474121094,42.0,5970369,2023-07-24
2023-07-31,45.599998474121094,45.599998474121094,45.599998474121094,38.349998474121094,38.5,5749442,2023-07-31
2023-08-07,48.650001525878906,48.650001525878906,51.5,47.099998474121094,47.849998474121094,15275667,2023-08-07
2023-08-14,53.45000076293945,53.45000076293945,57.75,47.25,49.29999923706055,12564479,2023-08-14
2023-08-21,54.29999923706055,54.29999923706055,56.5,51.20000076293945,52.099998474121094,5642937,2023-08-21
2023-08-28,59.95000076293945,59.95000076293945,61.900001525878906,54.5,55.45000076293945,3477406,2023-08-28
2023-09-04,76.1500015258789,76.1500015258789,76.25,60.0,60.5,6978741,2023-09-04
2023-09-11,67.55000305175781,67.55000305175781,76.0,62.650001525878906,75.0,3582646,2023-09-11
2023-09-18,65.9000015258789,65.9000015258789,70.9000015258789,62.25,67.55000305175781,2160559,2023-09-18
2023-09-25,62.95000076293945,62.95000076293945,68.9000015258789,62.04999923706055,65.9000015258789,1418012,2023-09-25
2023-10-02,63.29999923706055,63.29999923706055,66.5,57.04999923706055,62.95000076293945,1800889,2023-10-02
2023-10-09,62.900001525878906,62.900001525878906,64.5999984741211,59.20000076293945,62.0,1645107,2023-10-09
2023-10-16,59.54999923706055,59.54999923706055,64.5999984741211,59.04999923706055,63.099998474121094,2537406,2023-10-16
2023-10-23,56.599998474121094,56.599998474121094,60.0,51.5,59.54999923706055,2195234,2023-10-23
2023-10-30,64.0999984741211,64.0999984741211,64.0999984741211,54.5,56.150001525878906,1491130,2023-10-30
2023-11-06,64.05000305175781,64.05000305175781,68.5,61.75,65.69999694824219,2179619,2023-11-06
2023-11-13,62.099998474121094,62.099998474121094,66.5,61.20000076293945,64.94999694824219,1551241,2023-11-13
2023-11-20,62.29999923706055,62.29999923706055,64.0,60.5,61.599998474121094,976219,2023-11-20
2023-11-27,63.04999923706055,63.04999923706055,68.0,62.04999923706055,62.29999923706055,2520112,2023-11-27
2023-12-04,68.5999984741211,68.5999984741211,68.5999984741211,61.75,64.69999694824219,4239678,2023-12-04
2023-12-11,78.5999984741211,78.5999984741211,86.6500015258789,70.30000305175781,71.94999694824219,13547296,2023-12-11
2023-12-18,92.0999984741211,92.0999984741211,92.0999984741211,78.75,78.75,10238073,2023-12-18
2023-12-25,88.1500015258789,88.1500015258789,96.3499984741211,87.0,92.0999984741211,5045625,2023-12-25
2024-01-01,96.6500015258789,96.6500015258789,98.5,84.0999984741211,88.69999694824219,6383097,2024-01-01
2024-01-08,92.0,92.0,98.4000015258789,89.8499984741211,97.25,4624133,2024-01-08
2024-01-15,106.3499984741211,106.3499984741211,106.3499984741211,90.0,91.0,5914030,2024-01-15
2024-01-22,110.05000305175781,110.05000305175781,116.8499984741211,102.5,106.3499984741211,3841509,2024-01-22
2024-01-29,106.0999984741211,106.0999984741211,115.55000305175781,101.5,115.5,8091437,2024-01-29
2024-02-05,96.4000015258789,96.4000015258789,112.0999984741211,96.4000015258789,111.4000015258789,7618476,2024-02-05
2024-02-12,90.30000305175781,90.30000305175781,98.0999984741211,84.05000305175781,97.3499984741211,6579123,2024-02-12
2024-02-19,88.75,88.75,91.9000015258789,84.5,91.44999694824219,4767289,2024-02-19
2024-02-26,82.69999694824219,82.69999694824219,90.80000305175781,81.30000305175781,89.0,3596732,2024-02-26
2024-03-04,82.8499984741211,82.8499984741211,82.8499984741211,75.69999694824219,79.9000015258789,4756865,2024-03-04
2024-03-11,64.44999694824219,64.44999694824219,82.30000305175781,64.44999694824219,79.5999984741211,7419622,2024-03-11
2024-03-18,69.55000305175781,69.55000305175781,69.55000305175781,62.75,63.20000076293945,5404856,2024-03-18
2024-03-25,67.05000305175781,67.05000305175781,76.44999694824219,66.75,69.55000305175781,5445462,2024-03-25
2024-04-01,87.1500015258789,87.1500015258789,89.1500015258789,68.1500015258789,69.5999984741211,11446529,2024-04-01
2024-04-08,84.6500015258789,84.6500015258789,95.94999694824219,83.4000015258789,91.0,7117561,2024-04-08
2024-04-15,78.75,78.75,83.94999694824219,77.44999694824219,80.0,3268355,2024-04-15
2024-04-22,77.80000305175781,77.80000305175781,82.4000015258789,76.3499984741211,82.4000015258789,1988549,2024-04-22
2024-04-29,74.5999984741211,74.5999984741211,78.94999694824219,71.25,78.0999984741211,2179302,2024-04-29
2024-05-06,71.4000015258789,71.4000015258789,75.5,65.69999694824219,74.5999984741211,1834237,2024-05-06
2024-05-13,73.05000305175781,73.05000305175781,75.5999984741211,70.6500015258789,71.55000305175781,1608275,2024-05-13
2024-05-20,81.05000305175781,81.05000305175781,82.69999694824219,71.44999694824219,72.0999984741211,2417386,2024-05-20
2024-05-27,78.55000305175781,78.55000305175781,87.0,76.80000305175781,85.0999984741211,4166824,2024-05-27
2024-06-03,76.8499984741211,76.8499984741211,81.5999984741211,68.44999694824219,80.80000305175781,3125161,2024-06-03
2024-06-10,74.86000061035156,74.86000061035156,78.98999786376953,72.11000061035156,78.5999984741211,2765240,2024-06-10
2024-06-17,72.31999969482422,72.31999969482422,76.0999984741211,71.75,74.86000061035156,1842205,2024-06-17
2024-06-24,73.20999908447266,73.20999908447266,73.94999694824219,70.25,72.19000244140625,1775457,2024-06-24
2024-07-01,82.77999877929688,82.77999877929688,82.77999877929688,70.9000015258789,73.0,3969138,2024-07-01
2024-07-08,73.16000366210938,73.16000366210938,84.9800033569336,73.0999984741211,84.4000015258789,4288479,2024-07-08
2024-07-15,72.81999969482422,72.81999969482422,76.80999755859375,69.5,72.01000213623047,4404153,2024-07-15
2024-07-22,75.16000366210938,75.16000366210938,76.83000183105469,69.19999694824219,73.11000061035156,4591494,2024-07-22
2024-07-29,78.7699966430664,78.7699966430664,82.5999984741211,75.5,76.5999984741211,13358699,2024-07-29
2024-08-05,80.41999816894531,80.41999816894531,87.5999984741211,72.30999755859375,76.0,19198242,2024-08-05
2024-08-12,79.5999984741211,79.5999984741211,86.7300033569336,78.30000305175781,81.25,9011805,2024-08-12
2024-08-19,81.2699966430664,81.2699966430664,83.0999984741211,77.69000244140625,80.5,9059191,2024-08-19
2024-08-26,88.79000091552734,88.79000091552734,92.8499984741211,81.5,82.0999984741211,42427669,2024-08-26
2024-09-02,89.86000061035156,89.86000061035156,95.0,87.05999755859375,90.5,43399389,2024-09-02
2024-09-09,94.79000091552734,94.79000091552734,98.69999694824219,86.0199966430664,90.5,54187156,2024-09-09
2024-09-16,93.12000274658203,93.12000274658203,100.62999725341797,90.5,96.0,33460037,2024-09-16
2024-09-23,86.76000213623047,86.76000213623047,95.91000366210938,86.16999816894531,93.83999633789062,13261708,2024-09-23
2024-09-30,79.66000366210938,79.66000366210938,90.1500015258789,79.0,86.75,15557679,2024-09-30
2024-10-07,79.0199966430664,79.0199966430664,82.23999786376953,74.91000366210938,80.5,12903045,2024-10-07
2024-10-14,75.52999877929688,75.52999877929688,82.0,74.0,79.19999694824219,7266396,2024-10-14
2024-10-21,67.80999755859375,67.80999755859375,76.6500015258789,67.02999877929688,75.9800033569336,10015650,2024-10-21
2024-10-28,73.9800033569336,73.9800033569336,75.76000213623047,67.01000213623047,69.0,8807658,2024-10-28
2024-11-04,71.52999877929688,71.52999877929688,75.88999938964844,70.69999694824219,74.26000213623047,5712002,2024-11-04
2024-11-11,67.36000061035156,67.36000061035156,72.55000305175781,65.69999694824219,71.25,4623869,2024-11-11
2024-11-18,66.80999755859375,66.80999755859375,68.9000015258789,64.5,68.5,4513847,2024-11-18
2024-11-25,71.83999633789062,71.83999633789062,72.44999694824219,67.9000015258789,69.0,4821418,2024-11-25
2024-12-02,76.63999938964844,76.63999938964844,78.38999938964844,67.5,71.01000213623047,11242540,2024-12-02
2024-12-09,80.0199966430664,80.0199966430664,85.94999694824219,74.3499984741211,77.0,19942187,2024-12-09
2024-12-16,84.91000366210938,84.91000366210938,90.0999984741211,81.02999877929688,81.5,24964023,2024-12-16
2024-12-23,80.86000061035156,80.86000061035156,87.75,80.5,86.41000366210938,9221303,2024-12-23
2024-12-30,85.5,85.5,87.30000305175781,80.80000305175781,81.0,12197845,2024-12-30
2025-01-06,78.44999694824219,78.44999694824219,86.25,75.9000015258789,85.8499984741211,11307664,2025-01-06
2025-01-13,76.88999938964844,76.88999938964844,78.12000274658203,72.4800033569336,77.73999786376953,5656697,2025-01-13
2025-01-20,70.4000015258789,70.4000015258789,77.4000015258789,70.0,76.75,4706959,2025-01-20
2025-01-27,69.23999786376953,69.23999786376953,73.38999938964844,63.61000061035156,70.0,6969147,2025-01-27
2025-02-03,67.68000030517578,67.68000030517578,71.5999984741211,61.15999984741211,63.0,10059611,2025-02-03
2025-02-10,59.86000061035156,59.86000061035156,68.73999786376953,59.29999923706055,67.69000244140625,6479900,2025-02-10
2025-02-17,64.05000305175781,64.05000305175781,64.8499984741211,55.47999954223633,60.0099983215332,5150523,2025-02-17
2025-02-24,53.79999923706055,53.79999923706055,65.08000183105469,53.5,64.5999984741211,5152332,2025-02-24
2025-03-03,57.08000183105469,57.08000183105469,58.25,49.970001220703125,54.0099983215332,7523538,2025-03-03
2025-03-10,51.0,51.0,57.349998474121094,50.599998474121094,56.70000076293945,4364204,2025-03-10
2025-03-17,55.650001525878906,55.650001525878906,57.5,50.0099983215332,51.4900016784668,7365876,2025-03-17
2025-03-24,49.400001525878906,49.400001525878906,57.400001525878906,47.900001525878906,56.18000030517578,13913939,2025-03-24
2025-03-31,49.66999816894531,49.66999816894531,52.20000076293945,49.04999923706055,49.400001525878906,4598308,2025-03-31
2025-04-07,48.560001373291016,48.560001373291016,49.400001525878906,44.099998474121094,45.0,3551859,2025-04-07
2025-04-14,51.619998931884766,51.619998931884766,52.849998474121094,48.560001373291016,48.560001373291016,2766416,2025-04-14
2025-04-21,51.279998779296875,51.279998779296875,55.290000915527344,50.810001373291016,51.66999816894531,5665765,2025-04-21
2025-04-28,48.599998474121094,48.599998474121094,52.29999923706055,48.11000061035156,51.29999923706055,3180610,2025-04-28
2025-05-05,46.97999954223633,46.97999954223633,51.56999969482422,45.0099983215332,48.20000076293945,4651765,2025-05-05
2025-05-12,57.2599983215332,57.2599983215332,57.959999084472656,48.70000076293945,49.0,13203873,2025-05-12
2025-05-19,53.70000076293945,53.70000076293945,62.5,53.150001525878906,57.70000076293945,16928468,2025-05-19
2025-05-26,54.40999984741211,54.40999984741211,55.0,53.15999984741211,53.97999954223633,5288720,2025-05-26
2025-06-02,54.459999084472656,54.459999084472656,56.66999816894531,53.7599983215332,54.29999923706055,5338770,2025-06-02
2025-06-09,53.470001220703125,53.470001220703125,58.5,52.43000030517578,54.72999954223633,6505068,2025-06-09
2025-06-16,54.25,54.25,57.59000015258789,51.77000045776367,53.11000061035156,6930807,2025-06-16
2025-06-23,56.209999084472656,56.209999084472656,58.709999084472656,53.40999984741211,54.0,5164631,2025-06-23
