Date,Adj Close_OSWALSEEDS.NS,Close_OSWALSEEDS.NS,High_OSWALSEEDS.NS,Low_OSWALSEEDS.NS,Open_OSWALSEEDS.NS,Volume_OSWALSEEDS.NS,Date
2021-06-28,6.974999904632568,6.974999904632568,6.983333110809326,6.199999809265137,6.199999809265137,288000,2021-06-28
2021-07-05,7.466666221618652,7.466666221618652,7.5,6.974999904632568,6.974999904632568,192000,2021-07-05
2021-07-12,7.133333206176758,7.133333206176758,7.574999809265137,7.091666221618652,7.466666221618652,384000,2021-07-12
2021-07-19,7.3333330154418945,7.3333330154418945,7.3333330154418945,7.133333206176758,7.133333206176758,24000,2021-07-19
2021-07-26,7.308332920074463,7.308332920074463,7.3333330154418945,6.625,7.3333330154418945,72000,2021-07-26
2021-08-02,6.933332920074463,6.933332920074463,7.308332920074463,6.933332920074463,7.308332920074463,72000,2021-08-02
2021-08-09,6.933332920074463,6.933332920074463,6.933332920074463,6.591666221618652,6.933332920074463,96000,2021-08-09
2021-08-16,6.733333110809326,6.733333110809326,6.933332920074463,6.599999904632568,6.599999904632568,144000,2021-08-16
2021-08-23,6.0833330154418945,6.0833330154418945,6.733333110809326,6.0833330154418945,6.733333110809326,72000,2021-08-23
2021-08-30,5.933332920074463,5.933332920074463,6.0833330154418945,5.783332824707031,6.0833330154418945,120000,2021-08-30
2021-09-06,5.933332920074463,5.933332920074463,5.933332920074463,5.933332920074463,5.933332920074463,0,2021-09-06
2021-09-13,5.099999904632568,5.099999904632568,5.933332920074463,5.099999904632568,5.933332920074463,792000,2021-09-13
2021-09-20,5.891665935516357,5.891665935516357,5.891665935516357,5.099999904632568,5.099999904632568,72000,2021-09-20
2021-09-27,6.183332920074463,6.183332920074463,6.183332920074463,5.891665935516357,5.891665935516357,24000,2021-09-27
2021-10-04,6.574999809265137,6.574999809265137,6.666666030883789,5.875,6.183332920074463,120000,2021-10-04
2021-10-11,6.8333330154418945,6.8333330154418945,6.8333330154418945,6.25,6.574999809265137,48000,2021-10-11
2021-10-18,6.8333330154418945,6.8333330154418945,6.8333330154418945,6.816666126251221,6.816666126251221,96000,2021-10-18
2021-10-25,8.100000381469727,8.100000381469727,8.100000381469727,6.650000095367432,7.0,264000,2021-10-25
2021-11-01,9.766666412353516,9.766666412353516,9.766666412353516,8.166666030883789,8.166666030883789,360000,2021-11-01
2021-11-08,9.774999618530273,9.774999618530273,9.774999618530273,9.283332824707031,9.766666412353516,72000,2021-11-08
2021-11-15,9.774999618530273,9.774999618530273,9.774999618530273,9.774999618530273,9.774999618530273,0,2021-11-15
2021-11-22,8.949999809265137,8.949999809265137,9.466666221618652,8.949999809265137,9.458333015441895,408000,2021-11-22
2021-11-29,8.949999809265137,8.949999809265137,8.949999809265137,8.949999809265137,8.949999809265137,0,2021-11-29
2021-12-06,7.5,7.5,7.525000095367432,7.150000095367432,7.5,120000,2021-12-06
2021-12-13,7.5,7.5,7.5,7.5,7.5,0,2021-12-13
2021-12-20,7.849999904632568,7.849999904632568,7.849999904632568,7.416666030883789,7.5,96000,2021-12-20
2021-12-27,7.0,7.0,7.5,7.0,7.5,120000,2021-12-27
2022-01-03,7.0,7.0,7.0,7.0,7.0,0,2022-01-03
2022-01-10,7.908332824707031,7.908332824707031,7.908332824707031,7.0,7.0,48000,2022-01-10
2022-01-17,10.066665649414062,10.066665649414062,10.066665649414062,8.300000190734863,8.300000190734863,144000,2022-01-17
2022-01-24,12.216666221618652,12.216666221618652,12.216666221618652,10.566665649414062,10.566665649414062,192000,2022-01-24
2022-01-31,13.166666030883789,13.166666030883789,13.333333015441895,12.333333015441895,12.333333015441895,288000,2022-01-31
2022-02-07,13.666666030883789,13.666666030883789,13.816665649414062,13.166666030883789,13.166666030883789,192000,2022-02-07
2022-02-14,16.16666603088379,16.16666603088379,16.25,13.5,13.5,192000,2022-02-14
2022-02-21,16.483333587646484,16.483333587646484,16.5,16.16666603088379,16.16666603088379,48000,2022-02-21
2022-02-28,15.808333396911621,15.808333396911621,16.633333206176758,15.808333396911621,16.483333587646484,168000,2022-02-28
2022-03-07,13.566665649414062,13.566665649414062,15.808333396911621,13.566665649414062,15.808333396911621,48000,2022-03-07
2022-03-14,11.641666412353516,11.641666412353516,12.891666412353516,11.641666412353516,12.891666412353516,72000,2022-03-14
2022-03-21,9.991665840148926,9.991665840148926,11.066665649414062,9.991665840148926,11.066665649414062,72000,2022-03-21
2022-03-28,9.5,9.5,9.5,9.5,9.5,24000,2022-03-28
2022-04-04,9.800000190734863,9.800000190734863,9.800000190734863,9.583333015441895,9.583333015441895,72000,2022-04-04
2022-04-11,9.833333015441895,9.833333015441895,10.083333015441895,9.833333015441895,10.083333015441895,48000,2022-04-11
2022-04-18,10.583333015441895,10.583333015441895,10.583333015441895,10.0,10.0,96000,2022-04-18
2022-04-25,12.0,12.0,12.0,10.816665649414062,10.816665649414062,96000,2022-04-25
2022-05-02,12.5,12.5,12.5,12.166666030883789,12.166666030883789,72000,2022-05-02
2022-05-09,14.416666030883789,14.416666030883789,14.416666030883789,12.833333015441895,12.833333015441895,192000,2022-05-09
2022-05-16,15.0,15.0,15.0,14.416666030883789,14.416666030883789,72000,2022-05-16
2022-05-23,15.791666030883789,15.791666030883789,15.791666030883789,15.0,15.0,96000,2022-05-23
2022-05-30,17.0,17.0,17.0,15.791666030883789,15.791666030883789,24000,2022-05-30
2022-06-06,16.333332061767578,16.333332061767578,17.16666603088379,16.333332061767578,17.0,48000,2022-06-06
2022-06-13,13.308333396911621,13.308333396911621,16.333332061767578,13.308333396911621,16.333332061767578,192000,2022-06-13
2022-06-20,12.350000381469727,12.350000381469727,13.916666030883789,12.024999618530273,12.649999618530273,264000,2022-06-20
2022-06-27,14.241665840148926,14.241665840148926,14.241665840148926,12.941665649414062,12.941665649414062,96000,2022-06-27
2022-07-04,14.666666030883789,14.666666030883789,14.666666030883789,14.666666030883789,14.666666030883789,48000,2022-07-04
2022-07-11,14.666666030883789,14.666666030883789,14.666666030883789,14.666666030883789,14.666666030883789,0,2022-07-11
2022-07-18,15.399999618530273,15.399999618530273,15.399999618530273,15.399999618530273,15.399999618530273,144000,2022-07-18
2022-07-25,16.833332061767578,16.833332061767578,16.833332061767578,14.583333015441895,15.333333015441895,204000,2022-07-25
2022-08-01,17.66666603088379,17.66666603088379,18.583332061767578,16.466665267944336,17.0,420000,2022-08-01
2022-08-08,18.04166603088379,18.04166603088379,18.758333206176758,17.200000762939453,18.133333206176758,300000,2022-08-08
2022-08-15,15.899999618530273,15.899999618530273,18.04166603088379,15.866665840148926,18.04166603088379,240000,2022-08-15
2022-08-22,13.833333015441895,13.833333015441895,15.666666030883789,13.833333015441895,15.666666030883789,144000,2022-08-22
2022-08-29,14.0,14.0,14.0,12.5,13.141666412353516,540000,2022-08-29
2022-09-05,16.758333206176758,16.758333206176758,16.79166603088379,13.758333206176758,14.5,936000,2022-09-05
2022-09-12,20.649999618530273,20.649999618530273,20.649999618530273,16.600000381469727,16.758333206176758,948000,2022-09-12
2022-09-19,22.950000762939453,22.950000762939453,23.083332061767578,20.66666603088379,21.28333282470703,2268000,2022-09-19
2022-09-26,25.316665649414062,25.316665649414062,25.90833282470703,22.174999237060547,22.174999237060547,2472000,2022-09-26
2022-10-03,29.225000381469727,29.225000381469727,29.66666603088379,24.674999237060547,25.333332061767578,2208000,2022-10-03
2022-10-10,31.25,31.25,31.66666603088379,28.833332061767578,29.991666793823242,2928000,2022-10-10
2022-10-17,32.90833282470703,32.90833282470703,33.5,28.78333282470703,31.833332061767578,3516000,2022-10-17
2022-10-24,31.049999237060547,31.049999237060547,34.29999923706055,31.049999237060547,34.0,1104000,2022-10-24
2022-10-31,29.16666603088379,29.16666603088379,31.308332443237305,27.16666603088379,31.208332061767578,984000,2022-10-31
2022-11-07,33.275001525878906,33.275001525878906,33.40833282470703,29.25,29.333332061767578,1008000,2022-11-07
2022-11-14,38.31666564941406,38.31666564941406,39.0,33.59166717529297,33.83333206176758,1212000,2022-11-14
2022-11-21,37.650001525878906,37.650001525878906,39.916664123535156,34.59166717529297,37.666664123535156,2328000,2022-11-21
2022-11-28,39.150001525878906,39.150001525878906,39.75,37.666664123535156,38.20833206176758,516000,2022-11-28
2022-12-05,38.666664123535156,38.666664123535156,39.666664123535156,35.70000076293945,39.5,492000,2022-12-05
2022-12-12,36.666664123535156,36.666664123535156,39.891666412353516,36.166664123535156,36.17499923706055,576000,2022-12-12
2022-12-19,34.641666412353516,34.641666412353516,38.79999923706055,34.133331298828125,37.45000076293945,1572000,2022-12-19
2022-12-26,39.67499923706055,39.67499923706055,39.67499923706055,33.33333206176758,33.33333206176758,480000,2022-12-26
2023-01-02,39.150001525878906,39.150001525878906,40.08333206176758,35.92499923706055,39.849998474121094,264000,2023-01-02
2023-01-09,39.33333206176758,39.33333206176758,39.70833206176758,37.5,39.69166564941406,396000,2023-01-09
2023-01-16,41.84166717529297,41.84166717529297,42.07500076293945,37.5,37.5,969000,2023-01-16
2023-01-23,46.733333587646484,46.733333587646484,50.0,43.0,43.291664123535156,1077000,2023-01-23
2023-01-30,45.33333206176758,45.33333206176758,46.84166717529297,43.59166717529297,45.18333435058594,384000,2023-01-30
2023-02-06,54.15833282470703,54.15833282470703,54.15833282470703,45.166664123535156,46.33333206176758,684000,2023-02-06
2023-02-13,57.83333206176758,57.83333206176758,59.0,52.508331298828125,55.0,597000,2023-02-13
2023-02-20,59.53333282470703,59.53333282470703,59.875,56.008331298828125,58.33333206176758,543000,2023-02-20
2023-02-27,58.900001525878906,58.900001525878906,66.5,58.900001525878906,62.5,2517240,2023-02-27
2023-03-06,55.19166564941406,55.19166564941406,58.608333587646484,53.166664123535156,56.0,633642,2023-03-06
2023-03-13,54.24166488647461,54.24166488647461,58.5,53.641666412353516,57.416664123535156,306750,2023-03-13
2023-03-20,53.42499923706055,53.42499923706055,56.666664123535156,52.166664123535156,55.625,299190,2023-03-20
2023-03-27,54.125,54.125,55.166664123535156,51.541664123535156,53.93333435058594,195834,2023-03-27
2023-04-03,58.95000076293945,58.95000076293945,58.99166488647461,53.99166488647461,55.0,274266,2023-04-03
2023-04-10,63.29999923706055,63.29999923706055,66.5,57.483333587646484,61.608333587646484,446268,2023-04-10
2023-04-17,61.391666412353516,61.391666412353516,63.71666717529297,58.33333206176758,62.666664123535156,526848,2023-04-17
2023-04-24,65.41666412353516,65.41666412353516,67.33333587646484,60.150001525878906,63.0,717222,2023-04-24
2023-05-01,63.70000076293945,63.70000076293945,68.16666412353516,63.5,65.41666412353516,270636,2023-05-01
2023-05-08,61.94166564941406,61.94166564941406,65.0,60.83333206176758,64.63333129882812,227814,2023-05-08
2023-05-15,59.016666412353516,59.016666412353516,65.66666412353516,57.258331298828125,63.18333435058594,447024,2023-05-15
2023-05-22,62.483333587646484,62.483333587646484,64.16666412353516,57.59166717529297,59.016666412353516,464820,2023-05-22
2023-05-29,65.09166717529297,65.09166717529297,70.89166259765625,60.266666412353516,63.61666488647461,907842,2023-05-29
2023-06-05,61.891666412353516,61.891666412353516,69.66666412353516,61.18333435058594,69.66666412353516,553656,2023-06-05
2023-06-12,60.95833206176758,60.95833206176758,65.11666870117188,58.33333206176758,62.0,483234,2023-06-12
2023-06-19,59.75,59.75,63.31666564941406,59.008331298828125,60.95833206176758,353958,2023-06-19
2023-06-26,60.81666564941406,60.81666564941406,61.666664123535156,59.099998474121094,59.75,258174,2023-06-26
2023-07-03,58.391666412353516,58.391666412353516,62.666664123535156,55.69166564941406,62.666664123535156,469944,2023-07-03
2023-07-10,56.233333587646484,56.233333587646484,58.733333587646484,53.483333587646484,58.33333206176758,455124,2023-07-10
2023-07-17,55.80833435058594,55.80833435058594,59.79999923706055,55.0,59.79999923706055,326226,2023-07-17
2023-07-24,56.349998474121094,56.349998474121094,56.775001525878906,53.349998474121094,55.83333206176758,366666,2023-07-24
2023-07-31,54.541664123535156,54.541664123535156,63.166664123535156,49.43333435058594,56.46666717529297,472332,2023-07-31
2023-08-07,55.05833435058594,55.05833435058594,56.33333206176758,51.28333282470703,55.19166564941406,389940,2023-08-07
2023-08-14,56.95833206176758,56.95833206176758,62.041664123535156,54.166664123535156,54.166664123535156,895888,2023-08-14
2023-08-21,52.33333206176758,52.33333206176758,57.166664123535156,47.0,57.166664123535156,727514,2023-08-21
2023-08-28,49.58333206176758,49.58333206176758,56.166664123535156,48.75,52.416664123535156,776818,2023-08-28
2023-09-04,46.791664123535156,46.791664123535156,52.666664123535156,45.83333206176758,50.791664123535156,1414079,2023-09-04
2023-09-11,55.125,55.125,56.541664123535156,46.291664123535156,48.666664123535156,1910921,2023-09-11
2023-09-18,59.041664123535156,59.041664123535156,61.166664123535156,54.25,55.125,1345723,2023-09-18
2023-09-25,58.83333206176758,58.83333206176758,60.416664123535156,56.875,60.0,835924,2023-09-25
2023-10-02,56.791664123535156,56.791664123535156,60.33333206176758,54.791664123535156,58.83333206176758,388196,2023-10-02
2023-10-09,60.166664123535156,60.166664123535156,60.83333206176758,53.70833206176758,56.666664123535156,844124,2023-10-09
2023-10-16,55.916664123535156,55.916664123535156,60.416664123535156,55.0,60.0,622530,2023-10-16
2023-10-23,54.95833206176758,54.95833206176758,56.791664123535156,50.625,55.25,151397,2023-10-23
2023-10-30,54.666664123535156,54.666664123535156,58.75,53.875,54.95833206176758,139791,2023-10-30
2023-11-06,57.58333206176758,57.58333206176758,58.75,53.0,55.0,617777,2023-11-06
2023-11-13,52.33333206176758,52.33333206176758,58.33333206176758,51.58333206176758,58.33333206176758,290497,2023-11-13
2023-11-20,52.791664123535156,52.791664123535156,54.58333206176758,49.916664123535156,52.5,292286,2023-11-20
2023-11-27,51.5,51.5,53.25,50.08333206176758,52.791664123535156,141340,2023-11-27
2023-12-04,50.95833206176758,50.95833206176758,53.0,50.125,53.0,172049,2023-12-04
2023-12-11,52.20833206176758,52.20833206176758,55.83333206176758,51.625,52.5,559762,2023-12-11
2023-12-18,50.375,50.375,54.58333206176758,48.416664123535156,52.20833206176758,329457,2023-12-18
2023-12-25,47.291664123535156,47.291664123535156,51.166664123535156,46.25,50.375,723081,2023-12-25
2024-01-01,48.45833206176758,48.45833206176758,49.625,45.0,47.70833206176758,759771,2024-01-01
2024-01-08,43.5,43.5,49.5,41.45833206176758,49.5,1956655,2024-01-08
2024-01-15,41.5,41.5,43.75,39.25,43.5,1565483,2024-01-15
2024-01-22,42.95833206176758,42.95833206176758,44.58333206176758,41.5,41.5,543679,2024-01-22
2024-01-29,48.54999923706055,48.54999923706055,52.099998474121094,42.166664123535156,43.33333206176758,2201657,2024-01-29
2024-02-05,45.04999923706055,45.04999923706055,48.54999923706055,44.5,48.54999923706055,476451,2024-02-05
2024-02-12,44.75,44.75,47.5,42.04999923706055,45.75,499110,2024-02-12
2024-02-19,41.150001525878906,41.150001525878906,44.70000076293945,40.0,44.099998474121094,944672,2024-02-19
2024-02-26,40.349998474121094,40.349998474121094,43.79999923706055,38.70000076293945,42.0,1897110,2024-02-26
2024-03-04,38.5,38.5,42.0,37.900001525878906,42.0,417453,2024-03-04
2024-03-11,37.04999923706055,37.04999923706055,38.5,29.600000381469727,38.0,996789,2024-03-11
2024-03-18,35.400001525878906,35.400001525878906,38.45000076293945,34.54999923706055,35.650001525878906,254480,2024-03-18
2024-03-25,29.100000381469727,29.100000381469727,35.650001525878906,26.75,35.400001525878906,920293,2024-03-25
2024-04-01,36.650001525878906,36.650001525878906,36.75,29.5,30.0,2485936,2024-04-01
2024-04-08,35.95000076293945,35.95000076293945,39.5,33.599998474121094,37.20000076293945,2086125,2024-04-08
2024-04-15,29.299999237060547,29.299999237060547,35.0,29.299999237060547,34.20000076293945,275074,2024-04-15
2024-04-22,31.200000762939453,31.200000762939453,32.54999923706055,26.549999237060547,27.850000381469727,722029,2024-04-22
2024-04-29,30.5,30.5,31.799999237060547,29.5,31.799999237060547,207670,2024-04-29
2024-05-06,28.75,28.75,30.700000762939453,27.5,30.399999618530273,208335,2024-05-06
2024-05-13,28.350000381469727,28.350000381469727,29.200000762939453,27.5,28.799999237060547,101900,2024-05-13
2024-05-20,27.450000762939453,27.450000762939453,28.850000381469727,27.0,28.350000381469727,182962,2024-05-20
2024-05-27,25.600000381469727,25.600000381469727,28.200000762939453,24.950000762939453,28.0,190713,2024-05-27
2024-06-03,25.899999618530273,25.899999618530273,26.75,23.25,25.600000381469727,202300,2024-06-03
2024-06-10,26.8700008392334,26.8700008392334,27.0,25.049999237060547,26.450000762939453,172093,2024-06-10
2024-06-17,27.100000381469727,27.100000381469727,27.229999542236328,25.700000762939453,26.889999389648438,310400,2024-06-17
2024-06-24,27.040000915527344,27.040000915527344,28.979999542236328,26.0,27.100000381469727,647432,2024-06-24
2024-07-01,26.489999771118164,26.489999771118164,28.139999389648438,25.899999618530273,27.799999237060547,209385,2024-07-01
2024-07-08,25.799999237060547,25.799999237060547,27.0,25.270000457763672,26.479999542236328,267738,2024-07-08
2024-07-15,25.229999542236328,25.229999542236328,27.5,24.75,27.399999618530273,259611,2024-07-15
2024-07-22,27.809999465942383,27.809999465942383,29.700000762939453,23.649999618530273,24.200000762939453,2504069,2024-07-22
2024-07-29,26.549999237060547,26.549999237060547,29.06999969482422,26.040000915527344,29.0,667049,2024-07-29
2024-08-05,26.690000534057617,26.690000534057617,27.399999618530273,25.450000762939453,25.450000762939453,332684,2024-08-05
2024-08-12,25.420000076293945,25.420000076293945,26.690000534057617,25.010000228881836,26.690000534057617,208943,2024-08-12
2024-08-19,38.06999969482422,38.06999969482422,40.58000183105469,25.149999618530273,25.399999618530273,23066548,2024-08-19
2024-08-26,36.560001373291016,36.560001373291016,40.79999923706055,30.799999237060547,38.20000076293945,26360382,2024-08-26
2024-09-02,31.459999084472656,31.459999084472656,37.939998626708984,31.100000381469727,36.599998474121094,14616640,2024-09-02
2024-09-09,26.889999389648438,26.889999389648438,30.700000762939453,24.31999969482422,30.1200008392334,1535934,2024-09-09
2024-09-16,27.329999923706055,27.329999923706055,30.0,27.0,28.0,1258060,2024-09-16
2024-09-23,24.989999771118164,24.989999771118164,27.989999771118164,24.799999237060547,27.0,815580,2024-09-23
2024-09-30,25.18000030517578,25.18000030517578,26.799999237060547,24.010000228881836,25.200000762939453,586931,2024-09-30
2024-10-07,24.889999389648438,24.889999389648438,26.389999389648438,23.0,25.510000228881836,1140224,2024-10-07
2024-10-14,24.06999969482422,24.06999969482422,25.600000381469727,24.0,25.549999237060547,480318,2024-10-14
2024-10-21,22.079999923706055,22.079999923706055,24.479999542236328,21.510000228881836,24.100000381469727,756424,2024-10-21
2024-10-28,23.920000076293945,23.920000076293945,24.010000228881836,21.549999237060547,22.079999923706055,313313,2024-10-28
2024-11-04,23.18000030517578,23.18000030517578,24.489999771118164,23.010000228881836,24.190000534057617,258624,2024-11-04
2024-11-11,21.989999771118164,21.989999771118164,23.690000534057617,21.299999237060547,22.229999542236328,188765,2024-11-11
2024-11-18,19.719999313354492,19.719999313354492,22.239999771118164,19.299999237060547,21.549999237060547,276831,2024-11-18
2024-11-25,21.549999237060547,21.549999237060547,21.899999618530273,19.100000381469727,20.5,238560,2024-11-25
2024-12-02,21.920000076293945,21.920000076293945,22.5,21.0,21.979999542236328,262227,2024-12-02
2024-12-09,21.290000915527344,21.290000915527344,22.75,20.8799991607666,21.75,251587,2024-12-09
2024-12-16,20.399999618530273,20.399999618530273,21.989999771118164,19.90999984741211,21.719999313354492,249533,2024-12-16
2024-12-23,20.079999923706055,20.079999923706055,20.93000030517578,19.850000381469727,20.0,157574,2024-12-23
2024-12-30,19.940000534057617,19.940000534057617,20.299999237060547,19.049999237060547,19.700000762939453,192475,2024-12-30
2025-01-06,17.90999984741211,17.90999984741211,19.899999618530273,17.520000457763672,19.899999618530273,224354,2025-01-06
2025-01-13,17.81999969482422,17.81999969482422,18.290000915527344,16.75,17.75,191093,2025-01-13
2025-01-20,18.209999084472656,18.209999084472656,19.639999389648438,18.049999237060547,18.709999084472656,126594,2025-01-20
2025-01-27,18.139999389648438,18.139999389648438,18.989999771118164,16.739999771118164,18.989999771118164,144786,2025-01-27
2025-02-03,17.030000686645508,17.030000686645508,18.489999771118164,16.700000762939453,18.489999771118164,193596,2025-02-03
2025-02-10,14.4399995803833,14.4399995803833,16.989999771118164,14.300000190734863,16.25,235953,2025-02-10
2025-02-17,13.949999809265137,13.949999809265137,14.899999618530273,12.420000076293945,14.149999618530273,323506,2025-02-17
2025-02-24,12.930000305175781,12.930000305175781,13.949999809265137,12.600000381469727,13.9399995803833,134653,2025-02-24
2025-03-03,13.869999885559082,13.869999885559082,14.039999961853027,12.420000076293945,12.899999618530273,239025,2025-03-03
2025-03-10,15.279999732971191,15.279999732971191,15.850000381469727,13.25,13.789999961853027,324838,2025-03-10
2025-03-17,14.020000457763672,14.020000457763672,15.239999771118164,13.399999618530273,14.609999656677246,408817,2025-03-17
2025-03-24,11.640000343322754,11.640000343322754,14.239999771118164,11.640000343322754,14.239999771118164,933386,2025-03-24
2025-03-31,12.550000190734863,12.550000190734863,12.989999771118164,11.640000343322754,11.640000343322754,212839,2025-03-31
2025-04-07,14.920000076293945,14.920000076293945,16.0,11.699999809265137,12.399999618530273,693867,2025-04-07
2025-04-14,15.289999961853027,15.289999961853027,15.970000267028809,14.199999809265137,14.970000267028809,222531,2025-04-14
2025-04-21,14.510000228881836,14.510000228881836,15.649999618530273,14.350000381469727,14.989999771118164,212251,2025-04-21
2025-04-28,14.0,14.0,15.180000305175781,13.600000381469727,14.109999656677246,103155,2025-04-28
2025-05-05,13.470000267028809,13.470000267028809,14.449999809265137,13.149999618530273,13.739999771118164,90714,2025-05-05
2025-05-12,14.8100004196167,14.8100004196167,15.09000015258789,13.40999984741211,13.649999618530273,133533,2025-05-12
2025-05-19,14.029999732971191,14.029999732971191,15.25,13.859999656677246,15.109999656677246,278644,2025-05-19
2025-05-26,14.170000076293945,14.170000076293945,14.520000457763672,13.819999694824219,14.449999809265137,230871,2025-05-26
2025-06-02,14.25,14.25,14.600000381469727,13.8100004196167,13.8100004196167,177570,2025-06-02
2025-06-09,14.239999771118164,14.239999771118164,14.5,14.0,14.25,198933,2025-06-09
