Date,Adj Close_PANACHE.NS,Close_PANACHE.NS,High_PANACHE.NS,Low_PANACHE.NS,Open_PANACHE.NS,Volume_PANACHE.NS,Date
2021-02-22,49.099998474121094,49.099998474121094,54.0,40.5,43.70000076293945,244570,2021-02-22
2021-03-01,49.25,49.25,54.79999923706055,46.45000076293945,52.45000076293945,153683,2021-03-01
2021-03-08,47.75,47.75,52.45000076293945,47.650001525878906,49.900001525878906,44095,2021-03-08
2021-03-15,56.25,56.25,62.5,47.75,50.5,550495,2021-03-15
2021-03-22,62.70000076293945,62.70000076293945,79.6500015258789,52.70000076293945,56.20000076293945,1182706,2021-03-22
2021-03-29,62.099998474121094,62.099998474121094,64.1500015258789,57.0,62.70000076293945,91368,2021-03-29
2021-04-05,64.0,64.0,65.80000305175781,53.29999923706055,63.0,372990,2021-04-05
2021-04-12,58.95000076293945,58.95000076293945,63.70000076293945,55.29999923706055,60.099998474121094,148209,2021-04-12
2021-04-19,57.20000076293945,57.20000076293945,59.79999923706055,53.099998474121094,58.95000076293945,110639,2021-04-19
2021-04-26,57.45000076293945,57.45000076293945,59.5,55.5,56.04999923706055,91470,2021-04-26
2021-05-03,58.70000076293945,58.70000076293945,64.0,56.150001525878906,59.0,347679,2021-05-03
2021-05-10,57.04999923706055,57.04999923706055,61.150001525878906,56.5,61.150001525878906,97584,2021-05-10
2021-05-17,58.0,58.0,59.0,55.29999923706055,58.79999923706055,96328,2021-05-17
2021-05-24,56.45000076293945,56.45000076293945,58.70000076293945,56.25,58.650001525878906,75169,2021-05-24
2021-05-31,56.79999923706055,56.79999923706055,59.900001525878906,55.29999923706055,57.20000076293945,114429,2021-05-31
2021-06-07,62.04999923706055,62.04999923706055,70.5,56.20000076293945,59.70000076293945,941750,2021-06-07
2021-06-14,60.20000076293945,60.20000076293945,69.75,58.5,63.25,546457,2021-06-14
2021-06-21,60.849998474121094,60.849998474121094,71.0,59.650001525878906,60.70000076293945,1104994,2021-06-21
2021-06-28,72.0999984741211,72.0999984741211,72.0999984741211,59.0,61.099998474121094,1295320,2021-06-28
2021-07-05,81.05000305175781,81.05000305175781,94.80000305175781,78.25,82.5,2011191,2021-07-05
2021-07-12,78.0,78.0,85.1500015258789,72.0,80.94999694824219,326547,2021-07-12
2021-07-19,70.5999984741211,70.5999984741211,82.0,69.69999694824219,75.8499984741211,125431,2021-07-19
2021-07-26,73.30000305175781,73.30000305175781,75.0,67.0999984741211,67.19999694824219,80231,2021-07-26
2021-08-02,69.0,69.0,75.0,67.5,74.94999694824219,44129,2021-08-02
2021-08-09,62.29999923706055,62.29999923706055,68.0,60.5,67.0,55432,2021-08-09
2021-08-16,59.900001525878906,59.900001525878906,62.29999923706055,56.0,62.29999923706055,28531,2021-08-16
2021-08-23,58.599998474121094,58.599998474121094,60.54999923706055,55.0,59.900001525878906,44606,2021-08-23
2021-08-30,56.20000076293945,56.20000076293945,59.900001525878906,53.5,59.900001525878906,25198,2021-08-30
2021-09-06,58.95000076293945,58.95000076293945,61.45000076293945,55.0,56.20000076293945,68837,2021-09-06
2021-09-13,57.0,57.0,61.0,55.599998474121094,59.0,44949,2021-09-13
2021-09-20,57.04999923706055,57.04999923706055,59.20000076293945,54.0,59.20000076293945,19040,2021-09-20
2021-09-27,56.099998474121094,56.099998474121094,60.900001525878906,55.25,58.20000076293945,20606,2021-09-27
2021-10-04,55.400001525878906,55.400001525878906,58.900001525878906,55.0,57.900001525878906,41826,2021-10-04
2021-10-11,59.45000076293945,59.45000076293945,59.599998474121094,55.599998474121094,56.5,60107,2021-10-11
2021-10-18,65.0999984741211,65.0999984741211,69.94999694824219,62.400001525878906,62.400001525878906,186569,2021-10-18
2021-10-25,59.29999923706055,59.29999923706055,64.6500015258789,58.04999923706055,62.20000076293945,47829,2021-10-25
2021-11-01,62.0,62.0,62.75,58.54999923706055,59.5,26510,2021-11-01
2021-11-08,65.94999694824219,65.94999694824219,67.55000305175781,60.54999923706055,64.25,36260,2021-11-08
2021-11-15,62.25,62.25,66.9000015258789,60.5,63.349998474121094,16542,2021-11-15
2021-11-22,61.849998474121094,61.849998474121094,67.0,57.400001525878906,63.45000076293945,40543,2021-11-22
2021-11-29,58.75,58.75,62.849998474121094,57.0,62.0,27632,2021-11-29
2021-12-06,65.80000305175781,65.80000305175781,67.0,56.29999923706055,61.20000076293945,66969,2021-12-06
2021-12-13,67.75,67.75,76.9000015258789,63.0,69.80000305175781,152945,2021-12-13
2021-12-20,66.4000015258789,66.4000015258789,70.80000305175781,60.54999923706055,67.75,41941,2021-12-20
2021-12-27,72.8499984741211,72.8499984741211,74.94999694824219,63.599998474121094,66.4000015258789,185153,2021-12-27
2022-01-03,70.05000305175781,70.05000305175781,74.0,68.30000305175781,74.0,67499,2022-01-03
2022-01-10,70.5,70.5,73.0,64.5999984741211,71.44999694824219,71256,2022-01-10
2022-01-17,67.80000305175781,67.80000305175781,72.69999694824219,67.0,70.5,32911,2022-01-17
2022-01-24,67.0,67.0,70.69999694824219,62.04999923706055,70.69999694824219,19134,2022-01-24
2022-01-31,67.30000305175781,67.30000305175781,72.0,67.0999984741211,68.0,73179,2022-01-31
2022-02-07,59.95000076293945,59.95000076293945,69.25,58.5,68.94999694824219,120651,2022-02-07
2022-02-14,57.54999923706055,57.54999923706055,62.400001525878906,55.79999923706055,58.099998474121094,44421,2022-02-14
2022-02-21,44.45000076293945,44.45000076293945,59.79999923706055,39.900001525878906,56.25,228604,2022-02-21
2022-02-28,48.75,48.75,53.900001525878906,44.95000076293945,46.5,77944,2022-02-28
2022-03-07,50.45000076293945,50.45000076293945,52.099998474121094,46.349998474121094,48.20000076293945,154526,2022-03-07
2022-03-14,52.45000076293945,52.45000076293945,53.650001525878906,49.29999923706055,52.75,125766,2022-03-14
2022-03-21,51.95000076293945,51.95000076293945,54.900001525878906,50.150001525878906,52.95000076293945,131698,2022-03-21
2022-03-28,51.25,51.25,53.79999923706055,48.599998474121094,51.099998474121094,107529,2022-03-28
2022-04-04,58.900001525878906,58.900001525878906,58.900001525878906,50.349998474121094,50.349998474121094,71966,2022-04-04
2022-04-11,74.75,74.75,74.75,63.0,63.400001525878906,140687,2022-04-11
2022-04-18,78.94999694824219,78.94999694824219,78.94999694824219,67.5,78.4000015258789,146131,2022-04-18
2022-04-25,90.3499984741211,90.3499984741211,95.0,77.05000305175781,82.8499984741211,249680,2022-04-25
2022-05-02,73.69999694824219,73.69999694824219,89.4000015258789,73.69999694824219,88.0,37220,2022-05-02
2022-05-09,70.55000305175781,70.55000305175781,73.55000305175781,63.599998474121094,70.05000305175781,50098,2022-05-09
2022-05-16,81.6500015258789,81.6500015258789,85.44999694824219,67.0999984741211,67.0999984741211,85237,2022-05-16
2022-05-23,73.75,73.75,85.69999694824219,72.05000305175781,81.6500015258789,20236,2022-05-23
2022-05-30,74.30000305175781,74.30000305175781,75.25,68.6500015258789,72.30000305175781,12420,2022-05-30
2022-06-06,69.5999984741211,69.5999984741211,75.5,67.0,74.5,13247,2022-06-06
2022-06-13,65.9000015258789,65.9000015258789,70.0,63.04999923706055,69.5999984741211,7560,2022-06-13
2022-06-20,60.54999923706055,60.54999923706055,65.9000015258789,58.0,65.8499984741211,11483,2022-06-20
2022-06-27,67.0,67.0,69.8499984741211,60.900001525878906,63.20000076293945,9399,2022-06-27
2022-07-04,65.4000015258789,65.4000015258789,68.3499984741211,62.04999923706055,63.70000076293945,5898,2022-07-04
2022-07-11,62.0,62.0,67.6500015258789,61.5,67.4000015258789,7683,2022-07-11
2022-07-18,63.04999923706055,63.04999923706055,65.0999984741211,60.0,64.94999694824219,19368,2022-07-18
2022-07-25,61.95000076293945,61.95000076293945,64.75,60.099998474121094,63.25,8762,2022-07-25
2022-08-01,77.4000015258789,77.4000015258789,77.9000015258789,59.54999923706055,61.95000076293945,69718,2022-08-01
2022-08-08,67.75,67.75,85.55000305175781,67.75,77.0,121555,2022-08-08
2022-08-15,63.400001525878906,63.400001525878906,68.4000015258789,60.5,67.75,48080,2022-08-15
2022-08-22,65.05000305175781,65.05000305175781,66.94999694824219,62.5,64.94999694824219,25354,2022-08-22
2022-08-29,69.3499984741211,69.3499984741211,69.3499984741211,63.099998474121094,68.0999984741211,15537,2022-08-29
2022-09-05,68.4000015258789,68.4000015258789,75.9000015258789,68.0,72.5,27290,2022-09-05
2022-09-12,67.30000305175781,67.30000305175781,71.19999694824219,66.5,68.8499984741211,43248,2022-09-12
2022-09-19,63.20000076293945,63.20000076293945,67.69999694824219,59.900001525878906,67.0,60439,2022-09-19
2022-09-26,62.0,62.0,65.5999984741211,60.0,64.8499984741211,25313,2022-09-26
2022-10-03,66.4000015258789,66.4000015258789,71.4000015258789,61.0,62.0,52034,2022-10-03
2022-10-10,68.05000305175781,68.05000305175781,78.19999694824219,64.0,66.4000015258789,222990,2022-10-10
2022-10-17,63.900001525878906,63.900001525878906,67.80000305175781,62.349998474121094,67.1500015258789,36214,2022-10-17
2022-10-24,73.9000015258789,73.9000015258789,73.9000015258789,64.1500015258789,65.0,83144,2022-10-24
2022-10-31,71.30000305175781,71.30000305175781,83.44999694824219,68.44999694824219,77.4000015258789,209192,2022-10-31
2022-11-07,69.69999694824219,69.69999694824219,74.8499984741211,68.6500015258789,73.80000305175781,52619,2022-11-07
2022-11-14,66.0,66.0,73.1500015258789,64.05000305175781,71.44999694824219,52766,2022-11-14
2022-11-21,65.30000305175781,65.30000305175781,67.94999694824219,62.25,66.0,40912,2022-11-21
2022-11-28,66.19999694824219,66.19999694824219,70.80000305175781,63.70000076293945,66.0,25118,2022-11-28
2022-12-05,65.0,65.0,67.8499984741211,63.70000076293945,64.19999694824219,24574,2022-12-05
2022-12-12,66.0999984741211,66.0999984741211,68.9000015258789,62.70000076293945,66.44999694824219,27738,2022-12-12
2022-12-19,56.849998474121094,56.849998474121094,68.5,55.5,68.5,61305,2022-12-19
2022-12-26,59.099998474121094,59.099998474121094,60.0,56.04999923706055,56.04999923706055,23172,2022-12-26
2023-01-02,57.54999923706055,57.54999923706055,61.900001525878906,57.150001525878906,61.70000076293945,16404,2023-01-02
2023-01-09,58.95000076293945,58.95000076293945,62.29999923706055,56.79999923706055,57.900001525878906,40188,2023-01-09
2023-01-16,58.95000076293945,58.95000076293945,60.0,56.75,59.0,13917,2023-01-16
2023-01-23,64.30000305175781,64.30000305175781,64.6500015258789,58.099998474121094,58.099998474121094,65424,2023-01-23
2023-01-30,80.69999694824219,80.69999694824219,80.69999694824219,65.5,67.5,243343,2023-01-30
2023-02-06,97.69999694824219,97.69999694824219,98.4000015258789,81.5,84.69999694824219,379524,2023-02-06
2023-02-13,83.5999984741211,83.5999984741211,103.05000305175781,83.5999984741211,101.5,126024,2023-02-13
2023-02-20,70.19999694824219,70.19999694824219,79.44999694824219,68.0,79.44999694824219,109288,2023-02-20
2023-02-27,71.5999984741211,71.5999984741211,73.5,60.599998474121094,70.30000305175781,39682,2023-02-27
2023-03-06,63.599998474121094,63.599998474121094,72.05000305175781,63.54999923706055,71.5999984741211,56740,2023-03-06
2023-03-13,62.04999923706055,62.04999923706055,65.75,57.45000076293945,63.599998474121094,105357,2023-03-13
2023-03-20,61.04999923706055,61.04999923706055,62.5,58.75,61.0,91468,2023-03-20
2023-03-27,62.25,62.25,63.5,58.0,61.04999923706055,27451,2023-03-27
2023-04-03,67.80000305175781,67.80000305175781,68.9000015258789,62.099998474121094,63.5,23802,2023-04-03
2023-04-10,63.599998474121094,63.599998474121094,66.5999984741211,61.599998474121094,65.3499984741211,17955,2023-04-10
2023-04-17,61.650001525878906,61.650001525878906,65.30000305175781,60.0,64.5999984741211,39729,2023-04-17
2023-04-24,60.20000076293945,60.20000076293945,62.150001525878906,58.900001525878906,62.150001525878906,18581,2023-04-24
2023-05-01,60.29999923706055,60.29999923706055,61.79999923706055,59.599998474121094,60.20000076293945,19818,2023-05-01
2023-05-08,60.54999923706055,60.54999923706055,62.349998474121094,60.0,60.29999923706055,15063,2023-05-08
2023-05-15,59.349998474121094,59.349998474121094,61.150001525878906,59.0,59.099998474121094,30851,2023-05-15
2023-05-22,62.599998474121094,62.599998474121094,66.5999984741211,59.20000076293945,59.349998474121094,143000,2023-05-22
2023-05-29,61.45000076293945,61.45000076293945,66.55000305175781,60.04999923706055,62.5,45959,2023-05-29
2023-06-05,62.349998474121094,62.349998474121094,73.9000015258789,58.54999923706055,60.5,200890,2023-06-05
2023-06-12,64.4000015258789,64.4000015258789,65.25,60.5,62.0,51190,2023-06-12
2023-06-19,60.25,60.25,66.55000305175781,59.400001525878906,64.05000305175781,35096,2023-06-19
2023-06-26,61.5,61.5,62.849998474121094,61.150001525878906,61.5,14015,2023-06-26
2023-07-03,61.95000076293945,61.95000076293945,66.0,60.150001525878906,66.0,13826,2023-07-03
2023-07-10,75.1500015258789,75.1500015258789,77.0999984741211,61.20000076293945,61.20000076293945,206921,2023-07-10
2023-07-17,68.6500015258789,68.6500015258789,77.75,68.0999984741211,76.5,115682,2023-07-17
2023-07-24,67.25,67.25,75.5,66.4000015258789,68.80000305175781,98348,2023-07-24
2023-07-31,84.44999694824219,84.44999694824219,84.44999694824219,67.0999984741211,67.80000305175781,235787,2023-07-31
2023-08-07,88.19999694824219,88.19999694824219,102.55000305175781,88.19999694824219,88.6500015258789,410460,2023-08-07
2023-08-14,85.05000305175781,85.05000305175781,87.69999694824219,75.69999694824219,84.19999694824219,53625,2023-08-14
2023-08-21,81.0,81.0,89.30000305175781,78.8499984741211,84.94999694824219,67881,2023-08-21
2023-08-28,81.9000015258789,81.9000015258789,84.0,75.69999694824219,79.94999694824219,25792,2023-08-28
2023-09-04,80.75,80.75,85.80000305175781,80.0,80.05000305175781,41841,2023-09-04
2023-09-11,77.0,77.0,82.94999694824219,75.0,80.75,37760,2023-09-11
2023-09-18,75.25,75.25,79.9000015258789,72.55000305175781,79.9000015258789,12007,2023-09-18
2023-09-25,74.19999694824219,74.19999694824219,78.9000015258789,72.55000305175781,75.19999694824219,17498,2023-09-25
2023-10-02,72.0999984741211,72.0999984741211,74.19999694824219,70.05000305175781,74.19999694824219,15428,2023-10-02
2023-10-09,70.75,70.75,74.0,70.0,73.55000305175781,57281,2023-10-09
2023-10-16,72.0,72.0,76.0,70.0,72.44999694824219,34993,2023-10-16
2023-10-23,70.25,70.25,72.0,65.05000305175781,72.0,16735,2023-10-23
2023-10-30,69.0,69.0,72.25,67.0,68.0999984741211,16915,2023-10-30
2023-11-06,87.94999694824219,87.94999694824219,87.94999694824219,72.4000015258789,72.4000015258789,82425,2023-11-06
2023-11-13,84.5,84.5,89.75,84.5,89.75,36152,2023-11-13
2023-11-20,87.9000015258789,87.9000015258789,89.69999694824219,86.1500015258789,86.1500015258789,31802,2023-11-20
2023-11-27,87.19999694824219,87.19999694824219,89.6500015258789,87.19999694824219,87.9000015258789,11597,2023-11-27
2023-12-04,79.94999694824219,79.94999694824219,87.0,79.94999694824219,85.44999694824219,6061,2023-12-04
2023-12-11,78.6500015258789,78.6500015258789,80.25,78.6500015258789,79.9000015258789,35905,2023-12-11
2023-12-18,78.55000305175781,78.55000305175781,86.30000305175781,75.19999694824219,80.0,39822,2023-12-18
2023-12-25,80.6500015258789,80.6500015258789,82.0,75.0,78.55000305175781,29927,2023-12-25
2024-01-01,79.0,79.0,84.6500015258789,75.55000305175781,84.6500015258789,122033,2024-01-01
2024-01-08,75.8499984741211,75.8499984741211,82.5999984741211,74.30000305175781,82.5999984741211,73146,2024-01-08
2024-01-15,76.0,76.0,79.80000305175781,72.44999694824219,78.75,96408,2024-01-15
2024-01-22,73.8499984741211,73.8499984741211,81.9000015258789,72.4000015258789,76.0,29573,2024-01-22
2024-01-29,76.05000305175781,76.05000305175781,78.94999694824219,72.1500015258789,75.0,63450,2024-01-29
2024-02-05,71.80000305175781,71.80000305175781,79.0,68.0,76.05000305175781,101650,2024-02-05
2024-02-12,68.55000305175781,68.55000305175781,71.8499984741211,66.05000305175781,71.30000305175781,86900,2024-02-12
2024-02-19,83.75,83.75,83.75,68.69999694824219,69.94999694824219,276837,2024-02-19
2024-02-26,74.19999694824219,74.19999694824219,92.0999984741211,73.6500015258789,83.75,175176,2024-02-26
2024-03-04,70.0,70.0,76.9000015258789,70.0,75.94999694824219,71200,2024-03-04
2024-03-11,68.25,68.25,72.3499984741211,64.3499984741211,72.3499984741211,61310,2024-03-11
2024-03-18,73.6500015258789,73.6500015258789,75.80000305175781,68.6500015258789,70.9000015258789,51568,2024-03-18
2024-03-25,74.3499984741211,74.3499984741211,79.75,72.5,73.6500015258789,31948,2024-03-25
2024-04-01,79.5,79.5,80.5,72.4000015258789,72.4000015258789,40365,2024-04-01
2024-04-08,76.94999694824219,76.94999694824219,93.69999694824219,76.55000305175781,78.6500015258789,127440,2024-04-08
2024-04-15,78.19999694824219,78.19999694824219,79.5999984741211,74.0,74.3499984741211,37026,2024-04-15
2024-04-22,81.9000015258789,81.9000015258789,88.5,75.30000305175781,80.0,127261,2024-04-22
2024-04-29,80.0,80.0,86.0,78.5,83.0,25858,2024-04-29
2024-05-06,76.94999694824219,76.94999694824219,88.0,75.19999694824219,81.19999694824219,300122,2024-05-06
2024-05-13,82.44999694824219,82.44999694824219,84.0,75.0,76.5,69879,2024-05-13
2024-05-20,83.9000015258789,83.9000015258789,87.0,78.8499984741211,81.4000015258789,86036,2024-05-20
2024-05-27,83.05000305175781,83.05000305175781,87.0999984741211,77.30000305175781,83.9000015258789,105028,2024-05-27
2024-06-03,84.3499984741211,84.3499984741211,86.4000015258789,67.3499984741211,86.0,143856,2024-06-03
2024-06-10,124.52999877929688,124.52999877929688,137.44000244140625,83.5999984741211,86.0,2014248,2024-06-10
2024-06-17,119.19999694824219,119.19999694824219,129.5,115.0,124.52999877929688,138928,2024-06-17
2024-06-24,117.37000274658203,117.37000274658203,124.19999694824219,117.0999984741211,119.19999694824219,44423,2024-06-24
2024-07-01,131.00999450683594,131.00999450683594,131.00999450683594,117.4000015258789,117.4000015258789,119186,2024-07-01
2024-07-08,145.0,145.0,150.19000244140625,130.0,137.55999755859375,185481,2024-07-08
2024-07-15,133.72999572753906,133.72999572753906,145.0,133.72999572753906,145.0,877,2024-07-15
2024-07-22,128.52000427246094,128.52000427246094,131.0500030517578,126.0,131.0500030517578,20106,2024-07-22
2024-07-29,135.66000366210938,135.66000366210938,135.66000366210938,126.0,128.52000427246094,25642,2024-07-29
2024-08-05,126.0,126.0,134.0,125.45999908447266,132.94000244140625,18431,2024-08-05
2024-08-12,132.1300048828125,132.1300048828125,132.1300048828125,123.4800033569336,127.0,30501,2024-08-12
2024-08-19,164.88999938964844,164.88999938964844,168.60000610351562,138.72999572753906,138.72999572753906,139098,2024-08-19
2024-08-26,174.0500030517578,174.0500030517578,181.77000427246094,156.63999938964844,164.63999938964844,112907,2024-08-26
2024-09-02,157.2899932861328,157.2899932861328,173.89999389648438,157.2899932861328,170.55999755859375,14645,2024-09-02
2024-09-09,153.91000366210938,153.91000366210938,154.14999389648438,145.25,154.13999938964844,18398,2024-09-09
2024-09-16,158.10000610351562,158.10000610351562,160.19000244140625,151.0,156.97999572753906,32811,2024-09-16
2024-09-23,174.52999877929688,174.52999877929688,174.52999877929688,161.0,161.25999450683594,32091,2024-09-23
2024-09-30,188.0,188.0,188.91000366210938,178.00999450683594,178.02000427246094,61731,2024-09-30
2024-10-07,184.60000610351562,184.60000610351562,184.6199951171875,176.92999267578125,184.24000549316406,21672,2024-10-07
2024-10-14,195.02000427246094,195.02000427246094,199.8000030517578,188.2899932861328,188.2899932861328,24308,2024-10-14
2024-10-21,183.52000427246094,183.52000427246094,199.0,183.52000427246094,196.0,18343,2024-10-21
2024-10-28,170.69000244140625,170.69000244140625,179.83999633789062,166.00999450683594,179.83999633789062,21604,2024-10-28
2024-11-04,197.58999633789062,197.58999633789062,197.58999633789062,159.60000610351562,169.83999633789062,62315,2024-11-04
2024-11-11,220.13999938964844,220.13999938964844,220.13999938964844,207.4600067138672,207.4600067138672,24172,2024-11-11
2024-11-18,203.24000549316406,203.24000549316406,224.5399932861328,203.24000549316406,215.9499969482422,24170,2024-11-18
2024-11-25,220.0,220.0,224.35000610351562,207.3000030517578,207.3000030517578,18756,2024-11-25
2024-12-02,242.8699951171875,242.8699951171875,242.8699951171875,220.0,224.39999389648438,14548,2024-12-02
2024-12-09,268.1199951171875,268.1199951171875,268.1199951171875,247.72000122070312,247.72000122070312,28931,2024-12-09
2024-12-16,296.0,296.0,296.0,273.4800109863281,273.4800109863281,29335,2024-12-16
2024-12-23,295.75,295.75,314.0,295.75,301.9200134277344,22888,2024-12-23
2024-12-30,272.8500061035156,272.8500061035156,289.8299865722656,272.5,289.8299865722656,23918,2024-12-30
2025-01-06,289.3500061035156,289.3500061035156,289.3500061035156,267.3999938964844,267.3999938964844,15015,2025-01-06
2025-01-13,313.1000061035156,313.1000061035156,313.1000061035156,289.3500061035156,295.1000061035156,15863,2025-01-13
2025-01-20,340.0,340.0,345.54998779296875,319.3500061035156,319.3500061035156,31081,2025-01-20
2025-01-27,301.25,301.25,333.25,301.25,333.20001220703125,10692,2025-01-27
2025-02-03,272.3999938964844,272.3999938964844,295.25,272.3999938964844,295.25,10899,2025-02-03
2025-02-10,264.25,264.25,284.6000061035156,233.60000610351562,270.0,81940,2025-02-10
2025-02-17,258.95001220703125,258.95001220703125,270.0,225.6999969482422,264.25,18333,2025-02-17
2025-02-24,254.1999969482422,254.1999969482422,280.0,233.6999969482422,258.95001220703125,23792,2025-02-24
2025-03-03,278.6000061035156,278.6000061035156,278.6000061035156,232.39999389648438,243.0,18257,2025-03-03
2025-03-10,250.14999389648438,250.14999389648438,280.95001220703125,241.89999389648438,270.0,12799,2025-03-10
2025-03-17,273.95001220703125,273.95001220703125,273.95001220703125,250.0,262.0,8449,2025-03-17
2025-03-24,280.0,280.0,301.95001220703125,280.0,287.6000061035156,14111,2025-03-24
2025-03-31,274.79998779296875,274.79998779296875,290.0,274.79998779296875,280.0,6126,2025-03-31
2025-04-07,253.5500030517578,253.5500030517578,269.29998779296875,253.5500030517578,269.29998779296875,4044,2025-04-07
2025-04-14,249.89999389648438,249.89999389648438,263.75,249.89999389648438,258.6000061035156,238839,2025-04-14
2025-04-21,248.8000030517578,248.8000030517578,249.0,235.0,249.0,170191,2025-04-21
2025-04-28,269.20001220703125,269.20001220703125,269.20001220703125,249.5,253.75,127543,2025-04-28
2025-05-05,207.4499969482422,207.4499969482422,268.0,207.4499969482422,268.0,31107,2025-05-05
2025-05-12,181.89999389648438,181.89999389648438,217.8000030517578,171.85000610351562,207.4499969482422,328660,2025-05-12
2025-05-19,176.1999969482422,176.1999969482422,204.0,174.64999389648438,174.64999389648438,131865,2025-05-19
2025-05-26,211.0,211.0,215.0,174.8000030517578,177.0,116072,2025-05-26
2025-06-02,194.52999877929688,194.52999877929688,217.0,194.52999877929688,217.0,17283,2025-06-02
2025-06-09,175.80999755859375,175.80999755859375,194.44000244140625,175.80999755859375,190.6300048828125,127350,2025-06-09
2025-06-16,194.0800018310547,194.0800018310547,194.0800018310547,179.32000732421875,179.32000732421875,111839,2025-06-16
2025-06-23,207.6699981689453,207.6699981689453,207.6699981689453,191.77999877929688,197.9600067138672,107361,2025-06-23
2025-06-30,220.0,220.0,225.7100067138672,211.82000732421875,211.82000732421875,81387,2025-06-30
2025-07-07,215.0,215.0,231.0,202.10000610351562,221.38999938964844,303719,2025-07-07
2025-07-14,237.02999877929688,237.02999877929688,237.02999877929688,212.0,218.8699951171875,62158,2025-07-14
