Date,Adj Close_GEPIL.NS,Close_GEPIL.NS,High_GEPIL.NS,Low_GEPIL.NS,Open_GEPIL.NS,Volume_GEPIL.NS,Date
2020-07-13,495.7611389160156,499.3999938964844,512.5,481.0,506.0,91308,2020-07-13
2020-07-20,482.8558654785156,486.3999938964844,523.0,484.0,506.0,127297,2020-07-20
2020-07-27,481.8631286621094,485.3999938964844,512.0499877929688,472.20001220703125,492.45001220703125,126031,2020-07-27
2020-08-03,487.2734375,490.8500061035156,499.0,475.45001220703125,475.45001220703125,70073,2020-08-03
2020-08-10,491.6413879394531,495.25,510.0,475.0,491.0,148869,2020-08-10
2020-08-17,503.3057861328125,507.0,530.3499755859375,490.0,500.0,141568,2020-08-17
2020-08-24,489.70556640625,493.29998779296875,517.1500244140625,489.75,507.0,110657,2020-08-24
2020-08-31,461.4132385253906,464.79998779296875,499.3999938964844,451.20001220703125,498.3999938964844,102353,2020-08-31
2020-09-07,457.5703430175781,458.95001220703125,474.3500061035156,430.0,461.0,50463,2020-09-07
2020-09-14,461.95709228515625,463.3500061035156,504.0,462.04998779296875,462.8999938964844,209597,2020-09-14
2020-09-21,422.0773620605469,423.3500061035156,468.3999938964844,410.79998779296875,465.6499938964844,133177,2020-09-21
2020-09-28,427.76019287109375,429.04998779296875,435.0,416.20001220703125,426.20001220703125,40384,2020-09-28
2020-10-05,409.41552734375,410.6499938964844,435.0,408.0,431.20001220703125,49648,2020-10-05
2020-10-12,381.2005920410156,382.3500061035156,425.0,379.95001220703125,412.75,140941,2020-10-12
2020-10-19,386.4846496582031,387.6499938964844,400.0,375.0,384.29998779296875,102636,2020-10-19
2020-10-26,204.33387756347656,204.9499969482422,391.0,204.9499969482422,389.5,6845370,2020-10-26
2020-11-02,213.45639038085938,214.10000610351562,223.0,177.10000610351562,205.9499969482422,4684569,2020-11-02
2020-11-09,261.2123718261719,262.0,262.0,220.0,222.0,1258793,2020-11-09
2020-11-16,317.4428405761719,318.3999938964844,318.3999938964844,249.5500030517578,249.5500030517578,1203121,2020-11-16
2020-11-23,273.2760314941406,274.1000061035156,351.0,272.3999938964844,334.29998779296875,2160164,2020-11-23
2020-11-30,281.05255126953125,281.8999938964844,284.5,265.0,274.1000061035156,1041366,2020-11-30
2020-12-07,290.3246154785156,291.20001220703125,295.95001220703125,275.0,284.95001220703125,1102143,2020-12-07
2020-12-14,294.96063232421875,295.8500061035156,313.29998779296875,290.0,298.3999938964844,1388310,2020-12-14
2020-12-21,283.4952087402344,284.3500061035156,295.8500061035156,267.04998779296875,295.8500061035156,483857,2020-12-21
2020-12-28,290.5738525390625,291.45001220703125,293.0,277.1000061035156,290.0,373245,2020-12-28
2021-01-04,289.626708984375,290.5,300.0,282.1000061035156,290.0,597884,2021-01-04
2021-01-11,280.75347900390625,281.6000061035156,292.75,281.1000061035156,291.0,323871,2021-01-11
2021-01-18,271.8802185058594,272.70001220703125,286.8999938964844,270.0,281.75,396760,2021-01-18
2021-01-25,265.5991516113281,266.3999938964844,275.45001220703125,260.6000061035156,275.04998779296875,252563,2021-01-25
2021-02-01,290.2747497558594,291.1499938964844,296.70001220703125,263.1000061035156,266.3999938964844,944238,2021-02-01
2021-02-08,278.3606872558594,279.20001220703125,297.0,278.20001220703125,294.0,624819,2021-02-08
2021-02-15,278.85919189453125,279.70001220703125,286.79998779296875,273.75,280.70001220703125,390550,2021-02-15
2021-02-22,273.7745056152344,274.6000061035156,284.3999938964844,272.0,281.5,318914,2021-02-22
2021-03-01,301.5408020019531,302.45001220703125,314.0,273.20001220703125,273.20001220703125,1556246,2021-03-01
2021-03-08,284.741455078125,285.6000061035156,309.79998779296875,283.70001220703125,305.0,497189,2021-03-08
2021-03-15,268.0916442871094,268.8999938964844,294.0,236.5,285.6000061035156,647596,2021-03-15
2021-03-22,276.7655029296875,277.6000061035156,279.8999938964844,262.29998779296875,268.0,368037,2021-03-22
2021-03-29,285.1900634765625,286.04998779296875,290.6000061035156,270.6000061035156,277.6000061035156,265060,2021-03-29
2021-04-05,272.7276611328125,273.54998779296875,285.1000061035156,272.79998779296875,285.1000061035156,197160,2021-04-05
2021-04-12,256.42681884765625,257.20001220703125,271.29998779296875,255.0,271.0,256746,2021-04-12
2021-04-19,255.18057250976562,255.9499969482422,260.0,244.10000610351562,260.0,210198,2021-04-19
2021-04-26,259.1186828613281,259.8999938964844,274.04998779296875,253.10000610351562,257.29998779296875,348418,2021-04-26
2021-05-03,261.4616394042969,262.25,272.6499938964844,255.10000610351562,255.14999389648438,389988,2021-05-03
2021-05-10,256.42681884765625,257.20001220703125,268.70001220703125,256.20001220703125,262.0,586021,2021-05-10
2021-05-17,265.9481201171875,266.75,271.6499938964844,254.3000030517578,258.5,805127,2021-05-17
2021-05-24,288.6297302246094,289.5,305.95001220703125,267.5,268.95001220703125,2453735,2021-05-24
2021-05-31,306.8248596191406,307.75,317.5,277.1000061035156,290.0,2374419,2021-05-31
2021-06-07,319.3869934082031,320.3500061035156,343.95001220703125,310.1000061035156,311.70001220703125,4012254,2021-06-07
2021-06-14,345.9070129394531,346.95001220703125,354.20001220703125,305.54998779296875,321.95001220703125,3592093,2021-06-14
2021-06-21,327.3130798339844,328.29998779296875,372.0,326.0,347.6499938964844,4176271,2021-06-21
2021-06-28,350.54302978515625,351.6000061035156,357.79998779296875,326.1499938964844,330.0,2032381,2021-06-28
2021-07-05,338.6788330078125,339.70001220703125,363.70001220703125,338.25,354.0,1113370,2021-07-05
2021-07-12,335.7875061035156,336.79998779296875,347.0,331.29998779296875,345.0,669356,2021-07-12
2021-07-19,324.6211853027344,325.6000061035156,339.95001220703125,318.3999938964844,336.8999938964844,374772,2021-07-19
2021-07-26,331.6499938964844,332.6499938964844,348.0,323.70001220703125,326.0,1398259,2021-07-26
2021-08-02,323.92327880859375,324.8999938964844,341.0,313.25,335.8999938964844,1386861,2021-08-02
