Date,Adj Close_TALBROAUTO.NS,Close_TALBROAUTO.NS,High_TALBROAUTO.NS,Low_TALBROAUTO.NS,Open_TALBROAUTO.NS,Volume_TALBROAUTO.NS,Date
2020-07-13,19.83062744140625,20.309999465942383,20.889999389648438,19.25,20.690000534057617,294625,2020-07-13
2020-07-20,19.54747200012207,20.020000457763672,20.989999771118164,19.950000762939453,20.920000076293945,409140,2020-07-20
2020-07-27,18.24886703491211,18.690000534057617,20.469999313354492,18.149999618530273,20.200000762939453,317280,2020-07-27
2020-08-03,20.562925338745117,21.059999465942383,22.8799991607666,18.610000610351562,19.190000534057617,1760470,2020-08-03
2020-08-10,21.715070724487305,22.239999771118164,24.0,20.780000686645508,21.68000030517578,3372375,2020-08-10
2020-08-17,24.536861419677734,25.1299991607666,26.200000762939453,21.959999084472656,22.459999084472656,4211380,2020-08-17
2020-08-24,25.191049575805664,25.799999237060547,28.600000381469727,23.360000610351562,25.450000762939453,6036600,2020-08-24
2020-08-31,23.365184783935547,23.93000030517578,26.799999237060547,22.329999923706055,25.610000610351562,996640,2020-08-31
2020-09-07,21.988468170166016,22.520000457763672,24.979999542236328,21.6200008392334,23.450000762939453,352335,2020-09-07
2020-09-14,21.842008590698242,22.3700008392334,23.399999618530273,22.079999923706055,23.200000762939453,772980,2020-09-14
2020-09-21,20.792404174804688,21.200000762939453,22.899999618530273,20.309999465942383,22.899999618530273,270415,2020-09-21
2020-09-28,22.057600021362305,22.489999771118164,23.299999237060547,21.219999313354492,21.219999313354492,315590,2020-09-28
2020-10-05,21.694713592529297,22.1200008392334,23.600000381469727,21.559999465942383,22.049999237060547,285365,2020-10-05
2020-10-12,21.998754501342773,22.43000030517578,22.940000534057617,21.06999969482422,22.200000762939453,384035,2020-10-12
2020-10-19,23.10702896118164,23.559999465942383,24.010000228881836,21.68000030517578,23.280000686645508,416730,2020-10-19
2020-10-26,23.64645767211914,24.110000610351562,27.0,22.760000228881836,23.979999542236328,3507865,2020-10-26
2020-11-02,23.921070098876953,24.389999389648438,25.1200008392334,23.0,23.809999465942383,327045,2020-11-02
2020-11-09,24.695880889892578,25.18000030517578,26.799999237060547,23.700000762939453,25.3799991607666,768390,2020-11-09
2020-11-16,30.266679763793945,30.860000610351562,31.780000686645508,24.809999465942383,24.809999465942383,5159505,2020-11-16
2020-11-23,30.21763801574707,30.809999465942383,33.59000015258789,28.459999084472656,31.25,4142510,2020-11-23
2020-11-30,28.893590927124023,29.459999084472656,32.0,29.0,30.809999465942383,638045,2020-11-30
2020-12-07,29.17801856994629,29.75,32.79999923706055,29.010000228881836,29.889999389648438,688695,2020-12-07
2020-12-14,28.31493377685547,28.8700008392334,30.559999465942383,28.510000228881836,30.40999984741211,297425,2020-12-14
2020-12-21,27.795129776000977,28.34000015258789,29.399999618530273,26.059999465942383,29.0,538070,2020-12-21
2020-12-28,29.36436653137207,29.940000534057617,30.15999984741211,28.020000457763672,28.75,743410,2020-12-28
2021-01-04,31.933990478515625,32.560001373291016,34.0,29.719999313354492,30.31999969482422,3088305,2021-01-04
