Date,Adj Close_AMBER.NS,Close_AMBER.NS,High_AMBER.NS,Low_AMBER.NS,Open_AMBER.NS,Volume_AMBER.NS,Date
2021-10-11,3651.699951171875,3651.699951171875,3788.64990234375,3531.449951171875,3550.0,558448,2021-10-11
2021-10-18,3392.39990234375,3392.39990234375,3750.0,3289.0,3687.0,334008,2021-10-18
2021-10-25,3305.75,3305.75,3485.0,3175.550048828125,3392.0,293215,2021-10-25
2021-11-01,3551.25,3551.25,3608.85009765625,3100.0,3207.0,509477,2021-11-01
2021-11-08,3312.699951171875,3312.699951171875,3595.0,3300.0,3540.0,184883,2021-11-08
2021-11-15,3401.0,3401.0,3482.35009765625,3295.0,3312.10009765625,190204,2021-11-15
2021-11-22,3278.550048828125,3278.550048828125,3533.39990234375,3126.60009765625,3460.0,284020,2021-11-22
2021-11-29,3248.14990234375,3248.14990234375,3275.0,2975.0,3230.0,375283,2021-11-29
2021-12-06,3267.5,3267.5,3342.949951171875,3150.199951171875,3274.050048828125,207589,2021-12-06
2021-12-13,3390.449951171875,3390.449951171875,3488.0,3139.10009765625,3299.800048828125,498378,2021-12-13
2021-12-20,3366.39990234375,3366.39990234375,3545.64990234375,3230.64990234375,3384.0,420438,2021-12-20
2021-12-27,3316.199951171875,3316.199951171875,3400.0,3275.300048828125,3364.0,108314,2021-12-27
2022-01-03,3428.5,3428.5,3538.89990234375,3271.199951171875,3314.0,270677,2022-01-03
2022-01-10,3453.800048828125,3453.800048828125,3597.0,3386.300048828125,3464.0,275712,2022-01-10
2022-01-17,3433.949951171875,3433.949951171875,3705.0,3373.699951171875,3469.0,369170,2022-01-17
2022-01-24,3190.199951171875,3190.199951171875,3415.75,3033.0,3405.0,383439,2022-01-24
2022-01-31,3642.64990234375,3642.64990234375,3924.75,3153.60009765625,3300.0,1495125,2022-01-31
2022-02-07,3484.39990234375,3484.39990234375,3664.550048828125,3327.25,3657.699951171875,439196,2022-02-07
2022-02-14,3333.25,3333.25,3526.949951171875,3299.0,3409.0,215664,2022-02-14
2022-02-21,3241.25,3241.25,3344.949951171875,3089.0,3322.199951171875,215560,2022-02-21
2022-02-28,3492.64990234375,3492.64990234375,3655.0,3126.14990234375,3210.0,460546,2022-02-28
2022-03-07,3573.199951171875,3573.199951171875,3692.5,3338.0,3400.0,403669,2022-03-07
2022-03-14,3698.300048828125,3698.300048828125,3823.050048828125,3578.050048828125,3579.0,358192,2022-03-14
2022-03-21,3600.949951171875,3600.949951171875,3759.949951171875,3555.550048828125,3725.0,281442,2022-03-21
2022-03-28,3608.89990234375,3608.89990234375,3648.0,3482.10009765625,3648.0,355886,2022-03-28
2022-04-04,3611.75,3611.75,3690.0,3575.0,3603.25,269308,2022-04-04
2022-04-11,3584.300048828125,3584.300048828125,3670.0,3555.0,3601.0,100998,2022-04-11
2022-04-18,3623.14990234375,3623.14990234375,3744.0,3500.0,3564.300048828125,269981,2022-04-18
2022-04-25,3709.699951171875,3709.699951171875,3794.64990234375,3441.800048828125,3623.14990234375,415313,2022-04-25
2022-05-02,3725.050048828125,3725.050048828125,4025.949951171875,3606.550048828125,3699.449951171875,890595,2022-05-02
2022-05-09,3379.449951171875,3379.449951171875,3725.050048828125,3158.0,3725.050048828125,295222,2022-05-09
2022-05-16,2717.10009765625,2717.10009765625,3195.0,2410.60009765625,3172.0,2866988,2022-05-16
2022-05-23,2546.550048828125,2546.550048828125,2737.89990234375,2305.949951171875,2717.10009765625,646476,2022-05-23
2022-05-30,2621.85009765625,2621.85009765625,2794.0,2557.60009765625,2576.60009765625,853828,2022-05-30
2022-06-06,2308.25,2308.25,2631.25,2155.0,2630.0,1193004,2022-06-06
2022-06-13,2058.800048828125,2058.800048828125,2274.64990234375,2040.0,2260.0,427906,2022-06-13
2022-06-20,2172.800048828125,2172.800048828125,2186.60009765625,2043.0,2069.10009765625,399339,2022-06-20
2022-06-27,2337.050048828125,2337.050048828125,2398.199951171875,2202.0,2204.800048828125,489434,2022-06-27
2022-07-04,2399.35009765625,2399.35009765625,2470.85009765625,2286.550048828125,2337.0,254583,2022-07-04
2022-07-11,2381.89990234375,2381.89990234375,2487.800048828125,2331.10009765625,2399.35009765625,162839,2022-07-11
2022-07-18,2483.89990234375,2483.89990234375,2564.5,2395.0,2400.0,399229,2022-07-18
2022-07-25,2493.699951171875,2493.699951171875,2500.0,2326.60009765625,2451.5,247026,2022-07-25
2022-08-01,2268.0,2268.0,2580.0,2250.050048828125,2493.699951171875,446327,2022-08-01
2022-08-08,2278.39990234375,2278.39990234375,2305.5,2180.0,2270.0,548596,2022-08-08
2022-08-15,2287.39990234375,2287.39990234375,2349.0,2270.0,2278.39990234375,263120,2022-08-15
2022-08-22,2281.699951171875,2281.699951171875,2307.199951171875,2204.39990234375,2286.39990234375,291885,2022-08-22
2022-08-29,2252.800048828125,2252.800048828125,2284.14990234375,2220.75,2233.300048828125,166952,2022-08-29
2022-09-05,2294.050048828125,2294.050048828125,2355.800048828125,2257.949951171875,2260.0,307291,2022-09-05
2022-09-12,2275.949951171875,2275.949951171875,2390.699951171875,2251.550048828125,2317.699951171875,545249,2022-09-12
2022-09-19,2246.050048828125,2246.050048828125,2297.949951171875,2217.89990234375,2297.949951171875,155220,2022-09-19
2022-09-26,2363.699951171875,2363.699951171875,2375.0,2142.0,2225.0,241191,2022-09-26
2022-10-03,2347.39990234375,2347.39990234375,2400.0,2323.0,2354.699951171875,256305,2022-10-03
2022-10-10,2248.35009765625,2248.35009765625,2388.0,2230.050048828125,2325.0,726209,2022-10-10
2022-10-17,2149.75,2149.75,2289.449951171875,2130.050048828125,2230.0,338766,2022-10-17
2022-10-24,2073.949951171875,2073.949951171875,2153.0,1995.550048828125,2100.0,326433,2022-10-24
2022-10-31,2020.3499755859375,2020.3499755859375,2095.25,1971.0999755859375,2084.35009765625,256727,2022-10-31
2022-11-07,2037.3499755859375,2037.3499755859375,2049.0,1974.1500244140625,2030.5,338660,2022-11-07
2022-11-14,2026.3499755859375,2026.3499755859375,2079.0,1990.0999755859375,2040.0,172524,2022-11-14
2022-11-21,1997.75,1997.75,2058.300048828125,1945.5999755859375,2036.5,297745,2022-11-21
2022-11-28,2011.75,2011.75,2092.0,1920.0,1994.699951171875,1030033,2022-11-28
2022-12-05,1998.949951171875,1998.949951171875,2055.449951171875,1990.0,2029.0,338159,2022-12-05
2022-12-12,2009.949951171875,2009.949951171875,2044.199951171875,1980.5,2000.0,197746,2022-12-12
2022-12-19,1870.199951171875,1870.199951171875,2037.0,1865.0,2037.0,326230,2022-12-19
2022-12-26,1891.300048828125,1891.300048828125,1969.0,1849.5999755859375,1854.0,173140,2022-12-26
2023-01-02,1904.449951171875,1904.449951171875,1948.800048828125,1854.199951171875,1897.0,246098,2023-01-02
2023-01-09,1869.050048828125,1869.050048828125,1923.3499755859375,1860.0,1914.0,102421,2023-01-09
2023-01-16,1918.699951171875,1918.699951171875,1950.0,1843.0,1875.050048828125,307840,2023-01-16
2023-01-23,1931.3499755859375,1931.3499755859375,2073.25,1910.0,1925.0,568559,2023-01-23
2023-01-30,1899.4000244140625,1899.4000244140625,1939.0,1858.0,1936.0,638024,2023-01-30
2023-02-06,1907.199951171875,1907.199951171875,1923.949951171875,1871.199951171875,1907.0,206039,2023-02-06
2023-02-13,1871.8499755859375,1871.8499755859375,1945.449951171875,1848.5,1914.699951171875,124489,2023-02-13
2023-02-20,1888.0,1888.0,1922.300048828125,1847.699951171875,1895.0,426898,2023-02-20
2023-02-27,2003.5,2003.5,2087.0,1850.0,1888.0,737292,2023-02-27
2023-03-06,1992.75,1992.75,2071.949951171875,1987.0,2044.949951171875,349004,2023-03-06
2023-03-13,1918.449951171875,1918.449951171875,2019.0,1895.0999755859375,1997.949951171875,259677,2023-03-13
2023-03-20,1812.0999755859375,1812.0999755859375,1953.0,1800.0,1953.0,279382,2023-03-20
2023-03-27,1824.5999755859375,1824.5999755859375,1837.75,1762.5,1812.0999755859375,285986,2023-03-27
2023-04-03,1884.75,1884.75,1888.5,1823.0,1826.0,150786,2023-04-03
2023-04-10,1865.4000244140625,1865.4000244140625,1908.949951171875,1856.050048828125,1900.0,86777,2023-04-10
2023-04-17,1842.449951171875,1842.449951171875,1871.25,1825.0,1863.949951171875,195080,2023-04-17
2023-04-24,1868.0999755859375,1868.0999755859375,1874.5999755859375,1805.550048828125,1864.0,255428,2023-04-24
2023-05-01,1865.199951171875,1865.199951171875,1899.0,1832.0,1868.0999755859375,179860,2023-05-01
2023-05-08,1816.199951171875,1816.199951171875,1885.0,1805.699951171875,1867.050048828125,191682,2023-05-08
2023-05-15,2093.550048828125,2093.550048828125,2228.89990234375,1813.5,1816.199951171875,4292523,2023-05-15
2023-05-22,2123.60009765625,2123.60009765625,2175.0,2013.199951171875,2111.699951171875,948984,2023-05-22
2023-05-29,2182.39990234375,2182.39990234375,2223.0,2110.0,2144.800048828125,828529,2023-05-29
2023-06-05,2085.949951171875,2085.949951171875,2215.0,2065.39990234375,2215.0,470257,2023-06-05
2023-06-12,2127.0,2127.0,2159.0,2075.0,2100.0,347870,2023-06-12
2023-06-19,2257.64990234375,2257.64990234375,2457.85009765625,2102.0,2147.699951171875,3849644,2023-06-19
2023-06-26,2256.199951171875,2256.199951171875,2384.949951171875,2173.25,2263.949951171875,2155476,2023-06-26
2023-07-03,2221.85009765625,2221.85009765625,2305.050048828125,2205.0,2269.0,519984,2023-07-03
2023-07-10,2217.14990234375,2217.14990234375,2249.0,2175.0,2243.75,542257,2023-07-10
2023-07-17,2230.699951171875,2230.699951171875,2235.0,2171.0,2234.0,284765,2023-07-17
2023-07-24,2435.0,2435.0,2525.949951171875,2192.949951171875,2249.949951171875,1924664,2023-07-24
2023-07-31,2504.25,2504.25,2634.89990234375,2336.89990234375,2450.0,1418623,2023-07-31
2023-08-07,2477.050048828125,2477.050048828125,2591.0,2441.14990234375,2525.0,435089,2023-08-07
2023-08-14,2816.10009765625,2816.10009765625,2987.199951171875,2468.14990234375,2476.89990234375,2103152,2023-08-14
2023-08-21,2785.949951171875,2785.949951171875,2985.0,2759.35009765625,2840.0,2084472,2023-08-21
2023-08-28,2972.199951171875,2972.199951171875,3091.949951171875,2802.050048828125,2829.0,1512949,2023-08-28
2023-09-04,3028.64990234375,3028.64990234375,3149.89990234375,2975.0,2994.699951171875,915353,2023-09-04
2023-09-11,2974.60009765625,2974.60009765625,3067.0,2797.35009765625,3040.0,436430,2023-09-11
2023-09-18,2967.300048828125,2967.300048828125,3001.5,2899.85009765625,2980.0,273086,2023-09-18
2023-09-25,2976.800048828125,2976.800048828125,3095.949951171875,2915.0,2981.0,362345,2023-09-25
2023-10-02,2920.89990234375,2920.89990234375,2989.0,2857.64990234375,2976.800048828125,304136,2023-10-02
2023-10-09,2971.64990234375,2971.64990234375,3018.0,2803.5,2915.0,554164,2023-10-09
2023-10-16,3036.60009765625,3036.60009765625,3080.0,2922.10009765625,2962.25,384383,2023-10-16
2023-10-23,2907.300048828125,2907.300048828125,3009.0,2721.050048828125,2889.85009765625,1980606,2023-10-23
2023-10-30,3117.050048828125,3117.050048828125,3155.0,2876.0,2907.949951171875,477451,2023-10-30
2023-11-06,3051.64990234375,3051.64990234375,3480.0,2970.550048828125,3162.0,1552634,2023-11-06
2023-11-13,3214.949951171875,3214.949951171875,3298.0,3055.050048828125,3162.0,419790,2023-11-13
2023-11-20,3263.89990234375,3263.89990234375,3477.85009765625,3186.64990234375,3215.0,835841,2023-11-20
2023-11-27,3132.64990234375,3132.64990234375,3305.0,3024.0,3263.89990234375,559444,2023-11-27
2023-12-04,3092.39990234375,3092.39990234375,3188.800048828125,3063.25,3188.0,371784,2023-12-04
2023-12-11,3321.300048828125,3321.300048828125,3388.0,3052.300048828125,3145.0,1633709,2023-12-11
2023-12-18,3051.550048828125,3051.550048828125,3321.300048828125,3013.300048828125,3321.300048828125,611473,2023-12-18
2023-12-25,3135.39990234375,3135.39990234375,3180.0,3037.14990234375,3051.550048828125,343000,2023-12-25
2024-01-01,3259.64990234375,3259.64990234375,3294.0,3074.0,3155.0,669410,2024-01-01
2024-01-08,3640.0,3640.0,3667.0,3250.050048828125,3260.0,1117136,2024-01-08
2024-01-15,3749.39990234375,3749.39990234375,3969.0,3562.050048828125,3601.10009765625,1056100,2024-01-15
2024-01-22,4103.14990234375,4103.14990234375,4217.9501953125,3562.89990234375,3749.39990234375,686758,2024-01-22
2024-01-29,4442.89990234375,4442.89990234375,4614.2001953125,4161.89990234375,4193.89990234375,1513217,2024-01-29
2024-02-05,4157.64990234375,4157.64990234375,4597.5,4031.199951171875,4440.0,683797,2024-02-05
2024-02-12,3964.85009765625,3964.85009765625,4075.0,3388.0,3700.0,2015759,2024-02-12
2024-02-19,3881.75,3881.75,4148.0,3850.0,3999.949951171875,676378,2024-02-19
2024-02-26,3586.89990234375,3586.89990234375,3944.0,3560.0,3914.449951171875,635617,2024-02-26
2024-03-04,3649.550048828125,3649.550048828125,3785.0,3563.10009765625,3664.949951171875,373979,2024-03-04
2024-03-11,3332.64990234375,3332.64990234375,3735.89990234375,3301.0,3649.550048828125,748020,2024-03-11
2024-03-18,3552.89990234375,3552.89990234375,3608.89990234375,2992.5,3420.0,2849797,2024-03-18
2024-03-25,3657.699951171875,3657.699951171875,3690.0,3460.300048828125,3552.89990234375,669043,2024-03-25
2024-04-01,3750.800048828125,3750.800048828125,3863.89990234375,3655.050048828125,3698.0,879782,2024-04-01
2024-04-08,3694.14990234375,3694.14990234375,3909.89990234375,3663.0,3805.0,589795,2024-04-08
2024-04-15,3646.199951171875,3646.199951171875,3677.85009765625,3502.949951171875,3630.0,313257,2024-04-15
2024-04-22,3779.5,3779.5,3847.25,3641.050048828125,3680.0,450767,2024-04-22
2024-04-29,3969.0,3969.0,3980.050048828125,3711.0,3780.0,761313,2024-04-29
2024-05-06,3803.25,3803.25,4147.9501953125,3781.5,4019.0,816949,2024-05-06
2024-05-13,3973.60009765625,3973.60009765625,3998.800048828125,3668.050048828125,3805.0,526061,2024-05-13
2024-05-20,3726.449951171875,3726.449951171875,3973.60009765625,3702.5,3973.60009765625,447849,2024-05-20
2024-05-27,3598.85009765625,3598.85009765625,3789.0,3493.0,3789.0,833501,2024-05-27
2024-06-03,3743.5,3743.5,3800.0,3310.0,3745.0,539588,2024-06-03
2024-06-10,4038.5,4038.5,4211.89990234375,3765.050048828125,3798.949951171875,907652,2024-06-10
2024-06-17,3967.5,3967.5,4270.0,3951.25,4038.5,1619198,2024-06-17
2024-06-24,4521.75,4521.75,4563.64990234375,3942.10009765625,3979.89990234375,1709730,2024-06-24
2024-07-01,4503.7998046875,4503.7998046875,4665.0,4416.14990234375,4521.75,555884,2024-07-01
2024-07-08,4555.7998046875,4555.7998046875,4888.0,4468.0,4547.0,809938,2024-07-08
2024-07-15,4171.10009765625,4171.10009765625,4743.5,4030.64990234375,4602.89990234375,689036,2024-07-15
2024-07-22,4380.39990234375,4380.39990234375,4524.0,4057.25,4130.39990234375,775011,2024-07-22
2024-07-29,4389.5,4389.5,4615.0,4205.10009765625,4490.0,1050479,2024-07-29
2024-08-05,4314.9501953125,4314.9501953125,4399.0,4120.0,4250.0,476034,2024-08-05
2024-08-12,4143.5,4143.5,4270.0,3964.0,4227.0,416852,2024-08-12
2024-08-19,4195.85009765625,4195.85009765625,4270.0,4089.050048828125,4144.0,736138,2024-08-19
2024-08-26,4467.2998046875,4467.2998046875,4614.89990234375,4190.35009765625,4220.0,989998,2024-08-26
2024-09-02,4514.39990234375,4514.39990234375,4727.0,4399.64990234375,4500.0,584035,2024-09-02
2024-09-09,4645.2001953125,4645.2001953125,4662.10009765625,4378.0498046875,4490.0,423614,2024-09-09
2024-09-16,4347.5498046875,4347.5498046875,4654.0,4266.10009765625,4654.0,306558,2024-09-16
2024-09-23,4658.75,4658.75,5361.14990234375,4382.35009765625,4420.0,7997225,2024-09-23
2024-09-30,4918.89990234375,4918.89990234375,5235.0,4580.0,4632.0498046875,2710492,2024-09-30
2024-10-07,5019.85009765625,5019.85009765625,5223.25,4800.0,4921.2001953125,1354973,2024-10-07
2024-10-14,5403.5498046875,5403.5498046875,5665.9501953125,5035.0,5048.89990234375,3312406,2024-10-14
2024-10-21,6171.2001953125,6171.2001953125,7159.0,5420.10009765625,5420.10009765625,18556220,2024-10-21
2024-10-28,6160.9501953125,6160.9501953125,6368.60009765625,5950.0,6229.39990234375,3154337,2024-10-28
2024-11-04,6154.0498046875,6154.0498046875,6340.0,5950.0,6130.0498046875,2704893,2024-11-04
2024-11-11,6119.5498046875,6119.5498046875,6289.7998046875,5870.0,6125.0,1043924,2024-11-11
2024-11-18,6483.10009765625,6483.10009765625,6679.5,6090.0498046875,6119.0,3330231,2024-11-18
2024-11-25,6064.9501953125,6064.9501953125,6786.39990234375,5960.0,6625.0,2434781,2024-11-25
2024-12-02,5806.4501953125,5806.4501953125,6266.2001953125,5779.0,6100.0,1727175,2024-12-02
2024-12-09,5787.35009765625,5787.35009765625,5840.0,5647.39990234375,5807.5,1169231,2024-12-09
2024-12-16,6122.89990234375,6122.89990234375,6211.4501953125,5780.0,5790.0,2285092,2024-12-16
2024-12-23,7442.9501953125,7442.9501953125,7977.0,6102.75,6185.0,13869568,2024-12-23
2024-12-30,7745.2001953125,7745.2001953125,7917.4501953125,7120.89990234375,7404.5498046875,3184765,2024-12-30
2025-01-06,7831.14990234375,7831.14990234375,8177.0,7461.0,7749.0,4541941,2025-01-06
2025-01-13,6757.5,6757.5,7807.4501953125,6730.85009765625,7759.7001953125,2805061,2025-01-13
2025-01-20,6973.7998046875,6973.7998046875,7248.0,6202.35009765625,6757.5,5164127,2025-01-20
2025-01-27,6617.10009765625,6617.10009765625,7119.64990234375,6075.0,6925.75,4967248,2025-01-27
2025-02-03,6894.0498046875,6894.0498046875,7298.7998046875,6460.0,6500.0,3819515,2025-02-03
2025-02-10,5817.2998046875,5817.2998046875,6960.60009765625,5762.35009765625,6891.0,3009079,2025-02-10
2025-02-17,6001.2001953125,6001.2001953125,6119.9501953125,5235.0,5798.0,4829500,2025-02-17
2025-02-24,5628.64990234375,5628.64990234375,6178.0,5587.0,5905.0498046875,2266172,2025-02-24
2025-03-03,6339.14990234375,6339.14990234375,6418.0,5481.39990234375,5630.0,4170485,2025-03-03
2025-03-10,6365.5,6365.5,6649.89990234375,6160.10009765625,6340.0498046875,2667898,2025-03-10
2025-03-17,6890.5498046875,6890.5498046875,7347.39990234375,6347.5498046875,6396.89990234375,3399801,2025-03-17
2025-03-24,7210.85009765625,7210.85009765625,7299.0,6728.2998046875,6980.10009765625,2177076,2025-03-24
2025-03-31,6595.14990234375,6595.14990234375,7219.0,6518.25,7210.85009765625,1234386,2025-03-31
2025-04-07,6530.0498046875,6530.0498046875,6587.0,5675.25,5700.5,1788955,2025-04-07
2025-04-14,6686.0,6686.0,6974.0,6530.0498046875,6530.0498046875,1315030,2025-04-14
2025-04-21,6394.0,6394.0,6824.0,6250.5,6799.0,1626114,2025-04-21
2025-04-28,6188.0,6188.0,6489.5,6055.0,6388.0,1008851,2025-04-28
2025-05-05,5795.0,5795.0,6419.5,5773.0,6219.5,2163470,2025-05-05
2025-05-12,6403.5,6403.5,6520.0,6034.5,6140.0,1304383,2025-05-12
2025-05-19,6405.5,6405.5,6868.0,6202.0,6475.0,2846786,2025-05-19
2025-05-26,6491.5,6491.5,6630.0,6311.0,6405.5,1210850,2025-05-26
2025-06-02,6396.5,6396.5,6502.0,6225.0,6491.0,804403,2025-06-02
2025-06-09,6468.0,6468.0,6750.0,6322.0,6410.0,1223864,2025-06-09
2025-06-16,6519.0,6519.0,6820.5,6290.5,6465.0,1588548,2025-06-16
2025-06-23,6848.5,6848.5,6954.0,6411.0,6455.0,1353465,2025-06-23
2025-06-30,7349.5,7349.5,7425.0,6720.0,6888.0,2872699,2025-06-30
2025-07-07,7466.5,7466.5,7842.0,7260.0,7347.0,2080824,2025-07-07
2025-07-14,7840.0,7840.0,7911.5,7459.0,7459.0,804390,2025-07-14
