Date,Adj Close_SWARAJENG.NS,Close_SWARAJENG.NS,High_SWARAJENG.NS,Low_SWARAJENG.NS,Open_SWARAJENG.NS,Volume_SWARAJENG.NS,Date
2020-07-13,1200.7344970703125,1430.0,1448.0,1419.550048828125,1440.5,7897,2020-07-13
2020-07-20,1195.780517578125,1424.0999755859375,1551.0,1412.0,1445.0,142358,2020-07-20
2020-07-27,1133.224609375,1349.5999755859375,1439.0,1347.0999755859375,1439.0,26375,2020-07-27
2020-08-03,1233.397705078125,1468.9000244140625,1529.0,1350.0,1350.0,63819,2020-08-03
2020-08-10,1298.430419921875,1546.3499755859375,1594.0,1463.449951171875,1470.0,74157,2020-08-10
2020-08-17,1381.348388671875,1645.0999755859375,1648.0,1526.300048828125,1546.3499755859375,52839,2020-08-17
2020-08-24,1376.1004638671875,1638.8499755859375,1685.0,1611.25,1680.0,62229,2020-08-24
2020-08-31,1354.9825439453125,1613.699951171875,1664.75,1535.0,1641.0,24207,2020-08-31
2020-09-07,1355.822265625,1614.699951171875,1699.949951171875,1585.050048828125,1622.0,38184,2020-09-07
2020-09-14,1365.1007080078125,1625.75,1656.949951171875,1583.8499755859375,1640.0,42755,2020-09-14
2020-09-21,1210.1807861328125,1441.25,1648.0,1393.5999755859375,1648.0,30898,2020-09-21
2020-09-28,1226.386474609375,1460.550048828125,1493.199951171875,1445.0,1445.0,19634,2020-09-28
2020-10-05,1211.146484375,1442.4000244140625,1488.25,1418.0,1480.0,24851,2020-10-05
2020-10-12,1205.2686767578125,1435.4000244140625,1473.949951171875,1409.0,1473.949951171875,19174,2020-10-12
2020-10-19,1207.283935546875,1437.800048828125,1463.0,1376.949951171875,1463.0,33184,2020-10-19
2020-10-26,1186.9638671875,1413.5999755859375,1485.0,1400.0,1449.9000244140625,55476,2020-10-26
2020-11-02,1165.635986328125,1388.199951171875,1420.75,1364.300048828125,1411.5,19256,2020-11-02
2020-11-09,1159.8004150390625,1381.25,1421.0,1341.0,1421.0,40782,2020-11-09
2020-11-16,1162.2772216796875,1384.199951171875,1438.0,1352.1500244140625,1352.1500244140625,90343,2020-11-16
2020-11-23,1177.0135498046875,1401.75,1409.949951171875,1375.0,1387.0,41923,2020-11-23
2020-11-30,1184.7806396484375,1411.0,1432.050048828125,1400.0,1401.75,44844,2020-11-30
2020-12-07,1204.3031005859375,1434.25,1474.8499755859375,1398.0999755859375,1411.0,82191,2020-12-07
2020-12-14,1174.9984130859375,1399.3499755859375,1448.0,1392.699951171875,1441.449951171875,34578,2020-12-14
2020-12-21,1128.9002685546875,1344.449951171875,1419.0,1325.0,1399.3499755859375,66088,2020-12-21
2020-12-28,1197.9215087890625,1426.6500244140625,1465.0,1357.050048828125,1367.75,89821,2020-12-28
2021-01-04,1197.837646484375,1426.550048828125,1467.0,1421.0,1444.949951171875,72784,2021-01-04
2021-01-11,1158.0369873046875,1379.1500244140625,1441.0,1375.0,1433.699951171875,76488,2021-01-11
2021-01-18,1107.2786865234375,1318.699951171875,1397.800048828125,1313.949951171875,1379.1500244140625,100664,2021-01-18
2021-01-25,1094.0958251953125,1303.0,1370.0,1288.5999755859375,1370.0,66068,2021-01-25
2021-02-01,1090.6949462890625,1298.949951171875,1347.0,1288.5999755859375,1309.550048828125,164899,2021-02-01
2021-02-08,1074.2374267578125,1279.3499755859375,1324.75,1268.0,1300.0,100919,2021-02-08
2021-02-15,1109.7137451171875,1321.5999755859375,1350.0,1278.0,1286.9000244140625,104571,2021-02-15
2021-02-22,1088.3441162109375,1296.1500244140625,1325.949951171875,1270.0999755859375,1315.1500244140625,55832,2021-02-22
2021-03-01,1197.501708984375,1426.1500244140625,1435.199951171875,1296.5,1296.5,141932,2021-03-01
2021-03-08,1156.8193359375,1377.699951171875,1448.0999755859375,1370.0,1420.0,44767,2021-03-08
2021-03-15,1096.3209228515625,1305.6500244140625,1385.0,1290.0,1385.0,30313,2021-03-15
2021-03-22,1100.72900390625,1310.9000244140625,1435.0,1280.0,1305.0999755859375,37367,2021-03-22
2021-03-29,1114.3319091796875,1327.0999755859375,1336.199951171875,1281.0,1310.9000244140625,19455,2021-03-29
2021-04-05,1133.3927001953125,1349.800048828125,1371.949951171875,1299.3499755859375,1343.0,41755,2021-04-05
2021-04-12,1153.7127685546875,1374.0,1405.0,1305.6500244140625,1350.0,38486,2021-04-12
2021-04-19,1224.3714599609375,1458.1500244140625,1480.5,1340.050048828125,1367.8499755859375,207607,2021-04-19
2021-04-26,1234.5313720703125,1470.25,1500.0,1463.800048828125,1480.0,82135,2021-04-26
2021-05-03,1301.957275390625,1550.550048828125,1598.699951171875,1429.75,1472.0,143658,2021-05-03
2021-05-10,1301.495361328125,1550.0,1576.949951171875,1520.949951171875,1564.9000244140625,43945,2021-05-10
2021-05-17,1285.49951171875,1530.949951171875,1598.9000244140625,1522.1500244140625,1597.0999755859375,60084,2021-05-17
2021-05-24,1282.7286376953125,1527.6500244140625,1569.8499755859375,1525.0,1525.0,41995,2021-05-24
2021-05-31,1295.36572265625,1542.699951171875,1560.0,1523.949951171875,1544.699951171875,55861,2021-05-31
2021-06-07,1293.7283935546875,1540.75,1586.0,1518.050048828125,1555.0,52648,2021-06-07
2021-06-14,1397.4703369140625,1664.300048828125,1680.0,1545.0,1547.9000244140625,194688,2021-06-14
2021-06-21,1496.3839111328125,1782.0999755859375,1794.0,1646.199951171875,1665.0,154201,2021-06-21
2021-06-28,1491.303955078125,1776.050048828125,2000.0,1771.25,1840.0,399182,2021-06-28
2021-07-05,1546.87548828125,1795.050048828125,1837.9000244140625,1725.6500244140625,1776.0,127651,2021-07-05
2021-07-12,1527.873779296875,1773.0,1825.0,1759.9000244140625,1801.0,130607,2021-07-12
2021-07-19,1551.4857177734375,1800.4000244140625,1825.0,1756.1500244140625,1765.0,268012,2021-07-19
2021-07-26,1554.5447998046875,1803.949951171875,1894.8499755859375,1790.0,1824.0,324335,2021-07-26
2021-08-02,1531.6656494140625,1777.4000244140625,1836.449951171875,1748.8499755859375,1803.949951171875,96772,2021-08-02
2021-08-09,1539.550537109375,1786.550048828125,1902.3499755859375,1711.0999755859375,1799.0,267345,2021-08-09
2021-08-16,1462.3380126953125,1696.949951171875,1795.5,1690.0,1795.0,67373,2021-08-16
2021-08-23,1415.459228515625,1642.550048828125,1713.1500244140625,1616.0,1699.0,61166,2021-08-23
2021-08-30,1431.099853515625,1660.699951171875,1685.0,1643.449951171875,1685.0,69959,2021-08-30
2021-09-06,1471.30029296875,1707.3499755859375,1750.0,1647.0,1660.699951171875,53811,2021-09-06
2021-09-13,1408.5653076171875,1634.550048828125,1714.300048828125,1628.0,1707.3499755859375,59406,2021-09-13
2021-09-20,1394.7774658203125,1618.550048828125,1650.0,1585.0,1630.0,43362,2021-09-20
2021-09-27,1425.757080078125,1654.5,1670.449951171875,1603.3499755859375,1631.0,48697,2021-09-27
2021-10-04,1457.512451171875,1691.3499755859375,1707.0,1655.0,1655.0,65480,2021-10-04
