Date,Adj Close_ROUTE.NS,Close_ROUTE.NS,High_ROUTE.NS,Low_ROUTE.NS,Open_ROUTE.NS,Volume_ROUTE.NS,Date
2021-09-13,1957.1510009765625,2007.3499755859375,2091.10009765625,1985.0,1993.0,1719363,2021-09-13
2021-09-20,1945.9383544921875,1995.8499755859375,2039.0,1916.0,1995.0,1276736,2021-09-20
2021-09-27,1991.08056640625,2042.1500244140625,2064.85009765625,1915.0,2008.699951171875,749342,2021-09-27
2021-10-04,2063.522216796875,2116.449951171875,2142.89990234375,1995.0,2050.0,1519866,2021-10-04
2021-10-11,2167.505859375,2223.10009765625,2389.0,2151.0,2164.89990234375,3391259,2021-10-11
2021-10-18,1936.0911865234375,1985.75,2350.199951171875,1980.0,2243.0,1308349,2021-10-18
2021-10-25,1830.694580078125,1877.6500244140625,1996.0,1835.0,1994.699951171875,701941,2021-10-25
2021-11-01,1946.5721435546875,1996.5,2008.949951171875,1892.0,1896.699951171875,317047,2021-11-01
2021-11-08,1899.09033203125,1947.800048828125,2009.4000244140625,1935.0,1999.699951171875,397187,2021-11-08
2021-11-15,1877.2015380859375,1925.3499755859375,1990.0,1905.0,1957.300048828125,564620,2021-11-15
2021-11-22,1740.3126220703125,1784.949951171875,1935.199951171875,1780.0,1934.699951171875,807791,2021-11-22
2021-11-29,1752.110107421875,1797.050048828125,1826.8499755859375,1673.199951171875,1755.0,564561,2021-11-29
2021-12-06,1798.4222412109375,1844.550048828125,1923.199951171875,1725.300048828125,1806.0,1156358,2021-12-06
2021-12-13,1750.7938232421875,1795.699951171875,1858.0,1750.0999755859375,1858.0,416903,2021-12-13
2021-12-20,1654.757080078125,1697.199951171875,1779.449951171875,1673.0,1777.0,588177,2021-12-20
2021-12-27,1738.801513671875,1783.4000244140625,1828.800048828125,1663.25,1698.0,853136,2021-12-27
2022-01-03,1727.8330078125,1772.1500244140625,1834.800048828125,1755.25,1785.5,720682,2022-01-03
2022-01-10,1843.613037109375,1890.9000244140625,1935.5999755859375,1778.3499755859375,1786.0,1408957,2022-01-10
2022-01-17,1744.212646484375,1788.949951171875,1898.300048828125,1762.050048828125,1895.0,600684,2022-01-17
2022-01-24,1568.9576416015625,1609.199951171875,1788.0,1480.0,1788.0,3285117,2022-01-24
2022-01-31,1751.4273681640625,1796.3499755859375,1888.9000244140625,1648.0,1648.0,3296991,2022-01-31
2022-02-07,1631.64990234375,1673.5,1795.0,1665.0,1795.0,481939,2022-02-07
2022-02-14,1482.7095947265625,1518.199951171875,1671.550048828125,1514.050048828125,1582.0,828961,2022-02-14
2022-02-21,1413.076416015625,1446.9000244140625,1565.050048828125,1395.0,1510.0,1411895,2022-02-21
2022-02-28,1499.4100341796875,1535.300048828125,1568.0,1405.25,1425.0,866742,2022-02-28
2022-03-07,1574.8543701171875,1612.550048828125,1688.800048828125,1487.0,1487.0,698840,2022-03-07
2022-03-14,1519.0888671875,1555.449951171875,1630.0,1522.0,1614.0,1077151,2022-03-14
2022-03-21,1499.8492431640625,1535.75,1633.949951171875,1501.0999755859375,1560.300048828125,996919,2022-03-21
2022-03-28,1529.7828369140625,1566.4000244140625,1598.949951171875,1488.0,1539.0,1299841,2022-03-28
2022-04-04,1568.799072265625,1606.3499755859375,1628.0,1563.0,1580.9000244140625,827616,2022-04-04
2022-04-11,1528.3668212890625,1564.949951171875,1613.949951171875,1547.0,1607.9000244140625,312098,2022-04-11
2022-04-18,1554.8333740234375,1592.050048828125,1610.0,1523.0,1558.0,617011,2022-04-18
2022-04-25,1600.0509033203125,1638.3499755859375,1650.0,1540.5,1573.0,1437445,2022-04-25
2022-05-02,1495.8453369140625,1531.6500244140625,1728.0,1525.0,1620.0,983359,2022-05-02
2022-05-09,1371.37451171875,1404.199951171875,1525.0,1350.800048828125,1522.0,587950,2022-05-09
2022-05-16,1255.8399658203125,1285.9000244140625,1548.0,1175.25,1425.699951171875,4694781,2022-05-16
2022-05-23,1165.209228515625,1193.0999755859375,1296.0,1065.0,1285.9000244140625,1311667,2022-05-23
2022-05-30,1371.3258056640625,1404.1500244140625,1437.6500244140625,1214.0,1215.0,2385857,2022-05-30
2022-06-06,1357.4576416015625,1389.949951171875,1443.3499755859375,1358.0,1396.0,1048744,2022-06-06
2022-06-13,1139.524169921875,1166.800048828125,1376.0999755859375,1153.0,1360.0,1457747,2022-06-13
2022-06-20,1231.7174072265625,1261.199951171875,1328.75,1052.0,1177.9000244140625,5279665,2022-06-20
2022-06-27,1238.4560546875,1268.0999755859375,1383.699951171875,1216.0,1285.0,5448882,2022-06-27
2022-07-04,1258.379150390625,1288.5,1318.0999755859375,1230.8499755859375,1278.0,1308473,2022-07-04
2022-07-11,1274.34716796875,1304.8499755859375,1329.300048828125,1257.550048828125,1282.800048828125,1092303,2022-07-11
2022-07-18,1326.1380615234375,1355.75,1378.9000244140625,1306.0,1313.0,715948,2022-07-18
2022-07-25,1370.00830078125,1400.5999755859375,1449.0,1201.0,1359.0,4665652,2022-07-25
2022-08-01,1442.0498046875,1474.25,1526.550048828125,1400.0,1427.800048828125,3853612,2022-08-01
2022-08-08,1438.5772705078125,1470.699951171875,1508.800048828125,1448.0,1474.699951171875,951323,2022-08-08
2022-08-15,1452.124755859375,1484.550048828125,1578.0,1470.6500244140625,1470.699951171875,1621599,2022-08-15
2022-08-22,1530.866455078125,1565.050048828125,1590.0,1390.0999755859375,1488.0,2355800,2022-08-22
2022-08-29,1405.466552734375,1436.8499755859375,1545.5,1430.0,1455.0,2229364,2022-08-29
2022-09-05,1435.9852294921875,1468.050048828125,1485.0,1440.0,1443.1500244140625,679240,2022-09-05
2022-09-12,1399.5487060546875,1430.800048828125,1495.0,1412.8499755859375,1474.4000244140625,571971,2022-09-12
2022-09-19,1321.8829345703125,1351.4000244140625,1454.449951171875,1332.550048828125,1430.0,616223,2022-09-19
2022-09-26,1337.2889404296875,1367.1500244140625,1403.0999755859375,1230.300048828125,1336.0,1335011,2022-09-26
2022-10-03,1353.721923828125,1383.949951171875,1430.0,1327.199951171875,1367.1500244140625,655198,2022-10-03
2022-10-10,1364.775390625,1395.25,1434.5,1356.0,1366.0,805318,2022-10-10
2022-10-17,1279.1864013671875,1307.75,1424.9000244140625,1296.6500244140625,1390.0,995988,2022-10-17
2022-10-24,1280.0177001953125,1308.5999755859375,1353.0,1302.050048828125,1349.0,383409,2022-10-24
2022-10-31,1296.3529052734375,1325.300048828125,1348.0,1306.0,1315.1500244140625,477360,2022-10-31
2022-11-07,1301.4364013671875,1327.449951171875,1340.0,1275.0,1331.949951171875,504114,2022-11-07
2022-11-14,1288.7891845703125,1314.550048828125,1359.25,1305.800048828125,1334.0999755859375,493918,2022-11-14
2022-11-21,1272.024169921875,1297.449951171875,1360.0,1280.25,1319.050048828125,578354,2022-11-21
2022-11-28,1322.7601318359375,1349.199951171875,1399.0,1292.199951171875,1292.199951171875,1023669,2022-11-28
2022-12-05,1271.8773193359375,1297.300048828125,1355.8499755859375,1290.0,1354.0,335687,2022-12-05
2022-12-12,1272.122314453125,1297.550048828125,1314.949951171875,1281.050048828125,1303.800048828125,256636,2022-12-12
2022-12-19,1130.8951416015625,1153.5,1298.0,1150.0,1298.0,502532,2022-12-19
2022-12-26,1191.7783203125,1215.5999755859375,1234.0,1149.0,1159.949951171875,272251,2022-12-26
2023-01-02,1170.650634765625,1194.050048828125,1246.949951171875,1185.050048828125,1220.5,207497,2023-01-02
2023-01-09,1168.1014404296875,1191.449951171875,1250.0,1182.050048828125,1204.699951171875,521173,2023-01-09
2023-01-16,1153.2486572265625,1176.300048828125,1221.9000244140625,1161.25,1197.449951171875,535991,2023-01-16
2023-01-23,1181.3369140625,1204.949951171875,1295.3499755859375,1136.199951171875,1182.1500244140625,8629587,2023-01-23
2023-01-30,1165.0621337890625,1188.3499755859375,1269.9000244140625,1157.3499755859375,1214.699951171875,2278294,2023-01-30
2023-02-06,1244.916259765625,1269.800048828125,1288.0,1167.0,1188.699951171875,1928119,2023-02-06
2023-02-13,1309.349609375,1328.800048828125,1334.0,1222.5,1275.75,1589874,2023-02-13
2023-02-20,1317.3309326171875,1336.9000244140625,1373.050048828125,1292.050048828125,1328.800048828125,1101300,2023-02-20
2023-02-27,1300.1856689453125,1319.5,1367.1500244140625,1295.9000244140625,1338.25,542120,2023-02-27
2023-03-06,1328.5640869140625,1348.300048828125,1358.0,1282.300048828125,1328.0,673424,2023-03-06
2023-03-13,1266.141357421875,1284.949951171875,1369.9000244140625,1232.699951171875,1348.300048828125,970396,2023-03-13
2023-03-20,1296.3919677734375,1315.6500244140625,1366.5,1266.550048828125,1282.199951171875,1042700,2023-03-20
2023-03-27,1345.9066162109375,1365.9000244140625,1385.1500244140625,1295.050048828125,1313.0,997196,2023-03-27
2023-04-03,1258.0615234375,1276.75,1391.449951171875,1275.050048828125,1365.0,572971,2023-04-03
2023-04-10,1251.6072998046875,1270.199951171875,1289.800048828125,1209.0,1283.0,1866606,2023-04-10
2023-04-17,1228.6484375,1246.9000244140625,1292.800048828125,1237.0,1262.949951171875,1084052,2023-04-17
2023-04-24,1252.149169921875,1270.75,1274.300048828125,1238.0,1257.0,478236,2023-04-24
2023-05-01,1265.2545166015625,1284.050048828125,1294.0,1253.0,1270.75,590258,2023-05-01
2023-05-08,1282.0057373046875,1301.050048828125,1308.0,1277.0,1292.0,544674,2023-05-08
2023-05-15,1377.733642578125,1398.199951171875,1442.4000244140625,1298.0,1304.699951171875,2415517,2023-05-15
2023-05-22,1419.6607666015625,1440.75,1529.5999755859375,1390.0,1435.0,3913103,2023-05-22
2023-05-29,1476.1715087890625,1498.0999755859375,1509.75,1406.25,1443.5,1475092,2023-05-29
2023-06-05,1469.17529296875,1491.0,1546.949951171875,1452.0,1506.5,1212130,2023-06-05
2023-06-12,1551.3052978515625,1574.3499755859375,1597.050048828125,1486.25,1495.800048828125,1158928,2023-06-12
2023-06-19,1531.3026123046875,1554.050048828125,1655.0,1540.050048828125,1579.4000244140625,1429296,2023-06-19
2023-06-26,1569.78076171875,1593.0999755859375,1638.0,1554.050048828125,1557.699951171875,924593,2023-06-26
2023-07-03,1557.6114501953125,1580.75,1647.699951171875,1576.0,1602.0,920444,2023-07-03
2023-07-10,1601.558837890625,1625.3499755859375,1698.0,1546.050048828125,1585.0,1869572,2023-07-10
2023-07-17,1468.583984375,1490.4000244140625,1759.9000244140625,1471.0999755859375,1640.0,11186261,2023-07-17
2023-07-24,1478.831787109375,1500.800048828125,1559.699951171875,1485.0,1489.8499755859375,2136255,2023-07-24
2023-07-31,1459.6171875,1481.300048828125,1536.9000244140625,1479.0,1500.949951171875,1985197,2023-07-31
2023-08-07,1495.5333251953125,1514.699951171875,1531.3499755859375,1466.4000244140625,1481.300048828125,1476919,2023-08-07
2023-08-14,1516.1690673828125,1535.5999755859375,1557.800048828125,1499.050048828125,1510.0,861951,2023-08-14
2023-08-21,1510.3436279296875,1529.699951171875,1562.9000244140625,1522.0,1560.0,870111,2023-08-21
2023-08-28,1533.9906005859375,1553.6500244140625,1578.6500244140625,1522.199951171875,1530.0,900540,2023-08-28
2023-09-04,1545.1968994140625,1565.0,1569.0,1541.0,1558.0,559963,2023-09-04
2023-09-11,1573.5850830078125,1591.699951171875,1614.8499755859375,1544.800048828125,1565.0,1441338,2023-09-11
2023-09-18,1559.1514892578125,1577.0999755859375,1598.699951171875,1552.0,1595.0,368909,2023-09-18
2023-09-25,1572.4483642578125,1590.550048828125,1599.800048828125,1550.0,1577.0999755859375,806348,2023-09-25
2023-10-02,1540.120361328125,1557.8499755859375,1590.550048828125,1550.6500244140625,1590.550048828125,335029,2023-10-02
2023-10-09,1556.3338623046875,1574.25,1589.800048828125,1542.800048828125,1552.5,482495,2023-10-09
2023-10-16,1550.2537841796875,1568.0999755859375,1598.800048828125,1562.050048828125,1565.0,531956,2023-10-16
2023-10-23,1561.2275390625,1579.199951171875,1585.0,1544.0,1569.949951171875,565629,2023-10-23
2023-10-30,1538.9342041015625,1556.6500244140625,1597.6500244140625,1549.0,1595.0,441232,2023-10-30
2023-11-06,1540.3505859375,1555.0999755859375,1568.0,1549.0,1560.0,279958,2023-11-06
2023-11-13,1542.133544921875,1556.9000244140625,1571.0,1550.6500244140625,1552.0,275904,2023-11-13
2023-11-20,1525.740478515625,1540.3499755859375,1563.9000244140625,1535.0,1552.0,291209,2023-11-20
2023-11-27,1525.2947998046875,1539.9000244140625,1564.800048828125,1526.050048828125,1540.3499755859375,579297,2023-11-27
2023-12-04,1528.513916015625,1543.1500244140625,1563.949951171875,1534.0,1550.0,496619,2023-12-04
2023-12-11,1597.751220703125,1613.050048828125,1621.0,1537.3499755859375,1540.0,1096874,2023-12-11
2023-12-18,1579.97119140625,1595.0999755859375,1628.5,1575.0,1612.050048828125,727254,2023-12-18
2023-12-25,1583.3885498046875,1598.550048828125,1607.0,1575.050048828125,1595.0999755859375,475937,2023-12-25
2024-01-01,1654.0618896484375,1669.9000244140625,1735.0,1590.699951171875,1608.550048828125,1986129,2024-01-01
2024-01-08,1633.0133056640625,1648.6500244140625,1678.0,1616.5,1678.0,554456,2024-01-08
2024-01-15,1601.4654541015625,1616.800048828125,1664.699951171875,1590.0,1648.6500244140625,453163,2024-01-15
2024-01-22,1560.55712890625,1575.5,1654.949951171875,1560.0,1616.800048828125,995728,2024-01-22
2024-01-29,1567.2431640625,1582.25,1603.25,1562.4000244140625,1587.75,950369,2024-01-29
2024-02-05,1584.6890869140625,1596.8499755859375,1624.949951171875,1571.0,1589.9000244140625,601842,2024-02-05
2024-02-12,1588.6090087890625,1600.800048828125,1612.3499755859375,1581.0,1597.199951171875,406082,2024-02-12
2024-02-19,1587.9639892578125,1600.1500244140625,1672.6500244140625,1589.199951171875,1602.0,1335376,2024-02-19
2024-02-26,1582.15869140625,1594.300048828125,1615.0,1580.0999755859375,1604.8499755859375,1130963,2024-02-26
2024-03-04,1573.177490234375,1585.25,1599.9000244140625,1575.199951171875,1590.0,427010,2024-03-04
2024-03-11,1555.1160888671875,1567.050048828125,1595.0,1550.5,1593.5,1207282,2024-03-11
2024-03-18,1588.361083984375,1600.550048828125,1624.75,1564.75,1565.0999755859375,2123744,2024-03-18
2024-03-25,1590.0479736328125,1602.25,1612.800048828125,1599.0999755859375,1600.550048828125,523820,2024-03-25
2024-04-01,1600.4183349609375,1612.699951171875,1627.5,1602.25,1602.25,546281,2024-04-01
2024-04-08,1589.15478515625,1601.3499755859375,1623.0,1576.4000244140625,1614.5,1434497,2024-04-08
2024-04-15,1527.52783203125,1539.25,1601.0,1511.1500244140625,1597.199951171875,289843,2024-04-15
2024-04-22,1525.989501953125,1537.699951171875,1569.9000244140625,1512.0,1533.0,259653,2024-04-22
2024-04-29,1513.882568359375,1525.5,1564.9000244140625,1510.5,1537.800048828125,191859,2024-04-29
2024-05-06,1413.2547607421875,1424.0999755859375,1547.0,1401.199951171875,1536.199951171875,541144,2024-05-06
2024-05-13,1445.656005859375,1456.75,1461.0,1406.0,1430.0,178643,2024-05-13
2024-05-20,1426.2548828125,1437.199951171875,1455.0,1424.0,1446.550048828125,136213,2024-05-20
2024-05-27,1465.255615234375,1476.5,1525.0,1390.0999755859375,1438.0,339211,2024-05-27
2024-06-03,1483.4658203125,1494.8499755859375,1532.199951171875,1386.050048828125,1520.0,450852,2024-06-03
2024-06-10,1519.092529296875,1530.75,1590.199951171875,1510.550048828125,1520.0,486397,2024-06-10
2024-06-17,1518.1497802734375,1529.800048828125,1574.0,1500.0,1530.75,278517,2024-06-17
2024-06-24,1809.513916015625,1823.4000244140625,1930.0,1510.25,1529.8499755859375,13370623,2024-06-24
2024-07-01,1751.7569580078125,1765.199951171875,1910.699951171875,1754.6500244140625,1814.449951171875,1556996,2024-07-01
2024-07-08,1761.5321044921875,1775.050048828125,1846.6500244140625,1751.25,1765.0999755859375,811719,2024-07-08
2024-07-15,1752.146484375,1763.5999755859375,1942.449951171875,1752.1500244140625,1786.0,2244044,2024-07-15
2024-07-22,1631.6343994140625,1642.300048828125,1814.0,1636.0,1705.0,2999818,2024-07-22
2024-07-29,1595.2718505859375,1605.699951171875,1684.3499755859375,1602.0999755859375,1644.6500244140625,975363,2024-07-29
2024-08-05,1582.1080322265625,1592.449951171875,1650.6500244140625,1491.0,1580.699951171875,1839150,2024-08-05
2024-08-12,1522.0008544921875,1531.949951171875,1584.0,1502.25,1584.0,458535,2024-08-12
2024-08-19,1580.915771484375,1591.25,1595.0,1515.0999755859375,1538.949951171875,420809,2024-08-19
2024-08-26,1570.732421875,1581.0,1630.0,1561.5999755859375,1597.0,383280,2024-08-26
2024-09-02,1587.671630859375,1598.050048828125,1662.0,1555.5999755859375,1593.699951171875,722864,2024-09-02
2024-09-09,1684.48876953125,1695.5,1707.0,1560.699951171875,1598.0,1375590,2024-09-09
2024-09-16,1588.218017578125,1598.5999755859375,1707.0,1591.0,1699.0,940662,2024-09-16
2024-09-23,1527.514892578125,1537.5,1618.0999755859375,1530.0,1611.050048828125,488088,2024-09-23
2024-09-30,1542.119384765625,1552.199951171875,1601.550048828125,1530.300048828125,1537.5,379605,2024-09-30
2024-10-07,1552.998291015625,1563.1500244140625,1579.800048828125,1505.1500244140625,1556.0,324764,2024-10-07
2024-10-14,1540.8775634765625,1550.949951171875,1595.9000244140625,1539.9000244140625,1574.699951171875,251515,2024-10-14
2024-10-21,1497.908447265625,1507.699951171875,1607.699951171875,1486.1500244140625,1552.0,592900,2024-10-21
2024-10-28,1528.5084228515625,1538.5,1549.0,1491.5,1519.699951171875,232319,2024-10-28
2024-11-04,1461.1591796875,1464.8499755859375,1542.0,1461.0,1540.0,934319,2024-11-04
2024-11-11,1410.4373779296875,1414.0,1484.449951171875,1409.300048828125,1464.0,189816,2024-11-11
2024-11-18,1406.148193359375,1409.699951171875,1443.699951171875,1334.0,1415.0,277132,2024-11-18
2024-11-25,1436.87060546875,1440.5,1489.949951171875,1401.0,1432.0,345621,2024-11-25
2024-12-02,1449.5885009765625,1453.25,1479.75,1412.0,1431.0,388932,2024-12-02
2024-12-09,1424.751220703125,1428.3499755859375,1505.199951171875,1418.0,1459.949951171875,680286,2024-12-09
2024-12-16,1364.90234375,1368.3499755859375,1487.8499755859375,1357.3499755859375,1428.949951171875,615576,2024-12-16
2024-12-23,1366.947265625,1370.4000244140625,1400.0,1355.0,1369.9000244140625,173091,2024-12-23
2024-12-30,1392.781982421875,1396.300048828125,1426.3499755859375,1365.300048828125,1389.0,202426,2024-12-30
2025-01-06,1319.916015625,1323.25,1442.0,1311.0,1415.949951171875,439330,2025-01-06
2025-01-13,1298.320556640625,1301.5999755859375,1335.0,1275.0,1304.0,198338,2025-01-13
2025-01-20,1242.0128173828125,1245.1500244140625,1326.4000244140625,1232.050048828125,1300.5999755859375,306243,2025-01-20
2025-01-27,1199.8692626953125,1202.9000244140625,1248.4000244140625,1131.0999755859375,1245.0,655850,2025-01-27
2025-02-03,1190.4000244140625,1190.4000244140625,1260.0,1171.0999755859375,1186.050048828125,473685,2025-02-03
2025-02-10,1061.4000244140625,1061.4000244140625,1201.050048828125,1041.0,1196.0,517875,2025-02-10
2025-02-17,1039.949951171875,1039.949951171875,1088.4000244140625,1011.5499877929688,1060.0,463524,2025-02-17
2025-02-24,980.0999755859375,980.0999755859375,1044.949951171875,961.9000244140625,1039.949951171875,369776,2025-02-24
2025-03-03,1019.5999755859375,1019.5999755859375,1120.0,953.0,984.9500122070312,3660975,2025-03-03
2025-03-10,957.0,957.0,1021.6500244140625,950.0,1014.0,650342,2025-03-10
2025-03-17,999.3499755859375,999.3499755859375,1012.5499877929688,914.9500122070312,952.0499877929688,731201,2025-03-17
2025-03-24,932.2000122070312,932.2000122070312,1015.9500122070312,927.0,999.4000244140625,891389,2025-03-24
2025-03-31,940.9000244140625,940.9000244140625,984.0,924.5,932.2000122070312,511984,2025-03-31
2025-04-07,975.4000244140625,975.4000244140625,996.0,861.9000244140625,864.0999755859375,869872,2025-04-07
2025-04-14,1022.75,1022.75,1030.0,969.5999755859375,985.0,368374,2025-04-14
2025-04-21,972.5999755859375,972.5999755859375,1040.0,962.4500122070312,1022.75,637615,2025-04-21
2025-04-28,970.8499755859375,970.8499755859375,992.0,943.2999877929688,975.2000122070312,271055,2025-04-28
2025-05-05,912.4000244140625,912.4000244140625,1004.0,900.0,969.6500244140625,645729,2025-05-05
2025-05-12,981.6500244140625,981.6500244140625,986.2999877929688,935.1500244140625,960.0,726321,2025-05-12
2025-05-19,966.6500244140625,966.6500244140625,993.0,952.25,986.0,375000,2025-05-19
2025-05-26,949.25,949.25,978.5,944.0499877929688,967.0,528220,2025-05-26
2025-06-02,1021.3499755859375,1021.3499755859375,1025.0999755859375,945.1500244140625,955.0,1671581,2025-06-02
2025-06-09,1086.25,1086.25,1158.0,1007.0,1041.0,10095763,2025-06-09
2025-06-16,981.25,981.25,1094.8499755859375,969.0999755859375,1070.699951171875,1746060,2025-06-16
2025-06-23,999.2999877929688,999.2999877929688,1014.0,962.5499877929688,982.0,941308,2025-06-23
2025-06-30,1019.2000122070312,1019.2000122070312,1039.9000244140625,1003.2000122070312,1011.0,774658,2025-06-30
2025-07-07,989.4000244140625,989.4000244140625,1024.4000244140625,985.0999755859375,1023.9000244140625,395871,2025-07-07
2025-07-14,1002.2000122070312,1002.2000122070312,1007.7000122070312,975.0,985.0,137083,2025-07-14
