Date,Adj Close_MEGASOFT.NS,Close_MEGASOFT.NS,High_MEGASOFT.NS,Low_MEGASOFT.NS,Open_MEGASOFT.NS,Volume_MEGASOFT.NS,Date
2020-11-02,6.334859848022461,6.334859848022461,6.6727190017700195,5.9970011711120605,6.630486965179443,133893,2020-11-02
2020-11-09,6.630486965179443,6.630486965179443,6.6727190017700195,6.081466197967529,6.546021938323975,85182,2020-11-09
2020-11-16,6.841649055480957,6.841649055480957,6.926114082336426,6.3770928382873535,6.3770928382873535,112278,2020-11-16
2020-11-23,6.757184028625488,6.757184028625488,7.1372761726379395,6.630486965179443,6.6727190017700195,167780,2020-11-23
2020-11-30,7.052811145782471,7.052811145782471,7.517367839813232,6.757184028625488,6.757184028625488,235579,2020-11-30
2020-12-07,8.362015724182129,8.362015724182129,8.82657241821289,7.0105791091918945,7.221741199493408,590445,2020-12-07
2020-12-14,7.770761966705322,7.770761966705322,8.5731782913208,7.601831912994385,8.53094482421875,290742,2020-12-14
2020-12-21,7.812994003295898,7.812994003295898,8.446479797363281,6.926114082336426,8.024155616760254,389663,2020-12-21
2020-12-28,10.051312446594238,10.051312446594238,10.051312446594238,7.601831912994385,8.024155616760254,790856,2020-12-28
2021-01-04,9.924614906311035,9.924614906311035,11.487214088439941,9.840149879455566,10.515868186950684,2061857,2021-01-04
2021-01-11,10.220240592956543,10.220240592956543,10.980424880981445,9.96684741973877,10.093544006347656,1017803,2021-01-11
2021-01-18,9.755684852600098,9.755684852600098,10.47363567352295,9.71345329284668,10.262474060058594,456503,2021-01-18
2021-01-25,8.995502471923828,8.995502471923828,9.71345329284668,8.699874877929688,9.71345329284668,394209,2021-01-25
2021-02-01,9.33336067199707,9.33336067199707,9.628988265991211,8.784339904785156,8.784339904785156,202659,2021-02-01
2021-02-08,8.868804931640625,8.868804931640625,9.71345329284668,8.742107391357422,9.291129112243652,380704,2021-02-08
2021-02-15,8.404248237609863,8.404248237609863,9.291129112243652,8.024155616760254,8.65764331817627,695817,2021-02-15
2021-02-22,9.291129112243652,9.291129112243652,10.093544006347656,8.150854110717773,8.404248237609863,1143450,2021-02-22
2021-03-01,8.699874877929688,8.699874877929688,9.797917366027832,8.235318183898926,9.797917366027832,700431,2021-03-01
2021-03-08,8.82657241821289,8.82657241821289,9.502290725708008,8.488713264465332,8.91103744506836,381698,2021-03-08
2021-03-15,8.193085670471191,8.193085670471191,9.206664085388184,7.981924057006836,9.206664085388184,289442,2021-03-15
2021-03-22,8.193085670471191,8.193085670471191,8.65764331817627,7.644064903259277,8.488713264465332,267793,2021-03-22
2021-03-29,8.27755069732666,8.27755069732666,8.5731782913208,7.981924057006836,8.193085670471191,310226,2021-03-29
2021-04-05,8.404248237609863,8.404248237609863,9.122199058532715,8.024155616760254,8.404248237609863,327565,2021-04-05
2021-04-12,7.981924057006836,7.981924057006836,8.5731782913208,7.812994003295898,8.5731782913208,266810,2021-04-12
2021-04-19,8.319783210754395,8.319783210754395,8.404248237609863,7.6862969398498535,7.855226993560791,322376,2021-04-19
2021-04-26,10.727029800415039,10.727029800415039,12.669720649719238,8.066389083862305,8.615409851074219,7252839,2021-04-26
2021-05-03,10.262474060058594,10.262474060058594,11.909538269042969,10.009078979492188,10.727029800415039,1422146,2021-05-03
2021-05-10,10.178009033203125,10.178009033203125,10.47363567352295,9.544523239135742,10.47363567352295,527295,2021-05-10
2021-05-17,9.797917366027832,9.797917366027832,10.346939086914062,9.628988265991211,10.178009033203125,445112,2021-05-17
2021-05-24,10.262474060058594,10.262474060058594,10.304705619812012,9.417825698852539,9.96684741973877,460820,2021-05-24
2021-05-31,10.727029800415039,10.727029800415039,11.149353981018066,10.135777473449707,10.47363567352295,448628,2021-05-31
2021-06-07,10.38917064666748,10.38917064666748,10.938192367553711,10.009078979492188,10.895959854125977,461859,2021-06-07
2021-06-14,10.642565727233887,10.642565727233887,11.02265739440918,10.262474060058594,10.558100700378418,353525,2021-06-14
2021-06-21,11.78283977508545,11.78283977508545,11.78283977508545,10.304705619812012,10.304705619812012,1057760,2021-06-21
2021-06-28,11.571678161621094,11.571678161621094,12.331862449645996,10.558100700378418,12.331862449645996,1216817,2021-06-28
2021-07-05,13.809995651245117,13.809995651245117,13.809995651245117,11.52944564819336,11.994002342224121,6294848,2021-07-05
2021-07-12,15.25,15.25,15.25,13.149999618530273,13.25,1610628,2021-07-12
2021-07-19,14.449999809265137,14.449999809265137,16.600000381469727,14.449999809265137,15.699999809265137,841545,2021-07-19
2021-07-26,14.949999809265137,14.949999809265137,14.949999809265137,13.600000381469727,13.75,1121664,2021-07-26
2021-08-02,15.5,15.5,17.200000762939453,14.899999618530273,15.649999618530273,975163,2021-08-02
2021-08-09,13.800000190734863,13.800000190734863,16.25,12.850000381469727,16.25,438358,2021-08-09
2021-08-16,12.600000381469727,12.600000381469727,14.350000381469727,12.399999618530273,13.149999618530273,627290,2021-08-16
2021-08-23,15.699999809265137,15.699999809265137,15.949999809265137,13.199999809265137,13.199999809265137,2433274,2021-08-23
2021-08-30,17.75,17.75,17.850000381469727,14.550000190734863,15.850000381469727,2146160,2021-08-30
2021-09-06,20.399999618530273,20.399999618530273,20.399999618530273,17.5,18.200000762939453,1604045,2021-09-06
2021-09-13,21.149999618530273,21.149999618530273,22.450000762939453,18.649999618530273,21.299999237060547,2300009,2021-09-13
2021-09-20,18.149999618530273,18.149999618530273,21.799999237060547,18.100000381469727,21.0,874521,2021-09-20
2021-09-27,21.5,21.5,21.5,17.0,18.0,1450098,2021-09-27
2021-10-04,19.549999237060547,19.549999237060547,22.5,19.0,22.0,1560228,2021-10-04
2021-10-11,18.700000762939453,18.700000762939453,20.5,18.549999237060547,18.600000381469727,775537,2021-10-11
2021-10-18,18.899999618530273,18.899999618530273,19.450000762939453,17.0,19.0,1485382,2021-10-18
2021-10-25,17.899999618530273,17.899999618530273,19.0,17.200000762939453,19.0,823049,2021-10-25
2021-11-01,18.950000762939453,18.950000762939453,20.600000381469727,17.75,17.899999618530273,1319960,2021-11-01
2021-11-08,23.950000762939453,23.950000762939453,23.950000762939453,18.75,19.350000381469727,2588905,2021-11-08
2021-11-15,29.0,29.0,29.0,25.100000381469727,25.100000381469727,2355761,2021-11-15
2021-11-22,33.349998474121094,33.349998474121094,33.349998474121094,26.200000762939453,29.0,2203690,2021-11-22
2021-11-29,33.099998474121094,33.099998474121094,35.0,28.549999237060547,35.0,1633386,2021-11-29
2021-12-06,41.0,41.0,41.70000076293945,33.79999923706055,34.75,2082252,2021-12-06
2021-12-13,52.25,52.25,52.25,43.04999923706055,43.04999923706055,3679075,2021-12-13
2021-12-20,66.55000305175781,66.55000305175781,66.55000305175781,54.849998474121094,54.849998474121094,5043167,2021-12-20
2021-12-27,77.25,77.25,84.75,68.80000305175781,69.8499984741211,4132439,2021-12-27
2022-01-03,74.94999694824219,74.94999694824219,87.75,73.4000015258789,73.4000015258789,4510154,2022-01-03
2022-01-10,59.25,59.25,77.94999694824219,59.25,72.0,2036736,2022-01-10
2022-01-17,73.25,73.25,75.5,56.29999923706055,56.29999923706055,3217066,2022-01-17
2022-01-24,71.0,71.0,72.9000015258789,62.849998474121094,70.0999984741211,1262769,2022-01-24
2022-01-31,60.150001525878906,60.150001525878906,74.55000305175781,59.599998474121094,69.5,1371654,2022-01-31
2022-02-07,59.20000076293945,59.20000076293945,63.0,55.099998474121094,61.650001525878906,1250446,2022-02-07
2022-02-14,50.45000076293945,50.45000076293945,58.20000076293945,50.349998474121094,56.349998474121094,955057,2022-02-14
2022-02-21,40.54999923706055,40.54999923706055,49.900001525878906,40.349998474121094,49.0,1085527,2022-02-21
2022-02-28,47.79999923706055,47.79999923706055,47.79999923706055,38.54999923706055,39.0,977246,2022-02-28
2022-03-07,49.95000076293945,49.95000076293945,49.95000076293945,41.099998474121094,46.79999923706055,626744,2022-03-07
2022-03-14,52.650001525878906,52.650001525878906,55.0,50.04999923706055,52.20000076293945,794545,2022-03-14
2022-03-21,49.25,49.25,54.45000076293945,48.0,51.5,2411611,2022-03-21
2022-03-28,54.0,54.0,54.0,45.79999923706055,48.099998474121094,2027823,2022-03-28
2022-04-04,57.29999923706055,57.29999923706055,60.349998474121094,52.5,56.70000076293945,2538450,2022-04-04
2022-04-11,52.29999923706055,52.29999923706055,60.0,52.25,57.95000076293945,636618,2022-04-11
2022-04-18,52.95000076293945,52.95000076293945,56.25,50.5,52.0,829557,2022-04-18
2022-04-25,46.849998474121094,46.849998474121094,52.900001525878906,46.54999923706055,52.900001525878906,1075330,2022-04-25
2022-05-02,45.70000076293945,45.70000076293945,49.150001525878906,44.75,47.400001525878906,544814,2022-05-02
2022-05-09,42.900001525878906,42.900001525878906,47.95000076293945,42.20000076293945,45.0,1010708,2022-05-09
2022-05-16,45.599998474121094,45.599998474121094,45.849998474121094,41.5,43.75,579594,2022-05-16
2022-05-23,44.29999923706055,44.29999923706055,47.0,41.599998474121094,46.900001525878906,350433,2022-05-23
2022-05-30,48.70000076293945,48.70000076293945,52.900001525878906,44.54999923706055,45.20000076293945,1170306,2022-05-30
2022-06-06,43.54999923706055,43.54999923706055,49.349998474121094,42.650001525878906,48.95000076293945,672620,2022-06-06
2022-06-13,38.20000076293945,38.20000076293945,44.0,38.20000076293945,44.0,731407,2022-06-13
2022-06-20,38.70000076293945,38.70000076293945,38.95000076293945,35.70000076293945,37.29999923706055,373809,2022-06-20
2022-06-27,35.45000076293945,35.45000076293945,40.5,35.20000076293945,39.5,374783,2022-06-27
2022-07-04,35.400001525878906,35.400001525878906,36.95000076293945,34.650001525878906,35.20000076293945,313081,2022-07-04
2022-07-11,41.29999923706055,41.29999923706055,42.95000076293945,35.45000076293945,35.599998474121094,604044,2022-07-11
2022-07-18,45.79999923706055,45.79999923706055,49.0,43.349998474121094,43.349998474121094,822205,2022-07-18
2022-07-25,44.650001525878906,44.650001525878906,47.099998474121094,42.0,47.099998474121094,299440,2022-07-25
2022-08-01,43.900001525878906,43.900001525878906,47.25,42.650001525878906,45.95000076293945,317861,2022-08-01
2022-08-08,39.900001525878906,39.900001525878906,44.349998474121094,38.95000076293945,43.599998474121094,233129,2022-08-08
2022-08-15,40.54999923706055,40.54999923706055,40.79999923706055,38.099998474121094,39.900001525878906,282920,2022-08-15
2022-08-22,39.25,39.25,42.5,39.0,41.400001525878906,261033,2022-08-22
2022-08-29,38.79999923706055,38.79999923706055,39.900001525878906,35.70000076293945,38.95000076293945,1001727,2022-08-29
2022-09-05,42.0,42.0,43.04999923706055,38.099998474121094,40.0,594972,2022-09-05
2022-09-12,40.20000076293945,40.20000076293945,43.849998474121094,39.29999923706055,43.20000076293945,428274,2022-09-12
2022-09-19,39.45000076293945,39.45000076293945,41.400001525878906,38.099998474121094,40.599998474121094,619818,2022-09-19
2022-09-26,37.25,37.25,39.75,35.20000076293945,39.150001525878906,378292,2022-09-26
2022-10-03,37.79999923706055,37.79999923706055,38.29999923706055,35.20000076293945,38.29999923706055,389932,2022-10-03
2022-10-10,35.54999923706055,35.54999923706055,38.04999923706055,34.20000076293945,37.20000076293945,380337,2022-10-10
2022-10-17,33.95000076293945,33.95000076293945,36.0,32.95000076293945,36.0,328570,2022-10-17
2022-10-24,32.599998474121094,32.599998474121094,35.0,31.049999237060547,34.04999923706055,422055,2022-10-24
2022-10-31,39.599998474121094,39.599998474121094,42.45000076293945,31.799999237060547,32.95000076293945,1665146,2022-10-31
2022-11-07,37.70000076293945,37.70000076293945,40.400001525878906,37.29999923706055,39.150001525878906,257487,2022-11-07
2022-11-14,37.400001525878906,37.400001525878906,38.45000076293945,33.900001525878906,37.70000076293945,576006,2022-11-14
2022-11-21,36.79999923706055,36.79999923706055,37.70000076293945,35.900001525878906,36.099998474121094,292828,2022-11-21
2022-11-28,36.79999923706055,36.79999923706055,38.54999923706055,36.25,36.79999923706055,275432,2022-11-28
2022-12-05,35.0,35.0,37.5,34.79999923706055,36.900001525878906,256520,2022-12-05
2022-12-12,34.900001525878906,34.900001525878906,36.79999923706055,33.79999923706055,35.0,438550,2022-12-12
2022-12-19,29.850000381469727,29.850000381469727,36.95000076293945,29.600000381469727,35.54999923706055,694279,2022-12-19
2022-12-26,32.54999923706055,32.54999923706055,33.75,29.600000381469727,30.5,322889,2022-12-26
2023-01-02,32.04999923706055,32.04999923706055,33.54999923706055,31.5,32.70000076293945,267723,2023-01-02
2023-01-09,30.549999237060547,30.549999237060547,33.099998474121094,29.700000762939453,32.150001525878906,458006,2023-01-09
2023-01-16,30.799999237060547,30.799999237060547,32.849998474121094,29.950000762939453,31.450000762939453,402252,2023-01-16
2023-01-23,30.0,30.0,32.79999923706055,29.0,31.399999618530273,324961,2023-01-23
2023-01-30,30.600000381469727,30.600000381469727,31.899999618530273,28.899999618530273,30.0,438650,2023-01-30
2023-02-06,29.5,29.5,33.20000076293945,28.549999237060547,30.299999237060547,662799,2023-02-06
2023-02-13,29.100000381469727,29.100000381469727,31.549999237060547,28.0,29.149999618530273,441979,2023-02-13
2023-02-20,27.950000762939453,27.950000762939453,30.25,22.649999618530273,29.149999618530273,1300779,2023-02-20
2023-02-27,27.299999237060547,27.299999237060547,29.799999237060547,26.600000381469727,28.0,638781,2023-02-27
2023-03-06,26.950000762939453,26.950000762939453,28.450000762939453,26.649999618530273,28.450000762939453,194869,2023-03-06
2023-03-13,24.149999618530273,24.149999618530273,27.450000762939453,23.600000381469727,27.0,507280,2023-03-13
2023-03-20,22.950000762939453,22.950000762939453,25.5,22.549999237060547,24.450000762939453,588251,2023-03-20
2023-03-27,22.100000381469727,22.100000381469727,23.850000381469727,20.700000762939453,22.950000762939453,779582,2023-03-27
2023-04-03,28.25,28.25,30.0,22.200000762939453,22.200000762939453,723765,2023-04-03
2023-04-10,30.75,30.75,31.5,26.25,29.0,644974,2023-04-10
2023-04-17,29.549999237060547,29.549999237060547,32.650001525878906,29.25,31.899999618530273,419920,2023-04-17
2023-04-24,34.349998474121094,34.349998474121094,35.45000076293945,28.5,29.75,1660423,2023-04-24
2023-05-01,33.099998474121094,33.099998474121094,35.400001525878906,31.700000762939453,34.349998474121094,389328,2023-05-01
2023-05-08,35.599998474121094,35.599998474121094,37.79999923706055,32.29999923706055,33.150001525878906,722415,2023-05-08
2023-05-15,34.04999923706055,34.04999923706055,35.54999923706055,32.70000076293945,35.04999923706055,285494,2023-05-15
2023-05-22,32.400001525878906,32.400001525878906,34.900001525878906,30.899999618530273,34.099998474121094,305724,2023-05-22
2023-05-29,33.29999923706055,33.29999923706055,36.900001525878906,31.700000762939453,32.400001525878906,964056,2023-05-29
2023-06-05,30.850000381469727,30.850000381469727,34.04999923706055,30.549999237060547,33.599998474121094,524792,2023-06-05
2023-06-12,30.149999618530273,30.149999618530273,31.450000762939453,29.799999237060547,30.700000762939453,527785,2023-06-12
2023-06-19,30.600000381469727,30.600000381469727,34.20000076293945,29.600000381469727,30.75,1064601,2023-06-19
2023-06-26,29.799999237060547,29.799999237060547,31.649999618530273,29.25,30.850000381469727,288784,2023-06-26
2023-07-03,31.350000381469727,31.350000381469727,31.950000762939453,28.600000381469727,29.299999237060547,588781,2023-07-03
2023-07-10,34.70000076293945,34.70000076293945,34.70000076293945,28.799999237060547,30.549999237060547,2529793,2023-07-10
2023-07-17,40.29999923706055,40.29999923706055,43.54999923706055,32.79999923706055,35.099998474121094,5738063,2023-07-17
2023-07-24,38.75,38.75,42.79999923706055,38.29999923706055,41.45000076293945,1681662,2023-07-24
2023-07-31,39.400001525878906,39.400001525878906,41.099998474121094,37.5,38.900001525878906,1091884,2023-07-31
2023-08-07,42.25,42.25,45.70000076293945,39.150001525878906,39.95000076293945,3058144,2023-08-07
2023-08-14,51.70000076293945,51.70000076293945,57.5,41.0,42.25,9104586,2023-08-14
2023-08-21,46.650001525878906,46.650001525878906,54.0,44.54999923706055,52.0,1619911,2023-08-21
2023-08-28,43.849998474121094,43.849998474121094,47.5,42.0,46.0,611218,2023-08-28
2023-09-04,49.650001525878906,49.650001525878906,51.0,42.150001525878906,44.400001525878906,1162030,2023-09-04
2023-09-11,46.25,46.25,52.099998474121094,45.900001525878906,50.400001525878906,554311,2023-09-11
2023-09-18,46.099998474121094,46.099998474121094,46.900001525878906,45.5,46.0,274207,2023-09-18
2023-09-25,50.45000076293945,50.45000076293945,50.45000076293945,46.099998474121094,47.0,375576,2023-09-25
2023-10-02,46.599998474121094,46.599998474121094,50.45000076293945,46.599998474121094,50.45000076293945,159102,2023-10-02
2023-10-09,47.95000076293945,47.95000076293945,47.95000076293945,45.04999923706055,45.70000076293945,230351,2023-10-09
2023-10-16,47.75,47.75,50.599998474121094,46.099998474121094,49.849998474121094,790262,2023-10-16
2023-10-23,45.150001525878906,45.150001525878906,48.0,41.0,47.900001525878906,709194,2023-10-23
2023-10-30,46.25,46.25,46.25,43.29999923706055,45.849998474121094,291947,2023-10-30
2023-11-06,50.099998474121094,50.099998474121094,54.099998474121094,45.20000076293945,47.0,995861,2023-11-06
2023-11-13,50.0,50.0,53.0,50.0,52.04999923706055,340924,2023-11-13
2023-11-20,50.45000076293945,50.45000076293945,52.0,49.0,51.0,701508,2023-11-20
2023-11-27,49.0,49.0,50.599998474121094,49.0,50.45000076293945,285321,2023-11-27
2023-12-04,48.0,48.0,49.95000076293945,47.099998474121094,49.099998474121094,304767,2023-12-04
2023-12-11,49.95000076293945,49.95000076293945,49.95000076293945,47.0,47.04999923706055,446205,2023-12-11
2023-12-18,58.650001525878906,58.650001525878906,58.650001525878906,48.75,52.0,1841648,2023-12-18
2023-12-25,67.1500015258789,67.1500015258789,67.1500015258789,58.650001525878906,58.650001525878906,440433,2023-12-25
2024-01-01,69.0,69.0,69.6500015258789,64.5,67.1500015258789,954847,2024-01-01
2024-01-08,65.80000305175781,65.80000305175781,71.0,65.80000305175781,70.0,763453,2024-01-08
2024-01-15,60.0,60.0,65.0,60.0,65.0,448003,2024-01-15
2024-01-22,58.20000076293945,58.20000076293945,60.0,56.650001525878906,60.0,428233,2024-01-22
2024-01-29,61.70000076293945,61.70000076293945,61.70000076293945,58.0,59.349998474121094,1056584,2024-01-29
2024-02-05,69.3499984741211,69.3499984741211,75.0,64.75,64.75,1004926,2024-02-05
2024-02-12,69.55000305175781,69.55000305175781,69.55000305175781,59.5,65.9000015258789,887738,2024-02-12
2024-02-19,100.44999694824219,100.44999694824219,106.3499984741211,76.0,77.0999984741211,10725369,2024-02-19
2024-02-26,85.05000305175781,85.05000305175781,103.5,81.5,102.94999694824219,2329751,2024-02-26
2024-03-04,95.19999694824219,95.19999694824219,107.25,85.5,90.0,5794299,2024-03-04
2024-03-11,73.55000305175781,73.55000305175781,96.44999694824219,67.25,95.0999984741211,4042954,2024-03-11
2024-03-18,77.30000305175781,77.30000305175781,78.30000305175781,70.5999984741211,75.4000015258789,1205849,2024-03-18
2024-03-25,89.44999694824219,89.44999694824219,89.44999694824219,75.9000015258789,77.4000015258789,1294878,2024-03-25
2024-04-01,86.19999694824219,86.19999694824219,93.9000015258789,85.0999984741211,93.9000015258789,1763538,2024-04-01
2024-04-08,78.4000015258789,78.4000015258789,90.0,77.5999984741211,87.4000015258789,991430,2024-04-08
2024-04-15,74.25,74.25,76.80000305175781,69.5,76.55000305175781,1298276,2024-04-15
2024-04-22,77.25,77.25,81.80000305175781,75.05000305175781,76.19999694824219,1151573,2024-04-22
2024-04-29,72.5,72.5,78.5,71.94999694824219,78.5,547120,2024-04-29
2024-05-06,66.8499984741211,66.8499984741211,74.5,63.599998474121094,74.5,989877,2024-05-06
2024-05-13,69.69999694824219,69.69999694824219,71.0,66.69999694824219,69.3499984741211,791582,2024-05-13
2024-05-20,70.6500015258789,70.6500015258789,76.94999694824219,69.55000305175781,76.80000305175781,1631164,2024-05-20
2024-05-27,67.1500015258789,67.1500015258789,71.19999694824219,66.05000305175781,70.0999984741211,591252,2024-05-27
2024-06-03,68.5,68.5,70.5,58.599998474121094,70.5,1134749,2024-06-03
2024-06-10,66.75,66.75,70.0,66.0,68.5,851731,2024-06-10
2024-06-17,68.37000274658203,68.37000274658203,69.80000305175781,65.73999786376953,66.75,604518,2024-06-17
2024-06-24,64.47000122070312,64.47000122070312,69.98999786376953,64.0,69.0199966430664,592607,2024-06-24
2024-07-01,73.76000213623047,73.76000213623047,74.05999755859375,64.76000213623047,64.76000213623047,2459664,2024-07-01
2024-07-08,70.9000015258789,70.9000015258789,75.98999786376953,67.0,74.69999694824219,1120967,2024-07-08
2024-07-15,66.26000213623047,66.26000213623047,71.61000061035156,66.0,70.5,782108,2024-07-15
2024-07-22,66.95999908447266,66.95999908447266,69.47000122070312,63.54999923706055,67.05000305175781,566345,2024-07-22
2024-07-29,71.02999877929688,71.02999877929688,75.0,67.36000061035156,68.94999694824219,1963404,2024-07-29
2024-08-05,70.13999938964844,70.13999938964844,73.37999725341797,66.0,68.0,707325,2024-08-05
2024-08-12,69.04000091552734,69.04000091552734,73.4000015258789,67.0,70.0,600873,2024-08-12
2024-08-19,57.439998626708984,57.439998626708984,70.91999816894531,56.11000061035156,70.30000305175781,4395029,2024-08-19
2024-08-26,55.040000915527344,55.040000915527344,60.5099983215332,54.0099983215332,56.20000076293945,4042150,2024-08-26
2024-09-02,55.65999984741211,55.65999984741211,57.0,50.04999923706055,55.0,2889444,2024-09-02
2024-09-09,55.040000915527344,55.040000915527344,60.54999923706055,52.619998931884766,57.9900016784668,4684694,2024-09-09
2024-09-16,61.77000045776367,61.77000045776367,68.75,56.13999938964844,57.45000076293945,8054946,2024-09-16
2024-09-23,68.62999725341797,68.62999725341797,76.9000015258789,62.0,62.09000015258789,8975977,2024-09-23
2024-09-30,67.7300033569336,67.7300033569336,69.5,64.30000305175781,68.0,1362221,2024-09-30
2024-10-07,65.38999938964844,65.38999938964844,68.94000244140625,61.310001373291016,68.94000244140625,615263,2024-10-07
2024-10-14,62.630001068115234,62.630001068115234,65.5,61.0099983215332,64.75,342314,2024-10-14
2024-10-21,65.4000015258789,65.4000015258789,72.48999786376953,65.4000015258789,65.76000213623047,1460912,2024-10-21
2024-10-28,72.37000274658203,72.37000274658203,72.38999938964844,62.5,65.0,760157,2024-10-28
2024-11-04,78.19000244140625,78.19000244140625,80.0199966430664,70.0,73.0999984741211,1799897,2024-11-04
2024-11-11,71.73999786376953,71.73999786376953,79.0,68.4000015258789,77.94999694824219,619380,2024-11-11
2024-11-18,68.12999725341797,68.12999725341797,71.98999786376953,66.5,71.98999786376953,270470,2024-11-18
2024-11-25,71.19000244140625,71.19000244140625,71.19999694824219,66.7699966430664,70.8499984741211,460610,2024-11-25
2024-12-02,69.0999984741211,69.0999984741211,72.5,68.51000213623047,70.5999984741211,430976,2024-12-02
2024-12-09,70.18000030517578,70.18000030517578,72.94000244140625,69.0,69.88999938964844,611934,2024-12-09
2024-12-16,85.2300033569336,85.2300033569336,86.27999877929688,69.0999984741211,69.26000213623047,2405751,2024-12-16
2024-12-23,85.9800033569336,85.9800033569336,98.6500015258789,84.79000091552734,89.3499984741211,1683214,2024-12-23
2024-12-30,94.45999908447266,94.45999908447266,94.45999908447266,84.01000213623047,85.1500015258789,2135526,2024-12-30
2025-01-06,99.0999984741211,99.0999984741211,111.0,92.0,94.30000305175781,4881030,2025-01-06
2025-01-13,86.2300033569336,86.2300033569336,96.9800033569336,85.45999908447266,94.13999938964844,992302,2025-01-13
2025-01-20,79.13999938964844,79.13999938964844,91.44999694824219,78.5,85.19999694824219,861477,2025-01-20
2025-01-27,79.2699966430664,79.2699966430664,82.9000015258789,72.0,78.69999694824219,534559,2025-01-27
2025-02-03,79.93000030517578,79.93000030517578,82.4000015258789,75.5,76.69999694824219,319419,2025-02-03
2025-02-10,64.25,64.25,78.98999786376953,63.540000915527344,78.30000305175781,713143,2025-02-10
2025-02-17,61.63999938964844,61.63999938964844,65.52999877929688,59.0,65.52999877929688,612987,2025-02-17
2025-02-24,56.880001068115234,56.880001068115234,62.900001525878906,56.86000061035156,61.900001525878906,317109,2025-02-24
2025-03-03,61.13999938964844,61.13999938964844,61.13999938964844,51.31999969482422,57.9900016784668,609634,2025-03-03
2025-03-10,56.709999084472656,56.709999084472656,63.900001525878906,56.709999084472656,60.150001525878906,319226,2025-03-10
2025-03-17,54.0,54.0,55.56999969482422,53.2599983215332,55.56999969482422,342024,2025-03-17
2025-03-24,49.060001373291016,49.060001373291016,53.5,49.060001373291016,53.0,733596,2025-03-24
2025-03-31,53.099998474121094,53.099998474121094,53.099998474121094,49.060001373291016,49.060001373291016,108810,2025-03-31
2025-04-07,57.459999084472656,57.459999084472656,57.459999084472656,54.15999984741211,54.15999984741211,233092,2025-04-07
2025-04-14,60.959999084472656,60.959999084472656,60.959999084472656,58.599998474121094,58.599998474121094,21954,2025-04-14
2025-04-21,70.37000274658203,70.37000274658203,74.08000183105469,64.0,64.0,521505,2025-04-21
2025-04-28,67.3499984741211,67.3499984741211,70.37000274658203,62.04999923706055,66.8499984741211,683224,2025-04-28
2025-05-05,63.40999984741211,63.40999984741211,69.9000015258789,61.0,69.9000015258789,366765,2025-05-05
2025-05-12,68.76000213623047,68.76000213623047,71.0,65.0,66.29000091552734,694189,2025-05-12
2025-05-19,86.55999755859375,86.55999755859375,86.62000274658203,70.1500015258789,72.19000244140625,881121,2025-05-19
2025-05-26,83.91000366210938,83.91000366210938,87.44000244140625,81.5,86.29000091552734,618560,2025-05-26
2025-06-02,92.33999633789062,92.33999633789062,92.33999633789062,79.5,83.88999938964844,538988,2025-06-02
2025-06-09,98.9800033569336,98.9800033569336,106.87000274658203,94.0999984741211,95.4000015258789,1237233,2025-06-09
2025-06-16,85.43000030517578,85.43000030517578,102.0,84.5,101.0,759281,2025-06-16
2025-06-23,104.25,104.25,104.25,81.61000061035156,84.0,1273681,2025-06-23
