Date,Adj Close_EMKAY.NS,Close_EMKAY.NS,High_EMKAY.NS,Low_EMKAY.NS,Open_EMKAY.NS,Volume_EMKAY.NS,Date
2020-07-13,44.935516357421875,47.099998474121094,50.400001525878906,46.95000076293945,47.95000076293945,67621,2020-07-13
2020-07-20,44.36308670043945,46.5,49.45000076293945,46.25,47.0,48823,2020-07-20
2020-07-27,41.11933517456055,43.099998474121094,47.70000076293945,42.75,47.70000076293945,78060,2020-07-27
2020-08-03,44.601600646972656,46.75,48.04999923706055,41.599998474121094,43.099998474121094,69708,2020-08-03
2020-08-10,49.1333122253418,51.5,56.900001525878906,45.0,45.04999923706055,103511,2020-08-10
2020-08-17,46.6050910949707,48.849998474121094,51.0,48.0,51.0,94722,2020-08-17
2020-08-24,56.95648193359375,59.70000076293945,63.400001525878906,48.0,50.70000076293945,326548,2020-08-24
2020-08-31,53.426517486572266,56.0,65.0,53.25,60.0,71038,2020-08-31
2020-09-07,50.32587432861328,52.75,59.5,51.29999923706055,56.20000076293945,47199,2020-09-07
2020-09-14,55.81163024902344,58.5,60.04999923706055,52.75,52.75,152189,2020-09-14
2020-09-21,50.46897506713867,52.900001525878906,61.0,48.20000076293945,58.75,89599,2020-09-21
2020-09-28,57.05188751220703,59.79999923706055,61.5,51.599998474121094,53.150001525878906,174711,2020-09-28
2020-10-05,56.95648193359375,59.70000076293945,62.95000076293945,57.29999923706055,62.79999923706055,58121,2020-10-05
2020-10-12,53.760433197021484,56.349998474121094,60.349998474121094,56.099998474121094,60.349998474121094,66553,2020-10-12
2020-10-19,56.28865051269531,59.0,60.150001525878906,57.099998474121094,59.599998474121094,50839,2020-10-19
2020-10-26,58.62606430053711,61.45000076293945,64.55000305175781,58.0,59.95000076293945,88951,2020-10-26
2020-11-02,60.104827880859375,63.0,66.25,60.20000076293945,64.5,68920,2020-11-02
2020-11-09,60.104827880859375,63.0,65.69999694824219,60.29999923706055,62.25,90018,2020-11-09
2020-11-16,63.92101287841797,67.0,71.0,61.349998474121094,62.599998474121094,168127,2020-11-16
2020-11-23,66.92626190185547,70.1500015258789,71.5,65.0,68.9000015258789,156712,2020-11-23
2020-11-30,65.06587219238281,68.19999694824219,74.0,66.0,70.1500015258789,162554,2020-11-30
2020-12-07,68.83434295654297,72.1500015258789,84.0,69.05000305175781,69.05000305175781,460413,2020-12-07
2020-12-14,69.54987335205078,72.9000015258789,79.4000015258789,71.0,71.55000305175781,127025,2020-12-14
2020-12-21,66.35382843017578,69.55000305175781,74.5,63.0,73.05000305175781,90827,2020-12-21
2020-12-28,73.65225982666016,77.19999694824219,83.94999694824219,69.55000305175781,70.5,539788,2020-12-28
2021-01-04,69.0728530883789,72.4000015258789,80.69999694824219,69.75,77.5,270887,2021-01-04
2021-01-11,69.40677642822266,72.75,83.0,68.5,72.4000015258789,732112,2021-01-11
2021-01-18,67.64178466796875,70.9000015258789,75.5,69.0,75.5,121576,2021-01-18
2021-01-25,64.77964782714844,67.9000015258789,73.9000015258789,66.0999984741211,70.30000305175781,60866,2021-01-25
2021-02-01,63.968711853027344,67.05000305175781,77.55000305175781,64.0999984741211,69.8499984741211,287250,2021-02-01
2021-02-08,66.44923400878906,69.6500015258789,78.30000305175781,66.1500015258789,68.0,157195,2021-02-08
2021-02-15,65.82909393310547,69.0,73.0999984741211,67.05000305175781,73.0,84082,2021-02-15
2021-02-22,66.83084869384766,70.05000305175781,71.8499984741211,67.0,68.6500015258789,56678,2021-02-22
2021-03-01,73.1275405883789,76.6500015258789,80.0999984741211,69.19999694824219,69.4000015258789,549620,2021-03-01
2021-03-08,76.27589416503906,79.94999694824219,91.05000305175781,75.5999984741211,79.1500015258789,2219866,2021-03-08
2021-03-15,70.3608169555664,73.75,80.44999694824219,67.30000305175781,79.19999694824219,610105,2021-03-15
2021-03-22,65.82909393310547,69.0,78.5,67.1500015258789,73.1500015258789,301046,2021-03-22
2021-03-29,65.11357116699219,68.25,71.80000305175781,63.04999923706055,69.0,180080,2021-03-29
2021-04-05,63.682498931884766,66.75,71.8499984741211,64.30000305175781,67.0,302179,2021-04-05
2021-04-12,60.486446380615234,63.400001525878906,68.9000015258789,61.5,66.05000305175781,67767,2021-04-12
2021-04-19,61.63129806518555,64.5999984741211,72.5,60.0,62.75,257040,2021-04-19
2021-04-26,61.29738998413086,64.25,67.9000015258789,61.75,64.1500015258789,177755,2021-04-26
2021-05-03,66.68773651123047,69.9000015258789,76.30000305175781,61.25,63.45000076293945,732128,2021-05-03
2021-05-10,64.5411376953125,67.6500015258789,74.0,67.4000015258789,70.19999694824219,209243,2021-05-10
2021-05-17,74.08158111572266,77.6500015258789,88.4000015258789,68.9000015258789,69.5999984741211,1056742,2021-05-17
2021-05-24,75.36954498291016,79.0,86.19999694824219,71.19999694824219,79.9000015258789,1313650,2021-05-24
2021-05-31,75.65576171875,79.30000305175781,82.4000015258789,74.0999984741211,78.94999694824219,651213,2021-05-31
2021-06-07,75.03563690185547,78.6500015258789,82.5,76.05000305175781,80.19999694824219,427676,2021-06-07
2021-06-14,72.36430358886719,75.8499984741211,82.80000305175781,72.0,78.05000305175781,310922,2021-06-14
2021-06-21,73.89077758789062,77.44999694824219,83.3499984741211,74.25,76.0,713153,2021-06-21
2021-06-28,85.57783508300781,89.69999694824219,94.55000305175781,77.80000305175781,78.05000305175781,2450466,2021-06-28
2021-07-05,96.02462005615234,100.6500015258789,106.0,90.3499984741211,92.0,4419449,2021-07-05
2021-07-12,122.88098907470703,128.8000030517578,134.8000030517578,96.6500015258789,101.0,10739018,2021-07-12
2021-07-19,115.82105255126953,121.4000015258789,137.0,120.0999984741211,128.8000030517578,1910345,2021-07-19
2021-07-26,112.00487518310547,117.4000015258789,125.0,112.0,122.44999694824219,922628,2021-07-26
2021-08-02,122.08610534667969,126.9000015258789,134.0,116.0999984741211,118.80000305175781,1754408,2021-08-02
2021-08-09,127.28125762939453,132.3000030517578,138.6999969482422,107.44999694824219,128.85000610351562,2540057,2021-08-09
2021-08-16,116.74663543701172,121.3499984741211,139.8000030517578,117.55000305175781,132.9499969482422,1738044,2021-08-16
2021-08-23,115.35165405273438,119.9000015258789,124.80000305175781,114.0,121.5999984741211,533689,2021-08-23
2021-08-30,116.36181640625,120.94999694824219,129.60000610351562,118.8499984741211,123.0,632598,2021-08-30
