Date,Adj Close_VAIBHAVGBL.NS,Close_VAIBHAVGBL.NS,High_VAIBHAVGBL.NS,Low_VAIBHAVGBL.NS,Open_VAIBHAVGBL.NS,Volume_VAIBHAVGBL.NS,Date
2024-10-28,287.48822021484375,292.54998779296875,298.6000061035156,275.8999938964844,277.6000061035156,1316447,2024-10-28
2024-11-04,285.4245910644531,290.45001220703125,295.45001220703125,280.25,292.04998779296875,1182015,2024-11-04
2024-11-11,264.88616943359375,269.54998779296875,291.25,267.0,289.95001220703125,1510145,2024-11-11
2024-11-18,270.094482421875,274.8500061035156,277.0,265.79998779296875,270.20001220703125,1110342,2024-11-18
2024-11-25,278.72760009765625,282.04998779296875,290.0,274.5,277.8500061035156,1531209,2024-11-25
2024-12-02,301.9013671875,305.5,308.70001220703125,280.0,281.0,2516007,2024-12-02
2024-12-09,318.9975891113281,322.79998779296875,328.0,300.20001220703125,306.70001220703125,4868815,2024-12-09
2024-12-16,286.04046630859375,289.45001220703125,338.54998779296875,287.6499938964844,323.0,8365290,2024-12-16
2024-12-23,278.0358581542969,281.3500061035156,292.3999938964844,276.75,292.0,1728804,2024-12-23
2024-12-30,293.4521179199219,296.95001220703125,302.75,273.79998779296875,280.25,3303221,2024-12-30
2025-01-06,294.58856201171875,298.1000061035156,304.70001220703125,280.1000061035156,297.79998779296875,3054947,2025-01-06
2025-01-13,281.59344482421875,284.95001220703125,296.6499938964844,270.0,294.0,2028348,2025-01-13
2025-01-20,265.5348815917969,268.70001220703125,291.1499938964844,266.0,287.79998779296875,1927537,2025-01-20
2025-01-27,265.8313293457031,269.0,302.54998779296875,245.5,270.0,6585431,2025-01-27
2025-02-03,268.9442138671875,272.1499938964844,277.5,261.25,267.0,1469808,2025-02-03
2025-02-10,256.57611083984375,258.20001220703125,273.54998779296875,248.5500030517578,271.8500061035156,1653432,2025-02-10
2025-02-17,242.2666778564453,243.8000030517578,265.0,237.39999389648438,256.0,2222701,2025-02-17
2025-02-24,224.4295654296875,225.85000610351562,245.8000030517578,212.39999389648438,243.0,1929218,2025-02-24
2025-03-03,234.08843994140625,235.57000732421875,244.5,214.5500030517578,229.1999969482422,2638796,2025-03-03
2025-03-10,212.3758544921875,213.72000122070312,236.74000549316406,211.94000244140625,235.0,1847331,2025-03-10
2025-03-17,233.13446044921875,234.61000061035156,246.9600067138672,205.91000366210938,214.0,2662234,2025-03-17
2025-03-24,217.6127166748047,218.99000549316406,242.35000610351562,217.0,237.35000610351562,2981077,2025-03-24
2025-03-31,213.9459228515625,215.3000030517578,236.99000549316406,213.17999267578125,218.99000549316406,1815581,2025-03-31
2025-04-07,209.85182189941406,211.17999267578125,214.39999389648438,195.0,202.1999969482422,2064539,2025-04-07
2025-04-14,224.50904846191406,225.92999267578125,227.72999572753906,214.3000030517578,215.0500030517578,877569,2025-04-14
2025-04-21,232.80653381347656,234.27999877929688,250.0,224.41000366210938,226.5,2485245,2025-04-21
2025-04-28,219.1529541015625,220.5399932861328,236.89999389648438,217.67999267578125,234.89999389648438,1229553,2025-04-28
2025-05-05,220.00753784179688,221.39999389648438,226.47999572753906,211.5,224.0,1725065,2025-05-05
2025-05-12,249.2723388671875,250.85000610351562,254.00999450683594,226.00999450683594,229.0399932861328,2083777,2025-05-12
2025-05-19,240.30906677246094,241.8300018310547,261.0,241.3000030517578,252.0,1823388,2025-05-19
2025-05-26,252.52175903320312,254.1199951171875,263.5,242.0,242.0500030517578,2804069,2025-05-26
2025-06-02,252.15408325195312,253.75,261.6000061035156,246.5,255.0500030517578,1245843,2025-06-02
2025-06-09,249.86854553222656,251.4499969482422,268.0,245.0500030517578,256.0,2377403,2025-06-09
2025-06-16,231.83270263671875,233.3000030517578,253.25,229.6999969482422,252.8000030517578,1775659,2025-06-16
