Date,Adj Close_SHARDACROP.NS,Close_SHARDACROP.NS,High_SHARDACROP.NS,Low_SHARDACROP.NS,Open_SHARDACROP.NS,Volume_SHARDACROP.NS,Date
2020-07-13,254.79481506347656,267.70001220703125,273.29998779296875,254.9499969482422,265.0,79765,2020-07-13
2020-07-20,278.87518310546875,293.0,293.0,262.5,273.95001220703125,283265,2020-07-20
2020-07-27,280.5884094238281,294.79998779296875,312.0,283.0,293.0,239550,2020-07-27
2020-08-03,297.3399353027344,312.3999938964844,324.0,295.25,296.0,498105,2020-08-03
2020-08-10,275.35357666015625,289.29998779296875,329.0,275.0,318.0,696505,2020-08-10
2020-08-17,294.38934326171875,309.29998779296875,314.0,276.0,297.0,344569,2020-08-17
2020-08-24,281.7305603027344,296.0,321.3999938964844,290.0,321.3999938964844,272521,2020-08-24
2020-08-31,263.1705627441406,276.5,304.04998779296875,269.20001220703125,300.0,145499,2020-08-31
2020-09-07,250.55935668945312,263.25,288.8500061035156,250.0,276.8500061035156,132736,2020-09-07
2020-09-14,258.4592590332031,271.54998779296875,285.0,270.0,272.8500061035156,112101,2020-09-14
2020-09-21,244.4678955078125,256.8500061035156,288.0,249.3000030517578,272.04998779296875,88378,2020-09-21
2020-09-28,248.65577697753906,261.25,269.45001220703125,258.6499938964844,261.1499938964844,53252,2020-09-28
2020-10-05,234.8547821044922,246.75,266.0,244.0,260.0,81247,2020-10-05
2020-10-12,227.05007934570312,238.5500030517578,254.5,236.3000030517578,247.64999389648438,38783,2020-10-12
2020-10-19,255.93698120117188,268.8999938964844,293.79998779296875,240.3000030517578,240.3000030517578,552347,2020-10-19
2020-10-26,260.22003173828125,273.3999938964844,282.0,258.04998779296875,269.54998779296875,237075,2020-10-26
2020-11-02,253.89064025878906,266.75,280.54998779296875,254.0500030517578,272.0,101934,2020-11-02
2020-11-09,260.3152160644531,273.5,279.70001220703125,260.0,269.8999938964844,98113,2020-11-09
2020-11-16,260.07611083984375,271.20001220703125,278.45001220703125,267.79998779296875,268.20001220703125,68870,2020-11-16
2020-11-23,266.16558837890625,277.54998779296875,284.79998779296875,262.1000061035156,274.0,123143,2020-11-23
2020-11-30,267.84381103515625,279.29998779296875,292.0,275.45001220703125,277.54998779296875,176179,2020-11-30
2020-12-07,266.2135314941406,277.6000061035156,289.8999938964844,274.25,289.0,238169,2020-12-07
2020-12-14,261.6104431152344,272.79998779296875,283.0,271.1000061035156,281.0,118111,2020-12-14
2020-12-21,258.4937438964844,269.54998779296875,275.70001220703125,230.89999389648438,272.0,101111,2020-12-21
2020-12-28,258.1580810546875,269.20001220703125,280.75,266.79998779296875,272.5,180025,2020-12-28
2021-01-04,264.9668884277344,276.29998779296875,283.0,272.0,283.0,165344,2021-01-04
2021-01-11,264.4874267578125,275.79998779296875,284.0,272.0,281.0,194881,2021-01-11
2021-01-18,256.8155212402344,267.79998779296875,284.8999938964844,258.70001220703125,277.20001220703125,294726,2021-01-18
2021-01-25,272.3990173339844,284.04998779296875,321.0,261.04998779296875,275.79998779296875,3062774,2021-01-25
2021-02-01,278.5364990234375,290.45001220703125,297.70001220703125,276.95001220703125,288.0,765327,2021-02-01
2021-02-08,292.6814880371094,305.20001220703125,310.0,287.54998779296875,298.0,909075,2021-02-08
2021-02-15,341.2059631347656,355.79998779296875,374.29998779296875,311.54998779296875,319.8999938964844,2276671,2021-02-15
2021-02-22,313.3955078125,326.79998779296875,368.70001220703125,305.20001220703125,360.0,700266,2021-02-22
2021-03-01,306.39495849609375,319.5,343.75,317.0,327.20001220703125,384012,2021-03-01
2021-03-08,293.3048400878906,305.8500061035156,329.8999938964844,302.0,320.8500061035156,384935,2021-03-08
2021-03-15,296.9489440917969,309.6499938964844,347.3500061035156,285.3999938964844,309.0,3784204,2021-03-15
2021-03-22,279.2557373046875,291.20001220703125,320.0,285.0,312.8999938964844,659366,2021-03-22
2021-03-29,286.1604309082031,298.3999938964844,301.8500061035156,285.3999938964844,291.20001220703125,284551,2021-03-29
2021-04-05,295.031005859375,307.6499938964844,314.5,288.0,298.0,425527,2021-04-05
2021-04-12,282.5162658691406,294.6000061035156,301.8500061035156,274.1499938964844,296.3500061035156,545304,2021-04-12
2021-04-19,281.605224609375,293.6499938964844,304.0,280.04998779296875,284.0,379659,2021-04-19
2021-04-26,287.79071044921875,300.1000061035156,313.79998779296875,295.1000061035156,302.0,496362,2021-04-26
2021-05-03,300.8807678222656,313.75,331.8999938964844,300.95001220703125,305.0,719942,2021-05-03
2021-05-10,313.58734130859375,327.0,334.95001220703125,311.3999938964844,313.8999938964844,851240,2021-05-10
2021-05-17,333.2464599609375,347.5,352.3999938964844,326.04998779296875,330.0,1625415,2021-05-17
2021-05-24,328.9310302734375,343.0,380.0,337.25,352.1000061035156,4838548,2021-05-24
2021-05-31,337.8016357421875,352.25,359.95001220703125,339.29998779296875,344.95001220703125,1278518,2021-05-31
2021-06-07,359.33074951171875,374.70001220703125,387.0,348.1499938964844,356.8999938964844,2159986,2021-06-07
2021-06-14,339.9593505859375,354.5,379.8999938964844,342.0,377.8999938964844,1113194,2021-06-14
2021-06-21,331.8558654785156,346.04998779296875,364.70001220703125,343.1000061035156,349.3999938964844,627429,2021-06-21
2021-06-28,344.9939880371094,359.75,364.1000061035156,341.75,346.5,607327,2021-06-28
2021-07-05,340.3429260253906,354.8999938964844,374.25,352.29998779296875,364.8999938964844,758347,2021-07-05
2021-07-12,344.85015869140625,359.6000061035156,370.95001220703125,352.1000061035156,358.20001220703125,691460,2021-07-12
2021-07-19,330.8010559082031,344.95001220703125,363.0,335.3999938964844,363.0,428841,2021-07-19
2021-07-26,336.0721740722656,347.5,359.0,340.04998779296875,344.0,1781142,2021-07-26
2021-08-02,320.0664367675781,330.95001220703125,357.29998779296875,320.3999938964844,351.3999938964844,1587332,2021-08-02
2021-08-09,308.7028503417969,319.20001220703125,337.0,297.04998779296875,337.0,846068,2021-08-09
2021-08-16,293.6158752441406,303.6000061035156,327.70001220703125,301.6499938964844,324.0,414396,2021-08-16
2021-08-23,303.04522705078125,313.3500061035156,322.0,285.6499938964844,307.0,755386,2021-08-23
2021-08-30,294.8730773925781,304.8999938964844,325.54998779296875,302.0,316.0,469252,2021-08-30
2021-09-06,318.1322021484375,328.95001220703125,334.95001220703125,307.95001220703125,309.5,1352896,2021-09-06
2021-09-13,326.9812927246094,338.1000061035156,341.5,320.20001220703125,330.70001220703125,822977,2021-09-13
2021-09-20,316.82659912109375,327.6000061035156,344.3999938964844,318.6499938964844,339.8999938964844,836271,2021-09-20
2021-09-27,313.8768615722656,324.54998779296875,344.3999938964844,322.54998779296875,328.04998779296875,711458,2021-09-27
2021-10-04,315.1824645996094,325.8999938964844,346.95001220703125,322.6000061035156,329.79998779296875,602052,2021-10-04
2021-10-11,308.4610900878906,318.95001220703125,329.1499938964844,317.29998779296875,326.0,343173,2021-10-11
2021-10-18,300.8692321777344,311.1000061035156,328.0,299.0,318.95001220703125,1860494,2021-10-18
2021-10-25,297.9195251464844,308.04998779296875,328.0,302.0,316.8500061035156,1062166,2021-10-25
2021-11-01,302.1748046875,312.45001220703125,323.0,300.0,310.0,271780,2021-11-01
2021-11-08,313.8768615722656,324.54998779296875,334.75,310.0,315.0,523813,2021-11-08
2021-11-15,323.8381652832031,334.8500061035156,341.0,310.1000061035156,324.54998779296875,576529,2021-11-15
2021-11-22,303.1902770996094,313.5,338.79998779296875,307.0,338.79998779296875,271216,2021-11-22
2021-11-29,302.2715148925781,312.54998779296875,319.5,300.0,308.25,214561,2021-11-29
2021-12-06,322.8710632324219,333.8500061035156,339.5,310.0,314.04998779296875,534368,2021-12-06
2021-12-13,309.76666259765625,320.29998779296875,338.0,319.0,336.0,340717,2021-12-13
2021-12-20,328.33526611328125,339.5,354.0,300.6000061035156,318.6499938964844,2091161,2021-12-20
2021-12-27,342.55181884765625,354.20001220703125,359.8999938964844,330.1000061035156,337.0,1274721,2021-12-27
2022-01-03,338.9251708984375,350.45001220703125,365.6000061035156,349.70001220703125,359.3999938964844,896432,2022-01-03
2022-01-10,351.11077880859375,363.04998779296875,376.8500061035156,345.5,354.70001220703125,1503550,2022-01-10
2022-01-17,366.8263854980469,379.29998779296875,409.79998779296875,360.0,363.3999938964844,4311894,2022-01-17
2022-01-24,581.9125366210938,601.7000122070312,620.0,410.70001220703125,420.0,20792574,2022-01-24
2022-01-31,636.2158813476562,657.8499755859375,671.0,574.0,586.7000122070312,5508900,2022-01-31
2022-02-07,542.9757080078125,558.5999755859375,673.0,537.0,660.0999755859375,2239876,2022-02-07
2022-02-14,545.3572387695312,561.0499877929688,590.0,504.0,524.2000122070312,1215780,2022-02-14
2022-02-21,525.8679809570312,541.0,569.5,500.25,559.9000244140625,989922,2022-02-21
2022-02-28,530.9711303710938,546.25,588.7999877929688,521.0,532.0,1018223,2022-02-28
2022-03-07,526.0624389648438,541.2000122070312,560.0,511.04998779296875,533.0,621819,2022-03-07
2022-03-14,541.0316772460938,556.5999755859375,595.2999877929688,525.5499877929688,545.5,1347736,2022-03-14
2022-03-21,523.5838012695312,538.6500244140625,585.0,530.4500122070312,568.0,1126925,2022-03-21
2022-03-28,605.3800048828125,622.7999877929688,662.7000122070312,515.0,540.0,2266412,2022-03-28
2022-04-04,685.5238037109375,705.25,735.0,603.0499877929688,625.5,1891417,2022-04-04
2022-04-11,675.609130859375,695.0499877929688,744.5,680.5999755859375,735.0,649621,2022-04-11
2022-04-18,663.1185913085938,682.2000122070312,705.7000122070312,612.9000244140625,695.0499877929688,835659,2022-04-18
2022-04-25,604.7482299804688,622.1500244140625,737.0,618.0,678.9000244140625,1048734,2022-04-25
2022-05-02,608.6363525390625,626.1500244140625,668.4500122070312,596.5,596.5,497404,2022-05-02
2022-05-09,627.6395263671875,645.7000122070312,645.7000122070312,563.4500122070312,618.0,886867,2022-05-09
2022-05-16,687.8081665039062,707.5999755859375,734.0,627.1500244140625,675.0,2452705,2022-05-16
2022-05-23,719.3504638671875,740.0499877929688,769.1500244140625,657.0499877929688,708.0,2770704,2022-05-23
2022-05-30,687.8567504882812,707.6500244140625,765.0,690.25,752.0,1830323,2022-05-30
2022-06-06,704.2354125976562,724.5,764.0,694.2999877929688,714.7999877929688,1941624,2022-06-06
2022-06-13,620.5437622070312,638.4000244140625,714.0,625.0499877929688,705.0,2050895,2022-06-13
2022-06-20,581.9541015625,598.7000122070312,638.4000244140625,554.0,632.0,1369401,2022-06-20
2022-06-27,601.4432373046875,618.75,644.0,604.0,609.7999877929688,806272,2022-06-27
2022-07-04,631.6248168945312,649.7999877929688,675.9500122070312,611.0,623.0,755297,2022-07-04
2022-07-11,648.295166015625,666.9500122070312,689.0,640.0999755859375,640.0999755859375,880473,2022-07-11
2022-07-18,674.0053100585938,693.4000244140625,707.0,669.5999755859375,670.0,940777,2022-07-18
2022-07-25,503.6571960449219,518.1500244140625,703.75,513.5999755859375,696.7999877929688,3811078,2022-07-25
2022-08-01,514.3391723632812,526.8499755859375,564.0,520.0,520.0,1259982,2022-08-01
2022-08-08,513.9974365234375,526.5,533.75,490.29998779296875,531.5,876767,2022-08-08
2022-08-15,504.08843994140625,516.3499755859375,535.25,515.0,526.5,557559,2022-08-15
2022-08-22,518.5370483398438,531.1500244140625,540.0,494.20001220703125,510.20001220703125,616520,2022-08-22
2022-08-29,502.96575927734375,515.2000122070312,531.7999877929688,514.3499755859375,521.5,332676,2022-08-29
2022-09-05,502.52642822265625,514.75,534.9500122070312,508.29998779296875,515.2000122070312,349367,2022-09-05
2022-09-12,470.3588562011719,481.79998779296875,530.0,476.0,515.0499877929688,769299,2022-09-12
2022-09-19,437.5567932128906,448.20001220703125,497.6499938964844,443.5,481.79998779296875,599539,2022-09-19
2022-09-26,432.529052734375,443.04998779296875,453.0,418.0,449.8999938964844,618197,2022-09-26
2022-10-03,452.44464111328125,463.45001220703125,475.0,428.3999938964844,445.3999938964844,605569,2022-10-03
2022-10-10,424.0356750488281,434.3500061035156,459.3999938964844,429.70001220703125,459.20001220703125,239018,2022-10-10
2022-10-17,435.01849365234375,445.6000061035156,484.3999938964844,423.20001220703125,433.0,1049014,2022-10-17
2022-10-24,379.9089660644531,389.1499938964844,449.0,382.1000061035156,445.0,670599,2022-10-24
2022-10-31,389.23223876953125,398.70001220703125,411.29998779296875,368.54998779296875,391.1000061035156,2790329,2022-10-31
2022-11-07,381.6662902832031,390.95001220703125,405.95001220703125,378.04998779296875,400.70001220703125,414394,2022-11-07
2022-11-14,375.4670715332031,384.6000061035156,406.0,380.1499938964844,392.95001220703125,428366,2022-11-14
2022-11-21,400.2151184082031,409.95001220703125,427.95001220703125,381.20001220703125,384.6499938964844,1100582,2022-11-21
2022-11-28,424.1332702636719,434.45001220703125,441.0,399.79998779296875,410.6499938964844,709831,2022-11-28
2022-12-05,470.26129150390625,481.70001220703125,514.9000244140625,435.20001220703125,437.0,9352579,2022-12-05
2022-12-12,478.60821533203125,490.25,514.0,480.0,484.8999938964844,1465138,2022-12-12
2022-12-19,410.6121826171875,420.6000061035156,502.79998779296875,417.04998779296875,490.25,900624,2022-12-19
2022-12-26,502.7217102050781,514.9500122070312,524.7000122070312,419.04998779296875,420.95001220703125,6184670,2022-12-26
2023-01-02,481.34173583984375,493.04998779296875,516.1500244140625,480.5,515.0,1224005,2023-01-02
2023-01-09,459.5713195800781,470.75,502.70001220703125,467.04998779296875,493.70001220703125,555842,2023-01-09
2023-01-16,468.7969055175781,480.20001220703125,488.79998779296875,468.54998779296875,470.79998779296875,506371,2023-01-16
2023-01-23,478.16888427734375,489.79998779296875,533.0,476.8999938964844,484.75,4068598,2023-01-23
2023-01-30,469.72430419921875,481.1499938964844,507.3999938964844,460.54998779296875,494.8999938964844,1041202,2023-01-30
2023-02-06,459.2295837402344,470.3999938964844,489.0,463.6000061035156,484.79998779296875,582316,2023-02-06
2023-02-13,469.1859436035156,477.54998779296875,491.0,456.29998779296875,473.79998779296875,514177,2023-02-13
2023-02-20,461.9155578613281,470.1499938964844,487.75,468.0,481.20001220703125,287658,2023-02-20
2023-02-27,471.78955078125,480.20001220703125,484.8999938964844,462.1000061035156,468.0,319520,2023-02-27
2023-03-06,461.71905517578125,469.95001220703125,495.6000061035156,467.79998779296875,481.0,284599,2023-03-06
2023-03-13,436.71478271484375,444.5,473.6499938964844,431.0,472.3999938964844,710338,2023-03-13
2023-03-20,451.79595947265625,459.8500061035156,468.79998779296875,432.3999938964844,451.95001220703125,435783,2023-03-20
2023-03-27,481.1231689453125,489.70001220703125,492.6000061035156,440.1499938964844,461.8999938964844,520469,2023-03-27
2023-04-03,478.1756896972656,486.70001220703125,503.0,482.0,495.0,194518,2023-04-03
2023-04-10,454.0065612792969,462.1000061035156,490.8999938964844,416.95001220703125,490.8999938964844,557227,2023-04-10
2023-04-17,443.73956298828125,451.6499938964844,463.04998779296875,450.79998779296875,461.79998779296875,324599,2023-04-17
2023-04-24,455.9715270996094,464.1000061035156,466.3999938964844,439.79998779296875,453.95001220703125,465623,2023-04-24
2023-05-01,463.8313903808594,472.1000061035156,483.0,461.0,464.1000061035156,294322,2023-05-01
2023-05-08,488.4426574707031,497.1499938964844,512.0,466.3999938964844,474.0,1017602,2023-05-08
2023-05-15,491.2918395996094,500.04998779296875,519.9000244140625,486.3999938964844,506.0,1112235,2023-05-15
