Date,Adj Close_ABREL.NS,Close_ABREL.NS,High_ABREL.NS,Low_ABREL.NS,Open_ABREL.NS,Volume_ABREL.NS,Date
2020-07-13,296.6214599609375,304.0,306.75,290.25,302.0,2886492,2020-07-13
2020-07-20,292.767333984375,300.04998779296875,317.04998779296875,296.0,305.5,6495889,2020-07-20
2020-07-27,300.4755859375,307.95001220703125,312.6000061035156,292.5,302.5,10499143,2020-07-27
2020-08-03,315.8433532714844,323.70001220703125,325.70001220703125,298.75,305.8500061035156,10336841,2020-08-03
2020-08-10,304.0858154296875,311.6499938964844,330.95001220703125,303.70001220703125,329.0,7667368,2020-08-10
2020-08-17,335.8103942871094,340.8999938964844,349.3999938964844,307.04998779296875,314.0,19498342,2020-08-17
2020-08-24,356.9893798828125,362.3999938964844,387.70001220703125,328.6499938964844,344.70001220703125,19607003,2020-08-24
2020-08-31,343.0506286621094,348.25,365.0,320.0,365.0,9194555,2020-08-31
2020-09-07,333.15069580078125,338.20001220703125,358.20001220703125,321.45001220703125,352.8999938964844,6628730,2020-09-07
2020-09-14,364.4267272949219,369.95001220703125,380.8999938964844,340.3500061035156,342.0,9318523,2020-09-14
2020-09-21,323.0537414550781,327.95001220703125,371.95001220703125,315.1000061035156,368.0,4114310,2020-09-21
2020-09-28,329.7029724121094,334.70001220703125,342.0,329.1000061035156,331.95001220703125,2320254,2020-09-28
2020-10-05,325.95965576171875,330.8999938964844,347.20001220703125,329.6499938964844,337.0,2978923,2020-10-05
2020-10-12,316.79852294921875,321.6000061035156,334.6499938964844,306.0,332.20001220703125,2888091,2020-10-12
2020-10-19,318.62091064453125,323.45001220703125,327.75,312.0,323.8999938964844,2916425,2020-10-19
2020-10-26,301.13592529296875,305.70001220703125,329.8500061035156,301.45001220703125,325.75,2979055,2020-10-26
2020-11-02,308.96722412109375,313.6499938964844,319.29998779296875,302.0,305.95001220703125,2358526,2020-11-02
2020-11-09,307.588134765625,312.25,317.8999938964844,305.79998779296875,315.20001220703125,2683110,2020-11-09
2020-11-16,326.2059326171875,331.1499938964844,346.45001220703125,312.54998779296875,313.8500061035156,7595983,2020-11-16
2020-11-23,346.5968933105469,351.8500061035156,360.8999938964844,330.29998779296875,334.0,7783331,2020-11-23
2020-11-30,385.7041931152344,391.54998779296875,414.75,348.25,351.8500061035156,10228090,2020-11-30
2020-12-07,366.8400573730469,372.3999938964844,411.6499938964844,367.5,393.6000061035156,7190362,2020-12-07
2020-12-14,389.5951843261719,395.5,414.5,370.20001220703125,375.70001220703125,8963069,2020-12-14
2020-12-21,386.6399841308594,392.5,399.5,350.70001220703125,392.0,5065396,2020-12-21
2020-12-28,402.4503479003906,408.54998779296875,418.6499938964844,390.1000061035156,395.8999938964844,8644052,2020-12-28
2021-01-04,409.98614501953125,416.20001220703125,432.3999938964844,405.29998779296875,410.75,8147720,2021-01-04
2021-01-11,406.4399108886719,412.6000061035156,439.8999938964844,407.0,419.79998779296875,5663230,2021-01-11
2021-01-18,402.0563659667969,408.1499938964844,422.0,400.25,409.0,2600250,2021-01-18
2021-01-25,412.6458435058594,418.8999938964844,424.95001220703125,384.29998779296875,411.79998779296875,3657377,2021-01-25
2021-02-01,450.32476806640625,457.1499938964844,483.25,417.75,419.0,6724090,2021-02-01
2021-02-08,452.4426574707031,459.29998779296875,476.6499938964844,450.1000061035156,458.1000061035156,3097464,2021-02-08
2021-02-15,478.103759765625,485.3500061035156,504.75,455.1000061035156,462.8999938964844,5678723,2021-02-15
2021-02-22,474.21270751953125,481.3999938964844,504.5,414.20001220703125,484.0,2952276,2021-02-22
2021-03-01,505.636474609375,513.2999877929688,549.75,476.5,479.20001220703125,4319424,2021-03-01
2021-03-08,492.2887268066406,499.75,524.0,485.20001220703125,517.0,2194936,2021-03-08
2021-03-15,462.7859191894531,469.79998779296875,509.5,461.25,502.25,1796097,2021-03-15
2021-03-22,460.8157958984375,467.79998779296875,492.25,461.70001220703125,473.04998779296875,1714545,2021-03-22
2021-03-29,452.04864501953125,458.8999938964844,474.20001220703125,447.5,467.79998779296875,1865124,2021-03-29
2021-04-05,477.6604919433594,484.8999938964844,503.79998779296875,434.04998779296875,460.45001220703125,4515295,2021-04-05
2021-04-12,465.15008544921875,472.20001220703125,479.0,445.5,477.1000061035156,2049449,2021-04-12
2021-04-19,453.67401123046875,460.54998779296875,463.5,432.79998779296875,463.5,2389121,2021-04-19
2021-04-26,474.40972900390625,481.6000061035156,499.75,461.5,464.8999938964844,2623069,2021-04-26
2021-05-03,461.7515869140625,468.75,507.70001220703125,464.75,478.04998779296875,2880359,2021-05-03
2021-05-10,472.68585205078125,479.8500061035156,493.0,466.0,468.6000061035156,2456412,2021-05-10
2021-05-17,493.8648681640625,501.3500061035156,511.95001220703125,479.0,482.8999938964844,2773223,2021-05-17
2021-05-24,494.01263427734375,501.5,522.0,497.95001220703125,504.0,3550156,2021-05-24
2021-05-31,501.3021240234375,508.8999938964844,514.7999877929688,490.5,501.5,2327978,2021-05-31
2021-06-07,566.858642578125,575.4500122070312,583.9500122070312,506.79998779296875,511.79998779296875,8834617,2021-06-07
2021-06-14,557.6974487304688,566.1500244140625,598.7000122070312,545.1500244140625,570.0,5463067,2021-06-14
2021-06-21,589.761474609375,598.7000122070312,619.8499755859375,550.0,555.0,6034865,2021-06-21
2021-06-28,604.0941772460938,613.25,626.5,593.0,602.0999755859375,3476301,2021-06-28
2021-07-05,666.3998413085938,676.5,716.2999877929688,615.0,617.5,6309906,2021-07-05
2021-07-12,709.849609375,719.5,733.5,679.0,684.1500244140625,6137574,2021-07-12
2021-07-19,694.3602905273438,703.7999877929688,736.0,688.0,717.0,1966890,2021-07-19
2021-07-26,785.0769653320312,795.75,826.7999877929688,669.0,709.0,16098692,2021-07-26
2021-08-02,781.8212280273438,792.4500122070312,834.7000122070312,759.0,802.9500122070312,5066197,2021-08-02
2021-08-09,778.1707763671875,788.75,802.7000122070312,742.0,793.7999877929688,4054867,2021-08-09
2021-08-16,756.6632080078125,766.9500122070312,831.7000122070312,761.0,786.5,3315084,2021-08-16
2021-08-23,737.0794067382812,747.0999755859375,778.0,740.0,770.0,2107913,2021-08-23
2021-08-30,837.9580078125,849.3499755859375,857.75,753.0999755859375,754.0,5949201,2021-08-30
2021-09-06,843.48291015625,854.9500122070312,884.9000244140625,846.1500244140625,853.5999755859375,3720282,2021-09-06
2021-09-13,838.5992431640625,850.0,861.0499877929688,830.0999755859375,848.0,2069690,2021-09-13
2021-09-20,941.9443359375,954.75,965.0,821.0,845.0,5126537,2021-09-20
2021-09-27,904.010009765625,916.2999877929688,969.0,909.0,951.0,1969146,2021-09-27
2021-10-04,924.0870971679688,936.6500244140625,957.0,915.0,916.2999877929688,1445439,2021-10-04
2021-10-11,949.7384033203125,962.6500244140625,1004.0,923.5999755859375,942.7000122070312,3909959,2021-10-11
2021-10-18,836.5275268554688,847.9000244140625,977.4500122070312,841.4500122070312,970.4000244140625,1623891,2021-10-18
2021-10-25,771.0674438476562,781.5499877929688,857.2999877929688,776.0,852.5499877929688,1684930,2021-10-25
2021-11-01,844.9627685546875,856.4500122070312,869.0,787.4500122070312,789.3499755859375,1664476,2021-11-01
2021-11-08,857.8870849609375,869.5499877929688,891.5,841.9000244140625,856.4500122070312,1379635,2021-11-08
2021-11-15,792.6736450195312,803.4500122070312,874.0,790.4500122070312,873.5999755859375,614147,2021-11-15
2021-11-22,795.4854125976562,806.2999877929688,884.5,777.5999755859375,801.1500244140625,2629219,2021-11-22
2021-11-29,820.8900146484375,832.0499877929688,845.0,754.8499755859375,809.0,2970154,2021-11-29
2021-12-06,835.7875366210938,847.1500244140625,855.2000122070312,800.0999755859375,830.0999755859375,1680394,2021-12-06
2021-12-13,817.7824096679688,828.9000244140625,888.0999755859375,821.0,849.0,2200259,2021-12-13
2021-12-20,901.3956298828125,913.6500244140625,930.0,775.0,824.4500122070312,5227912,2021-12-20
