Date,Adj Close_ABREL.NS,Close_ABREL.NS,High_ABREL.NS,Low_ABREL.NS,Open_ABREL.NS,Volume_ABREL.NS,Date
2021-12-27,905.2432861328125,917.5499877929688,938.0,872.5,913.4000244140625,3160393,2021-12-27
2022-01-03,934.2982177734375,947.0,956.7999877929688,896.0,911.0,2495990,2022-01-03
2022-01-10,978.5467529296875,991.8499755859375,1024.0,941.2000122070312,950.0,5161613,2022-01-10
2022-01-17,937.4060668945312,950.1500244140625,1023.9000244140625,917.3499755859375,991.8499755859375,2752022,2022-01-17
2022-01-24,844.0255126953125,855.5,956.6500244140625,841.5499877929688,949.7999877929688,1782714,2022-01-24
2022-01-31,869.6275024414062,881.4500122070312,898.0,850.0999755859375,872.5999755859375,1095507,2022-01-31
2022-02-07,826.9576416015625,838.2000122070312,881.0999755859375,831.3499755859375,879.9000244140625,957812,2022-02-07
2022-02-14,786.0635375976562,796.75,846.9500122070312,778.0,828.5999755859375,1168056,2022-02-14
2022-02-21,747.734619140625,757.9000244140625,803.1500244140625,725.0,794.9500122070312,1620604,2022-02-21
2022-02-28,724.59912109375,734.4500122070312,773.0999755859375,728.25,757.9000244140625,652704,2022-02-28
2022-03-07,760.856201171875,771.2000122070312,814.0999755859375,698.3499755859375,729.4500122070312,2165480,2022-03-07
2022-03-14,810.4322509765625,821.4500122070312,862.75,748.0,775.0,2658500,2022-03-14
2022-03-21,834.5049438476562,845.8499755859375,889.4000244140625,802.6500244140625,826.4000244140625,2743466,2022-03-21
2022-03-28,848.218505859375,859.75,879.9000244140625,819.9000244140625,849.0,1275292,2022-03-28
2022-04-04,908.74560546875,921.0999755859375,932.0,857.0,867.5,3369624,2022-04-04
2022-04-11,887.7807006835938,899.8499755859375,949.9000244140625,892.0499877929688,919.9000244140625,1158567,2022-04-11
2022-04-18,867.1610107421875,878.9500122070312,915.7000122070312,849.5,899.0,1113482,2022-04-18
2022-04-25,824.5897216796875,835.7999877929688,918.0,825.5999755859375,870.0,2811552,2022-04-25
2022-05-02,759.031005859375,769.3499755859375,845.6500244140625,753.7000122070312,830.0,1051404,2022-05-02
2022-05-09,686.418212890625,695.75,765.0,686.2000122070312,765.0,958069,2022-05-09
2022-05-16,703.9794921875,713.5499877929688,743.9000244140625,685.7000122070312,703.9000244140625,768306,2022-05-16
2022-05-23,721.836669921875,731.6500244140625,760.0,702.0999755859375,717.5,1393572,2022-05-23
2022-05-30,877.1748657226562,889.0999755859375,904.9000244140625,736.0499877929688,742.3499755859375,3200710,2022-05-30
2022-06-06,783.350341796875,794.0,878.9500122070312,791.0,872.0,1083130,2022-06-06
2022-06-13,734.8595581054688,744.8499755859375,794.4000244140625,739.9500122070312,775.0,598728,2022-06-13
2022-06-20,768.403564453125,778.8499755859375,784.3499755859375,697.6500244140625,747.0499877929688,724050,2022-06-20
2022-06-27,795.8800659179688,806.7000122070312,819.3499755859375,784.0499877929688,787.7000122070312,607827,2022-06-27
2022-07-04,796.9652709960938,807.7999877929688,824.9000244140625,788.0499877929688,812.0,552154,2022-07-04
2022-07-11,783.7941284179688,790.4500122070312,823.75,782.0999755859375,800.0,412056,2022-07-11
2022-07-18,806.848388671875,813.7000122070312,817.9000244140625,777.0499877929688,794.4500122070312,729105,2022-07-18
2022-07-25,832.4806518554688,839.5499877929688,845.0,790.0999755859375,813.7000122070312,2150969,2022-07-25
2022-08-01,837.240234375,844.3499755859375,864.75,824.0,847.0,1678665,2022-08-01
2022-08-08,836.7444458007812,843.8499755859375,859.9500122070312,835.5999755859375,835.5999755859375,445732,2022-08-08
2022-08-15,838.8268432617188,845.9500122070312,884.0,829.75,843.8499755859375,1209317,2022-08-15
2022-08-22,847.701416015625,854.9000244140625,876.0,835.0999755859375,850.5,806031,2022-08-22
2022-08-29,843.8838500976562,851.0499877929688,882.4500122070312,832.0999755859375,841.8499755859375,522653,2022-08-29
2022-09-05,898.91650390625,906.5499877929688,934.7000122070312,854.1500244140625,854.2999877929688,2244039,2022-09-05
2022-09-12,873.1353759765625,880.5499877929688,943.9000244140625,872.0,910.7999877929688,1118663,2022-09-12
2022-09-19,857.4189453125,864.7000122070312,924.9000244140625,856.0,875.0,926050,2022-09-19
2022-09-26,803.8736572265625,810.7000122070312,861.9500122070312,800.0999755859375,859.0,620621,2022-09-26
2022-10-03,823.8043823242188,830.7999877929688,836.0499877929688,794.4000244140625,812.0,415866,2022-10-03
2022-10-10,814.9793090820312,821.9000244140625,849.9000244140625,811.8499755859375,820.0,505913,2022-10-10
2022-10-17,829.6051635742188,836.6500244140625,859.0,812.0,821.9000244140625,619815,2022-10-17
2022-10-24,862.3768310546875,869.7000122070312,883.9000244140625,811.0,844.9000244140625,1436546,2022-10-24
2022-10-31,814.334716796875,821.25,875.4000244140625,820.0,861.3499755859375,576656,2022-10-31
2022-11-07,793.80908203125,800.5499877929688,833.0,795.0,825.4000244140625,315004,2022-11-07
2022-11-14,768.5733642578125,775.0999755859375,804.9500122070312,762.0499877929688,804.5999755859375,554469,2022-11-14
2022-11-21,783.3974609375,790.0499877929688,799.0,770.0,772.0,528915,2022-11-21
2022-11-28,803.8736572265625,810.7000122070312,824.6500244140625,782.25,790.0,864892,2022-11-28
2022-12-05,761.9298095703125,768.4000244140625,818.5,756.7999877929688,814.4500122070312,635938,2022-12-05
2022-12-12,752.9559936523438,759.3499755859375,786.3499755859375,757.0499877929688,772.4000244140625,501911,2022-12-12
2022-12-19,667.5809936523438,673.25,771.9000244140625,670.0,771.9000244140625,638076,2022-12-19
2022-12-26,710.5164184570312,716.5499877929688,723.5,665.0,672.75,483420,2022-12-26
2023-01-02,703.7736206054688,709.75,736.9500122070312,706.0,710.0,240493,2023-01-02
2023-01-09,709.0785522460938,715.0999755859375,729.4500122070312,695.4500122070312,713.5,484173,2023-01-09
2023-01-16,698.12158203125,704.0499877929688,718.5499877929688,697.0499877929688,715.0999755859375,169617,2023-01-16
2023-01-23,657.218994140625,662.7999877929688,708.7999877929688,651.0,700.0,316135,2023-01-23
2023-01-30,676.8026733398438,682.5499877929688,715.5,653.5,691.0999755859375,1007063,2023-01-30
2023-02-06,643.931884765625,649.4000244140625,685.0,635.0499877929688,685.0,1083258,2023-02-06
2023-02-13,635.4537353515625,640.8499755859375,660.0,637.5,646.2000122070312,340528,2023-02-13
2023-02-20,601.2939453125,606.4000244140625,644.0,605.0499877929688,644.0,519067,2023-02-20
2023-02-27,618.6465454101562,623.9000244140625,628.0,588.0,603.0,547086,2023-02-27
2023-03-06,634.809326171875,640.2000122070312,645.5999755859375,617.1500244140625,623.0,530637,2023-03-06
2023-03-13,666.0936279296875,671.75,680.0,602.0499877929688,640.2000122070312,1593877,2023-03-13
2023-03-20,617.2583618164062,622.5,682.5,618.4500122070312,672.0999755859375,755404,2023-03-20
2023-03-27,628.6614990234375,634.0,658.9000244140625,609.0499877929688,635.0,918347,2023-03-27
2023-04-03,643.6838989257812,649.1500244140625,662.9500122070312,634.5999755859375,641.4000244140625,259461,2023-04-03
2023-04-10,661.5819702148438,667.2000122070312,695.7999877929688,652.0,667.9500122070312,600830,2023-04-10
2023-04-17,663.8130493164062,669.4500122070312,691.9500122070312,652.0999755859375,664.9500122070312,905503,2023-04-17
2023-04-24,674.6212158203125,680.3499755859375,687.9000244140625,650.0499877929688,660.0,1495467,2023-04-24
2023-05-01,713.739013671875,719.7999877929688,726.9500122070312,671.9000244140625,680.3499755859375,1802565,2023-05-01
2023-05-08,767.3834838867188,773.9000244140625,785.0499877929688,722.25,727.0,1988395,2023-05-08
2023-05-15,796.982177734375,803.75,828.75,772.8499755859375,779.0999755859375,2258159,2023-05-15
2023-05-22,776.4068603515625,783.0,815.7000122070312,774.6500244140625,807.9000244140625,704258,2023-05-22
2023-05-29,784.1907958984375,790.8499755859375,804.4500122070312,784.3499755859375,784.3499755859375,714715,2023-05-29
2023-06-05,792.0242309570312,798.75,819.2000122070312,791.0499877929688,795.9000244140625,649590,2023-06-05
2023-06-12,776.4563598632812,783.0499877929688,821.0,780.9000244140625,803.0,663354,2023-06-12
2023-06-19,791.9251708984375,798.6500244140625,848.7000122070312,784.9500122070312,785.0,2104346,2023-06-19
2023-06-26,854.2459106445312,861.5,873.8499755859375,790.0,799.4500122070312,2085138,2023-06-26
2023-07-03,909.8239135742188,917.5499877929688,950.0,842.0,867.5,3673303,2023-07-03
2023-07-10,943.1905517578125,951.2000122070312,955.9000244140625,884.2000122070312,918.0,2893107,2023-07-10
2023-07-17,947.1073608398438,955.1500244140625,990.9000244140625,905.0999755859375,935.0499877929688,4567835,2023-07-17
2023-07-24,1027.820556640625,1031.0999755859375,1044.949951171875,935.8499755859375,954.0,1549256,2023-07-24
2023-07-31,1023.4344482421875,1026.699951171875,1108.0,1016.5,1045.0,1771919,2023-07-31
2023-08-07,1012.3698120117188,1015.5999755859375,1044.5999755859375,1001.9500122070312,1033.199951171875,723416,2023-08-07
2023-08-14,996.9191284179688,1000.0999755859375,1033.550048828125,992.0999755859375,1014.0,437789,2023-08-14
2023-08-21,1002.052734375,1005.25,1024.1500244140625,963.3499755859375,1000.0,754894,2023-08-21
2023-08-28,1068.640380859375,1072.050048828125,1077.5,990.4500122070312,1011.1500244140625,959517,2023-08-28
2023-09-04,1079.25634765625,1082.699951171875,1140.0,1047.3499755859375,1075.449951171875,2002433,2023-09-04
2023-09-11,1088.4769287109375,1091.949951171875,1106.550048828125,995.5999755859375,1087.3499755859375,1203828,2023-09-11
2023-09-18,1083.0443115234375,1086.5,1109.9000244140625,1007.3499755859375,1095.0,1686881,2023-09-18
2023-09-25,1113.4971923828125,1117.050048828125,1134.800048828125,1063.25,1086.0,2945286,2023-09-25
2023-10-02,1120.1759033203125,1123.75,1134.449951171875,1062.050048828125,1117.050048828125,1554164,2023-10-02
2023-10-09,1181.3306884765625,1185.0999755859375,1194.9000244140625,1091.8499755859375,1107.4000244140625,3152349,2023-10-09
2023-10-16,1080.6021728515625,1084.050048828125,1223.1500244140625,1051.0,1172.0999755859375,3778803,2023-10-16
2023-10-23,1095.0062255859375,1098.5,1115.0,1046.449951171875,1115.0,1007955,2023-10-23
2023-10-30,1068.640380859375,1072.050048828125,1121.0,1066.0999755859375,1098.5,623430,2023-10-30
2023-11-06,1167.6243896484375,1171.3499755859375,1174.0,1076.449951171875,1086.6500244140625,764345,2023-11-06
2023-11-13,1224.5927734375,1228.5,1249.9000244140625,1185.0,1190.0,863361,2023-11-13
2023-11-20,1177.6922607421875,1181.449951171875,1255.0,1178.0,1234.949951171875,750378,2023-11-20
2023-11-27,1273.4866943359375,1277.550048828125,1296.0,1178.0,1181.449951171875,896423,2023-11-27
2023-12-04,1300.749755859375,1304.9000244140625,1363.1500244140625,1282.199951171875,1291.050048828125,936914,2023-12-04
2023-12-11,1217.26611328125,1221.1500244140625,1320.4000244140625,1218.0,1320.4000244140625,792077,2023-12-11
2023-12-18,1225.4898681640625,1229.4000244140625,1258.5,1185.449951171875,1228.0,925161,2023-12-18
2023-12-25,1218.66162109375,1222.550048828125,1241.0,1205.0,1229.4000244140625,311394,2023-12-25
2024-01-01,1408.6553955078125,1413.1500244140625,1500.0,1209.5999755859375,1231.25,5770511,2024-01-01
2024-01-08,1487.952392578125,1492.699951171875,1598.9000244140625,1420.5,1431.0,4165642,2024-01-08
2024-01-15,1396.39453125,1400.8499755859375,1519.9000244140625,1365.0,1492.0,1002561,2024-01-15
2024-01-22,1341.021240234375,1345.300048828125,1405.0,1324.0,1400.8499755859375,899225,2024-01-22
2024-01-29,1542.328857421875,1547.25,1590.0,1350.0,1350.0,2535133,2024-01-29
2024-02-05,1426.299072265625,1430.8499755859375,1587.0,1401.0,1587.0,869499,2024-02-05
2024-02-12,1410.6490478515625,1415.1500244140625,1454.949951171875,1326.0999755859375,1435.050048828125,682331,2024-02-12
2024-02-19,1428.2430419921875,1432.800048828125,1485.0,1402.1500244140625,1430.0,608602,2024-02-19
2024-02-26,1460.09130859375,1464.75,1507.9000244140625,1403.0,1432.800048828125,1248270,2024-02-26
2024-03-04,1525.3829345703125,1530.25,1547.75,1392.199951171875,1465.3499755859375,1249842,2024-03-04
2024-03-11,1413.7890625,1418.300048828125,1537.0,1283.699951171875,1500.0,1474495,2024-03-11
2024-03-18,1454.65869140625,1459.300048828125,1487.0,1384.949951171875,1422.949951171875,517379,2024-03-18
2024-03-25,1624.716064453125,1629.9000244140625,1684.9000244140625,1388.050048828125,1459.300048828125,4043779,2024-03-25
2024-04-01,1664.4892578125,1669.800048828125,1725.300048828125,1630.1500244140625,1660.0,1632480,2024-04-01
2024-04-08,1791.9324951171875,1797.6500244140625,1891.9000244140625,1675.0,1675.0,3172540,2024-04-08
2024-04-15,1843.6175537109375,1849.5,1859.949951171875,1693.9000244140625,1767.3499755859375,1107476,2024-04-15
2024-04-22,1990.947509765625,1997.300048828125,2006.050048828125,1844.0,1859.0,3010926,2024-04-22
2024-04-29,1958.002685546875,1964.25,2055.449951171875,1921.0,2018.550048828125,2388349,2024-04-29
2024-05-06,1994.1871337890625,2000.550048828125,2059.949951171875,1806.0,1965.300048828125,6061180,2024-05-06
2024-05-13,2171.421630859375,2178.35009765625,2198.0,1892.550048828125,2000.0,2580284,2024-05-13
2024-05-20,2218.571044921875,2225.64990234375,2278.85009765625,2047.800048828125,2165.25,1240218,2024-05-20
2024-05-27,2012.62841796875,2019.050048828125,2236.64990234375,2000.0999755859375,2236.25,982199,2024-05-27
2024-06-03,2114.104736328125,2120.85009765625,2180.0,1691.5,2065.0,3994142,2024-06-03
2024-06-10,2238.30810546875,2245.449951171875,2289.0,2052.300048828125,2129.89990234375,1991908,2024-06-10
2024-06-17,2210.746337890625,2217.800048828125,2396.60009765625,2200.0,2245.449951171875,1502487,2024-06-17
2024-06-24,2308.08544921875,2315.449951171875,2357.949951171875,2191.60009765625,2221.550048828125,1626601,2024-06-24
2024-07-01,2273.346435546875,2280.60009765625,2420.0,2251.10009765625,2251.10009765625,1275038,2024-07-01
2024-07-08,2134.638916015625,2141.449951171875,2309.949951171875,2130.0,2279.0,1289447,2024-07-08
2024-07-15,2184.040771484375,2186.0,2295.85009765625,2095.199951171875,2142.0,3981824,2024-07-15
2024-07-22,2344.4970703125,2346.60009765625,2382.85009765625,2036.5999755859375,2186.0,1895130,2024-07-22
2024-07-29,2249.482177734375,2251.5,2418.050048828125,2240.5,2360.0,1026484,2024-07-29
2024-08-05,2188.986328125,2190.949951171875,2265.85009765625,2115.0,2205.0,783118,2024-08-05
2024-08-12,2128.790283203125,2130.699951171875,2233.800048828125,2090.0,2196.949951171875,527550,2024-08-12
2024-08-19,2348.24365234375,2350.35009765625,2443.0,2114.35009765625,2132.0,4701843,2024-08-19
2024-08-26,2387.108642578125,2389.25,2525.0,2325.10009765625,2365.0,3395997,2024-08-26
2024-09-02,2406.041748046875,2408.199951171875,2449.0,2282.0,2435.0,2431387,2024-09-02
2024-09-09,2893.504638671875,2896.10009765625,2925.0,2326.35009765625,2420.0,9290708,2024-09-09
2024-09-16,2773.7119140625,2776.199951171875,2936.449951171875,2661.75,2891.39990234375,1776789,2024-09-16
2024-09-23,2745.587158203125,2748.050048828125,2888.0,2693.699951171875,2805.0,1054958,2024-09-23
2024-09-30,2749.083984375,2751.550048828125,2910.0,2715.89990234375,2750.050048828125,1435775,2024-09-30
2024-10-07,2699.728271484375,2702.14990234375,2885.0,2590.39990234375,2764.89990234375,1164636,2024-10-07
2024-10-14,3050.06396484375,3052.800048828125,3125.0,2701.0,2710.0,2069836,2024-10-14
2024-10-21,2636.485107421875,2638.85009765625,3140.0,2562.050048828125,3049.949951171875,1593496,2024-10-21
2024-10-28,2765.5693359375,2768.050048828125,2927.0,2600.10009765625,2640.199951171875,1625074,2024-10-28
2024-11-04,2782.4541015625,2784.949951171875,2925.0,2685.0,2760.75,741119,2024-11-04
2024-11-11,2597.120361328125,2599.449951171875,2788.0,2511.0,2788.0,745354,2024-11-11
2024-11-18,2552.2607421875,2554.550048828125,2659.25,2516.0,2650.0,588508,2024-11-18
2024-11-25,2750.3330078125,2752.800048828125,2843.0,2536.050048828125,2591.050048828125,1520891,2024-11-25
2024-12-02,2845.547607421875,2848.10009765625,2980.0,2725.0,2750.0,855402,2024-12-02
2024-12-09,2749.0341796875,2751.5,2899.0,2711.10009765625,2848.10009765625,476817,2024-12-09
2024-12-16,2626.044189453125,2628.39990234375,2835.35009765625,2606.60009765625,2755.10009765625,801275,2024-12-16
2024-12-23,2501.306396484375,2503.550048828125,2652.60009765625,2490.0,2628.949951171875,758855,2024-12-23
2024-12-30,2382.61279296875,2384.75,2552.0,2369.050048828125,2471.14990234375,557074,2024-12-30
2025-01-06,2070.492919921875,2072.35009765625,2370.0,2043.5999755859375,2370.0,1787925,2025-01-06
2025-01-13,2032.4769287109375,2034.300048828125,2099.0,1878.199951171875,2063.14990234375,1302461,2025-01-13
2025-01-20,1877.0162353515625,1878.699951171875,2048.60009765625,1798.25,2038.0,1352150,2025-01-20
2025-01-27,2164.758056640625,2166.699951171875,2187.0,1802.800048828125,1880.0999755859375,1156658,2025-01-27
2025-02-03,2248.08349609375,2250.10009765625,2292.75,2038.449951171875,2150.0,784289,2025-02-03
2025-02-10,2066.845947265625,2068.699951171875,2285.0,1954.050048828125,2250.39990234375,470853,2025-02-10
2025-02-17,2060.6015625,2062.449951171875,2130.0,1999.5,2074.699951171875,633561,2025-02-17
2025-02-24,1861.43017578125,1863.0999755859375,2054.89990234375,1638.0,2049.800048828125,1706744,2025-02-24
2025-03-03,1970.7822265625,1972.550048828125,2063.800048828125,1721.699951171875,1882.0,2437247,2025-03-03
2025-03-10,1773.708984375,1775.300048828125,2015.0,1746.0,1970.050048828125,705702,2025-03-10
2025-03-17,2036.5731201171875,2038.4000244140625,2055.0,1744.949951171875,1779.949951171875,1038853,2025-03-17
2025-03-24,1958.1435546875,1959.9000244140625,2090.0,1860.75,2060.0,1500367,2025-03-24
2025-03-31,1896.798583984375,1898.5,2036.75,1858.25,1959.9000244140625,1202205,2025-03-31
2025-04-07,1784.799072265625,1786.4000244140625,1869.949951171875,1689.199951171875,1750.050048828125,798292,2025-04-07
2025-04-14,1888.1063232421875,1889.800048828125,1979.4000244140625,1786.4000244140625,1786.4000244140625,955868,2025-04-14
2025-04-21,1916.8804931640625,1918.5999755859375,2026.800048828125,1871.0,1899.0,919129,2025-04-21
2025-04-28,1893.50146484375,1895.199951171875,1958.9000244140625,1885.0,1901.0,402423,2025-04-28
2025-05-05,1831.5570068359375,1833.199951171875,1919.300048828125,1809.9000244140625,1900.0,328890,2025-05-05
2025-05-12,2143.37744140625,2145.300048828125,2160.0,1891.0,1891.300048828125,1079583,2025-05-12
2025-05-19,2167.85546875,2169.800048828125,2201.0,2061.10009765625,2150.5,522685,2025-05-19
2025-05-26,2176.247802734375,2178.199951171875,2308.5,2131.5,2169.800048828125,636677,2025-05-26
2025-06-02,2353.688720703125,2355.800048828125,2457.89990234375,2109.10009765625,2140.0,2730182,2025-06-02
2025-06-09,2452.30029296875,2454.5,2525.0,2280.10009765625,2323.0,2114129,2025-06-09
2025-06-16,2422.7265625,2424.89990234375,2537.89990234375,2377.5,2445.60009765625,842584,2025-06-16
2025-06-23,2395.451416015625,2397.60009765625,2446.300048828125,2321.5,2392.39990234375,763881,2025-06-23
2025-06-30,2299.63720703125,2301.699951171875,2460.5,2295.0,2397.60009765625,363402,2025-06-30
2025-07-07,2198.927490234375,2200.89990234375,2369.39990234375,2180.0,2301.699951171875,693885,2025-07-07
2025-07-14,2234.800048828125,2234.800048828125,2253.5,2190.199951171875,2201.0,146610,2025-07-14
