Date,Adj Close_EPL.NS,Close_EPL.NS,High_EPL.NS,Low_EPL.NS,Open_EPL.NS,Volume_EPL.NS,Date
2020-07-13,170.70054626464844,189.4499969482422,193.5,183.5500030517578,186.3000030517578,175729,2020-07-13
2020-07-20,175.1156005859375,194.35000610351562,216.5,185.0,189.4499969482422,1969921,2020-07-20
2020-07-27,210.84152221679688,234.0,243.0,190.10000610351562,194.8000030517578,2585180,2020-07-27
2020-08-03,235.0970916748047,258.25,282.70001220703125,235.1999969482422,240.0,4095647,2020-08-03
2020-08-10,243.9729461669922,268.0,288.0,260.0,263.5,1231638,2020-08-10
2020-08-17,267.27783203125,293.6000061035156,318.6000061035156,268.8999938964844,274.8999938964844,2040715,2020-08-17
2020-08-24,266.6405944824219,292.8999938964844,303.95001220703125,285.0,297.70001220703125,1011404,2020-08-24
2020-08-31,253.6226806640625,278.6000061035156,306.0,265.0,296.25,1244533,2020-08-31
2020-09-07,256.2171630859375,281.45001220703125,291.95001220703125,251.0,278.6499938964844,1139430,2020-09-07
2020-09-14,229.2708740234375,251.85000610351562,307.0,250.1999969482422,284.0,11075252,2020-09-14
2020-09-21,226.31224060058594,248.60000610351562,263.45001220703125,226.4499969482422,255.8000030517578,5063743,2020-09-21
2020-09-28,228.40603637695312,250.89999389648438,256.3999938964844,240.5,253.8000030517578,1021576,2020-09-28
2020-10-05,229.08880615234375,251.64999389648438,259.6499938964844,240.0,253.0,1343974,2020-10-05
2020-10-12,231.0005340576172,253.75,259.20001220703125,249.8000030517578,252.89999389648438,1242363,2020-10-12
2020-10-19,242.9260711669922,266.8500061035156,274.0,250.75,253.75,1118815,2020-10-19
2020-10-26,226.1757049560547,248.4499969482422,269.75,242.60000610351562,268.8999938964844,932702,2020-10-26
2020-11-02,230.3177947998047,253.0,260.54998779296875,244.5,246.0,264005,2020-11-02
2020-11-09,235.05157470703125,258.20001220703125,265.0,246.5500030517578,253.10000610351562,1680571,2020-11-09
2020-11-16,241.24195861816406,265.0,272.79998779296875,252.75,252.75,615816,2020-11-16
2020-11-23,239.26416015625,260.79998779296875,266.79998779296875,248.0500030517578,265.04998779296875,1036714,2020-11-23
2020-11-30,238.80545043945312,260.29998779296875,269.3999938964844,252.4499969482422,260.79998779296875,591240,2020-11-30
2020-12-07,238.80545043945312,260.29998779296875,266.25,255.0500030517578,263.0,680934,2020-12-07
2020-12-14,238.89720153808594,260.3999938964844,270.8500061035156,256.5,261.0,2549417,2020-12-14
2020-12-21,240.08985900878906,261.70001220703125,263.0,248.0,256.5,855155,2020-12-21
2020-12-28,239.17242431640625,260.70001220703125,268.0,249.5,264.70001220703125,1708451,2020-12-28
2021-01-04,251.7869873046875,274.45001220703125,285.0,256.6000061035156,262.0,2297560,2021-01-04
2021-01-11,244.81459045410156,266.8500061035156,291.0,260.20001220703125,288.8999938964844,3064239,2021-01-11
2021-01-18,231.466064453125,252.3000030517578,266.8999938964844,251.3000030517578,264.0,1704168,2021-01-18
2021-01-25,224.40191650390625,244.60000610351562,259.0,239.5500030517578,255.0,2829467,2021-01-25
2021-02-01,196.32872009277344,214.0,251.89999389648438,213.5,244.1999969482422,4626249,2021-02-01
2021-02-08,202.10848999023438,220.3000030517578,226.5500030517578,203.5500030517578,216.9499969482422,11534302,2021-02-08
2021-02-15,202.93418884277344,221.1999969482422,229.89999389648438,217.0500030517578,222.39999389648438,3217503,2021-02-15
2021-02-22,196.87918090820312,214.60000610351562,230.0,213.9499969482422,223.0,4615617,2021-02-22
2021-03-01,200.9158477783203,219.0,239.0,217.35000610351562,218.35000610351562,4179737,2021-03-01
2021-03-08,208.3470001220703,227.10000610351562,229.9499969482422,217.60000610351562,222.89999389648438,1572277,2021-03-08
2021-03-15,193.62234497070312,211.0500030517578,234.0,207.0,229.89999389648438,7102965,2021-03-15
2021-03-22,204.12684631347656,222.5,224.39999389648438,210.10000610351562,211.0,2837314,2021-03-22
2021-03-29,215.73223876953125,235.14999389648438,243.85000610351562,222.5,222.5,4413283,2021-03-29
2021-04-05,206.00753784179688,224.5500030517578,238.6999969482422,222.0,238.6999969482422,1346652,2021-04-05
2021-04-12,191.55812072753906,208.8000030517578,223.6999969482422,206.89999389648438,223.0,1771114,2021-04-12
2021-04-19,201.14520263671875,219.25,224.9499969482422,202.0,205.0,1873358,2021-04-19
2021-04-26,206.09930419921875,224.64999389648438,233.39999389648438,216.0,221.0,4864274,2021-04-26
2021-05-03,213.94326782226562,233.1999969482422,234.60000610351562,217.0500030517578,222.0500030517578,1617040,2021-05-03
2021-05-10,213.1175994873047,232.3000030517578,248.6999969482422,228.10000610351562,235.0,2172650,2021-05-10
2021-05-17,225.4110565185547,245.6999969482422,255.0,231.39999389648438,234.39999389648438,2531362,2021-05-17
2021-05-24,208.3011016845703,227.0500030517578,254.0,225.25,248.0,3813456,2021-05-24
2021-05-31,226.19088745117188,246.5500030517578,253.0,226.0500030517578,229.0,3185121,2021-05-31
2021-06-07,232.4293670654297,253.35000610351562,262.0,248.14999389648438,254.0,1945320,2021-06-07
2021-06-14,255.82366943359375,278.8500061035156,283.6499938964844,249.5500030517578,253.39999389648438,4649609,2021-06-14
2021-06-21,257.47503662109375,280.6499938964844,291.95001220703125,273.5,275.29998779296875,2619608,2021-06-21
2021-06-28,254.95211791992188,277.8999938964844,284.6499938964844,270.0,280.45001220703125,3022155,2021-06-28
2021-07-05,244.2641143798828,266.25,291.0,264.04998779296875,291.0,1482839,2021-07-05
2021-07-12,226.511962890625,246.89999389648438,273.6000061035156,246.0500030517578,267.6000061035156,1144397,2021-07-12
2021-07-19,224.6771240234375,244.89999389648438,255.9499969482422,236.1999969482422,246.0,1606155,2021-07-19
2021-07-26,226.19088745117188,246.5500030517578,252.9499969482422,232.5500030517578,245.89999389648438,1697387,2021-07-26
2021-08-02,221.7320098876953,239.64999389648438,257.8999938964844,235.35000610351562,257.0,1202125,2021-08-02
2021-08-09,217.42967224121094,235.0,254.0,231.0,243.0,1205552,2021-08-09
2021-08-16,207.0207977294922,223.75,235.85000610351562,222.0,235.0,844733,2021-08-16
2021-08-23,212.94227600097656,230.14999389648438,237.0,220.14999389648438,227.64999389648438,1517011,2021-08-23
2021-08-30,221.7782440185547,239.6999969482422,247.6999969482422,227.75,230.14999389648438,1439751,2021-08-30
2021-09-06,220.34414672851562,238.14999389648438,243.6999969482422,233.0,240.0,510806,2021-09-06
2021-09-13,220.390380859375,238.1999969482422,252.8000030517578,235.5,239.0,1374856,2021-09-13
2021-09-20,231.35443115234375,250.0500030517578,259.1499938964844,233.3000030517578,236.8000030517578,2352525,2021-09-20
2021-09-27,221.54693603515625,239.4499969482422,254.0,238.0500030517578,251.5,1439377,2021-09-27
2021-10-04,220.2978973388672,238.10000610351562,242.0,230.0,240.0500030517578,2329027,2021-10-04
2021-10-11,214.6077117919922,231.9499969482422,246.3000030517578,231.0,242.4499969482422,2721162,2021-10-11
2021-10-18,201.83949279785156,218.14999389648438,234.8000030517578,215.0,234.8000030517578,2501773,2021-10-18
2021-10-25,198.73995971679688,214.8000030517578,224.35000610351562,211.75,218.6999969482422,1120408,2021-10-25
2021-11-01,199.11004638671875,215.1999969482422,219.4499969482422,210.10000610351562,215.8000030517578,717720,2021-11-01
2021-11-08,195.87176513671875,211.6999969482422,230.0,210.6999969482422,216.10000610351562,1863755,2021-11-08
2021-11-15,192.95726013183594,208.5500030517578,218.5500030517578,207.5500030517578,212.5,976681,2021-11-15
2021-11-22,185.21542358398438,198.14999389648438,210.25,196.64999389648438,208.60000610351562,809241,2021-11-22
2021-11-29,188.7206268310547,201.89999389648438,210.5,192.0500030517578,198.14999389648438,1855754,2021-11-29
2021-12-06,190.7303009033203,204.0500030517578,207.39999389648438,192.9499969482422,202.8000030517578,1386104,2021-12-06
2021-12-13,191.01071166992188,204.35000610351562,207.9499969482422,198.5,205.89999389648438,1096893,2021-12-13
2021-12-20,184.60784912109375,197.5,206.0,192.0,206.0,775391,2021-12-20
2021-12-27,193.72140502929688,207.25,209.0,195.0,198.5,681957,2021-12-27
2022-01-03,185.9164581298828,198.89999389648438,214.0,197.9499969482422,210.89999389648438,942895,2022-01-03
2022-01-10,184.14048767089844,197.0,201.14999389648438,195.8000030517578,200.5,1079809,2022-01-10
2022-01-17,180.5418243408203,193.14999389648438,203.4499969482422,192.60000610351562,197.0,1052814,2022-01-17
2022-01-24,177.0833282470703,189.4499969482422,193.89999389648438,183.14999389648438,193.14999389648438,778587,2022-01-24
2022-01-31,177.27024841308594,189.64999389648438,198.89999389648438,188.25,190.5,1172858,2022-01-31
2022-02-07,162.96900939941406,174.35000610351562,191.89999389648438,173.39999389648438,189.6999969482422,971810,2022-02-07
2022-02-14,156.00531005859375,166.89999389648438,174.8000030517578,160.0500030517578,174.35000610351562,1379179,2022-02-14
2022-02-21,147.96670532226562,158.3000030517578,169.0,156.10000610351562,167.5,1301648,2022-02-21
2022-02-28,146.1907196044922,156.39999389648438,161.25,155.0,157.0,482916,2022-02-28
2022-03-07,157.22044372558594,168.1999969482422,182.4499969482422,149.0,156.89999389648438,5252053,2022-03-07
2022-03-14,149.8361358642578,160.3000030517578,174.0,157.5,168.9499969482422,1441810,2022-03-14
2022-03-21,156.05206298828125,166.9499969482422,169.0,153.0,161.14999389648438,2452211,2022-03-21
2022-03-28,177.78439331054688,190.1999969482422,195.60000610351562,161.25,166.0,5026430,2022-03-28
2022-04-04,171.84889221191406,183.85000610351562,198.0,181.4499969482422,192.5,1270721,2022-04-04
2022-04-11,171.42825317382812,183.39999389648438,189.5,181.5,185.85000610351562,515346,2022-04-11
2022-04-18,158.0149688720703,169.0500030517578,183.9499969482422,167.6999969482422,183.39999389648438,2434846,2022-04-18
2022-04-25,157.68780517578125,168.6999969482422,179.0,164.39999389648438,168.0,1913689,2022-04-25
2022-05-02,152.59356689453125,163.25,179.0,160.85000610351562,168.0,647691,2022-05-02
2022-05-09,145.5364227294922,155.6999969482422,163.0,153.5,161.89999389648438,1847265,2022-05-09
2022-05-16,150.02308654785156,160.5,163.5,149.75,157.0,879940,2022-05-16
2022-05-23,153.01419067382812,163.6999969482422,167.4499969482422,155.9499969482422,162.89999389648438,914068,2022-05-23
2022-05-30,158.66929626464844,169.75,172.9499969482422,161.0500030517578,165.5,1157153,2022-05-30
2022-06-06,153.01419067382812,163.6999969482422,178.39999389648438,162.75,171.14999389648438,983319,2022-06-06
2022-06-13,142.17141723632812,152.10000610351562,162.89999389648438,150.0500030517578,162.89999389648438,1105754,2022-06-13
2022-06-20,141.37689208984375,151.25,155.6999969482422,147.14999389648438,152.10000610351562,1225286,2022-06-20
