Date,Adj Close_NOVAAGRI.NS,Close_NOVAAGRI.NS,High_NOVAAGRI.NS,Low_NOVAAGRI.NS,Open_NOVAAGRI.NS,Volume_NOVAAGRI.NS,Date
2024-11-04,63.08000183105469,63.08000183105469,67.16999816894531,60.099998474121094,64.98999786376953,617304,2024-11-04
2024-11-11,58.86000061035156,58.86000061035156,63.650001525878906,56.47999954223633,63.08000183105469,471753,2024-11-11
2024-11-18,59.06999969482422,59.06999969482422,62.400001525878906,57.9900016784668,60.400001525878906,582238,2024-11-18
2024-11-25,64.41000366210938,64.41000366210938,66.5,59.15999984741211,60.5,1096498,2024-11-25
2024-12-02,69.7300033569336,69.7300033569336,75.5,63.43000030517578,65.5,5047923,2024-12-02
2024-12-09,67.7699966430664,67.7699966430664,71.30000305175781,66.20999908447266,69.72000122070312,1286361,2024-12-09
2024-12-16,63.45000076293945,63.45000076293945,70.16000366210938,63.099998474121094,67.91999816894531,1310255,2024-12-16
2024-12-23,61.75,61.75,65.5,61.15999984741211,63.95000076293945,594107,2024-12-23
2024-12-30,63.36000061035156,63.36000061035156,64.79000091552734,58.0,61.650001525878906,985796,2024-12-30
2025-01-06,62.59000015258789,62.59000015258789,70.0,59.150001525878906,63.29999923706055,3403668,2025-01-06
2025-01-13,64.2699966430664,64.2699966430664,66.19000244140625,57.54999923706055,61.04999923706055,2048951,2025-01-13
2025-01-20,60.47999954223633,60.47999954223633,66.58000183105469,60.20000076293945,63.5,909822,2025-01-20
2025-01-27,64.69000244140625,64.69000244140625,70.0999984741211,55.61000061035156,60.97999954223633,2517939,2025-01-27
2025-02-03,61.060001373291016,61.060001373291016,64.68000030517578,60.150001525878906,63.70000076293945,829051,2025-02-03
2025-02-10,53.20000076293945,53.20000076293945,61.5,51.40999984741211,61.25,1571518,2025-02-10
2025-02-17,52.47999954223633,52.47999954223633,54.0099983215332,50.0,53.400001525878906,1084330,2025-02-17
2025-02-24,50.11000061035156,50.11000061035156,52.369998931884766,48.52000045776367,52.04999923706055,1132990,2025-02-24
2025-03-03,51.310001373291016,51.310001373291016,52.400001525878906,45.79999923706055,49.349998474121094,1347563,2025-03-03
2025-03-10,48.209999084472656,48.209999084472656,52.099998474121094,47.0,51.4900016784668,760481,2025-03-10
2025-03-17,47.84000015258789,47.84000015258789,49.29999923706055,45.04999923706055,48.599998474121094,1280644,2025-03-17
2025-03-24,42.68000030517578,42.68000030517578,49.599998474121094,42.29999923706055,47.849998474121094,2723497,2025-03-24
2025-03-31,45.220001220703125,45.220001220703125,46.70000076293945,42.349998474121094,42.68000030517578,799677,2025-03-31
2025-04-07,45.619998931884766,45.619998931884766,46.38999938964844,40.400001525878906,40.400001525878906,571918,2025-04-07
2025-04-14,48.0,48.0,48.439998626708984,45.619998931884766,45.619998931884766,552975,2025-04-14
2025-04-21,48.380001068115234,48.380001068115234,51.47999954223633,47.11000061035156,48.400001525878906,1227946,2025-04-21
2025-04-28,45.779998779296875,45.779998779296875,49.34000015258789,45.709999084472656,46.900001525878906,420587,2025-04-28
2025-05-05,43.529998779296875,43.529998779296875,46.970001220703125,42.20000076293945,46.4900016784668,789776,2025-05-05
2025-05-12,49.20000076293945,49.20000076293945,49.900001525878906,44.95000076293945,45.689998626708984,1169848,2025-05-12
2025-05-19,48.90999984741211,48.90999984741211,50.880001068115234,48.220001220703125,49.45000076293945,857615,2025-05-19
2025-05-26,48.43000030517578,48.43000030517578,49.97999954223633,48.11000061035156,48.90999984741211,1176876,2025-05-26
2025-06-02,51.849998474121094,51.849998474121094,53.599998474121094,46.45000076293945,48.0,2303127,2025-06-02
2025-06-09,50.79999923706055,50.79999923706055,55.470001220703125,50.040000915527344,52.0,1488103,2025-06-09
2025-06-16,48.47999954223633,48.47999954223633,51.56999969482422,47.52000045776367,50.790000915527344,841477,2025-06-16
2025-06-23,49.29999923706055,49.29999923706055,51.0,47.31999969482422,48.0,637147,2025-06-23
2025-06-30,49.029998779296875,49.029998779296875,51.369998931884766,48.630001068115234,49.2599983215332,841093,2025-06-30
2025-07-07,54.77000045776367,54.77000045776367,56.83000183105469,49.060001373291016,49.540000915527344,3393634,2025-07-07
2025-07-14,55.310001373291016,55.310001373291016,55.7599983215332,52.77000045776367,55.0,640618,2025-07-14
