Date,Adj Close_NOVAAGRI.NS,Close_NOVAAGRI.NS,High_NOVAAGRI.NS,Low_NOVAAGRI.NS,Open_NOVAAGRI.NS,Volume_NOVAAGRI.NS,Date
2024-01-29,63.599998474121094,63.599998474121094,63.599998474121094,55.0,55.0,8735960,2024-01-29
2024-02-05,66.4000015258789,66.4000015258789,77.19999694824219,66.4000015258789,66.75,7347873,2024-02-05
2024-02-12,65.6500015258789,65.6500015258789,71.75,57.650001525878906,65.5999984741211,13664525,2024-02-12
2024-02-19,62.400001525878906,62.400001525878906,67.4000015258789,61.900001525878906,65.0,4503209,2024-02-19
2024-02-26,63.5,63.5,73.0,60.0,62.349998474121094,15762058,2024-02-26
2024-03-04,60.0,60.0,66.5,58.849998474121094,66.05000305175781,5048560,2024-03-04
2024-03-11,54.70000076293945,54.70000076293945,60.849998474121094,50.29999923706055,60.29999923706055,5804853,2024-03-11
2024-03-18,52.54999923706055,52.54999923706055,55.400001525878906,51.5,55.400001525878906,2395700,2024-03-18
2024-03-25,50.54999923706055,50.54999923706055,52.900001525878906,50.25,52.54999923706055,1509796,2024-03-25
2024-04-01,56.95000076293945,56.95000076293945,58.599998474121094,51.45000076293945,51.45000076293945,2899240,2024-04-01
2024-04-08,55.150001525878906,55.150001525878906,57.75,54.599998474121094,57.45000076293945,1074968,2024-04-08
2024-04-15,53.04999923706055,53.04999923706055,54.45000076293945,51.54999923706055,53.54999923706055,1192227,2024-04-15
2024-04-22,52.900001525878906,52.900001525878906,55.650001525878906,52.70000076293945,53.25,1851438,2024-04-22
2024-04-29,51.54999923706055,51.54999923706055,53.900001525878906,51.29999923706055,53.150001525878906,1880440,2024-04-29
2024-05-06,49.25,49.25,52.5,47.900001525878906,52.0,1896847,2024-05-06
2024-05-13,49.04999923706055,49.04999923706055,50.5,47.70000076293945,49.25,1247853,2024-05-13
2024-05-20,50.5,50.5,52.95000076293945,50.0,50.400001525878906,1878041,2024-05-20
2024-05-27,49.04999923706055,49.04999923706055,50.95000076293945,48.099998474121094,50.04999923706055,1334151,2024-05-27
2024-06-03,55.400001525878906,55.400001525878906,56.29999923706055,45.0,50.0,7051420,2024-06-03
2024-06-10,60.11000061035156,60.11000061035156,68.8499984741211,55.95000076293945,55.95000076293945,21071358,2024-06-10
2024-06-17,64.23999786376953,64.23999786376953,68.0,60.0,60.11000061035156,7610972,2024-06-17
2024-06-24,64.27999877929688,64.27999877929688,69.5,62.15999984741211,63.5,12387567,2024-06-24
2024-07-01,67.08999633789062,67.08999633789062,68.33999633789062,63.22999954223633,63.900001525878906,6329098,2024-07-01
2024-07-08,67.55000305175781,67.55000305175781,74.4000015258789,65.55000305175781,67.61000061035156,21075382,2024-07-08
2024-07-15,69.58999633789062,69.58999633789062,74.44999694824219,65.18000030517578,68.18000030517578,19359883,2024-07-15
2024-07-22,82.0999984741211,82.0999984741211,94.0,65.88999938964844,68.9800033569336,56423522,2024-07-22
2024-07-29,81.97000122070312,81.97000122070312,85.80000305175781,76.80999755859375,82.80999755859375,8993569,2024-07-29
2024-08-05,87.18000030517578,87.18000030517578,89.80000305175781,75.94000244140625,78.0,13684209,2024-08-05
2024-08-12,77.58999633789062,77.58999633789062,82.5,71.2699966430664,80.88999938964844,4987766,2024-08-12
2024-08-19,77.30000305175781,77.30000305175781,79.5,74.0,77.5,1744309,2024-08-19
2024-08-26,75.4000015258789,75.4000015258789,79.30000305175781,75.16000366210938,77.87999725341797,1628329,2024-08-26
2024-09-02,72.11000061035156,72.11000061035156,76.88999938964844,71.69999694824219,76.88999938964844,1364666,2024-09-02
2024-09-09,72.52999877929688,72.52999877929688,74.0,70.01000213623047,72.5,1003819,2024-09-09
2024-09-16,67.06999969482422,67.06999969482422,72.55000305175781,65.62000274658203,72.30000305175781,1181923,2024-09-16
2024-09-23,68.05999755859375,68.05999755859375,70.98999786376953,65.55000305175781,66.98999786376953,1125008,2024-09-23
2024-09-30,66.58000183105469,66.58000183105469,68.80000305175781,65.01000213623047,68.80000305175781,669129,2024-09-30
2024-10-07,66.25,66.25,68.5,60.5,67.44999694824219,720127,2024-10-07
2024-10-14,62.20000076293945,62.20000076293945,67.0,60.849998474121094,66.19999694824219,526651,2024-10-14
2024-10-21,57.029998779296875,57.029998779296875,63.599998474121094,56.0,62.9900016784668,584703,2024-10-21
2024-10-28,63.18000030517578,63.18000030517578,63.79999923706055,55.20000076293945,56.060001373291016,589081,2024-10-28
