Date,Adj Close_GOLDTECH.NS,Close_GOLDTECH.NS,High_GOLDTECH.NS,Low_GOLDTECH.NS,Open_GOLDTECH.NS,Volume_GOLDTECH.NS,Date
2020-07-13,7.650000095367432,7.650000095367432,8.100000381469727,7.400000095367432,7.550000190734863,40355,2020-07-13
2020-07-20,7.900000095367432,7.900000095367432,8.399999618530273,7.650000095367432,7.650000095367432,97177,2020-07-20
2020-07-27,7.699999809265137,7.699999809265137,8.25,7.550000190734863,8.25,65785,2020-07-27
2020-08-03,7.650000095367432,7.650000095367432,7.849999904632568,6.599999904632568,7.650000095367432,98210,2020-08-03
2020-08-10,7.800000190734863,7.800000190734863,8.350000381469727,7.5,7.949999809265137,226073,2020-08-10
2020-08-17,12.649999618530273,12.649999618530273,12.649999618530273,7.400000095367432,8.0,1608269,2020-08-17
2020-08-24,13.149999618530273,13.149999618530273,16.0,13.100000381469727,13.100000381469727,910082,2020-08-24
2020-08-31,10.300000190734863,10.300000190734863,12.5,10.300000190734863,12.5,43363,2020-08-31
2020-09-07,9.800000190734863,9.800000190734863,11.100000381469727,9.449999809265137,9.800000190734863,315342,2020-09-07
2020-09-14,9.100000381469727,9.100000381469727,10.25,9.100000381469727,9.800000190734863,132128,2020-09-14
2020-09-21,8.75,8.75,9.550000190734863,8.350000381469727,9.550000190734863,81882,2020-09-21
2020-09-28,8.800000190734863,8.800000190734863,9.199999809265137,8.199999809265137,8.75,33020,2020-09-28
2020-10-05,8.149999618530273,8.149999618530273,9.100000381469727,8.0,9.100000381469727,154341,2020-10-05
2020-10-12,8.149999618530273,8.149999618530273,8.5,7.800000190734863,7.900000095367432,46525,2020-10-12
2020-10-19,8.550000190734863,8.550000190734863,8.649999618530273,7.900000095367432,8.350000381469727,57562,2020-10-19
2020-10-26,8.300000190734863,8.300000190734863,8.699999809265137,7.849999904632568,8.399999618530273,65572,2020-10-26
2020-11-02,7.949999809265137,7.949999809265137,8.350000381469727,7.599999904632568,8.0,52330,2020-11-02
2020-11-09,7.949999809265137,7.949999809265137,8.350000381469727,7.75,7.949999809265137,71216,2020-11-09
2020-11-16,8.149999618530273,8.149999618530273,8.399999618530273,7.599999904632568,8.050000190734863,46330,2020-11-16
2020-11-23,8.600000381469727,8.600000381469727,8.600000381469727,8.0,8.350000381469727,93499,2020-11-23
2020-11-30,9.600000381469727,9.600000381469727,9.949999809265137,8.600000381469727,8.600000381469727,198617,2020-11-30
2020-12-07,9.949999809265137,9.949999809265137,10.399999618530273,9.25,9.949999809265137,198444,2020-12-07
2020-12-14,10.899999618530273,10.899999618530273,12.0,9.649999618530273,10.149999618530273,444681,2020-12-14
2020-12-21,10.5,10.5,11.899999618530273,9.5,11.149999618530273,297599,2020-12-21
2020-12-28,11.550000190734863,11.550000190734863,11.75,9.649999618530273,10.149999618530273,535111,2020-12-28
