Date,Adj Close_ACLGATI.NS,Close_ACLGATI.NS,High_ACLGATI.NS,Low_ACLGATI.NS,Open_ACLGATI.NS,Volume_ACLGATI.NS,Date
2020-07-13,45.900001525878906,45.900001525878906,48.70000076293945,45.29999923706055,46.29999923706055,778175,2020-07-13
2020-07-20,45.79999923706055,45.79999923706055,50.79999923706055,45.29999923706055,46.0,1792750,2020-07-20
2020-07-27,42.95000076293945,42.95000076293945,46.79999923706055,42.599998474121094,46.0,1632727,2020-07-27
2020-08-03,43.54999923706055,43.54999923706055,45.54999923706055,42.150001525878906,43.900001525878906,1921831,2020-08-03
2020-08-10,43.70000076293945,43.70000076293945,46.70000076293945,42.599998474121094,43.599998474121094,3386015,2020-08-10
2020-08-17,48.0,48.0,49.79999923706055,43.29999923706055,44.150001525878906,6969730,2020-08-17
2020-08-24,47.400001525878906,47.400001525878906,51.849998474121094,46.29999923706055,48.29999923706055,4419504,2020-08-24
2020-08-31,45.400001525878906,45.400001525878906,48.099998474121094,44.150001525878906,47.95000076293945,1338694,2020-08-31
2020-09-07,45.70000076293945,45.70000076293945,47.400001525878906,41.75,45.400001525878906,2839955,2020-09-07
2020-09-14,49.95000076293945,49.95000076293945,50.5,44.5,45.95000076293945,3929835,2020-09-14
2020-09-21,47.95000076293945,47.95000076293945,51.5,43.20000076293945,51.0,3034433,2020-09-21
2020-09-28,58.349998474121094,58.349998474121094,59.099998474121094,47.650001525878906,48.0,9140819,2020-09-28
2020-10-05,53.45000076293945,53.45000076293945,58.95000076293945,52.599998474121094,58.0,4119947,2020-10-05
2020-10-12,52.0,52.0,56.79999923706055,51.20000076293945,53.650001525878906,1234009,2020-10-12
2020-10-19,57.54999923706055,57.54999923706055,58.54999923706055,51.150001525878906,53.0,2371227,2020-10-19
2020-10-26,65.5999984741211,65.5999984741211,70.0999984741211,56.650001525878906,57.349998474121094,9042753,2020-10-26
2020-11-02,62.599998474121094,62.599998474121094,65.94999694824219,59.5,65.9000015258789,2549548,2020-11-02
2020-11-09,89.44999694824219,89.44999694824219,91.0,59.599998474121094,62.900001525878906,18490539,2020-11-09
2020-11-16,91.6500015258789,91.6500015258789,98.3499984741211,79.30000305175781,79.30000305175781,13891024,2020-11-16
2020-11-23,89.05000305175781,89.05000305175781,92.5999984741211,84.6500015258789,92.44999694824219,3834495,2020-11-23
2020-11-30,88.30000305175781,88.30000305175781,91.4000015258789,87.80000305175781,89.05000305175781,1832241,2020-11-30
2020-12-07,87.80000305175781,87.80000305175781,91.0,80.75,88.9000015258789,3829089,2020-12-07
2020-12-14,88.0999984741211,88.0999984741211,89.0,81.0,87.94999694824219,2888619,2020-12-14
2020-12-21,86.30000305175781,86.30000305175781,87.5,76.55000305175781,86.9000015258789,2143322,2020-12-21
2020-12-28,101.75,101.75,106.5999984741211,87.0,87.0999984741211,14239579,2020-12-28
2021-01-04,98.25,98.25,104.0,95.0,102.9000015258789,3165342,2021-01-04
2021-01-11,91.80000305175781,91.80000305175781,99.3499984741211,91.5,99.1500015258789,1846262,2021-01-11
2021-01-18,89.9000015258789,89.9000015258789,96.8499984741211,85.0,89.0,2332828,2021-01-18
2021-01-25,90.05000305175781,90.05000305175781,97.75,88.9000015258789,90.0,2925808,2021-01-25
2021-02-01,95.69999694824219,95.69999694824219,101.8499984741211,88.75,90.30000305175781,4749421,2021-02-01
2021-02-08,92.94999694824219,92.94999694824219,95.9000015258789,90.30000305175781,91.9000015258789,3110042,2021-02-08
2021-02-15,91.44999694824219,91.44999694824219,94.5,90.0,93.75,2849298,2021-02-15
2021-02-22,92.94999694824219,92.94999694824219,99.5,88.0999984741211,91.80000305175781,5886829,2021-02-22
2021-03-01,113.25,113.25,118.44999694824219,92.0999984741211,93.5,19482544,2021-03-01
2021-03-08,106.0999984741211,106.0999984741211,117.94999694824219,102.55000305175781,114.25,7928314,2021-03-08
2021-03-15,106.6500015258789,106.6500015258789,114.19999694824219,101.55000305175781,107.5,7675447,2021-03-15
2021-03-22,102.9000015258789,102.9000015258789,112.69999694824219,100.0,107.0,3511258,2021-03-22
2021-03-29,106.05000305175781,106.05000305175781,107.44999694824219,102.55000305175781,102.9000015258789,1152754,2021-03-29
2021-04-05,108.05000305175781,108.05000305175781,108.5999984741211,101.4000015258789,105.0,2989854,2021-04-05
2021-04-12,98.80000305175781,98.80000305175781,105.0,95.25,104.55000305175781,3019735,2021-04-12
2021-04-19,96.0999984741211,96.0999984741211,102.0,93.1500015258789,97.0,2719203,2021-04-19
2021-04-26,95.5999984741211,95.5999984741211,101.69999694824219,95.1500015258789,96.55000305175781,2890956,2021-04-26
2021-05-03,107.1500015258789,107.1500015258789,111.6500015258789,95.5999984741211,96.44999694824219,6808795,2021-05-03
2021-05-10,105.94999694824219,105.94999694824219,112.0,104.30000305175781,108.19999694824219,2849198,2021-05-10
2021-05-17,129.9499969482422,129.9499969482422,134.89999389648438,104.19999694824219,106.0999984741211,22376970,2021-05-17
2021-05-24,118.0999984741211,118.0999984741211,131.8000030517578,115.69999694824219,130.0,11235439,2021-05-24
2021-05-31,124.0,124.0,126.55000305175781,118.4000015258789,118.75,7797093,2021-05-31
2021-06-07,144.60000610351562,144.60000610351562,150.9499969482422,124.44999694824219,127.0,17827803,2021-06-07
2021-06-14,145.89999389648438,145.89999389648438,157.89999389648438,135.5,144.0,13458635,2021-06-14
2021-06-21,161.4499969482422,161.4499969482422,179.9499969482422,141.89999389648438,143.5,19611585,2021-06-21
2021-06-28,164.8000030517578,164.8000030517578,168.8000030517578,158.1999969482422,162.1999969482422,9807237,2021-06-28
2021-07-05,156.9499969482422,156.9499969482422,167.5500030517578,153.0,165.9499969482422,5275261,2021-07-05
2021-07-12,163.10000610351562,163.10000610351562,168.9499969482422,157.10000610351562,159.0,6339615,2021-07-12
2021-07-19,167.89999389648438,167.89999389648438,176.0,159.0,163.0,7786821,2021-07-19
2021-07-26,163.89999389648438,163.89999389648438,171.0,154.0500030517578,168.85000610351562,4977663,2021-07-26
2021-08-02,157.35000610351562,157.35000610351562,167.5,151.10000610351562,164.0,3570809,2021-08-02
2021-08-09,148.89999389648438,148.89999389648438,162.89999389648438,143.1999969482422,157.89999389648438,6105523,2021-08-09
2021-08-16,134.8000030517578,134.8000030517578,148.89999389648438,132.6999969482422,148.89999389648438,1867502,2021-08-16
2021-08-23,137.8000030517578,137.8000030517578,146.8000030517578,120.0,134.8000030517578,5559837,2021-08-23
2021-08-30,141.39999389648438,141.39999389648438,145.0,137.8000030517578,138.9499969482422,2223086,2021-08-30
2021-09-06,144.5500030517578,144.5500030517578,147.8000030517578,138.5,142.0,2131686,2021-09-06
2021-09-13,139.10000610351562,139.10000610351562,145.85000610351562,137.0,144.9499969482422,2867926,2021-09-13
2021-09-20,136.39999389648438,136.39999389648438,144.39999389648438,132.3000030517578,138.64999389648438,2444178,2021-09-20
2021-09-27,137.14999389648438,137.14999389648438,139.64999389648438,135.10000610351562,136.6999969482422,1424199,2021-09-27
2021-10-04,150.8000030517578,150.8000030517578,157.60000610351562,136.64999389648438,139.14999389648438,6491997,2021-10-04
2021-10-11,146.64999389648438,146.64999389648438,153.5500030517578,145.5,150.89999389648438,1938129,2021-10-11
2021-10-18,136.6999969482422,136.6999969482422,150.89999389648438,135.0,147.25,2502616,2021-10-18
2021-10-25,138.4499969482422,138.4499969482422,148.39999389648438,133.1999969482422,136.6999969482422,2878358,2021-10-25
2021-11-01,156.85000610351562,156.85000610351562,159.1999969482422,138.25,141.60000610351562,5916715,2021-11-01
2021-11-08,169.10000610351562,169.10000610351562,183.8000030517578,158.0500030517578,158.8000030517578,14139445,2021-11-08
2021-11-15,157.4499969482422,157.4499969482422,177.0,157.0,173.5,2704539,2021-11-15
2021-11-22,155.5500030517578,155.5500030517578,173.9499969482422,152.0,155.14999389648438,6045329,2021-11-22
2021-11-29,156.25,156.25,161.5,144.0500030517578,155.0,3973903,2021-11-29
2021-12-06,160.14999389648438,160.14999389648438,163.39999389648438,150.3000030517578,156.60000610351562,2571377,2021-12-06
2021-12-13,166.89999389648438,166.89999389648438,180.5,158.9499969482422,161.39999389648438,8472177,2021-12-13
2021-12-20,189.5,189.5,199.0,154.5,164.0,18185366,2021-12-20
2021-12-27,187.75,187.75,206.0,186.39999389648438,190.0,13081855,2021-12-27
2022-01-03,191.14999389648438,191.14999389648438,193.39999389648438,182.6999969482422,188.0,5616755,2022-01-03
2022-01-10,203.25,203.25,211.8000030517578,189.8000030517578,194.5,12219468,2022-01-10
2022-01-17,202.39999389648438,202.39999389648438,221.89999389648438,198.8000030517578,204.0,10595621,2022-01-17
2022-01-24,207.39999389648438,207.39999389648438,219.5500030517578,185.10000610351562,203.35000610351562,4731054,2022-01-24
2022-01-31,208.1999969482422,208.1999969482422,216.9499969482422,205.10000610351562,209.4499969482422,5268735,2022-01-31
2022-02-07,174.60000610351562,174.60000610351562,204.0,173.0500030517578,200.0,4729493,2022-02-07
