Date,Adj Close_KANSAINER.NS,Close_KANSAINER.NS,High_KANSAINER.NS,Low_KANSAINER.NS,Open_KANSAINER.NS,Volume_KANSAINER.NS,Date
2020-07-13,289.4259338378906,300.1666564941406,305.3666687011719,293.1666564941406,294.6666564941406,1182909,2020-07-13
2020-07-20,279.1730651855469,289.5333251953125,307.8999938964844,287.5,300.0,2539969,2020-07-20
2020-07-27,278.69097900390625,289.0333251953125,296.0,277.6666564941406,288.1333312988281,830617,2020-07-27
2020-08-03,295.3076477050781,306.26666259765625,309.6000061035156,285.3666687011719,290.0,5480344,2020-08-03
2020-08-10,304.917724609375,316.23333740234375,328.0,306.1000061035156,306.6000061035156,2125881,2020-08-10
2020-08-17,305.91400146484375,317.26666259765625,333.6666564941406,314.0,316.6666564941406,2444620,2020-08-17
2020-08-24,313.9170227050781,325.5666809082031,338.0,305.5,318.0,3182730,2020-08-24
2020-08-31,312.2456970214844,323.8333435058594,336.9666748046875,304.26666259765625,326.0,1898591,2020-08-31
2020-09-07,312.53497314453125,324.1333312988281,334.6000061035156,309.4333190917969,326.6666564941406,1928611,2020-09-07
2020-09-14,327.9945983886719,340.1666564941406,357.3333435058594,324.0666809082031,326.6333312988281,2438302,2020-09-14
2020-09-21,305.7854309082031,317.1333312988281,345.29998779296875,307.3666687011719,341.23333740234375,952375,2020-09-21
2020-09-28,315.1383972167969,326.8333435058594,338.5666809082031,317.4666748046875,324.5333251953125,885780,2020-09-28
2020-10-05,310.927978515625,322.4666748046875,331.8333435058594,316.3333435058594,331.8333435058594,1576891,2020-10-05
2020-10-12,322.62713623046875,334.6000061035156,336.5666809082031,313.76666259765625,322.5,1803864,2020-10-12
2020-10-19,332.2049865722656,344.5333251953125,347.9333190917969,321.5333251953125,336.8333435058594,1890056,2020-10-19
2020-10-26,330.822998046875,343.1000061035156,350.6333312988281,328.6666564941406,346.6666564941406,1387376,2020-10-26
2020-11-02,329.1195373535156,341.3333435058594,352.1666564941406,334.3999938964844,342.6666564941406,1083444,2020-11-02
2020-11-09,335.1619567871094,347.6000061035156,356.6666564941406,328.8666687011719,346.0,1728756,2020-11-09
2020-11-16,345.34393310546875,357.29998779296875,366.8999938964844,336.73333740234375,336.73333740234375,1533973,2020-11-16
2020-11-23,349.21014404296875,361.29998779296875,371.29998779296875,344.1666564941406,363.0,1959836,2020-11-23
2020-11-30,363.28936767578125,375.8666687011719,376.6666564941406,354.3666687011719,361.29998779296875,2296615,2020-11-30
2020-12-07,353.4951171875,365.73333740234375,380.3333435058594,361.4666748046875,378.6666564941406,1596196,2020-12-07
2020-12-14,358.6822204589844,371.1000061035156,375.8999938964844,361.3333435058594,369.3333435058594,1798102,2020-12-14
2020-12-21,361.5173645019531,374.0333251953125,390.0,353.3333435058594,368.3333435058594,1967356,2020-12-21
2020-12-28,408.74884033203125,422.8999938964844,441.79998779296875,371.3333435058594,375.8999938964844,5745188,2020-12-28
2021-01-04,399.1479187011719,412.9666748046875,428.1666564941406,397.1000061035156,426.5333251953125,2503309,2021-01-04
2021-01-11,408.4910888671875,422.6333312988281,448.4333190917969,398.0,413.3333435058594,3598454,2021-01-11
2021-01-18,419.7995910644531,434.3333435058594,453.3333435058594,401.5666809082031,422.6666564941406,2998651,2021-01-18
2021-01-25,353.5595397949219,365.79998779296875,440.6333312988281,360.8666687011719,436.5333251953125,5863625,2021-01-25
2021-02-01,377.17529296875,390.23333740234375,410.73333740234375,359.1333312988281,374.0,3669221,2021-02-01
2021-02-08,370.6028137207031,383.4333190917969,398.6666564941406,380.0333251953125,390.6666564941406,1348740,2021-02-08
2021-02-15,362.3550109863281,374.8999938964844,396.1000061035156,370.0,388.0666809082031,1429142,2021-02-15
2021-02-22,360.1642150878906,372.6333312988281,384.79998779296875,363.3666687011719,376.5333251953125,1470064,2021-02-22
2021-03-01,372.3103942871094,385.20001220703125,392.0,370.0666809082031,374.6666564941406,1535166,2021-03-01
2021-03-08,369.86181640625,382.6666564941406,396.5,380.1000061035156,385.20001220703125,1888240,2021-03-08
2021-03-15,342.63763427734375,354.5,385.9666748046875,347.5666809082031,384.6333312988281,2932416,2021-03-15
2021-03-22,366.22119140625,378.8999938964844,383.1333312988281,355.5,357.79998779296875,1045195,2021-03-22
2021-03-29,381.3636169433594,394.5666809082031,406.6666564941406,378.8999938964844,378.8999938964844,1472695,2021-03-29
2021-04-05,384.03778076171875,397.3333435058594,399.3333435058594,384.29998779296875,390.0,1073370,2021-04-05
2021-04-12,368.895263671875,381.6666564941406,393.73333740234375,367.8999938964844,393.3333435058594,530627,2021-04-12
2021-04-19,354.3327941894531,366.6000061035156,380.0,354.3333435058594,378.20001220703125,2429670,2021-04-19
2021-04-26,358.1022644042969,370.5,381.8999938964844,361.5666809082031,370.0,1472739,2021-04-26
2021-05-03,380.9769592285156,394.1666564941406,400.0,365.29998779296875,370.6666564941406,2823030,2021-05-03
2021-05-10,358.6822204589844,371.1000061035156,399.3333435058594,366.0,394.6666564941406,2258378,2021-05-10
2021-05-17,360.3252868652344,372.79998779296875,377.8333435058594,367.3666687011719,373.3333435058594,1203110,2021-05-17
2021-05-24,368.7663879394531,381.5333251953125,394.6333312988281,372.0,375.3333435058594,2244608,2021-05-24
2021-05-31,373.5024108886719,386.4333190917969,393.3333435058594,375.3333435058594,383.9666748046875,2090356,2021-05-31
2021-06-07,375.53216552734375,388.5333251953125,402.6666564941406,384.5666809082031,386.6666564941406,2339874,2021-06-07
2021-06-14,370.11956787109375,382.9333190917969,392.20001220703125,373.1333312988281,389.3333435058594,1047644,2021-06-14
2021-06-21,380.94140625,392.76666259765625,400.0,376.3333435058594,376.3333435058594,1299315,2021-06-21
2021-06-28,379.6805725097656,391.4666748046875,398.6333312988281,364.3999938964844,395.20001220703125,954638,2021-06-28
2021-07-05,389.735107421875,401.8333435058594,420.6333312988281,388.79998779296875,394.0,4649929,2021-07-05
