Date,Adj Close_JINDALSAW.NS,Close_JINDALSAW.NS,High_JINDALSAW.NS,Low_JINDALSAW.NS,Open_JINDALSAW.NS,Volume_JINDALSAW.NS,Date
2025-05-12,215.1307373046875,217.1300048828125,220.97999572753906,210.75999450683594,210.83999633789062,10632998,2025-05-12
2025-05-19,213.6346435546875,215.6199951171875,226.5399932861328,208.10000610351562,219.8000030517578,10745099,2025-05-19
2025-05-26,209.94888305664062,211.89999389648438,219.3000030517578,210.33999633789062,216.60000610351562,6564161,2025-05-26
2025-06-02,215.8441162109375,217.85000610351562,221.8000030517578,210.0,211.3000030517578,10868384,2025-06-02
2025-06-09,239.3300018310547,239.3300018310547,260.3999938964844,218.69000244140625,220.0,79969654,2025-06-09
2025-06-16,239.52000427246094,239.52000427246094,245.64999389648438,227.8800048828125,241.69000244140625,13867153,2025-06-16
2025-06-23,243.9199981689453,243.9199981689453,247.8000030517578,234.1199951171875,236.6999969482422,11293063,2025-06-23
2025-06-30,232.88999938964844,232.88999938964844,245.3000030517578,231.52000427246094,243.9199981689453,9890064,2025-06-30
2025-07-07,224.7100067138672,224.7100067138672,234.41000366210938,224.0,233.5,5682766,2025-07-07
2025-07-14,224.64999389648438,224.64999389648438,226.22999572753906,221.41000366210938,223.75,1966159,2025-07-14
