Date,Adj Close_MCX.NS,Close_MCX.NS,High_MCX.NS,Low_MCX.NS,Open_MCX.NS,Volume_MCX.NS,Date
2020-07-13,1263.043701171875,1345.0999755859375,1357.0,1282.1500244140625,1296.199951171875,322016,2020-07-13
2020-07-20,1412.8135986328125,1504.5999755859375,1530.0,1355.0,1355.0,2497968,2020-07-20
2020-07-27,1583.523193359375,1686.4000244140625,1792.0,1475.1500244140625,1515.0,6112391,2020-07-27
2020-08-03,1569.6259765625,1671.5999755859375,1838.949951171875,1637.1500244140625,1697.5999755859375,3513015,2020-08-03
2020-08-10,1556.66796875,1657.800048828125,1749.949951171875,1650.0,1676.0,1513050,2020-08-10
2020-08-17,1607.843017578125,1712.300048828125,1748.0,1572.699951171875,1681.3499755859375,1815927,2020-08-17
2020-08-24,1618.2322998046875,1693.0,1733.0,1651.050048828125,1723.949951171875,937473,2020-08-24
2020-08-31,1535.55224609375,1606.5,1703.0,1535.0,1698.800048828125,2460160,2020-08-31
2020-09-07,1486.183349609375,1554.8499755859375,1635.0,1520.0,1620.0,1090527,2020-09-07
2020-09-14,1666.5499267578125,1743.550048828125,1859.0,1595.0,1595.0,3730258,2020-09-14
2020-09-21,1564.4664306640625,1636.75,1751.4000244140625,1540.0,1745.050048828125,1459930,2020-09-21
2020-09-28,1665.45068359375,1742.4000244140625,1835.800048828125,1625.199951171875,1637.050048828125,2062443,2020-09-28
2020-10-05,1640.6944580078125,1716.5,1788.800048828125,1690.0,1734.0,820568,2020-10-05
2020-10-12,1664.303466796875,1741.199951171875,1789.1500244140625,1696.0,1721.0,786216,2020-10-12
2020-10-19,1720.5546875,1800.050048828125,1875.0,1725.5999755859375,1757.800048828125,1462470,2020-10-19
2020-10-26,1625.87890625,1701.0,1875.0,1665.0999755859375,1809.050048828125,1960341,2020-10-26
2020-11-02,1651.925537109375,1728.25,1747.699951171875,1627.0,1690.0999755859375,1273179,2020-11-02
2020-11-09,1609.247314453125,1683.5999755859375,1747.0,1650.0,1743.949951171875,612029,2020-11-09
2020-11-16,1538.94580078125,1610.050048828125,1681.5999755859375,1605.0,1679.3499755859375,679265,2020-11-16
2020-11-23,1543.629150390625,1614.949951171875,1656.0,1585.0,1614.800048828125,1255969,2020-11-23
2020-11-30,1496.888916015625,1566.050048828125,1623.949951171875,1550.5,1614.949951171875,872268,2020-11-30
2020-12-07,1594.3363037109375,1668.0,1713.5,1551.9000244140625,1560.0,2617650,2020-12-07
2020-12-14,1628.029541015625,1703.25,1751.0999755859375,1663.0,1678.0,1316160,2020-12-14
2020-12-21,1655.2232666015625,1731.699951171875,1742.0,1622.449951171875,1704.0,1339758,2020-12-21
2020-12-28,1671.042236328125,1748.25,1779.9000244140625,1715.0,1744.9000244140625,814034,2020-12-28
2021-01-04,1639.690673828125,1715.449951171875,1797.699951171875,1706.800048828125,1757.0,1009276,2021-01-04
2021-01-11,1602.221923828125,1676.25,1747.6500244140625,1664.9000244140625,1730.0,985654,2021-01-11
2021-01-18,1600.8360595703125,1674.800048828125,1715.0,1626.050048828125,1674.9000244140625,727683,2021-01-18
2021-01-25,1570.8704833984375,1643.449951171875,1689.949951171875,1625.0,1680.0,589762,2021-01-25
2021-02-01,1515.2408447265625,1585.25,1664.0,1572.0,1649.800048828125,1331244,2021-02-01
2021-02-08,1495.502685546875,1564.5999755859375,1596.1500244140625,1485.5,1594.0,2638015,2021-02-08
2021-02-15,1435.0938720703125,1501.4000244140625,1594.5999755859375,1490.4000244140625,1583.0,1449487,2021-02-15
2021-02-22,1445.0823974609375,1511.8499755859375,1531.550048828125,1478.5,1501.0,811407,2021-02-22
2021-03-01,1441.975830078125,1508.5999755859375,1567.4000244140625,1496.0,1520.0,1036691,2021-03-01
2021-03-08,1455.0230712890625,1522.25,1557.699951171875,1500.0,1515.0,902620,2021-03-08
2021-03-15,1533.879638671875,1604.75,1633.9000244140625,1515.550048828125,1527.0,2431529,2021-03-15
2021-03-22,1498.6092529296875,1567.8499755859375,1639.5,1506.0999755859375,1607.949951171875,1271063,2021-03-22
2021-03-29,1451.008544921875,1518.050048828125,1579.1500244140625,1505.0,1567.8499755859375,430765,2021-03-29
2021-04-05,1449.5269775390625,1516.5,1544.0,1432.300048828125,1521.9000244140625,1365233,2021-04-05
2021-04-12,1428.8331298828125,1494.8499755859375,1510.0,1438.0,1505.0999755859375,620416,2021-04-12
2021-04-19,1394.6142578125,1459.050048828125,1528.0,1440.0,1475.0,823260,2021-04-19
