Date,Adj Close_CLSEL.NS,Close_CLSEL.NS,High_CLSEL.NS,Low_CLSEL.NS,Open_CLSEL.NS,Volume_CLSEL.NS,Date
2021-05-10,134.95848083496094,137.4499969482422,140.0,126.0999984741211,127.30000305175781,1122098,2021-05-10
2021-05-17,131.3255615234375,133.75,142.0,125.75,140.0,877034,2021-05-17
2021-05-24,127.64351654052734,130.0,133.5500030517578,125.5,130.1999969482422,495868,2021-05-24
2021-05-31,127.54533386230469,129.89999389648438,142.0,120.0,132.0,1177570,2021-05-31
2021-06-07,125.87615966796875,128.1999969482422,136.9499969482422,127.0,131.0,680204,2021-06-07
2021-06-14,123.07781982421875,125.3499984741211,130.9499969482422,121.0,130.64999389648438,360200,2021-06-14
2021-06-21,128.47813415527344,130.85000610351562,135.75,123.0999984741211,126.3499984741211,622291,2021-06-21
2021-06-28,125.33612823486328,127.6500015258789,130.89999389648438,125.25,130.14999389648438,233862,2021-06-28
2021-07-05,137.9532012939453,140.5,150.35000610351562,125.5,127.69999694824219,2424732,2021-07-05
2021-07-12,146.6427764892578,149.35000610351562,155.0,141.0,143.75,1706612,2021-07-12
2021-07-19,143.30441284179688,145.9499969482422,152.3000030517578,143.0,147.0,453317,2021-07-19
2021-07-26,142.86256408691406,145.5,154.0,142.0,146.0,740586,2021-07-26
2021-08-02,142.7152862548828,145.35000610351562,150.0500030517578,142.0,147.0,435942,2021-08-02
2021-08-09,113.20999908447266,115.30000305175781,139.6999969482422,108.05000305175781,136.0500030517578,1102020,2021-08-09
2021-08-16,106.87691497802734,108.8499984741211,119.5999984741211,108.0,119.5999984741211,269643,2021-08-16
2021-08-23,115.17374420166016,117.30000305175781,125.0,101.05000305175781,109.05000305175781,915520,2021-08-23
2021-08-30,114.24095916748047,116.3499984741211,123.0999984741211,111.3499984741211,119.5,278119,2021-08-30
2021-09-06,115.81195831298828,117.94999694824219,124.8499984741211,112.69999694824219,118.5,378408,2021-09-06
2021-09-13,119.64126586914062,121.8499984741211,129.0,116.19999694824219,117.0,670415,2021-09-13
2021-09-20,124.25607299804688,126.55000305175781,130.0,121.0,121.0,563892,2021-09-20
2021-09-27,121.9618911743164,123.6500015258789,128.0,122.0,125.6500015258789,258330,2021-09-27
2021-10-04,120.33441925048828,122.0,125.94999694824219,120.0,123.5999984741211,262043,2021-10-04
2021-10-11,121.91256713867188,123.5999984741211,131.14999389648438,119.1500015258789,122.9000015258789,435730,2021-10-11
2021-10-18,115.30404663085938,116.9000015258789,125.0,116.05000305175781,125.0,243280,2021-10-18
2021-10-25,111.50660705566406,113.05000305175781,120.44999694824219,110.0,117.0,232132,2021-10-25
2021-11-01,115.59994506835938,117.19999694824219,117.6500015258789,110.0999984741211,114.55000305175781,130559,2021-11-01
2021-11-08,98.83203125,100.19999694824219,120.5,92.94999694824219,118.9000015258789,1239476,2021-11-08
2021-11-15,96.26753234863281,97.5999984741211,102.44999694824219,94.80000305175781,101.9000015258789,326529,2021-11-15
2021-11-22,93.01258850097656,94.30000305175781,102.0,93.25,99.80000305175781,262391,2021-11-22
2021-11-29,95.08391571044922,96.4000015258789,96.94999694824219,89.25,90.0,163868,2021-11-29
2021-12-06,99.22657012939453,100.5999984741211,110.05000305175781,92.55000305175781,96.9000015258789,265001,2021-12-06
2021-12-13,95.42913818359375,96.75,105.8499984741211,96.1500015258789,101.19999694824219,405318,2021-12-13
2021-12-20,95.47845458984375,96.80000305175781,99.9000015258789,92.30000305175781,97.5,175081,2021-12-20
2021-12-27,95.72504425048828,97.05000305175781,97.5,93.75,96.80000305175781,189218,2021-12-27
2022-01-03,100.16360473632812,101.55000305175781,107.0,97.05000305175781,98.9000015258789,725883,2022-01-03
2022-01-10,102.58015441894531,104.0,106.19999694824219,101.5999984741211,102.4000015258789,301023,2022-01-10
2022-01-17,101.98834991455078,103.4000015258789,110.75,97.3499984741211,106.0,608038,2022-01-17
2022-01-24,100.95268249511719,102.3499984741211,112.94999694824219,98.0,106.80000305175781,286703,2022-01-24
2022-01-31,100.50882720947266,101.9000015258789,104.9000015258789,100.5,104.9000015258789,210723,2022-01-31
2022-02-07,97.54978942871094,98.9000015258789,103.5999984741211,98.19999694824219,103.5999984741211,170513,2022-02-07
2022-02-14,92.7166748046875,94.0,99.80000305175781,91.80000305175781,97.30000305175781,184287,2022-02-14
2022-02-21,86.552001953125,87.75,94.0,83.0999984741211,94.0,234066,2022-02-21
2022-02-28,91.4344253540039,92.69999694824219,95.0,86.05000305175781,88.44999694824219,138533,2022-02-28
2022-03-07,93.75234985351562,95.05000305175781,102.0,88.6500015258789,92.44999694824219,244288,2022-03-07
