Date,Adj Close_JHS.NS,Close_JHS.NS,High_JHS.NS,Low_JHS.NS,Open_JHS.NS,Volume_JHS.NS,Date
2020-07-13,14.100000381469727,14.100000381469727,14.600000381469727,13.25,13.550000190734863,216364,2020-07-13
2020-07-20,13.449999809265137,13.449999809265137,14.5,12.600000381469727,14.25,270528,2020-07-20
2020-07-27,12.800000190734863,12.800000190734863,13.899999618530273,12.550000190734863,13.649999618530273,179844,2020-07-27
2020-08-03,13.050000190734863,13.050000190734863,13.699999809265137,12.199999809265137,12.75,257684,2020-08-03
2020-08-10,14.350000381469727,14.350000381469727,15.300000190734863,12.550000190734863,12.550000190734863,450734,2020-08-10
2020-08-17,14.75,14.75,15.0,14.050000190734863,14.75,329630,2020-08-17
2020-08-24,18.700000762939453,18.700000762939453,18.700000762939453,14.449999809265137,15.0,578290,2020-08-24
2020-08-31,19.450000762939453,19.450000762939453,19.5,16.149999618530273,18.75,1109984,2020-08-31
2020-09-07,23.75,23.75,23.75,19.0,20.399999618530273,1455143,2020-09-07
2020-09-14,22.850000381469727,22.850000381469727,26.899999618530273,22.549999237060547,24.899999618530273,723434,2020-09-14
2020-09-21,19.649999618530273,19.649999618530273,22.649999618530273,18.149999618530273,21.75,373093,2020-09-21
2020-09-28,21.799999237060547,21.799999237060547,23.75,20.600000381469727,20.600000381469727,191968,2020-09-28
2020-10-05,19.5,19.5,22.299999237060547,19.450000762939453,22.299999237060547,202571,2020-10-05
2020-10-12,18.950000762939453,18.950000762939453,20.75,18.049999237060547,20.0,147613,2020-10-12
2020-10-19,18.75,18.75,19.0,17.100000381469727,18.950000762939453,139258,2020-10-19
2020-10-26,18.100000381469727,18.100000381469727,19.600000381469727,17.399999618530273,18.75,102607,2020-10-26
2020-11-02,18.25,18.25,18.950000762939453,17.549999237060547,18.5,100121,2020-11-02
2020-11-09,19.899999618530273,19.899999618530273,20.0,17.600000381469727,18.75,182751,2020-11-09
2020-11-16,20.75,20.75,22.350000381469727,19.049999237060547,19.049999237060547,336130,2020-11-16
2020-11-23,21.0,21.0,21.700000762939453,19.549999237060547,20.200000762939453,446692,2020-11-23
2020-11-30,20.149999618530273,20.149999618530273,21.950000762939453,19.850000381469727,21.0,341970,2020-11-30
2020-12-07,20.0,20.0,21.0,18.75,20.549999237060547,376386,2020-12-07
2020-12-14,24.299999237060547,24.299999237060547,27.299999237060547,20.100000381469727,20.25,1760294,2020-12-14
2020-12-21,22.299999237060547,22.299999237060547,24.899999618530273,20.899999618530273,24.899999618530273,624625,2020-12-21
2020-12-28,24.0,24.0,25.75,22.950000762939453,23.399999618530273,653633,2020-12-28
2021-01-04,24.200000762939453,24.200000762939453,25.0,22.5,24.5,530699,2021-01-04
2021-01-11,22.850000381469727,22.850000381469727,25.399999618530273,22.600000381469727,24.25,591544,2021-01-11
2021-01-18,23.899999618530273,23.899999618530273,23.899999618530273,20.799999237060547,21.850000381469727,487303,2021-01-18
2021-01-25,26.899999618530273,26.899999618530273,26.899999618530273,23.899999618530273,24.799999237060547,827650,2021-01-25
2021-02-01,32.79999923706055,32.79999923706055,32.849998474121094,26.100000381469727,26.899999618530273,1877240,2021-02-01
2021-02-08,25.899999618530273,25.899999618530273,34.349998474121094,25.899999618530273,34.349998474121094,785354,2021-02-08
2021-02-15,27.0,27.0,28.649999618530273,23.5,24.649999618530273,445790,2021-02-15
2021-02-22,25.0,25.0,27.899999618530273,24.600000381469727,27.0,159846,2021-02-22
2021-03-01,22.649999618530273,22.649999618530273,24.899999618530273,22.450000762939453,24.299999237060547,431247,2021-03-01
2021-03-08,23.0,23.0,24.850000381469727,22.200000762939453,22.200000762939453,206053,2021-03-08
2021-03-15,22.450000762939453,22.450000762939453,23.899999618530273,21.649999618530273,23.5,267448,2021-03-15
2021-03-22,19.649999618530273,19.649999618530273,22.399999618530273,19.549999237060547,22.350000381469727,404416,2021-03-22
2021-03-29,19.950000762939453,19.950000762939453,20.549999237060547,19.399999618530273,19.649999618530273,236668,2021-03-29
2021-04-05,21.5,21.5,22.899999618530273,19.149999618530273,20.350000381469727,201022,2021-04-05
2021-04-12,20.649999618530273,20.649999618530273,21.5,20.0,20.549999237060547,96841,2021-04-12
2021-04-19,20.25,20.25,20.700000762939453,18.700000762939453,19.649999618530273,255643,2021-04-19
2021-04-26,20.049999237060547,20.049999237060547,21.299999237060547,19.450000762939453,20.5,152797,2021-04-26
2021-05-03,19.600000381469727,19.600000381469727,20.200000762939453,18.600000381469727,19.149999618530273,460488,2021-05-03
2021-05-10,22.200000762939453,22.200000762939453,22.200000762939453,19.549999237060547,20.399999618530273,925952,2021-05-10
2021-05-17,21.5,21.5,23.100000381469727,20.700000762939453,23.0,832107,2021-05-17
2021-05-24,20.25,20.25,21.649999618530273,20.0,21.5,399039,2021-05-24
2021-05-31,21.649999618530273,21.649999618530273,21.899999618530273,20.0,20.25,965961,2021-05-31
2021-06-07,23.049999237060547,23.049999237060547,25.5,22.049999237060547,22.049999237060547,2099277,2021-06-07
2021-06-14,22.649999618530273,22.649999618530273,25.399999618530273,21.299999237060547,23.25,1475787,2021-06-14
2021-06-21,22.299999237060547,22.299999237060547,24.75,21.5,22.549999237060547,911654,2021-06-21
2021-06-28,23.100000381469727,23.100000381469727,24.399999618530273,22.0,22.899999618530273,1222870,2021-06-28
2021-07-05,25.649999618530273,25.649999618530273,26.399999618530273,23.299999237060547,23.350000381469727,3086938,2021-07-05
2021-07-12,27.049999237060547,27.049999237060547,31.200000762939453,25.600000381469727,25.850000381469727,4496429,2021-07-12
2021-07-19,26.049999237060547,26.049999237060547,27.399999618530273,25.100000381469727,26.899999618530273,858084,2021-07-19
2021-07-26,26.049999237060547,26.049999237060547,27.399999618530273,22.450000762939453,26.149999618530273,1455674,2021-07-26
2021-08-02,25.350000381469727,25.350000381469727,27.100000381469727,24.0,26.049999237060547,1261758,2021-08-02
2021-08-09,28.149999618530273,28.149999618530273,32.25,24.350000381469727,25.5,13821473,2021-08-09
2021-08-16,24.850000381469727,24.850000381469727,28.600000381469727,24.5,28.600000381469727,945023,2021-08-16
2021-08-23,24.450000762939453,24.450000762939453,25.850000381469727,19.350000381469727,25.299999237060547,938837,2021-08-23
2021-08-30,26.049999237060547,26.049999237060547,27.450000762939453,24.299999237060547,24.5,1150776,2021-08-30
2021-09-06,27.149999618530273,27.149999618530273,27.799999237060547,25.149999618530273,26.799999237060547,642267,2021-09-06
2021-09-13,25.5,25.5,28.200000762939453,24.600000381469727,27.149999618530273,598728,2021-09-13
2021-09-20,24.549999237060547,24.549999237060547,25.649999618530273,23.450000762939453,25.399999618530273,534284,2021-09-20
2021-09-27,24.200000762939453,24.200000762939453,25.0,23.649999618530273,24.549999237060547,309055,2021-09-27
2021-10-04,27.299999237060547,27.299999237060547,29.899999618530273,23.799999237060547,24.649999618530273,3324821,2021-10-04
2021-10-11,26.649999618530273,26.649999618530273,29.799999237060547,26.25,27.350000381469727,952486,2021-10-11
2021-10-18,24.5,24.5,27.0,24.350000381469727,26.649999618530273,714776,2021-10-18
2021-10-25,24.5,24.5,25.799999237060547,23.799999237060547,24.899999618530273,302514,2021-10-25
2021-11-01,24.450000762939453,24.450000762939453,25.799999237060547,24.200000762939453,24.700000762939453,368036,2021-11-01
2021-11-08,25.25,25.25,25.5,23.799999237060547,24.299999237060547,558943,2021-11-08
2021-11-15,24.299999237060547,24.299999237060547,25.799999237060547,23.149999618530273,25.25,1200306,2021-11-15
2021-11-22,23.5,23.5,24.850000381469727,23.049999237060547,24.850000381469727,521353,2021-11-22
2021-11-29,23.0,23.0,23.899999618530273,21.700000762939453,23.399999618530273,494752,2021-11-29
2021-12-06,23.600000381469727,23.600000381469727,24.0,22.600000381469727,23.149999618530273,376936,2021-12-06
2021-12-13,22.899999618530273,22.899999618530273,24.350000381469727,22.649999618530273,23.950000762939453,551378,2021-12-13
2021-12-20,22.700000762939453,22.700000762939453,23.549999237060547,21.100000381469727,22.5,383099,2021-12-20
2021-12-27,27.5,27.5,29.5,22.100000381469727,22.100000381469727,4410019,2021-12-27
2022-01-03,28.600000381469727,28.600000381469727,31.299999237060547,26.100000381469727,27.549999237060547,5044283,2022-01-03
2022-01-10,29.649999618530273,29.649999618530273,33.400001525878906,28.5,29.899999618530273,3551174,2022-01-10
2022-01-17,29.700000762939453,29.700000762939453,31.799999237060547,28.799999237060547,29.950000762939453,1566314,2022-01-17
2022-01-24,27.399999618530273,27.399999618530273,29.5,25.600000381469727,28.299999237060547,923062,2022-01-24
2022-01-31,27.649999618530273,27.649999618530273,28.5,27.0,27.149999618530273,440356,2022-01-31
2022-02-07,26.25,26.25,28.799999237060547,26.0,27.899999618530273,586853,2022-02-07
2022-02-14,24.25,24.25,26.5,23.5,25.100000381469727,567161,2022-02-14
2022-02-21,21.649999618530273,21.649999618530273,24.25,19.149999618530273,24.100000381469727,621886,2022-02-21
2022-02-28,22.25,22.25,23.0,21.450000762939453,22.0,345225,2022-02-28
2022-03-07,24.350000381469727,24.350000381469727,25.0,20.950000762939453,21.600000381469727,797923,2022-03-07
2022-03-14,24.149999618530273,24.149999618530273,25.399999618530273,23.75,24.950000762939453,452665,2022-03-14
2022-03-21,22.5,22.5,24.350000381469727,22.399999618530273,24.200000762939453,433878,2022-03-21
2022-03-28,22.100000381469727,22.100000381469727,22.899999618530273,19.5,22.899999618530273,1047828,2022-03-28
2022-04-04,25.799999237060547,25.799999237060547,25.950000762939453,22.0,22.700000762939453,856510,2022-04-04
2022-04-11,25.399999618530273,25.399999618530273,26.399999618530273,24.299999237060547,25.950000762939453,240503,2022-04-11
2022-04-18,28.700000762939453,28.700000762939453,30.149999618530273,23.950000762939453,25.049999237060547,2501793,2022-04-18
2022-04-25,27.950000762939453,27.950000762939453,32.45000076293945,27.399999618530273,28.700000762939453,3308421,2022-04-25
2022-05-02,26.899999618530273,26.899999618530273,28.200000762939453,24.899999618530273,27.100000381469727,861064,2022-05-02
2022-05-09,24.649999618530273,24.649999618530273,27.200000762939453,22.149999618530273,26.0,524113,2022-05-09
2022-05-16,26.75,26.75,28.299999237060547,24.200000762939453,24.25,897921,2022-05-16
2022-05-23,24.0,24.0,27.850000381469727,23.450000762939453,26.850000381469727,476717,2022-05-23
2022-05-30,24.5,24.5,28.299999237060547,23.549999237060547,24.399999618530273,465357,2022-05-30
2022-06-06,23.049999237060547,23.049999237060547,25.299999237060547,22.649999618530273,24.700000762939453,211702,2022-06-06
2022-06-13,22.0,22.0,23.649999618530273,21.549999237060547,22.5,237758,2022-06-13
2022-06-20,22.0,22.0,22.549999237060547,19.200000762939453,21.850000381469727,284451,2022-06-20
2022-06-27,22.0,22.0,23.700000762939453,21.049999237060547,22.0,319112,2022-06-27
2022-07-04,22.100000381469727,22.100000381469727,22.850000381469727,21.5,22.0,175317,2022-07-04
2022-07-11,21.950000762939453,21.950000762939453,23.799999237060547,21.5,22.350000381469727,203508,2022-07-11
