Date,Adj Close_NITCO.NS,Close_NITCO.NS,High_NITCO.NS,Low_NITCO.NS,Open_NITCO.NS,Volume_NITCO.NS,Date
2021-01-25,23.950000762939453,23.950000762939453,24.450000762939453,22.200000762939453,24.399999618530273,112133,2021-01-25
2021-02-01,24.350000381469727,24.350000381469727,25.100000381469727,23.299999237060547,23.950000762939453,232317,2021-02-01
2021-02-08,23.5,23.5,24.799999237060547,23.049999237060547,24.75,288728,2021-02-08
2021-02-15,22.450000762939453,22.450000762939453,24.149999618530273,22.25,24.149999618530273,250541,2021-02-15
2021-02-22,22.75,22.75,23.350000381469727,22.299999237060547,22.450000762939453,231827,2021-02-22
2021-03-01,22.850000381469727,22.850000381469727,23.799999237060547,22.350000381469727,23.049999237060547,272115,2021-03-01
2021-03-08,22.75,22.75,23.450000762939453,22.399999618530273,23.25,212947,2021-03-08
2021-03-15,21.100000381469727,21.100000381469727,23.0,19.700000762939453,22.75,555358,2021-03-15
2021-03-22,19.149999618530273,19.149999618530273,22.0,19.100000381469727,21.649999618530273,291005,2021-03-22
2021-03-29,20.149999618530273,20.149999618530273,20.25,18.899999618530273,19.149999618530273,147451,2021-03-29
2021-04-05,19.75,19.75,20.700000762939453,19.100000381469727,20.350000381469727,202819,2021-04-05
2021-04-12,18.899999618530273,18.899999618530273,19.950000762939453,17.799999237060547,19.950000762939453,247403,2021-04-12
2021-04-19,18.350000381469727,18.350000381469727,18.799999237060547,17.350000381469727,18.5,121795,2021-04-19
2021-04-26,19.149999618530273,19.149999618530273,20.299999237060547,18.350000381469727,19.0,201585,2021-04-26
2021-05-03,20.049999237060547,20.049999237060547,20.950000762939453,18.25,19.049999237060547,191446,2021-05-03
2021-05-10,21.350000381469727,21.350000381469727,22.350000381469727,19.649999618530273,20.700000762939453,288118,2021-05-10
2021-05-17,22.649999618530273,22.649999618530273,23.450000762939453,20.649999618530273,20.75,574352,2021-05-17
2021-05-24,25.950000762939453,25.950000762939453,27.950000762939453,22.299999237060547,23.0,1997209,2021-05-24
2021-05-31,25.5,25.5,26.950000762939453,24.600000381469727,26.0,499694,2021-05-31
2021-06-07,33.099998474121094,33.099998474121094,33.349998474121094,25.200000762939453,25.850000381469727,3131671,2021-06-07
2021-06-14,28.399999618530273,28.399999618530273,33.95000076293945,28.149999618530273,33.95000076293945,1420261,2021-06-14
2021-06-21,28.100000381469727,28.100000381469727,30.700000762939453,27.350000381469727,27.950000762939453,536311,2021-06-21
2021-06-28,28.049999237060547,28.049999237060547,28.850000381469727,27.299999237060547,28.100000381469727,370086,2021-06-28
2021-07-05,27.5,27.5,29.25,26.700000762939453,28.600000381469727,386393,2021-07-05
2021-07-12,27.100000381469727,27.100000381469727,28.450000762939453,26.950000762939453,27.799999237060547,509063,2021-07-12
2021-07-19,25.799999237060547,25.799999237060547,27.25,25.649999618530273,27.25,163227,2021-07-19
2021-07-26,25.350000381469727,25.350000381469727,27.600000381469727,25.100000381469727,25.799999237060547,276709,2021-07-26
2021-08-02,24.0,24.0,26.649999618530273,23.799999237060547,25.850000381469727,415147,2021-08-02
2021-08-09,23.049999237060547,23.049999237060547,24.450000762939453,21.049999237060547,24.299999237060547,247871,2021-08-09
2021-08-16,21.0,21.0,23.5,20.850000381469727,23.5,133056,2021-08-16
2021-08-23,21.049999237060547,21.049999237060547,21.75,19.5,21.75,170941,2021-08-23
2021-08-30,23.100000381469727,23.100000381469727,23.200000762939453,20.25,21.25,319845,2021-08-30
2021-09-06,23.0,23.0,23.75,22.149999618530273,22.149999618530273,182079,2021-09-06
2021-09-13,22.75,22.75,23.850000381469727,22.0,23.649999618530273,331273,2021-09-13
2021-09-20,23.200000762939453,23.200000762939453,24.0,22.5,22.75,243599,2021-09-20
2021-09-27,22.700000762939453,22.700000762939453,23.75,22.0,23.75,187440,2021-09-27
2021-10-04,27.299999237060547,27.299999237060547,27.299999237060547,22.700000762939453,23.25,1035781,2021-10-04
2021-10-11,25.5,25.5,28.200000762939453,24.899999618530273,28.0,907821,2021-10-11
2021-10-18,22.75,22.75,25.850000381469727,21.799999237060547,25.700000762939453,432627,2021-10-18
2021-10-25,22.399999618530273,22.399999618530273,24.0,21.850000381469727,22.75,297449,2021-10-25
2021-11-01,23.799999237060547,23.799999237060547,24.200000762939453,22.149999618530273,23.200000762939453,103608,2021-11-01
2021-11-08,24.100000381469727,24.100000381469727,24.700000762939453,23.25,24.25,385518,2021-11-08
2021-11-15,23.450000762939453,23.450000762939453,24.899999618530273,23.350000381469727,24.450000762939453,165579,2021-11-15
2021-11-22,24.100000381469727,24.100000381469727,25.649999618530273,22.600000381469727,22.799999237060547,387068,2021-11-22
2021-11-29,25.850000381469727,25.850000381469727,26.350000381469727,22.549999237060547,24.450000762939453,297145,2021-11-29
2021-12-06,27.399999618530273,27.399999618530273,29.450000762939453,25.5,26.5,1217891,2021-12-06
2021-12-13,36.349998474121094,36.349998474121094,42.79999923706055,26.0,27.600000381469727,9047080,2021-12-13
2021-12-20,29.0,29.0,35.29999923706055,28.75,34.45000076293945,1938260,2021-12-20
2021-12-27,30.850000381469727,30.850000381469727,33.349998474121094,28.149999618530273,29.0,1122104,2021-12-27
2022-01-03,33.29999923706055,33.29999923706055,34.0,31.299999237060547,31.450000762939453,1010641,2022-01-03
2022-01-10,31.799999237060547,31.799999237060547,33.70000076293945,31.0,33.70000076293945,527574,2022-01-10
2022-01-17,31.049999237060547,31.049999237060547,32.849998474121094,30.600000381469727,32.75,538776,2022-01-17
2022-01-24,30.600000381469727,30.600000381469727,32.04999923706055,28.549999237060547,30.149999618530273,253570,2022-01-24
2022-01-31,32.099998474121094,32.099998474121094,32.5,29.549999237060547,31.399999618530273,430934,2022-01-31
2022-02-07,31.649999618530273,31.649999618530273,33.45000076293945,29.25,32.79999923706055,766750,2022-02-07
2022-02-14,29.149999618530273,29.149999618530273,30.850000381469727,28.649999618530273,30.5,299297,2022-02-14
2022-02-21,25.850000381469727,25.850000381469727,29.600000381469727,24.600000381469727,29.600000381469727,380421,2022-02-21
2022-02-28,24.600000381469727,24.600000381469727,27.149999618530273,24.450000762939453,25.100000381469727,260082,2022-02-28
2022-03-07,26.649999618530273,26.649999618530273,26.899999618530273,23.299999237060547,23.600000381469727,272509,2022-03-07
2022-03-14,24.649999618530273,24.649999618530273,27.0,23.600000381469727,27.0,284597,2022-03-14
2022-03-21,24.25,24.25,25.850000381469727,23.899999618530273,24.950000762939453,351325,2022-03-21
2022-03-28,23.950000762939453,23.950000762939453,24.799999237060547,22.399999618530273,24.799999237060547,479699,2022-03-28
2022-04-04,26.850000381469727,26.850000381469727,27.700000762939453,24.600000381469727,24.799999237060547,464704,2022-04-04
2022-04-11,25.850000381469727,25.850000381469727,27.299999237060547,25.299999237060547,27.299999237060547,181419,2022-04-11
2022-04-18,27.049999237060547,27.049999237060547,27.350000381469727,24.799999237060547,25.850000381469727,509507,2022-04-18
2022-04-25,25.799999237060547,25.799999237060547,27.899999618530273,25.25,26.899999618530273,241256,2022-04-25
2022-05-02,23.100000381469727,23.100000381469727,25.399999618530273,22.899999618530273,24.649999618530273,202479,2022-05-02
2022-05-09,22.100000381469727,22.100000381469727,23.450000762939453,20.200000762939453,23.299999237060547,162136,2022-05-09
2022-05-16,26.850000381469727,26.850000381469727,26.850000381469727,21.299999237060547,22.700000762939453,388230,2022-05-16
2022-05-23,26.100000381469727,26.100000381469727,31.0,25.649999618530273,28.149999618530273,615280,2022-05-23
2022-05-30,24.5,24.5,27.299999237060547,24.399999618530273,26.950000762939453,268400,2022-05-30
2022-06-06,24.450000762939453,24.450000762939453,24.899999618530273,22.399999618530273,24.899999618530273,278363,2022-06-06
2022-06-13,24.149999618530273,24.149999618530273,27.0,23.799999237060547,25.649999618530273,385147,2022-06-13
2022-06-20,23.299999237060547,23.299999237060547,25.0,22.600000381469727,25.0,151495,2022-06-20
2022-06-27,23.25,23.25,24.299999237060547,23.049999237060547,23.799999237060547,76392,2022-06-27
2022-07-04,23.600000381469727,23.600000381469727,24.5,22.850000381469727,23.5,117398,2022-07-04
2022-07-11,23.299999237060547,23.299999237060547,24.350000381469727,22.600000381469727,23.600000381469727,89287,2022-07-11
2022-07-18,24.100000381469727,24.100000381469727,24.899999618530273,23.0,23.0,126986,2022-07-18
2022-07-25,23.700000762939453,23.700000762939453,24.600000381469727,23.100000381469727,24.600000381469727,112586,2022-07-25
2022-08-01,24.25,24.25,25.899999618530273,23.700000762939453,24.200000762939453,318554,2022-08-01
2022-08-08,23.649999618530273,23.649999618530273,24.850000381469727,23.200000762939453,24.25,155345,2022-08-08
2022-08-15,24.0,24.0,24.350000381469727,23.0,23.649999618530273,223158,2022-08-15
2022-08-22,23.950000762939453,23.950000762939453,24.700000762939453,22.799999237060547,24.0,148344,2022-08-22
2022-08-29,23.549999237060547,23.549999237060547,24.0,22.850000381469727,23.850000381469727,158354,2022-08-29
2022-09-05,24.350000381469727,24.350000381469727,25.450000762939453,23.549999237060547,24.5,228580,2022-09-05
2022-09-12,23.799999237060547,23.799999237060547,25.0,23.450000762939453,24.600000381469727,345349,2022-09-12
2022-09-19,22.850000381469727,22.850000381469727,24.399999618530273,22.5,24.0,252180,2022-09-19
2022-09-26,22.549999237060547,22.549999237060547,23.149999618530273,21.799999237060547,22.850000381469727,134631,2022-09-26
2022-10-03,22.850000381469727,22.850000381469727,23.399999618530273,22.200000762939453,22.549999237060547,100885,2022-10-03
2022-10-10,22.950000762939453,22.950000762939453,24.100000381469727,22.549999237060547,22.75,205589,2022-10-10
2022-10-17,24.0,24.0,24.700000762939453,22.450000762939453,22.950000762939453,247144,2022-10-17
2022-10-24,23.850000381469727,23.850000381469727,24.899999618530273,23.299999237060547,24.049999237060547,131060,2022-10-24
2022-10-31,23.549999237060547,23.549999237060547,24.549999237060547,22.549999237060547,24.399999618530273,200829,2022-10-31
2022-11-07,23.100000381469727,23.100000381469727,24.450000762939453,21.450000762939453,23.350000381469727,211628,2022-11-07
2022-11-14,22.350000381469727,22.350000381469727,23.799999237060547,21.649999618530273,22.899999618530273,150164,2022-11-14
2022-11-21,23.0,23.0,24.299999237060547,22.399999618530273,23.049999237060547,282558,2022-11-21
2022-11-28,23.149999618530273,23.149999618530273,23.950000762939453,22.799999237060547,23.25,325353,2022-11-28
2022-12-05,25.649999618530273,25.649999618530273,30.0,23.149999618530273,23.799999237060547,2136531,2022-12-05
2022-12-12,25.899999618530273,25.899999618530273,27.950000762939453,25.549999237060547,26.399999618530273,600463,2022-12-12
2022-12-19,23.450000762939453,23.450000762939453,31.049999237060547,23.25,26.299999237060547,1938310,2022-12-19
2022-12-26,27.0,27.0,28.799999237060547,23.450000762939453,23.450000762939453,635117,2022-12-26
2023-01-02,28.75,28.75,30.0,26.600000381469727,27.700000762939453,1152185,2023-01-02
2023-01-09,27.75,27.75,29.399999618530273,27.200000762939453,28.350000381469727,224258,2023-01-09
2023-01-16,26.450000762939453,26.450000762939453,28.850000381469727,26.200000762939453,27.799999237060547,285405,2023-01-16
2023-01-23,24.700000762939453,24.700000762939453,27.700000762939453,24.200000762939453,26.5,225749,2023-01-23
2023-01-30,23.799999237060547,23.799999237060547,25.799999237060547,23.0,24.850000381469727,189079,2023-01-30
2023-02-06,24.25,24.25,25.25,22.799999237060547,23.25,212179,2023-02-06
2023-02-13,23.600000381469727,23.600000381469727,24.899999618530273,23.049999237060547,24.700000762939453,77281,2023-02-13
2023-02-20,22.799999237060547,22.799999237060547,23.950000762939453,22.0,23.600000381469727,162340,2023-02-20
2023-02-27,22.049999237060547,22.049999237060547,23.799999237060547,21.899999618530273,23.799999237060547,183048,2023-02-27
2023-03-06,21.549999237060547,21.549999237060547,22.350000381469727,21.149999618530273,22.350000381469727,126622,2023-03-06
2023-03-13,18.950000762939453,18.950000762939453,21.899999618530273,18.649999618530273,21.549999237060547,321311,2023-03-13
2023-03-20,19.049999237060547,19.049999237060547,20.200000762939453,18.399999618530273,19.450000762939453,218282,2023-03-20
2023-03-27,19.100000381469727,19.100000381469727,21.200000762939453,16.700000762939453,19.049999237060547,300158,2023-03-27
2023-04-03,19.899999618530273,19.899999618530273,21.399999618530273,19.149999618530273,19.75,262834,2023-04-03
2023-04-10,19.5,19.5,20.200000762939453,19.0,19.899999618530273,121178,2023-04-10
2023-04-17,19.450000762939453,19.450000762939453,20.5,19.299999237060547,19.950000762939453,308156,2023-04-17
2023-04-24,19.700000762939453,19.700000762939453,20.0,18.799999237060547,19.450000762939453,218840,2023-04-24
2023-05-01,18.5,18.5,20.25,18.350000381469727,19.700000762939453,393190,2023-05-01
2023-05-08,17.799999237060547,17.799999237060547,18.850000381469727,17.5,18.850000381469727,479197,2023-05-08
2023-05-15,17.850000381469727,17.850000381469727,19.0,17.549999237060547,18.149999618530273,448276,2023-05-15
2023-05-22,18.100000381469727,18.100000381469727,18.600000381469727,17.5,17.600000381469727,203086,2023-05-22
2023-05-29,19.149999618530273,19.149999618530273,19.75,17.850000381469727,18.5,327864,2023-05-29
2023-06-05,19.0,19.0,20.25,18.700000762939453,19.299999237060547,305060,2023-06-05
2023-06-12,18.600000381469727,18.600000381469727,19.450000762939453,18.299999237060547,18.899999618530273,633050,2023-06-12
2023-06-19,18.299999237060547,18.299999237060547,19.0,18.200000762939453,18.75,210112,2023-06-19
2023-06-26,18.149999618530273,18.149999618530273,19.149999618530273,18.149999618530273,19.149999618530273,122264,2023-06-26
2023-07-03,18.100000381469727,18.100000381469727,18.5,17.950000762939453,18.5,195206,2023-07-03
2023-07-10,20.450000762939453,20.450000762939453,23.5,17.899999618530273,18.0,5351763,2023-07-10
2023-07-17,18.950000762939453,18.950000762939453,21.799999237060547,18.399999618530273,21.299999237060547,2413456,2023-07-17
2023-07-24,18.850000381469727,18.850000381469727,19.200000762939453,18.600000381469727,18.950000762939453,470585,2023-07-24
2023-07-31,18.700000762939453,18.700000762939453,19.25,18.200000762939453,19.100000381469727,394247,2023-07-31
2023-08-07,18.600000381469727,18.600000381469727,19.399999618530273,18.0,18.75,1290443,2023-08-07
2023-08-14,17.600000381469727,17.600000381469727,18.850000381469727,17.5,18.299999237060547,733190,2023-08-14
2023-08-21,18.100000381469727,18.100000381469727,18.700000762939453,17.0,17.950000762939453,991066,2023-08-21
2023-08-28,21.0,21.0,22.350000381469727,17.5,18.5,6324378,2023-08-28
2023-09-04,19.75,19.75,22.0,19.350000381469727,21.350000381469727,3739644,2023-09-04
2023-09-11,19.200000762939453,19.200000762939453,20.399999618530273,17.799999237060547,19.950000762939453,2607685,2023-09-11
2023-09-18,18.799999237060547,18.799999237060547,19.799999237060547,18.549999237060547,19.25,1100626,2023-09-18
2023-09-25,18.75,18.75,19.5,18.299999237060547,19.0,840826,2023-09-25
2023-10-02,19.649999618530273,19.649999618530273,21.0,18.649999618530273,18.75,2037273,2023-10-02
2023-10-09,19.399999618530273,19.399999618530273,20.299999237060547,18.100000381469727,19.649999618530273,2124279,2023-10-09
2023-10-16,20.75,20.75,21.399999618530273,19.399999618530273,19.75,2200478,2023-10-16
2023-10-23,19.149999618530273,19.149999618530273,22.299999237060547,18.0,20.950000762939453,1290973,2023-10-23
2023-10-30,25.700000762939453,25.700000762939453,26.149999618530273,19.149999618530273,19.149999618530273,10119404,2023-10-30
2023-11-06,27.950000762939453,27.950000762939453,34.349998474121094,25.399999618530273,25.75,17386066,2023-11-06
2023-11-13,30.5,30.5,30.5,27.100000381469727,28.649999618530273,999648,2023-11-13
2023-11-20,28.700000762939453,28.700000762939453,30.799999237060547,27.5,30.799999237060547,704233,2023-11-20
2023-11-27,28.0,28.0,31.600000381469727,27.600000381469727,28.700000762939453,1281017,2023-11-27
2023-12-04,28.450000762939453,28.450000762939453,30.549999237060547,27.950000762939453,29.399999618530273,1869191,2023-12-04
2023-12-11,27.0,27.0,29.75,26.75,28.899999618530273,2747080,2023-12-11
2023-12-18,31.75,31.75,31.75,27.0,27.0,1950417,2023-12-18
2023-12-25,31.700000762939453,31.700000762939453,33.95000076293945,31.700000762939453,31.75,879167,2023-12-25
2024-01-01,32.900001525878906,32.900001525878906,32.900001525878906,31.200000762939453,31.649999618530273,775749,2024-01-01
2024-01-08,36.20000076293945,36.20000076293945,36.20000076293945,33.54999923706055,33.54999923706055,386875,2024-01-08
2024-01-15,39.849998474121094,39.849998474121094,39.849998474121094,36.900001525878906,36.900001525878906,490651,2024-01-15
2024-01-22,43.0,43.0,43.0,39.849998474121094,39.849998474121094,234968,2024-01-22
2024-01-29,47.349998474121094,47.349998474121094,47.349998474121094,43.849998474121094,43.849998474121094,206423,2024-01-29
2024-02-05,52.150001525878906,52.150001525878906,52.150001525878906,48.25,48.25,745871,2024-02-05
2024-02-12,57.45000076293945,57.45000076293945,57.45000076293945,53.150001525878906,53.150001525878906,501388,2024-02-12
2024-02-19,63.25,63.25,63.25,58.54999923706055,58.54999923706055,124632,2024-02-19
2024-02-26,67.0,67.0,67.05000305175781,64.44999694824219,64.5,1977890,2024-02-26
2024-03-04,65.5999984741211,65.5999984741211,69.6500015258789,65.5999984741211,69.6500015258789,1308986,2024-03-04
2024-03-11,59.400001525878906,59.400001525878906,64.30000305175781,59.400001525878906,64.30000305175781,1426006,2024-03-11
2024-03-18,58.150001525878906,58.150001525878906,58.25,55.95000076293945,58.25,864363,2024-03-18
2024-03-25,55.95000076293945,55.95000076293945,61.04999923706055,50.70000076293945,58.150001525878906,1107244,2024-03-25
2024-04-01,64.19999694824219,64.19999694824219,67.4000015258789,58.70000076293945,58.70000076293945,1356060,2024-04-01
2024-04-08,60.5,60.5,62.95000076293945,60.5,62.95000076293945,403571,2024-04-08
2024-04-15,60.70000076293945,60.70000076293945,60.70000076293945,58.150001525878906,59.29999923706055,328290,2024-04-15
2024-04-22,66.9000015258789,66.9000015258789,66.9000015258789,61.900001525878906,61.900001525878906,106996,2024-04-22
2024-04-29,72.30000305175781,72.30000305175781,72.30000305175781,68.19999694824219,68.19999694824219,187808,2024-04-29
2024-05-06,76.19999694824219,76.19999694824219,78.1500015258789,72.25,73.69999694824219,1670483,2024-05-06
2024-05-13,80.94999694824219,80.94999694824219,81.5,74.69999694824219,76.0,626950,2024-05-13
2024-05-20,76.30000305175781,76.30000305175781,82.0,76.30000305175781,80.05000305175781,102067,2024-05-20
2024-05-27,71.80000305175781,71.80000305175781,74.80000305175781,69.05000305175781,74.80000305175781,273174,2024-05-27
2024-06-03,71.69999694824219,71.69999694824219,75.3499984741211,64.9000015258789,75.3499984741211,823429,2024-06-03
2024-06-10,80.27999877929688,80.27999877929688,80.27999877929688,69.1500015258789,71.69999694824219,730763,2024-06-10
2024-06-17,82.62000274658203,82.62000274658203,88.9000015258789,80.11000061035156,80.27999877929688,2724702,2024-06-17
2024-06-24,79.66000366210938,79.66000366210938,87.69000244140625,74.0,80.30999755859375,1295617,2024-06-24
2024-07-01,76.83999633789062,76.83999633789062,81.05999755859375,75.55000305175781,79.66000366210938,756678,2024-07-01
2024-07-08,72.44000244140625,72.44000244140625,79.0,71.80999755859375,76.83999633789062,719397,2024-07-08
2024-07-15,71.69000244140625,71.69000244140625,79.68000030517578,69.72000122070312,74.5,788062,2024-07-15
2024-07-22,71.33999633789062,71.33999633789062,76.45999908447266,69.0,70.30000305175781,925394,2024-07-22
2024-07-29,80.44999694824219,80.44999694824219,82.5,71.0,73.16000366210938,3928725,2024-07-29
2024-08-05,77.2300033569336,77.2300033569336,82.6500015258789,70.80000305175781,79.0,1704277,2024-08-05
2024-08-12,77.62000274658203,77.62000274658203,78.0,73.0,77.0,1304469,2024-08-12
2024-08-19,86.43000030517578,86.43000030517578,88.80000305175781,76.55000305175781,80.0,3647584,2024-08-19
2024-08-26,84.69999694824219,84.69999694824219,94.69999694824219,83.69999694824219,89.69999694824219,4605680,2024-08-26
2024-09-02,83.56999969482422,83.56999969482422,88.75,81.0,84.05000305175781,1300568,2024-09-02
2024-09-09,85.02999877929688,85.02999877929688,88.19999694824219,81.48999786376953,84.0,1903011,2024-09-09
2024-09-16,83.66000366210938,83.66000366210938,87.69000244140625,80.19999694824219,86.94999694824219,1208186,2024-09-16
2024-09-23,85.83999633789062,85.83999633789062,89.9800033569336,82.25,83.66000366210938,2178213,2024-09-23
2024-09-30,81.56999969482422,81.56999969482422,86.05999755859375,81.5199966430664,86.0,1305530,2024-09-30
2024-10-07,90.83999633789062,90.83999633789062,95.0,75.51000213623047,82.80000305175781,5153708,2024-10-07
2024-10-14,121.30000305175781,121.30000305175781,121.30000305175781,90.0999984741211,92.3499984741211,16509542,2024-10-14
2024-10-21,101.55000305175781,101.55000305175781,127.36000061035156,101.0,127.36000061035156,9763987,2024-10-21
2024-10-28,123.4000015258789,123.4000015258789,124.73999786376953,103.0,103.0,1747702,2024-10-28
2024-11-04,118.58000183105469,118.58000183105469,124.0,115.19999694824219,123.4000015258789,523353,2024-11-04
2024-11-11,113.81999969482422,113.81999969482422,117.0,109.3499984741211,116.19999694824219,503957,2024-11-11
2024-11-18,118.31999969482422,118.31999969482422,118.31999969482422,111.54000091552734,112.5,683063,2024-11-18
2024-11-25,128.5,128.5,130.55999755859375,120.68000030517578,120.68000030517578,450692,2024-11-25
2024-12-02,125.11000061035156,125.11000061035156,129.10000610351562,124.1500015258789,128.5,908021,2024-12-02
2024-12-09,137.3800048828125,137.3800048828125,146.0,125.5,129.39999389648438,1816450,2024-12-09
2024-12-16,141.57000732421875,141.57000732421875,148.0,135.10000610351562,140.0,1622825,2024-12-16
2024-12-23,128.4199981689453,128.4199981689453,142.8000030517578,127.0,142.8000030517578,514911,2024-12-23
2024-12-30,133.27999877929688,133.27999877929688,136.0,121.19999694824219,130.3000030517578,678820,2024-12-30
2025-01-06,121.52999877929688,121.52999877929688,136.4499969482422,120.0999984741211,136.4499969482422,582520,2025-01-06
2025-01-13,136.13999938964844,136.13999938964844,136.13999938964844,111.04000091552734,121.55000305175781,589023,2025-01-13
2025-01-20,139.16000366210938,139.16000366210938,149.0,136.25,142.94000244140625,1560920,2025-01-20
2025-01-27,125.12999725341797,125.12999725341797,136.3699951171875,125.12999725341797,136.3699951171875,284857,2025-01-27
2025-02-03,124.5,124.5,126.5,117.75,122.62000274658203,403255,2025-02-03
2025-02-10,117.12000274658203,117.12000274658203,127.0,117.12000274658203,126.98999786376953,420602,2025-02-10
2025-02-17,108.75,108.75,114.7699966430664,105.8499984741211,114.7699966430664,312577,2025-02-17
2025-02-24,101.41000366210938,101.41000366210938,107.0999984741211,101.41000366210938,107.0999984741211,223856,2025-02-24
2025-03-03,109.80999755859375,109.80999755859375,111.48999786376953,93.0,96.33000183105469,1828767,2025-03-03
2025-03-10,102.31999969482422,102.31999969482422,112.0,99.08999633789062,110.0,354320,2025-03-10
2025-03-17,116.4800033569336,116.4800033569336,118.80000305175781,97.3499984741211,101.9800033569336,887285,2025-03-17
2025-03-24,119.12000274658203,119.12000274658203,120.69999694824219,104.54000091552734,120.69999694824219,2703741,2025-03-24
2025-03-31,118.80000305175781,118.80000305175781,123.08999633789062,115.94999694824219,119.12000274658203,471738,2025-03-31
2025-04-07,111.61000061035156,111.61000061035156,114.9800033569336,104.86000061035156,112.86000061035156,355559,2025-04-07
2025-04-14,115.9800033569336,115.9800033569336,115.9800033569336,109.0,112.01000213623047,369437,2025-04-14
2025-04-21,137.86000061035156,137.86000061035156,139.89999389648438,115.0199966430664,116.55000305175781,5670667,2025-04-21
2025-04-28,131.5,131.5,139.8000030517578,127.25,139.8000030517578,1100406,2025-04-28
2025-05-05,118.69999694824219,118.69999694824219,134.0,117.87999725341797,133.8800048828125,692622,2025-05-05
2025-05-12,132.22999572753906,132.22999572753906,135.5800018310547,121.11000061035156,123.98999786376953,1523018,2025-05-12
2025-05-19,128.67999267578125,128.67999267578125,134.0,125.41999816894531,134.0,749819,2025-05-19
2025-05-26,137.27999877929688,137.27999877929688,140.89999389648438,123.0,124.76000213623047,1368740,2025-05-26
2025-06-02,139.11000061035156,139.11000061035156,150.0,132.02999877929688,137.27999877929688,2513947,2025-06-02
2025-06-09,133.0500030517578,133.0500030517578,145.13999938964844,130.14999389648438,141.0,1257144,2025-06-09
2025-06-16,130.50999450683594,130.50999450683594,139.0,126.83000183105469,131.30999755859375,837147,2025-06-16
2025-06-23,141.6300048828125,141.6300048828125,142.02000427246094,131.6300048828125,133.0,1293418,2025-06-23
2025-06-30,154.27999877929688,154.27999877929688,163.9499969482422,145.2899932861328,145.2899932861328,4389478,2025-06-30
2025-07-07,145.77000427246094,145.77000427246094,155.0,143.50999450683594,155.0,1112462,2025-07-07
2025-07-14,149.72999572753906,149.72999572753906,152.0,143.10000610351562,145.0,446507,2025-07-14
