Date,Adj Close_ELECON.NS,Close_ELECON.NS,High_ELECON.NS,Low_ELECON.NS,Open_ELECON.NS,Volume_ELECON.NS,Date
2020-07-13,12.7662935256958,12.975000381469727,13.399999618530273,12.25,13.024999618530273,571646,2020-07-13
2020-07-20,12.372727394104004,12.574999809265137,13.274999618530273,12.449999809265137,13.25,681052,2020-07-20
2020-07-27,12.126749038696289,12.324999809265137,13.975000381469727,11.649999618530273,12.675000190734863,1850408,2020-07-27
2020-08-03,13.086065292358398,13.300000190734863,13.675000190734863,12.0,12.324999809265137,2363150,2020-08-03
2020-08-10,13.504230499267578,13.725000381469727,14.350000381469727,12.75,13.375,1987998,2020-08-10
2020-08-17,15.299874305725098,15.550000190734863,16.875,13.725000381469727,13.75,4587868,2020-08-17
2020-08-24,16.06241226196289,16.325000762939453,18.399999618530273,15.050000190734863,15.899999618530273,4255790,2020-08-24
2020-08-31,14.709525108337402,14.949999809265137,16.5,14.0,16.5,1254842,2020-08-31
2020-09-07,13.651816368103027,13.875,15.699999809265137,13.550000190734863,15.350000381469727,1479062,2020-09-07
2020-09-14,14.16837215423584,14.399999618530273,15.225000381469727,13.699999809265137,14.324999809265137,3243884,2020-09-14
2020-09-21,12.7662935256958,12.975000381469727,14.475000381469727,12.125,14.475000381469727,2663128,2020-09-21
2020-09-28,12.323532104492188,12.524999618530273,13.350000381469727,12.449999809265137,13.25,690906,2020-09-28
2020-10-05,11.97916316986084,12.175000190734863,12.975000381469727,12.074999809265137,12.600000381469727,1231754,2020-10-05
2020-10-12,11.216626167297363,11.399999618530273,12.300000190734863,11.25,12.300000190734863,1054152,2020-10-12
2020-10-19,11.708584785461426,11.899999618530273,12.725000381469727,11.5,11.5,992348,2020-10-19
2020-10-26,11.11823558807373,11.300000190734863,11.949999809265137,11.175000190734863,11.875,705140,2020-10-26
2020-11-02,13.209054946899414,13.425000190734863,14.0,10.725000381469727,11.25,3893936,2020-11-02
2020-11-09,13.405838012695312,13.625,13.800000190734863,12.024999618530273,13.425000190734863,2681976,2020-11-09
2020-11-16,15.816431045532227,16.075000762939453,16.25,13.399999618530273,13.399999618530273,4697014,2020-11-16
2020-11-23,17.63667106628418,17.924999237060547,18.299999237060547,16.200000762939453,16.524999618530273,5331172,2020-11-23
2020-11-30,19.383119583129883,19.700000762939453,21.825000762939453,17.924999237060547,17.924999237060547,10647894,2020-11-30
2020-12-07,19.210935592651367,19.524999618530273,20.424999237060547,18.200000762939453,19.674999237060547,2978384,2020-12-07
2020-12-14,18.472997665405273,18.774999618530273,19.924999237060547,18.5,19.899999618530273,2262456,2020-12-14
2020-12-21,18.399206161499023,18.700000762939453,19.75,15.024999618530273,18.700000762939453,2641998,2020-12-21
2020-12-28,20.809795379638672,21.149999618530273,22.299999237060547,18.299999237060547,18.700000762939453,11540124,2020-12-28
2021-01-04,24.647064208984375,25.049999237060547,28.375,21.125,21.174999237060547,25045028,2021-01-04
2021-01-11,23.34337615966797,23.725000381469727,25.450000762939453,23.5,25.399999618530273,2567606,2021-01-11
2021-01-18,23.61395263671875,24.0,25.700000762939453,22.100000381469727,23.75,3848464,2021-01-18
2021-01-25,22.531646728515625,22.899999618530273,24.725000381469727,22.600000381469727,24.725000381469727,4190070,2021-01-25
2021-02-01,23.687746047973633,24.075000762939453,25.024999618530273,22.575000762939453,22.575000762939453,2659448,2021-02-01
2021-02-08,27.525014877319336,27.975000381469727,29.75,23.875,24.049999237060547,16054160,2021-02-08
2021-02-15,26.073741912841797,26.5,29.125,26.024999618530273,28.299999237060547,7400584,2021-02-15
2021-02-22,28.04157066345215,28.5,30.125,25.5,26.899999618530273,5682164,2021-02-22
2021-03-01,28.410537719726562,28.875,31.625,26.774999618530273,28.700000762939453,10349678,2021-03-01
2021-03-08,33.280921936035156,33.82500076293945,34.25,28.875,29.450000762939453,9556704,2021-03-08
2021-03-15,30.058595657348633,30.549999237060547,34.775001525878906,26.899999618530273,33.875,8428026,2021-03-15
2021-03-22,31.436079025268555,31.950000762939453,32.70000076293945,29.024999618530273,30.649999618530273,3846998,2021-03-22
2021-03-29,33.231719970703125,33.775001525878906,33.974998474121094,31.024999618530273,31.950000762939453,1887596,2021-03-29
2021-04-05,35.05195999145508,35.625,35.875,32.150001525878906,33.95000076293945,3863584,2021-04-05
2021-04-12,31.337684631347656,31.850000381469727,35.0,31.0,35.0,2402346,2021-04-12
2021-04-19,41.29982376098633,41.974998474121094,42.5,30.75,30.774999618530273,11016560,2021-04-19
2021-04-26,45.186283111572266,45.92499923706055,49.0,38.92499923706055,42.974998474121094,14139720,2021-04-26
2021-05-03,44.915706634521484,45.650001525878906,49.54999923706055,44.25,46.25,6390474,2021-05-03
2021-05-10,41.93936538696289,42.625,46.5,42.17499923706055,46.5,1971956,2021-05-10
2021-05-17,43.98098373413086,44.70000076293945,47.349998474121094,42.275001525878906,42.275001525878906,4499126,2021-05-17
2021-05-24,54.951637268066406,55.849998474121094,60.349998474121094,45.0,45.099998474121094,42370056,2021-05-24
