Date,Adj Close_VMM.NS,Close_VMM.NS,High_VMM.NS,Low_VMM.NS,Open_VMM.NS,Volume_VMM.NS,Date
2024-12-16,101.19000244140625,101.19000244140625,114.75,97.58999633789062,104.0,1016341979,2024-12-16
2024-12-23,106.13999938964844,106.13999938964844,114.1500015258789,96.69999694824219,102.0,246817027,2024-12-23
2024-12-30,112.18000030517578,112.18000030517578,117.33999633789062,101.0,105.0999984741211,225029816,2024-12-30
2025-01-06,108.51000213623047,108.51000213623047,116.48999786376953,104.11000061035156,112.9800033569336,183761779,2025-01-06
2025-01-13,109.83999633789062,109.83999633789062,110.63999938964844,101.5,105.9000015258789,104469398,2025-01-13
2025-01-20,102.80999755859375,102.80999755859375,113.94999694824219,101.76000213623047,110.58999633789062,76507372,2025-01-20
2025-01-27,115.26000213623047,115.26000213623047,117.69999694824219,97.2699966430664,102.97000122070312,129939284,2025-01-27
2025-02-03,113.12999725341797,113.12999725341797,126.87000274658203,111.41000366210938,113.0,215887596,2025-02-03
2025-02-10,104.54000091552734,104.54000091552734,113.6500015258789,101.55000305175781,112.80999755859375,93592738,2025-02-10
2025-02-17,102.6500015258789,102.6500015258789,106.1500015258789,100.11000061035156,103.5999984741211,84381959,2025-02-17
2025-02-24,100.20999908447266,100.20999908447266,104.18000030517578,95.98999786376953,101.5,62439691,2025-02-24
2025-03-03,104.56999969482422,104.56999969482422,108.19999694824219,96.75,102.0,75073204,2025-03-03
2025-03-10,99.44000244140625,99.44000244140625,106.0,99.0,105.0,43345968,2025-03-10
2025-03-17,102.0999984741211,102.0999984741211,103.5,98.5999984741211,98.94000244140625,104650221,2025-03-17
2025-03-24,104.23999786376953,104.23999786376953,106.30000305175781,100.68000030517578,102.88999938964844,89049977,2025-03-24
2025-03-31,105.79000091552734,105.79000091552734,111.25,102.4000015258789,104.23999786376953,57497131,2025-03-31
2025-04-07,104.51000213623047,104.51000213623047,105.80000305175781,96.30000305175781,96.3499984741211,38175763,2025-04-07
2025-04-14,108.66999816894531,108.66999816894531,111.18000030517578,104.51000213623047,104.51000213623047,30081457,2025-04-14
2025-04-21,107.31999969482422,107.31999969482422,114.48999786376953,105.30000305175781,109.25,45858710,2025-04-21
2025-04-28,120.23999786376953,120.23999786376953,122.0,106.66999816894531,108.0,160420490,2025-04-28
2025-05-05,120.79000091552734,120.79000091552734,129.3000030517578,116.4800033569336,121.98999786376953,178240036,2025-05-05
2025-05-12,126.2699966430664,126.2699966430664,133.0,121.25,125.9800033569336,97714195,2025-05-12
2025-05-19,122.72000122070312,122.72000122070312,128.2100067138672,118.55000305175781,127.05999755859375,69215355,2025-05-19
2025-05-26,124.66000366210938,124.66000366210938,128.4499969482422,121.83999633789062,123.4800033569336,62556502,2025-05-26
2025-06-02,127.2300033569336,127.2300033569336,132.88999938964844,124.27999877929688,124.38999938964844,64208112,2025-06-02
2025-06-09,123.69000244140625,123.69000244140625,134.60000610351562,121.73999786376953,127.83999633789062,64737099,2025-06-09
2025-06-16,129.6199951171875,129.6199951171875,133.1999969482422,113.5,124.0,514337981,2025-06-16
2025-06-23,134.66000366210938,134.66000366210938,137.8000030517578,125.80000305175781,127.91000366210938,195677133,2025-06-23
2025-06-30,129.35000610351562,129.35000610351562,135.3000030517578,128.82000732421875,135.0,74655892,2025-06-30
2025-07-07,133.6199951171875,133.6199951171875,134.10000610351562,126.3499984741211,128.61000061035156,77715063,2025-07-07
2025-07-14,137.10000610351562,137.10000610351562,140.39999389648438,133.64999389648438,133.6999969482422,71159104,2025-07-14
