Date,Adj Close_ADSL.NS,Close_ADSL.NS,High_ADSL.NS,Low_ADSL.NS,Open_ADSL.NS,Volume_ADSL.NS,Date
2021-02-08,37.98359680175781,39.29999923706055,41.70000076293945,38.099998474121094,40.45000076293945,555272,2021-02-08
2021-02-15,36.43719482421875,37.70000076293945,40.70000076293945,36.650001525878906,39.5,652922,2021-02-15
2021-02-22,38.950103759765625,40.29999923706055,43.75,37.5,37.849998474121094,1838268,2021-02-22
2021-03-01,38.225223541259766,39.54999923706055,42.70000076293945,39.0,40.70000076293945,617249,2021-03-01
2021-03-08,40.15822982788086,41.54999923706055,44.5,38.79999923706055,40.400001525878906,856847,2021-03-08
2021-03-15,48.32518768310547,50.0,53.150001525878906,41.650001525878906,42.0,2850821,2021-03-15
2021-03-22,44.02424621582031,45.54999923706055,51.099998474121094,43.849998474121094,51.0,778681,2021-03-22
2021-03-29,44.265872955322266,45.79999923706055,46.650001525878906,43.20000076293945,45.54999923706055,378933,2021-03-29
2021-04-05,50.113216400146484,51.849998474121094,53.75,44.0,46.70000076293945,1274768,2021-04-05
2021-04-12,46.19887924194336,47.79999923706055,51.849998474121094,45.95000076293945,49.29999923706055,1036566,2021-04-12
2021-04-19,46.2955322265625,47.900001525878906,51.5,44.599998474121094,46.5,999639,2021-04-19
2021-04-26,46.19887924194336,47.79999923706055,49.5,46.45000076293945,47.95000076293945,452700,2021-04-26
2021-05-03,49.19504165649414,50.900001525878906,52.25,44.75,47.95000076293945,1519603,2021-05-03
2021-05-10,52.52947998046875,54.349998474121094,58.5,51.900001525878906,52.70000076293945,2117586,2021-05-10
2021-05-17,54.51081466674805,56.400001525878906,60.0,54.349998474121094,55.29999923706055,1850987,2021-05-17
2021-05-24,66.83373260498047,69.1500015258789,74.94999694824219,56.099998474121094,56.5,3710296,2021-05-24
2021-05-31,59.39165496826172,61.45000076293945,70.80000305175781,59.349998474121094,70.80000305175781,3323367,2021-05-31
2021-06-07,59.246681213378906,61.29999923706055,64.25,59.95000076293945,62.349998474121094,1393022,2021-06-07
2021-06-14,59.10170364379883,61.150001525878906,64.0,58.25,61.95000076293945,1571609,2021-06-14
2021-06-21,60.261505126953125,62.349998474121094,65.8499984741211,61.20000076293945,62.5,1407035,2021-06-21
2021-06-28,67.2203369140625,69.55000305175781,69.55000305175781,61.400001525878906,63.0,1460520,2021-06-28
2021-07-05,63.595943450927734,65.80000305175781,72.5999984741211,64.75,71.80000305175781,1967315,2021-07-05
2021-07-12,65.62560272216797,67.9000015258789,71.44999694824219,64.5,66.0,1429012,2021-07-12
2021-07-19,62.24284362792969,64.4000015258789,69.4000015258789,62.29999923706055,67.69999694824219,1233671,2021-07-19
2021-07-26,68.13851165771484,70.5,73.25,64.8499984741211,65.6500015258789,2532914,2021-07-26
2021-08-02,63.64427185058594,65.8499984741211,72.94999694824219,62.25,72.94999694824219,1565738,2021-08-02
2021-08-09,58.61845779418945,60.650001525878906,67.0,55.0,66.0,1116627,2021-08-09
2021-08-16,56.15386962890625,58.099998474121094,60.95000076293945,56.849998474121094,60.650001525878906,400735,2021-08-16
2021-08-23,66.68875885009766,69.0,74.8499984741211,57.45000076293945,59.5,4095512,2021-08-23
2021-08-30,67.99354553222656,70.3499984741211,76.80000305175781,68.5999984741211,72.0,2026811,2021-08-30
2021-09-06,66.52360534667969,68.0999984741211,71.4000015258789,66.80000305175781,70.44999694824219,660541,2021-09-06
2021-09-13,69.20995330810547,70.8499984741211,78.6500015258789,66.9000015258789,68.9000015258789,2125838,2021-09-13
2021-09-20,67.25624084472656,68.8499984741211,71.1500015258789,66.5999984741211,69.0,655882,2021-09-20
2021-09-27,73.99652099609375,75.75,76.80000305175781,67.75,70.0,1386373,2021-09-27
2021-10-04,83.17892456054688,85.1500015258789,89.4000015258789,75.0,76.4000015258789,4677938,2021-10-04
2021-10-11,87.7212905883789,89.80000305175781,96.0,82.0,86.4000015258789,3329310,2021-10-11
2021-10-18,81.1275405883789,83.05000305175781,93.4000015258789,82.0,91.0,1756495,2021-10-18
2021-10-25,88.94235229492188,91.05000305175781,92.69999694824219,82.0999984741211,84.6500015258789,1942040,2021-10-25
2021-11-01,87.86781311035156,89.94999694824219,98.0,87.5999984741211,93.4000015258789,1502501,2021-11-01
2021-11-08,118.3944320678711,121.19999694824219,132.75,90.5999984741211,91.69999694824219,11381913,2021-11-08
2021-11-15,104.08356475830078,106.55000305175781,124.8499984741211,104.44999694824219,122.30000305175781,1371753,2021-11-15
2021-11-22,109.06549835205078,111.6500015258789,125.4000015258789,105.0,105.9000015258789,2014564,2021-11-22
2021-11-29,108.52822875976562,111.0999984741211,117.80000305175781,102.1500015258789,104.0,1244781,2021-11-29
2021-12-06,113.11943817138672,115.80000305175781,124.05000305175781,107.3499984741211,112.44999694824219,1552414,2021-12-06
2021-12-13,110.18888092041016,112.80000305175781,122.0,112.0,119.05000305175781,887483,2021-12-13
2021-12-20,109.74929809570312,112.3499984741211,117.0,101.0999984741211,110.3499984741211,1005833,2021-12-20
2021-12-27,135.3428192138672,138.5500030517578,146.10000610351562,109.19999694824219,112.8499984741211,4090026,2021-12-27
2022-01-03,164.892578125,168.8000030517578,169.5,132.5,138.89999389648438,4439509,2022-01-03
2022-01-10,158.78726196289062,162.5500030517578,174.5,155.10000610351562,174.5,2183138,2022-01-10
2022-01-17,149.84906005859375,153.39999389648438,167.89999389648438,150.0,163.4499969482422,1326297,2022-01-17
2022-01-24,137.58958435058594,140.85000610351562,154.0,134.0500030517578,149.0,990115,2022-01-24
2022-01-31,124.84165954589844,127.80000305175781,147.85000610351562,124.4000015258789,144.89999389648438,1356347,2022-01-31
2022-02-07,116.19651794433594,118.94999694824219,131.85000610351562,118.4000015258789,127.9000015258789,816835,2022-02-07
2022-02-14,110.9703598022461,113.5999984741211,118.75,107.4000015258789,114.0,1079177,2022-02-14
2022-02-21,98.27128601074219,100.5999984741211,113.5999984741211,99.0999984741211,109.69999694824219,937681,2022-02-21
2022-02-28,100.51805114746094,102.9000015258789,108.0,98.25,100.0,593654,2022-02-28
2022-03-07,120.10391998291016,122.94999694824219,122.94999694824219,99.0999984741211,99.0999984741211,874561,2022-03-07
2022-03-14,120.39698028564453,123.25,129.85000610351562,119.9000015258789,126.80000305175781,788956,2022-03-14
2022-03-21,117.02684783935547,119.80000305175781,127.44999694824219,118.19999694824219,126.4000015258789,423504,2022-03-21
2022-03-28,117.46642303466797,120.25,120.44999694824219,108.3499984741211,119.30000305175781,741903,2022-03-28
2022-04-04,148.1395721435547,151.64999389648438,164.10000610351562,123.0999984741211,126.0,2551294,2022-04-04
2022-04-11,145.45323181152344,148.89999389648438,157.8000030517578,145.1999969482422,153.8000030517578,806157,2022-04-11
2022-04-18,154.0495147705078,157.6999969482422,165.5,142.0,145.0,1837414,2022-04-18
2022-04-25,145.7951202392578,149.25,158.35000610351562,144.75,155.0,1242218,2022-04-25
2022-05-02,135.19627380371094,138.39999389648438,155.14999389648438,136.5,147.0,613507,2022-05-02
2022-05-09,115.65924835205078,118.4000015258789,136.89999389648438,105.3499984741211,134.6999969482422,1303132,2022-05-09
2022-05-16,137.1499786376953,140.39999389648438,149.5,119.1500015258789,120.5999984741211,1748962,2022-05-16
2022-05-23,121.71573638916016,124.5999984741211,142.0,115.5,141.89999389648438,601928,2022-05-23
2022-05-30,127.82106018066406,130.85000610351562,138.0,125.0999984741211,128.9499969482422,637143,2022-05-30
2022-06-06,123.57174682617188,126.5,133.6999969482422,126.0,131.0,323626,2022-06-06
2022-06-13,116.9780044555664,119.75,136.39999389648438,111.80000305175781,126.0,1658581,2022-06-13
2022-06-20,119.42012786865234,122.25,127.9000015258789,109.0,120.69999694824219,822335,2022-06-20
2022-06-27,118.83402252197266,121.6500015258789,128.64999389648438,120.0999984741211,124.3499984741211,612251,2022-06-27
2022-07-04,119.42012786865234,122.25,126.75,117.05000305175781,122.69999694824219,409514,2022-07-04
2022-07-11,127.38146209716797,130.39999389648438,141.0,119.19999694824219,121.80000305175781,1898903,2022-07-11
2022-07-18,135.92892456054688,139.14999389648438,142.1999969482422,130.9499969482422,130.9499969482422,1141917,2022-07-18
2022-07-25,122.4815444946289,124.44999694824219,144.8000030517578,123.5999984741211,139.14999389648438,1797790,2022-07-25
2022-08-01,119.97187805175781,121.9000015258789,129.5,114.9000015258789,125.4000015258789,1271156,2022-08-01
2022-08-08,119.57820129394531,121.5,125.0,117.0,124.0,633765,2022-08-08
2022-08-15,115.93672943115234,117.80000305175781,122.5,117.0,121.5,480604,2022-08-15
2022-08-22,115.83830261230469,117.69999694824219,120.30000305175781,114.0,117.5,707810,2022-08-22
2022-08-29,109.39191436767578,111.1500015258789,119.69999694824219,109.8499984741211,116.80000305175781,900263,2022-08-29
2022-09-05,111.55711364746094,113.3499984741211,117.55000305175781,111.19999694824219,112.19999694824219,733201,2022-09-05
2022-09-12,110.52372741699219,112.30000305175781,121.8499984741211,111.9000015258789,114.44999694824219,1108502,2022-09-12
2022-09-19,107.27592468261719,109.0,114.80000305175781,107.6500015258789,113.25,468274,2022-09-19
2022-09-26,101.81370544433594,103.44999694824219,109.80000305175781,101.5,108.5999984741211,478233,2022-09-26
2022-10-03,106.78382873535156,108.5,109.5999984741211,102.5999984741211,104.9000015258789,277420,2022-10-03
2022-10-10,102.89630889892578,104.55000305175781,108.75,101.0999984741211,107.0,423331,2022-10-10
2022-10-17,96.64674377441406,98.19999694824219,104.0,95.30000305175781,103.0,468387,2022-10-17
2022-10-24,99.59928894042969,101.19999694824219,103.0,98.0,99.80000305175781,192895,2022-10-24
2022-10-31,100.3374252319336,101.94999694824219,102.9000015258789,83.8499984741211,101.19999694824219,476870,2022-10-31
2022-11-07,105.65201568603516,107.3499984741211,117.8499984741211,102.0999984741211,102.0999984741211,1005270,2022-11-07
2022-11-14,101.1247787475586,102.75,108.3499984741211,100.0999984741211,107.5,572609,2022-11-14
2022-11-21,103.53601837158203,105.19999694824219,111.0,101.55000305175781,103.25,610164,2022-11-21
2022-11-28,104.12653350830078,105.80000305175781,109.5999984741211,104.05000305175781,105.9000015258789,491753,2022-11-28
2022-12-05,99.55008697509766,101.1500015258789,107.0,100.5,106.5999984741211,355723,2022-12-05
2022-12-12,98.02459716796875,99.5999984741211,104.75,99.4000015258789,101.55000305175781,427266,2022-12-12
2022-12-19,81.68716430664062,83.0,100.5999984741211,82.0,100.0,739634,2022-12-19
2022-12-26,90.00350952148438,91.44999694824219,93.5,83.25,83.75,432915,2022-12-26
2023-01-02,91.43058013916016,92.9000015258789,96.69999694824219,91.4000015258789,91.80000305175781,298881,2023-01-02
2023-01-09,87.1985855102539,88.5999984741211,94.19999694824219,88.25,94.19999694824219,273673,2023-01-09
2023-01-16,102.30579376220703,103.94999694824219,105.80000305175781,88.8499984741211,89.30000305175781,1561342,2023-01-16
2023-01-23,96.4991226196289,98.05000305175781,108.0,97.0999984741211,104.0,757271,2023-01-23
2023-01-30,97.97539520263672,99.55000305175781,104.3499984741211,95.5,95.5999984741211,508989,2023-01-30
2023-02-06,104.91387939453125,106.5999984741211,109.5,95.44999694824219,100.4000015258789,1359051,2023-02-06
2023-02-13,98.46748352050781,100.05000305175781,108.5999984741211,97.0999984741211,107.0999984741211,856752,2023-02-13
2023-02-20,97.43408966064453,99.0,102.6500015258789,97.4000015258789,100.5,433907,2023-02-20
2023-02-27,95.85940551757812,97.4000015258789,99.0999984741211,94.19999694824219,99.0,461676,2023-02-27
2023-03-06,94.72759246826172,96.25,99.05000305175781,95.80000305175781,97.5,352401,2023-03-06
2023-03-13,83.90158081054688,85.25,97.05000305175781,81.3499984741211,96.0,1064990,2023-03-13
2023-03-20,75.83128356933594,77.05000305175781,85.44999694824219,74.75,85.44999694824219,964744,2023-03-20
2023-03-27,74.69947052001953,75.9000015258789,79.44999694824219,71.55000305175781,78.30000305175781,829443,2023-03-27
2023-04-03,84.78734588623047,86.1500015258789,88.4000015258789,76.80000305175781,77.0,674115,2023-04-03
2023-04-10,83.06502532958984,84.4000015258789,88.9000015258789,83.0999984741211,86.25,566652,2023-04-10
2023-04-17,77.8488540649414,79.0999984741211,84.5999984741211,78.80000305175781,83.5999984741211,599866,2023-04-17
2023-04-24,81.39190673828125,82.69999694824219,84.8499984741211,78.55000305175781,80.30000305175781,711788,2023-04-24
2023-05-01,83.6063232421875,84.94999694824219,87.5,82.5,82.69999694824219,585138,2023-05-01
2023-05-08,94.33391571044922,95.8499984741211,97.8499984741211,84.0,84.19999694824219,1957334,2023-05-08
2023-05-15,96.40069580078125,97.94999694824219,100.0,91.3499984741211,97.0,1696968,2023-05-15
2023-05-22,88.18276977539062,89.5999984741211,101.8499984741211,83.25,99.80000305175781,2649471,2023-05-22
2023-05-29,84.04920959472656,85.4000015258789,91.5,83.5999984741211,90.30000305175781,1129556,2023-05-29
2023-06-05,86.017578125,87.4000015258789,90.9000015258789,85.0,85.75,1123494,2023-06-05
2023-06-12,87.00175476074219,88.4000015258789,90.9000015258789,86.0,88.4000015258789,932383,2023-06-12
2023-06-19,101.22319793701172,102.8499984741211,109.0,88.4000015258789,88.4000015258789,6832826,2023-06-19
2023-06-26,111.36028289794922,113.1500015258789,115.0,99.1500015258789,101.44999694824219,4076905,2023-06-26
2023-07-03,104.42178344726562,106.0999984741211,116.5,105.0,114.94999694824219,2231248,2023-07-03
2023-07-10,126.221435546875,128.25,129.1999969482422,103.55000305175781,106.5999984741211,6267613,2023-07-10
2023-07-17,144.0843505859375,146.39999389648438,149.10000610351562,124.44999694824219,128.9499969482422,5957635,2023-07-17
2023-07-24,140.5413055419922,142.8000030517578,154.75,136.0,146.0,4176867,2023-07-24
2023-07-31,142.75570678710938,145.0500030517578,152.0,130.0,144.39999389648438,6482853,2023-07-31
2023-08-07,131.5360107421875,133.64999389648438,149.0500030517578,132.0,145.5,2530457,2023-08-07
2023-08-14,127.25032043457031,128.14999389648438,137.1999969482422,126.5,133.64999389648438,1292372,2023-08-14
2023-08-21,126.90278625488281,127.80000305175781,139.14999389648438,125.19999694824219,128.4499969482422,1731281,2023-08-21
2023-08-28,132.61241149902344,133.5500030517578,141.3000030517578,129.0,129.0,2425300,2023-08-28
2023-09-04,145.96798706054688,147.0,156.89999389648438,135.0,135.0500030517578,6969299,2023-09-04
2023-09-11,137.0311737060547,138.0,153.0,132.39999389648438,149.0500030517578,2807750,2023-09-11
2023-09-18,131.02365112304688,131.9499969482422,140.5500030517578,130.0,138.0,968329,2023-09-18
2023-09-25,131.07330322265625,132.0,134.5500030517578,127.05000305175781,132.85000610351562,1043100,2023-09-25
2023-10-02,125.51261138916016,126.4000015258789,132.0,123.4000015258789,132.0,841654,2023-10-02
2023-10-09,124.6685791015625,125.55000305175781,132.0,119.0999984741211,121.8499984741211,3107656,2023-10-09
2023-10-16,121.44139862060547,122.30000305175781,129.39999389648438,121.8499984741211,125.55000305175781,2072409,2023-10-16
2023-10-23,115.28491973876953,116.0999984741211,122.75,110.5,122.0,1419476,2023-10-23
2023-10-30,117.81702423095703,118.6500015258789,119.9000015258789,112.19999694824219,115.94999694824219,1066691,2023-10-30
2023-11-06,114.88772583007812,115.69999694824219,123.0999984741211,115.25,119.3499984741211,1379691,2023-11-06
2023-11-13,126.35664367675781,127.25,129.14999389648438,115.0,116.94999694824219,1723593,2023-11-13
2023-11-20,120.29946899414062,121.1500015258789,129.89999389648438,119.69999694824219,128.64999389648438,1307334,2023-11-20
2023-11-27,121.0938491821289,121.94999694824219,128.8000030517578,121.1500015258789,121.1500015258789,1484268,2023-11-27
2023-12-04,125.51261138916016,126.4000015258789,129.25,120.1500015258789,123.80000305175781,2073296,2023-12-04
2023-12-11,126.45594024658203,127.3499984741211,132.3000030517578,122.0,127.05000305175781,2885306,2023-12-11
2023-12-18,125.66156005859375,126.55000305175781,128.60000610351562,116.1500015258789,128.0,1842830,2023-12-18
2023-12-25,136.1871337890625,137.14999389648438,147.39999389648438,125.75,126.55000305175781,8476497,2023-12-25
2024-01-01,145.2729034423828,146.3000030517578,148.6999969482422,131.0500030517578,136.64999389648438,5181383,2024-01-01
2024-01-08,172.82809448242188,174.0500030517578,196.0,139.0,150.0500030517578,23687672,2024-01-08
2024-01-15,185.33963012695312,186.64999389648438,195.0,166.0,175.89999389648438,8278289,2024-01-15
2024-01-22,185.2899932861328,186.60000610351562,201.25,183.0,186.64999389648438,6703830,2024-01-22
2024-01-29,165.82757568359375,167.0,188.64999389648438,166.0,188.39999389648438,2636073,2024-01-29
2024-02-05,158.62847900390625,159.75,175.39999389648438,157.5,170.0,2285610,2024-02-05
2024-02-12,158.5291748046875,159.64999389648438,169.85000610351562,145.0,161.89999389648438,2204792,2024-02-12
2024-02-19,155.45094299316406,156.5500030517578,163.85000610351562,153.60000610351562,160.6999969482422,1449472,2024-02-19
2024-02-26,151.37973022460938,152.4499969482422,163.6999969482422,150.5,157.1999969482422,1663502,2024-02-26
2024-03-04,153.11744689941406,154.1999969482422,169.8000030517578,151.89999389648438,156.8000030517578,2994916,2024-03-04
2024-03-11,136.3857421875,137.35000610351562,162.0,125.0,154.0500030517578,3969131,2024-03-11
2024-03-18,138.91783142089844,139.89999389648438,142.1999969482422,130.25,137.14999389648438,1702411,2024-03-18
2024-03-25,138.173095703125,139.14999389648438,146.39999389648438,134.6999969482422,139.89999389648438,1874400,2024-03-25
2024-04-01,151.72727966308594,152.8000030517578,159.75,138.1999969482422,138.1999969482422,2437595,2024-04-01
2024-04-08,142.24432373046875,143.25,154.0,140.8000030517578,153.4499969482422,1480572,2024-04-08
2024-04-15,133.3074951171875,134.25,141.4499969482422,131.39999389648438,137.0,1383295,2024-04-15
2024-04-22,136.58433532714844,137.5500030517578,141.9499969482422,135.3000030517578,135.3000030517578,1317793,2024-04-22
2024-04-29,143.6344757080078,144.64999389648438,147.5,133.5500030517578,140.0,2328522,2024-04-29
2024-05-06,137.42835998535156,138.39999389648438,146.89999389648438,135.0500030517578,146.0,1273412,2024-05-06
2024-05-13,142.19467163085938,143.1999969482422,144.35000610351562,132.3000030517578,139.39999389648438,1114804,2024-05-13
2024-05-20,150.1881561279297,151.25,158.0,139.10000610351562,141.3000030517578,3295541,2024-05-20
2024-05-27,142.64151000976562,143.64999389648438,152.89999389648438,141.0500030517578,152.14999389648438,1414100,2024-05-27
2024-06-03,144.7267608642578,145.75,150.0,123.19999694824219,147.0,2016957,2024-06-03
2024-06-10,148.65896606445312,149.7100067138672,154.10000610351562,145.5,147.39999389648438,1513542,2024-06-10
2024-06-17,154.08062744140625,155.1699981689453,167.8000030517578,145.8000030517578,149.7100067138672,7710629,2024-06-17
2024-06-24,181.4272918701172,182.7100067138672,185.0,153.89999389648438,156.6999969482422,8931718,2024-06-24
2024-07-01,220.3620147705078,221.9199981689453,238.8000030517578,188.77999877929688,190.0,31419857,2024-07-01
2024-07-08,215.8638153076172,217.38999938964844,228.0,202.97999572753906,224.10000610351562,3939479,2024-07-08
2024-07-15,216.29080200195312,217.82000732421875,254.0,215.0,224.0,5958096,2024-07-15
2024-07-22,226.7667236328125,228.3699951171875,235.0,202.0,216.5,2768938,2024-07-22
2024-07-29,211.97134399414062,213.47000122070312,238.60000610351562,208.0,231.6999969482422,4725044,2024-07-29
2024-08-05,207.9499969482422,207.9499969482422,214.9499969482422,198.0,205.0,2383423,2024-08-05
2024-08-12,212.5399932861328,212.5399932861328,215.10000610351562,201.30999755859375,207.0,1579376,2024-08-12
2024-08-19,220.89999389648438,220.89999389648438,235.99000549316406,215.39999389648438,220.0,5686685,2024-08-19
2024-08-26,265.0299987792969,265.0299987792969,277.45001220703125,217.00999450683594,222.0,27139543,2024-08-26
2024-09-02,294.04998779296875,294.04998779296875,319.8999938964844,259.0,269.8999938964844,34767091,2024-09-02
2024-09-09,294.75,294.75,314.8999938964844,280.6499938964844,294.3999938964844,8278578,2024-09-09
2024-09-16,283.45001220703125,283.45001220703125,319.0,275.70001220703125,296.8999938964844,5676418,2024-09-16
2024-09-23,261.3500061035156,261.3500061035156,292.95001220703125,260.5,285.0,3239143,2024-09-23
2024-09-30,262.95001220703125,262.95001220703125,280.25,255.89999389648438,261.0,1979912,2024-09-30
2024-10-07,285.04998779296875,285.04998779296875,298.75,240.0,262.95001220703125,5426118,2024-10-07
2024-10-14,293.54998779296875,293.54998779296875,306.0,272.79998779296875,285.45001220703125,4251529,2024-10-14
2024-10-21,277.3999938964844,277.3999938964844,315.0,275.0,296.20001220703125,5409784,2024-10-21
2024-10-28,279.95001220703125,279.95001220703125,287.1000061035156,262.0,279.79998779296875,2512777,2024-10-28
2024-11-04,271.20001220703125,271.20001220703125,295.0,265.6499938964844,279.95001220703125,2621414,2024-11-04
2024-11-11,251.35000610351562,251.35000610351562,276.0,247.0,270.3999938964844,1248059,2024-11-11
2024-11-18,256.79998779296875,256.79998779296875,267.04998779296875,243.0500030517578,254.9499969482422,1147019,2024-11-18
2024-11-25,264.20001220703125,264.20001220703125,270.5,250.60000610351562,265.0,1337152,2024-11-25
2024-12-02,270.20001220703125,270.20001220703125,288.0,260.70001220703125,263.0,1941368,2024-12-02
2024-12-09,259.70001220703125,259.70001220703125,272.70001220703125,251.0,270.0,1165325,2024-12-09
2024-12-16,244.35000610351562,244.35000610351562,265.3500061035156,243.0,262.3999938964844,1102626,2024-12-16
2024-12-23,233.60000610351562,233.60000610351562,247.64999389648438,229.4499969482422,245.89999389648438,847925,2024-12-23
2024-12-30,239.83999633789062,239.83999633789062,246.92999267578125,228.10000610351562,232.14999389648438,1093405,2024-12-30
2025-01-06,212.80999755859375,212.80999755859375,240.6999969482422,211.10000610351562,240.3000030517578,1377841,2025-01-06
2025-01-13,245.6300048828125,245.6300048828125,255.92999267578125,199.4199981689453,210.5,4949579,2025-01-13
2025-01-20,246.02000427246094,246.02000427246094,263.0,229.0,244.0,3815918,2025-01-20
2025-01-27,243.1199951171875,243.1199951171875,260.0,213.2100067138672,245.0,3633847,2025-01-27
2025-02-03,271.2699890136719,271.2699890136719,286.739990234375,236.2100067138672,241.5399932861328,9936891,2025-02-03
2025-02-10,228.4199981689453,228.4199981689453,274.5899963378906,226.0,273.3999938964844,2743330,2025-02-10
2025-02-17,221.5399932861328,221.5399932861328,237.10000610351562,209.91000366210938,229.0800018310547,2181758,2025-02-17
2025-02-24,200.05999755859375,200.05999755859375,223.8699951171875,196.3000030517578,220.0,1321429,2025-02-24
2025-03-03,207.63999938964844,207.63999938964844,211.88999938964844,182.8000030517578,200.0500030517578,2338193,2025-03-03
2025-03-10,189.77000427246094,189.77000427246094,210.0,188.6199951171875,209.83999633789062,1229144,2025-03-10
2025-03-17,200.38999938964844,200.38999938964844,205.47999572753906,182.3000030517578,190.58999633789062,1249963,2025-03-17
2025-03-24,188.64999389648438,188.64999389648438,206.0,183.80999755859375,202.99000549316406,2411070,2025-03-24
2025-03-31,186.80999755859375,186.80999755859375,196.64999389648438,183.5399932861328,188.64999389648438,997608,2025-03-31
2025-04-07,186.02000427246094,186.02000427246094,187.5,158.0500030517578,158.0500030517578,894406,2025-04-07
2025-04-14,192.14999389648438,192.14999389648438,194.1999969482422,187.60000610351562,190.0,474371,2025-04-14
2025-04-21,193.13999938964844,193.13999938964844,208.69000244140625,191.11000061035156,192.13999938964844,1589434,2025-04-21
2025-04-28,184.2100067138672,184.2100067138672,195.85000610351562,183.77999877929688,193.25,573614,2025-04-28
2025-05-05,177.14999389648438,177.14999389648438,187.3300018310547,171.50999450683594,186.05999755859375,712063,2025-05-05
2025-05-12,200.2100067138672,200.2100067138672,204.3000030517578,184.0,185.99000549316406,1214127,2025-05-12
2025-05-19,199.4499969482422,199.4499969482422,209.0,190.1699981689453,201.1999969482422,1355924,2025-05-19
2025-05-26,218.24000549316406,218.24000549316406,226.5500030517578,197.10000610351562,201.0500030517578,3376255,2025-05-26
2025-06-02,191.83999633789062,191.83999633789062,209.60000610351562,190.32000732421875,195.0,3507089,2025-06-02
2025-06-09,188.13999938964844,188.13999938964844,197.7899932861328,185.25,192.7899932861328,1353820,2025-06-09
2025-06-16,178.82000732421875,178.82000732421875,189.7100067138672,175.00999450683594,186.0500030517578,1003928,2025-06-16
2025-06-23,183.32000732421875,183.32000732421875,187.4600067138672,176.0,176.0,748140,2025-06-23
2025-06-30,181.3300018310547,181.3300018310547,185.2100067138672,179.50999450683594,183.32000732421875,624576,2025-06-30
2025-07-07,178.1999969482422,178.1999969482422,183.39999389648438,177.0500030517578,180.9600067138672,663422,2025-07-07
