Date,Adj Close_GRAVITA.NS,Close_GRAVITA.NS,High_GRAVITA.NS,Low_GRAVITA.NS,Open_GRAVITA.NS,Volume_GRAVITA.NS,Date
2020-07-13,45.481075286865234,47.20000076293945,49.400001525878906,44.099998474121094,46.5,631399,2020-07-13
2020-07-20,49.23904800415039,51.099998474121094,53.75,48.099998474121094,50.099998474121094,1492327,2020-07-20
2020-07-27,44.2765998840332,45.95000076293945,51.5,45.54999923706055,51.5,298646,2020-07-27
2020-08-03,49.96173095703125,51.849998474121094,53.29999923706055,45.5,45.54999923706055,1371369,2020-08-03
2020-08-10,49.47993850708008,51.349998474121094,57.099998474121094,50.900001525878906,56.5,2446236,2020-08-10
2020-08-17,51.06985092163086,53.0,55.849998474121094,48.0,51.400001525878906,2062662,2020-08-17
2020-08-24,49.91355895996094,51.79999923706055,55.0,51.20000076293945,53.54999923706055,1273556,2020-08-24
2020-08-31,47.600955963134766,49.400001525878906,53.79999923706055,48.599998474121094,52.45000076293945,1206226,2020-08-31
2020-09-07,47.50459289550781,49.29999923706055,51.400001525878906,45.650001525878906,49.349998474121094,1353520,2020-09-07
2020-09-14,47.215518951416016,49.0,51.45000076293945,47.400001525878906,49.099998474121094,450924,2020-09-14
2020-09-21,46.44465255737305,48.20000076293945,50.25,45.29999923706055,49.29999923706055,602213,2020-09-21
2020-09-28,49.09450912475586,50.95000076293945,53.0,47.900001525878906,48.20000076293945,822754,2020-09-28
2020-10-05,45.91469192504883,47.650001525878906,51.70000076293945,46.900001525878906,51.0,766308,2020-10-05
2020-10-12,43.12030029296875,44.75,48.849998474121094,44.349998474121094,47.75,388170,2020-10-12
2020-10-19,43.45755386352539,45.099998474121094,47.20000076293945,43.0,45.650001525878906,559933,2020-10-19
2020-10-26,40.85588455200195,42.400001525878906,45.95000076293945,42.20000076293945,45.099998474121094,169130,2020-10-26
2020-11-02,41.04859924316406,42.599998474121094,44.20000076293945,42.0,42.650001525878906,356899,2020-11-02
2020-11-09,42.10853958129883,43.70000076293945,44.900001525878906,42.29999923706055,43.0,1298428,2020-11-09
2020-11-16,47.408241271972656,49.20000076293945,51.79999923706055,43.0,43.150001525878906,2189418,2020-11-16
2020-11-23,49.33540725708008,51.20000076293945,52.79999923706055,48.900001525878906,49.0,1050296,2020-11-23
2020-11-30,50.0580940246582,51.95000076293945,54.79999923706055,48.75,51.20000076293945,1561278,2020-11-30
2020-12-07,51.98525619506836,53.95000076293945,56.849998474121094,48.849998474121094,52.400001525878906,3865608,2020-12-07
2020-12-14,62.3437614440918,64.69999694824219,67.8499984741211,53.54999923706055,53.54999923706055,4345649,2020-12-14
2020-12-21,66.58352661132812,69.0999984741211,71.80000305175781,60.0,64.80000305175781,2839629,2020-12-21
2020-12-28,78.67648315429688,81.6500015258789,84.19999694824219,68.6500015258789,69.6500015258789,2495717,2020-12-28
2021-01-04,79.83277893066406,82.8499984741211,88.69999694824219,80.0999984741211,82.19999694824219,1480101,2021-01-04
2021-01-11,75.35211181640625,78.19999694824219,84.75,75.0,83.0999984741211,967852,2021-01-11
2021-01-18,75.78573608398438,78.6500015258789,84.19999694824219,77.5,78.19999694824219,1201946,2021-01-18
2021-01-25,75.06304168701172,77.9000015258789,85.44999694824219,73.0,79.0,1146510,2021-01-25
2021-02-01,73.71403503417969,76.5,81.9000015258789,76.0,79.75,1287609,2021-02-01
2021-02-08,74.77396392822266,77.5999984741211,81.0,74.6500015258789,76.44999694824219,1913477,2021-02-08
2021-02-15,78.06452941894531,79.8499984741211,82.6500015258789,74.69999694824219,78.25,2121743,2021-02-15
2021-02-22,91.7514877319336,93.8499984741211,95.44999694824219,80.80000305175781,81.05000305175781,6141857,2021-02-22
2021-03-01,101.33235168457031,103.6500015258789,122.6500015258789,95.75,96.8499984741211,6714751,2021-03-01
2021-03-08,104.70520782470703,107.0999984741211,117.80000305175781,102.25,104.94999694824219,1450986,2021-03-08
2021-03-15,97.42179870605469,99.6500015258789,110.0,91.5999984741211,107.9000015258789,1240485,2021-03-15
2021-03-22,91.45819854736328,93.55000305175781,102.6500015258789,90.0,100.0,672603,2021-03-22
2021-03-29,94.00005340576172,96.1500015258789,97.25,90.0999984741211,93.55000305175781,391852,2021-03-29
2021-04-05,98.00838470458984,100.25,105.4000015258789,94.30000305175781,95.5,895613,2021-04-05
2021-04-12,85.98340606689453,87.94999694824219,99.0,86.0999984741211,99.0,618846,2021-04-12
2021-04-19,91.11601257324219,93.19999694824219,96.0,81.0,85.0,634938,2021-04-19
2021-04-26,93.2668228149414,95.4000015258789,100.0999984741211,93.5,94.0,724643,2021-04-26
2021-05-03,104.80297088623047,107.19999694824219,109.69999694824219,92.4000015258789,94.55000305175781,2048382,2021-05-03
2021-05-10,103.1409912109375,105.5,118.0,102.6500015258789,110.0,1811486,2021-05-10
2021-05-17,103.53204345703125,105.9000015258789,116.5999984741211,105.0999984741211,105.5,1989053,2021-05-17
2021-05-24,104.02086639404297,106.4000015258789,109.0,103.0,105.9000015258789,835770,2021-05-24
2021-05-31,99.81700897216797,102.0999984741211,110.0,100.5999984741211,106.9000015258789,636225,2021-05-31
2021-06-07,107.8825454711914,110.3499984741211,111.9000015258789,101.6500015258789,103.0,1521643,2021-06-07
2021-06-14,118.92986297607422,121.6500015258789,132.89999389648438,106.05000305175781,111.0,7177118,2021-06-14
2021-06-21,122.84042358398438,125.6500015258789,134.39999389648438,117.0999984741211,119.94999694824219,3854417,2021-06-21
2021-06-28,122.25383758544922,125.05000305175781,133.5,123.5,126.3499984741211,2693691,2021-06-28
2021-07-05,142.93092346191406,146.1999969482422,148.5,123.6500015258789,123.80000305175781,6886860,2021-07-05
2021-07-12,170.402587890625,174.3000030517578,183.89999389648438,152.0,152.0,8510207,2021-07-12
2021-07-19,173.28663635253906,177.25,186.0,171.39999389648438,173.39999389648438,3095188,2021-07-19
2021-07-26,181.25437927246094,185.39999389648438,187.6999969482422,176.0,176.0,2327080,2021-07-26
2021-08-02,189.1732635498047,193.5,202.0,187.5,188.0,3835497,2021-08-02
2021-08-09,181.6454620361328,185.8000030517578,194.75,163.5,194.75,2246710,2021-08-09
2021-08-16,184.08956909179688,188.3000030517578,218.6999969482422,182.35000610351562,185.60000610351562,7852032,2021-08-16
2021-08-23,188.63558959960938,192.9499969482422,206.6999969482422,177.0,188.60000610351562,3562198,2021-08-23
2021-08-30,192.98606872558594,197.39999389648438,205.89999389648438,192.25,194.0,2324751,2021-08-30
2021-09-06,195.7234344482422,200.1999969482422,211.0,196.3000030517578,199.0,2281262,2021-09-06
2021-09-13,198.1675567626953,202.6999969482422,221.4499969482422,195.0500030517578,200.6999969482422,5063533,2021-09-13
2021-09-20,191.6173553466797,196.0,204.60000610351562,187.10000610351562,199.39999389648438,1806890,2021-09-20
2021-09-27,193.3771209716797,197.8000030517578,203.5500030517578,193.0500030517578,197.8000030517578,1243071,2021-09-27
2021-10-04,198.60748291015625,203.14999389648438,210.89999389648438,196.39999389648438,199.14999389648438,2062931,2021-10-04
2021-10-11,201.78482055664062,206.39999389648438,211.8000030517578,198.5500030517578,204.4499969482422,1383692,2021-10-11
2021-10-18,197.5321044921875,202.0500030517578,231.89999389648438,198.10000610351562,207.5,4766479,2021-10-18
2021-10-25,213.8586883544922,218.75,229.0,195.0,204.1999969482422,4270442,2021-10-25
2021-11-01,214.39637756347656,219.3000030517578,234.0,207.39999389648438,220.75,2957356,2021-11-01
2021-11-08,214.00531005859375,218.89999389648438,231.60000610351562,217.0,225.0,2325655,2021-11-08
2021-11-15,197.18992614746094,201.6999969482422,220.3000030517578,201.5,219.8000030517578,1166485,2021-11-15
2021-11-22,197.8253936767578,202.35000610351562,216.85000610351562,188.4499969482422,201.8000030517578,2085847,2021-11-22
2021-11-29,200.31837463378906,204.89999389648438,207.0,192.25,198.14999389648438,1112330,2021-11-29
