Date,Adj Close_TECHNOE.NS,Close_TECHNOE.NS,High_TECHNOE.NS,Low_TECHNOE.NS,Open_TECHNOE.NS,Volume_TECHNOE.NS,Date
2020-12-07,212.50631713867188,223.0500030517578,228.6999969482422,216.14999389648438,218.89999389648438,121169,2020-12-07
2020-12-14,213.93540954589844,224.5500030517578,240.0,220.0,229.8000030517578,325312,2020-12-14
2020-12-21,191.97499084472656,201.5,225.0500030517578,197.60000610351562,224.5500030517578,303102,2020-12-21
2020-12-28,208.93356323242188,219.3000030517578,229.89999389648438,199.5,202.10000610351562,1656026,2020-12-28
2021-01-04,240.7071075439453,252.64999389648438,269.1000061035156,218.10000610351562,220.35000610351562,2912945,2021-01-04
2021-01-11,242.5172882080078,254.5500030517578,274.0,246.9499969482422,255.0,1558634,2021-01-11
2021-01-18,247.66204833984375,259.95001220703125,264.3500061035156,246.8000030517578,254.60000610351562,972101,2021-01-18
2021-01-25,237.1820068359375,248.9499969482422,267.5,241.39999389648438,267.0,442372,2021-01-25
2021-02-01,257.4751281738281,270.25,274.79998779296875,243.89999389648438,249.75,761703,2021-02-01
2021-02-08,259.09478759765625,271.95001220703125,290.0,268.04998779296875,271.5,641607,2021-02-08
2021-02-15,258.95184326171875,271.79998779296875,291.0,269.0,273.3999938964844,775353,2021-02-15
2021-02-22,277.0060729980469,290.75,326.3999938964844,268.0,275.45001220703125,887309,2021-02-22
2021-03-01,292.1200256347656,303.25,327.8500061035156,293.8500061035156,293.8999938964844,2434484,2021-03-01
2021-03-08,284.7508239746094,295.6000061035156,309.0,288.3500061035156,309.0,407272,2021-03-08
2021-03-15,278.4894104003906,289.1000061035156,299.95001220703125,277.3500061035156,298.79998779296875,322174,2021-03-15
2021-03-22,292.0718994140625,303.20001220703125,323.04998779296875,284.3500061035156,289.1000061035156,1015061,2021-03-22
2021-03-29,304.4984436035156,316.1000061035156,320.0,291.0,303.20001220703125,803833,2021-03-29
2021-04-05,305.0281982421875,316.6499938964844,324.0,299.6000061035156,312.0,1556681,2021-04-05
2021-04-12,295.34710693359375,306.6000061035156,315.0,283.1000061035156,305.5,508408,2021-04-12
2021-04-19,281.0903015136719,291.79998779296875,303.95001220703125,285.20001220703125,298.8999938964844,81656,2021-04-19
2021-04-26,283.4022216796875,294.20001220703125,299.0,286.79998779296875,292.1000061035156,83520,2021-04-26
2021-05-03,285.6177978515625,296.5,303.70001220703125,291.0,295.20001220703125,240126,2021-05-03
2021-05-10,303.67962646484375,315.25,344.8999938964844,293.04998779296875,297.0,1170763,2021-05-10
2021-05-17,318.17724609375,330.29998779296875,340.0,308.5,317.0,237996,2021-05-17
2021-05-24,316.0097961425781,328.04998779296875,345.0,320.5,333.70001220703125,1512451,2021-05-24
2021-05-31,323.28271484375,335.6000061035156,351.79998779296875,325.3999938964844,326.6000061035156,1095145,2021-05-31
2021-06-07,322.5602722167969,334.8500061035156,354.0,326.95001220703125,343.8999938964844,437094,2021-06-07
2021-06-14,313.02362060546875,324.95001220703125,337.75,315.25,335.0,250775,2021-06-14
2021-06-21,321.7895812988281,334.04998779296875,339.79998779296875,315.70001220703125,322.0,197536,2021-06-21
2021-06-28,312.01214599609375,323.8999938964844,343.8500061035156,321.1000061035156,335.0,410247,2021-06-28
2021-07-05,300.01910400390625,311.45001220703125,328.5,308.8500061035156,325.1000061035156,220932,2021-07-05
2021-07-12,299.2484436035156,310.6499938964844,322.75,309.25,317.5,1771357,2021-07-12
2021-07-19,299.3447570800781,310.75,317.6000061035156,293.6499938964844,312.95001220703125,519165,2021-07-19
2021-07-26,295.6361083984375,306.8999938964844,362.79998779296875,298.20001220703125,315.0,2968618,2021-07-26
2021-08-02,289.95263671875,301.0,319.5,299.25,305.5,911545,2021-08-02
2021-08-09,278.2485656738281,288.8500061035156,306.0,277.0,301.0,564646,2021-08-09
2021-08-16,263.51007080078125,273.54998779296875,298.0,272.20001220703125,292.5,414551,2021-08-16
2021-08-23,275.3105163574219,285.79998779296875,292.0,252.10000610351562,276.45001220703125,946964,2021-08-23
2021-08-30,282.1981201171875,292.95001220703125,305.45001220703125,285.0,287.8500061035156,731495,2021-08-30
2021-09-06,266.83349609375,277.0,296.3999938964844,275.0,295.6000061035156,250351,2021-09-06
2021-09-13,267.9412841796875,278.1499938964844,294.0,273.04998779296875,280.3999938964844,621689,2021-09-13
2021-09-20,258.7417907714844,268.6000061035156,280.0,265.8500061035156,274.75,474398,2021-09-20
2021-09-27,276.884033203125,283.29998779296875,291.0,265.29998779296875,268.6000061035156,521544,2021-09-27
2021-10-04,277.07952880859375,283.5,295.1499938964844,278.25,282.1000061035156,588925,2021-10-04
2021-10-11,267.45257568359375,273.6499938964844,288.8999938964844,273.0,285.0,774487,2021-10-11
2021-10-18,266.9150695800781,273.1000061035156,288.8999938964844,260.04998779296875,273.0,987645,2021-10-18
2021-10-25,252.2547607421875,258.1000061035156,277.79998779296875,256.1000061035156,275.79998779296875,321374,2021-10-25
2021-11-01,257.9722595214844,263.95001220703125,264.6000061035156,252.0,260.0,217408,2021-11-01
2021-11-08,247.36801147460938,253.10000610351562,266.45001220703125,252.10000610351562,265.0,228176,2021-11-08
2021-11-15,255.8220977783203,261.75,268.20001220703125,245.3000030517578,252.0,681182,2021-11-15
2021-11-22,237.88766479492188,243.39999389648438,267.0,240.0,266.0,415597,2021-11-22
2021-11-29,228.35848999023438,233.64999389648438,242.89999389648438,230.10000610351562,236.0500030517578,409539,2021-11-29
2021-12-06,229.43357849121094,234.75,236.0,227.6999969482422,233.0,1080755,2021-12-06
2021-12-13,227.67433166503906,232.9499969482422,256.0,232.0,238.89999389648438,810174,2021-12-13
2021-12-20,224.1558837890625,229.35000610351562,234.3000030517578,222.0,230.5,328968,2021-12-20
2021-12-27,235.10223388671875,240.5500030517578,249.89999389648438,226.64999389648438,230.0,458219,2021-12-27
2022-01-03,240.5265350341797,246.10000610351562,257.0,241.39999389648438,244.89999389648438,1017099,2022-01-03
2022-01-10,247.7589569091797,253.5,268.3999938964844,251.14999389648438,259.8999938964844,1036634,2022-01-10
2022-01-17,241.30841064453125,246.89999389648438,267.0,246.0,255.0,359271,2022-01-17
2022-01-24,240.0867156982422,245.64999389648438,252.5,228.5500030517578,252.5,381264,2022-01-24
2022-01-31,247.36801147460938,253.10000610351562,266.29998779296875,242.10000610351562,252.0,1319810,2022-01-31
2022-02-07,237.93655395507812,243.4499969482422,257.6000061035156,242.0,254.0,242189,2022-02-07
2022-02-14,253.96514892578125,259.8500061035156,265.54998779296875,228.0,239.9499969482422,650835,2022-02-14
2022-02-21,236.51939392089844,242.0,262.8999938964844,233.4499969482422,262.8999938964844,436032,2022-02-21
2022-02-28,229.77566528320312,235.10000610351562,244.85000610351562,234.64999389648438,243.0,359574,2022-02-28
2022-03-07,236.27505493164062,241.75,245.8000030517578,224.0,231.9499969482422,1110349,2022-03-07
2022-03-14,229.97113037109375,235.3000030517578,247.9499969482422,234.39999389648438,241.75,318820,2022-03-14
2022-03-21,233.5384521484375,238.9499969482422,243.0,234.64999389648438,238.85000610351562,1092843,2022-03-21
2022-03-28,249.71365356445312,255.5,259.0,235.5500030517578,241.9499969482422,521645,2022-03-28
2022-04-04,270.53125,276.79998779296875,279.8999938964844,254.0500030517578,259.0,794660,2022-04-04
2022-04-11,269.602783203125,275.8500061035156,282.0,269.45001220703125,278.0,340872,2022-04-11
2022-04-18,284.6051940917969,291.20001220703125,302.0,270.29998779296875,276.0,1084813,2022-04-18
2022-04-25,282.7481689453125,289.29998779296875,301.8999938964844,276.6499938964844,287.0,669522,2022-04-25
2022-05-02,295.3071594238281,302.1499938964844,314.8999938964844,280.54998779296875,288.0,1432442,2022-05-02
2022-05-09,260.61114501953125,266.6499938964844,304.0,250.85000610351562,301.79998779296875,670833,2022-05-09
2022-05-16,284.1164855957031,290.70001220703125,296.8999938964844,265.54998779296875,266.0,521142,2022-05-16
2022-05-23,261.1975402832031,267.25,299.79998779296875,258.8500061035156,294.95001220703125,367312,2022-05-23
2022-05-30,270.6289978027344,276.8999938964844,289.8999938964844,271.0,271.0,681768,2022-05-30
2022-06-06,280.2559509277344,286.75,294.8500061035156,275.1000061035156,282.3500061035156,410656,2022-06-06
2022-06-13,242.77442932128906,248.39999389648438,283.45001220703125,245.0500030517578,275.29998779296875,240355,2022-06-13
2022-06-20,274.8316650390625,281.20001220703125,288.8999938964844,231.1999969482422,250.0,361329,2022-06-20
2022-06-27,281.8197021484375,288.3500061035156,293.3999938964844,277.25,287.3999938964844,240396,2022-06-27
2022-07-04,299.60748291015625,306.54998779296875,318.79998779296875,298.0,303.8999938964844,880655,2022-07-04
2022-07-11,295.8935546875,302.75,319.75,295.0,307.79998779296875,669120,2022-07-11
2022-07-18,290.762451171875,297.5,308.0,295.6499938964844,307.29998779296875,355425,2022-07-18
2022-07-25,286.6575927734375,293.29998779296875,301.6000061035156,282.79998779296875,297.54998779296875,435735,2022-07-25
2022-08-01,284.6540222167969,291.25,300.5,285.3500061035156,299.3999938964844,226318,2022-08-01
2022-08-08,287.9770202636719,294.6499938964844,304.20001220703125,285.25,289.04998779296875,305395,2022-08-08
2022-08-15,278.0080261230469,284.45001220703125,315.0,270.0,294.6499938964844,1890147,2022-08-15
2022-08-22,280.0604248046875,286.54998779296875,292.95001220703125,280.1000061035156,284.45001220703125,344715,2022-08-22
2022-08-29,280.158203125,286.6499938964844,293.0,278.45001220703125,284.8999938964844,231461,2022-08-29
2022-09-05,280.8912048339844,287.3999938964844,299.0,286.29998779296875,286.75,380022,2022-09-05
2022-09-12,271.50860595703125,277.79998779296875,296.70001220703125,274.20001220703125,290.0,978471,2022-09-12
2022-09-19,269.6676940917969,274.0,284.0,270.04998779296875,280.1499938964844,480607,2022-09-19
2022-09-26,260.219482421875,264.3999938964844,271.0,254.0,268.5,348852,2022-09-26
2022-10-03,275.12994384765625,279.54998779296875,281.70001220703125,262.0,267.0,256703,2022-10-03
2022-10-10,275.720458984375,280.1499938964844,284.04998779296875,275.0,275.3500061035156,414195,2022-10-10
2022-10-17,275.720458984375,280.1499938964844,284.0,272.1000061035156,283.29998779296875,690268,2022-10-17
2022-10-24,276.1141357421875,280.54998779296875,288.54998779296875,279.0,281.5,191302,2022-10-24
2022-10-31,284.2336730957031,288.79998779296875,292.25,279.25,284.70001220703125,898115,2022-10-31
2022-11-07,281.47796630859375,286.0,292.1000061035156,285.25,292.1000061035156,565813,2022-11-07
2022-11-14,284.38134765625,288.95001220703125,294.1499938964844,278.0,289.95001220703125,612402,2022-11-14
2022-11-21,295.35504150390625,300.1000061035156,302.0,288.0,293.1000061035156,395409,2022-11-21
2022-11-28,317.499267578125,322.6000061035156,324.0,297.70001220703125,298.1000061035156,1548101,2022-11-28
2022-12-05,314.44830322265625,319.5,325.54998779296875,306.29998779296875,324.0,815304,2022-12-05
2022-12-12,310.3639221191406,315.3500061035156,324.95001220703125,312.95001220703125,320.0,649212,2022-12-12
2022-12-19,305.8366394042969,310.75,348.29998779296875,305.79998779296875,321.79998779296875,1224851,2022-12-19
2022-12-26,324.7330627441406,329.95001220703125,333.0,305.29998779296875,313.95001220703125,391112,2022-12-26
2023-01-02,357.7525939941406,363.5,369.70001220703125,330.8999938964844,339.8999938964844,1130278,2023-01-02
2023-01-09,346.1391906738281,351.70001220703125,376.79998779296875,350.0,369.0,457704,2023-01-09
2023-01-16,360.4591064453125,366.25,380.0,351.45001220703125,351.70001220703125,508979,2023-01-16
2023-01-23,342.10400390625,347.6000061035156,372.29998779296875,341.6000061035156,367.79998779296875,281758,2023-01-23
2023-01-30,336.34649658203125,341.75,364.8500061035156,329.0,352.8500061035156,544785,2023-01-30
2023-02-06,368.7262878417969,374.6499938964844,391.0,340.8999938964844,346.8999938964844,980619,2023-02-06
2023-02-13,355.93182373046875,361.6499938964844,380.0,306.70001220703125,380.0,2290181,2023-02-13
2023-02-20,327.7840270996094,333.04998779296875,367.95001220703125,328.04998779296875,366.3999938964844,739842,2023-02-20
2023-02-27,332.9018249511719,338.25,345.70001220703125,313.5,336.3999938964844,2678141,2023-02-27
2023-03-06,326.7014465332031,331.95001220703125,342.6499938964844,328.5,341.6499938964844,486440,2023-03-06
2023-03-13,330.83502197265625,336.1499938964844,347.0,316.04998779296875,330.5,582875,2023-03-13
2023-03-20,315.3832702636719,320.45001220703125,337.45001220703125,319.0,328.04998779296875,162772,2023-03-20
2023-03-27,332.2621154785156,337.6000061035156,345.0,312.5,318.0,327335,2023-03-27
2023-04-03,337.8719787597656,343.29998779296875,347.79998779296875,330.8500061035156,341.0,307091,2023-04-03
2023-04-10,332.557373046875,337.8999938964844,349.3999938964844,335.20001220703125,343.29998779296875,165653,2023-04-10
2023-04-17,343.3834533691406,348.8999938964844,364.3999938964844,334.8999938964844,340.0,693973,2023-04-17
2023-04-24,365.7245178222656,371.6000061035156,374.79998779296875,337.29998779296875,351.04998779296875,929832,2023-04-24
2023-05-01,363.4116516113281,369.25,379.5,359.29998779296875,371.6000061035156,546120,2023-05-01
2023-05-08,363.3132629394531,369.1499938964844,395.0,367.1000061035156,370.95001220703125,1119393,2023-05-08
2023-05-15,380.2413024902344,386.3500061035156,395.8999938964844,366.95001220703125,368.70001220703125,438906,2023-05-15
2023-05-22,394.1675720214844,400.5,404.8999938964844,372.1499938964844,389.25,612643,2023-05-22
2023-05-29,376.00927734375,382.04998779296875,409.0,342.70001220703125,409.0,1691305,2023-05-29
2023-06-05,363.2640686035156,369.1000061035156,389.5,360.0,383.54998779296875,619878,2023-06-05
2023-06-12,354.0618896484375,359.75,376.0,356.20001220703125,374.54998779296875,458592,2023-06-12
2023-06-19,347.2709655761719,352.8500061035156,369.79998779296875,345.79998779296875,361.20001220703125,256733,2023-06-19
2023-06-26,358.24468994140625,364.0,375.0,351.0,356.8500061035156,461403,2023-06-26
2023-07-03,389.64031982421875,395.8999938964844,404.1499938964844,359.04998779296875,363.8999938964844,951357,2023-07-03
2023-07-10,424.874267578125,431.70001220703125,440.70001220703125,391.79998779296875,397.45001220703125,1106406,2023-07-10
2023-07-17,449.8726501464844,457.1000061035156,467.95001220703125,418.95001220703125,437.3500061035156,918372,2023-07-17
2023-07-24,482.74456787109375,490.5,493.25,447.45001220703125,456.79998779296875,903224,2023-07-24
2023-07-31,455.3841247558594,462.70001220703125,495.0,451.04998779296875,492.6499938964844,534144,2023-07-31
2023-08-07,464.6846923828125,472.1499938964844,481.95001220703125,432.0,464.95001220703125,652493,2023-08-07
2023-08-14,475.5107727050781,483.1499938964844,502.8999938964844,440.0,469.54998779296875,668908,2023-08-14
2023-08-21,481.16986083984375,488.8999938964844,510.95001220703125,466.1000061035156,480.0,911650,2023-08-21
2023-08-28,526.0980224609375,534.5499877929688,540.9000244140625,490.0,490.0,1186225,2023-08-28
2023-09-04,541.10693359375,549.7999877929688,561.2999877929688,531.4000244140625,543.4000244140625,719332,2023-09-04
2023-09-11,504.9872131347656,513.0999755859375,560.0,490.20001220703125,559.0,726041,2023-09-11
2023-09-18,511.3569641113281,513.5999755859375,524.0,500.0,512.0,253924,2023-09-18
2023-09-25,502.7945556640625,505.0,522.9500122070312,501.3999938964844,513.5999755859375,275161,2023-09-25
2023-10-02,522.1596069335938,524.4500122070312,529.9000244140625,501.0,505.0,209774,2023-10-02
2023-10-09,514.4434814453125,516.7000122070312,534.75,511.0,529.9000244140625,233883,2023-10-09
2023-10-16,513.149169921875,515.4000244140625,540.9500122070312,510.79998779296875,515.0499877929688,388681,2023-10-16
2023-10-23,506.37884521484375,508.6000061035156,526.9500122070312,480.0,520.0,318786,2023-10-23
2023-10-30,488.0093994140625,490.1499938964844,518.9500122070312,483.25,515.5,232471,2023-10-30
2023-11-06,599.8189697265625,602.4500122070312,618.0,495.04998779296875,496.5,1440384,2023-11-06
2023-11-13,668.716796875,671.6500244140625,708.7999877929688,595.2999877929688,617.0,1800315,2023-11-13
2023-11-20,682.1578369140625,685.1500244140625,751.0,672.5999755859375,685.0,1627908,2023-11-20
2023-11-27,702.5682983398438,705.6500244140625,721.0,675.0499877929688,685.1500244140625,327905,2023-11-27
2023-12-04,760.8128051757812,764.1500244140625,795.8499755859375,712.0,734.7999877929688,785607,2023-12-04
2023-12-11,763.2022705078125,766.5499877929688,786.25,741.0,769.8499755859375,685779,2023-12-11
2023-12-18,750.6075439453125,753.9000244140625,784.0,699.0,764.9500122070312,629195,2023-12-18
2023-12-25,796.3568725585938,799.8499755859375,844.5,738.1500244140625,753.9000244140625,2842712,2023-12-25
2024-01-01,799.2442016601562,802.75,830.7000122070312,796.0,810.0,1164479,2024-01-01
2024-01-08,794.06689453125,797.5499877929688,814.0,782.0,805.9500122070312,669691,2024-01-08
2024-01-15,779.2319946289062,782.6500244140625,811.0,753.75,802.9500122070312,582439,2024-01-15
2024-01-22,798.9953002929688,802.5,827.0,782.5499877929688,782.6500244140625,443726,2024-01-22
2024-01-29,762.7542114257812,766.0999755859375,839.9500122070312,755.5,808.0,851434,2024-01-29
2024-02-05,793.8179931640625,797.2999877929688,830.4500122070312,762.25,766.5,783302,2024-02-05
2024-02-12,827.5699462890625,831.2000122070312,840.0,727.0,800.5999755859375,1703151,2024-02-12
2024-02-19,758.771728515625,762.0999755859375,860.0,748.0,859.75,2906098,2024-02-19
2024-02-26,722.4310913085938,725.5999755859375,770.25,696.5,768.5,960889,2024-02-26
2024-03-04,738.4110717773438,741.6500244140625,760.9500122070312,713.0499877929688,750.0,654607,2024-03-04
2024-03-11,648.007568359375,650.8499755859375,742.0999755859375,610.0,730.0499877929688,1395833,2024-03-11
2024-03-18,702.6678466796875,705.75,710.6500244140625,607.2000122070312,648.25,958418,2024-03-18
2024-03-25,768.3795776367188,771.75,783.3499755859375,705.75,705.75,1495117,2024-03-25
2024-04-01,834.14111328125,837.7999877929688,846.0,772.5499877929688,786.0,1766496,2024-04-01
2024-04-08,815.1245727539062,818.7000122070312,884.3499755859375,808.5,850.0,1293601,2024-04-08
2024-04-15,918.62060546875,922.6500244140625,946.0,791.0,805.0,3112789,2024-04-15
2024-04-22,965.1664428710938,969.4000244140625,991.9500122070312,942.0999755859375,950.0,2414855,2024-04-22
2024-04-29,1016.2921752929688,1020.75,1067.550048828125,988.0,988.0,4602733,2024-04-29
2024-05-06,1026.6964111328125,1031.199951171875,1039.0,974.9000244140625,1022.9500122070312,2514933,2024-05-06
2024-05-13,1113.067626953125,1117.949951171875,1135.0,1001.1500244140625,1031.25,1654389,2024-05-13
2024-05-20,1172.208251953125,1177.3499755859375,1193.0,1111.0,1119.75,1072689,2024-05-20
2024-05-27,1412.15576171875,1418.3499755859375,1450.6500244140625,1000.5499877929688,1177.3499755859375,4895376,2024-05-27
2024-06-03,1225.2257080078125,1230.5999755859375,1535.0,1200.0,1535.0,3178395,2024-06-03
2024-06-10,1450.2884521484375,1456.6500244140625,1497.0,1231.0,1249.0,881467,2024-06-10
2024-06-17,1435.50341796875,1441.800048828125,1529.449951171875,1400.0,1456.6500244140625,430088,2024-06-17
2024-06-24,1546.5164794921875,1553.300048828125,1590.0,1434.5,1440.0,750161,2024-06-24
2024-07-01,1469.00634765625,1475.449951171875,1599.0,1415.6500244140625,1599.0,526386,2024-07-01
2024-07-08,1440.5810546875,1446.9000244140625,1599.0999755859375,1391.1500244140625,1494.949951171875,707732,2024-07-08
2024-07-15,1471.3958740234375,1477.8499755859375,1559.800048828125,1375.0,1438.0,772328,2024-07-15
2024-07-22,1680.677978515625,1688.050048828125,1722.0,1420.0,1478.0,823290,2024-07-22
2024-07-29,1702.97998046875,1710.449951171875,1777.0,1620.0,1688.050048828125,1261065,2024-07-29
2024-08-05,1641.1015625,1648.300048828125,1687.0,1550.0,1626.0,447052,2024-08-05
2024-08-12,1640.0560302734375,1647.25,1745.0,1551.0,1688.699951171875,442417,2024-08-12
2024-08-19,1685.1083984375,1692.5,1796.699951171875,1650.0999755859375,1690.0,412143,2024-08-19
2024-08-26,1628.1085205078125,1635.25,1746.0,1575.0,1700.0,487205,2024-08-26
2024-09-02,1547.3128662109375,1554.0999755859375,1700.0,1535.5999755859375,1635.949951171875,956205,2024-09-02
2024-09-09,1593.9085693359375,1600.9000244140625,1674.4000244140625,1556.050048828125,1599.0,837242,2024-09-09
2024-09-16,1518.5,1518.5,1612.0,1453.199951171875,1602.5999755859375,1489307,2024-09-16
2024-09-23,1630.6500244140625,1630.6500244140625,1639.300048828125,1519.949951171875,1520.949951171875,1113957,2024-09-23
2024-09-30,1530.3499755859375,1530.3499755859375,1639.9000244140625,1511.0,1639.9000244140625,278441,2024-09-30
2024-10-07,1719.550048828125,1719.550048828125,1796.0,1520.0,1540.0,1261858,2024-10-07
2024-10-14,1731.4000244140625,1731.4000244140625,1822.0,1681.050048828125,1731.449951171875,940856,2024-10-14
2024-10-21,1470.5999755859375,1470.5999755859375,1779.0,1450.1500244140625,1758.800048828125,831967,2024-10-21
2024-10-28,1594.1500244140625,1594.1500244140625,1600.0,1424.8499755859375,1466.0,478005,2024-10-28
2024-11-04,1617.050048828125,1617.050048828125,1693.949951171875,1525.050048828125,1594.0,473468,2024-11-04
2024-11-11,1444.9000244140625,1444.9000244140625,1632.449951171875,1395.4000244140625,1625.0,913050,2024-11-11
2024-11-18,1486.8499755859375,1486.8499755859375,1534.949951171875,1405.5999755859375,1439.0,474781,2024-11-18
2024-11-25,1473.9000244140625,1473.9000244140625,1549.949951171875,1422.6500244140625,1528.0,817097,2024-11-25
2024-12-02,1504.25,1504.25,1559.449951171875,1416.199951171875,1450.0,722225,2024-12-02
2024-12-09,1443.800048828125,1443.800048828125,1504.0,1400.0999755859375,1481.0,1881493,2024-12-09
2024-12-16,1625.1500244140625,1625.1500244140625,1652.5999755859375,1436.0,1454.0,1939872,2024-12-16
2024-12-23,1559.75,1559.75,1710.0,1545.0,1675.0,1191975,2024-12-23
2024-12-30,1640.699951171875,1640.699951171875,1720.0,1547.1500244140625,1568.300048828125,1148409,2024-12-30
2025-01-06,1399.050048828125,1399.050048828125,1657.300048828125,1391.800048828125,1657.300048828125,901987,2025-01-06
2025-01-13,1288.550048828125,1288.550048828125,1419.8499755859375,1250.699951171875,1320.0,1237955,2025-01-13
2025-01-20,1110.050048828125,1110.050048828125,1338.0,1097.0999755859375,1272.75,1350575,2025-01-20
2025-01-27,1043.050048828125,1043.050048828125,1118.949951171875,957.5999755859375,1098.0,2537395,2025-01-27
2025-02-03,1087.8499755859375,1087.8499755859375,1138.0,985.0499877929688,1023.2999877929688,3628479,2025-02-03
2025-02-10,926.4000244140625,926.4000244140625,1097.0,914.9500122070312,1097.0,2503284,2025-02-10
2025-02-17,1000.4000244140625,1000.4000244140625,1033.8499755859375,853.2999877929688,929.1500244140625,2335051,2025-02-17
2025-02-24,974.0499877929688,974.0499877929688,1004.7999877929688,911.9000244140625,998.0499877929688,1025379,2025-02-24
2025-03-03,956.5499877929688,956.5499877929688,994.75,907.0,974.4000244140625,1403135,2025-03-03
2025-03-10,900.5999755859375,900.5999755859375,969.0,865.6500244140625,956.5499877929688,1087356,2025-03-10
2025-03-17,1034.5,1034.5,1087.449951171875,886.5,900.0,3102968,2025-03-17
2025-03-24,1003.2000122070312,1003.2000122070312,1096.0,991.0999755859375,1052.949951171875,1687185,2025-03-24
2025-03-31,981.4000244140625,981.4000244140625,1042.449951171875,967.1500244140625,1003.2000122070312,798675,2025-03-31
2025-04-07,987.9500122070312,987.9500122070312,992.7999877929688,785.1500244140625,785.1500244140625,1204900,2025-04-07
2025-04-14,1057.800048828125,1057.800048828125,1096.0,987.9500122070312,987.9500122070312,850077,2025-04-14
2025-04-21,1101.4000244140625,1101.4000244140625,1167.9000244140625,1050.9000244140625,1080.0,2454339,2025-04-21
2025-04-28,1065.0,1065.0,1122.199951171875,1043.699951171875,1101.0,634594,2025-04-28
2025-05-05,1082.5999755859375,1082.5999755859375,1139.9000244140625,1010.5,1069.5999755859375,971005,2025-05-05
2025-05-12,1280.0999755859375,1280.0999755859375,1287.5999755859375,1104.0,1122.0,1545546,2025-05-12
2025-05-19,1217.9000244140625,1217.9000244140625,1305.0,1210.9000244140625,1288.5999755859375,712126,2025-05-19
2025-05-26,1409.800048828125,1409.800048828125,1495.5,1225.0,1225.800048828125,8686082,2025-05-26
2025-06-02,1484.0999755859375,1484.0999755859375,1566.9000244140625,1419.800048828125,1421.0,2879865,2025-06-02
2025-06-09,1454.199951171875,1454.199951171875,1565.0,1408.0,1495.199951171875,1313477,2025-06-09
2025-06-16,1480.699951171875,1480.699951171875,1542.0,1433.0,1459.0,1111175,2025-06-16
2025-06-23,1591.5999755859375,1591.5999755859375,1623.300048828125,1457.4000244140625,1480.0,2027697,2025-06-23
2025-06-30,1575.5,1575.5,1645.0,1545.0999755859375,1619.0,1506789,2025-06-30
2025-07-07,1598.199951171875,1598.199951171875,1654.0,1553.800048828125,1576.5999755859375,1199015,2025-07-07
2025-07-14,1572.199951171875,1572.199951171875,1589.0999755859375,1511.199951171875,1589.0999755859375,690202,2025-07-14
