Date,Adj Close_GOODLUCK.NS,Close_GOODLUCK.NS,High_GOODLUCK.NS,Low_GOODLUCK.NS,Open_GOODLUCK.NS,Volume_GOODLUCK.NS,Date
2020-07-13,38.66656494140625,39.599998474121094,43.0,39.099998474121094,41.75,249002,2020-07-13
2020-07-20,38.03189468383789,38.95000076293945,41.900001525878906,38.54999923706055,40.0,306431,2020-07-20
2020-07-27,34.419105529785156,35.25,38.75,35.04999923706055,38.29999923706055,159802,2020-07-27
2020-08-03,38.959503173828125,39.900001525878906,42.900001525878906,34.04999923706055,35.25,1007935,2020-08-03
2020-08-10,39.15478515625,40.099998474121094,43.0,39.54999923706055,40.150001525878906,507442,2020-08-10
2020-08-17,41.547035217285156,42.54999923706055,43.849998474121094,39.5,40.45000076293945,456305,2020-08-17
2020-08-24,41.30292510986328,42.29999923706055,47.0,41.45000076293945,42.95000076293945,930471,2020-08-24
2020-08-31,39.78946304321289,40.75,43.5,38.20000076293945,42.5,376401,2020-08-31
2020-09-07,37.83660888671875,38.75,41.79999923706055,38.0,40.79999923706055,95973,2020-09-07
2020-09-14,41.0099983215332,42.0,43.900001525878906,38.599998474121094,39.0,387974,2020-09-14
2020-09-21,37.49485778808594,38.400001525878906,42.25,36.5,42.25,166429,2020-09-21
2020-09-28,37.78778839111328,38.70000076293945,39.849998474121094,37.95000076293945,38.900001525878906,78984,2020-09-28
2020-10-05,36.957820892333984,37.849998474121094,39.75,36.900001525878906,38.70000076293945,135553,2020-10-05
2020-10-12,36.71371078491211,37.599998474121094,38.599998474121094,36.20000076293945,38.599998474121094,71761,2020-10-12
2020-10-19,37.39720916748047,38.29999923706055,39.400001525878906,36.79999923706055,38.349998474121094,288795,2020-10-19
2020-10-26,37.00664520263672,37.900001525878906,39.5,37.54999923706055,38.400001525878906,93745,2020-10-26
2020-11-02,37.73896026611328,38.650001525878906,40.70000076293945,36.75,38.0,257081,2020-11-02
2020-11-09,43.646358489990234,44.70000076293945,45.400001525878906,39.25,40.45000076293945,596487,2020-11-09
2020-11-16,42.523460388183594,43.54999923706055,45.5,42.29999923706055,44.0,370389,2020-11-16
2020-11-23,44.72042465209961,45.79999923706055,48.0,43.400001525878906,43.54999923706055,1070063,2020-11-23
2020-11-30,47.94264221191406,49.099998474121094,52.29999923706055,44.099998474121094,45.79999923706055,1230528,2020-11-30
2020-12-07,47.69853210449219,48.849998474121094,50.95000076293945,47.5,49.95000076293945,425196,2020-12-07
2020-12-14,55.0705680847168,56.400001525878906,60.0,49.150001525878906,49.79999923706055,2304918,2020-12-14
2020-12-21,52.92242431640625,54.20000076293945,57.95000076293945,48.400001525878906,57.45000076293945,583077,2020-12-21
2020-12-28,54.14296340942383,55.45000076293945,56.70000076293945,53.349998474121094,55.849998474121094,365884,2020-12-28
2021-01-04,71.0840072631836,72.80000305175781,81.69999694824219,55.650001525878906,57.29999923706055,6823161,2021-01-04
2021-01-11,72.69510650634766,74.44999694824219,83.55000305175781,68.0,72.80000305175781,5451068,2021-01-11
2021-01-18,69.81463623046875,71.5,77.94999694824219,70.55000305175781,74.0,573649,2021-01-18
2021-01-25,68.7405776977539,70.4000015258789,75.94999694824219,66.05000305175781,71.19999694824219,862513,2021-01-25
2021-02-01,68.59410095214844,70.25,74.3499984741211,69.0,70.94999694824219,778910,2021-02-01
2021-02-08,75.47792053222656,77.30000305175781,79.75,69.30000305175781,70.9000015258789,2046037,2021-02-08
2021-02-15,69.2287826538086,70.9000015258789,78.4000015258789,70.3499984741211,78.4000015258789,1200836,2021-02-15
2021-02-22,70.79106140136719,72.5,76.0,70.19999694824219,71.0999984741211,1113180,2021-02-22
2021-03-01,70.59578704833984,72.30000305175781,77.4000015258789,71.19999694824219,72.5999984741211,787856,2021-03-01
2021-03-08,69.32642364501953,71.0,74.5,69.0,74.0,555643,2021-03-08
2021-03-15,64.49310302734375,66.05000305175781,71.5,61.45000076293945,71.0,544517,2021-03-15
2021-03-22,63.61432647705078,65.1500015258789,67.69999694824219,61.5,67.30000305175781,239282,2021-03-22
2021-03-29,70.4493179321289,72.1500015258789,73.8499984741211,64.5,65.1500015258789,568964,2021-03-29
2021-04-05,75.47792053222656,77.30000305175781,81.0,68.3499984741211,72.5999984741211,1498536,2021-04-05
2021-04-12,73.03685760498047,74.80000305175781,79.4000015258789,65.0,76.0,1386048,2021-04-12
2021-04-19,73.96446228027344,75.75,79.44999694824219,70.25,74.0,847395,2021-04-19
2021-04-26,90.27081298828125,92.44999694824219,98.0,76.0999984741211,77.05000305175781,7151818,2021-04-26
2021-05-03,92.37013244628906,94.5999984741211,98.0999984741211,90.0999984741211,92.05000305175781,1589870,2021-05-03
2021-05-10,92.37013244628906,94.5999984741211,113.5,93.4000015258789,95.3499984741211,6012984,2021-05-10
2021-05-17,95.78763580322266,98.0999984741211,105.25,95.1500015258789,95.8499984741211,1353848,2021-05-17
2021-05-24,96.91053009033203,99.25,106.5999984741211,97.0,98.94999694824219,1135594,2021-05-24
2021-05-31,104.72196960449219,107.25,121.0,99.0999984741211,99.5,5987596,2021-05-31
2021-06-07,106.33306884765625,108.9000015258789,111.69999694824219,103.19999694824219,108.1500015258789,2091178,2021-06-07
2021-06-14,104.03845977783203,106.55000305175781,114.75,104.19999694824219,110.94999694824219,2832131,2021-06-14
2021-06-21,108.82295227050781,111.44999694824219,112.80000305175781,104.55000305175781,105.5,1032504,2021-06-21
2021-06-28,104.0872802734375,106.5999984741211,118.44999694824219,102.19999694824219,112.3499984741211,3009430,2021-06-28
2021-07-05,105.55192565917969,108.0999984741211,110.80000305175781,105.4000015258789,107.0,1120588,2021-07-05
2021-07-12,173.02316284179688,177.1999969482422,177.75,108.55000305175781,109.69999694824219,14800647,2021-07-12
2021-07-19,220.18463134765625,225.5,225.5,169.0500030517578,176.0,1802994,2021-07-19
2021-07-26,280.67437744140625,287.45001220703125,287.45001220703125,214.25,236.75,5307103,2021-07-26
