Date,Adj Close_UNIPARTS.NS,Close_UNIPARTS.NS,High_UNIPARTS.NS,Low_UNIPARTS.NS,Open_UNIPARTS.NS,Volume_UNIPARTS.NS,Date
2022-12-12,523.74267578125,570.25,590.75,536.5,575.0,15986392,2022-12-12
2022-12-19,496.832275390625,540.9500122070312,593.75,530.0499877929688,573.7000122070312,3408227,2022-12-19
2022-12-26,528.5645751953125,575.5,579.5,535.5,541.9500122070312,1953063,2022-12-26
2023-01-02,503.16949462890625,547.8499755859375,585.0,541.5999755859375,579.7000122070312,1527508,2023-01-02
2023-01-09,514.37451171875,560.0499877929688,563.5499877929688,544.0,550.9000244140625,525050,2023-01-09
2023-01-16,507.02703857421875,552.0499877929688,564.5999755859375,545.0,564.5999755859375,295488,2023-01-16
2023-01-23,499.58758544921875,543.9500122070312,555.5499877929688,538.6500244140625,550.0999755859375,451515,2023-01-23
2023-01-30,505.5575256347656,550.4500122070312,567.0,540.9500122070312,541.0999755859375,492413,2023-01-30
2023-02-06,511.98663330078125,557.4500122070312,577.0,543.0,549.9000244140625,311452,2023-02-06
2023-02-13,526.7734985351562,573.5499877929688,588.9000244140625,545.0999755859375,561.75,1188524,2023-02-13
2023-02-20,516.6246948242188,562.5,612.2999877929688,559.5,575.0,2770444,2023-02-20
2023-02-27,520.97314453125,559.2000122070312,572.0,545.0,564.0,662982,2023-02-27
2023-03-06,497.96160888671875,534.5,561.7999877929688,530.0999755859375,559.2000122070312,484712,2023-03-06
2023-03-13,491.20721435546875,527.25,532.6500244140625,501.20001220703125,528.5999755859375,1093394,2023-03-13
2023-03-20,480.6331481933594,515.9000244140625,532.0,501.1499938964844,511.1000061035156,388672,2023-03-20
2023-03-27,502.48004150390625,539.3499755859375,550.0,503.8500061035156,515.9500122070312,527333,2023-03-27
2023-04-03,497.1231384277344,533.5999755859375,543.8499755859375,530.0999755859375,538.0,146897,2023-04-03
2023-04-10,479.8411865234375,515.0499877929688,538.3499755859375,508.70001220703125,528.25,386144,2023-04-10
2023-04-17,501.54840087890625,538.3499755859375,551.7000122070312,524.2000122070312,525.0,711006,2023-04-17
2023-04-24,507.0916442871094,544.2999877929688,545.7999877929688,528.5999755859375,543.9000244140625,408568,2023-04-24
2023-05-01,531.5472412109375,570.5499877929688,593.0999755859375,544.2999877929688,544.2999877929688,1266908,2023-05-01
2023-05-08,539.0003662109375,578.5499877929688,592.0,568.5,579.0,654248,2023-05-08
2023-05-15,534.0626220703125,573.25,599.7000122070312,565.0,579.7999877929688,706564,2023-05-15
2023-05-22,524.420166015625,562.9000244140625,599.5999755859375,556.25,571.0999755859375,1300388,2023-05-22
2023-05-29,528.1467895507812,566.9000244140625,575.0,545.0499877929688,567.0,677844,2023-05-29
2023-06-05,534.0626220703125,573.25,585.6500244140625,562.2000122070312,569.8499755859375,567609,2023-06-05
2023-06-12,540.687255859375,574.25,583.0,562.5499877929688,578.5999755859375,456121,2023-06-12
2023-06-19,524.4454956054688,557.0,579.7999877929688,552.4000244140625,574.9000244140625,477854,2023-06-19
2023-06-26,521.7620239257812,554.1500244140625,564.8499755859375,547.7999877929688,557.0,411424,2023-06-26
2023-07-03,549.6791381835938,583.7999877929688,585.0,549.4000244140625,557.9000244140625,920544,2023-07-03
2023-07-10,610.3622436523438,648.25,654.2000122070312,570.1500244140625,588.0,2309676,2023-07-10
2023-07-17,601.6057739257812,638.9500122070312,660.9500122070312,628.25,651.0,1009894,2023-07-17
2023-07-24,610.6446533203125,648.5499877929688,672.6500244140625,643.9500122070312,650.0,1064000,2023-07-24
2023-07-31,648.1185302734375,688.3499755859375,722.6500244140625,662.2000122070312,665.75,1803697,2023-07-31
2023-08-07,555.328369140625,589.7999877929688,693.4500122070312,583.0,693.0,2206377,2023-08-07
2023-08-14,559.8949584960938,594.6500244140625,604.0,573.0,594.7999877929688,649882,2023-08-14
2023-08-21,566.4387817382812,601.5999755859375,618.0,580.0,590.0,778950,2023-08-21
2023-08-28,596.9451293945312,634.0,638.5999755859375,599.5,604.9500122070312,524616,2023-08-28
2023-09-04,575.713134765625,611.4500122070312,645.0499877929688,603.5,638.0,612799,2023-09-04
2023-09-11,554.1514282226562,588.5499877929688,627.9500122070312,580.0,615.0,798034,2023-09-11
2023-09-18,546.713134765625,580.6500244140625,602.4000244140625,578.5,594.0,465308,2023-09-18
2023-09-25,552.4566650390625,586.75,590.75,560.0999755859375,581.0,798360,2023-09-25
2023-10-02,542.4291381835938,576.0999755859375,609.7000122070312,574.4000244140625,586.75,926309,2023-10-02
2023-10-09,530.236083984375,563.1500244140625,572.9500122070312,554.0,569.0,906780,2023-10-09
2023-10-16,538.427490234375,571.8499755859375,590.9500122070312,564.2999877929688,568.75,552376,2023-10-16
2023-10-23,527.9762573242188,560.75,575.5,530.0999755859375,574.7000122070312,373904,2023-10-23
2023-10-30,532.4015502929688,565.4500122070312,574.5499877929688,545.5499877929688,562.4000244140625,271906,2023-10-30
2023-11-06,507.96826171875,539.5,581.9000244140625,534.7999877929688,566.0,523661,2023-11-06
2023-11-13,519.2198486328125,551.4500122070312,556.9500122070312,540.0,546.0999755859375,601805,2023-11-13
2023-11-20,508.20361328125,539.75,556.7999877929688,538.5999755859375,556.7999877929688,461643,2023-11-20
2023-11-27,513.68505859375,537.5499877929688,541.1500244140625,532.5,539.75,368138,2023-11-27
2023-12-04,527.9713134765625,552.5,555.7000122070312,537.1500244140625,540.0,711147,2023-12-04
2023-12-11,520.8998413085938,545.0999755859375,562.9000244140625,540.0,556.0,607363,2023-12-11
