Date,Adj Close_UNIPARTS.NS,Close_UNIPARTS.NS,High_UNIPARTS.NS,Low_UNIPARTS.NS,Open_UNIPARTS.NS,Volume_UNIPARTS.NS,Date
2023-12-18,512.3472290039062,536.1500244140625,549.9000244140625,520.0499877929688,549.9000244140625,916645,2023-12-18
2023-12-25,552.2914428710938,577.9500122070312,580.0,532.0,536.1500244140625,1290526,2023-12-25
2024-01-01,544.12109375,569.4000244140625,585.0499877929688,564.2000122070312,579.0,542962,2024-01-01
2024-01-08,570.2567749023438,596.75,609.9500122070312,568.4500122070312,569.9500122070312,1334340,2024-01-08
2024-01-15,558.9329223632812,584.9000244140625,599.4500122070312,566.0499877929688,596.75,606748,2024-01-15
2024-01-22,539.0562744140625,564.0999755859375,586.0999755859375,560.0499877929688,584.9000244140625,289706,2024-01-22
2024-01-29,552.386962890625,578.0499877929688,584.9000244140625,565.0499877929688,570.0,390924,2024-01-29
2024-02-05,524.72216796875,549.0999755859375,584.7999877929688,544.2999877929688,578.0499877929688,732604,2024-02-05
2024-02-12,522.4288330078125,546.7000122070312,558.9500122070312,523.5499877929688,549.0999755859375,420598,2024-02-12
2024-02-19,520.4697875976562,544.6500244140625,561.0,540.5499877929688,552.0,363651,2024-02-19
2024-02-26,560.4801025390625,580.2000122070312,638.1500244140625,543.6500244140625,545.0499877929688,3555025,2024-02-26
2024-03-04,555.1187744140625,574.6500244140625,587.9000244140625,555.3499755859375,587.9000244140625,435533,2024-03-04
2024-03-11,512.904052734375,530.9500122070312,579.0,500.0,579.0,603451,2024-03-11
2024-03-18,530.00244140625,548.6500244140625,555.0499877929688,527.3499755859375,536.25,438378,2024-03-18
2024-03-25,506.0936584472656,523.9000244140625,552.4000244140625,520.0,548.6500244140625,369153,2024-03-25
2024-04-01,542.9469604492188,562.0499877929688,575.0,524.2999877929688,524.2999877929688,447755,2024-04-01
2024-04-08,534.0596313476562,552.8499755859375,571.4000244140625,550.5,569.9500122070312,231746,2024-04-08
2024-04-15,529.9541015625,548.5999755859375,556.9000244140625,535.0999755859375,545.0999755859375,310243,2024-04-15
2024-04-22,530.1956176757812,548.8499755859375,564.7000122070312,547.6500244140625,548.6500244140625,221667,2024-04-22
2024-04-29,526.6697387695312,545.2000122070312,569.5,542.6500244140625,553.1500244140625,310249,2024-04-29
2024-05-06,504.20989990234375,521.9500122070312,549.0,514.0,547.0,362805,2024-05-06
2024-05-13,509.6678161621094,527.5999755859375,536.9000244140625,513.25,521.5,235500,2024-05-13
2024-05-20,518.7483520507812,537.0,539.0499877929688,518.1500244140625,525.3499755859375,222324,2024-05-20
2024-05-27,470.88250732421875,487.45001220703125,545.0,479.3999938964844,539.4500122070312,641105,2024-05-27
2024-06-03,491.26531982421875,508.54998779296875,509.5,454.0,495.0,576135,2024-06-03
2024-06-10,505.12762451171875,522.9000244140625,527.5999755859375,507.04998779296875,511.8999938964844,447793,2024-06-10
2024-06-17,523.6749877929688,542.0999755859375,555.0,522.9000244140625,522.9000244140625,621804,2024-06-17
2024-06-24,505.17596435546875,522.9500122070312,544.6500244140625,521.0,542.2000122070312,290465,2024-06-24
2024-07-01,500.8771667480469,518.5,533.9500122070312,517.0,527.9500122070312,433112,2024-07-01
2024-07-08,489.18841552734375,506.3999938964844,523.0,505.5,518.9500122070312,467781,2024-07-08
2024-07-15,484.69647216796875,501.75,514.0,497.1499938964844,506.3999938964844,385566,2024-07-15
2024-07-22,475.7125549316406,492.45001220703125,504.3999938964844,489.0,501.6499938964844,589265,2024-07-22
2024-07-29,495.1293640136719,512.5499877929688,521.9500122070312,490.8500061035156,495.45001220703125,749673,2024-07-29
2024-08-05,473.44244384765625,490.1000061035156,521.7999877929688,487.0,508.5,635780,2024-08-05
2024-08-12,459.72503662109375,475.8999938964844,490.0,467.1000061035156,489.95001220703125,495528,2024-08-12
2024-08-19,475.51934814453125,492.25,504.0,476.75,476.75,681862,2024-08-19
2024-08-26,480.7742004394531,490.95001220703125,509.3999938964844,484.79998779296875,494.8999938964844,566967,2024-08-26
2024-09-02,476.07366943359375,486.1499938964844,504.70001220703125,483.3500061035156,500.0,371864,2024-09-02
2024-09-09,481.0679626464844,491.25,501.29998779296875,476.1499938964844,485.0,323294,2024-09-09
2024-09-16,475.7798767089844,485.8500061035156,496.0,480.0,490.3999938964844,328195,2024-09-16
2024-09-23,462.5596923828125,472.3500061035156,491.0,470.0,485.8500061035156,270713,2024-09-23
2024-09-30,455.65582275390625,465.29998779296875,481.0,464.04998779296875,472.3500061035156,198806,2024-09-30
2024-10-07,448.8498840332031,458.3500061035156,472.3999938964844,446.6499938964844,468.0,302806,2024-10-07
2024-10-14,448.5071105957031,458.0,471.20001220703125,455.0,463.1000061035156,217808,2024-10-14
2024-10-21,425.54315185546875,434.54998779296875,460.95001220703125,431.6000061035156,458.5,254219,2024-10-21
2024-10-28,441.5542907714844,450.8999938964844,453.8999938964844,430.29998779296875,434.95001220703125,165058,2024-10-28
2024-11-04,441.5542907714844,450.8999938964844,460.0,437.45001220703125,450.5,363163,2024-11-04
2024-11-11,406.34942626953125,414.95001220703125,450.0,411.70001220703125,450.0,232940,2024-11-11
2024-11-18,403.31365966796875,411.8500061035156,421.79998779296875,410.20001220703125,414.8999938964844,169245,2024-11-18
2024-11-25,402.9709167480469,411.5,420.0,407.1000061035156,420.0,402658,2024-11-25
2024-12-02,412.5188293457031,421.25,435.0,407.54998779296875,411.5,447779,2024-12-02
2024-12-09,412.0781555175781,420.79998779296875,434.8999938964844,418.0,421.29998779296875,284740,2024-12-09
2024-12-16,398.3683166503906,406.79998779296875,427.79998779296875,402.8999938964844,423.70001220703125,278352,2024-12-16
2024-12-23,400.8164978027344,409.29998779296875,414.6000061035156,404.04998779296875,413.6000061035156,125122,2024-12-23
2024-12-30,409.3362121582031,418.0,424.54998779296875,400.0,410.0,188178,2024-12-30
2025-01-06,382.2593078613281,390.3500061035156,420.8999938964844,390.0,418.0,246469,2025-01-06
2025-01-13,373.54376220703125,381.45001220703125,392.0,380.04998779296875,390.0,310626,2025-01-13
2025-01-20,364.19171142578125,371.8999938964844,386.0,370.5,385.20001220703125,178783,2025-01-20
2025-01-27,344.9979248046875,352.29998779296875,371.8999938964844,337.29998779296875,371.8999938964844,477272,2025-01-27
2025-02-03,348.1316223144531,355.5,360.0,341.3999938964844,350.0,273524,2025-02-03
2025-02-10,317.5782775878906,324.29998779296875,375.75,315.0,360.0,1128059,2025-02-10
2025-02-17,338.5,338.5,340.04998779296875,306.3500061035156,324.29998779296875,653504,2025-02-17
2025-02-24,323.6499938964844,323.6499938964844,338.75,318.79998779296875,335.8500061035156,219625,2025-02-24
2025-03-03,335.45001220703125,335.45001220703125,338.3500061035156,305.04998779296875,322.8999938964844,541023,2025-03-03
2025-03-10,313.20001220703125,313.20001220703125,339.3500061035156,311.3999938964844,335.45001220703125,357718,2025-03-10
2025-03-17,323.8999938964844,323.8999938964844,329.0,301.5,315.04998779296875,435744,2025-03-17
2025-03-24,307.20001220703125,307.20001220703125,331.8999938964844,305.0,331.8999938964844,1247565,2025-03-24
2025-03-31,317.1499938964844,317.1499938964844,331.79998779296875,307.20001220703125,307.20001220703125,233231,2025-03-31
2025-04-07,310.6499938964844,310.6499938964844,319.0,296.6499938964844,309.95001220703125,242661,2025-04-07
2025-04-14,324.79998779296875,324.79998779296875,327.8500061035156,310.6499938964844,310.6499938964844,115420,2025-04-14
2025-04-21,328.29998779296875,328.29998779296875,343.6000061035156,321.6000061035156,324.79998779296875,212577,2025-04-21
2025-04-28,320.1499938964844,320.1499938964844,333.20001220703125,313.29998779296875,333.20001220703125,154467,2025-04-28
2025-05-05,314.79998779296875,314.79998779296875,326.75,310.3999938964844,321.54998779296875,135961,2025-05-05
2025-05-12,349.70001220703125,349.70001220703125,352.70001220703125,318.20001220703125,318.3500061035156,180874,2025-05-12
2025-05-19,343.75,343.75,349.0,330.0,349.0,246249,2025-05-19
2025-05-26,353.04998779296875,353.04998779296875,367.75,330.0,340.29998779296875,434567,2025-05-26
2025-06-02,375.29998779296875,375.29998779296875,378.3999938964844,348.0,356.6000061035156,299251,2025-06-02
2025-06-09,386.25,386.25,418.79998779296875,369.54998779296875,375.29998779296875,745305,2025-06-09
2025-06-16,372.1000061035156,372.1000061035156,395.8500061035156,366.6000061035156,386.20001220703125,248264,2025-06-16
2025-06-23,385.0,385.0,388.45001220703125,365.8500061035156,368.8999938964844,131243,2025-06-23
2025-06-30,415.79998779296875,415.79998779296875,420.0,382.0,383.0,360437,2025-06-30
2025-07-07,397.0,397.0,419.95001220703125,393.0,419.8999938964844,152981,2025-07-07
2025-07-14,390.54998779296875,390.54998779296875,403.54998779296875,388.1000061035156,399.75,93330,2025-07-14
