Date,Adj Close_NH.NS,Close_NH.NS,High_NH.NS,Low_NH.NS,Open_NH.NS,Volume_NH.NS,Date
2020-07-13,277.0369873046875,279.0,284.3500061035156,272.5,282.6000061035156,641788,2020-07-13
2020-07-20,290.78955078125,292.8500061035156,300.0,273.75,280.0,1563049,2020-07-20
2020-07-27,287.9099426269531,289.95001220703125,316.8500061035156,282.8500061035156,292.0,1222975,2020-07-27
2020-08-03,302.0596923828125,304.20001220703125,310.0,265.6000061035156,289.8500061035156,1468511,2020-08-03
2020-08-10,330.210205078125,332.54998779296875,353.54998779296875,302.70001220703125,306.5,2180963,2020-08-10
2020-08-17,336.3169250488281,338.70001220703125,351.0,327.3999938964844,339.0,1466223,2020-08-17
2020-08-24,331.2528076171875,333.6000061035156,359.1000061035156,328.0,342.6000061035156,1273921,2020-08-24
2020-08-31,317.40093994140625,319.6499938964844,336.95001220703125,308.3999938964844,335.29998779296875,634647,2020-08-31
2020-09-07,318.04638671875,320.29998779296875,325.29998779296875,292.45001220703125,319.1000061035156,352810,2020-09-07
2020-09-14,333.98345947265625,336.3500061035156,358.0,323.0,323.0,1495384,2020-09-14
2020-09-21,314.57098388671875,316.79998779296875,341.0,297.79998779296875,341.0,564316,2020-09-21
2020-09-28,345.154296875,347.6000061035156,363.20001220703125,312.75,324.79998779296875,852426,2020-09-28
2020-10-05,345.25360107421875,347.70001220703125,374.3500061035156,333.1499938964844,349.3500061035156,1376413,2020-10-05
2020-10-12,336.0190124511719,338.3999938964844,369.0,332.0,346.95001220703125,601894,2020-10-12
2020-10-19,331.4017333984375,333.75,343.5,328.0,339.54998779296875,496794,2020-10-19
2020-10-26,339.5440673828125,341.95001220703125,344.95001220703125,328.25,335.0,576510,2020-10-26
2020-11-02,339.5440673828125,341.95001220703125,348.54998779296875,311.20001220703125,341.95001220703125,1151927,2020-11-02
2020-11-09,358.2117919921875,360.75,364.0,328.8500061035156,343.0,1453164,2020-11-09
2020-11-16,365.0632019042969,367.6499938964844,392.0,353.0,362.1499938964844,1365165,2020-11-16
2020-11-23,383.73095703125,386.45001220703125,399.5,364.75,368.04998779296875,2180009,2020-11-23
2020-11-30,373.3048400878906,375.95001220703125,392.5,367.70001220703125,386.45001220703125,1101936,2020-11-30
2020-12-07,383.3834228515625,386.1000061035156,393.70001220703125,370.95001220703125,376.79998779296875,666553,2020-12-07
2020-12-14,415.257568359375,418.20001220703125,425.95001220703125,385.5,391.6499938964844,1484418,2020-12-14
2020-12-21,428.1164245605469,431.1499938964844,449.8999938964844,394.79998779296875,413.6499938964844,1007553,2020-12-21
2020-12-28,446.386962890625,449.54998779296875,457.0,423.95001220703125,449.5,1347226,2020-12-28
2021-01-04,448.025390625,451.20001220703125,459.0,438.0,454.79998779296875,1024350,2021-01-04
2021-01-11,464.1610412597656,467.45001220703125,480.0,442.79998779296875,442.79998779296875,2314075,2021-01-11
2021-01-18,456.01873779296875,459.25,489.0,441.75,465.0,1741867,2021-01-18
2021-01-25,442.46478271484375,445.6000061035156,468.3500061035156,425.6499938964844,459.25,699477,2021-01-25
2021-02-01,501.8440246582031,505.3999938964844,518.0,446.0,446.0,2363540,2021-02-01
2021-02-08,456.6641540527344,459.8999938964844,524.6500244140625,456.0,520.0,1708235,2021-02-08
2021-02-15,455.0257568359375,458.25,476.0,457.0,462.20001220703125,588838,2021-02-15
2021-02-22,428.3150329589844,431.3500061035156,474.0,425.0,474.0,2056550,2021-02-22
2021-03-01,416.9455871582031,419.8999938964844,441.1499938964844,415.54998779296875,438.0,1480856,2021-03-01
2021-03-08,421.8607482910156,424.8500061035156,434.0,408.79998779296875,422.0,1073804,2021-03-08
2021-03-15,382.5393981933594,385.25,438.79998779296875,380.04998779296875,419.20001220703125,2566163,2021-03-15
2021-03-22,382.7876281738281,385.5,408.3500061035156,380.0,386.79998779296875,2215396,2021-03-22
2021-03-29,415.1086120605469,418.04998779296875,421.79998779296875,385.20001220703125,385.5,1088304,2021-03-29
2021-04-05,426.4780578613281,429.5,434.95001220703125,410.0,420.0,699950,2021-04-05
2021-04-12,398.6750793457031,401.5,431.6499938964844,398.79998779296875,429.5,697432,2021-04-12
2021-04-19,395.894775390625,398.70001220703125,408.3999938964844,386.6000061035156,399.70001220703125,795884,2021-04-19
2021-04-26,404.0867004394531,406.95001220703125,427.0,393.04998779296875,399.0,910428,2021-04-26
2021-05-03,409.1011962890625,412.0,421.0,395.1499938964844,408.95001220703125,977701,2021-05-03
2021-05-10,430.6981506347656,433.75,449.0,403.54998779296875,417.0,1565007,2021-05-10
2021-05-17,433.3294982910156,436.3999938964844,465.0,424.04998779296875,439.95001220703125,1655042,2021-05-17
2021-05-24,427.3717346191406,430.3999938964844,439.0,426.20001220703125,432.5,1969119,2021-05-24
2021-05-31,491.318603515625,494.79998779296875,566.7000122070312,434.8999938964844,434.8999938964844,19938916,2021-05-31
2021-06-07,487.1977844238281,490.6499938964844,497.95001220703125,466.25,490.0,2693927,2021-06-07
2021-06-14,455.47259521484375,458.70001220703125,492.75,444.20001220703125,492.75,1538335,2021-06-14
2021-06-21,472.8494873046875,476.20001220703125,489.5,450.0,455.0,1647162,2021-06-21
2021-06-28,473.89208984375,477.25,499.0,473.25,481.70001220703125,1429268,2021-06-28
2021-07-05,480.0484619140625,483.45001220703125,498.0,471.45001220703125,480.0,1175815,2021-07-05
2021-07-12,500.7517395019531,504.29998779296875,532.2000122070312,487.0,488.0,3059293,2021-07-12
2021-07-19,496.6806335449219,500.20001220703125,507.0,485.0,504.0,1396409,2021-07-19
2021-07-26,486.4034423828125,489.8500061035156,513.6500244140625,486.3500061035156,496.0,1931822,2021-07-26
2021-08-02,536.4984130859375,540.2999877929688,548.7999877929688,493.0,497.8999938964844,3706098,2021-08-02
2021-08-09,494.9429016113281,498.45001220703125,547.0,495.0,543.2999877929688,1788036,2021-08-09
2021-08-16,500.304931640625,503.8500061035156,517.25,491.1000061035156,500.0,1410113,2021-08-16
2021-08-23,508.14935302734375,511.75,515.0999755859375,468.29998779296875,505.0,977241,2021-08-23
2021-08-30,511.1282043457031,514.75,555.0,511.0,520.0,933778,2021-08-30
2021-09-06,534.9097900390625,538.7000122070312,543.3499755859375,514.7000122070312,517.3499755859375,413213,2021-09-06
2021-09-13,529.0512084960938,532.7999877929688,562.0,525.0,542.0,2122882,2021-09-13
2021-09-20,517.1356201171875,520.7999877929688,559.7000122070312,514.5,528.0,1380361,2021-09-20
2021-09-27,504.27679443359375,507.8500061035156,528.4500122070312,498.04998779296875,528.0,590013,2021-09-27
2021-10-04,501.3475341796875,504.8999938964844,519.4000244140625,501.5,510.0,326776,2021-10-04
2021-10-11,511.1778259277344,514.7999877929688,518.0,492.0,509.0,331448,2021-10-11
2021-10-18,504.8229064941406,508.3999938964844,534.0,491.8999938964844,517.4000244140625,991087,2021-10-18
2021-10-25,517.6817626953125,521.3499755859375,546.0,501.79998779296875,514.0,573275,2021-10-25
2021-11-01,540.271728515625,544.0999755859375,556.4500122070312,509.8500061035156,525.5999755859375,1093020,2021-11-01
2021-11-08,543.7470703125,547.5999755859375,623.1500244140625,535.3499755859375,543.8499755859375,7590935,2021-11-08
2021-11-15,585.7991943359375,589.9500122070312,626.7000122070312,549.2000122070312,551.5999755859375,5650924,2021-11-15
2021-11-22,545.7330322265625,549.5999755859375,600.0,544.0,590.0,1732481,2021-11-22
2021-11-29,566.4860229492188,570.5,612.0,530.0,549.0999755859375,2356956,2021-11-29
2021-12-06,572.0962524414062,576.1500244140625,590.0,557.9500122070312,572.4500122070312,740348,2021-12-06
2021-12-13,564.0035400390625,568.0,619.0,563.75,577.9000244140625,1779345,2021-12-13
2021-12-20,567.92578125,571.9500122070312,585.4000244140625,544.9500122070312,561.0,541021,2021-12-20
2021-12-27,635.00048828125,639.5,652.0,574.5,584.4000244140625,2827996,2021-12-27
2022-01-03,642.4476928710938,647.0,675.0,629.3499755859375,648.0,2335845,2022-01-03
2022-01-10,620.900390625,625.2999877929688,675.0,613.0999755859375,652.2000122070312,2047403,2022-01-10
2022-01-17,632.9649658203125,637.4500122070312,647.0,623.25,630.9000244140625,856294,2022-01-17
2022-01-24,636.6885375976562,641.2000122070312,654.9500122070312,607.7000122070312,637.0,718358,2022-01-24
