Date,Adj Close_KRBL.NS,Close_KRBL.NS,High_KRBL.NS,Low_KRBL.NS,Open_KRBL.NS,Volume_KRBL.NS,Date
2021-07-26,263.1398620605469,273.75,284.20001220703125,265.8999938964844,280.5,3289521,2021-07-26
2021-08-02,258.7662658691406,269.20001220703125,292.1000061035156,266.25,275.0,6004669,2021-08-02
2021-08-09,253.52749633789062,263.75,275.79998779296875,248.0500030517578,270.54998779296875,3290018,2021-08-09
2021-08-16,228.67935180664062,237.89999389648438,268.0,236.0,263.79998779296875,2132011,2021-08-16
2021-08-23,228.0545654296875,237.25,244.3000030517578,226.0,241.5,1848706,2021-08-23
2021-08-30,248.52902221679688,258.54998779296875,262.25,239.0,240.0,2252306,2021-08-30
2021-09-06,247.23133850097656,257.20001220703125,261.95001220703125,249.35000610351562,258.54998779296875,2136637,2021-09-06
2021-09-13,255.30580139160156,265.6000061035156,275.5,256.1000061035156,256.1000061035156,4125538,2021-09-13
2021-09-20,278.0893859863281,285.54998779296875,303.5,258.79998779296875,265.5,8849270,2021-09-20
2021-09-27,313.1488037109375,321.54998779296875,331.3500061035156,285.70001220703125,288.0,10391840,2021-09-27
2021-10-04,304.7735290527344,312.95001220703125,329.95001220703125,304.3999938964844,325.0,5021964,2021-10-04
2021-10-11,312.4671325683594,320.8500061035156,337.95001220703125,295.20001220703125,315.0,4262352,2021-10-11
2021-10-18,279.1606750488281,286.6499938964844,323.8999938964844,281.20001220703125,322.0,2592795,2021-10-18
2021-10-25,275.5086364746094,282.8999938964844,296.8500061035156,268.25,289.1000061035156,2515625,2021-10-25
2021-11-01,278.04071044921875,285.5,294.95001220703125,279.0,290.0,982140,2021-11-01
2021-11-08,246.92547607421875,253.5500030517578,307.0,252.0,287.20001220703125,7004137,2021-11-08
2021-11-15,236.50503540039062,242.85000610351562,262.79998779296875,241.75,255.5500030517578,2031730,2021-11-15
2021-11-22,237.18675231933594,243.5500030517578,259.70001220703125,234.25,243.8000030517578,2191593,2021-11-22
2021-11-29,230.22354125976562,236.39999389648438,246.89999389648438,230.64999389648438,244.4499969482422,1433627,2021-11-29
2021-12-06,240.64398193359375,247.10000610351562,249.39999389648438,232.0,234.0,1371778,2021-12-06
2021-12-13,240.20574951171875,246.64999389648438,262.3500061035156,239.10000610351562,251.3000030517578,3202122,2021-12-13
2021-12-20,236.31024169921875,242.64999389648438,248.39999389648438,234.10000610351562,246.14999389648438,1341003,2021-12-20
2021-12-27,236.69981384277344,243.0500030517578,246.10000610351562,238.5500030517578,241.9499969482422,857277,2021-12-27
2022-01-03,248.7271270751953,255.39999389648438,269.3999938964844,240.5,240.5,4310073,2022-01-03
2022-01-10,256.03118896484375,262.8999938964844,267.79998779296875,251.5,257.29998779296875,2158470,2022-01-10
2022-01-17,240.5952911376953,247.0500030517578,267.20001220703125,244.0500030517578,265.54998779296875,1388990,2022-01-17
2022-01-24,227.7888641357422,233.89999389648438,247.0500030517578,230.9499969482422,246.10000610351562,1274201,2022-01-24
2022-01-31,230.95394897460938,237.14999389648438,245.0,231.0,236.0,1115781,2022-01-31
2022-02-07,222.2864990234375,228.25,240.4499969482422,226.3000030517578,237.1999969482422,1434900,2022-02-07
2022-02-14,191.0738525390625,196.1999969482422,214.0,184.5,213.89999389648438,10477153,2022-02-14
2022-02-21,189.80783081054688,194.89999389648438,201.10000610351562,185.0,195.0,4246886,2022-02-21
2022-02-28,188.88262939453125,193.9499969482422,197.60000610351562,189.0500030517578,193.89999389648438,1605256,2022-02-28
2022-03-07,200.08216857910156,205.4499969482422,219.0,190.0,194.0500030517578,3806363,2022-03-07
2022-03-14,198.71876525878906,204.0500030517578,211.60000610351562,200.39999389648438,207.3000030517578,1211095,2022-03-14
2022-03-21,212.49905395507812,218.1999969482422,226.0,204.1999969482422,205.89999389648438,3742709,2022-03-21
2022-03-28,203.7342071533203,209.1999969482422,221.0,198.1999969482422,221.0,2979727,2022-03-28
2022-04-04,222.43255615234375,228.39999389648438,235.5,209.5,210.75,4959071,2022-04-04
2022-04-11,240.5952911376953,247.0500030517578,252.75,228.0,229.0,7048536,2022-04-11
2022-04-18,242.20217895507812,248.6999969482422,254.60000610351562,236.5500030517578,245.0,4427905,2022-04-18
2022-04-25,232.9503936767578,239.1999969482422,263.79998779296875,235.8000030517578,250.9499969482422,4896037,2022-04-25
2022-05-02,221.9943084716797,227.9499969482422,243.5,221.14999389648438,239.1999969482422,2229854,2022-05-02
2022-05-09,224.76986694335938,230.8000030517578,244.0,196.5,223.5,9133733,2022-05-09
2022-05-16,235.3363800048828,241.64999389648438,244.64999389648438,223.1999969482422,231.8000030517578,4036947,2022-05-16
2022-05-23,221.79954528808594,227.75,248.5,206.64999389648438,245.0,2778871,2022-05-23
2022-05-30,219.2187957763672,225.10000610351562,231.75,217.39999389648438,221.60000610351562,2269398,2022-05-30
2022-06-06,209.33396911621094,214.9499969482422,226.0,212.35000610351562,225.5,1029668,2022-06-06
2022-06-13,197.74488830566406,203.0500030517578,214.9499969482422,200.0,211.5,922643,2022-06-13
2022-06-20,214.44680786132812,220.1999969482422,221.0,198.0,204.9499969482422,1065928,2022-06-20
2022-06-27,210.5026092529297,216.14999389648438,227.0,215.3000030517578,224.0,725332,2022-06-27
2022-07-04,216.39454650878906,222.1999969482422,224.89999389648438,213.75,217.0,741105,2022-07-04
2022-07-11,240.01097106933594,246.4499969482422,257.0,221.4499969482422,222.0,5089138,2022-07-11
2022-07-18,243.90646362304688,250.4499969482422,268.0,246.10000610351562,247.4499969482422,4336842,2022-07-18
2022-07-25,237.96583557128906,244.35000610351562,253.35000610351562,235.8000030517578,248.0,1357324,2022-07-25
2022-08-01,245.22119140625,251.8000030517578,256.75,240.60000610351562,245.89999389648438,1885187,2022-08-01
2022-08-08,255.64163208007812,262.5,270.0,252.35000610351562,255.0,4554251,2022-08-08
2022-08-15,281.64404296875,289.20001220703125,297.6000061035156,260.5,262.5,8201688,2022-08-15
2022-08-22,274.92431640625,282.29998779296875,308.0,275.6499938964844,291.8999938964844,7908402,2022-08-22
2022-08-29,304.1404724121094,312.29998779296875,330.0,276.79998779296875,280.45001220703125,7102767,2022-08-29
2022-09-05,295.66778564453125,303.6000061035156,331.95001220703125,276.54998779296875,313.8999938964844,4948702,2022-09-05
2022-09-12,346.4120178222656,351.8500061035156,379.79998779296875,304.0,305.0,22967064,2022-09-12
2022-09-19,367.43206787109375,373.20001220703125,384.0,344.0,353.0,6636058,2022-09-19
2022-09-26,361.869384765625,367.54998779296875,378.0,346.20001220703125,370.79998779296875,4358953,2022-09-26
2022-10-03,371.5179138183594,377.3500061035156,398.79998779296875,365.0,367.54998779296875,6318375,2022-10-03
2022-10-10,391.9472351074219,398.1000061035156,407.3999938964844,365.8999938964844,374.0,7106288,2022-10-10
2022-10-17,383.5785827636719,389.6000061035156,404.20001220703125,385.79998779296875,397.54998779296875,2985945,2022-10-17
2022-10-24,398.39599609375,404.6499938964844,413.6000061035156,388.54998779296875,393.3999938964844,1970350,2022-10-24
2022-10-31,377.0313720703125,382.95001220703125,413.3999938964844,375.5,406.0,2860558,2022-10-31
2022-11-07,384.5138854980469,390.54998779296875,405.0,376.3999938964844,382.95001220703125,3897931,2022-11-07
2022-11-14,380.7234191894531,386.70001220703125,417.8999938964844,384.29998779296875,389.8999938964844,4402535,2022-11-14
2022-11-21,390.47039794921875,396.6000061035156,414.45001220703125,384.25,388.3500061035156,2371066,2022-11-21
2022-11-28,419.85906982421875,426.45001220703125,435.8500061035156,390.8500061035156,397.70001220703125,6229089,2022-11-28
2022-12-05,400.66046142578125,406.95001220703125,433.0,403.20001220703125,430.0,2224414,2022-12-05
2022-12-12,409.81671142578125,416.25,445.0,407.04998779296875,407.95001220703125,4029116,2022-12-12
2022-12-19,351.38397216796875,356.8999938964844,434.79998779296875,355.29998779296875,417.3500061035156,3041918,2022-12-19
2022-12-26,385.1046142578125,391.1499938964844,396.79998779296875,355.45001220703125,356.8999938964844,2006573,2022-12-26
2023-01-02,379.5911865234375,385.54998779296875,398.5,382.45001220703125,392.04998779296875,1014474,2023-01-02
2023-01-09,391.9964294433594,398.1499938964844,404.0,382.04998779296875,384.5,1730086,2023-01-09
2023-01-16,391.8979797363281,398.04998779296875,409.5,395.8500061035156,399.0,1157803,2023-01-16
2023-01-23,382.8401794433594,388.8500061035156,404.70001220703125,380.5,400.95001220703125,815993,2023-01-23
2023-01-30,391.5041809082031,397.6499938964844,403.3500061035156,378.3999938964844,388.95001220703125,1104909,2023-01-30
2023-02-06,379.2466125488281,385.20001220703125,408.3999938964844,358.0,402.0,2083121,2023-02-06
2023-02-13,370.87799072265625,376.70001220703125,386.5,363.29998779296875,383.25,670671,2023-02-13
2023-02-20,345.8705139160156,351.29998779296875,372.3999938964844,343.54998779296875,370.0,1268715,2023-02-20
2023-02-27,341.83392333984375,347.20001220703125,356.3500061035156,325.04998779296875,351.0,1467819,2023-02-27
2023-03-06,355.3221740722656,360.8999938964844,372.8999938964844,345.1000061035156,348.95001220703125,1323192,2023-03-06
2023-03-13,357.5866394042969,363.20001220703125,365.0,352.0,361.0,1010914,2023-03-13
2023-03-20,337.8957214355469,343.20001220703125,379.95001220703125,342.0,379.95001220703125,721528,2023-03-20
2023-03-27,340.45550537109375,345.79998779296875,357.20001220703125,319.5,343.5,1175020,2023-03-27
2023-04-03,341.53851318359375,346.8999938964844,352.0,340.54998779296875,348.0,605762,2023-04-03
2023-04-10,335.68048095703125,340.95001220703125,351.5,340.20001220703125,347.04998779296875,601932,2023-04-10
2023-04-17,369.548828125,375.3500061035156,391.79998779296875,337.1499938964844,340.3500061035156,9322844,2023-04-17
2023-04-24,390.12579345703125,396.25,398.6499938964844,368.6499938964844,376.25,2942484,2023-04-24
2023-05-01,375.50531005859375,381.3999938964844,402.45001220703125,380.0,396.25,1105289,2023-05-01
2023-05-08,398.3467712402344,404.6000061035156,415.0,377.0,382.5,2799568,2023-05-08
2023-05-15,406.0262145996094,412.3999938964844,414.79998779296875,391.1000061035156,404.95001220703125,2222972,2023-05-15
2023-05-22,399.0851745605469,405.3500061035156,421.0,403.29998779296875,412.45001220703125,1831238,2023-05-22
2023-05-29,365.1676025390625,370.8999938964844,414.79998779296875,362.54998779296875,408.0,3975211,2023-05-29
2023-06-05,351.5316467285156,357.04998779296875,374.45001220703125,355.0,372.0,1919568,2023-06-05
2023-06-12,345.427490234375,350.8500061035156,362.79998779296875,342.8500061035156,358.8999938964844,2875330,2023-06-12
2023-06-19,337.9449462890625,343.25,358.0,342.0,351.29998779296875,1846553,2023-06-19
2023-06-26,335.188232421875,340.45001220703125,350.6499938964844,338.8999938964844,343.6000061035156,950272,2023-06-26
2023-07-03,343.7537536621094,349.1499938964844,362.0,339.0,339.0,2315877,2023-07-03
2023-07-10,345.1321105957031,350.54998779296875,355.6000061035156,335.45001220703125,350.6499938964844,2840746,2023-07-10
2023-07-17,364.281494140625,370.0,382.20001220703125,347.1000061035156,354.04998779296875,6179651,2023-07-17
2023-07-24,368.9580993652344,374.75,390.0,369.0,380.0,3079196,2023-07-24
2023-07-31,380.1326904296875,386.1000061035156,397.0,370.54998779296875,375.0,3134751,2023-07-31
2023-08-07,397.9037170410156,404.1499938964844,419.0,391.0,404.0,4447117,2023-08-07
2023-08-14,394.5070495605469,400.70001220703125,407.6000061035156,393.8500061035156,407.6000061035156,1450823,2023-08-14
2023-08-21,393.0302429199219,399.20001220703125,415.95001220703125,396.1499938964844,403.0,2054666,2023-08-21
2023-08-28,396.2031555175781,401.45001220703125,412.04998779296875,383.0,389.95001220703125,2139550,2023-08-28
2023-09-04,443.773193359375,449.6499938964844,470.8999938964844,401.0,402.95001220703125,8807078,2023-09-04
2023-09-11,416.6819763183594,422.20001220703125,459.75,403.3999938964844,454.0,3470840,2023-09-11
2023-09-18,397.28875732421875,402.54998779296875,424.8999938964844,401.3999938964844,423.54998779296875,1048294,2023-09-18
2023-09-25,400.2495422363281,405.54998779296875,427.95001220703125,397.5,402.54998779296875,3243322,2023-09-25
2023-10-02,392.4034729003906,397.6000061035156,410.0,391.5,405.54998779296875,968215,2023-10-02
2023-10-09,384.3106384277344,389.3999938964844,395.79998779296875,383.1000061035156,395.79998779296875,954633,2023-10-09
2023-10-16,364.7200622558594,369.54998779296875,392.5,368.1000061035156,389.0,1313154,2023-10-16
2023-10-23,366.7926330566406,371.6499938964844,385.0,347.29998779296875,368.0,1366536,2023-10-23
2023-10-30,373.7998352050781,378.75,385.70001220703125,355.3999938964844,371.0,2179290,2023-10-30
2023-11-06,350.65631103515625,355.29998779296875,392.5,350.0,380.0,3356071,2023-11-06
2023-11-13,344.63604736328125,349.20001220703125,356.75,342.8999938964844,355.20001220703125,1825596,2023-11-13
2023-11-20,345.3268737792969,349.8999938964844,355.75,343.1000061035156,349.25,1820357,2023-11-20
2023-11-27,340.04681396484375,344.54998779296875,351.6000061035156,342.70001220703125,349.8999938964844,1691523,2023-11-27
2023-12-04,352.87689208984375,357.54998779296875,366.95001220703125,342.25,349.5,2721855,2023-12-04
2023-12-11,355.34423828125,360.04998779296875,367.8999938964844,350.75,358.20001220703125,1956336,2023-12-11
2023-12-18,349.27459716796875,353.8999938964844,365.8999938964844,343.75,360.0,1646411,2023-12-18
2023-12-25,370.1975402832031,375.1000061035156,377.95001220703125,353.0,353.8999938964844,2707398,2023-12-25
2024-01-01,371.43121337890625,376.3500061035156,380.8999938964844,368.70001220703125,376.5,1652566,2024-01-01
2024-01-08,375.8230285644531,380.79998779296875,386.20001220703125,367.20001220703125,376.3500061035156,1941201,2024-01-08
2024-01-15,366.3485107421875,371.20001220703125,384.29998779296875,360.20001220703125,384.29998779296875,1130398,2024-01-15
2024-01-22,356.3805236816406,361.1000061035156,375.95001220703125,352.0,371.20001220703125,753033,2024-01-22
2024-01-29,355.64031982421875,360.3500061035156,370.45001220703125,358.04998779296875,363.0,1379590,2024-01-29
2024-02-05,354.45599365234375,359.1499938964844,369.0,355.0,360.3500061035156,1018671,2024-02-05
2024-02-12,349.66937255859375,354.29998779296875,360.8999938964844,331.6499938964844,359.8999938964844,2108177,2024-02-12
2024-02-19,336.3458251953125,340.79998779296875,357.70001220703125,339.5,354.3500061035156,1033020,2024-02-19
2024-02-26,309.40264892578125,313.5,344.75,312.04998779296875,341.6000061035156,2077813,2024-02-26
2024-03-04,294.4012756347656,298.29998779296875,316.8500061035156,296.0,316.29998779296875,2576009,2024-03-04
2024-03-11,284.3839416503906,288.1499938964844,303.79998779296875,275.54998779296875,302.54998779296875,4161280,2024-03-11
2024-03-18,285.02545166015625,288.79998779296875,298.0,286.0,288.1499938964844,1749243,2024-03-18
2024-03-25,273.72509765625,277.3500061035156,290.8500061035156,276.75,288.79998779296875,1718469,2024-03-25
2024-04-01,309.00787353515625,313.1000061035156,321.0,281.3500061035156,282.8500061035156,6120454,2024-04-01
2024-04-08,297.1647033691406,301.1000061035156,323.0,298.20001220703125,315.8999938964844,2455248,2024-04-08
2024-04-15,286.111083984375,289.8999938964844,300.20001220703125,283.95001220703125,285.75,1609336,2024-04-15
2024-04-22,292.42742919921875,296.29998779296875,307.0,292.04998779296875,296.5,2505159,2024-04-22
2024-04-29,286.85125732421875,290.6499938964844,306.95001220703125,289.1000061035156,298.5,2236210,2024-04-29
2024-05-06,273.7744445800781,277.3999938964844,294.0,275.8999938964844,294.0,2531387,2024-05-06
2024-05-13,281.62054443359375,285.3500061035156,289.0,274.20001220703125,280.0,5244037,2024-05-13
2024-05-20,276.4391784667969,280.1000061035156,297.0,277.29998779296875,283.8999938964844,4555040,2024-05-20
2024-05-27,263.4610290527344,266.95001220703125,281.29998779296875,266.1000061035156,280.1000061035156,2936906,2024-05-27
2024-06-03,277.72216796875,281.3999938964844,289.0,258.1499938964844,274.0,6761222,2024-06-03
2024-06-10,306.1457824707031,310.20001220703125,312.79998779296875,283.0,283.5,13775735,2024-06-10
2024-06-17,293.80914306640625,297.70001220703125,315.20001220703125,297.0,310.20001220703125,8923346,2024-06-17
2024-06-24,279.9427490234375,283.6499938964844,302.8500061035156,283.1000061035156,297.70001220703125,5939590,2024-06-24
2024-07-01,312.80755615234375,316.95001220703125,323.0,283.0,283.6499938964844,14608074,2024-07-01
2024-07-08,320.2588806152344,324.5,348.70001220703125,307.79998779296875,317.0,19370986,2024-07-08
2024-07-15,301.5072021484375,305.5,326.75,304.6499938964844,326.0,3515304,2024-07-15
2024-07-22,302.9875793457031,307.0,322.1000061035156,291.1499938964844,304.75,5190616,2024-07-22
2024-07-29,290.45355224609375,294.29998779296875,320.5,289.04998779296875,309.1000061035156,9056452,2024-07-29
2024-08-05,280.83099365234375,284.54998779296875,291.8999938964844,275.0,289.0,3942383,2024-08-05
2024-08-12,289.6640319824219,293.5,296.20001220703125,280.1000061035156,284.5,3290872,2024-08-12
2024-08-19,294.4506530761719,298.3500061035156,305.3999938964844,293.20001220703125,293.75,3524512,2024-08-19
2024-08-26,302.099365234375,306.1000061035156,311.0,296.6000061035156,299.8500061035156,5210126,2024-08-26
2024-09-02,297.5594787597656,301.5,316.0,300.0,308.29998779296875,4720399,2024-09-02
2024-09-09,304.20001220703125,304.20001220703125,309.8500061035156,299.6499938964844,302.29998779296875,2234574,2024-09-09
2024-09-16,304.04998779296875,304.04998779296875,327.6000061035156,301.95001220703125,317.0,14314216,2024-09-16
2024-09-23,300.6499938964844,300.6499938964844,308.75,299.79998779296875,306.04998779296875,3269291,2024-09-23
2024-09-30,294.29998779296875,294.29998779296875,312.3999938964844,288.29998779296875,306.6000061035156,3950491,2024-09-30
2024-10-07,286.8999938964844,286.8999938964844,295.54998779296875,276.3999938964844,292.04998779296875,2681727,2024-10-07
2024-10-14,295.5,295.5,304.6499938964844,281.45001220703125,287.3500061035156,2658133,2024-10-14
2024-10-21,267.54998779296875,267.54998779296875,299.75,263.0,295.70001220703125,2711845,2024-10-21
2024-10-28,292.75,292.75,296.5,265.8999938964844,267.8999938964844,1841860,2024-10-28
2024-11-04,280.0,280.0,292.75,276.1499938964844,292.75,1818629,2024-11-04
2024-11-11,275.8500061035156,275.8500061035156,281.25,265.29998779296875,279.6499938964844,2306027,2024-11-11
2024-11-18,294.5,294.5,298.95001220703125,275.8500061035156,276.0,2991589,2024-11-18
2024-11-25,308.25,308.25,310.0,297.04998779296875,299.0,3961175,2024-11-25
2024-12-02,314.25,314.25,317.5,305.1499938964844,305.1499938964844,2976529,2024-12-02
2024-12-09,308.70001220703125,308.70001220703125,330.75,306.29998779296875,314.25,4924808,2024-12-09
2024-12-16,298.1499938964844,298.1499938964844,315.70001220703125,295.1000061035156,309.70001220703125,2207425,2024-12-16
2024-12-23,292.54998779296875,292.54998779296875,309.0,287.0,302.04998779296875,1350685,2024-12-23
2024-12-30,305.1000061035156,305.1000061035156,315.8999938964844,289.5,293.6000061035156,2270335,2024-12-30
2025-01-06,280.8999938964844,280.8999938964844,305.95001220703125,279.04998779296875,303.75,1623384,2025-01-06
2025-01-13,285.8500061035156,285.8500061035156,290.6000061035156,270.0,280.0,1436333,2025-01-13
2025-01-20,273.6499938964844,273.6499938964844,293.04998779296875,272.0,287.29998779296875,1119701,2025-01-20
2025-01-27,277.3500061035156,277.3500061035156,281.54998779296875,255.5,272.0,1815858,2025-01-27
2025-02-03,301.29998779296875,301.29998779296875,304.25,275.95001220703125,277.3999938964844,2475902,2025-02-03
2025-02-10,268.20001220703125,268.20001220703125,302.0,265.5,300.0,1985871,2025-02-10
2025-02-17,274.6499938964844,274.6499938964844,285.8999938964844,262.0,273.04998779296875,1221083,2025-02-17
2025-02-24,253.1999969482422,253.1999969482422,274.45001220703125,250.75,270.0,1043013,2025-02-24
2025-03-03,270.75,270.75,284.6000061035156,241.25,253.9499969482422,2878924,2025-03-03
2025-03-10,261.70001220703125,261.70001220703125,278.8999938964844,260.0,271.8500061035156,1374773,2025-03-10
2025-03-17,282.45001220703125,282.45001220703125,283.79998779296875,259.1499938964844,263.70001220703125,1582384,2025-03-17
2025-03-24,274.6000061035156,274.6000061035156,301.79998779296875,270.0,283.8999938964844,2851970,2025-03-24
2025-03-31,281.8999938964844,281.8999938964844,293.45001220703125,273.95001220703125,274.6000061035156,1294741,2025-03-31
2025-04-07,288.45001220703125,288.45001220703125,289.3500061035156,261.1000061035156,270.6000061035156,1338107,2025-04-07
2025-04-14,306.6000061035156,306.6000061035156,315.0,288.45001220703125,288.45001220703125,1965482,2025-04-14
2025-04-21,307.29998779296875,307.29998779296875,325.0,300.54998779296875,307.45001220703125,3425444,2025-04-21
2025-04-28,304.3500061035156,304.3500061035156,322.1000061035156,303.0,309.95001220703125,1990989,2025-04-28
2025-05-05,300.95001220703125,300.95001220703125,315.5,291.04998779296875,306.0,1959815,2025-05-05
2025-05-12,323.95001220703125,323.95001220703125,330.0,308.04998779296875,308.5,2673662,2025-05-12
2025-05-19,363.25,363.25,365.0,335.54998779296875,339.29998779296875,10994619,2025-05-19
2025-05-26,352.8500061035156,352.8500061035156,372.0,351.29998779296875,364.95001220703125,3276167,2025-05-26
2025-06-02,372.29998779296875,372.29998779296875,376.0,351.75,352.04998779296875,3041608,2025-06-02
2025-06-09,360.45001220703125,360.45001220703125,384.0,359.95001220703125,373.8999938964844,3029969,2025-06-09
2025-06-16,342.3500061035156,342.3500061035156,366.8500061035156,340.3500061035156,360.0,2725276,2025-06-16
2025-06-23,367.45001220703125,367.45001220703125,370.0,331.20001220703125,340.0,4832828,2025-06-23
2025-06-30,396.79998779296875,396.79998779296875,405.45001220703125,364.20001220703125,368.04998779296875,6732945,2025-06-30
2025-07-07,388.54998779296875,388.54998779296875,406.8999938964844,386.1000061035156,394.95001220703125,3027030,2025-07-07
2025-07-14,379.6499938964844,379.6499938964844,388.70001220703125,374.3999938964844,388.54998779296875,806182,2025-07-14
