Date,Adj Close_GENCON.NS,Close_GENCON.NS,High_GENCON.NS,Low_GENCON.NS,Open_GENCON.NS,Volume_GENCON.NS,Date
2021-02-15,56.48771667480469,56.70000076293945,64.69999694824219,53.0,55.0,84879,2021-02-15
2021-02-22,54.39558029174805,54.599998474121094,62.0,50.400001525878906,56.349998474121094,107844,2021-02-22
2021-03-01,56.58734130859375,56.79999923706055,68.0,54.20000076293945,55.5,293581,2021-03-01
2021-03-08,53.349510192871094,53.54999923706055,59.150001525878906,53.099998474121094,56.849998474121094,91941,2021-03-08
2021-03-15,48.41804122924805,48.599998474121094,54.400001525878906,46.29999923706055,54.20000076293945,189735,2021-03-15
2021-03-22,46.02702713012695,46.20000076293945,50.099998474121094,43.54999923706055,49.95000076293945,32803,2021-03-22
2021-03-29,45.08058547973633,45.25,48.5,43.54999923706055,46.20000076293945,7487,2021-03-29
2021-04-05,47.42178726196289,47.599998474121094,48.79999923706055,45.0,46.650001525878906,5811,2021-04-05
2021-04-12,42.44050216674805,42.599998474121094,47.400001525878906,42.25,45.95000076293945,26868,2021-04-12
2021-04-19,42.93863296508789,43.099998474121094,44.900001525878906,41.599998474121094,42.599998474121094,19930,2021-04-19
2021-04-26,43.88507843017578,44.04999923706055,45.900001525878906,41.099998474121094,45.900001525878906,7100,2021-04-26
2021-05-03,44.88133239746094,45.04999923706055,49.70000076293945,42.04999923706055,44.70000076293945,18916,2021-05-03
2021-05-10,43.68582534790039,43.849998474121094,47.400001525878906,42.0,45.650001525878906,34179,2021-05-10
2021-05-17,43.287322998046875,43.45000076293945,46.29999923706055,42.29999923706055,45.0,45970,2021-05-17
2021-05-24,48.168975830078125,48.349998474121094,52.95000076293945,41.95000076293945,44.29999923706055,566388,2021-05-24
2021-05-31,44.781707763671875,44.95000076293945,49.45000076293945,44.29999923706055,49.45000076293945,177952,2021-05-31
2021-06-07,45.728153228759766,45.900001525878906,47.25,44.54999923706055,46.349998474121094,184137,2021-06-07
2021-06-14,43.78544998168945,43.95000076293945,47.0,43.400001525878906,46.04999923706055,110544,2021-06-14
2021-06-21,44.781707763671875,44.95000076293945,46.0,43.25,44.29999923706055,110937,2021-06-21
2021-06-28,45.97721481323242,46.150001525878906,48.79999923706055,44.650001525878906,45.849998474121094,159182,2021-06-28
2021-07-05,46.07684326171875,46.25,49.5,45.54999923706055,47.599998474121094,246898,2021-07-05
2021-07-12,52.701942443847656,52.900001525878906,58.5,46.0,46.349998474121094,2236587,2021-07-12
2021-07-19,49.464115142822266,49.650001525878906,58.0,49.04999923706055,50.45000076293945,814438,2021-07-19
2021-07-26,48.467857360839844,48.650001525878906,52.0,47.0,50.0,250170,2021-07-26
2021-08-02,47.621036529541016,47.79999923706055,51.599998474121094,45.54999923706055,50.25,264849,2021-08-02
2021-08-09,45.578712463378906,45.75,49.54999923706055,40.79999923706055,47.900001525878906,165522,2021-08-09
2021-08-16,42.0420036315918,42.20000076293945,46.849998474121094,41.0,45.900001525878906,63374,2021-08-16
2021-08-23,41.49406051635742,41.650001525878906,45.0,41.099998474121094,45.0,54586,2021-08-23
2021-08-30,43.73564147949219,43.900001525878906,45.45000076293945,41.95000076293945,42.45000076293945,121001,2021-08-30
2021-09-06,43.58620071411133,43.75,44.900001525878906,41.29999923706055,44.900001525878906,109796,2021-09-06
2021-09-13,45.62852478027344,45.79999923706055,48.400001525878906,42.70000076293945,44.0,341381,2021-09-13
2021-09-20,43.43531799316406,43.54999923706055,46.95000076293945,40.0,46.70000076293945,154082,2021-09-20
2021-09-27,42.437950134277344,42.54999923706055,44.150001525878906,41.79999923706055,43.25,151568,2021-09-27
2021-10-04,43.784400939941406,43.900001525878906,51.95000076293945,42.349998474121094,42.54999923706055,1202423,2021-10-04
2021-10-11,44.68202590942383,44.79999923706055,46.5,42.599998474121094,44.45000076293945,298666,2021-10-11
2021-10-18,41.78966522216797,41.900001525878906,46.400001525878906,41.29999923706055,46.29999923706055,199192,2021-10-18
2021-10-25,39.695194244384766,39.79999923706055,42.70000076293945,38.45000076293945,42.70000076293945,180161,2021-10-25
2021-11-01,40.39335250854492,40.5,41.95000076293945,39.099998474121094,41.95000076293945,70639,2021-11-01
2021-11-08,37.45111846923828,37.54999923706055,41.349998474121094,33.400001525878906,41.349998474121094,170138,2021-11-08
2021-11-15,37.15190887451172,37.25,39.75,36.400001525878906,38.29999923706055,320033,2021-11-15
2021-11-22,37.301513671875,37.400001525878906,38.75,36.04999923706055,36.79999923706055,332981,2021-11-22
2021-11-29,36.75296401977539,36.849998474121094,38.900001525878906,35.0,37.400001525878906,94226,2021-11-29
2021-12-06,36.553489685058594,36.650001525878906,37.95000076293945,35.70000076293945,36.54999923706055,191586,2021-12-06
2021-12-13,36.45375061035156,36.54999923706055,38.099998474121094,34.79999923706055,36.650001525878906,407779,2021-12-13
2021-12-20,33.7608642578125,33.849998474121094,37.849998474121094,33.5,37.849998474121094,482858,2021-12-20
2021-12-27,38.2490119934082,38.349998474121094,39.599998474121094,33.0,34.45000076293945,643133,2021-12-27
2022-01-03,38.49835205078125,38.599998474121094,42.79999923706055,36.79999923706055,39.400001525878906,676499,2022-01-03
2022-01-10,39.89466857910156,40.0,43.75,36.099998474121094,39.650001525878906,967891,2022-01-10
2022-01-17,37.40125274658203,37.5,41.099998474121094,37.04999923706055,40.349998474121094,388837,2022-01-17
2022-01-24,35.705726623535156,35.79999923706055,37.5,33.650001525878906,37.5,159243,2022-01-24
2022-01-31,40.742427825927734,40.849998474121094,42.349998474121094,35.79999923706055,36.5,372332,2022-01-31
2022-02-07,39.84479904174805,39.95000076293945,44.349998474121094,38.20000076293945,41.54999923706055,863652,2022-02-07
2022-02-14,36.902565002441406,37.0,40.5,36.349998474121094,40.5,128279,2022-02-14
2022-02-21,34.01020431518555,34.099998474121094,39.400001525878906,31.100000381469727,39.400001525878906,237960,2022-02-21
2022-02-28,33.062705993652344,33.150001525878906,35.75,32.599998474121094,34.099998474121094,68925,2022-02-28
2022-03-07,35.755592346191406,35.849998474121094,38.04999923706055,31.5,33.650001525878906,176787,2022-03-07
2022-03-14,34.508888244628906,34.599998474121094,40.099998474121094,33.599998474121094,35.79999923706055,338838,2022-03-14
2022-03-21,33.262176513671875,33.349998474121094,36.5,32.20000076293945,34.599998474121094,239082,2022-03-21
2022-03-28,33.61125946044922,33.70000076293945,34.650001525878906,31.649999618530273,34.650001525878906,203015,2022-03-28
2022-04-04,36.50362014770508,36.599998474121094,37.79999923706055,33.150001525878906,33.150001525878906,246167,2022-04-04
2022-04-11,36.553489685058594,36.650001525878906,37.45000076293945,35.20000076293945,37.400001525878906,56936,2022-04-11
2022-04-18,33.96033477783203,34.04999923706055,37.400001525878906,33.79999923706055,37.400001525878906,238385,2022-04-18
2022-04-25,32.214942932128906,32.29999923706055,35.75,31.149999618530273,35.5,209866,2022-04-25
2022-05-02,31.417051315307617,31.5,33.45000076293945,30.850000381469727,32.04999923706055,75820,2022-05-02
2022-05-09,28.624425888061523,28.700000762939453,32.54999923706055,27.700000762939453,31.549999237060547,124208,2022-05-09
2022-05-16,32.01546859741211,32.099998474121094,33.849998474121094,29.0,30.600000381469727,134334,2022-05-16
2022-05-23,34.20967483520508,34.29999923706055,35.400001525878906,29.049999237060547,32.099998474121094,351603,2022-05-23
2022-05-30,33.910465240478516,34.0,35.95000076293945,33.70000076293945,35.150001525878906,128853,2022-05-30
2022-06-06,33.910465240478516,34.0,35.95000076293945,32.099998474121094,34.849998474121094,112931,2022-06-06
2022-06-13,30.020736694335938,30.100000381469727,34.5,28.549999237060547,34.5,46911,2022-06-13
2022-06-20,31.716259002685547,31.799999237060547,32.650001525878906,27.5,29.799999237060547,95516,2022-06-20
2022-06-27,31.716259002685547,31.799999237060547,33.0,30.100000381469727,32.349998474121094,67778,2022-06-27
2022-07-04,29.82126235961914,29.899999618530273,32.20000076293945,29.100000381469727,31.0,59732,2022-07-04
2022-07-11,32.165077209472656,32.25,32.79999923706055,29.299999237060547,29.899999618530273,78932,2022-07-11
2022-07-18,33.46165084838867,33.54999923706055,34.95000076293945,31.799999237060547,32.79999923706055,185689,2022-07-18
2022-07-25,31.766130447387695,31.850000381469727,34.150001525878906,31.549999237060547,32.900001525878906,57163,2022-07-25
2022-08-01,31.466917037963867,31.549999237060547,32.5,30.649999618530273,31.850000381469727,77694,2022-08-01
2022-08-08,31.167709350585938,31.25,32.79999923706055,30.100000381469727,31.700000762939453,103534,2022-08-08
2022-08-15,32.214942932128906,32.29999923706055,33.5,30.100000381469727,31.25,184009,2022-08-15
2022-08-22,30.918367385864258,31.0,36.29999923706055,30.5,32.79999923706055,788721,2022-08-22
2022-08-29,31.516786575317383,31.600000381469727,31.899999618530273,30.399999618530273,31.299999237060547,161535,2022-08-29
2022-09-05,31.117841720581055,31.200000762939453,31.950000762939453,30.700000762939453,31.899999618530273,294252,2022-09-05
2022-09-12,32.11520767211914,32.20000076293945,36.0,31.149999618530273,31.75,834874,2022-09-12
2022-09-19,31.616525650024414,31.700000762939453,33.349998474121094,31.049999237060547,32.75,87376,2022-09-19
2022-09-26,31.01587677001953,31.049999237060547,31.700000762939453,29.5,31.100000381469727,96239,2022-09-26
2022-10-03,31.21565818786621,31.25,31.899999618530273,30.0,31.049999237060547,65672,2022-10-03
2022-10-10,30.41653823852539,30.450000762939453,33.75,28.950000762939453,31.450000762939453,245667,2022-10-10
2022-10-17,30.266700744628906,30.299999237060547,30.950000762939453,28.700000762939453,30.950000762939453,215570,2022-10-17
2022-10-24,30.366592407226562,30.399999618530273,31.399999618530273,29.649999618530273,30.450000762939453,119535,2022-10-24
2022-10-31,32.11466979980469,32.150001525878906,32.900001525878906,30.100000381469727,30.100000381469727,127343,2022-10-31
2022-11-07,31.365493774414062,31.399999618530273,32.54999923706055,30.549999237060547,32.0,44480,2022-11-07
2022-11-14,33.01367950439453,33.04999923706055,33.650001525878906,30.5,31.899999618530273,370206,2022-11-14
2022-11-21,32.41434097290039,32.45000076293945,33.900001525878906,31.549999237060547,33.650001525878906,188110,2022-11-21
2022-11-28,32.314449310302734,32.349998474121094,34.849998474121094,31.600000381469727,32.95000076293945,315469,2022-11-28
2022-12-05,32.164615631103516,32.20000076293945,34.79999923706055,31.649999618530273,32.95000076293945,423806,2022-12-05
2022-12-12,31.864944458007812,31.899999618530273,34.400001525878906,31.299999237060547,32.349998474121094,402679,2022-12-12
2022-12-19,30.51642608642578,30.549999237060547,33.400001525878906,29.850000381469727,32.0,615143,2022-12-19
2022-12-26,32.46428298950195,32.5,33.45000076293945,30.200000762939453,30.399999618530273,188366,2022-12-26
2023-01-02,34.01258087158203,34.04999923706055,34.79999923706055,32.099998474121094,32.150001525878906,247057,2023-01-02
2023-01-09,54.3402214050293,54.400001525878906,59.20000076293945,34.400001525878906,34.79999923706055,12742808,2023-01-09
2023-01-16,66.9263687133789,67.0,69.9000015258789,56.04999923706055,58.5,7249689,2023-01-16
2023-01-23,62.28147888183594,62.349998474121094,68.0999984741211,60.29999923706055,67.0,2396278,2023-01-23
2023-01-30,59.48455810546875,59.54999923706055,63.70000076293945,55.95000076293945,62.900001525878906,1428599,2023-01-30
2023-02-06,58.53560256958008,58.599998474121094,62.5,56.150001525878906,59.54999923706055,905667,2023-02-06
2023-02-13,56.88741683959961,56.95000076293945,59.599998474121094,55.20000076293945,59.599998474121094,348983,2023-02-13
2023-02-20,58.18598556518555,58.25,59.29999923706055,54.099998474121094,56.099998474121094,834062,2023-02-20
2023-02-27,66.02735900878906,66.0999984741211,67.19999694824219,57.70000076293945,60.0,1100337,2023-02-27
2023-03-06,66.62670135498047,66.69999694824219,67.55000305175781,61.150001525878906,66.94999694824219,772959,2023-03-06
2023-03-13,59.134944915771484,59.20000076293945,69.75,58.54999923706055,67.0,1077603,2023-03-13
2023-03-20,58.33582305908203,58.400001525878906,61.900001525878906,57.150001525878906,59.599998474121094,1255647,2023-03-20
2023-03-27,54.93955993652344,55.0,59.150001525878906,51.54999923706055,59.150001525878906,1129937,2023-03-27
2023-04-03,58.635494232177734,58.70000076293945,59.79999923706055,54.150001525878906,57.29999923706055,814487,2023-04-03
2023-04-10,58.6854362487793,58.75,61.20000076293945,57.20000076293945,61.20000076293945,963720,2023-04-10
2023-04-17,56.088294982910156,56.150001525878906,59.54999923706055,54.650001525878906,59.20000076293945,1142799,2023-04-17
2023-04-24,53.39126205444336,53.45000076293945,57.95000076293945,51.900001525878906,56.900001525878906,1106668,2023-04-24
2023-05-01,55.588844299316406,55.650001525878906,55.75,51.599998474121094,53.45000076293945,898300,2023-05-01
2023-05-08,59.734283447265625,59.79999923706055,63.849998474121094,58.400001525878906,58.400001525878906,786746,2023-05-08
2023-05-15,59.134944915771484,59.20000076293945,63.150001525878906,56.400001525878906,60.04999923706055,1122414,2023-05-15
2023-05-22,59.53450393676758,59.599998474121094,59.95000076293945,55.400001525878906,59.20000076293945,692463,2023-05-22
2023-05-29,58.585548400878906,58.650001525878906,61.95000076293945,55.650001525878906,59.70000076293945,935085,2023-05-29
2023-06-05,57.2869758605957,57.349998474121094,63.849998474121094,57.04999923706055,59.5,1150693,2023-06-05
2023-06-12,61.582252502441406,61.650001525878906,62.20000076293945,55.849998474121094,57.349998474121094,956436,2023-06-12
