Date,Adj Close_BHAGERIA.NS,Close_BHAGERIA.NS,High_BHAGERIA.NS,Low_BHAGERIA.NS,Open_BHAGERIA.NS,Volume_BHAGERIA.NS,Date
2020-07-13,110.88414001464844,118.6500015258789,119.9000015258789,111.0,114.6500015258789,150488,2020-07-13
2020-07-20,114.20177459716797,122.19999694824219,127.5,117.25,119.0999984741211,458628,2020-07-20
2020-07-27,111.86540985107422,119.69999694824219,123.9000015258789,117.1500015258789,121.55000305175781,397489,2020-07-27
2020-08-03,115.41669464111328,123.5,124.9000015258789,112.94999694824219,115.0,259048,2020-08-03
2020-08-10,124.99581146240234,133.75,146.8000030517578,123.5999984741211,124.55000305175781,798232,2020-08-10
2020-08-17,129.34144592285156,138.39999389648438,143.5500030517578,132.4499969482422,134.0,481701,2020-08-17
2020-08-24,132.97344970703125,139.14999389648438,147.10000610351562,138.10000610351562,139.8000030517578,378785,2020-08-24
2020-08-31,126.14083099365234,132.0,140.64999389648438,128.10000610351562,139.4499969482422,142114,2020-08-31
2020-09-07,130.9188995361328,137.0,142.89999389648438,128.0,133.5,272830,2020-09-07
2020-09-14,131.87449645996094,138.0,144.8000030517578,135.5500030517578,138.4499969482422,185593,2020-09-14
2020-09-21,126.09304809570312,131.9499969482422,141.0,125.25,141.0,124277,2020-09-21
2020-09-28,124.42073059082031,130.1999969482422,134.6999969482422,128.25,133.5500030517578,47658,2020-09-28
2020-10-05,129.1510009765625,135.14999389648438,144.25,130.0,132.0,215378,2020-10-05
2020-10-12,126.47529602050781,132.35000610351562,136.89999389648438,127.05000305175781,136.89999389648438,52964,2020-10-12
2020-10-19,123.9906997680664,129.75,136.8000030517578,127.30000305175781,135.5,99811,2020-10-19
2020-10-26,123.36955261230469,129.10000610351562,135.39999389648438,126.0999984741211,135.39999389648438,103974,2020-10-26
2020-11-02,123.41732025146484,129.14999389648438,134.5,125.75,134.5,138503,2020-11-02
2020-11-09,122.03169250488281,127.69999694824219,130.89999389648438,125.8499984741211,129.10000610351562,137481,2020-11-09
2020-11-16,130.82333374023438,136.89999389648438,146.3000030517578,127.0,127.05000305175781,457686,2020-11-16
2020-11-23,130.6322021484375,136.6999969482422,139.8000030517578,132.14999389648438,136.3000030517578,141802,2020-11-23
2020-11-30,134.02464294433594,140.25,145.0,136.1999969482422,136.6999969482422,187422,2020-11-30
2020-12-07,154.71363830566406,161.89999389648438,170.89999389648438,139.10000610351562,140.9499969482422,2008519,2020-12-07
2020-12-14,150.41339111328125,157.39999389648438,174.89999389648438,152.5500030517578,165.89999389648438,894212,2020-12-14
2020-12-21,148.74107360839844,155.64999389648438,164.0,137.25,158.0500030517578,461658,2020-12-21
2020-12-28,159.25279235839844,166.64999389648438,167.5,154.39999389648438,156.35000610351562,303820,2020-12-28
2021-01-04,155.2392120361328,162.4499969482422,174.8000030517578,162.0,168.14999389648438,538612,2021-01-04
2021-01-11,152.6112823486328,159.6999969482422,165.3000030517578,158.5500030517578,164.3000030517578,177284,2021-01-11
2021-01-18,157.1504364013672,164.4499969482422,172.5500030517578,157.0,159.89999389648438,391511,2021-01-18
2021-01-25,150.55673217773438,157.5500030517578,172.0,153.5,169.89999389648438,232052,2021-01-25
2021-02-01,164.55645751953125,172.1999969482422,189.6999969482422,158.5,162.60000610351562,411227,2021-02-01
2021-02-08,160.35174560546875,167.8000030517578,175.0,166.25,173.9499969482422,140318,2021-02-08
2021-02-15,159.25279235839844,166.64999389648438,173.60000610351562,165.0,168.6999969482422,179932,2021-02-15
2021-02-22,158.10606384277344,165.4499969482422,172.4499969482422,159.0,168.89999389648438,183888,2021-02-22
2021-03-01,158.7272186279297,166.10000610351562,172.3000030517578,164.6999969482422,166.0,186241,2021-03-01
2021-03-08,155.52590942382812,162.75,168.14999389648438,160.0,165.6999969482422,76455,2021-03-08
2021-03-15,154.66586303710938,161.85000610351562,192.5,153.85000610351562,162.75,1291990,2021-03-15
2021-03-22,151.70346069335938,158.75,168.0,156.5,163.0,205291,2021-03-22
2021-03-29,151.56011962890625,158.60000610351562,163.0,152.10000610351562,158.75,98595,2021-03-29
2021-04-05,158.82276916503906,166.1999969482422,168.10000610351562,153.10000610351562,159.89999389648438,168827,2021-04-05
2021-04-12,147.97659301757812,154.85000610351562,163.14999389648438,136.3000030517578,163.10000610351562,172447,2021-04-12
2021-04-19,147.16429138183594,154.0,156.0,146.35000610351562,154.75,67900,2021-04-19
2021-04-26,155.382568359375,162.60000610351562,170.89999389648438,153.5500030517578,155.0,379597,2021-04-26
2021-05-03,164.07864379882812,171.6999969482422,178.0,162.10000610351562,162.25,417812,2021-05-03
2021-05-10,193.41592407226562,202.39999389648438,211.0,170.1999969482422,172.6999969482422,2408189,2021-05-10
2021-05-17,188.59010314941406,197.35000610351562,203.89999389648438,186.1999969482422,198.5,875416,2021-05-17
2021-05-24,187.92117309570312,196.64999389648438,208.0,196.0,198.3000030517578,642164,2021-05-24
2021-05-31,191.0269012451172,199.89999389648438,204.0,187.3000030517578,198.8000030517578,615846,2021-05-31
2021-06-07,237.23077392578125,248.25,258.3500061035156,196.25,201.5,4007102,2021-06-07
2021-06-14,248.45921325683594,260.0,279.45001220703125,234.10000610351562,252.0,2046591,2021-06-14
2021-06-21,238.04302978515625,249.10000610351562,268.5,247.1999969482422,254.6999969482422,498118,2021-06-21
2021-06-28,248.17251586914062,259.70001220703125,270.0,246.0,250.89999389648438,595715,2021-06-28
2021-07-05,261.07330322265625,273.20001220703125,286.0,262.0,264.0,1107947,2021-07-05
2021-07-12,273.63958740234375,286.3500061035156,296.8500061035156,267.0,274.8500061035156,1050707,2021-07-12
2021-07-19,272.0628356933594,284.70001220703125,294.8999938964844,273.0,286.3500061035156,606757,2021-07-19
2021-07-26,265.0348205566406,273.8500061035156,291.3999938964844,265.20001220703125,284.70001220703125,689295,2021-07-26
2021-08-02,243.30746459960938,251.39999389648438,279.3999938964844,248.8000030517578,276.29998779296875,415402,2021-08-02
2021-08-09,239.92013549804688,247.89999389648438,257.0,218.9499969482422,254.0,568204,2021-08-09
2021-08-16,233.19386291503906,240.9499969482422,250.89999389648438,232.6999969482422,243.1999969482422,270491,2021-08-16
2021-08-23,236.4844207763672,244.35000610351562,248.0,228.25,242.1999969482422,269895,2021-08-23
2021-08-30,242.0009307861328,250.0500030517578,258.0,237.0,244.3000030517578,324883,2021-08-30
2021-09-06,237.93614196777344,245.85000610351562,253.0,244.0,250.9499969482422,152790,2021-09-06
2021-09-13,249.35629272460938,257.6499938964844,268.95001220703125,244.75,245.10000610351562,572032,2021-09-13
2021-09-20,243.64620971679688,251.75,257.8500061035156,244.0,256.0,411841,2021-09-20
2021-09-27,271.90625,280.95001220703125,284.3500061035156,250.8000030517578,257.0,1194634,2021-09-27
2021-10-04,298.714599609375,308.6499938964844,329.0,279.6000061035156,286.1000061035156,2090660,2021-10-04
2021-10-11,284.05230712890625,293.5,315.0,290.6499938964844,308.5,343886,2021-10-11
2021-10-18,266.4381408691406,275.29998779296875,307.0,273.04998779296875,295.75,428500,2021-10-18
2021-10-25,262.7604675292969,271.5,289.0,261.70001220703125,275.29998779296875,234579,2021-10-25
2021-11-01,253.42111206054688,261.8500061035156,276.75,258.1000061035156,272.0,328925,2021-11-01
2021-11-08,256.7116394042969,265.25,285.0,261.75,266.45001220703125,287284,2021-11-08
2021-11-15,250.662841796875,259.0,267.29998779296875,257.0,265.29998779296875,113146,2021-11-15
2021-11-22,254.77603149414062,263.25,289.6000061035156,243.89999389648438,260.0,180660,2021-11-22
2021-11-29,248.43687438964844,256.70001220703125,268.0,244.60000610351562,268.0,167747,2021-11-29
2021-12-06,248.19491577148438,256.45001220703125,263.0,251.0500030517578,257.70001220703125,106494,2021-12-06
2021-12-13,240.25888061523438,248.25,263.25,247.89999389648438,256.45001220703125,101330,2021-12-13
2021-12-20,237.54901123046875,245.4499969482422,252.0,230.6999969482422,240.0500030517578,103852,2021-12-20
2021-12-27,239.4362335205078,247.39999389648438,255.4499969482422,242.10000610351562,249.9499969482422,116444,2021-12-27
2022-01-03,244.51722717285156,252.64999389648438,264.5,250.0,250.0,174208,2022-01-03
2022-01-10,242.14610290527344,250.1999969482422,264.79998779296875,211.1999969482422,253.89999389648438,182265,2022-01-10
2022-01-17,232.61317443847656,240.35000610351562,259.45001220703125,236.0500030517578,251.0,155122,2022-01-17
2022-01-24,227.29022216796875,234.85000610351562,241.5,226.0500030517578,240.0,117242,2022-01-24
2022-01-31,235.51661682128906,243.35000610351562,247.0,238.85000610351562,244.0,90333,2022-01-31
2022-02-07,240.69439697265625,248.6999969482422,287.20001220703125,240.0500030517578,243.9499969482422,365490,2022-02-07
2022-02-14,230.04847717285156,237.6999969482422,251.39999389648438,231.1999969482422,231.1999969482422,107919,2022-02-14
2022-02-21,210.88583374023438,217.89999389648438,238.5500030517578,206.85000610351562,238.0,184381,2022-02-21
2022-02-28,212.09559631347656,219.14999389648438,232.39999389648438,210.1999969482422,210.1999969482422,53403,2022-02-28
2022-03-07,224.09645080566406,231.5500030517578,234.6999969482422,210.75,215.0,134789,2022-03-07
2022-03-14,230.48397827148438,238.14999389648438,242.5,227.60000610351562,231.60000610351562,85843,2022-03-14
2022-03-21,223.56414794921875,231.0,249.89999389648438,230.1999969482422,240.25,110871,2022-03-21
2022-03-28,226.37078857421875,233.89999389648438,237.6999969482422,219.0,232.1999969482422,161489,2022-03-28
2022-04-04,236.67796325683594,244.5500030517578,256.8999938964844,234.0,234.0,191594,2022-04-04
2022-04-11,245.1463165283203,253.3000030517578,259.8999938964844,243.3000030517578,246.89999389648438,160267,2022-04-11
2022-04-18,251.00157165527344,259.3500061035156,274.0,246.75,253.0500030517578,465775,2022-04-18
2022-04-25,244.130126953125,252.25,261.8999938964844,249.14999389648438,258.29998779296875,115538,2022-04-25
2022-05-02,226.90309143066406,234.4499969482422,255.9499969482422,230.0,251.10000610351562,76056,2022-05-02
2022-05-09,196.94937133789062,203.5,229.75,200.0500030517578,228.0500030517578,184333,2022-05-09
2022-05-16,202.9497833251953,209.6999969482422,227.0,202.8000030517578,204.5500030517578,84498,2022-05-16
2022-05-23,192.98133850097656,199.39999389648438,210.75,189.0,210.75,61813,2022-05-23
2022-05-30,194.6750030517578,201.14999389648438,211.6999969482422,198.64999389648438,200.39999389648438,84426,2022-05-30
2022-06-06,189.49722290039062,195.8000030517578,201.8000030517578,191.35000610351562,201.8000030517578,47366,2022-06-06
2022-06-13,171.15724182128906,176.85000610351562,193.5500030517578,174.0,190.0,53424,2022-06-13
2022-06-20,161.18878173828125,166.5500030517578,177.75,156.3000030517578,176.85000610351562,95007,2022-06-20
2022-06-27,166.51174926757812,172.0500030517578,178.64999389648438,168.0500030517578,168.0500030517578,36254,2022-06-27
2022-07-04,167.52793884277344,173.10000610351562,178.0,168.64999389648438,170.0500030517578,59029,2022-07-04
2022-07-11,177.54478454589844,183.4499969482422,186.39999389648438,172.10000610351562,173.9499969482422,99079,2022-07-11
2022-07-18,181.07728576660156,187.10000610351562,195.0,184.25,184.5500030517578,72355,2022-07-18
2022-07-25,179.74786376953125,181.85000610351562,189.1999969482422,179.0,188.0500030517578,46653,2022-07-25
2022-08-01,164.72357177734375,166.64999389648438,175.8000030517578,162.35000610351562,175.8000030517578,200296,2022-08-01
2022-08-08,168.47964477539062,170.4499969482422,175.89999389648438,165.6999969482422,167.5,84825,2022-08-08
2022-08-15,165.21778869628906,167.14999389648438,175.0,165.25,170.4499969482422,96138,2022-08-15
