Date,Adj Close_INFIBEAM.NS,Close_INFIBEAM.NS,High_INFIBEAM.NS,Low_INFIBEAM.NS,Open_INFIBEAM.NS,Volume_INFIBEAM.NS,Date
2020-07-13,14.729903221130371,14.82204818725586,15.020232200622559,13.851990699768066,14.811616897583008,23656168,2020-07-13
2020-07-20,15.279293060302734,15.374876022338867,15.666935920715332,14.811616897583008,15.030661582946777,30911882,2020-07-20
2020-07-27,15.911613464355469,16.011150360107422,16.480531692504883,15.020232200622559,15.333152770996094,36173115,2020-07-27
2020-08-03,15.559171676635742,15.65650463104248,16.27191734313965,15.458321571350098,15.958995819091797,12516342,2020-08-03
2020-08-10,15.258563041687012,15.354015350341797,15.85468864440918,14.915925025939941,15.83382797241211,21180224,2020-08-10
2020-08-17,15.258563041687012,15.354015350341797,15.865119934082031,14.644725799560547,15.301860809326172,20919284,2020-08-17
2020-08-24,16.03600311279297,16.13631820678711,16.251056671142578,15.364444732666016,15.520906448364258,19964814,2020-08-24
2020-08-31,16.05673599243164,16.157180786132812,16.689146041870117,15.541768074035645,16.230194091796875,31272819,2020-08-31
2020-09-07,16.59575843811035,16.69957733154297,16.87689971923828,15.77124309539795,16.13631820678711,17914351,2020-09-07
2020-09-14,15.942710876464844,16.042442321777344,17.513172149658203,15.83382797241211,16.480531692504883,59525120,2020-09-14
2020-09-21,15.17563533782959,15.27056884765625,16.73086929321289,14.70730972290039,16.27191734313965,15344461,2020-09-21
2020-09-28,15.569538116455078,15.666935920715332,15.875550270080566,15.218415260314941,15.333152770996094,9061183,2020-09-28
2020-10-05,18.233566284179688,18.34762954711914,19.6097469329834,15.85468864440918,15.958995819091797,41219255,2020-10-05
2020-10-12,17.97442054748535,18.086862564086914,18.75442886352539,17.836524963378906,18.577106475830078,33244611,2020-10-12
2020-10-19,17.425029754638672,17.534034729003906,18.358060836791992,16.86646842956543,18.149446487426758,12825560,2020-10-19
2020-10-26,17.373199462890625,17.48188018798828,17.836524963378906,16.960344314575195,17.523603439331055,21630500,2020-10-26
2020-11-02,17.45612907409668,17.565326690673828,17.659202575683594,16.939483642578125,16.939483642578125,14099739,2020-11-02
2020-11-09,17.041494369506836,17.14809799194336,18.253753662109375,16.772592544555664,17.42972755432129,34598751,2020-11-09
2020-11-16,17.051860809326172,17.15852928161621,17.419296264648438,16.647424697875977,17.17938995361328,30555871,2020-11-16
2020-11-23,16.32624626159668,16.428377151489258,17.972124099731445,16.105026245117188,17.27326774597168,50432625,2020-11-23
2020-11-30,19.10430145263672,19.22381019592285,20.2355899810791,16.428377151489258,16.428377151489258,109284022,2020-11-30
2020-12-07,21.254539489746094,21.387500762939453,22.674999237060547,18.337200164794922,19.390701293945312,42499824,2020-12-07
2020-12-14,21.316650390625,21.450000762939453,22.174999237060547,20.600000381469727,21.387500762939453,3455388,2020-12-14
2020-12-21,21.41602897644043,21.549999237060547,23.25,19.875,21.262500762939453,4052416,2020-12-21
2020-12-28,21.403608322143555,21.537500381469727,22.225000381469727,20.8125,21.987499237060547,6100324,2020-12-28
2021-01-04,20.235912322998047,20.362499237060547,21.924999237060547,19.950000762939453,21.725000381469727,12343028,2021-01-04
