Date,Adj Close_BORANA.NS,Close_BORANA.NS,High_BORANA.NS,Low_BORANA.NS,Open_BORANA.NS,Volume_BORANA.NS,Date
2025-05-26,224.00999450683594,224.00999450683594,267.0,220.67999267578125,243.0,4563842,2025-05-26
2025-06-02,231.0399932861328,231.0399932861328,232.5,216.25999450683594,221.6999969482422,1102100,2025-06-02
2025-06-09,233.0800018310547,233.0800018310547,252.0,218.25,232.75,1881338,2025-06-09
2025-06-16,218.11000061035156,218.11000061035156,239.44000244140625,217.38999938964844,239.00999450683594,943316,2025-06-16
2025-06-23,219.08999633789062,219.08999633789062,227.0399932861328,217.0,217.0,1296798,2025-06-23
2025-06-30,221.33999633789062,221.33999633789062,230.1999969482422,217.3000030517578,219.99000549316406,1227070,2025-06-30
2025-07-07,227.6199951171875,227.6199951171875,236.99000549316406,220.0,223.39999389648438,1721171,2025-07-07
2025-07-14,228.63999938964844,228.63999938964844,231.64999389648438,225.0,227.0,270495,2025-07-14
