Date,Adj Close_LOKESHMACH.NS,Close_LOKESHMACH.NS,High_LOKESHMACH.NS,Low_LOKESHMACH.NS,Open_LOKESHMACH.NS,Volume_LOKESHMACH.NS,Date
2021-05-17,43.099998474121094,43.099998474121094,45.29999923706055,42.5,43.25,45736,2021-05-17
2021-05-24,45.400001525878906,45.400001525878906,48.900001525878906,43.75,43.900001525878906,59088,2021-05-24
2021-05-31,45.0,45.0,45.900001525878906,41.099998474121094,45.29999923706055,102709,2021-05-31
2021-06-07,51.70000076293945,51.70000076293945,52.70000076293945,43.0,45.0,165354,2021-06-07
2021-06-14,48.54999923706055,48.54999923706055,55.400001525878906,48.54999923706055,51.70000076293945,223422,2021-06-14
2021-06-21,43.79999923706055,43.79999923706055,48.45000076293945,40.849998474121094,47.95000076293945,210093,2021-06-21
2021-06-28,45.25,45.25,46.150001525878906,42.79999923706055,44.849998474121094,100667,2021-06-28
2021-07-05,42.79999923706055,42.79999923706055,47.45000076293945,42.04999923706055,47.45000076293945,161340,2021-07-05
2021-07-12,47.400001525878906,47.400001525878906,47.5,41.900001525878906,43.599998474121094,158572,2021-07-12
2021-07-19,44.099998474121094,44.099998474121094,47.79999923706055,43.599998474121094,47.5,99243,2021-07-19
2021-07-26,43.04999923706055,43.04999923706055,46.849998474121094,40.79999923706055,44.099998474121094,236480,2021-07-26
2021-08-02,43.650001525878906,43.650001525878906,45.900001525878906,38.79999923706055,45.20000076293945,172420,2021-08-02
2021-08-09,40.04999923706055,40.04999923706055,45.95000076293945,37.25,45.95000076293945,281862,2021-08-09
2021-08-16,39.95000076293945,39.95000076293945,43.849998474121094,36.599998474121094,43.849998474121094,167741,2021-08-16
2021-08-23,49.54999923706055,49.54999923706055,49.900001525878906,38.0,40.0,692846,2021-08-23
2021-08-30,46.599998474121094,46.599998474121094,50.70000076293945,45.599998474121094,50.0,343868,2021-08-30
2021-09-06,50.20000076293945,50.20000076293945,50.20000076293945,44.54999923706055,48.79999923706055,389235,2021-09-06
2021-09-13,54.849998474121094,54.849998474121094,59.04999923706055,47.599998474121094,50.5,1047456,2021-09-13
2021-09-20,51.54999923706055,51.54999923706055,57.0,50.5,52.29999923706055,207429,2021-09-20
2021-09-27,51.5,51.5,53.5,50.0,53.29999923706055,328078,2021-09-27
2021-10-04,52.900001525878906,52.900001525878906,56.79999923706055,51.5,52.400001525878906,285592,2021-10-04
2021-10-11,52.349998474121094,52.349998474121094,54.79999923706055,50.900001525878906,53.0,197880,2021-10-11
2021-10-18,50.099998474121094,50.099998474121094,53.650001525878906,49.400001525878906,53.400001525878906,144876,2021-10-18
2021-10-25,52.900001525878906,52.900001525878906,58.650001525878906,48.0,50.0,476973,2021-10-25
2021-11-01,53.900001525878906,53.900001525878906,54.79999923706055,51.75,52.04999923706055,97079,2021-11-01
2021-11-08,52.599998474121094,52.599998474121094,53.599998474121094,50.0,53.599998474121094,111664,2021-11-08
2021-11-15,53.849998474121094,53.849998474121094,59.650001525878906,51.20000076293945,52.0,660731,2021-11-15
2021-11-22,52.650001525878906,52.650001525878906,54.400001525878906,47.900001525878906,53.0,165463,2021-11-22
2021-11-29,49.849998474121094,49.849998474121094,54.5,48.900001525878906,54.5,126026,2021-11-29
2021-12-06,53.70000076293945,53.70000076293945,54.349998474121094,49.20000076293945,50.849998474121094,151277,2021-12-06
2021-12-13,50.5,50.5,55.900001525878906,50.099998474121094,53.70000076293945,123740,2021-12-13
2021-12-20,64.5999984741211,64.5999984741211,70.55000305175781,47.599998474121094,50.20000076293945,3184746,2021-12-20
2021-12-27,80.3499984741211,80.3499984741211,83.8499984741211,64.4000015258789,66.0,4114075,2021-12-27
2022-01-03,82.44999694824219,82.44999694824219,88.0,78.1500015258789,81.69999694824219,1663367,2022-01-03
2022-01-10,83.5999984741211,83.5999984741211,83.5999984741211,72.5999984741211,82.94999694824219,846930,2022-01-10
2022-01-17,78.94999694824219,78.94999694824219,87.44999694824219,77.8499984741211,87.0,1037710,2022-01-17
2022-01-24,73.4000015258789,73.4000015258789,85.0,71.0,78.9000015258789,917070,2022-01-24
2022-01-31,82.94999694824219,82.94999694824219,84.94999694824219,70.0999984741211,74.5,1692110,2022-01-31
2022-02-07,77.55000305175781,77.55000305175781,88.75,75.6500015258789,83.6500015258789,1076079,2022-02-07
2022-02-14,75.0,75.0,83.19999694824219,68.5,77.80000305175781,634861,2022-02-14
2022-02-21,67.4000015258789,67.4000015258789,74.5999984741211,62.04999923706055,74.5999984741211,568599,2022-02-21
2022-02-28,74.0,74.0,80.94999694824219,65.0999984741211,67.5999984741211,850025,2022-02-28
2022-03-07,79.5999984741211,79.5999984741211,81.75,70.3499984741211,71.5,673288,2022-03-07
2022-03-14,82.25,82.25,86.30000305175781,76.30000305175781,81.0,1338022,2022-03-14
2022-03-21,78.75,78.75,84.80000305175781,77.5,82.25,820514,2022-03-21
2022-03-28,79.75,79.75,81.0,76.0999984741211,78.94999694824219,323809,2022-03-28
2022-04-04,100.5999984741211,100.5999984741211,108.8499984741211,78.44999694824219,81.8499984741211,4445580,2022-04-04
2022-04-11,100.55000305175781,100.55000305175781,104.9000015258789,94.0999984741211,100.44999694824219,856490,2022-04-11
2022-04-18,96.3499984741211,96.3499984741211,102.44999694824219,88.0,99.4000015258789,813546,2022-04-18
2022-04-25,90.05000305175781,90.05000305175781,99.5,88.6500015258789,94.44999694824219,947405,2022-04-25
2022-05-02,81.94999694824219,81.94999694824219,91.69999694824219,80.5999984741211,89.69999694824219,393024,2022-05-02
2022-05-09,75.5,75.5,82.1500015258789,71.80000305175781,79.6500015258789,515995,2022-05-09
2022-05-16,86.9000015258789,86.9000015258789,87.80000305175781,74.80000305175781,76.0,355091,2022-05-16
2022-05-23,79.44999694824219,79.44999694824219,88.69999694824219,77.80000305175781,88.69999694824219,355296,2022-05-23
2022-05-30,79.4000015258789,79.4000015258789,83.0,77.19999694824219,80.5,284415,2022-05-30
2022-06-06,80.0,80.0,82.0,77.8499984741211,79.5999984741211,185347,2022-06-06
2022-06-13,68.94999694824219,68.94999694824219,78.75,66.19999694824219,77.80000305175781,243170,2022-06-13
2022-06-20,73.94999694824219,73.94999694824219,77.1500015258789,65.0,70.25,235937,2022-06-20
2022-06-27,73.5,73.5,79.5999984741211,73.05000305175781,73.94999694824219,165738,2022-06-27
2022-07-04,73.9000015258789,73.9000015258789,76.5,71.44999694824219,74.9000015258789,167022,2022-07-04
2022-07-11,84.4000015258789,84.4000015258789,91.69999694824219,74.0,75.0,739887,2022-07-11
2022-07-18,87.05000305175781,87.05000305175781,89.80000305175781,84.0,85.4000015258789,483984,2022-07-18
2022-07-25,88.80000305175781,88.80000305175781,97.94999694824219,86.80000305175781,87.80000305175781,800354,2022-07-25
2022-08-01,91.30000305175781,91.30000305175781,95.80000305175781,88.05000305175781,89.44999694824219,706796,2022-08-01
2022-08-08,85.9000015258789,85.9000015258789,108.05000305175781,85.4000015258789,91.0,2321427,2022-08-08
2022-08-15,87.1500015258789,87.1500015258789,89.6500015258789,82.3499984741211,85.9000015258789,557019,2022-08-15
2022-08-22,98.0999984741211,98.0999984741211,99.80000305175781,84.5999984741211,87.0999984741211,1077993,2022-08-22
2022-08-29,139.1999969482422,139.1999969482422,139.1999969482422,94.0,97.0,5854713,2022-08-29
2022-09-05,128.3000030517578,128.3000030517578,145.4499969482422,123.0,141.8000030517578,1978252,2022-09-05
2022-09-12,118.55000305175781,118.55000305175781,134.39999389648438,117.55000305175781,129.89999389648438,488714,2022-09-12
2022-09-19,111.0,111.0,120.8499984741211,109.0,120.80000305175781,207265,2022-09-19
2022-09-26,104.25,104.25,109.94999694824219,100.05000305175781,105.5,182762,2022-09-26
2022-10-03,109.19999694824219,109.19999694824219,116.0,102.44999694824219,104.94999694824219,165606,2022-10-03
2022-10-10,105.0,105.0,112.80000305175781,103.0999984741211,108.69999694824219,154593,2022-10-10
2022-10-17,116.05000305175781,116.05000305175781,116.05000305175781,101.4000015258789,106.5999984741211,216785,2022-10-17
2022-10-24,113.19999694824219,113.19999694824219,121.8499984741211,110.05000305175781,120.0,210222,2022-10-24
2022-10-31,109.5999984741211,109.5999984741211,116.75,107.5,115.4000015258789,117273,2022-10-31
2022-11-07,110.9000015258789,110.9000015258789,115.9000015258789,107.4000015258789,110.6500015258789,147962,2022-11-07
2022-11-14,107.0,107.0,113.80000305175781,104.5,113.1500015258789,107515,2022-11-14
2022-11-21,102.75,102.75,109.0,99.0,107.0,196418,2022-11-21
2022-11-28,103.80000305175781,103.80000305175781,104.94999694824219,100.19999694824219,101.0,126671,2022-11-28
2022-12-05,104.0,104.0,113.0,101.3499984741211,105.8499984741211,244260,2022-12-05
2022-12-12,106.0999984741211,106.0999984741211,107.3499984741211,100.8499984741211,106.0,362802,2022-12-12
2022-12-19,92.80000305175781,92.80000305175781,109.0,92.80000305175781,106.0999984741211,366445,2022-12-19
2022-12-26,105.0999984741211,105.0999984741211,107.94999694824219,91.3499984741211,95.19999694824219,235801,2022-12-26
2023-01-02,109.25,109.25,111.19999694824219,105.5,107.5,352890,2023-01-02
2023-01-09,121.4000015258789,121.4000015258789,124.9000015258789,107.6500015258789,110.5,906504,2023-01-09
2023-01-16,118.0999984741211,118.0999984741211,124.5999984741211,115.30000305175781,124.0,307340,2023-01-16
2023-01-23,109.44999694824219,109.44999694824219,119.05000305175781,106.9000015258789,119.0,197458,2023-01-23
2023-01-30,110.5,110.5,115.75,108.55000305175781,109.05000305175781,186088,2023-01-30
2023-02-06,114.3499984741211,114.3499984741211,118.0,108.75,111.0999984741211,174243,2023-02-06
2023-02-13,115.75,115.75,124.0,110.6500015258789,112.1500015258789,448577,2023-02-13
2023-02-20,114.0,114.0,119.0,111.25,116.5,227177,2023-02-20
2023-02-27,112.75,112.75,115.9000015258789,108.25,115.9000015258789,199614,2023-02-27
2023-03-06,130.35000610351562,130.35000610351562,138.5,111.5,114.4000015258789,1193327,2023-03-06
2023-03-13,120.30000305175781,120.30000305175781,133.89999389648438,115.1500015258789,133.8000030517578,745179,2023-03-13
2023-03-20,112.3499984741211,112.3499984741211,124.75,111.3499984741211,118.75,985725,2023-03-20
2023-03-27,110.0,110.0,114.1500015258789,104.0,113.0,378693,2023-03-27
2023-04-03,116.30000305175781,116.30000305175781,118.5999984741211,108.1500015258789,112.1500015258789,262143,2023-04-03
2023-04-10,132.0,132.0,135.0,113.8499984741211,116.30000305175781,1546443,2023-04-10
2023-04-17,126.1500015258789,126.1500015258789,137.3000030517578,125.4000015258789,132.0,643467,2023-04-17
2023-04-24,130.4499969482422,130.4499969482422,134.35000610351562,126.05000305175781,128.0,554286,2023-04-24
2023-05-01,144.60000610351562,144.60000610351562,156.64999389648438,130.4499969482422,130.4499969482422,3580217,2023-05-01
2023-05-08,159.14999389648438,159.14999389648438,166.3000030517578,145.85000610351562,145.85000610351562,3092132,2023-05-08
2023-05-15,151.85000610351562,151.85000610351562,171.89999389648438,150.85000610351562,159.89999389648438,1878344,2023-05-15
2023-05-22,154.6999969482422,154.6999969482422,160.75,148.10000610351562,151.89999389648438,818736,2023-05-22
2023-05-29,148.75,148.75,152.0,141.6999969482422,150.0,909269,2023-05-29
2023-06-05,149.8000030517578,149.8000030517578,157.89999389648438,149.10000610351562,149.9499969482422,690980,2023-06-05
2023-06-12,208.6999969482422,208.6999969482422,219.0,148.0,148.0500030517578,7318653,2023-06-12
2023-06-19,196.85000610351562,196.85000610351562,214.5,182.0,208.6999969482422,1384364,2023-06-19
2023-06-26,192.9499969482422,192.9499969482422,203.89999389648438,186.0,199.9499969482422,215323,2023-06-26
2023-07-03,188.8000030517578,188.8000030517578,195.9499969482422,182.89999389648438,195.9499969482422,280380,2023-07-03
2023-07-10,197.8000030517578,197.8000030517578,199.39999389648438,185.10000610351562,190.0,430800,2023-07-10
2023-07-17,188.5,188.5,204.9499969482422,187.10000610351562,199.39999389648438,263041,2023-07-17
2023-07-24,189.1999969482422,189.1999969482422,194.0,185.0,190.0,123865,2023-07-24
2023-07-31,197.1999969482422,197.1999969482422,207.89999389648438,189.10000610351562,191.0,351130,2023-07-31
2023-08-07,192.1999969482422,192.1999969482422,210.0,190.4499969482422,200.39999389648438,333129,2023-08-07
2023-08-14,184.60000610351562,184.60000610351562,192.0,178.0,190.0,279500,2023-08-14
2023-08-21,179.39999389648438,179.39999389648438,187.3000030517578,176.0,184.60000610351562,200559,2023-08-21
2023-08-28,183.75,183.75,184.8000030517578,175.10000610351562,181.0,140305,2023-08-28
2023-09-04,179.6999969482422,179.6999969482422,184.6999969482422,175.5,178.25,287508,2023-09-04
2023-09-11,190.14999389648438,190.14999389648438,204.0,179.25,182.4499969482422,440881,2023-09-11
2023-09-18,193.8000030517578,193.8000030517578,194.89999389648438,186.10000610351562,192.6999969482422,164685,2023-09-18
2023-09-25,201.0500030517578,201.0500030517578,224.25,198.0,203.0,1238116,2023-09-25
2023-10-02,231.5,231.5,234.4499969482422,200.85000610351562,201.0500030517578,1523991,2023-10-02
2023-10-09,230.35000610351562,230.35000610351562,245.39999389648438,221.89999389648438,225.0,1176111,2023-10-09
2023-10-16,233.10000610351562,233.10000610351562,247.89999389648438,225.0,232.10000610351562,977057,2023-10-16
2023-10-23,235.9499969482422,235.9499969482422,237.60000610351562,213.39999389648438,234.9499969482422,666150,2023-10-23
2023-10-30,259.3500061035156,259.3500061035156,264.6000061035156,232.14999389648438,235.0500030517578,1451957,2023-10-30
2023-11-06,254.1999969482422,254.1999969482422,267.45001220703125,248.10000610351562,261.3500061035156,330409,2023-11-06
2023-11-13,272.1499938964844,272.1499938964844,276.8999938964844,252.0500030517578,260.0,561834,2023-11-13
2023-11-20,308.8999938964844,308.8999938964844,315.0,267.75,276.0,928511,2023-11-20
2023-11-27,288.6000061035156,288.6000061035156,311.54998779296875,281.54998779296875,308.8999938964844,419199,2023-11-27
2023-12-04,308.45001220703125,308.45001220703125,319.20001220703125,291.6499938964844,304.20001220703125,627833,2023-12-04
2023-12-11,290.79998779296875,290.79998779296875,315.70001220703125,282.54998779296875,315.70001220703125,347586,2023-12-11
2023-12-18,374.20001220703125,374.20001220703125,384.95001220703125,290.79998779296875,292.0,1799763,2023-12-18
2023-12-25,364.3500061035156,364.3500061035156,391.5,352.1000061035156,374.20001220703125,610001,2023-12-25
2024-01-01,359.3500061035156,359.3500061035156,370.0,357.0,365.0,229507,2024-01-01
2024-01-08,378.6000061035156,378.6000061035156,413.3999938964844,371.0,391.0,832363,2024-01-08
2024-01-15,363.95001220703125,363.95001220703125,380.6000061035156,340.0,375.5,350485,2024-01-15
2024-01-22,344.25,344.25,367.0,340.0,363.95001220703125,154194,2024-01-22
2024-01-29,368.75,368.75,372.95001220703125,340.0,357.0,334926,2024-01-29
2024-02-05,380.25,380.25,394.45001220703125,364.6499938964844,371.0,484266,2024-02-05
2024-02-12,353.25,353.25,394.95001220703125,337.5,388.95001220703125,486777,2024-02-12
2024-02-19,347.29998779296875,347.29998779296875,362.6499938964844,330.1499938964844,350.04998779296875,404240,2024-02-19
2024-02-26,330.25,330.25,370.04998779296875,319.75,354.0,324883,2024-02-26
2024-03-04,300.25,300.25,333.0,298.0,330.95001220703125,340050,2024-03-04
2024-03-11,312.3500061035156,312.3500061035156,327.70001220703125,271.5,302.0,727932,2024-03-11
2024-03-18,320.6000061035156,320.6000061035156,325.0,298.0,312.3500061035156,317945,2024-03-18
2024-03-25,370.6499938964844,370.6499938964844,395.0,316.95001220703125,320.6000061035156,847996,2024-03-25
2024-04-01,452.29998779296875,452.29998779296875,469.95001220703125,365.54998779296875,370.6499938964844,2255181,2024-04-01
2024-04-08,430.0,430.0,464.95001220703125,417.20001220703125,457.75,470392,2024-04-08
2024-04-15,455.79998779296875,455.79998779296875,475.75,407.54998779296875,418.04998779296875,941535,2024-04-15
2024-04-22,443.3500061035156,443.3500061035156,469.6000061035156,432.0,459.3999938964844,348454,2024-04-22
2024-04-29,443.79998779296875,443.79998779296875,465.5,435.0,454.95001220703125,177246,2024-04-29
2024-05-06,433.25,433.25,452.95001220703125,400.75,452.95001220703125,143322,2024-05-06
2024-05-13,430.29998779296875,430.29998779296875,454.8999938964844,412.0,433.25,122886,2024-05-13
2024-05-20,409.75,409.75,444.0,408.0,430.29998779296875,169938,2024-05-20
2024-05-27,409.20001220703125,409.20001220703125,422.0,380.0,415.0,241981,2024-05-27
2024-06-03,399.6000061035156,399.6000061035156,429.6499938964844,381.5,428.79998779296875,277072,2024-06-03
2024-06-10,429.1499938964844,429.1499938964844,433.3500061035156,395.1000061035156,399.0,241349,2024-06-10
2024-06-17,442.1499938964844,442.1499938964844,465.0,435.54998779296875,445.0,422627,2024-06-17
2024-06-24,424.29998779296875,424.29998779296875,454.5,410.0,442.1499938964844,235510,2024-06-24
2024-07-01,429.54998779296875,429.54998779296875,442.5,397.5,424.29998779296875,248695,2024-07-01
2024-07-08,437.45001220703125,437.45001220703125,455.0,418.1000061035156,439.45001220703125,290492,2024-07-08
2024-07-15,413.54998779296875,413.54998779296875,450.0,409.95001220703125,450.0,131803,2024-07-15
2024-07-22,429.54998779296875,429.54998779296875,441.95001220703125,402.0,407.04998779296875,256131,2024-07-22
2024-07-29,419.70001220703125,419.70001220703125,437.8999938964844,410.79998779296875,428.0,154077,2024-07-29
2024-08-05,394.70001220703125,394.70001220703125,416.29998779296875,389.54998779296875,410.0,193291,2024-08-05
2024-08-12,364.04998779296875,364.04998779296875,413.5,360.04998779296875,389.95001220703125,290406,2024-08-12
2024-08-19,350.6000061035156,350.6000061035156,375.8500061035156,343.3500061035156,360.0,338049,2024-08-19
2024-08-26,352.8500061035156,352.8500061035156,368.5,342.6000061035156,354.0,266908,2024-08-26
2024-09-02,414.29998779296875,414.29998779296875,426.1499938964844,345.1000061035156,353.04998779296875,960830,2024-09-02
2024-09-09,400.1000061035156,400.1000061035156,419.0,396.1000061035156,409.0,345204,2024-09-09
2024-09-16,372.1000061035156,372.1000061035156,416.8999938964844,368.5,401.0,632147,2024-09-16
2024-09-23,372.6499938964844,372.6499938964844,387.45001220703125,367.6000061035156,376.0,284677,2024-09-23
2024-09-30,383.04998779296875,383.04998779296875,402.79998779296875,357.1499938964844,366.0,816102,2024-09-30
2024-10-07,409.6499938964844,409.6499938964844,413.8999938964844,368.54998779296875,390.0,476867,2024-10-07
2024-10-14,383.6499938964844,383.6499938964844,419.8999938964844,380.1000061035156,408.95001220703125,314830,2024-10-14
2024-10-21,352.6499938964844,352.6499938964844,385.3500061035156,350.0,384.0,219627,2024-10-21
2024-10-28,353.0,353.0,356.3999938964844,326.70001220703125,353.3500061035156,150839,2024-10-28
2024-11-04,422.3500061035156,422.3500061035156,447.8999938964844,308.25,330.0,2810839,2024-11-04
2024-11-11,348.45001220703125,348.45001220703125,418.0,345.0,410.0,607781,2024-11-11
2024-11-18,346.79998779296875,346.79998779296875,393.8999938964844,322.3999938964844,349.0,734780,2024-11-18
2024-11-25,360.3500061035156,360.3500061035156,380.0,341.1000061035156,356.0,524357,2024-11-25
2024-12-02,370.54998779296875,370.54998779296875,397.6499938964844,348.0,355.0,727359,2024-12-02
2024-12-09,360.70001220703125,360.70001220703125,384.5,355.70001220703125,370.54998779296875,412410,2024-12-09
2024-12-16,337.0,337.0,367.3999938964844,332.95001220703125,347.04998779296875,356211,2024-12-16
2024-12-23,326.5,326.5,348.0,323.79998779296875,348.0,138974,2024-12-23
2024-12-30,336.04998779296875,336.04998779296875,339.8999938964844,310.25,326.5,376424,2024-12-30
2025-01-06,300.20001220703125,300.20001220703125,340.45001220703125,295.0,336.04998779296875,253403,2025-01-06
2025-01-13,305.54998779296875,305.54998779296875,312.3500061035156,283.0,300.20001220703125,189956,2025-01-13
2025-01-20,300.54998779296875,300.54998779296875,329.8999938964844,300.0,306.8999938964844,151249,2025-01-20
2025-01-27,278.8999938964844,278.8999938964844,305.70001220703125,252.25,296.04998779296875,514971,2025-01-27
2025-02-03,283.75,283.75,297.95001220703125,270.0,282.0,169641,2025-02-03
2025-02-10,226.3000030517578,226.3000030517578,289.70001220703125,219.0,275.29998779296875,237095,2025-02-10
2025-02-17,180.4499969482422,180.4499969482422,211.9499969482422,173.89999389648438,210.25,719562,2025-02-17
2025-02-24,161.5,161.5,183.39999389648438,157.64999389648438,180.0,143202,2025-02-24
2025-03-03,161.02999877929688,161.02999877929688,163.0,143.10000610351562,161.5,222644,2025-03-03
2025-03-10,141.75999450683594,141.75999450683594,164.9499969482422,141.0,161.0,533429,2025-03-10
2025-03-17,151.1699981689453,151.1699981689453,151.1699981689453,131.0,144.89999389648438,147584,2025-03-17
2025-03-24,163.24000549316406,163.24000549316406,169.97999572753906,158.72000122070312,158.72000122070312,166651,2025-03-24
2025-03-31,162.5,162.5,165.39999389648438,160.72000122070312,163.24000549316406,29994,2025-03-31
2025-04-07,156.05999755859375,156.05999755859375,159.25,152.92999267578125,159.25,26972,2025-04-07
2025-04-14,165.60000610351562,165.60000610351562,165.60000610351562,156.10000610351562,159.17999267578125,22011,2025-04-14
2025-04-21,175.63999938964844,175.63999938964844,179.22999572753906,168.89999389648438,168.91000366210938,44124,2025-04-21
2025-04-28,166.00999450683594,166.00999450683594,172.25,166.0,172.1199951171875,16492,2025-04-28
2025-05-05,154.91000366210938,154.91000366210938,170.0,142.00999450683594,166.00999450683594,86599,2025-05-05
2025-05-12,192.02999877929688,192.02999877929688,192.02999877929688,162.64999389648438,162.64999389648438,89941,2025-05-12
2025-05-19,186.33999633789062,186.33999633789062,198.0,186.33999633789062,194.9499969482422,38051,2025-05-19
2025-05-26,168.4199981689453,168.4199981689453,182.61000061035156,168.4199981689453,182.61000061035156,31863,2025-05-26
2025-06-02,161.0,161.0,168.0,157.0,165.0500030517578,73646,2025-06-02
2025-06-09,177.74000549316406,177.74000549316406,177.74000549316406,164.22000122070312,164.22000122070312,84507,2025-06-09
2025-06-16,166.3000030517578,166.3000030517578,180.83999633789062,165.6999969482422,178.6199951171875,41232,2025-06-16
2025-06-23,180.0500030517578,180.0500030517578,186.0,163.97999572753906,164.0,85208,2025-06-23
2025-06-30,211.47000122070312,211.47000122070312,211.47000122070312,172.6999969482422,182.0,96897,2025-06-30
2025-07-07,229.4199981689453,229.4199981689453,255.8699951171875,215.14999389648438,232.5,1420574,2025-07-07
2025-07-14,203.74000549316406,203.74000549316406,233.89999389648438,198.6999969482422,233.89999389648438,232555,2025-07-14
