Date,Adj Close_UNITEDPOLY.NS,Close_UNITEDPOLY.NS,High_UNITEDPOLY.NS,Low_UNITEDPOLY.NS,Open_UNITEDPOLY.NS,Volume_UNITEDPOLY.NS,Date
2020-07-13,0.37333300709724426,0.37333300709724426,0.37333300709724426,0.3566659986972809,0.3716660141944885,1440000,2020-07-13
2020-07-20,0.3400000035762787,0.3400000035762787,0.3916659951210022,0.3400000035762787,0.37333300709724426,450000,2020-07-20
2020-07-27,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0,2020-07-27
2020-08-03,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0,2020-08-03
2020-08-10,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0,2020-08-10
2020-08-17,0.33833301067352295,0.33833301067352295,0.3400000035762787,0.33833301067352295,0.3400000035762787,90000,2020-08-17
2020-08-24,0.33833301067352295,0.33833301067352295,0.33833301067352295,0.33833301067352295,0.33833301067352295,180000,2020-08-24
2020-08-31,0.35499998927116394,0.35499998927116394,0.35499998927116394,0.33833301067352295,0.33833301067352295,90000,2020-08-31
2020-09-07,0.4083330035209656,0.4083330035209656,0.4083330035209656,0.35499998927116394,0.35499998927116394,270000,2020-09-07
2020-09-14,0.4483329951763153,0.4483329951763153,0.4483329951763153,0.4083330035209656,0.4083330035209656,24660000,2020-09-14
2020-09-21,0.4483329951763153,0.4483329951763153,0.4483329951763153,0.4483329951763153,0.4483329951763153,0,2020-09-21
2020-09-28,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4483329951763153,0.4483329951763153,3150000,2020-09-28
2020-10-05,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0,2020-10-05
2020-10-12,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0,2020-10-12
2020-10-19,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0,2020-10-19
2020-10-26,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0,2020-10-26
2020-11-02,0.49333301186561584,0.49333301186561584,0.49333301186561584,0.4699999988079071,0.4699999988079071,15660000,2020-11-02
2020-11-09,0.49333301186561584,0.49333301186561584,0.49333301186561584,0.49333301186561584,0.49333301186561584,0,2020-11-09
2020-11-16,0.49333301186561584,0.49333301186561584,0.49333301186561584,0.49333301186561584,0.49333301186561584,0,2020-11-16
2020-11-23,0.5416659712791443,0.5416659712791443,0.5416659712791443,0.49333301186561584,0.49333301186561584,53100000,2020-11-23
2020-11-30,0.5416659712791443,0.5416659712791443,0.5416659712791443,0.5416659712791443,0.5416659712791443,0,2020-11-30
2020-12-07,0.5416659712791443,0.5416659712791443,0.5416659712791443,0.5416659712791443,0.5416659712791443,0,2020-12-07
