Date,Adj Close_GHCL.NS,Close_GHCL.NS,High_GHCL.NS,Low_GHCL.NS,Open_GHCL.NS,Volume_GHCL.NS,Date
2020-11-09,155.01051330566406,170.0500030517578,171.0,148.5,153.0,1178343,2020-11-09
2020-11-16,150.0425262451172,164.60000610351562,170.10000610351562,158.3000030517578,167.9499969482422,1210048,2020-11-16
2020-11-23,154.91934204101562,169.9499969482422,175.25,161.5500030517578,165.85000610351562,1426809,2020-11-23
2020-11-30,186.50485229492188,204.60000610351562,214.39999389648438,169.9499969482422,169.9499969482422,5641403,2020-11-30
2020-12-07,176.56886291503906,193.6999969482422,208.1999969482422,193.0,200.0,1857185,2020-12-07
2020-12-14,181.12664794921875,198.6999969482422,206.6999969482422,193.10000610351562,196.0,1773140,2020-12-14
2020-12-21,181.94705200195312,199.60000610351562,203.8000030517578,177.10000610351562,199.5500030517578,883427,2020-12-21
2020-12-28,193.34153747558594,212.10000610351562,213.5,199.6999969482422,202.9499969482422,2263593,2020-12-28
2021-01-04,196.07620239257812,215.10000610351562,219.0,207.0500030517578,214.0,1657993,2021-01-04
2021-01-11,191.60955810546875,210.1999969482422,218.0,209.39999389648438,218.0,1153961,2021-01-11
2021-01-18,192.88575744628906,211.60000610351562,219.0,203.25,209.0,1216098,2021-01-18
2021-01-25,186.1402130126953,204.1999969482422,224.0,202.4499969482422,212.5,2912017,2021-01-25
2021-02-01,191.29052734375,209.85000610351562,216.35000610351562,197.5500030517578,208.3000030517578,1230116,2021-02-01
2021-02-08,189.14837646484375,207.5,215.6999969482422,206.25,215.6999969482422,878223,2021-02-08
2021-02-15,199.22108459472656,218.5500030517578,220.8000030517578,206.4499969482422,207.60000610351562,1638775,2021-02-15
2021-02-22,195.98504638671875,215.0,222.0,210.35000610351562,218.0,1067363,2021-02-22
2021-03-01,224.06106567382812,245.8000030517578,258.0,217.0,220.0,3296794,2021-03-01
2021-03-08,221.55426025390625,243.0500030517578,249.9499969482422,232.0,246.0,1127986,2021-03-08
2021-03-15,210.66116333007812,231.10000610351562,248.0,220.35000610351562,243.39999389648438,979993,2021-03-15
2021-03-22,198.8564453125,218.14999389648438,233.9499969482422,215.5500030517578,232.3000030517578,659051,2021-03-22
2021-03-29,209.2938232421875,229.60000610351562,233.10000610351562,217.35000610351562,218.14999389648438,457883,2021-03-29
2021-04-05,216.22164916992188,237.1999969482422,241.39999389648438,226.6999969482422,230.10000610351562,962650,2021-04-05
2021-04-12,210.79788208007812,231.25,235.9499969482422,215.0500030517578,235.9499969482422,1191074,2021-04-12
2021-04-19,210.2053680419922,230.60000610351562,232.89999389648438,220.5,231.0,588886,2021-04-19
2021-04-26,215.12777709960938,236.0,249.9499969482422,228.0,233.9499969482422,2596184,2021-04-26
2021-05-03,219.4576873779297,240.75,244.8000030517578,234.10000610351562,239.8000030517578,1277342,2021-05-03
2021-05-10,226.93246459960938,248.9499969482422,274.95001220703125,240.75,240.75,3625596,2021-05-10
2021-05-17,235.9569091796875,258.8500061035156,267.8500061035156,250.5,250.5,1332719,2021-05-17
2021-05-24,241.38064575195312,264.79998779296875,274.0,256.3999938964844,260.0,2262693,2021-05-24
2021-05-31,248.90101623535156,273.04998779296875,275.0,255.1999969482422,266.95001220703125,1314706,2021-05-31
2021-06-07,258.2900695800781,283.3500061035156,293.1000061035156,275.1000061035156,275.1000061035156,2601989,2021-06-07
2021-06-14,266.7588195800781,286.95001220703125,296.54998779296875,271.04998779296875,284.79998779296875,1682551,2021-06-14
2021-06-21,255.9750213623047,275.3500061035156,289.8999938964844,261.0,280.0,668617,2021-06-21
2021-06-28,264.34173583984375,284.3500061035156,286.25,265.5,280.0,1008173,2021-06-28
2021-07-05,271.406982421875,291.95001220703125,302.3999938964844,278.8500061035156,286.6000061035156,2796236,2021-07-05
2021-07-12,297.204345703125,319.70001220703125,321.79998779296875,286.5,294.8500061035156,3468592,2021-07-12
2021-07-19,283.21331787109375,304.6499938964844,317.3999938964844,292.45001220703125,316.0,1438579,2021-07-19
2021-07-26,346.8003234863281,373.04998779296875,398.0,305.1000061035156,306.20001220703125,8438813,2021-07-26
2021-08-02,353.95855712890625,380.75,401.6000061035156,360.5,376.45001220703125,2702736,2021-08-02
2021-08-09,333.9249267578125,359.20001220703125,384.5,333.54998779296875,383.20001220703125,1530617,2021-08-09
2021-08-16,311.0093994140625,334.54998779296875,364.0,332.25,354.1000061035156,643295,2021-08-16
2021-08-23,327.3709716796875,352.1499938964844,363.70001220703125,310.0,336.1499938964844,2182704,2021-08-23
2021-08-30,348.4737548828125,374.8500061035156,379.0,355.5,360.0,3275879,2021-08-30
2021-09-06,354.7022705078125,381.54998779296875,392.0,360.70001220703125,376.79998779296875,2737836,2021-09-06
2021-09-13,367.7171630859375,395.54998779296875,413.79998779296875,376.25,383.8999938964844,4518032,2021-09-13
2021-09-20,389.98193359375,419.5,423.8999938964844,367.04998779296875,391.0,4182439,2021-09-20
2021-09-27,417.2667236328125,448.8500061035156,455.5,421.25,425.0,5199311,2021-09-27
2021-10-04,413.12982177734375,444.3999938964844,483.0,442.04998779296875,459.0,3008679,2021-10-04
2021-10-11,426.0982360839844,458.3500061035156,474.75,435.0,447.45001220703125,1505950,2021-10-11
2021-10-18,417.9174499511719,449.54998779296875,474.5,424.3999938964844,465.3999938964844,1469140,2021-10-18
2021-10-25,392.4454345703125,422.1499938964844,453.8999938964844,405.0,450.0,1081858,2021-10-25
2021-11-01,398.25567626953125,428.3999938964844,438.20001220703125,420.1000061035156,434.0,381534,2021-11-01
2021-11-08,386.26336669921875,415.5,435.54998779296875,412.3500061035156,435.0,465244,2021-11-08
2021-11-15,358.2813720703125,385.3999938964844,420.0,378.25,417.5,781114,2021-11-15
2021-11-22,348.93853759765625,375.3500061035156,399.1000061035156,359.6499938964844,385.3999938964844,736238,2021-11-22
2021-11-29,394.7230529785156,424.6000061035156,432.0,377.3500061035156,382.0,2100243,2021-11-29
2021-12-06,377.3853759765625,405.95001220703125,434.8999938964844,390.0,430.0,1640454,2021-12-06
2021-12-13,346.8933410644531,373.1499938964844,410.1499938964844,367.29998779296875,410.1000061035156,569956,2021-12-13
2021-12-20,343.4537048339844,369.45001220703125,378.95001220703125,348.5,373.1499938964844,371386,2021-12-20
2021-12-27,350.2400207519531,376.75,381.8999938964844,364.3999938964844,370.0,325336,2021-12-27
2022-01-03,354.7487487792969,381.6000061035156,392.25,375.0,376.75,530524,2022-01-03
2022-01-10,411.08465576171875,442.20001220703125,445.0,382.0,390.0,3268479,2022-01-10
2022-01-17,405.6927490234375,436.3999938964844,457.0,430.95001220703125,442.20001220703125,1509325,2022-01-17
2022-01-24,405.97161865234375,436.70001220703125,459.8999938964844,398.6499938964844,430.04998779296875,1901442,2022-01-24
2022-01-31,442.413330078125,475.8999938964844,488.3999938964844,415.1499938964844,446.0,2551071,2022-01-31
2022-02-07,411.3170471191406,442.45001220703125,478.95001220703125,427.29998779296875,478.95001220703125,1596484,2022-02-07
2022-02-14,383.19561767578125,412.20001220703125,436.70001220703125,401.1499938964844,431.0,783541,2022-02-14
2022-02-21,386.17041015625,415.3999938964844,434.70001220703125,385.0,411.0,1302770,2022-02-21
2022-02-28,397.5584411621094,427.6499938964844,438.0,400.04998779296875,410.8999938964844,706595,2022-02-28
2022-03-07,459.1932678222656,493.95001220703125,499.8999938964844,411.0,425.0,2674635,2022-03-07
2022-03-14,494.1940002441406,531.5999755859375,553.0,500.95001220703125,508.29998779296875,4272766,2022-03-14
2022-03-21,484.89764404296875,521.5999755859375,578.25,514.4500122070312,534.7000122070312,2863128,2022-03-21
2022-03-28,536.8178100585938,577.4500122070312,584.0,510.8500061035156,522.0999755859375,3322123,2022-03-28
2022-04-04,512.22900390625,551.0,579.7999877929688,525.1500244140625,569.0,1750124,2022-04-04
2022-04-11,533.0527954101562,573.4000244140625,591.0,545.0,551.5999755859375,2322124,2022-04-11
2022-04-18,538.5841064453125,579.3499755859375,608.7999877929688,567.7000122070312,575.0,3193393,2022-04-18
2022-04-25,575.676513671875,619.25,631.25,561.7999877929688,579.3499755859375,3718724,2022-04-25
2022-05-02,553.6441650390625,595.5499877929688,682.0,592.25,635.0,7443295,2022-05-02
2022-05-09,548.2987670898438,589.7999877929688,628.0,578.75,590.0,4480933,2022-05-09
2022-05-16,595.4312744140625,640.5,651.0,576.0999755859375,600.0,4478477,2022-05-16
2022-05-23,551.3665771484375,593.0999755859375,650.0,541.2999877929688,647.5,2859002,2022-05-23
2022-05-30,595.3383178710938,640.4000244140625,682.0,601.1500244140625,604.0,3963831,2022-05-30
2022-06-06,616.7199096679688,663.4000244140625,686.9000244140625,626.25,640.2999877929688,2412477,2022-06-06
2022-06-13,548.670654296875,590.2000122070312,665.25,566.75,650.0,2460853,2022-06-13
2022-06-20,512.5542602539062,551.3499755859375,598.2000122070312,546.0999755859375,590.0999755859375,1869603,2022-06-20
2022-06-27,552.3021850585938,584.0,587.25,558.5499877929688,564.5,1520349,2022-06-27
2022-07-04,597.1294555664062,631.4000244140625,634.9000244140625,571.25,581.0,1767123,2022-07-04
2022-07-11,609.8967895507812,644.9000244140625,653.9000244140625,621.0,628.5,1185326,2022-07-11
2022-07-18,620.2523803710938,655.8499755859375,665.0,642.0,650.0,1741177,2022-07-18
2022-07-25,609.1400756835938,644.0999755859375,695.5999755859375,636.0,655.9000244140625,4579831,2022-07-25
2022-08-01,571.6422119140625,604.4500122070312,650.2000122070312,602.0499877929688,647.0,2083294,2022-08-01
2022-08-08,583.0382080078125,616.5,638.0,604.4500122070312,608.5999755859375,2100741,2022-08-08
2022-08-15,583.2273559570312,616.7000122070312,644.5999755859375,607.4000244140625,616.5,1836768,2022-08-15
2022-08-22,573.1080932617188,606.0,623.75,588.1500244140625,611.0999755859375,1730774,2022-08-22
2022-08-29,579.8226928710938,613.0999755859375,617.0,585.0,586.0,1597288,2022-08-29
2022-09-05,613.9160766601562,649.1500244140625,654.0,610.2999877929688,617.3499755859375,3250264,2022-09-05
2022-09-12,634.5328369140625,670.9500122070312,708.7999877929688,647.0,654.9500122070312,6470598,2022-09-12
2022-09-19,653.1162109375,690.5999755859375,707.5999755859375,670.0499877929688,688.9500122070312,2556251,2022-09-19
2022-09-26,614.4834594726562,649.75,690.5999755859375,625.5,690.5999755859375,1964120,2022-09-26
2022-10-03,642.2404174804688,679.0999755859375,685.9000244140625,635.0,638.0,1210444,2022-10-03
2022-10-10,630.986328125,667.2000122070312,686.9500122070312,660.0,672.0,1077092,2022-10-10
2022-10-17,620.1578369140625,655.75,696.0999755859375,645.5,667.0,1556367,2022-10-17
2022-10-24,610.9843139648438,646.0499877929688,674.0,643.0499877929688,664.0,800573,2022-10-24
2022-10-31,596.845703125,631.0999755859375,664.0,629.0999755859375,652.25,2446817,2022-10-31
2022-11-07,571.263916015625,604.0499877929688,641.7999877929688,600.0,641.7999877929688,1067097,2022-11-07
2022-11-14,544.2635498046875,575.5,606.75,568.8499755859375,598.0,1771740,2022-11-14
2022-11-21,538.2582397460938,569.1500244140625,586.0,565.0,574.9000244140625,918596,2022-11-21
2022-11-28,544.3108520507812,575.5499877929688,586.4500122070312,560.1500244140625,561.5,1331964,2022-11-28
2022-12-05,502.0843200683594,530.9000244140625,578.2999877929688,528.9500122070312,575.7999877929688,1574582,2022-12-05
2022-12-12,495.65338134765625,524.0999755859375,549.8499755859375,495.0,527.8499755859375,4582735,2022-12-12
2022-12-19,459.7632141113281,486.1499938964844,534.7999877929688,480.0,524.0999755859375,1711364,2022-12-19
2022-12-26,482.6969909667969,510.3999938964844,519.7000122070312,481.29998779296875,486.3999938964844,908462,2022-12-26
2023-01-02,498.4432678222656,527.0499877929688,544.0,512.0,513.0,1008765,2023-01-02
2023-01-09,504.87420654296875,533.8499755859375,552.2000122070312,518.0,530.0499877929688,1313307,2023-01-09
2023-01-16,480.09625244140625,507.6499938964844,547.3499755859375,505.04998779296875,535.0,979993,2023-01-16
2023-01-23,462.1748046875,488.70001220703125,512.6500244140625,485.3500061035156,508.0,579358,2023-01-23
2023-01-30,473.23974609375,500.3999938964844,514.25,464.1499938964844,488.70001220703125,2041215,2023-01-30
2023-02-06,481.467529296875,509.1000061035156,518.4500122070312,500.1000061035156,501.0,970484,2023-02-06
2023-02-13,488.5604248046875,516.5999755859375,528.7999877929688,504.3999938964844,511.6499938964844,638070,2023-02-13
2023-02-20,489.9317626953125,518.0499877929688,531.0,508.54998779296875,516.5999755859375,895923,2023-02-20
2023-02-27,488.0403137207031,516.0499877929688,528.5999755859375,505.95001220703125,519.0,941146,2023-02-27
2023-03-06,486.1961364746094,514.0999755859375,523.8499755859375,511.0,516.75,559857,2023-03-06
2023-03-13,488.1349182128906,516.1500244140625,526.0,505.04998779296875,505.04998779296875,2269972,2023-03-13
2023-03-20,491.8232116699219,520.0499877929688,526.75,499.1000061035156,516.1500244140625,2074334,2023-03-20
2023-03-27,476.2187805175781,503.54998779296875,520.0,488.0,519.1500244140625,1085994,2023-03-27
2023-04-03,488.70233154296875,516.75,551.0,484.5,516.4500122070312,1240867,2023-04-03
2023-04-10,462.6476745605469,489.20001220703125,516.75,483.6000061035156,516.75,268806,2023-04-10
2023-04-17,458.8174743652344,485.1499938964844,495.0,469.6499938964844,489.75,443748,2023-04-17
2023-04-24,458.3446044921875,484.6499938964844,505.45001220703125,479.79998779296875,499.0,789928,2023-04-24
2023-05-01,464.2080993652344,490.8500061035156,499.70001220703125,484.0,484.6499938964844,747000,2023-05-01
2023-05-08,478.7249755859375,506.20001220703125,512.0,485.04998779296875,490.8500061035156,623639,2023-05-08
2023-05-15,483.12255859375,510.8500061035156,523.2000122070312,501.0,501.0,667977,2023-05-15
2023-05-22,470.44989013671875,497.45001220703125,515.0,496.0,515.0,446219,2023-05-22
2023-05-29,460.5670471191406,487.0,501.54998779296875,481.1000061035156,499.3500061035156,806484,2023-05-29
2023-06-05,463.92437744140625,490.54998779296875,497.04998779296875,486.0,491.95001220703125,702409,2023-06-05
2023-06-12,475.4621887207031,502.75,509.0,487.20001220703125,495.0,1300299,2023-06-12
2023-06-19,479.8598327636719,507.3999938964844,527.0499877929688,498.04998779296875,510.6499938964844,1624476,2023-06-19
2023-06-26,504.2774963378906,515.25,517.2999877929688,504.5,506.8999938964844,1035645,2023-06-26
2023-07-03,525.7600708007812,537.2000122070312,549.7999877929688,506.0,520.0,1993375,2023-07-03
2023-07-10,503.2009582519531,514.1500244140625,544.5,510.25,542.1500244140625,968725,2023-07-10
2023-07-17,512.6943359375,523.8499755859375,536.4500122070312,512.25,512.25,956010,2023-07-17
2023-07-24,510.24755859375,521.3499755859375,526.4000244140625,511.5,524.9000244140625,1026286,2023-07-24
2023-07-31,533.0514526367188,544.6500244140625,556.8499755859375,522.0,522.7000122070312,1811683,2023-07-31
2023-08-07,517.5878295898438,528.8499755859375,561.4000244140625,527.0,547.7000122070312,2874594,2023-08-07
2023-08-14,503.3966369628906,514.3499755859375,534.9500122070312,510.5,528.7999877929688,1048292,2023-08-14
2023-08-21,509.9050598144531,521.0,523.5,503.70001220703125,517.9500122070312,2066689,2023-08-21
2023-08-28,594.7098388671875,607.6500244140625,630.1500244140625,516.0999755859375,518.0,8116288,2023-08-28
2023-09-04,606.5521240234375,619.75,626.4500122070312,598.0,612.5,2833669,2023-09-04
2023-09-11,634.0047607421875,647.7999877929688,652.9000244140625,615.5499877929688,626.9000244140625,3294225,2023-09-11
2023-09-18,615.654052734375,629.0499877929688,659.9000244140625,605.5499877929688,648.0,1404830,2023-09-18
2023-09-25,602.4415283203125,615.5499877929688,633.6500244140625,611.4500122070312,629.0999755859375,878939,2023-09-25
2023-10-02,607.5308227539062,620.75,622.4500122070312,605.8499755859375,615.5499877929688,696861,2023-10-02
2023-10-09,605.9649047851562,619.1500244140625,652.4000244140625,602.9500122070312,619.4500122070312,2189876,2023-10-09
2023-10-16,589.7183837890625,602.5499877929688,624.4000244140625,600.5,610.2000122070312,1051064,2023-10-16
2023-10-23,573.2272338867188,585.7000122070312,607.0499877929688,561.25,602.0,914228,2023-10-23
2023-10-30,556.0999145507812,568.2000122070312,593.4000244140625,566.5999755859375,589.7000122070312,583961,2023-10-30
2023-11-06,520.9154663085938,532.25,571.7999877929688,525.0499877929688,568.2000122070312,2774718,2023-11-06
2023-11-13,507.8008117675781,518.8499755859375,537.25,517.0,537.25,754319,2023-11-13
2023-11-20,526.7877197265625,538.25,547.9500122070312,519.9500122070312,520.0,1139693,2023-11-20
2023-11-27,542.34912109375,554.1500244140625,562.5499877929688,534.75,538.25,1337692,2023-11-27
2023-12-04,560.9445190429688,573.1500244140625,599.7000122070312,548.9500122070312,554.9000244140625,3230314,2023-12-04
2023-12-11,565.2507934570312,577.5499877929688,590.0,556.0499877929688,573.1500244140625,1491255,2023-12-11
2023-12-18,552.5765380859375,564.5999755859375,582.2000122070312,544.7999877929688,577.5999755859375,988650,2023-12-18
2023-12-25,568.6273193359375,581.0,587.0,557.2000122070312,564.5999755859375,979599,2023-12-25
2024-01-01,592.2630615234375,605.1500244140625,616.9500122070312,583.0999755859375,587.0,1578457,2024-01-01
2024-01-08,594.5140380859375,607.4500122070312,629.0,587.1500244140625,609.9000244140625,1834079,2024-01-08
2024-01-15,577.288818359375,589.8499755859375,612.3499755859375,583.0,610.0,1051895,2024-01-15
2024-01-22,570.8294067382812,583.25,592.0,566.7999877929688,589.8499755859375,375708,2024-01-22
2024-01-29,568.0890502929688,580.4500122070312,599.0,573.0999755859375,588.8499755859375,1080682,2024-01-29
2024-02-05,508.5838317871094,519.6500244140625,569.7000122070312,496.25,561.0499877929688,2322562,2024-02-05
2024-02-12,505.1583557128906,516.1500244140625,524.5999755859375,496.0,524.0,1283824,2024-02-12
2024-02-19,501.2924499511719,512.2000122070312,536.0499877929688,500.54998779296875,517.0,909957,2024-02-19
2024-02-26,497.2308044433594,508.04998779296875,519.0,504.0,512.2000122070312,1021269,2024-02-26
2024-03-04,487.7373962402344,498.3500061035156,512.9500122070312,491.0,510.3500061035156,1165900,2024-03-04
2024-03-11,440.4659423828125,450.04998779296875,502.3999938964844,445.6000061035156,499.54998779296875,1302680,2024-03-11
2024-03-18,441.8851013183594,451.5,456.45001220703125,434.95001220703125,453.70001220703125,1935274,2024-03-18
2024-03-25,433.8107604980469,443.25,455.8999938964844,440.0,451.5,1502830,2024-03-25
2024-04-01,488.61822509765625,499.25,513.7000122070312,452.04998779296875,453.0,1541796,2024-04-01
2024-04-08,492.9734802246094,503.70001220703125,513.7000122070312,485.95001220703125,504.5,943896,2024-04-08
2024-04-15,493.9521789550781,504.70001220703125,521.0,486.1000061035156,493.5,852880,2024-04-15
2024-04-22,520.1325073242188,531.4500122070312,536.75,503.5,507.1499938964844,889358,2024-04-22
2024-04-29,500.5094909667969,511.3999938964844,537.5,507.20001220703125,525.0999755859375,586467,2024-04-29
2024-05-06,478.09716796875,488.5,518.8499755859375,472.0,516.4000244140625,1144050,2024-05-06
2024-05-13,489.7926940917969,500.45001220703125,511.8500061035156,485.54998779296875,490.95001220703125,1317966,2024-05-13
2024-05-20,506.9200134277344,517.9500122070312,527.0499877929688,492.1000061035156,500.45001220703125,751447,2024-05-20
2024-05-27,493.2181396484375,503.95001220703125,519.7000122070312,492.1000061035156,512.0,871512,2024-05-27
2024-06-03,484.65447998046875,495.20001220703125,513.7000122070312,475.0,511.0,1840959,2024-06-03
2024-06-10,511.56884765625,522.7000122070312,535.25,495.20001220703125,498.1000061035156,1267939,2024-06-10
2024-06-17,549.3468017578125,561.2999877929688,567.1500244140625,516.7000122070312,522.7000122070312,2527601,2024-06-17
2024-06-24,551.5,563.5,568.7000122070312,540.0499877929688,561.0,2031717,2024-06-24
2024-07-01,558.0084228515625,570.1500244140625,580.0,550.7999877929688,554.5,1710256,2024-07-01
2024-07-08,561.9500122070312,561.9500122070312,575.7000122070312,531.5499877929688,573.0499877929688,1592377,2024-07-08
2024-07-15,525.9000244140625,525.9000244140625,564.75,525.0499877929688,561.5499877929688,633213,2024-07-15
2024-07-22,542.2999877929688,542.2999877929688,561.5,521.0,523.0,2090350,2024-07-22
2024-07-29,628.4500122070312,628.4500122070312,662.0,538.0,547.7000122070312,11066433,2024-07-29
2024-08-05,616.0499877929688,616.0499877929688,628.9500122070312,584.1500244140625,615.0,3808624,2024-08-05
2024-08-12,631.9000244140625,631.9000244140625,645.5,612.7999877929688,619.1500244140625,1822261,2024-08-12
2024-08-19,695.4500122070312,695.4500122070312,714.9500122070312,618.75,635.9000244140625,5505028,2024-08-19
2024-08-26,698.1500244140625,698.1500244140625,726.7999877929688,675.9000244140625,695.7999877929688,2824640,2024-08-26
2024-09-02,655.75,655.75,704.2000122070312,652.3499755859375,698.1500244140625,1753555,2024-09-02
2024-09-09,694.0999755859375,694.0999755859375,703.7000122070312,642.3499755859375,655.75,1186380,2024-09-09
2024-09-16,644.5499877929688,644.5499877929688,704.9000244140625,635.25,697.9500122070312,849196,2024-09-16
2024-09-23,651.0,651.0,669.5,625.0499877929688,644.25,1184147,2024-09-23
2024-09-30,663.0499877929688,663.0499877929688,690.5499877929688,644.25,651.0,1019566,2024-09-30
2024-10-07,630.4500122070312,630.4500122070312,674.9000244140625,621.9000244140625,673.0,964846,2024-10-07
2024-10-14,602.8499755859375,602.8499755859375,645.7000122070312,589.25,635.2000122070312,757069,2024-10-14
2024-10-21,543.2999877929688,543.2999877929688,609.0999755859375,537.75,605.0,842940,2024-10-21
2024-10-28,602.1500244140625,602.1500244140625,615.5,536.0999755859375,548.7999877929688,1503130,2024-10-28
2024-11-04,601.9000244140625,601.9000244140625,621.0,577.0499877929688,600.2000122070312,776029,2024-11-04
2024-11-11,574.2000122070312,574.2000122070312,606.9000244140625,560.0999755859375,605.0,498464,2024-11-11
2024-11-18,558.5999755859375,558.5999755859375,580.3499755859375,550.0,574.2000122070312,508647,2024-11-18
2024-11-25,601.5999755859375,601.5999755859375,609.0,563.0,563.0999755859375,597091,2024-11-25
2024-12-02,667.2000122070312,667.2000122070312,670.0,596.0,604.0,2211982,2024-12-02
2024-12-09,716.4000244140625,716.4000244140625,759.4000244140625,670.3499755859375,671.0499877929688,6068317,2024-12-09
2024-12-16,656.1500244140625,656.1500244140625,720.4500122070312,651.0,716.0,1133849,2024-12-16
2024-12-23,679.3499755859375,679.3499755859375,690.8499755859375,651.2000122070312,651.2000122070312,629281,2024-12-23
2024-12-30,758.5,758.5,769.9000244140625,664.9000244140625,681.4500122070312,4687268,2024-12-30
2025-01-06,681.2000122070312,681.2000122070312,768.2000122070312,675.0999755859375,762.0,1455456,2025-01-06
2025-01-13,703.2000122070312,703.2000122070312,734.9500122070312,650.5,671.0,1532033,2025-01-13
2025-01-20,708.6500244140625,708.6500244140625,743.7999877929688,688.0499877929688,716.0,1541126,2025-01-20
2025-01-27,701.5999755859375,701.5999755859375,779.0,653.0,703.0,2565399,2025-01-27
2025-02-03,696.75,696.75,714.5999755859375,643.75,694.8499755859375,1593441,2025-02-03
2025-02-10,626.0499877929688,626.0499877929688,712.5999755859375,610.0,699.9000244140625,910820,2025-02-10
2025-02-17,604.4000244140625,604.4000244140625,637.3499755859375,600.5,626.0499877929688,694061,2025-02-17
2025-02-24,578.0,578.0,636.25,550.4500122070312,600.0,824286,2025-02-24
2025-03-03,657.9000244140625,657.9000244140625,664.9000244140625,557.5999755859375,578.0,1839709,2025-03-03
2025-03-10,617.7000122070312,617.7000122070312,670.0,614.7999877929688,662.8499755859375,343040,2025-03-10
2025-03-17,633.25,633.25,636.3499755859375,595.8499755859375,617.6500244140625,422748,2025-03-17
2025-03-24,614.8499755859375,614.8499755859375,642.2999877929688,595.6500244140625,635.0,782873,2025-03-24
2025-03-31,610.0,610.0,644.6500244140625,606.2000122070312,614.8499755859375,759780,2025-03-31
2025-04-07,593.0,593.0,601.4000244140625,511.04998779296875,511.04998779296875,530013,2025-04-07
2025-04-14,615.5999755859375,615.5999755859375,626.7999877929688,593.0,593.0,281093,2025-04-14
2025-04-21,599.5,599.5,635.0,596.4000244140625,615.0,713656,2025-04-21
2025-04-28,585.0,585.0,610.9500122070312,562.0,597.0499877929688,531972,2025-04-28
2025-05-05,576.25,576.25,612.0,555.0,591.9500122070312,855140,2025-05-05
2025-05-12,617.0499877929688,617.0499877929688,618.75,585.2000122070312,590.0,572865,2025-05-12
2025-05-19,634.0999755859375,634.0999755859375,648.5,611.0999755859375,621.7999877929688,1090916,2025-05-19
2025-05-26,612.7000122070312,612.7000122070312,640.1500244140625,610.0,638.8499755859375,422219,2025-05-26
2025-06-02,627.8499755859375,627.8499755859375,633.9500122070312,602.5999755859375,612.7000122070312,799479,2025-06-02
2025-06-09,627.6500244140625,627.6500244140625,655.0,618.5,630.0,1282930,2025-06-09
2025-06-16,572.0,572.0,630.7999877929688,568.0,627.0,934950,2025-06-16
2025-06-23,611.5499877929688,611.5499877929688,618.4000244140625,569.1500244140625,572.0,700271,2025-06-23
2025-06-30,617.7000122070312,617.7000122070312,626.0,606.0499877929688,612.8499755859375,354412,2025-06-30
2025-07-07,606.9500122070312,606.9500122070312,622.9000244140625,600.8499755859375,620.7999877929688,438677,2025-07-07
2025-07-14,623.7999877929688,623.7999877929688,628.0,603.0,611.9000244140625,357644,2025-07-14
