Date,Adj Close_DRREDDY.NS,Close_DRREDDY.NS,High_DRREDDY.NS,Low_DRREDDY.NS,Open_DRREDDY.NS,Volume_DRREDDY.NS,Date
2020-07-13,804.833251953125,823.75,832.5900268554688,792.2000122070312,797.7999877929688,16819170,2020-07-13
2020-07-20,799.634521484375,813.1900024414062,835.97998046875,801.2100219726562,827.8699951171875,19594180,2020-07-20
2020-07-27,889.1372680664062,904.2100219726562,912.0,792.5900268554688,817.0,69651095,2020-07-27
2020-08-03,899.452392578125,914.7000122070312,941.4000244140625,898.030029296875,904.2100219726562,38489755,2020-08-03
2020-08-10,888.812744140625,903.8800048828125,951.719970703125,894.0,921.0,30812535,2020-08-10
2020-08-17,882.9815673828125,897.9500122070312,914.0,892.219970703125,903.8900146484375,17148905,2020-08-17
2020-08-24,860.2764892578125,874.8599853515625,901.4199829101562,872.1599731445312,897.9500122070312,20479540,2020-08-24
2020-08-31,850.0891723632812,864.5,896.6900024414062,843.3300170898438,875.0,24491780,2020-08-31
2020-09-07,865.6455078125,880.3200073242188,896.2999877929688,859.0499877929688,868.8300170898438,28477745,2020-09-07
2020-09-14,1048.88916015625,1066.6700439453125,1099.3900146484375,867.2000122070312,884.72998046875,182430785,2020-09-14
2020-09-21,1005.3964233398438,1022.4400024414062,1102.530029296875,1000.5,1066.6700439453125,170861320,2020-09-21
2020-09-28,1005.3668823242188,1022.4099731445312,1063.5999755859375,1013.280029296875,1039.989990234375,57997750,2020-09-28
2020-10-05,1013.42041015625,1030.5999755859375,1051.5999755859375,1011.2000122070312,1034.0,48323145,2020-10-05
2020-10-12,999.1719360351562,1016.1099853515625,1064.56005859375,1004.0,1031.6199951171875,54779100,2020-10-12
2020-10-19,986.919677734375,1003.6500244140625,1043.0,966.2000122070312,1042.199951171875,59339820,2020-10-19
2020-10-26,961.4317016601562,977.72998046875,1030.0,974.030029296875,1001.5999755859375,52267105,2020-10-26
2020-11-02,964.2440795898438,980.5900268554688,999.8599853515625,964.1599731445312,979.2000122070312,31388905,2020-11-02
2020-11-09,958.1669921875,974.4099731445312,990.7999877929688,935.8800048828125,985.0,42111405,2020-11-09
2020-11-16,918.6174926757812,934.1900024414062,975.969970703125,931.260009765625,971.3800048828125,26527485,2020-11-16
2020-11-23,949.690673828125,965.7899780273438,1003.4000244140625,934.219970703125,937.0,52024950,2020-11-23
2020-11-30,965.3453979492188,981.7100219726562,992.1099853515625,961.2000122070312,965.7899780273438,23876085,2020-11-30
2020-12-07,986.6640014648438,1003.3900146484375,1020.0,981.02001953125,986.0,34016800,2020-12-07
2020-12-14,1028.31787109375,1045.75,1052.5699462890625,990.4000244140625,990.4000244140625,40434595,2020-12-14
2020-12-21,1023.0177001953125,1040.3599853515625,1054.8399658203125,987.27001953125,1048.5999755859375,24265935,2020-12-21
2020-12-28,1030.7958984375,1048.27001953125,1053.800048828125,1028.5,1045.6300048828125,17795780,2020-12-28
2021-01-04,1049.852783203125,1067.6500244140625,1072.0,1045.199951171875,1052.0,18720130,2021-01-04
2021-01-11,1025.1810302734375,1042.56005859375,1088.699951171875,1039.1199951171875,1068.800048828125,16889620,2021-01-11
