Date,Adj Close_KIMS.NS,Close_KIMS.NS,High_KIMS.NS,Low_KIMS.NS,Open_KIMS.NS,Volume_KIMS.NS,Date
2021-06-28,203.64999389648438,203.64999389648438,211.8000030517578,187.50999450683594,201.8000030517578,92491265,2021-06-28
2021-07-05,224.47000122070312,224.47000122070312,230.47999572753906,203.0,205.64999389648438,28870375,2021-07-05
2021-07-12,256.29998779296875,256.29998779296875,265.0,225.00999450683594,226.47999572753906,19574955,2021-07-12
2021-07-19,243.44000244140625,243.44000244140625,263.79998779296875,240.66000366210938,253.60000610351562,6746550,2021-07-19
2021-07-26,241.08999633789062,241.08999633789062,249.39999389648438,229.33999633789062,243.0,17819635,2021-07-26
2021-08-02,245.6199951171875,245.6199951171875,265.6000061035156,240.0,241.60000610351562,10869600,2021-08-02
2021-08-09,255.25999450683594,255.25999450683594,263.79998779296875,196.1999969482422,246.85000610351562,22873090,2021-08-09
2021-08-16,258.3599853515625,258.3599853515625,279.5,241.5,256.7900085449219,18548060,2021-08-16
2021-08-23,255.39999389648438,255.39999389648438,267.0199890136719,244.14999389648438,260.9800109863281,6955445,2021-08-23
2021-08-30,247.80999755859375,247.80999755859375,262.8900146484375,247.39999389648438,256.4800109863281,5554330,2021-08-30
2021-09-06,249.9499969482422,249.9499969482422,259.7699890136719,244.63999938964844,248.39999389648438,4261940,2021-09-06
2021-09-13,246.0500030517578,246.0500030517578,257.4700012207031,244.69000244140625,251.36000061035156,2666805,2021-09-13
2021-09-20,244.77000427246094,244.77000427246094,252.0,241.0,245.8000030517578,2781060,2021-09-20
2021-09-27,242.39999389648438,242.39999389648438,250.9499969482422,241.0,246.02000427246094,1994225,2021-09-27
2021-10-04,235.10000610351562,235.10000610351562,249.11000061035156,234.39999389648438,244.6199951171875,2744885,2021-10-04
2021-10-11,232.85000610351562,232.85000610351562,248.8000030517578,227.39999389648438,235.8000030517578,4263730,2021-10-11
2021-10-18,222.38999938964844,222.38999938964844,236.88999938964844,217.60000610351562,234.8000030517578,6207750,2021-10-18
2021-10-25,223.11000061035156,223.11000061035156,232.97999572753906,214.0,223.0,4304240,2021-10-25
2021-11-01,232.0500030517578,232.0500030517578,234.8000030517578,219.86000061035156,226.4600067138672,1397505,2021-11-01
2021-11-08,240.2100067138672,240.2100067138672,245.2899932861328,200.0,234.0,3712545,2021-11-08
2021-11-15,251.5500030517578,251.5500030517578,253.97000122070312,235.0,240.0,4623715,2021-11-15
2021-11-22,246.55999755859375,246.55999755859375,263.44000244140625,225.0,255.88999938964844,5357705,2021-11-22
2021-11-29,267.8900146484375,267.8900146484375,271.0199890136719,234.41000366210938,246.24000549316406,13698760,2021-11-29
2021-12-06,274.4200134277344,274.4200134277344,287.57000732421875,261.3999938964844,269.0,7589285,2021-12-06
2021-12-13,265.3800048828125,265.3800048828125,279.5400085449219,255.0,276.3999938964844,2229870,2021-12-13
2021-12-20,270.04998779296875,270.04998779296875,271.989990234375,250.99000549316406,260.3999938964844,2107515,2021-12-20
2021-12-27,285.1300048828125,285.1300048828125,298.989990234375,263.5400085449219,268.20001220703125,3994085,2021-12-27
2022-01-03,284.8800048828125,284.8800048828125,313.0,282.6000061035156,289.79998779296875,4202730,2022-01-03
2022-01-10,288.4200134277344,288.4200134277344,295.0,280.989990234375,284.8800048828125,2246065,2022-01-10
2022-01-17,280.6199951171875,280.6199951171875,297.0,277.989990234375,295.0,1726150,2022-01-17
2022-01-24,274.80999755859375,274.80999755859375,289.6199951171875,261.92999267578125,280.6199951171875,3310680,2022-01-24
2022-01-31,270.0299987792969,270.0299987792969,279.6000061035156,267.4800109863281,277.7200012207031,3477655,2022-01-31
2022-02-07,274.2799987792969,274.2799987792969,278.760009765625,255.05999755859375,270.1000061035156,4176255,2022-02-07
2022-02-14,262.0400085449219,262.0400085449219,273.05999755859375,256.7300109863281,273.05999755859375,2250700,2022-02-14
2022-02-21,235.0500030517578,235.0500030517578,264.79998779296875,231.72999572753906,264.79998779296875,4663590,2022-02-21
2022-02-28,259.54998779296875,259.54998779296875,260.0,234.0,235.39999389648438,5880610,2022-02-28
2022-03-07,276.8800048828125,276.8800048828125,285.2099914550781,251.58999633789062,259.54998779296875,2491815,2022-03-07
2022-03-14,263.3399963378906,263.3399963378906,279.5899963378906,253.05999755859375,278.3999938964844,5451115,2022-03-14
2022-03-21,268.94000244140625,268.94000244140625,271.9800109863281,265.0,265.0,950130,2022-03-21
2022-03-28,277.4599914550781,277.4599914550781,284.9599914550781,263.32000732421875,268.0,2202965,2022-03-28
2022-04-04,286.32000732421875,286.32000732421875,291.0,273.79998779296875,277.4599914550781,1315220,2022-04-04
2022-04-11,284.3800048828125,284.3800048828125,297.3999938964844,280.2099914550781,286.32000732421875,1196195,2022-04-11
2022-04-18,274.0400085449219,274.0400085449219,285.79998779296875,270.0,282.0,1838345,2022-04-18
2022-04-25,267.989990234375,267.989990234375,273.95001220703125,257.010009765625,272.0,3186040,2022-04-25
2022-05-02,250.9499969482422,250.9499969482422,269.57000732421875,246.7899932861328,266.0,1838865,2022-05-02
2022-05-09,249.7899932861328,249.7899932861328,260.989990234375,240.39999389648438,241.39999389648438,2505645,2022-05-09
2022-05-16,252.33999633789062,252.33999633789062,261.8800048828125,244.44000244140625,249.7899932861328,2306155,2022-05-16
2022-05-23,249.89999389648438,249.89999389648438,263.7699890136719,248.32000732421875,254.39999389648438,3355975,2022-05-23
2022-05-30,250.41000366210938,250.41000366210938,272.0,250.0,250.0,3563380,2022-05-30
2022-06-06,246.10000610351562,246.10000610351562,253.5800018310547,244.3699951171875,250.0,1589965,2022-06-06
2022-06-13,235.6699981689453,235.6699981689453,246.47000122070312,232.1300048828125,246.0,876310,2022-06-13
2022-06-20,232.6199951171875,232.6199951171875,238.75999450683594,222.64999389648438,238.75999450683594,1970590,2022-06-20
2022-06-27,242.1999969482422,242.1999969482422,246.69000244140625,227.1999969482422,233.0,2092255,2022-06-27
2022-07-04,241.0,241.0,250.0,236.0,250.0,1508960,2022-07-04
2022-07-11,238.22000122070312,238.22000122070312,244.0,236.58999633789062,244.0,924895,2022-07-11
2022-07-18,239.5399932861328,239.5399932861328,248.6199951171875,237.60000610351562,239.0,326835,2022-07-18
2022-07-25,248.38999938964844,248.38999938964844,249.02999877929688,237.63999938964844,240.77999877929688,409270,2022-07-25
2022-08-01,247.0,247.0,254.75,240.0,250.0,685100,2022-08-01
2022-08-08,252.47999572753906,252.47999572753906,259.5899963378906,236.60000610351562,247.0,1223080,2022-08-08
2022-08-15,243.86000061035156,243.86000061035156,252.47999572753906,242.8000030517578,252.47999572753906,447640,2022-08-15
2022-08-22,241.75999450683594,241.75999450683594,248.7899932861328,237.8000030517578,241.1999969482422,499970,2022-08-22
2022-08-29,252.52999877929688,252.52999877929688,258.0,236.2100067138672,240.0,10506395,2022-08-29
2022-09-05,256.32000732421875,256.32000732421875,260.0,252.1999969482422,254.2899932861328,1073130,2022-09-05
2022-09-12,244.64999389648438,244.64999389648438,258.9800109863281,240.10000610351562,258.9800109863281,4223705,2022-09-12
2022-09-19,272.010009765625,272.010009765625,278.989990234375,242.0,242.8000030517578,7238455,2022-09-19
2022-09-26,302.7900085449219,302.7900085449219,314.7799987792969,258.989990234375,272.0,4667035,2022-09-26
2022-10-03,288.0,288.0,305.0,286.0,301.6000061035156,2841510,2022-10-03
2022-10-10,290.8299865722656,290.8299865722656,301.6000061035156,280.0,289.9100036621094,1832035,2022-10-10
2022-10-17,281.6199951171875,281.6199951171875,298.7900085449219,280.3999938964844,291.3900146484375,1077615,2022-10-17
2022-10-24,291.510009765625,291.510009765625,293.79998779296875,280.4700012207031,281.6000061035156,357235,2022-10-24
2022-10-31,291.760009765625,291.760009765625,307.3500061035156,289.0299987792969,292.0,2973745,2022-10-31
2022-11-07,289.54998779296875,289.54998779296875,300.3999938964844,286.3999938964844,298.7900085449219,629555,2022-11-07
2022-11-14,309.6300048828125,309.6300048828125,333.67999267578125,288.4100036621094,291.2099914550781,8874080,2022-11-14
2022-11-21,294.739990234375,294.739990234375,318.19000244140625,291.80999755859375,311.989990234375,2034420,2022-11-21
2022-11-28,299.8999938964844,299.8999938964844,305.79998779296875,290.489990234375,294.79998779296875,1821305,2022-11-28
2022-12-05,290.5199890136719,290.5199890136719,306.0199890136719,289.0,303.6000061035156,850720,2022-12-05
2022-12-12,290.3599853515625,290.3599853515625,305.6199951171875,278.0,292.5199890136719,1587250,2022-12-12
2022-12-19,294.7900085449219,294.7900085449219,305.0,290.0199890136719,290.3599853515625,1065095,2022-12-19
2022-12-26,309.4599914550781,309.4599914550781,310.0,291.8399963378906,294.7799987792969,907085,2022-12-26
2023-01-02,299.9700012207031,299.9700012207031,311.989990234375,298.010009765625,309.0,616325,2023-01-02
2023-01-09,300.1700134277344,300.1700134277344,308.6099853515625,299.2900085449219,299.9700012207031,407815,2023-01-09
2023-01-16,297.1499938964844,297.1499938964844,302.989990234375,293.80999755859375,301.57000732421875,249480,2023-01-16
2023-01-23,286.989990234375,286.989990234375,297.3299865722656,284.2200012207031,297.2200012207031,882955,2023-01-23
2023-01-30,288.239990234375,288.239990234375,303.75,280.0,280.0,1076425,2023-01-30
2023-02-06,293.739990234375,293.739990234375,300.0,286.9800109863281,288.239990234375,395555,2023-02-06
2023-02-13,280.239990234375,280.239990234375,293.4800109863281,278.79998779296875,292.0,1962500,2023-02-13
2023-02-20,268.4700012207031,268.4700012207031,283.760009765625,266.6000061035156,279.0,1573900,2023-02-20
2023-02-27,268.57000732421875,268.57000732421875,271.989990234375,262.2200012207031,267.0,760260,2023-02-27
2023-03-06,280.30999755859375,280.30999755859375,289.82000732421875,266.0,269.9700012207031,870685,2023-03-06
2023-03-13,270.05999755859375,270.05999755859375,284.1700134277344,266.010009765625,277.989990234375,1159420,2023-03-13
2023-03-20,265.9800109863281,265.9800109863281,274.0,256.3999938964844,264.0,8076790,2023-03-20
2023-03-27,280.2900085449219,280.2900085449219,283.9800109863281,266.0199890136719,268.0,1951815,2023-03-27
2023-04-03,288.17999267578125,288.17999267578125,289.8299865722656,275.82000732421875,279.9800109863281,1237680,2023-04-03
2023-04-10,296.7900085449219,296.7900085449219,299.69000244140625,281.6099853515625,288.17999267578125,925900,2023-04-10
2023-04-17,299.45001220703125,299.45001220703125,303.6000061035156,294.8800048828125,298.54998779296875,524505,2023-04-17
2023-04-24,302.1099853515625,302.1099853515625,307.8999938964844,292.3999938964844,298.80999755859375,694505,2023-04-24
2023-05-01,299.9800109863281,299.9800109863281,304.7900085449219,295.6000061035156,302.1099853515625,296505,2023-05-01
2023-05-08,298.1000061035156,298.1000061035156,304.0,291.4100036621094,299.9800109863281,897505,2023-05-08
2023-05-15,307.44000244140625,307.44000244140625,313.0,298.7900085449219,299.7900085449219,1754900,2023-05-15
2023-05-22,320.7900085449219,320.7900085449219,330.0,303.42999267578125,304.6400146484375,3049950,2023-05-22
2023-05-29,312.1000061035156,312.1000061035156,328.6600036621094,308.5899963378906,328.6000061035156,14713535,2023-05-29
2023-06-05,317.7799987792969,317.7799987792969,325.0,303.7900085449219,312.20001220703125,1153790,2023-06-05
2023-06-12,326.54998779296875,326.54998779296875,337.9800109863281,316.2099914550781,319.20001220703125,1102435,2023-06-12
2023-06-19,355.7799987792969,355.7799987792969,371.54998779296875,328.010009765625,328.42999267578125,6290490,2023-06-19
2023-06-26,357.5,357.5,365.0,350.0400085449219,353.0,1092890,2023-06-26
