Date,Adj Close_SVLL.NS,Close_SVLL.NS,High_SVLL.NS,Low_SVLL.NS,Open_SVLL.NS,Volume_SVLL.NS,Date
2020-07-13,53.133331298828125,53.133331298828125,53.5,53.133331298828125,53.5,3000,2020-07-13
2020-07-20,54.79999923706055,54.79999923706055,56.133331298828125,53.266666412353516,53.33333206176758,9000,2020-07-20
2020-07-27,52.666664123535156,52.666664123535156,54.20000076293945,52.666664123535156,54.03333282470703,30000,2020-07-27
2020-08-03,53.166664123535156,53.166664123535156,54.666664123535156,52.666664123535156,52.86666488647461,22500,2020-08-03
2020-08-10,52.900001525878906,52.900001525878906,54.43333435058594,52.666664123535156,53.70000076293945,16500,2020-08-10
2020-08-17,54.93333435058594,54.93333435058594,55.33333206176758,54.0,54.0,34500,2020-08-17
2020-08-24,55.53333282470703,55.53333282470703,55.53333282470703,54.166664123535156,54.166664123535156,15000,2020-08-24
2020-08-31,55.06666564941406,55.06666564941406,55.06666564941406,54.93333435058594,54.93333435058594,3000,2020-08-31
2020-09-07,54.46666717529297,54.46666717529297,56.20000076293945,54.46666717529297,54.46666717529297,6000,2020-09-07
2020-09-14,54.099998474121094,54.099998474121094,54.099998474121094,53.56666564941406,53.83333206176758,6000,2020-09-14
2020-09-21,54.03333282470703,54.03333282470703,54.29999923706055,53.79999923706055,54.099998474121094,6000,2020-09-21
2020-09-28,54.33333206176758,54.33333206176758,54.33333206176758,53.93333435058594,54.20000076293945,4500,2020-09-28
2020-10-05,54.36666488647461,54.36666488647461,54.46666717529297,54.099998474121094,54.46666717529297,4500,2020-10-05
2020-10-12,54.56666564941406,54.56666564941406,54.56666564941406,54.46666717529297,54.46666717529297,4500,2020-10-12
2020-10-19,55.133331298828125,55.133331298828125,55.133331298828125,53.166664123535156,53.33333206176758,10500,2020-10-19
2020-10-26,56.166664123535156,56.166664123535156,56.166664123535156,55.29999923706055,55.29999923706055,6000,2020-10-26
2020-11-02,56.633331298828125,56.633331298828125,56.633331298828125,56.166664123535156,56.166664123535156,3000,2020-11-02
2020-11-09,55.56666564941406,55.56666564941406,55.93333435058594,54.33333206176758,54.666664123535156,15000,2020-11-09
2020-11-16,54.5,54.5,55.43333435058594,54.5,55.43333435058594,3000,2020-11-16
2020-11-23,55.96666717529297,55.96666717529297,55.96666717529297,54.33333206176758,54.33333206176758,6000,2020-11-23
2020-11-30,56.93333435058594,56.93333435058594,57.0,55.96666717529297,55.96666717529297,6000,2020-11-30
2020-12-07,59.900001525878906,59.900001525878906,60.0,56.266666412353516,56.33333206176758,25500,2020-12-07
2020-12-14,60.29999923706055,60.29999923706055,60.29999923706055,60.03333282470703,60.133331298828125,6000,2020-12-14
2020-12-21,60.133331298828125,60.133331298828125,60.29999923706055,59.93333435058594,60.29999923706055,3000,2020-12-21
2020-12-28,59.166664123535156,59.166664123535156,60.133331298828125,58.666664123535156,60.133331298828125,6000,2020-12-28
2021-01-04,58.900001525878906,58.900001525878906,58.900001525878906,58.70000076293945,58.70000076293945,4500,2021-01-04
2021-01-11,59.099998474121094,59.099998474121094,59.099998474121094,59.099998474121094,59.099998474121094,1500,2021-01-11
2021-01-18,59.46666717529297,59.46666717529297,59.46666717529297,59.099998474121094,59.099998474121094,3000,2021-01-18
2021-01-25,59.766666412353516,59.766666412353516,60.133331298828125,58.0,59.46666717529297,13500,2021-01-25
2021-02-01,63.33333206176758,63.33333206176758,63.33333206176758,58.33333206176758,60.133331298828125,36000,2021-02-01
2021-02-08,63.33333206176758,63.33333206176758,63.33333206176758,63.33333206176758,63.33333206176758,0,2021-02-08
2021-02-15,62.666664123535156,62.666664123535156,63.33333206176758,62.666664123535156,63.33333206176758,1500,2021-02-15
