Date,Adj Close_ABBOTINDIA.NS,Close_ABBOTINDIA.NS,High_ABBOTINDIA.NS,Low_ABBOTINDIA.NS,Open_ABBOTINDIA.NS,Volume_ABBOTINDIA.NS,Date
2020-12-21,15276.953125,15727.400390625,16270.0,15351.0,16170.0,81861,2020-12-21
2020-12-28,15295.01953125,15746.0,15940.0,15600.0,15843.650390625,73038,2020-12-28
2021-01-04,15052.228515625,15496.0498046875,15862.900390625,15400.0,15793.75,87963,2021-01-04
2021-01-11,14566.548828125,14996.0498046875,15650.0,14922.0,15520.0,137376,2021-01-11
2021-01-18,13987.4736328125,14399.900390625,15074.0,14325.0,15074.0,137147,2021-01-18
2021-01-25,13814.7177734375,14222.0498046875,14667.0,14100.0,14539.5498046875,75864,2021-01-25
2021-02-01,14063.09375,14477.75,14600.0,13959.7998046875,14358.849609375,154652,2021-02-01
2021-02-08,14025.5498046875,14439.099609375,14995.0,14260.4501953125,14560.0,138494,2021-02-08
2021-02-15,14294.8115234375,14716.2998046875,14950.0,14400.0,14469.099609375,78372,2021-02-15
2021-02-22,13977.322265625,14389.4501953125,14789.650390625,14228.0,14780.0,66349,2021-02-22
2021-03-01,14332.2080078125,14754.7998046875,14865.5498046875,14250.0,14450.0,62078,2021-03-01
2021-03-08,14197.626953125,14616.25,14850.0498046875,14503.2998046875,14770.0498046875,44471,2021-03-08
2021-03-15,14371.208984375,14794.9501953125,14860.0,14300.0,14625.0,56858,2021-03-15
2021-03-22,14599.041015625,15029.5,15099.0,14500.0,14855.0,71459,2021-03-22
2021-03-29,14551.0068359375,14980.0498046875,15267.7998046875,14899.7998046875,15029.5,51633,2021-03-29
2021-04-05,14797.24609375,15233.5498046875,15400.0,14712.5,15021.400390625,71603,2021-04-05
2021-04-12,14536.2421875,14964.849609375,15233.0,14821.25,15233.0,51919,2021-04-12
2021-04-19,14644.548828125,15076.349609375,15245.0,14586.0498046875,14900.0,52174,2021-04-19
2021-04-26,14717.7890625,15151.75,15294.9501953125,14850.0,14999.9501953125,40645,2021-04-26
2021-05-03,15396.4306640625,15850.400390625,15900.0,15003.0,15150.0,56147,2021-05-03
2021-05-10,15648.5947265625,16110.0,16299.0,15839.849609375,15845.0,65204,2021-05-10
2021-05-17,15577.39453125,16036.7001953125,16300.0,15895.0,16110.0,78138,2021-05-17
2021-05-24,15641.1142578125,16102.2998046875,16400.0,15874.9501953125,16080.0,76691,2021-05-24
2021-05-31,15483.8525390625,15940.400390625,16202.75,15890.0,16172.0,112006,2021-05-31
2021-06-07,15859.6708984375,16327.2998046875,16390.0,15832.0,15945.7998046875,136921,2021-06-07
2021-06-14,16063.072265625,16536.69921875,16630.0,16020.0,16400.0,82531,2021-06-14
2021-06-21,15999.64453125,16471.400390625,16749.849609375,16235.0,16235.0,53324,2021-06-21
2021-06-28,16284.4951171875,16764.650390625,16910.0,16400.19921875,16560.0,54303,2021-06-28
2021-07-05,16756.138671875,17250.19921875,17400.0,16705.25,16870.0,77494,2021-07-05
2021-07-12,16983.677734375,17484.44921875,17649.0,17211.0,17339.150390625,77733,2021-07-12
2021-07-19,17305.587890625,17815.849609375,17850.0,17100.0,17250.0,38570,2021-07-19
2021-07-26,18468.20703125,19012.75,19244.69921875,17619.94921875,17900.0,78604,2021-07-26
2021-08-02,17004.66015625,17506.05078125,19994.69921875,17420.099609375,19000.0,165024,2021-08-02
2021-08-09,18466.072265625,19010.55078125,19165.0,17355.05078125,17676.69921875,103254,2021-08-09
2021-08-16,18528.091796875,19074.400390625,19221.30078125,18645.25,19099.900390625,41229,2021-08-16
2021-08-23,18483.798828125,19028.80078125,19351.5,18712.05078125,19050.0,38332,2021-08-23
2021-08-30,19282.2578125,19850.80078125,20198.0,18911.0,19092.400390625,82137,2021-08-30
2021-09-06,20113.8359375,20706.900390625,20942.0,19509.0,19985.900390625,54242,2021-09-06
2021-09-13,19894.017578125,20480.599609375,21870.0,20250.0,20600.0,113040,2021-09-13
2021-09-20,20597.619140625,21204.94921875,21728.0,20161.400390625,20480.5,55974,2021-09-20
2021-09-27,21400.25390625,22031.25,22569.55078125,19201.0,21394.0,236301,2021-09-27
2021-10-04,21172.6171875,21796.900390625,23934.44921875,21555.0,22810.0,323186,2021-10-04
2021-10-11,20934.294921875,21551.55078125,22279.94921875,21446.849609375,21969.5,60710,2021-10-11
2021-10-18,19659.873046875,20239.55078125,22036.94921875,20125.0,21700.0,106003,2021-10-18
2021-10-25,19475.16796875,20049.400390625,20699.94921875,19700.0,20280.0,81501,2021-10-25
2021-11-01,19713.78125,20295.05078125,20483.599609375,19866.599609375,20025.0,34032,2021-11-01
2021-11-08,19188.859375,19754.650390625,20384.19921875,19705.55078125,20210.099609375,49792,2021-11-08
2021-11-15,19041.06640625,19602.5,20100.19921875,19251.25,19788.0,46584,2021-11-15
2021-11-22,19020.375,19581.19921875,20196.69921875,19000.0,19739.900390625,74780,2021-11-22
2021-11-29,18453.587890625,18997.69921875,19660.80078125,18820.150390625,19581.19921875,54734,2021-11-29
2021-12-06,18125.75390625,18660.19921875,19150.0,18626.650390625,18996.75,38286,2021-12-06
2021-12-13,17586.359375,18104.900390625,18848.900390625,17900.0,18848.849609375,68480,2021-12-13
2021-12-20,17895.783203125,18423.44921875,18798.0,17681.650390625,17950.0,60393,2021-12-20
2021-12-27,18927.564453125,19485.650390625,19604.5,18184.55078125,18399.0,61797,2021-12-27
2022-01-03,17846.681640625,18372.900390625,19620.0,18299.94921875,19550.0,59696,2022-01-03
2022-01-10,17183.77734375,17690.44921875,18549.0,17670.0,18426.0,98207,2022-01-10
2022-01-17,16494.501953125,16980.849609375,17889.94921875,16581.349609375,17839.849609375,155911,2022-01-17
2022-01-24,15622.5625,16083.2001953125,16996.0,15951.0498046875,16970.0,127847,2022-01-24
2022-01-31,15409.6884765625,15864.0498046875,16471.05078125,15794.7001953125,16199.0,119538,2022-01-31
2022-02-07,16063.4140625,16537.05078125,16900.0,15514.0,15864.0,253505,2022-02-07
2022-02-14,15910.0361328125,16379.150390625,17287.94921875,16047.2001953125,16218.0,146659,2022-02-14
2022-02-21,16882.02734375,17379.80078125,17504.80078125,15981.0,16379.150390625,159670,2022-02-21
2022-02-28,16959.34765625,17459.400390625,17774.94921875,16900.099609375,17379.80078125,99858,2022-02-28
2022-03-07,16774.05859375,17268.650390625,17999.0,17000.25,17000.25,98939,2022-03-07
2022-03-14,16763.6171875,17257.900390625,17700.0,17000.0,17349.0,63863,2022-03-14
2022-03-21,15562.9697265625,16021.849609375,17449.0,16000.0,17398.849609375,91981,2022-03-21
2022-03-28,17010.828125,17512.400390625,17750.099609375,15870.0,16000.0,131580,2022-03-28
2022-04-04,17483.4921875,17999.0,18398.19921875,17408.80078125,17512.400390625,84597,2022-04-04
2022-04-11,17295.099609375,17805.05078125,18183.400390625,17710.0,18000.0,23415,2022-04-11
2022-04-18,17070.373046875,17573.69921875,17800.0,16792.0,17800.0,63202,2022-04-18
2022-04-25,16590.5703125,17079.75,17800.0,17011.0,17397.0,37571,2022-04-25
2022-05-02,16497.85546875,16984.30078125,17199.94921875,16300.0,17079.75,45477,2022-05-02
2022-05-09,16070.794921875,16544.650390625,16998.0,16200.0,16948.0,43965,2022-05-09
2022-05-16,17436.330078125,17950.44921875,18298.44921875,16316.0,16800.0,151228,2022-05-16
2022-05-23,17424.7734375,17938.55078125,18294.75,17427.400390625,18059.25,68804,2022-05-23
2022-05-30,17317.970703125,17828.599609375,18599.0,17600.0,17949.0,100011,2022-05-30
2022-06-06,17670.4296875,18191.44921875,18350.0,17550.0,17828.599609375,73934,2022-06-06
2022-06-13,17397.1875,17910.150390625,18400.0,17673.80078125,18055.0,62038,2022-06-13
2022-06-20,17541.23828125,18058.44921875,18200.0,17701.0,17850.0,62457,2022-06-20
2022-06-27,18553.345703125,19100.400390625,19200.0,17862.0,18101.55078125,95073,2022-06-27
2022-07-04,18916.92578125,19474.69921875,19599.94921875,18606.30078125,19100.400390625,66164,2022-07-04
2022-07-11,19181.37890625,19746.94921875,19860.0,19180.19921875,19450.0,40752,2022-07-11
2022-07-18,19378.515625,19949.900390625,20200.0,19630.0,19750.0,74145,2022-07-18
2022-07-25,19441.84765625,20015.099609375,20093.94921875,19300.0,19900.0,59180,2022-07-25
2022-08-01,19841.22265625,20426.25,20900.80078125,20010.0,20051.0,95061,2022-08-01
2022-08-08,18384.85546875,18793.349609375,20611.349609375,18750.0,20400.0,90187,2022-08-08
2022-08-15,18411.7109375,18820.80078125,19352.55078125,18790.0,18793.349609375,55126,2022-08-15
2022-08-22,18173.259765625,18577.05078125,19121.55078125,18504.0,18835.0,59176,2022-08-22
2022-08-29,18041.38671875,18442.25,18800.0,18204.0,18450.0,44261,2022-08-29
2022-09-05,17879.142578125,18276.400390625,18650.0,18101.0,18380.0,91022,2022-09-05
2022-09-12,17166.525390625,17547.94921875,18350.0,17507.5,18276.400390625,81327,2022-09-12
2022-09-19,17465.6796875,17853.75,18248.900390625,17325.0,17550.0,123707,2022-09-19
2022-09-26,18723.140625,19139.150390625,19299.0,17481.80078125,17800.0,238377,2022-09-26
2022-10-03,18641.796875,19056.0,19466.400390625,18725.05078125,19139.150390625,84506,2022-10-03
2022-10-10,17688.869140625,18081.900390625,19172.400390625,18016.099609375,19060.0,51538,2022-10-10
2022-10-17,18125.080078125,18527.80078125,18745.44921875,18000.0,18063.80078125,48776,2022-10-17
2022-10-24,18499.75390625,18910.80078125,19178.0,18261.650390625,18650.0,40646,2022-10-24
2022-10-31,19058.341796875,19481.80078125,19990.0,18970.05078125,19000.0,99107,2022-10-31
2022-11-07,18895.951171875,19315.80078125,19570.0,19125.0,19500.0,36335,2022-11-07
2022-11-14,19312.15234375,19741.25,20138.849609375,19215.05078125,19431.650390625,99289,2022-11-14
2022-11-21,19826.962890625,20267.5,20350.0,19362.150390625,19840.0,68909,2022-11-21
2022-11-28,19744.203125,20182.900390625,20635.0,20016.099609375,20170.94921875,49783,2022-11-28
2022-12-05,19991.94921875,20436.150390625,20749.0,19951.099609375,20183.0,51540,2022-12-05
2022-12-12,20223.455078125,20672.80078125,20993.94921875,20252.30078125,20430.0,60875,2022-12-12
2022-12-19,21323.46484375,21797.25,22187.900390625,20425.0,20776.19921875,146881,2022-12-19
2022-12-26,20902.759765625,21367.19921875,21988.80078125,21232.75,21988.80078125,103022,2022-12-26
2023-01-02,21842.7265625,22328.05078125,22360.0,21287.650390625,21367.19921875,101551,2023-01-02
2023-01-09,21797.87109375,22282.19921875,22499.0,21916.05078125,22360.0,106864,2023-01-09
2023-01-16,21323.560546875,21797.349609375,22344.349609375,21612.19921875,22300.19921875,48895,2023-01-16
2023-01-23,20751.08203125,21212.150390625,21925.0,21092.0,21780.0,29608,2023-01-23
2023-01-30,20418.5703125,20872.25,21370.0,20411.0,21100.0,52988,2023-01-30
2023-02-06,20290.26953125,20741.099609375,21593.849609375,20650.0,20872.05078125,60898,2023-02-06
2023-02-13,19776.77734375,20216.19921875,20685.0,19902.05078125,20680.0,67270,2023-02-13
2023-02-20,19716.517578125,20154.599609375,20723.849609375,19900.0,20266.150390625,49951,2023-02-20
2023-02-27,19723.70703125,20161.94921875,20666.0,19906.0,20232.55078125,51908,2023-02-27
2023-03-06,20107.873046875,20554.650390625,20915.650390625,20163.0,20163.0,38246,2023-03-06
2023-03-13,20473.400390625,20928.30078125,20993.94921875,19966.69921875,20649.099609375,41160,2023-03-13
2023-03-20,20669.640625,21128.900390625,21747.05078125,20715.0,20715.0,46625,2023-03-20
2023-03-27,21585.24609375,22064.849609375,22160.599609375,21138.30078125,21160.0,46598,2023-03-27
2023-04-03,22383.60546875,22880.94921875,22940.0,21809.900390625,22248.0,38759,2023-04-03
2023-04-10,22004.7734375,22493.69921875,23140.0,22430.0,22815.0,60209,2023-04-10
2023-04-17,21947.056640625,22434.69921875,22919.94921875,22232.05078125,22617.400390625,63973,2023-04-17
2023-04-24,21812.595703125,22297.25,22660.0,21996.05078125,22440.0,72271,2023-04-24
2023-05-01,22158.4609375,22650.80078125,22790.0,22297.25,22297.25,31280,2023-05-01
2023-05-08,20767.955078125,21229.400390625,22750.0,21135.0,22650.80078125,98528,2023-05-08
2023-05-15,20444.19921875,20898.44921875,21510.0,20605.05078125,21299.0,54959,2023-05-15
2023-05-22,21425.3984375,21901.44921875,21941.650390625,20751.0,20751.0,63347,2023-05-22
2023-05-29,21450.63671875,21927.25,22119.94921875,21503.0,21970.0,41039,2023-05-29
2023-06-05,21317.49609375,21791.150390625,21999.94921875,21450.099609375,21950.0,33846,2023-06-05
2023-06-12,22217.841796875,22711.5,22750.0,21680.099609375,21791.150390625,55184,2023-06-12
2023-06-19,22166.775390625,22659.30078125,23300.0,22444.0,22712.0,59884,2023-06-19
2023-06-26,22910.109375,23419.150390625,23498.0,22598.80078125,22600.0,55509,2023-06-26
2023-07-03,22988.615234375,23499.400390625,23869.94921875,23150.0,23500.0,36356,2023-07-03
2023-07-10,22787.58203125,23293.900390625,23850.0,23163.05078125,23500.0,36711,2023-07-10
2023-07-17,22679.923828125,23183.849609375,23725.0,22990.599609375,23350.0,54485,2023-07-17
2023-07-24,23717.376953125,24059.94921875,24142.94921875,22870.0,23219.94921875,70888,2023-07-24
2023-07-31,23524.21875,23864.0,24657.69921875,23743.19921875,24150.0,77941,2023-07-31
2023-08-07,23394.88671875,23732.80078125,24744.25,23618.099609375,24000.0,110377,2023-08-07
2023-08-14,23066.4296875,23399.599609375,23980.19921875,23168.599609375,23700.0,36668,2023-08-14
2023-08-21,22890.373046875,23221.0,23600.0,23028.099609375,23481.900390625,36512,2023-08-21
2023-08-28,22381.376953125,22704.650390625,23485.0,22535.05078125,23299.900390625,50903,2023-08-28
2023-09-04,22674.7890625,23002.30078125,23189.900390625,22320.05078125,22898.599609375,88686,2023-09-04
2023-09-11,23018.671875,23351.150390625,23645.94921875,22555.0,23050.0,80778,2023-09-11
2023-09-18,22222.2734375,22543.25,23504.0,22359.0,23351.150390625,36889,2023-09-18
2023-09-25,22849.4140625,23179.44921875,23245.0,22000.0,22594.94921875,61461,2023-09-25
2023-10-02,22708.40234375,23036.400390625,23300.0,22716.0,23179.44921875,27210,2023-10-02
2023-10-09,22070.466796875,22389.25,23111.69921875,22134.900390625,22970.0,49499,2023-10-09
2023-10-16,22317.892578125,22640.25,22750.0,22100.0,22307.349609375,42674,2023-10-16
2023-10-23,22347.908203125,22670.69921875,22899.0,22051.0,22601.0,48608,2023-10-23
2023-10-30,22471.57421875,22796.150390625,22900.0,22152.05078125,22550.05078125,38183,2023-10-30
2023-11-06,23368.123046875,23705.650390625,24455.05078125,22710.0,22798.0,92336,2023-11-06
2023-11-13,23289.115234375,23625.5,23946.94921875,22865.05078125,23881.650390625,85734,2023-11-13
2023-11-20,23703.478515625,24045.849609375,24173.19921875,23333.0,23599.80078125,39639,2023-11-20
2023-11-27,23342.345703125,23679.5,24066.69921875,23431.30078125,24045.849609375,23570,2023-11-27
2023-12-04,22532.54296875,22858.0,23920.0,22728.650390625,23920.0,99433,2023-12-04
2023-12-11,22371.666015625,22694.80078125,23165.900390625,22502.05078125,22984.05078125,59678,2023-12-11
2023-12-18,22282.158203125,22604.0,23052.5,22000.0,22750.05078125,83448,2023-12-18
2023-12-25,22525.888671875,22851.25,22900.0,22239.05078125,22604.0,66869,2023-12-25
2024-01-01,23544.525390625,23884.599609375,24000.0,22720.0,22852.0,157190,2024-01-01
2024-01-08,25382.28125,25748.900390625,25869.94921875,23585.0,23800.0,151192,2024-01-08
2024-01-15,25498.69921875,25867.0,26381.650390625,25301.0,25700.0,124867,2024-01-15
2024-01-22,24703.9296875,25060.75,25867.0,24868.69921875,25867.0,55710,2024-01-22
2024-01-29,27664.71484375,28064.30078125,28280.19921875,25020.349609375,25060.75,182333,2024-01-29
2024-02-05,27683.8359375,28083.69921875,28847.849609375,27701.400390625,28174.0,89771,2024-02-05
2024-02-12,29118.021484375,29538.599609375,29638.94921875,27831.05078125,28083.75,74597,2024-02-12
2024-02-19,28299.052734375,28707.80078125,29629.80078125,28557.0,29538.599609375,49687,2024-02-19
2024-02-26,27814.89453125,28216.650390625,29041.0,27618.099609375,28600.0,95025,2024-02-26
2024-03-04,27044.32421875,27434.94921875,28317.650390625,27010.0,28172.05078125,34397,2024-03-04
2024-03-11,27999.921875,28404.349609375,28599.69921875,26829.0,27699.94921875,84082,2024-03-11
2024-03-18,26681.7109375,27067.099609375,28800.0,26820.05078125,28750.0,72032,2024-03-18
2024-03-25,26734.6484375,27120.80078125,27229.900390625,26426.30078125,27199.0,65631,2024-03-25
2024-04-01,26257.638671875,26636.900390625,27700.0,26428.25,27275.0,59294,2024-04-01
2024-04-08,26068.125,26444.650390625,27275.0,26262.0,26783.80078125,74564,2024-04-08
2024-04-15,25755.982421875,26128.0,26499.94921875,25705.25,26444.650390625,63992,2024-04-15
2024-04-22,25526.30078125,25895.0,26578.80078125,25200.0,26249.900390625,95173,2024-04-22
2024-04-29,25774.318359375,26146.599609375,26849.94921875,25808.400390625,26039.94921875,52819,2024-04-29
2024-05-06,25995.03125,26370.5,26800.0,25408.650390625,26120.05078125,86535,2024-05-06
2024-05-13,26114.2578125,26491.44921875,27216.5,26051.75,26570.0,47862,2024-05-13
2024-05-20,25819.123046875,26192.05078125,26755.0,25718.0,26650.0,35408,2024-05-20
2024-05-27,25519.154296875,25887.75,26555.0,25717.900390625,26480.0,59114,2024-05-27
2024-06-03,27103.32421875,27494.80078125,27999.900390625,25588.55078125,26000.0,117088,2024-06-03
2024-06-10,27073.84765625,27464.900390625,28450.0,27320.44921875,27554.80078125,78876,2024-06-10
2024-06-17,26468.4921875,26850.80078125,27454.75,26774.5,27350.0,43455,2024-06-17
2024-06-24,27230.78125,27624.099609375,27948.94921875,26601.0,26750.0,113428,2024-06-24
2024-07-01,27427.29296875,27823.44921875,28127.94921875,27479.400390625,27782.099609375,49954,2024-07-01
2024-07-08,27081.537109375,27472.69921875,28545.900390625,27342.5,28099.5,72991,2024-07-08
2024-07-15,27013.962890625,27404.150390625,28924.0,27221.0,27900.0,71575,2024-07-15
2024-07-22,28584.599609375,28584.599609375,28949.650390625,27119.599609375,27399.94921875,59987,2024-07-22
2024-07-29,28227.69921875,28227.69921875,28781.900390625,27830.0,28649.94921875,55352,2024-07-29
2024-08-05,27228.900390625,27228.900390625,29501.0,27104.099609375,27950.05078125,148317,2024-08-05
2024-08-12,27929.900390625,27929.900390625,28014.80078125,26770.0,27150.0,69480,2024-08-12
2024-08-19,29065.849609375,29065.849609375,29947.25,27644.0,27949.94921875,124356,2024-08-19
2024-08-26,30195.849609375,30195.849609375,30521.0,28632.55078125,29000.0,108321,2024-08-26
2024-09-02,29895.75,29895.75,30380.900390625,29536.650390625,30300.0,40811,2024-09-02
2024-09-09,29559.0,29559.0,30267.19921875,29389.55078125,29895.75,52932,2024-09-09
2024-09-16,28207.900390625,28207.900390625,29770.099609375,27502.75,29721.0,92722,2024-09-16
2024-09-23,29271.650390625,29271.650390625,29499.94921875,28125.099609375,28364.05078125,60389,2024-09-23
2024-09-30,28104.55078125,28104.55078125,29486.400390625,27970.099609375,29450.0,31397,2024-09-30
2024-10-07,28808.25,28808.25,28944.0,27800.0,28105.0,44392,2024-10-07
2024-10-14,29209.55078125,29209.55078125,29356.849609375,28261.099609375,28810.30078125,66579,2024-10-14
2024-10-21,28509.099609375,28509.099609375,29525.0,28350.0,29250.0,42613,2024-10-21
2024-10-28,29295.5,29295.5,29500.0,27423.400390625,28000.0,30148,2024-10-28
2024-11-04,28553.05078125,28553.05078125,29809.19921875,28020.0,29150.0,90240,2024-11-04
2024-11-11,27351.19921875,27351.19921875,29119.0,27200.05078125,28600.0,27825,2024-11-11
2024-11-18,27718.5,27718.5,27765.900390625,26912.099609375,27445.099609375,29535,2024-11-18
2024-11-25,27723.400390625,27723.400390625,27978.69921875,27170.0,27899.0,42866,2024-11-25
2024-12-02,29035.25,29035.25,29299.400390625,27800.0,27800.0,44594,2024-12-02
2024-12-09,28648.75,28648.75,29300.0,28341.25,29035.25,22048,2024-12-09
2024-12-16,28655.349609375,28655.349609375,29243.94921875,27893.75,28790.0,57911,2024-12-16
2024-12-23,29263.5,29263.5,29658.849609375,28096.0,28603.0,58343,2024-12-23
2024-12-30,29490.19921875,29490.19921875,30186.05078125,29148.0,29150.0,55223,2024-12-30
2025-01-06,28772.80078125,28772.80078125,30668.0,28720.19921875,29390.19921875,56656,2025-01-06
2025-01-13,27929.69921875,27929.69921875,28700.099609375,27102.44921875,28613.0,58351,2025-01-13
2025-01-20,27282.349609375,27282.349609375,28140.099609375,27222.0,27929.69921875,34551,2025-01-20
2025-01-27,25892.099609375,25892.099609375,27357.5,25325.0,27051.099609375,90014,2025-01-27
2025-02-03,29799.599609375,29799.599609375,29861.900390625,25760.05078125,25892.099609375,193243,2025-02-03
2025-02-10,27839.75,27839.75,29850.0,27580.849609375,29106.0,56149,2025-02-10
2025-02-17,28941.94921875,28941.94921875,29823.94921875,27549.900390625,27921.849609375,83970,2025-02-17
2025-02-24,30395.650390625,30395.650390625,30650.0,28538.5,28750.0,130523,2025-02-24
2025-03-03,30768.30078125,30768.30078125,31898.94921875,29726.25,30610.19921875,105654,2025-03-03
2025-03-10,29597.0,29597.0,31103.80078125,29555.55078125,30768.30078125,37838,2025-03-10
2025-03-17,30292.099609375,30292.099609375,30739.849609375,29566.55078125,29699.900390625,33506,2025-03-17
2025-03-24,30720.55078125,30720.55078125,31370.0,30200.400390625,30300.05078125,41602,2025-03-24
2025-03-31,29077.400390625,29077.400390625,31107.55078125,28829.150390625,30720.55078125,35378,2025-03-31
2025-04-07,29641.099609375,29641.099609375,29750.0,27500.05078125,27501.0,31320,2025-04-07
2025-04-14,30690.0,30690.0,31390.0,29580.0,29645.0,26238,2025-04-14
2025-04-21,29705.0,29705.0,31400.0,29430.0,31000.0,32044,2025-04-21
2025-04-28,30505.0,30505.0,30590.0,29450.0,29450.0,19129,2025-04-28
2025-05-05,30165.0,30165.0,30985.0,29555.0,30725.0,45808,2025-05-05
2025-05-12,30560.0,30560.0,31500.0,30000.0,30300.0,54293,2025-05-12
2025-05-19,30795.0,30795.0,31590.0,30555.0,30800.0,67395,2025-05-19
2025-05-26,30455.0,30455.0,31100.0,29940.0,30990.0,24040,2025-05-26
2025-06-02,31630.0,31630.0,32200.0,30110.0,30455.0,76764,2025-06-02
2025-06-09,31515.0,31515.0,32100.0,31100.0,31750.0,25545,2025-06-09
2025-06-16,31620.0,31620.0,32085.0,30610.0,31510.0,40604,2025-06-16
2025-06-23,34940.0,34940.0,37000.0,30880.0,31265.0,104872,2025-06-23
2025-06-30,34735.0,34735.0,35955.0,34140.0,34945.0,77392,2025-06-30
2025-07-07,34420.0,34420.0,35010.0,33780.0,34895.0,31713,2025-07-07
2025-07-14,34275.0,34275.0,34595.0,34100.0,34330.0,7217,2025-07-14
