Date,Adj Close_PARAGMILK.NS,Close_PARAGMILK.NS,High_PARAGMILK.NS,Low_PARAGMILK.NS,Open_PARAGMILK.NS,Volume_PARAGMILK.NS,Date
2025-01-13,170.8000030517578,170.8000030517578,174.5,163.0800018310547,173.99000549316406,2222530,2025-01-13
2025-01-20,163.72999572753906,163.72999572753906,176.88999938964844,163.1999969482422,171.77999877929688,1676621,2025-01-20
2025-01-27,176.0800018310547,176.0800018310547,179.3000030517578,145.99000549316406,162.00999450683594,3671426,2025-01-27
2025-02-03,174.0800018310547,174.0800018310547,188.0,172.1300048828125,174.0,3084441,2025-02-03
2025-02-10,161.08999633789062,161.08999633789062,175.89999389648438,159.0,174.0800018310547,1225609,2025-02-10
2025-02-17,156.7100067138672,156.7100067138672,163.58999633789062,149.97999572753906,161.0800018310547,1953255,2025-02-17
2025-02-24,144.41000366210938,144.41000366210938,158.0,143.11000061035156,155.0500030517578,1119490,2025-02-24
2025-03-03,162.77999877929688,162.77999877929688,168.25999450683594,135.49000549316406,145.10000610351562,3545271,2025-03-03
2025-03-10,152.3699951171875,152.3699951171875,164.24000549316406,152.0,162.0,1636263,2025-03-10
2025-03-17,159.3000030517578,159.3000030517578,164.39999389648438,146.1999969482422,152.75,2542591,2025-03-17
2025-03-24,149.4499969482422,149.4499969482422,162.27999877929688,142.0,160.6999969482422,5048054,2025-03-24
2025-03-31,173.57000732421875,173.57000732421875,185.0,149.4499969482422,149.4499969482422,8953910,2025-03-31
2025-04-07,182.49000549316406,182.49000549316406,187.22999572753906,154.14999389648438,155.25,2766211,2025-04-07
2025-04-14,187.49000549316406,187.49000549316406,189.6999969482422,181.25,182.49000549316406,1659372,2025-04-14
2025-04-21,184.3000030517578,184.3000030517578,193.60000610351562,180.60000610351562,187.1300048828125,3156784,2025-04-21
2025-04-28,181.27000427246094,181.27000427246094,187.52000427246094,179.0,186.0,1450844,2025-04-28
2025-05-05,190.05999755859375,190.05999755859375,212.6999969482422,186.0,186.5,20098308,2025-05-05
2025-05-12,214.50999450683594,214.50999450683594,218.49000549316406,197.6999969482422,199.0500030517578,5771533,2025-05-12
