Date,Adj Close_63MOONS.NS,Close_63MOONS.NS,High_63MOONS.NS,Low_63MOONS.NS,Open_63MOONS.NS,Volume_63MOONS.NS,Date
2022-04-25,218.33181762695312,220.9499969482422,271.1499938964844,220.9499969482422,271.1499938964844,80538,2022-04-25
2022-05-02,177.9658966064453,180.10000610351562,209.9499969482422,180.10000610351562,209.9499969482422,757373,2022-05-02
2022-05-09,145.8509979248047,147.60000610351562,173.0,147.60000610351562,171.10000610351562,1461720,2022-05-09
2022-05-16,178.80581665039062,180.9499969482422,180.9499969482422,140.64999389648438,144.25,534495,2022-05-16
2022-05-23,163.1436309814453,165.10000610351562,197.39999389648438,162.9499969482422,189.9499969482422,860826,2022-05-23
2022-05-30,165.56459045410156,167.5500030517578,186.89999389648438,165.5500030517578,173.0,449463,2022-05-30
2022-06-06,167.1456298828125,169.14999389648438,174.3000030517578,163.0500030517578,167.5,191047,2022-06-06
2022-06-13,149.80360412597656,151.60000610351562,172.89999389648438,150.3000030517578,169.0,276759,2022-06-13
2022-06-20,172.62986755371094,174.6999969482422,174.6999969482422,141.0500030517578,151.60000610351562,372926,2022-06-20
2022-06-27,161.908447265625,163.85000610351562,183.39999389648438,160.35000610351562,178.0,283854,2022-06-27
2022-07-04,189.52725219726562,191.8000030517578,194.0,162.64999389648438,165.85000610351562,692678,2022-07-04
2022-07-11,184.19122314453125,186.39999389648438,194.5500030517578,180.0,193.5,237458,2022-07-11
2022-07-18,188.5885009765625,190.85000610351562,203.6999969482422,185.0500030517578,189.75,316321,2022-07-18
2022-07-25,179.59632873535156,181.75,191.6999969482422,171.10000610351562,190.85000610351562,172037,2022-07-25
2022-08-01,186.01930236816406,188.25,205.0,180.3000030517578,184.0,841887,2022-08-01
2022-08-08,183.0548553466797,185.25,195.89999389648438,182.6999969482422,184.39999389648438,199157,2022-08-08
2022-08-15,187.5015411376953,189.75,194.9499969482422,178.10000610351562,185.25,269457,2022-08-15
2022-08-22,178.6575927734375,180.8000030517578,190.0,179.0,190.0,180526,2022-08-22
2022-08-29,179.4975128173828,181.64999389648438,193.89999389648438,175.1999969482422,177.0,464198,2022-08-29
2022-09-05,179.00343322753906,181.14999389648438,189.39999389648438,180.64999389648438,183.0,258293,2022-09-05
2022-09-12,177.12596130371094,179.25,196.1999969482422,167.0500030517578,182.5,1434697,2022-09-12
2022-09-19,164.08238220214844,166.0500030517578,186.85000610351562,164.5500030517578,177.64999389648438,480014,2022-09-19
2022-09-26,159.14161682128906,161.0500030517578,172.39999389648438,149.0500030517578,166.0,709445,2022-09-26
2022-10-03,173.17335510253906,175.25,182.1999969482422,162.0,163.0,580077,2022-10-03
2022-10-10,168.28201293945312,170.3000030517578,186.39999389648438,167.85000610351562,174.85000610351562,552906,2022-10-10
2022-10-17,159.6356964111328,161.5500030517578,172.0,159.9499969482422,170.8000030517578,210524,2022-10-17
2022-10-24,159.8333282470703,161.75,169.0,160.0,165.5,139670,2022-10-24
2022-10-31,155.4854736328125,157.35000610351562,165.0500030517578,153.89999389648438,163.10000610351562,260710,2022-10-31
2022-11-07,153.60797119140625,155.4499969482422,163.8000030517578,154.0,157.89999389648438,185111,2022-11-07
2022-11-14,146.8885498046875,148.64999389648438,163.9499969482422,147.3000030517578,153.10000610351562,239751,2022-11-14
2022-11-21,150.84115600585938,152.64999389648438,155.0,140.5500030517578,148.64999389648438,316088,2022-11-21
2022-11-28,149.35891723632812,151.14999389648438,158.0,148.5,153.75,345582,2022-11-28
2022-12-05,155.5348663330078,157.39999389648438,163.25,148.75,152.85000610351562,688237,2022-12-05
2022-12-12,149.65536499023438,151.4499969482422,159.9499969482422,150.0,159.0,501176,2022-12-12
2022-12-19,147.13558959960938,148.89999389648438,163.5,147.0,151.3000030517578,732872,2022-12-19
2022-12-26,165.61399841308594,167.60000610351562,173.6999969482422,146.5,147.5,1501896,2022-12-26
2023-01-02,161.85903930664062,163.8000030517578,179.0,162.5,170.60000610351562,812022,2023-01-02
2023-01-09,167.44207763671875,169.4499969482422,171.25,161.60000610351562,164.0,561872,2023-01-09
2023-01-16,175.54490661621094,177.64999389648438,182.1999969482422,162.9499969482422,170.9499969482422,869543,2023-01-16
2023-01-23,161.01910400390625,162.9499969482422,179.85000610351562,161.0,179.0,587279,2023-01-23
2023-01-30,178.45997619628906,180.60000610351562,182.0,158.0,166.8000030517578,936049,2023-01-30
2023-02-06,196.34547424316406,198.6999969482422,207.9499969482422,177.0,195.0,4059520,2023-02-06
2023-02-13,201.53326416015625,203.9499969482422,219.89999389648438,195.85000610351562,199.89999389648438,2706764,2023-02-13
2023-02-20,188.14382934570312,190.39999389648438,208.75,188.39999389648438,205.6999969482422,3055194,2023-02-20
2023-02-27,195.8513946533203,198.1999969482422,206.39999389648438,188.64999389648438,189.0,2214247,2023-02-27
2023-03-06,189.4284210205078,191.6999969482422,213.39999389648438,190.1999969482422,198.39999389648438,1033202,2023-03-06
2023-03-13,166.8491973876953,168.85000610351562,194.1999969482422,162.0,193.0,1497427,2023-03-13
2023-03-20,173.42039489746094,175.5,177.35000610351562,163.0,168.8000030517578,727165,2023-03-20
2023-03-27,172.6792755126953,174.75,186.64999389648438,172.0500030517578,175.6999969482422,1554324,2023-03-27
2023-04-03,171.98757934570312,174.0500030517578,185.0,173.1999969482422,176.0,344550,2023-04-03
2023-04-10,170.50535583496094,172.5500030517578,175.0,168.14999389648438,175.0,562680,2023-04-10
2023-04-17,165.8116455078125,167.8000030517578,173.0,163.39999389648438,173.0,454547,2023-04-17
2023-04-24,168.3808135986328,170.39999389648438,173.89999389648438,162.10000610351562,167.8000030517578,322129,2023-04-24
2023-05-01,169.12193298339844,171.14999389648438,176.0,168.0,170.39999389648438,275165,2023-05-01
2023-05-08,172.8769073486328,174.9499969482422,181.1999969482422,170.0,171.60000610351562,419350,2023-05-08
2023-05-15,163.7859344482422,165.75,175.85000610351562,164.6999969482422,174.6999969482422,364188,2023-05-15
2023-05-22,161.117919921875,163.0500030517578,184.0,162.35000610351562,167.64999389648438,1395596,2023-05-22
2023-05-29,163.5883026123047,165.5500030517578,172.6999969482422,162.0,163.0,604128,2023-05-29
2023-06-05,165.41636657714844,167.39999389648438,169.10000610351562,162.5,166.5500030517578,549225,2023-06-05
2023-06-12,170.11007690429688,172.14999389648438,173.6999969482422,163.4499969482422,168.25,514760,2023-06-12
2023-06-19,199.30992126464844,201.6999969482422,201.6999969482422,167.0500030517578,172.0,3387668,2023-06-19
2023-06-26,240.76283264160156,243.64999389648438,255.89999389648438,199.25,204.85000610351562,10845557,2023-06-26
2023-07-03,238.68772888183594,241.5500030517578,255.6999969482422,221.0,242.0,3855034,2023-07-03
2023-07-10,265.0219421386719,268.20001220703125,282.1000061035156,228.0,242.4499969482422,3558607,2023-07-10
2023-07-17,250.0514678955078,253.0500030517578,273.79998779296875,250.0,270.45001220703125,714577,2023-07-17
2023-07-24,240.6640167236328,243.5500030517578,263.79998779296875,231.0,254.89999389648438,695036,2023-07-24
2023-07-31,228.4109649658203,231.14999389648438,246.9499969482422,223.0,244.35000610351562,584317,2023-07-31
2023-08-07,268.48046875,271.70001220703125,302.54998779296875,227.75,233.0500030517578,2923568,2023-08-07
2023-08-14,290.21978759765625,293.70001220703125,309.79998779296875,261.20001220703125,269.8500061035156,1352569,2023-08-14
2023-08-21,339.47906494140625,343.54998779296875,343.54998779296875,283.0,293.70001220703125,2520704,2023-08-21
2023-08-28,329.9928283691406,333.95001220703125,360.70001220703125,314.1499938964844,353.3999938964844,3199354,2023-08-28
2023-09-04,316.801025390625,320.6000061035156,339.70001220703125,315.6000061035156,333.95001220703125,696892,2023-09-04
2023-09-11,290.3185729980469,293.79998779296875,329.25,288.04998779296875,322.25,488796,2023-09-11
2023-09-18,291.8996276855469,295.3999938964844,304.0,280.0,295.79998779296875,215784,2023-09-18
2023-09-25,278.8605041503906,280.29998779296875,305.0,273.3500061035156,300.1000061035156,744345,2023-09-25
2023-10-02,262.8929443359375,264.25,282.1000061035156,261.75,280.29998779296875,291439,2023-10-02
2023-10-09,241.1551513671875,242.39999389648438,261.8500061035156,241.0,261.5,679526,2023-10-09
2023-10-16,276.97027587890625,278.3999938964844,290.1499938964844,239.0500030517578,247.6999969482422,680982,2023-10-16
2023-10-23,261.0524597167969,262.3999938964844,282.95001220703125,240.35000610351562,276.8999938964844,412906,2023-10-23
2023-10-30,259.9580993652344,261.29998779296875,268.5,259.0,262.5,217847,2023-10-30
2023-11-06,297.2157897949219,298.75,298.75,262.3500061035156,263.8999938964844,984312,2023-11-06
2023-11-13,346.51129150390625,348.29998779296875,348.29998779296875,302.1000061035156,327.70001220703125,1811635,2023-11-13
2023-11-20,423.1158752441406,425.29998779296875,444.3999938964844,354.75,361.6499938964844,2819649,2023-11-20
2023-11-27,512.9521484375,515.5999755859375,516.5999755859375,404.04998779296875,425.29998779296875,2940003,2023-11-27
2023-12-04,654.5214233398438,657.9000244140625,657.9000244140625,525.0,525.0,1077072,2023-12-04
2023-12-11,508.8731994628906,511.5,690.75,511.5,690.75,1776825,2023-12-11
2023-12-18,489.37384033203125,491.8999938964844,524.0,426.0,485.95001220703125,1480645,2023-12-18
2023-12-25,469.0289001464844,471.45001220703125,504.3999938964844,453.6000061035156,491.8999938964844,460390,2023-12-25
2024-01-01,446.743896484375,449.04998779296875,484.75,441.0,478.29998779296875,377010,2024-01-01
2024-01-08,450.9720764160156,453.29998779296875,473.6499938964844,437.0,446.8500061035156,555599,2024-01-08
2024-01-15,411.5754699707031,413.70001220703125,462.0,411.5,445.6000061035156,412194,2024-01-15
2024-01-22,411.42620849609375,413.54998779296875,439.0,392.1000061035156,413.70001220703125,311561,2024-01-22
2024-01-29,415.4554443359375,417.6000061035156,432.20001220703125,411.0,416.95001220703125,272794,2024-01-29
2024-02-05,436.8947448730469,439.1499938964844,492.0,416.0,425.0,844306,2024-02-05
2024-02-12,523.7464599609375,526.4500122070312,526.4500122070312,418.25,439.1499938964844,945239,2024-02-12
2024-02-19,508.07733154296875,510.70001220703125,552.7000122070312,462.95001220703125,552.7000122070312,1025869,2024-02-19
2024-02-26,472.8093566894531,475.25,525.0,465.20001220703125,514.0,449529,2024-02-26
2024-03-04,438.4367980957031,440.70001220703125,484.79998779296875,427.0,478.8999938964844,274166,2024-03-04
2024-03-11,391.57867431640625,393.6000061035156,440.70001220703125,365.0,440.0,439082,2024-03-11
2024-03-18,400.88067626953125,402.95001220703125,414.95001220703125,385.6499938964844,396.0,439595,2024-03-18
2024-03-25,379.64031982421875,381.6000061035156,408.5,378.79998779296875,402.95001220703125,470205,2024-03-25
2024-04-01,430.8758239746094,433.1000061035156,463.70001220703125,386.70001220703125,389.79998779296875,553271,2024-04-01
2024-04-08,397.746826171875,399.79998779296875,452.0,398.70001220703125,439.6499938964844,542731,2024-04-08
2024-04-15,398.99041748046875,401.04998779296875,426.0,379.8500061035156,387.0,767853,2024-04-15
2024-04-22,417.64410400390625,419.79998779296875,442.1499938964844,395.0,408.79998779296875,713131,2024-04-22
2024-04-29,419.13641357421875,421.29998779296875,443.0,415.1000061035156,417.0,435606,2024-04-29
2024-05-06,404.31292724609375,406.3999938964844,434.0,397.1499938964844,423.0,583083,2024-05-06
2024-05-13,403.5668029785156,405.6499938964844,415.5,392.0,407.8999938964844,277114,2024-05-13
2024-05-20,396.1053161621094,398.1499938964844,435.29998779296875,398.1499938964844,409.1499938964844,601181,2024-05-20
2024-05-27,330.2950134277344,332.0,378.25,321.1499938964844,378.25,993371,2024-05-27
2024-06-03,339.2488098144531,341.0,352.0,314.6499938964844,347.0,856812,2024-06-03
2024-06-10,368.5973205566406,370.5,376.3999938964844,334.04998779296875,343.0,514803,2024-06-10
2024-06-17,379.14288330078125,381.1000061035156,386.70001220703125,360.20001220703125,370.5,405267,2024-06-17
2024-06-24,365.21478271484375,367.1000061035156,394.20001220703125,364.0,381.6000061035156,394660,2024-06-24
2024-07-01,359.2953186035156,361.1499938964844,389.0,360.04998779296875,368.04998779296875,412461,2024-07-01
2024-07-08,345.5661926269531,347.3500061035156,365.79998779296875,342.0,361.8999938964844,390363,2024-07-08
2024-07-15,325.22119140625,326.8999938964844,355.29998779296875,324.04998779296875,348.6000061035156,623938,2024-07-15
2024-07-22,347.8543701171875,349.6499938964844,349.6499938964844,316.0,326.8999938964844,631263,2024-07-22
2024-07-29,401.3283386230469,403.3999938964844,412.29998779296875,344.29998779296875,363.0,2379326,2024-07-29
2024-08-05,356.9573669433594,358.79998779296875,393.0,350.0,387.1499938964844,1174639,2024-08-05
2024-08-12,327.7083740234375,329.3999938964844,359.0,318.0,358.75,931842,2024-08-12
2024-08-19,335.3190612792969,337.04998779296875,346.6499938964844,326.1000061035156,334.75,623165,2024-08-19
2024-08-26,325.22119140625,326.8999938964844,341.95001220703125,324.8999938964844,340.0,407736,2024-08-26
2024-09-02,409.7349548339844,411.8500061035156,417.1000061035156,340.04998779296875,343.20001220703125,2213072,2024-09-02
2024-09-09,413.71441650390625,415.8500061035156,449.0,387.20001220703125,420.0,1381515,2024-09-09
2024-09-16,402.4226989746094,404.5,415.0,371.70001220703125,415.0,1492967,2024-09-16
2024-09-23,378.8500061035156,378.8500061035156,416.0,377.8999938964844,405.0,872620,2024-09-23
2024-09-30,389.79998779296875,389.79998779296875,428.1499938964844,372.1000061035156,382.95001220703125,2369824,2024-09-30
2024-10-07,439.25,439.25,454.0,351.0,390.0,3955107,2024-10-07
2024-10-14,496.6000061035156,496.6000061035156,542.5,446.0,446.0,7120045,2024-10-14
2024-10-21,453.8500061035156,453.8500061035156,501.6000061035156,436.1000061035156,501.6000061035156,2620740,2024-10-21
2024-10-28,598.5,598.5,630.0,455.95001220703125,457.75,4390660,2024-10-28
2024-11-04,560.2000122070312,560.2000122070312,608.0,555.0,595.0,2252985,2024-11-04
2024-11-11,572.25,572.25,617.5999755859375,550.6500244140625,588.2000122070312,1934609,2024-11-11
2024-11-18,579.2000122070312,579.2000122070312,613.9000244140625,558.0,589.9500122070312,1863073,2024-11-18
2024-11-25,663.0499877929688,663.0499877929688,663.0499877929688,570.9000244140625,599.0,2757073,2024-11-25
2024-12-02,792.75,792.75,804.9000244140625,647.0499877929688,687.0,4601511,2024-12-02
2024-12-09,852.9000244140625,852.9000244140625,963.4500122070312,790.0,795.0,5046887,2024-12-09
2024-12-16,980.0999755859375,980.0999755859375,1078.800048828125,895.5,895.5,3710986,2024-12-16
2024-12-23,906.6500244140625,906.6500244140625,1002.4000244140625,900.0999755859375,1002.4000244140625,1885362,2024-12-23
2024-12-30,906.9500122070312,906.9500122070312,992.25,826.0,902.6500244140625,2427719,2024-12-30
2025-01-06,857.75,857.75,939.9000244140625,853.0,916.7999877929688,1658840,2025-01-06
2025-01-13,819.75,819.75,881.4500122070312,802.5,849.9500122070312,1227435,2025-01-13
2025-01-20,762.2999877929688,762.2999877929688,877.2999877929688,760.0,833.1500244140625,1185364,2025-01-20
2025-01-27,734.9500122070312,734.9500122070312,772.2000122070312,688.0,751.0,911939,2025-01-27
2025-02-03,774.4000244140625,774.4000244140625,785.9500122070312,698.2000122070312,715.0,690367,2025-02-03
2025-02-10,643.7000122070312,643.7000122070312,788.0,643.7000122070312,780.0,731153,2025-02-10
2025-02-17,683.7000122070312,683.7000122070312,712.75,591.25,639.2999877929688,1147060,2025-02-17
2025-02-24,691.2000122070312,691.2000122070312,790.8499755859375,659.0499877929688,669.0,643531,2025-02-24
2025-03-03,756.0999755859375,756.0999755859375,766.3499755859375,645.0999755859375,700.0,1382235,2025-03-03
2025-03-10,679.0,679.0,756.25,676.4500122070312,748.0,782197,2025-03-10
2025-03-17,786.7000122070312,786.7000122070312,786.7000122070312,680.5,680.5,934658,2025-03-17
2025-03-24,814.0999755859375,814.0999755859375,864.7999877929688,787.0499877929688,805.0,1121919,2025-03-24
2025-03-31,769.8499755859375,769.8499755859375,837.3499755859375,769.8499755859375,814.0999755859375,673482,2025-03-31
2025-04-07,709.9500122070312,709.9500122070312,760.0,682.75,731.3499755859375,624575,2025-04-07
2025-04-14,717.2000122070312,717.2000122070312,756.2999877929688,709.9500122070312,709.9500122070312,575675,2025-04-14
2025-04-21,669.7999877929688,669.7999877929688,753.0,667.7000122070312,723.75,664886,2025-04-21
2025-04-28,650.9000244140625,650.9000244140625,690.0,641.0,667.0,436158,2025-04-28
2025-05-05,641.9000244140625,641.9000244140625,687.6500244140625,616.2000122070312,660.0,522152,2025-05-05
2025-05-12,819.0499877929688,819.0499877929688,819.0499877929688,660.25,665.7999877929688,1483122,2025-05-12
2025-05-19,781.6500244140625,781.6500244140625,909.0,781.6500244140625,840.0,2357461,2025-05-19
2025-05-26,855.4500122070312,855.4500122070312,863.8499755859375,769.25,784.9500122070312,1072097,2025-05-26
2025-06-02,846.5499877929688,846.5499877929688,940.0,823.7999877929688,860.0,1776159,2025-06-02
2025-06-09,923.75,923.75,940.0,836.0,851.2999877929688,2284669,2025-06-09
2025-06-16,861.2999877929688,861.2999877929688,964.9500122070312,853.7000122070312,923.75,1812011,2025-06-16
2025-06-23,1008.4500122070312,1008.4500122070312,1042.199951171875,843.0999755859375,858.8499755859375,3757786,2025-06-23
2025-06-30,1019.5999755859375,1019.5999755859375,1094.0,969.0,1014.3499755859375,2398350,2025-06-30
2025-07-07,1079.199951171875,1079.199951171875,1130.0,972.9000244140625,1021.0,2347165,2025-07-07
2025-07-14,1073.5,1073.5,1100.0,1053.0,1065.0,470580,2025-07-14
